Anunciante,Marca,Modelo,Versao,Combustivel,Mes de Registo,Ano,Quilometros,Cilindrada [cm3],Potencia [cv],Segmento,Cor,Tipo de Caixa,Numero de Portas,Garantia de stand - incluida no preco [meses],Origem,Condicao,Preco,ID Anuncio,Data Anuncio,Consumo Urbano,Numero de Mudancas,Emissoes CO2 [g/km],Consumo Extra Urbano,Bateria,Autonomia Maxima,IUC,Sub-modelo,Consumo Combinado,Autonomia Electrica [km],Consumo [kWh/100km],Capacidade da Bateria [kWh],Classico,Site,Portugal,Valor Sem ISV,Link,Data
Profissional,Opel,Corsa,1.2 Edition,Gasolina,6,2020.0,46000.0,1199,75,Citadino,Cinzento,Manual,5.0,18,Importado,Usados,15500,8088783463.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-edition-ID8PpI5p.html,2023-09-16
Profissional,Renault,Clio,1.6 T RS EDC,Gasolina,6,2015.0,82000.0,1618,200,Citadino,Preto,Automática,5.0,18,Importado,Usados,19500,8088654746.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-clio-1-6-t-rs-edc-ID8PpaBk.html,2023-09-16
Profissional,DS,DS3 Crossback,ver-cb-1-2-puretech-grand-chic-eat8,Gasolina,10,2019.0,30000.0,1199,155,SUV / TT,Preto,Automática,5.0,18,,Usados,26500,8087143146.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/ds-ds3-crossback-ver-cb-1-2-puretech-grand-chic-eat8-ID8PiPmG.html,2023-09-16
Profissional,Nissan,Qashqai,1.5 dCi Acenta Connect,Diesel,7,2017.0,101230.0,1461,110,SUV / TT,Vermelho,Manual,5.0,18,Nacional,Usados,20490,8089077526.0,16 Setembro 2023,4.2,6.0,99.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-acenta-connect-ID8PqVAm.html,2023-09-16
Profissional,Renault,Mégane,1.5 Blue dCi Bose Edition,Diesel,1,2019.0,132579.0,1461,115,Utilitário,Prateado,Manual,5.0,24,Importado,Usados,17490,8089896027.0,16 Setembro 2023,5.1,6.0,118.0,3.8,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-bose-edition-ID8PunwZ.html,2023-09-16
Profissional,Audi,A1 Sportback,1.0 TFSI Design,Gasolina,8,2018.0,147000.0,999,95,Utilitário,Preto,Manual,5.0,18,,Usados,15500,8089196409.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/audi-a1-sportback-1-0-tfsi-design-ID8PrrwP.html,2023-09-16
Profissional,SEAT,Leon ST,1.4 e-Hybrid FR DSG,Híbrido (Gasolina),6,2021.0,92000.0,1395,204,Carrinha,Preto,Automática,5.0,18,Nacional,Usados,28000,8090118822.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-4-e-hybrid-fr-dsg-ID8Pwjts.html,2023-09-16
Profissional,Mercedes-Benz,A 180,d Fleet Pack Urban,Diesel,2,2017.0,69700.0,1461,109,Utilitário,Preto,Manual,5.0,18,Nacional,Usados,21900,8090378796.0,16 Setembro 2023,4.5,6.0,102.0,3.6,,,,Classe A,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-fleet-pack-urban-ID8Pvp6A.html,2023-09-16
Profissional,Peugeot,308 SW,1.5 BlueHDi Business Line,Diesel,11,2018.0,134240.0,1499,102,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,16650,8089094872.0,16 Setembro 2023,4.4,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-business-line-ID8Pr168.html,2023-09-16
Profissional,BMW,i3,120Ah,Eléctrico,4,2019.0,69000.0,0,170,Utilitário,Preto,Automática,5.0,18,,Usados,24500,8089333812.0,16 Setembro 2023,,,,,,,,Série i,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8Ps1g0.html,2023-09-16
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,8,2021.0,13137.0,999,100,Utilitário,Prateado,Manual,5.0,36,Importado,Usados,16500,8090603875.0,16 Setembro 2023,,6.0,99.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8PxlET.html,2023-09-16
Profissional,MINI,Cooper,,Gasolina,6,2015.0,76000.0,1499,136,Citadino,Branco,Manual,3.0,18,,Usados,16950,8087716310.0,16 Setembro 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mini-cooper-ID8Pletg.html,2023-09-16
Profissional,DS,DS3,1.2 PureTech Be Chic,Gasolina,2,2018.0,40760.0,1199,110,Citadino,Cinzento,Manual,3.0,18,Nacional,Usados,18990,8088209575.0,16 Setembro 2023,5.3,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/ds-ds3-1-2-puretech-be-chic-ID8PniN9.html,2023-09-16
Profissional,Peugeot,308 SW,1.5 BlueHDi GT Line EAT8,Diesel,1,2020.0,126848.0,1499,130,Carrinha,Prateado,Automática,5.0,24,Importado,Usados,19490,8089839383.0,16 Setembro 2023,4.3,8.0,127.0,3.6,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-gt-line-eat8-ID8Pu8Mn.html,2023-09-16
Profissional,BMW,418 Gran Coupé,d Advantage,Diesel,6,2018.0,99000.0,1995,150,Sedan,Azul,Manual,5.0,18,Nacional,Usados,25750,8090569983.0,16 Setembro 2023,,,,,,,235.26,Série 4,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-advantage-ID8PxcQf.html,2023-09-16
Profissional,Land Rover,Range Rover Evoque,2.0 TD4 HSE Dynamic,Diesel,9,2017.0,203000.0,1999,150,SUV / TT,Azul,Manual,5.0,18,,Usados,29500,8090325956.0,16 Setembro 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-td4-hse-dynamic-ID8Pvbmk.html,2023-09-16
Profissional,Toyota,RAV4,2.2 D-4D,Diesel,3,2010.0,188365.0,2231,150,Carrinha,Cinzento,Manual,5.0,36,Nacional,Usados,17500,8089544131.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/toyota-rav4-2-2-d-4d-ID8PsTYf.html,2023-09-16
Profissional,Citroën,C3,1.2 PureTech C-Series,Gasolina,2,2022.0,3980.0,1199,83,Citadino,Bege,Manual,5.0,36,Nacional,Usados,17200,8088720100.0,16 Setembro 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-c-series-ID8PprBq.html,2023-09-16
Profissional,Nissan,Qashqai,1.5 dCi Tekna Premium,Diesel,1,2015.0,167000.0,1461,110,SUV / TT,Cinzento,Manual,5.0,18,Nacional,Usados,16900,8090193425.0,16 Setembro 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-tekna-premium-ID8PwCSJ.html,2023-09-16
Profissional,Peugeot,5008,PureTech 130 EAT8 Stop & Start Active,Gasolina,9,2019.0,56000.0,1199,130,Monovolume,Preto,Automática,5.0,18,,Usados,29500,8088894983.0,16 Setembro 2023,6.1,8.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/peugeot-5008-puretech-130-eat8-stop-start-active-ID8Pqb67.html,2023-09-16
Profissional,Mercedes-Benz,A 180 Limousine,d AMG Line Aut.,Diesel,8,2020.0,132000.0,1461,116,Sedan,Preto,Automática,4.0,18,Importado,Usados,29950,8089334689.0,15 Setembro 2023,4.7,,,,,,,Classe A,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-amg-line-aut-ID8Ps1u9.html,2023-09-16
Profissional,Opel,Corsa-e,Edition,Eléctrico,12,2022.0,2700.0,0,136,Citadino,Preto,Automática,,18,Importado,Usados,27500,8089947906.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/opel-corsa-e-edition-ID8PuB0K.html,2023-09-16
Profissional,VW,Passat,1.6 TDI Highline DSG,Diesel,10,2018.0,66000.0,1598,120,Sedan,Preto,Automática,4.0,18,Nacional,Usados,20990,8090326334.0,15 Setembro 2023,4.4,7.0,104.0,3.6,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/vw-passat-1-6-tdi-highline-dsg-ID8Pvbsq.html,2023-09-16
Profissional,VW,Polo,1.6 TDI Confortline,Diesel,9,2019.0,72286.0,1598,95,Utilitário,Preto,Manual,5.0,18,Nacional,Usados,18900,8090481607.0,16 Setembro 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/vw-polo-1-6-tdi-confortline-ID8PvPQP.html,2023-09-16
Profissional,SEAT,Arona,1.0 TSI FR,Gasolina,9,2019.0,36129.0,999,115,SUV / TT,Branco,Manual,5.0,36,Nacional,Usados,18900,8090325953.0,16 Setembro 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8Pvbmh.html,2023-09-16
Profissional,Mercedes-Benz,C 200,(BlueTEC) d AMG Line,Diesel,2,2018.0,144210.0,1598,136,Sedan,Cinzento,Manual,4.0,18,Importado,Usados,29900,8090610724.0,16 Setembro 2023,4.7,6.0,99.0,3.5,,,,Classe C,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-bluetec-d-amg-line-ID8Pxnrm.html,2023-09-16
Profissional,Nissan,Qashqai,1.5 dCi N-Connecta,Diesel,9,2018.0,84076.0,1461,110,SUV / TT,Cinzento,Manual,5.0,18,,Usados,21490,8088720172.0,16 Setembro 2023,,,99.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-n-connecta-ID8PprCA.html,2023-09-16
Profissional,Volvo,V60,2.4 D6 Momentum AWD Phev,Híbrido (Diesel),3,2015.0,138305.0,2400,286,Carrinha,Preto,Automática,5.0,18,,Usados,23900,8090570237.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-4-d6-momentum-awd-phev-ID8PxcUl.html,2023-09-16
Profissional,Renault,Captur,1.0 TCe Intens,Gasolina,6,2021.0,44876.0,999,90,SUV / TT,Cinzento,Manual,5.0,36,,Usados,21380,8090546229.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-intens-ID8Px6F7.html,2023-09-16
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,4,2022.0,12432.0,999,95,SUV / TT,Cinzento,Manual,5.0,36,,Usados,20680,8089341667.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8Ps3iH.html,2023-09-16
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,12,2020.0,56134.0,1461,115,SUV / TT,Laranja,Manual,5.0,36,,Usados,24480,8090154588.0,16 Setembro 2023,,6.0,125.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8PwsMk.html,2023-09-16
Profissional,SEAT,Ibiza,1.0 TSI FR,Gasolina,4,2021.0,51368.0,999,95,Utilitário,Cinzento,Manual,5.0,36,,Usados,18280,8090045886.0,16 Setembro 2023,,5.0,125.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-fr-ID8Pw0w4.html,2023-09-16
Particular,Mercedes-Benz,CLA 180,CDi AMG Line,Diesel,6,2016.0,164500.0,1461,109,Sedan,Preto,Manual,4.0,0,Nacional,Usados,21400,8090182349.0,16 Setembro 2023,4.7,6.0,108.0,3.4,,,,Classe CLA,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-cdi-amg-line-ID8PwA05.html,2023-09-16
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,3,2020.0,83000.0,1499,130,SUV / TT,Preto,Automática,5.0,18,,Usados,28000,8089849310.0,16 Setembro 2023,4.4,8.0,136.0,3.9,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-eat8-ID8Pubmu.html,2023-09-16
Profissional,Audi,Q2,,Gasolina,6,2018.0,47000.0,999,116,SUV / TT,Branco,Automática,5.0,24,Nacional,Usados,24490,8089183438.0,16 Setembro 2023,5.9,,117.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/audi-q2-ID8Pro8C.html,2023-09-16
Profissional,Peugeot,2008,1.5 BlueHDi Active Pack,Diesel,11,2021.0,55000.0,1499,110,SUV / TT,Cinzento,Manual,5.0,18,Nacional,Usados,22990,8088013918.0,16 Setembro 2023,4.2,6.0,119.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-active-pack-ID8PmtTo.html,2023-09-16
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line,Diesel,7,2017.0,80000.0,1461,109,Carrinha,Branco,Manual,5.0,18,Nacional,Usados,25990,8090569998.0,16 Setembro 2023,4.4,6.0,,,,,,Classe CLA,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-ID8PxcQu.html,2023-09-16
Profissional,Renault,Kadjar,1.5 dCi Black Edition,Diesel,10,2019.0,101190.0,1461,115,SUV / TT,Azul,Manual,5.0,36,Nacional,Usados,24480,8087932437.0,16 Setembro 2023,4.9,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-5-dci-black-edition-ID8Pm8Hb.html,2023-09-16
Profissional,VW,Touran,1.6 TDI Confortline,Diesel,5,2017.0,224699.0,1598,115,Monovolume,Cinzento,Manual,5.0,18,Nacional,Usados,17390,8090102352.0,16 Setembro 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/vw-touran-1-6-tdi-confortline-ID8PwfbO.html,2023-09-16
Profissional,VW,Passat,1.6 TDI Confortline,Diesel,2,2018.0,169482.0,1598,120,Sedan,Cinzento,Manual,4.0,18,Nacional,Usados,16990,8090082044.0,16 Setembro 2023,,,105.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/vw-passat-1-6-tdi-confortline-ID8Pw9Ug.html,2023-09-16
Profissional,VW,Amarok,2.0 TDi CD Extra AC CM 4Motion,Diesel,6,2014.0,142105.0,1968,140,SUV / TT,Branco,Manual,4.0,18,Nacional,Usados,26490,8087921564.0,16 Setembro 2023,9.3,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/vw-amarok-2-0-tdi-cd-extra-ac-cm-4motion-ID8Pm5RO.html,2023-09-16
Profissional,Peugeot,208,1.2 PureTech GT Pack EAT8,Gasolina,1,2022.0,10000.0,1199,131,Citadino,Branco,Automática,5.0,36,,Usados,23990,8089236557.0,16 Setembro 2023,5.4,8.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-gt-pack-eat8-ID8PrBXn.html,2023-09-16
Particular,VW,Golf Variant,1.5 TSI BM Confortline DSG,Gasolina,8,2018.0,74300.0,1498,130,Carrinha,Cinzento,Automática,5.0,0,Nacional,Usados,18400,8089903749.0,14 Setembro 2023,6.1,7.0,137.0,4.2,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-5-tsi-bm-confortline-dsg-ID8Pupvx.html,2023-09-16
Particular,Peugeot,308,1.5 BlueHDi Style,Diesel,7,2021.0,16000.0,1499,131,Coupé,Preto,Manual,5.0,0,,Usados,17900,8089857472.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-style-ID8Pudu8.html,2023-09-16
Profissional,Ford,Focus SW,1.5 TDCi Titanium,Diesel,6,2016.0,94100.0,1499,120,Carrinha,Azul,Manual,5.0,18,Nacional,Usados,15990,8089242764.0,16 Setembro 2023,4.3,6.0,99.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-5-tdci-titanium-ID8PrDzu.html,2023-09-16
Profissional,Nissan,Leaf,Acenta,Eléctrico,3,2019.0,97745.0,0,150,Utilitário,Branco,Automática,5.0,18,Nacional,Usados,19990,8089709441.0,16 Setembro 2023,,,,,Própria,,,,,380.0,,40.0,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/nissan-leaf-acenta-ID8PtAYx.html,2023-09-16
Profissional,Skoda,Kodiaq,2.0 TDI Ambition DSG,Diesel,4,2018.0,129925.0,1968,150,SUV / TT,Cinzento,Automática,5.0,18,Nacional,Usados,29490,8089586232.0,16 Setembro 2023,,,142.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/skoda-kodiaq-2-0-tdi-ambition-dsg-ID8Pt4Wi.html,2023-09-16
Profissional,Nissan,Leaf,N-Connecta,Eléctrico,5,2018.0,57100.0,0,150,Utilitário,Preto,Automática,5.0,18,Nacional,Usados,21250,8089718103.0,16 Setembro 2023,,,,,Própria,,,,,270.0,20.6,40.0,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/nissan-leaf-n-connecta-ID8PtDef.html,2023-09-16
Profissional,Citroën,C4 Spacetourer,1.5 BlueHDi Feel Business,Diesel,12,2018.0,118886.0,1499,130,Monovolume,Cinzento,Manual,5.0,24,Importado,Usados,19490,8090023732.0,16 Setembro 2023,4.6,6.0,104.0,3.9,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/citron-c4-spacetourer-1-5-bluehdi-feel-business-ID8PuUJK.html,2023-09-16
Profissional,Renault,Captur,1.2 TCe Exclusive XMOD,Gasolina,6,2017.0,102005.0,1197,120,SUV / TT,Vermelho,Manual,5.0,18,Importado,Usados,15500,8090546208.0,16 Setembro 2023,,6.0,127.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-captur-1-2-tce-exclusive-xmod-ID8Px6EM.html,2023-09-16
Profissional,Renault,Mégane Sport Tourer,1.3 TCe Limited,Gasolina,5,2019.0,84693.0,1332,140,Carrinha,Preto,Manual,5.0,36,,Usados,19480,8090546186.0,16 Setembro 2023,7.2,6.0,133.0,4.7,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-3-tce-limited-ID8Px6Eq.html,2023-09-16
Profissional,VW,Passat Variant,1.4 TSI GTE Plug-in,Híbrido (Gasolina),7,2018.0,131642.0,1395,218,Carrinha,Preto,Automática,5.0,18,Nacional,Usados,23500,8090353111.0,16 Setembro 2023,,6.0,27.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-4-tsi-gte-plug-in-ID8Pviqj.html,2023-09-16
Particular,BMW,X5,25 d sDrive Comfort 7L,Diesel,1,2015.0,163000.0,1995,218,SUV / TT,Cinzento,Automática,5.0,0,Nacional,Usados,27000,8090610487.0,16 Setembro 2023,5.9,,149.0,,,,,Série X,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8Pxnnx.html,2023-09-16
Profissional,Audi,A3 Sportback,30 TDI,Diesel,10,2019.0,67920.0,1598,116,Citadino,Cinzento,Manual,5.0,18,Nacional,Usados,24250,8088887314.0,16 Setembro 2023,5.0,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tdi-ID8Pq96q.html,2023-09-16
Particular,MINI,Countryman,One D Auto,Diesel,5,2019.0,67600.0,1496,116,SUV / TT,Preto,Automática,5.0,0,,Usados,28500,8090523235.0,16 Setembro 2023,,7.0,133.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mini-countryman-one-d-auto-ID8Px0Gf.html,2023-09-16
Profissional,Kia,Sportage,1.7 CRDi ISG TX Prime,Diesel,3,2016.0,209000.0,1685,115,SUV / TT,Vermelho,Manual,5.0,18,Nacional,Usados,15999,8090596145.0,16 Setembro 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/kia-sportage-1-7-crdi-isg-tx-prime-ID8PxjEd.html,2023-09-16
Profissional,BMW,116,d Advantage,Diesel,12,2018.0,50500.0,1496,116,Utilitário,Preto,Manual,5.0,18,Nacional,Usados,21490,8090411829.0,16 Setembro 2023,3.9,6.0,89.0,3.1,,,,Série 1,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-ID8PvxHn.html,2023-09-16
Profissional,Renault,Captur,0.9 TCE Exclusive,Gasolina,12,2019.0,22000.0,898,90,SUV / TT,Vermelho,Manual,5.0,18,Nacional,Usados,17400,8090412963.0,16 Setembro 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-exclusive-ID8PvxZF.html,2023-09-16
Profissional,Dacia,Duster,1.5 Blue dCi Prestige,Diesel,7,2019.0,72595.0,1461,115,SUV / TT,Preto,Manual,5.0,18,Importado,Usados,19750,8090523357.0,16 Setembro 2023,,6.0,115.0,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-5-blue-dci-prestige-ID8Px0Id.html,2023-09-16
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi GT Line,Diesel,11,2020.0,50147.0,1461,115,Carrinha,Branco,Manual,5.0,36,,Usados,23780,8090546120.0,16 Setembro 2023,5.5,6.0,120.0,4.2,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-gt-line-ID8Px6Dm.html,2023-09-16
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Intens,Diesel,4,2018.0,131000.0,1461,110,Carrinha,Branco,Manual,5.0,36,,Usados,17750,8090583125.0,16 Setembro 2023,4.2,6.0,90.0,3.4,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-intens-ID8Pxggd.html,2023-09-16
Profissional,Fiat,500,1.0 Hybrid Dolcevita,Gasolina,6,2022.0,27846.0,999,70,Citadino,Branco,Manual,3.0,24,Nacional,Usados,17900,8090481567.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8PvPQb.html,2023-09-16
Particular,Ford,Fiesta,1.0 EcoBoost ST-Line,Gasolina,10,2020.0,34000.0,998,95,Citadino,Preto,Manual,5.0,0,,Usados,17000,8090506816.0,16 Setembro 2023,5.0,6.0,117.0,3.6,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-st-line-ID8PvVpq.html,2023-09-16
Profissional,BMW,X6,40 d xDrive,Diesel,1,2012.0,200000.0,2993,306,SUV / TT,Preto,Automática,5.0,18,Nacional,Usados,28950,8090280683.0,16 Setembro 2023,8.8,8.0,198.0,6.8,,,,Série X,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/bmw-x6-40-d-xdrive-ID8PwZA7.html,2023-09-16
Profissional,Jeep,Renegade,1.6 MJD Limited,Diesel,5,2019.0,73400.0,1598,120,SUV / TT,Cinzento,Manual,5.0,18,Nacional,Usados,23990,8086034192.0,16 Setembro 2023,5.5,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-6-mjd-limited-ID8PeaSk.html,2023-09-16
Particular,Audi,TT Coupé,2.0 TDI S-line,Diesel,3,2015.0,140000.0,1968,184,Coupé,Azul,Manual,3.0,0,,Usados,26900,8090299052.0,15 Setembro 2023,5.2,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/audi-tt-coup-2-0-tdi-s-line-ID8Pv4mo.html,2023-09-16
Profissional,Renault,Clio,1.5 dCi GT Line EDC,Diesel,11,2016.0,73900.0,1461,90,Citadino,Prateado,Automática,5.0,18,Nacional,Usados,15500,8090441876.0,16 Setembro 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-gt-line-edc-ID8PvFv0.html,2023-09-16
Particular,MINI,One,D,Diesel,11,2017.0,91000.0,1496,95,Citadino,Branco,Manual,3.0,0,Importado,Usados,17250,8090107376.0,14 Setembro 2023,4.3,6.0,109.0,3.4,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mini-one-d-ID8PwguQ.html,2023-09-16
Profissional,SEAT,Ateca,1.6 TDI Style,Diesel,7,2018.0,86570.0,1598,115,SUV / TT,Cinzento,Manual,5.0,18,Nacional,Usados,23250,8089991834.0,16 Setembro 2023,5.2,6.0,140.0,4.2,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-6-tdi-style-ID8PuMrg.html,2023-09-16
Profissional,Mercedes-Benz,GLA 180,d AMG Line,Diesel,5,2017.0,118000.0,1461,109,SUV / TT,Cinzento,Manual,5.0,18,,Usados,27900,8089331050.0,16 Setembro 2023,4.8,6.0,,,,,,Classe GLA,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-d-amg-line-ID8Ps0xs.html,2023-09-16
Profissional,SEAT,Ateca,1.0 TSI Style,Gasolina,1,2022.0,36805.0,999,110,SUV / TT,Preto,Manual,5.0,36,,Usados,27980,8090546035.0,16 Setembro 2023,4.8,6.0,138.0,3.9,,,,,,,,,Nao,StandVirtual,Yes,,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-0-tsi-style-ID8Px6BZ.html,2023-09-16
