Anunciante,Marca,Modelo,Versao,Combustivel,Mes de Registo,Ano,Quilometros,Cilindrada [cm3],Potencia [cv],Segmento,Cor,Tipo de Caixa,Numero de Portas,Garantia de stand - incluida no preco [meses],Origem,Condicao,Preco,ID Anuncio,Data Anuncio,Consumo Urbano,Numero de Mudancas,Emissoes CO2 [g/km],Consumo Extra Urbano,Bateria,Autonomia Maxima,IUC,Sub-modelo,Consumo Combinado,Autonomia Electrica [km],Consumo [kWh/100km],Capacidade da Bateria [kWh],Classico,Site,Portugal,Valor Sem ISV,Link,Data
Particular,Ford,Mustang,Cabrio 5.0 Ti-VCT V8 Black Shadow Edition,Gasolina,12,2015.0,55000.0,4951,421,Cabrio,Cinzento,Manual,2.0,0,,Usados,75000,8089949988.0,13 Julho 2023,20.1,6.0,306.0,9.8,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,1M Coupe,Standard,Gasolina,6,2012.0,86000.0,2979,340,Coupé,Laranja,Manual,2.0,36,,Usados,75000,8088903559.0,13 Julho 2023,13.6,,,,,,,Série 1,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,718 Cayman,GT4,Gasolina,5,2020.0,17000.0,3995,420,Coupé,Preto,Manual,2.0,18,,Usados,134900,8087716300.0,13 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Panamera,4 E-Hybrid,Híbrido (Gasolina),11,2020.0,54000.0,2894,462,Coupé,Cinzento,Automática,5.0,18,Nacional,Usados,117500,8089619764.0,13 Julho 2023,,8.0,45.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,Z4,M40 i,Gasolina,10,2019.0,7000.0,2998,340,Cabrio,Preto,Automática,2.0,18,Nacional,Usados,69500,8087564314.0,13 Julho 2023,,,,,,,,Série Z,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,1M Coupe,,Gasolina,6,2012.0,59000.0,2979,340,Coupé,Branco,Manual,2.0,36,Nacional,Usados,72500,8084891270.0,13 Julho 2023,,6.0,224.0,,,,,Série 1,,,,,Nao,StandVirtual,Yes,,,
Profissional,Ferrari,California,T,Gasolina,2,2015.0,21000.0,3855,560,Cabrio,Preto,Automática,2.0,18,Importado,Usados,172500,8088712967.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Maserati,Levante,,Diesel,5,2017.0,87600.0,2987,275,SUV / TT,Cinzento,Automática,5.0,18,,Usados,67900,8087377937.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,M3,Competition,Gasolina,3,2021.0,28000.0,2993,510,Sedan,Cinzento,Automática,4.0,36,,Usados,117000,8089429196.0,13 Julho 2023,,,,,,,,Série 3,,,,,Nao,StandVirtual,Yes,,,
Profissional,Jeep,Wrangler Unlimited,2.0 TG 4xe Rubicon,Híbrido (Gasolina),7,2023.0,50.0,1995,380,SUV / TT,Cinzento,Automática,5.0,48,Nacional,Usados,86900,8089944608.0,13 Julho 2023,,6.0,94.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Ferrari,F8 Tributo,Spider,Gasolina,7,2021.0,2792.0,3902,720,Cabrio,Vermelho,Automática,2.0,18,,Usados,442950,8089188642.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,992,,Gasolina,10,2021.0,10600.0,3745,650,Cabrio,Cinzento,Automática,2.0,18,Nacional,Usados,289950,8089390516.0,13 Julho 2023,15.5,,,,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,718 Boxster,2.0 PDK,Gasolina,1,2022.0,6500.0,1988,300,Cabrio,Preto,Automática,2.0,18,Nacional,Usados,82500,8089965319.0,13 Julho 2023,10.6,7.0,201.0,6.6,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Cayenne Coupé,E-Hybrid,Híbrido (Gasolina),6,2021.0,57000.0,2995,462,SUV / TT,Bege,Automática,5.0,18,Nacional,Usados,109950,8089641329.0,13 Julho 2023,,8.0,73.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,730,d Auto,Diesel,3,2020.0,48000.0,2993,265,Sedan,Cinzento,Automática,4.0,36,Nacional,Usados,89990,8089474816.0,13 Julho 2023,,,,,,,,Série 7,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,GLC 220,,Diesel,12,2019.0,73000.0,1950,194,SUV / TT,Branco,Automática,5.0,18,Importado,Usados,64500,8089152978.0,13 Julho 2023,,,,,,,,Classe GLC,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,991,Carrera 4 S PDK,Gasolina,11,2017.0,22000.0,2981,420,Cabrio,Vermelho,Automática,2.0,36,Nacional,Usados,134999,8087789257.0,13 Julho 2023,,,,,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,EQA,250+ Progressive,Eléctrico,1,2023.0,1675.0,0,190,SUV / TT,Preto,Automática,5.0,18,Nacional,Usados,63500,8090032378.0,13 Julho 2023,,,1.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Audi,A7 Sportback,40 TDI S tronic,Diesel,6,2019.0,120907.0,1968,204,Sedan,Preto,Automática,5.0,36,Importado,Usados,64500,8087772818.0,13 Julho 2023,,7.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Panamera Sport Turismo,Turbo S E-Hybrid,Híbrido (Gasolina),3,2019.0,95000.0,3996,680,Carrinha,Preto,Automática,5.0,18,Importado,Usados,169000,8089711128.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,718,,Gasolina,4,2017.0,35000.0,2497,350,Coupé,Preto,Automática,2.0,18,Importado,Usados,71900,8088773091.0,13 Julho 2023,,7.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Audi,RS5 Sportback,2.9 TFSI Tiptronic quattro,Gasolina,11,2021.0,5450.0,2894,450,Sedan,Preto,Automática,5.0,18,Nacional,Usados,109990,8088783012.0,13 Julho 2023,12.2,8.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,911,,Gasolina,9,2020.0,29000.0,2981,450,Coupé,Preto,Automática,2.0,18,Importado,Usados,167500,8089628946.0,13 Julho 2023,,7.0,,,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,CL 63 AMG,,Gasolina,1,2011.0,87000.0,5461,544,Coupé,Preto,Automática,2.0,18,Nacional,Usados,80000,8088120012.0,13 Julho 2023,14.4,7.0,,,,,,Classe CL,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,SLS 63 AMG,,Gasolina,10,2011.0,30800.0,6208,571,Cabrio,Cinzento,Automática,2.0,18,Nacional,Usados,227500,8088830367.0,13 Julho 2023,19.9,7.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Land Rover,Range Rover Sport,2.0 Si4 PHEV HSE Dynamic,Híbrido (Gasolina),6,2020.0,74000.0,1997,404,SUV / TT,Preto,Automática,5.0,18,,Usados,84500,8089107962.0,13 Julho 2023,,8.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,991,Carrera 2 50th Anniversary Edition PDK,Gasolina,1,2014.0,12962.0,3800,400,Coupé,Cinzento,Automática,2.0,18,,Usados,185000,8088542337.0,13 Julho 2023,12.2,7.0,,,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,Cayenne,S E-Hybrid,Híbrido (Gasolina),8,2016.0,79000.0,2995,416,SUV / TT,Branco,Automática,5.0,18,,Usados,61500,8087828079.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Audi,R8 Coupé,5.2 FSI V10 S tronic,Gasolina,9,2017.0,77230.0,5204,540,Coupé,Branco,Automática,3.0,18,,Usados,184500,8089161772.0,13 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Land Rover,Range Rover Sport,2.0 Si4 PHEV HSE Dynamic,Híbrido (Gasolina),11,2018.0,58500.0,1997,404,SUV / TT,Preto,Automática,5.0,24,Nacional,Usados,84000,8089863925.0,13 Julho 2023,7.0,8.0,155.0,4.7,,53.0,,,,,,,Nao,StandVirtual,Yes,Sim,,
Particular,BMW,i4,eDrive40 Desportiva M,Eléctrico,1,2023.0,17000.0,0,340,Sedan,Cinzento,Automática,5.0,0,Nacional,Usados,66000,8090032335.0,13 Julho 2023,,10.0,,,Própria,590.0,,Série i,,577.0,16.5,80.0,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,208,1.6 BlueHDi Allure,Diesel,3,2017.0,170000.0,1560,75,Citadino,Cinzento,Manual,5.0,18,Nacional,Usados,10950,8089781830.0,26 Julho 2023,4.2,5.0,,,,950.0,145.0,,,,,,Nao,StandVirtual,Yes,,,
Particular,Peugeot,208,1.2 PureTech Style,Gasolina,6,2018.0,45000.0,1199,82,Utilitário,Preto,Manual,5.0,0,Nacional,Usados,12990,8090102753.0,26 Julho 2023,5.5,5.0,104.0,3.9,,,110.0,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,318,d Touring,Diesel,9,2012.0,216499.0,1995,143,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,12450,8090068573.0,25 Julho 2023,,6.0,,,,,,Série 3,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,5008,2.0 HDi Executive,Diesel,3,2010.0,172000.0,1997,150,Monovolume,Preto,Manual,5.0,18,,Usados,9950,8088829669.0,21 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Volvo,V40,2.0 D2 Momentum Eco,Diesel,11,2017.0,176000.0,1969,120,Carrinha,Preto,Manual,5.0,18,Nacional,Usados,14990,8089308950.0,26 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Zoe,Intens,Eléctrico,4,2015.0,86993.0,0,88,Citadino,Branco,Automática,5.0,18,Importado,Usados,14900,8089916763.0,26 Julho 2023,,,,,Própria,,,,,170.0,,22.0,Nao,StandVirtual,Yes,,,
Profissional,MINI,Cooper,Standard,Gasolina,10,2010.0,170723.0,1598,122,Pequeno citadino,Verde,Manual,3.0,18,,Usados,10900,8090077686.0,26 Julho 2023,6.9,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Fiat,500,1.2 Lounge S&S,Gasolina,6,2019.0,70000.0,1242,69,Utilitário,Branco,Manual,3.0,18,Nacional,Usados,12900,8088496439.0,26 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Volvo,XC 60,2.4 D5 Summum AWD Start/Stop,Diesel,3,2010.0,325000.0,2400,205,SUV / TT,Preto,Manual,5.0,0,,Usados,9900,8090069735.0,26 Julho 2023,8.9,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Peugeot,2008,1.6 BlueHDi Allure,Diesel,1,2015.0,70000.0,1560,100,Citadino,Cinzento,Manual,5.0,0,Nacional,Usados,13999,8089851891.0,26 Julho 2023,3.9,5.0,97.0,3.3,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Citroën,C4 Grand Picasso,,Diesel,11,2010.0,224000.0,1997,138,Monovolume,Cinzento,Automática,5.0,0,,Usados,8000,8090032623.0,24 Julho 2023,,,135.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,MINI,One,D,Diesel,9,2014.0,79548.0,1496,95,Citadino,Vermelho,Manual,3.0,18,Nacional,Usados,13999,8088708020.0,26 Julho 2023,4.3,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Clio,0.9 TCe Limited,Gasolina,5,2019.0,65000.0,898,90,Utilitário,Branco,Manual,5.0,18,Nacional,Usados,13950,8090079084.0,26 Julho 2023,6.3,5.0,,4.2,,,108.0,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,318,d Navigation,Diesel,9,2011.0,145545.0,1995,143,Sedan,Preto,Manual,4.0,18,Nacional,Usados,14990,8090115155.0,26 Julho 2023,,6.0,,,,,,Série 3,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,208,1.2 PureTech Signature,Gasolina,5,2019.0,56932.0,1199,82,Citadino,Cinzento,Manual,5.0,18,,Usados,14980,8089806022.0,26 Julho 2023,5.8,5.0,132.0,4.2,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Mégane Sport Tourer,1.3 TCe Limited,Gasolina,6,2019.0,40900.0,1332,115,Carrinha,Azul,Manual,5.0,18,Nacional,Usados,20250,8087107462.0,26 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,SEAT,Arona,1.0 TGI Xcellence,GNC,9,2020.0,23166.0,999,90,SUV / TT,Branco,Manual,5.0,18,,Usados,17980,8089850455.0,26 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,BMW,420 Gran Coupé,d Line Sport,Diesel,4,2016.0,89500.0,1995,190,Sedan,Branco,Manual,5.0,0,Nacional,Usados,26500,8088707739.0,24 Julho 2023,,7.0,,,,,235.0,Série 4,,,,,Nao,StandVirtual,Yes,,,
Particular,VW,Sharan,2.0 TDI Blue Highline DSG,Diesel,2,2017.0,108000.0,1968,150,Monovolume,Cinzento,Automática,5.0,0,Nacional,Usados,29500,8090109060.0,24 Julho 2023,5.9,6.0,137.0,4.7,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Mercedes-Benz,GLA 45 AMG,4Matic 7G-DCT Edition 1,Gasolina,12,2014.0,162000.0,1991,360,SUV / TT,Cinzento,Automática,5.0,0,Importado,Usados,30000,8089362746.0,26 Julho 2023,11.3,7.0,175.0,6.0,,56.0,239.0,Classe GLA,7.0,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,CLS 250,CDi BlueEfficiency Shooting Brake,Diesel,10,2012.0,242498.0,2143,204,Carrinha,Cinzento,Automática,5.0,18,Nacional,Usados,23890,8088611392.0,26 Julho 2023,6.3,7.0,143.0,,,,250.0,Classe CLS,,,,,Nao,StandVirtual,Yes,,,
Profissional,Ford,Kuga,1.5 TDCi Business,Diesel,1,2018.0,153082.0,1499,120,SUV / TT,Cinzento,Manual,5.0,18,Nacional,Usados,16490,8088015073.0,26 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Audi,A6 Avant,2.0 TDi Advance S tronic,Diesel,5,2015.0,108600.0,1968,190,Carrinha,Cinzento,Automática,5.0,0,Nacional,Usados,26750,8089890938.0,26 Julho 2023,5.3,7.0,119.0,4.1,,,215.0,,,,,,Nao,StandVirtual,Yes,,,
Particular,Opel,Grandland,1.2 T Design & Tech AT,Gasolina,11,2022.0,12000.0,1199,130,SUV / TT,Azul,Automática,5.0,0,Importado,Usados,29900,8090106037.0,24 Julho 2023,,8.0,132.0,,,,130.0,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,E 250,BlueTEC Elegance,Diesel,3,2015.0,231000.0,2143,204,Sedan,Cinzento,Manual,4.0,18,Nacional,Usados,26500,8089160059.0,24 Julho 2023,,6.0,,,,,,Classe E,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Mégane Sport Tourer,1.6 dCi GT Line J18,Diesel,3,2017.0,120000.0,1598,130,Carrinha,Cinzento,Manual,5.0,36,,Usados,18990,8088835295.0,26 Julho 2023,4.6,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Ford,Puma,1.0 EcoBoost MHEV ST-Line X,Gasolina,1,2023.0,970.0,998,155,SUV / TT,Vermelho,Manual,5.0,36,Nacional,Usados,29500,8089496953.0,26 Julho 2023,5.1,6.0,,,,,108.32,,,,,,Nao,StandVirtual,Yes,,,
Particular,MINI,Cooper,SD,Diesel,8,2015.0,180000.0,1995,170,Utilitário,Cinzento,Manual,5.0,0,Nacional,Usados,21500,8089711303.0,24 Julho 2023,5.0,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Golf Variant,1.6 TDi Confortline,Diesel,3,2017.0,159478.0,1598,115,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,15900,8089494145.0,26 Julho 2023,4.7,,109.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,MINI,Clubman,Cooper SD Auto,Diesel,3,2021.0,17122.0,1995,190,Carrinha,Azul,Automática,6.0,18,Nacional,Usados,39990,8088073015.0,26 Julho 2023,,8.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Ford,Explorer,,Híbrido (Gasolina),3,2016.0,40000.0,2956,457,SUV / TT,Prateado,Automática,5.0,0,Importado,Usados,37500,8090069636.0,26 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Hyundai,Kauai,EV 64kWh Premium,Eléctrico,3,2021.0,28000.0,0,204,SUV / TT,Preto,Automática,5.0,36,,Usados,31500,8089153024.0,25 Julho 2023,,,,,,550.0,,,,484.0,14.7,64.0,Nao,StandVirtual,Yes,,,
Particular,BMW,420 Gran Coupé,d xDrive Pack M Auto,Diesel,3,2016.0,177000.0,1995,190,Coupé,Cinzento,Automática,5.0,0,Importado,Usados,33000,8090113171.0,25 Julho 2023,5.9,8.0,126.0,4.5,,,,Série 4,,,,,Nao,StandVirtual,Yes,,,
Profissional,Toyota,Corolla Touring Sports,1.8 Hybrid Comfort+P.Sport,Híbrido (Gasolina),7,2021.0,39772.0,1798,122,Carrinha,Preto,Automática,5.0,59,Nacional,Usados,31000,8088355628.0,26 Julho 2023,,,85.0,,,,,,3.8,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Golf,2.0 TSi GTi DSG Performance,Gasolina,3,2017.0,65000.0,1984,230,Utilitário,Branco,Automática,5.0,18,Nacional,Usados,32500,8088920257.0,26 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,MINI,Clubman,One D 4Business Auto,Diesel,1,2020.0,54205.0,1496,116,Carrinha,Cinzento,Automática,6.0,18,Nacional,Usados,32900,8089944232.0,26 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,C 300,AMG Line,Gasolina,8,2019.0,48000.0,1991,258,Sedan,Vermelho,Automática,3.0,18,Nacional,Usados,41900,8089487837.0,26 Julho 2023,,,,,,,,Classe C,,,,,Nao,StandVirtual,Yes,,,
Particular,Mercedes-Benz,C 220,d Station 9G-TRONIC Avantgarde,Diesel,12,2019.0,116000.0,1950,194,Carrinha,Branco,Automática,5.0,0,,Usados,36450,8090058401.0,24 Julho 2023,,9.0,,,,,,Classe C,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Zafira,2.0 CDTi Cosmo S/S,Diesel,12,2012.0,269900.0,1956,165,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,12900,8088189552.0,29 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,208,1.2 PureTech Signature,Gasolina,2,2019.0,81292.0,1199,82,Citadino,Preto,Manual,5.0,18,Nacional,Usados,14490,8088319431.0,29 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Nissan,Qashqai,,Diesel,12,2010.0,163540.0,1461,110,SUV / TT,Branco,Manual,5.0,18,Nacional,Usados,11300,8089937371.0,30 Julho 2023,,6.0,130.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Astra Sports Tourer,1.5 D GS Line Aut. S/S,Diesel,11,2020.0,154000.0,1496,122,Carrinha,Cinzento,Automática,5.0,18,,Usados,12500,8090102934.0,30 Julho 2023,5.9,9.0,134.0,3.9,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,320,d,Diesel,6,2012.0,341000.0,1995,184,Coupé,Preto,Manual,2.0,18,Nacional,Usados,11750,8089640345.0,30 Julho 2023,5.9,6.0,125.0,4.0,,,,Série 3,,,,,Nao,StandVirtual,Yes,,,
Particular,Mitsubishi,Space Star,1.2 Intense,Gasolina,4,2018.0,81300.0,1193,80,Monovolume,Cinzento,Manual,5.0,0,Nacional,Usados,9990,8090090473.0,30 Julho 2023,5.3,5.0,121.0,4.4,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Golf,1.6 TDi Confortline,Diesel,10,2014.0,149000.0,1598,90,Utilitário,Prateado,Manual,5.0,18,Nacional,Usados,13750,8089917329.0,30 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,320,d Efficient Dynamic Edition Advantage,Diesel,8,2011.0,191000.0,1995,163,Sedan,Preto,Manual,4.0,18,,Usados,12990,8090127276.0,30 Julho 2023,5.2,6.0,115.0,3.9,,,,Série 3,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,508 SW,2.0 BlueHDi Allure J18,Diesel,4,2015.0,173000.0,1997,150,Carrinha,Preto,Manual,5.0,18,Nacional,Usados,14250,8090111414.0,30 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Golf Variant,1.6 TDi GPS Edition,Diesel,2,2016.0,139350.0,1598,110,Carrinha,Prateado,Manual,5.0,18,Nacional,Usados,14750,8089355305.0,30 Julho 2023,4.7,5.0,102.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,208,1.6 e-HDi Allure,Diesel,12,2012.0,234356.0,1560,92,Citadino,Preto,Manual,5.0,18,Importado,Usados,10450,8089447246.0,30 Julho 2023,4.5,5.0,98.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,SEAT,Ibiza,1.0 Style,Gasolina,7,2018.0,101000.0,999,75,Utilitário,Branco,Manual,5.0,18,Nacional,Usados,12900,8089945297.0,30 Julho 2023,6.0,5.0,112.0,4.3,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Smart,ForTwo,1.0 Perfect 71,Gasolina,5,2018.0,110000.0,999,71,Pequeno citadino,Preto,Manual,3.0,18,Nacional,Usados,10900,8088870848.0,30 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,308,,Diesel,12,2017.0,147000.0,1560,120,Citadino,Branco,Manual,5.0,18,Importado,Usados,14900,8089957998.0,30 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,208,1.5 BlueHDi Signature,Diesel,1,2019.0,79000.0,1499,102,Citadino,Branco,Manual,5.0,18,Importado,Usados,14900,8088680305.0,30 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Mégane Coupe,1.6 dCi Bose Edition SS,Diesel,8,2014.0,160000.0,1598,130,Coupé,Branco,Manual,2.0,36,,Usados,13250,8089642886.0,30 Julho 2023,4.8,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,MINI,Cooper,D,Diesel,5,2012.0,177000.0,1598,112,Utilitário,Preto,Manual,3.0,36,,Usados,11990,8089700662.0,30 Julho 2023,4.2,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Nissan,Juke,1.5 dCi Tekna Premium,Diesel,3,2017.0,138000.0,1461,110,SUV / TT,Preto,Manual,5.0,36,,Usados,14850,8089286100.0,30 Julho 2023,4.4,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,SEAT,Ibiza,SC 1.2 12V Sport,Gasolina,6,2013.0,128000.0,1198,70,Utilitário,Branco,Manual,3.0,18,Nacional,Usados,8950,8090102930.0,30 Julho 2023,7.1,5.0,125.0,4.4,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Fiat,Punto Evo,1.3 M-Jet Dynamic,Diesel,6,2011.0,178400.0,1248,85,Citadino,Cinzento,Manual,5.0,18,Nacional,Usados,6594,8090157002.0,30 Julho 2023,5.0,5.0,,4.0,,,,,4.5,,,,Nao,StandVirtual,Yes,,,
Profissional,Skoda,Octavia Break,1.6-tdi,Diesel,7,2010.0,160150.0,1598,105,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,7500,8089347479.0,30 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Nissan,Juke,1.5 dCi Tekna Premium,Diesel,6,2016.0,152500.0,1461,110,SUV / TT,Branco,Manual,5.0,18,,Usados,14990,8088014585.0,30 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Citroën,C3,1.2 PureTech Shine,Gasolina,3,2019.0,67000.0,1199,83,Citadino,Vermelho,Manual,5.0,18,Nacional,Usados,14990,8089869229.0,30 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Fiat,500,1.2 Lounge,Gasolina,12,2019.0,27000.0,1242,69,Coupé,Preto,Manual,3.0,18,,Usados,14250,8089951291.0,30 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Citroën,C-Elysée,1.6 HDi Seduction,Diesel,3,2013.0,83300.0,1560,92,Sedan,Preto,Manual,4.0,18,Nacional,Usados,9000,8089277554.0,30 Julho 2023,4.8,5.0,108.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,318,d Touring Pack M,Diesel,2,2012.0,260000.0,1995,143,Carrinha,Preto,Manual,5.0,18,,Usados,13250,8089951290.0,30 Julho 2023,,,,,,,,Série 3,,,,,Nao,StandVirtual,Yes,,,
Profissional,Volvo,V60,1.6 D2 Drive R-Design Powershift Start/Stop,Diesel,11,2012.0,219000.0,1560,115,Carrinha,Cinzento,Automática,5.0,18,,Usados,14990,8090103500.0,30 Julho 2023,5.1,6.0,119.0,4.1,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Nissan,Pulsar,1.5 dCi Visia,Diesel,1,2015.0,130709.0,1461,110,Utilitário,Branco,Manual,5.0,24,Importado,Usados,12900,8089665754.0,30 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Crossland X,1.2 Innovation,Gasolina,3,2019.0,63619.0,1199,83,SUV / TT,Branco,Manual,5.0,18,Nacional,Usados,14990,8087796052.0,30 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Citroën,C3,1.5 BlueHDi Feel Business,Diesel,6,2019.0,60000.0,1499,102,Sedan,Branco,Manual,5.0,18,Nacional,Usados,14950,8090016863.0,30 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Hyundai,ix35,1.7 CRDi VGT Comfort,Diesel,6,2011.0,156500.0,1685,115,SUV / TT,Cinzento,Manual,5.0,0,Nacional,Usados,12650,8089865119.0,29 Julho 2023,6.0,6.0,135.0,4.8,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,SEAT,Ibiza,1.2 TDI CR Ecomotive Style,Diesel,10,2013.0,227000.0,1199,75,Citadino,Preto,Manual,5.0,36,,Usados,9990,8089470772.0,26 Julho 2023,4.1,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Peugeot,108,1.0 VTi Style,Gasolina,1,2019.0,4800.0,998,72,Utilitário,Branco,Manual,5.0,0,Nacional,Usados,14000,8089858144.0,26 Julho 2023,4.9,5.0,110.0,3.6,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Passat Variant,,Diesel,9,2011.0,217523.0,1598,105,Carrinha,Preto,Manual,5.0,24,,Usados,9900,8089673390.0,30 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
