Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Lotação,Garantia de Stand (incl. no preço),Condição,Preco,ID Anuncio,Data Anuncio,Link,Número de Mudanças,Classe do veículo,Tracção,Emissões CO2,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Filtro de partículas,Inspecção válida até,Livro de Revisões completo,IVA Discriminado,Origem,Registo(s),Autonomia Máxima,Garantia de Fábrica até,Sub-modelo,IUC,Capacidade da bateria,Bateria,Autonomia,Consumo Combinado,Consumo,Clássico,ou até,Valor sem ISV,Site,Portugal,Data
Profissional,Mercedes-Benz,CLA 45 AMG,Shooting Brake 4-Matic,Gasolina,Dezembro,2018,111 000 km,1 991 cm3,381 cv,,,Sim,Carrinha,Cinzento,,Automática,5,,36 Meses,Usados,43 900        EUR,8088784932,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-45-amg-shooting-brake-4-matic-ID8PpIt6.html,,,,,,,"9,20 l/100km",,,,,,,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,C 220,d 4Matic Station 9G-TRONIC AMG Line,Diesel,Novembro,2019,96 500 km,1 950 cm3,194 cv,,,,Carrinha,Cinzento,Metalizado,Automática,5,5,36 Meses,Usados,34 250        EUR,8090633092,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-4matic-station-9g-tronic-amg-line-ID8Pxtg8.html,9,Classe 1,Tracção traseira,128 g/km,,,"5,70 l/100km","4,40 l/100km",Sim,,,,,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Dezembro,2019,105 000 km,1 950 cm3,306 cv,Sim,Sim,Sim,Carrinha,Branco,,Automática,5,5,18 Meses,Usados,42 990        EUR,8088911201,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-amg-line-ID8PqfjH.html,,Classe 1,,44 g/km,Sim,Sim,,,Sim,,Sim,,Importado,1,,,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Jeep,Compass,1.3 T 80º Aniversário DCT,Gasolina,Junho,2021,29 055 km,1 332 cm3,150 cv,,,,SUV / TT,Branco,,Automática,5,5,36 Meses,Usados,36 600        EUR,8090153781,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-3-t-80-aniversrio-dct-ID8Pwszj.html,,,,,,,,,,,Sim,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,MINI,Cabrio,Cooper Auto,Gasolina,Fevereiro,2022,15 239 km,1 499 cm3,136 cv,,,,Utilitário,Azul,,Automática,2,4,36 Meses,Usados,38 600        EUR,8090464274,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-auto-ID8PvLlg.html,,,,,,,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,M140i,xDrive Sport-Aut.,Gasolina,Abril,2017,109 000 km,2 998 cm3,340 cv,,,,Utilitário,Cinzento,Metalizado,Automática,3,4,18 Meses,Usados,39 990        EUR,8090448097,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-m140i-xdrive-sport-aut-ID8PvH8l.html,8,Classe 1,Integral,169 g/km,Sim,Sim,"9,80 l/100km",6 l/100km,,,Sim,,Importado,1,,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,B 250,e AMG Line,Híbrido (Gasolina),Abril,2021,20 000 km,1 332 cm3,218 cv,Sim,Sim,Sim,Monovolume,Branco,Metalizado,Automática,5,5,18 Meses,Usados,37 500        EUR,8090633031,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-250-e-amg-line-ID8Pxtf9.html,8,Classe 1,Tracção dianteira,26 g/km,,Sim,,,,,Sim,Sim,,,,,Classe B,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Jeep,Renegade,1.3 TG 4Xe Limited,Híbrido (Gasolina),Junho,2022,6 241 km,1 332 cm3,190 cv,,,,Utilitário,Cinzento,,Automática,5,5,36 Meses,Usados,38 900        EUR,8090464294,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-3-tg-4xe-limited-ID8PvLlA.html,,,,,,,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Porsche,Panamera,4 Platinum Edition PDK,Gasolina,Dezembro,2010,185 000 km,3 605 cm3,300 cv,,,Sim,Sedan,Cinzento,Metalizado,Automática,5,4,18 Meses,Usados,36 500        EUR,8089136050,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-panamera-4-platinum-edition-pdk-ID8PrbOi.html,7,Classe 1,Integral,,Sim,,"13,50 l/100km",,,01/12/2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,BMW,640,d Pack M,Diesel,Novembro,2011,105 000 km,2 993 cm3,313 cv,,,,Coupé,Preto,Metalizado,Automática,2,4,,Usados,34 400        EUR,8086680430,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-640-d-pack-m-ID8PgSZv.html,,Classe 1,,,Sim,Sim,,,Sim,,,,,,,,Série 6,,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,BMW,420,d Cabrio Sport-Aut. M Sport,Diesel,Novembro,2017,65 000 km,1 995 cm3,190 cv,,,,Cabrio,Cinzento,,Automática,2,4,,Usados,43 250        EUR,8090012411,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-d-cabrio-sport-aut-m-sport-ID8PuRN9.html,8,Classe 1,Tracção traseira,,Sim,Sim,"5,60 l/100km",,Sim,,,,Importado,,,11/07/2024,Série 4,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Ford,Tourneo Custom,1.0 EcoBoost Titanium PHEV,Híbrido (Gasolina),Fevereiro,2020,39 548 km,998 cm3,126 cv,,Sim,,Monovolume,Preto,Metalizado,Automática,4,8,18 Meses,Usados,38 980        EUR,8090632960,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-tourneo-custom-1-0-ecoboost-titanium-phev-ID8Pxte0.html,,Classe 2,Tracção dianteira,70 g/km,Sim,,,,,,,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Audi,A4 Allroad,2.0 TDI quattro,Diesel,Janeiro,2018,106 116 km,1 968 cm3,150 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,32 900        EUR,8087791709,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-allroad-2-0-tdi-quattro-ID8Ply5n.html,6,Classe 1,,,Sim,Sim,"6,80 l/100km",,Sim,,Sim,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,Mercedes-Benz,CLA 250,e Shooting Brake AMG Line,Híbrido (Gasolina),Julho,2021,32 000 km,1 332 cm3,218 cv,,,,Carrinha,Preto,Metalizado,Automática,5,5,,Usados,42 800        EUR,8089400607,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-250-e-shooting-brake-amg-line-ID8PsiDl.html,8,Classe 1,Tracção dianteira,32 g/km,Sim,Sim,,,,19/11/2024,Sim,,Importado,1,75 km,27/01/2025,Classe CLA,134 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Jaguar,XE,2.0 D R-Sport Aut.,Diesel,Março,2018,59 587 km,1 999 cm3,180 cv,Sim,Sim,Sim,Sedan,Branco,,Automática,4,5,18 Meses,Usados,32 990        EUR,8089603605,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xe-2-0-d-r-sport-aut-ID8Pt9rw.html,8,Classe 1,Tracção traseira,154 g/km,,Sim,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,MINI,Clubman,Cooper SD Auto,Diesel,Março,2021,17 122 km,1 995 cm3,190 cv,Sim,Sim,Sim,Carrinha,Azul,Metalizado,Automática,6,5,18 Meses,Usados,37 990        EUR,8088073015,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-sd-auto-ID8PmJgz.html,8,Classe 1,,,,Sim,,,Sim,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,Tesla,Model 3,Long-Range Dual Motor AWD,Eléctrico,Março,2019,86 000 km,,351 cv,,,,Sedan,Azul,,Automática,4,5,,Usados,33 500        EUR,8090325864,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-dual-motor-awd-ID8PvbkQ.html,,,Integral,,,,,,,,,,,,,,,,,Própria,560 km,,16 kWh/100km,,,,StandVirtual,Yes,2023-09-19
Particular,Mercedes-Benz,E 220,D AMG,Diesel,Novembro,2017,103 000 km,1 950 cm3,194 cv,,,,Carrinha,Cinzento,,Automática,5,5,,Usados,32 500        EUR,8090608669,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-ID8PxmUd.html,9,,Tracção traseira,135 g/km,Sim,Sim,"6,10 l/100km","4,50 l/100km",,,Sim,,Nacional,,,,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Julho,2022,7 624 km,1 950 cm3,116 cv,,Sim,Sim,Utilitário,Preto,,Automática,5,5,36 Meses,Usados,43 500        EUR,8090610272,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Pxnk4.html,8,Classe 1,Tracção dianteira,,,,,,,,,,Nacional,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,Porsche,Cayenne,S E-Hybrid Platinum Edition,Híbrido (Gasolina),Agosto,2015,204 000 km,2 995 cm3,416 cv,,,,SUV / TT,Preto,,Automática,5,5,,Usados,42 000        EUR,8090585545,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-s-e-hybrid-platinum-edition-ID8PxgTf.html,8,,Integral,79 g/km,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,C 220,d Aut.,Diesel,Outubro,2016,97 864 km,2 143 cm3,170 cv,Sim,,Sim,Cabrio,Azul,,Automática,2,4,18 Meses,Usados,33 490        EUR,8089390086,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-aut-ID8PsfTE.html,,Classe 1,Tracção traseira,,Sim,,,,,,,,Importado,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,C 220,d Aut.,Diesel,Julho,2019,94 270 km,1 950 cm3,194 cv,Sim,,Sim,Coupé,Cinzento,Metalizado,Automática,2,4,18 Meses,Usados,39 890        EUR,8090510557,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-aut-ID8PvXnL.html,9,Classe 1,Tracção traseira,138 g/km,,,,,,,Sim,Sim,Nacional,1,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Julho,2019,59 152 km,1 332 cm3,163 cv,,,,Utilitário,Branco,,Automática,5,,,Usados,33 900        EUR,8090467751,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-aut-ID8PvMfl.html,,,,,,,,,,,,,,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,e-2008,GT,Eléctrico,Outubro,2022,14 550 km,,136 cv,,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,5,5,18 Meses,Usados,36 990        EUR,8090112319,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-gt-ID8PwhMz.html,6,Classe 1,Tracção dianteira,,,Sim,,,,,Sim,,Nacional,1,,,,,,Própria,320 km,,"17,80 kWh/100km",,,,StandVirtual,Yes,2023-09-19
Profissional,MINI,Clubman,Cooper D Premium Yours Auto,Diesel,Janeiro,2020,30 000 km,1 995 cm3,150 cv,Sim,Sim,Sim,Carrinha,Azul,Metalizado,Automática,6,5,18 Meses,Usados,32 990        EUR,8090112315,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-d-premium-yours-auto-ID8PwhMw.html,,Classe 1,Tracção dianteira,,Sim,Sim,,,,,Sim,,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,i3,,Eléctrico,Outubro,2019,74 000 km,,170 cv,Sim,Sim,Sim,Citadino,Azul,Metalizado,Automática,5,4,24 Meses,Usados,31 246        EUR,8088132251,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-i3-ID8PmYFZ.html,,Classe 1,,,Sim,Sim,,,,,,,,,,,Série i,,,Própria,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,B 180,d Progressive Aut.,Diesel,Abril,2019,55 390 km,1 461 cm3,116 cv,Sim,Sim,Sim,Monovolume,Cinzento,,Automática,5,5,24 Meses,Usados,30 990        EUR,8089198919,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-progressive-aut-ID8Prsaj.html,7,Classe 1,,,Sim,Sim,,,,,Sim,,Nacional,,,,Classe B,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,VW,Arteon,2.0 TDI Elegance DSG,Diesel,Junho,2020,70 000 km,1 968 cm3,150 cv,Sim,,,Coupé,Preto,,Automática,4,5,36 Meses,Usados,33 290        EUR,8090086524,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-elegance-dsg-ID8Pwb4v.html,,,,,,,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,CLA 45 AMG,4-Matic,Gasolina,Outubro,2014,135 000 km,1 991 cm3,360 cv,,Sim,Sim,Sedan,Branco,,Automática,4,5,18 Meses,Usados,34 990        EUR,8090192435,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-45-amg-4-matic-ID8PwCCL.html,7,,Integral,161 g/km,Sim,Sim,"8,80 l/100km","5,80 l/100km",,,Sim,,Nacional,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Kia,EV6,,Eléctrico,Novembro,2021,38 000 km,,229 cv,Sim,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,5,5,36 Meses,Usados,43 911        EUR,8088334338,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-ev6-ID8PnPfs.html,,,,,,Sim,,,,,,Sim,,,,01/01/0001,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Land Rover,Range Rover Evoque,2.0 D150 R-Dynamic S,Diesel,Outubro,2019,48 659 km,1 999 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,43 900        EUR,8089116622,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-d150-r-dynamic-s-ID8Pr6KV.html,6,Classe 1,,,Sim,Sim,,,Sim,,,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,525,d Pack M Auto,Diesel,Setembro,2017,14 228 km,1 995 cm3,231 cv,Sim,Sim,Sim,Sedan,Preto,Metalizado,Automática,4,5,18 Meses,Usados,39 990        EUR,8087526999,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-525-d-pack-m-auto-ID8PkrdR.html,8,Classe 1,,,,Sim,,,,,,,Nacional,,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,320,,Diesel,Novembro,2017,128 000 km,1 995 cm3,163 cv,Sim,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,4,5,18 Meses,Usados,30 950        EUR,8090057243,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-ID8Pw3sf.html,8,Classe 1,,,Sim,Sim,,,Sim,13/11/2023,Sim,,Importado,,,,Série 3,225 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,420 Gran Coupé,d Pack M Auto,Diesel,Janeiro,2017,170 000 km,1 995 cm3,190 cv,Sim,Sim,Sim,Coupé,Preto,Metalizado,Automática,5,5,18 Meses,Usados,30 950        EUR,8090048489,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-auto-ID8Pw1b3.html,8,Classe 1,,,Sim,Sim,,,Sim,16/01/2025,Sim,,Importado,,,,Série 4,225 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Março,2017,92 680 km,1 950 cm3,194 cv,Sim,Sim,Sim,Carrinha,Prateado,Metalizado,Automática,5,5,18 Meses,Usados,34 900        EUR,8087876602,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8PlUaC.html,9,Classe 1,,,Sim,Sim,,,Sim,,,,,1,,,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Land Rover,Range Rover Evoque,2.0 eD4 SE Dynamic,Diesel,Junho,2016,111 675 km,1 999 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Azul,Metalizado,Manual,5,5,18 Meses,Usados,30 900        EUR,8089467179,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-ed4-se-dynamic-ID8PszX5.html,6,,Tracção dianteira,113 g/km,Sim,Sim,,,,02/06/2024,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,GLC 220,Coupe d 4Matic 9G-TRONIC AMG Line,Diesel,Junho,2017,98 000 km,1 950 cm3,194 cv,Sim,,Sim,SUV / TT,Cinzento,,Automática,5,5,18 Meses,Usados,44 999        EUR,8090296132,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-220-coupe-d-4matic-9g-tronic-amg-line-ID8Pv3Bi.html,9,,Integral,136 g/km,Sim,Sim,"5,70 l/100km","4,80 l/100km",Sim,,,,,,,,Classe GLC,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,C 200,D Avantgarde,Diesel,Agosto,2019,30 614 km,1 598 cm3,160 cv,Sim,Sim,Sim,Sedan,Preto,Metalizado,Manual,4,5,18 Meses,Usados,36 500        EUR,8087619189,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-avantgarde-ID8PkPcN.html,6,Classe 1,Tracção traseira,,Sim,Sim,5 l/100km,,,27/08/2023,Sim,,Nacional,1,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,520,d Line Luxury Auto,Diesel,Novembro,2019,67 100 km,1 995 cm3,190 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Automática,5,5,18 Meses,Usados,41 600        EUR,8087618732,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PkP5q.html,,Classe 1,,,,Sim,"5,50 l/100km",,,,Sim,,Nacional,,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,420,d Pack M Auto,Diesel,Abril,2015,134 547 km,1 995 cm3,184 cv,Sim,Sim,Sim,Cabrio,Cinzento,Metalizado,Automática,2,4,18 Meses,Usados,34 500        EUR,8090189461,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-d-pack-m-auto-ID8PwBQN.html,8,Classe 1,Tracção traseira,137 g/km,Sim,Sim,"6,40 l/100km","4,50 l/100km",,30/04/2024,,,Nacional,,,,Série 4,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Audi,A6,40 TDI quattro Sport S tronic,Diesel,Novembro,2018,120 000 km,1 968 cm3,204 cv,,,,Sedan,Cinzento,Metalizado,Automática,4,5,18 Meses,Usados,34 950        EUR,8090632565,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-40-tdi-quattro-sport-s-tronic-ID8Pxt7D.html,7,Classe 1,Tracção dianteira,146 g/km,,Sim,"5,60 l/100km","4,20 l/100km",,,Sim,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Junho,2021,46 980 km,1 798 cm3,122 cv,Sim,Sim,Sim,SUV / TT,Branco,Pérola,Automática,5,5,36 Meses,Usados,31 500        EUR,8089373761,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hybrid-square-collection-ID8PsbEl.html,,,,,,Sim,"3,20 l/100km",,,,Sim,,Nacional,,,15/06/2028,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Agosto,2020,62 596 km,1 461 cm3,116 cv,Sim,Sim,Sim,Carrinha,Cinzento,,Automática,5,5,18 Meses,Usados,36 490        EUR,8090137449,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PwojT.html,7,Classe 1,Tracção dianteira,125 g/km,,Sim,,,,,,,,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,A 160,AMG Line,Gasolina,Março,2022,21 365 km,1 332 cm3,109 cv,,Sim,Sim,Utilitário,Preto,,Manual,5,5,36 Meses,Usados,31 800        EUR,8090512577,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-amg-line-ID8PvXUl.html,6,Classe 1,Tracção dianteira,,,,,,,,,,Nacional,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack,Diesel,Junho,2021,24 888 km,1 499 cm3,130 cv,,Sim,Sim,SUV / TT,Branco,,Manual,5,7,18 Meses,Usados,39 950        EUR,8090112342,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-ID8PwhMV.html,6,,Tracção dianteira,,,Sim,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Audi,S3 Limousine,2.0 TFSi quattro S tronic,Gasolina,Dezembro,2016,155 000 km,1 984 cm3,300 cv,Sim,,Sim,Utilitário,Preto,Metalizado,Automática,4,5,18 Meses,Usados,33 500        EUR,8089444217,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-s3-limousine-2-0-tfsi-quattro-s-tronic-ID8PstYJ.html,,,,,Sim,,"8,80 l/100km",,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Nissan,e-NV200 Combi,,Eléctrico,Dezembro,2021,12 420 km,,109 cv,Sim,Sim,Sim,Carrinha,Branco,Pérola,Automática,5,7,18 Meses,Usados,31 950        EUR,8089444984,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-e-nv200-combi-ID8Psub6.html,,Classe 2,Tracção dianteira,,,,,,,,,,Nacional,1,,,,,40 kWh,Própria,200 km,,190 kWh/100km,,,,StandVirtual,Yes,2023-09-19
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Janeiro,2021,50 826 km,1 798 cm3,122 cv,,,Sim,SUV / TT,Branco,Pérola,Automática,5,5,60 Meses,Usados,30 500        EUR,8088417883,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hybrid-square-collection-ID8PoaYX.html,,Classe 1,Tracção dianteira,,Sim,Sim,"3,20 l/100km",,,,Sim,,Nacional,,,01/01/2028,,,,,,,,,160 000 km,,StandVirtual,Yes,2023-09-19
Profissional,Porsche,Cayenne,,Diesel,Dezembro,2010,233 000 km,2 967 cm3,240 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,5,18 Meses,Usados,34 990        EUR,8087999961,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-ID8Pmqgh.html,8,Classe 2,Integral,,Sim,Sim,,,,,Sim,,Importado,2,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,X1,25 e xDrive Corporate Edition,Híbrido (Gasolina),Novembro,2021,21 800 km,1 499 cm3,220 cv,Sim,,,SUV / TT,Preto,,Automática,5,,18 Meses,Usados,39 450        EUR,8090547040,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-25-e-xdrive-corporate-edition-ID8Px6Sc.html,,,,,,,,,,,,,Nacional,,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,VW,Golf,2.0 TSI R DSG,Gasolina,Novembro,2019,58 000 km,1 984 cm3,300 cv,,Sim,Sim,Utilitário,Cinzento,Metalizado,Automática,5,5,36 Meses,Usados,39 990        EUR,8090586544,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-r-dsg-ID8Pxh9m.html,,,,,,,"8,60 l/100km",,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
