Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Versão,Valor Fixo,Possibilidade de financiamento,Origem,Emissões CO2,Consumo Urbano,Consumo Extra Urbano,VIN,IVA Discriminado,Registo(s),Sub-modelo,Inspecção válida até,IUC,Garantia de Fábrica até,Consumo Combinado,Bateria,Autonomia Máxima,Capacidade da bateria,Autonomia,Consumo,ou até,Site,Portugal,Data
Profissional,Maserati,Ghibli,Diesel,Abril,2014,200 000 km,2 987 cm3,275 cv,Sedan,Branco,Pérola,Automática,8,4,5,Classe 1,Tracção traseira,18 Meses,Sim,,Sim,Usados,39 490,8091174760,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/maserati-ghibli-diesel-auto-ID8PzKaI.html,Diesel Auto,,,,158 g/km,"7,70 l/100km","4,90 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,A 180,Diesel,Março,2021,47 000 km,1 950 cm3,116 cv,Utilitário,Cinzento,,Automática,8,5,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,Usados,31 990,8091470864,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PAZcA.html,d AMG Line Aut.,Sim,Sim,Nacional,,"5,30 l/100km",,,,1,Classe A,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Kia,EV6,Eléctrico,Novembro,2021,39 672 km,,229 cv,Utilitário,Branco,Pérola,Automática,,5,5,,,18 Meses,,,,Usados,40 890,8089711555,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-ev6-77-4-kwh-ID8PtBvD.html,"77,4-kWh",Sim,Sim,Importado,,,,,Sim,1,,,,,,,,77 kWh,720 km,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,C 250,Diesel,Março,2016,150 000 km,2 143 cm3,204 cv,Coupé,Preto,,Automática,9,2,,,Integral,36 Meses,,,,Usados,30 990,8091871654,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-coupe-4matic-9g-tronic-amg-line-ID8PCFsV.html,d Coupe 4Matic 9G-TRONIC AMG Line,,,,109 g/km,"4,80 l/100km","3,80 l/100km",,,,Classe C,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Volvo,V60,Diesel,Janeiro,2020,79 000 km,1 969 cm3,190 cv,Carrinha,Azul,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,Usados,31 480,8091840385,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d4-momentum-plus-geartronic-ID8PCxkB.html,2.0 D4 Momentum Plus Geartronic,Sim,Sim,Nacional,145 g/km,"5,50 l/100km",4 l/100km,Mostrar VIN,,1,,2 Janeiro 2026,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,E 220,Diesel,Abril,2017,107 000 km,1 950 cm3,194 cv,Coupé,Preto,Metalizado,Automática,9,2,4,Classe 1,Tracção traseira,18 Meses,Sim,,Sim,Usados,37 980,8090730099,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-aut-ID8PxSuL.html,d Aut.,,Sim,Nacional,147 g/km,"5,80 l/100km","4,40 l/100km",Mostrar VIN,,1,Classe E,20 Abril 2025,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,CLA 200,Diesel,Abril,2020,33 000 km,1 950 cm3,150 cv,Sedan,Preto,,Automática,8,4,5,,Tracção traseira,18 Meses,,Sim,Sim,Usados,41 500,8091871672,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-ID8PCFte.html,,,Sim,Nacional,,,,Mostrar VIN,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Volvo,XC 60,Híbrido (Gasolina),Dezembro,2018,62 299 km,1 969 cm3,392 cv,SUV / TT,Branco,,Automática,,5,5,,,18 Meses,,,,Usados,41 500,8090785241,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-ID8Py6Q9.html,,Sim,Sim,Nacional,,,,,,1,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Cupra,Formentor,Gasolina,Junho,2023,5 200 km,1 498 cm3,150 cv,SUV / TT,Preto,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,36 Meses,Sim,Sim,Sim,Usados,33 980,8091391069,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-sport-dsg-ID8PAErz.html,1.5 TSI Sport DSG,,Sim,Nacional,155 g/km,"6,50 l/100km",5 l/100km,,,1,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Audi,A3 Sportback,Híbrido Plug-In,Dezembro,2020,40 000 km,1 395 cm3,204 cv,Utilitário,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,Usados,30 980,8089208076,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-ID8Pruy0.html,,,Sim,Nacional,,,,Mostrar VIN,,1,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Polestar,2,Eléctrico,Setembro,2022,6 800 km,,231 cv,Sedan,Prateado,Metalizado,Automática,1,5,5,Classe 1,Tracção dianteira,24 Meses,,,Sim,Usados,43 900,8091414646,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/polestar-2-long-range-ID8PAKzQ.html,Long Range,Sim,Sim,Nacional,,,,Mostrar VIN,Sim,,,,,28 Setembro 2025,,Própria,,78 kWh,542 km,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,320,Diesel,Março,2019,86 000 km,1 995 cm3,190 cv,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,18 Meses,Sim,Sim,Sim,Usados,36 990,8091237645,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-pack-m-auto-ID8PA0vZ.html,d Touring Pack M Auto,Sim,Sim,,150 g/km,,,,,,Série 3,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Cupra,Formentor,Gasolina,Agosto,2022,9 000 km,1 498 cm3,150 cv,SUV / TT,Cinzento,,Automática,7,5,,,Tracção dianteira,18 Meses,Sim,Sim,Sim,Usados,32 990,8091012964,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-sport-dsg-ID8Pz456.html,1.5 TSI Sport DSG,,,Importado,155 g/km,"6,50 l/100km",5 l/100km,,,1,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,CLA 200,Diesel,Janeiro,2021,88 000 km,1 950 cm3,150 cv,Sedan,Vermelho,,Automática,9,5,5,,Tracção dianteira,18 Meses,,Sim,Sim,Usados,42 900,8091871663,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-ID8PCFt5.html,,,Sim,Nacional,,,,Mostrar VIN,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,X2,Diesel,Abril,2018,135 000 km,1 995 cm3,231 cv,SUV / TT,Preto,Metalizado,Automática,,5,5,,,18 Meses,Sim,Sim,Sim,Usados,37 500,8088190894,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x2-25d-xdrive-pack-m-auto-ID8PndWQ.html,25d xDrive Pack M Auto,Sim,Sim,,,,,,,,Série X,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,C 220,Diesel,Outubro,2016,45 900 km,2 143 cm3,170 cv,Coupé,Cinzento,,Automática,9,2,,,Integral,18 Meses,Sim,Sim,Sim,Usados,37 499,8091774838,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-coupe-4matic-9g-tronic-amg-line-ID8PCgho.html,d Coupe 4Matic 9G-TRONIC AMG Line,,,Importado,106 g/km,5 l/100km,"3,60 l/100km",,,1,Classe C,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,VW,Passat Variant,Híbrido Plug-In,Setembro,2021,37 290 km,1 395 cm3,218 cv,Carrinha,Cinzento,,Automática,,5,5,,,18 Meses,,,,Usados,35 500,8089721287,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-4-tsi-gte-plug-in-ID8PtE3B.html,1.4 TSI GTE Plug-in,Sim,Sim,Nacional,,,,,Sim,1,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Cupra,Formentor,Gasolina,Fevereiro,2022,36 000 km,1 498 cm3,150 cv,SUV / TT,Preto,,Automática,,5,5,,,36 Meses,,,,Usados,30 490,8091054975,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-dsg-ID8Pzf0H.html,1.5 TSI DSG,Sim,,Nacional,,,,Mostrar VIN,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,GLB 180,Diesel,Junho,2021,76 638 km,1 950 cm3,116 cv,SUV / TT,Preto,,Automática,,5,7,,,18 Meses,Sim,,Sim,Usados,42 850,8091392420,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glb-180-d-progressive-ID8PAENm.html,d Progressive,,Sim,Nacional,,,,,,,Classe GLB,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Peugeot,508,Híbrido Plug-In,Agosto,2022,43 457 km,1 598 cm3,225 cv,Sedan,Cinzento,,Automática,8,5,5,,Tracção dianteira,36 Meses,Sim,Sim,Sim,Usados,34 900,8091955970,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-1-6-hybrid-gt-line-e-eat8-ID8PD1oS.html,1.6 Hybrid GT Line e-EAT8,,Sim,Nacional,32 g/km,,,Mostrar VIN,,,,8 Agosto 2024,,8 Agosto 2025,,,,,,,100 000 km,StandVirtual,Yes,2024-03-16
Particular,Mercedes-Benz,A 180 Limousine,Diesel,Abril,2020,94 000 km,1 461 cm3,116 cv,Sedan,Preto,Metalizado,Automática,7,4,5,Classe 1,Tracção dianteira,,,Sim,Sim,Usados,30 900,8091841626,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-amg-line-aut-ID8PCxEC.html,d AMG Line Aut.,,,,126 g/km,,,Mostrar VIN,,,Classe A,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,E 300,Híbrido Plug-In,Maio,2019,155 046 km,1 950 cm3,306 cv,Sedan,Preto,Metalizado,Automática,9,4,5,Classe 1,Tracção traseira,18 Meses,Sim,Sim,,Usados,31 990,8091898844,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-avantgarde-ID8PCMxu.html,De Avantgarde,Sim,Sim,Nacional,33 g/km,,,,Sim,1,Classe E,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Peugeot,Traveller,Diesel,Julho,2018,122 965 km,1 560 cm3,115 cv,Carrinha,Cinzento,,Manual,6,4,8,,Tracção dianteira,18 Meses,Sim,Sim,,Usados,35 990,8091898794,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-traveller-1-6-bluehdi-l1h1-business-compact-ID8PCMvG.html,1.6 BlueHDi L1H1 Business Compact,Sim,Sim,Nacional,137 g/km,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Abarth,595C,Gasolina,Dezembro,2021,7 900 km,1 368 cm3,180 cv,Cabrio,Branco,,Manual,5,2,4,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,31 500,8092065403,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/abarth-595c-1-4-t-jet-esseesse-ID8PDtRW.html,1.4 T-Jet Esseesse,Sim,Sim,Nacional,,,,Mostrar VIN,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Tesla,Model 3,Eléctrico,Março,2019,87 993 km,,513 cv,Sedan,Preto,,Automática,,4,5,Classe 1,Integral,18 Meses,Sim,Sim,,Usados,34 490,8091898755,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-3-performance-dual-motor-awd-ID8PCMv3.html,Performance Dual Motor AWD,Sim,Sim,Nacional,,,,,Sim,1,,,,,,Própria,,74 kWh,602 km,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,B 250,Híbrido Plug-In,Julho,2021,51 780 km,1 332 cm3,218 cv,Utilitário,Branco,,Automática,,5,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,Usados,33 750,8091571651,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-250-e-amg-line-ID8PBpqb.html,e AMG Line,Sim,Sim,,,,,,Sim,1,Classe B,1 Julho 2025,,,,,70 km,,,,,StandVirtual,Yes,2024-03-16
Profissional,Abarth,595C,Gasolina,Dezembro,2021,7 900 km,1 368 cm3,180 cv,Cabrio,Branco,,Manual,5,2,4,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,31 500,8092065403,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/abarth-595c-1-4-t-jet-esseesse-ID8PDtRW.html,1.4 T-Jet Esseesse,Sim,Sim,Nacional,,,,Mostrar VIN,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Tesla,Model 3,Eléctrico,Março,2019,87 993 km,,513 cv,Sedan,Preto,,Automática,,4,5,Classe 1,Integral,18 Meses,Sim,Sim,,Usados,34 490,8091898755,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-3-performance-dual-motor-awd-ID8PCMv3.html,Performance Dual Motor AWD,Sim,Sim,Nacional,,,,,Sim,1,,,,,,Própria,,74 kWh,602 km,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,B 250,Híbrido Plug-In,Julho,2021,51 780 km,1 332 cm3,218 cv,Utilitário,Branco,,Automática,,5,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,Usados,33 750,8091571651,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-250-e-amg-line-ID8PBpqb.html,e AMG Line,Sim,Sim,,,,,,Sim,1,Classe B,1 Julho 2025,,,,,70 km,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,420 Gran Coupé,Diesel,Setembro,2018,40 500 km,1 995 cm3,190 cv,Utilitário,Cinzento,,Automática,,5,5,,,18 Meses,Sim,Sim,Sim,Usados,32 900,8091522277,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-line-luxury-auto-ID8PBczP.html,d Line Luxury Auto,Sim,Sim,Nacional,,,,Mostrar VIN,,1,Série 4,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,425 Gran Coupé,Diesel,Fevereiro,2018,172 752 km,1 995 cm3,224 cv,Sedan,Preto,,Automática,8,5,5,Classe 1,Tracção traseira,18 Meses,Sim,Sim,,Usados,32 490,8091806365,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-425-gran-coup-d-pack-m-auto-ID8PCotT.html,d Pack M Auto,Sim,Sim,Nacional,,,,,Sim,1,Série 4,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Lexus,UX 300e,Eléctrico,Novembro,2021,9 000 km,,204 cv,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,18 Meses,Sim,Sim,Sim,Usados,41 740,8088903577,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/lexus-ux-300e-premium-ID8PqdkJ.html,Premium,Sim,Sim,Importado,,,,Mostrar VIN,Sim,1,UX,30 Novembro 2025,,,,Própria,,,300 km,,100 000 km,StandVirtual,Yes,2024-03-16
Profissional,BMW,330,Híbrido Plug-In,Junho,2018,33 344 km,1 998 cm3,252 cv,Sedan,Cinzento,,Automática,,4,5,Classe 1,Tracção traseira,18 Meses,Sim,Sim,Sim,Usados,30 800,8092013429,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-330-e-iperformance-pack-m-ID8PDglD.html,e iPerformance Pack M,,Sim,Nacional,49 g/km,,,,,2,Série 3,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,X3,Diesel,Junho,2018,69 862 km,1 995 cm3,190 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,,18 Meses,,,Sim,Usados,44 950,8090791476,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-pack-m-auto-ID8Py8sI.html,20 d xDrive Pack M Auto,Sim,Sim,,138 g/km,,,,,,Série X,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Land Rover,Discovery,Diesel,Maio,2017,91 850 km,1 999 cm3,240 cv,SUV / TT,Prateado,,Automática,,5,7,,,36 Meses,,,,Usados,41 900,8091103594,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-discovery-2-0-sd4-s-auto-ID8PzrES.html,2.0 SD4 S Auto,Sim,Sim,,,,,,,,,,,1 Janeiro 0001,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Volvo,V90,Híbrido Plug-In,Dezembro,2019,64 211 km,1 969 cm3,392 cv,Carrinha,Preto,,Automática,,5,5,,,18 Meses,,,,Usados,43 900,8088772476,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v90-2-0-t8-r-design-awd-geartronic-ID8PpFec.html,2.0 T8 R-Design AWD Geartronic,Sim,,Nacional,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,C 220,Diesel,Novembro,2016,53 434 km,2 143 cm3,170 cv,Coupé,Preto,,Automática,,3,,,,18 Meses,,,,Usados,33 490,8090592724,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-aut-ID8PxiL2.html,d Aut.,Sim,,Nacional,,,,,,,Classe C,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,GLA 180,Diesel,Janeiro,2018,99 000 km,1 461 cm3,109 cv,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,31 750,8091368265,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-d-amg-line-aut-ID8PAywL.html,d AMG Line Aut.,Sim,Sim,Nacional,103 g/km,,,,,,Classe GLA,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Kia,EV6,Eléctrico,Novembro,2021,30 000 km,,229 cv,SUV / TT,Roxo,,Automática,,5,,,Tracção dianteira,18 Meses,,,Sim,Usados,37 900,8091619109,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-ev6-77-4-kwh-ID8PBBLD.html,"77,4-kWh",Sim,Sim,Importado,,,,,,,,,,,,Própria,,77 kWh,595 km,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,GLC 250,Diesel,Junho,2017,121 712 km,2 143 cm3,204 cv,SUV / TT,Cinzento,,Automática,,5,,,,18 Meses,,,,Usados,36 490,8091287528,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-4-matic-ID8PAdwy.html,d 4-Matic,Sim,,Nacional,,,,,,,Classe GLC,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Audi,S3 Limousine,Gasolina,Dezembro,2016,155 000 km,1 984 cm3,300 cv,Utilitário,Preto,Metalizado,Automática,,4,5,,,18 Meses,,Sim,,Usados,33 500,8089444217,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-s3-limousine-2-0-tfsi-quattro-s-tronic-ID8PstYJ.html,2.0 TFSi quattro S tronic,Sim,Sim,,,"8,80 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,420 Gran Coupé,Diesel,Outubro,2018,145 650 km,1 995 cm3,190 cv,Coupé,Azul,Metalizado,Automática,8,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,33 950,8091023686,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-auto-ID8Pz6S2.html,d Pack M Auto,Sim,Sim,Nacional,114 g/km,,,,,,Série 4,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,C 220,Diesel,Novembro,2019,109 842 km,1 950 cm3,194 cv,Carrinha,Preto,Metalizado,Automática,9,5,5,Classe 1,,18 Meses,,,Sim,Usados,36 500,8091632305,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-ID8PBFct.html,d AMG Line,Sim,Sim,Nacional,1 g/km,,,,,,Classe C,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,C 220,Diesel,Maio,2021,66 419 km,1 950 cm3,194 cv,Carrinha,Cinzento,,Automática,,5,5,,,18 Meses,,,,Usados,42 500,8091264363,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-ID8PA7tW.html,d AMG Line,Sim,Sim,Nacional,,,,,,,Classe C,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,A 180 Limousine,Diesel,Julho,2019,97 000 km,1 461 cm3,116 cv,Utilitário,Preto,,Automática,7,4,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,Usados,31 999,8088685022,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-progressive-aut-ID8PpitE.html,d Progressive Aut.,Sim,Sim,Nacional,,"4,40 l/100km",,,,,Classe A,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Tesla,Model 3,Eléctrico,Março,2020,72 402 km,,497 cv,Sedan,Cinzento,Metalizado,Automática,,4,5,Classe 1,Integral,24 Meses,Sim,Sim,Sim,Usados,41 900,8089601850,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-awd-dual-motor-ID8Pt8Zc.html,Long Range AWD Dual Motor,Sim,Sim,Importado,,,,,Sim,1,,,,,,Própria,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,A 250,Híbrido (Gasolina),Janeiro,2023,6 061 km,1 332 cm3,218 cv,Utilitário,Cinzento,,Automática,,5,5,,,36 Meses,,,,Usados,39 900,8090106060,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-ID8Pwg9C.html,,Sim,Sim,Nacional,,,,,,,Classe A,,,1 Janeiro 0001,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Toyota,Proace,Diesel,Fevereiro,2019,57 000 km,1 997 cm3,122 cv,Carrinha,Cinzento,Metalizado,Manual,6,4,6,,Tracção dianteira,18 Meses,Sim,Sim,Sim,Usados,32 499,8090103512,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-proace-2-0-d-4d-l2-6l-ID8Pwfuv.html,2.0 D-4D L2 6L,Sim,,Nacional,148 g/km,"6,30 l/100km","5,30 l/100km",Mostrar VIN,Sim,1,,,32 €,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Volvo,XC 60,Híbrido Plug-In,Junho,2019,53 000 km,1 969 cm3,392 cv,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,Integral,18 Meses,Sim,Sim,Sim,Usados,43 999,8091206938,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-t8-phev-r-design-awd-ID8PzSxI.html,2.0 T8 PHEV R-Design AWD,Sim,Sim,Nacional,55 g/km,,,,Sim,1,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,520,Diesel,Novembro,2019,65 940 km,1 995 cm3,190 cv,Carrinha,Preto,,Automática,,5,,,,18 Meses,,,,Usados,37 490,8090589843,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8Pxi0z.html,d Auto,Sim,,Nacional,,,,,,,Série 5,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,330,Híbrido (Gasolina),Março,2020,101 300 km,1 998 cm3,292 cv,Sedan,Preto,Metalizado,Automática,8,4,5,Classe 1,Tracção traseira,24 Meses,,Sim,Sim,Usados,31 946,8090704750,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-330-ID8PxLTU.html,,,Sim,,30 g/km,,,Mostrar VIN,Sim,,Série 3,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,Vito Tourer,Diesel,Dezembro,2019,97 351 km,1 749 cm3,102 cv,Carrinha,Preto,Metalizado,Manual,6,4,9,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,Usados,38 900,8091563691,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-vito-tourer-110-cdi-34-pro-ID8PBnlN.html,110 CDi/34 Pro,,Sim,Nacional,172 g/km,"7,70 l/100km","5,90 l/100km",Mostrar VIN,Sim,1,,10 Dezembro 2025,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,E 220,Diesel,Agosto,2020,45 650 km,1 950 cm3,194 cv,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,Tracção traseira,18 Meses,Sim,Sim,Sim,Usados,42 990,8089193209,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8PrqGd.html,d Avantgarde+,Sim,Sim,Nacional,,,,Mostrar VIN,,,Classe E,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,GLA 200,Diesel,Junho,2018,104 052 km,2 143 cm3,136 cv,SUV / TT,Branco,,Automática,,5,5,,Tracção dianteira,18 Meses,,,,Usados,32 500,8091841407,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-200-d-aut-ID8PCxB5.html,d Aut.,,Sim,Nacional,,,,,,,Classe GLA,1 Junho 2024,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Renault,Arkana,Híbrido (Gasolina),Julho,2023,7 900 km,1 598 cm3,145 cv,SUV / TT,Preto,Metalizado,Automática,4,5,5,Classe 1,Tracção dianteira,36 Meses,,,,Usados,33 990,8091024286,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-arkana-1-6-e-tech-r-s-line-ID8Pz71I.html,1.6 E-Tech R.S.Line,Sim,Sim,,107 g/km,"4,60 l/100km","3,50 l/100km",,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Jaguar,F-Pace,Diesel,Abril,2018,92 600 km,1 999 cm3,180 cv,SUV / TT,Cinzento,,Automática,8,5,5,,Tracção traseira,18 Meses,Sim,Sim,Sim,Usados,33 900,8091264813,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-2-0-i4d-r-sport-aut-ID8PA7Bb.html,2.0 i4D R-Sport Aut.,Sim,Sim,Nacional,166 g/km,,,,,1,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
