Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,IUC,Filtro de partículas,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Valor Fixo,IVA Discriminado,Consumo Extra Urbano,Inspecção válida até,Consumo Combinado,IVA dedutível,Autonomia Máxima,Garantia de Fábrica até,Sub-modelo,Valor sem ISV,Autonomia,Consumo,Capacidade da bateria,Bateria,ou até,Clássico,Site,Portugal
Profissional,BMW,M850i,xDrive,Gasolina,Novembro,2018,34 000 km,4 395 cm3,530 cv,Sim,Sim,Coupé,Azul,,Automática,,2,4,Classe 1,,,,,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,99 500        EUR,8088030690,5 Julho 2023,Sim,,,,,,,,Série 8,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V90,2.0 T8 Inscription AWD Geartronic,Híbrido (Gasolina),Fevereiro,2021,42 500 km,1 969 cm3,392 cv,Sim,Sim,Carrinha,Cinzento,,Automática,8,5,,Classe 1,Integral,,,,48 Meses,,Nacional,,,,,Usados,66 400        EUR,8088359334,5 Julho 2023,,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,991,Targa 4 S PDK,Gasolina,Setembro,2017,7 990 km,2 981 cm3,420 cv,Sim,Sim,Cabrio,Cinzento,,Automática,,2,,,,,,,18 Meses,,,,,,"10,40 l/100km",Usados,179 900        EUR,8087773614,5 Julho 2023,Sim,Sim,,,,,,,911 (Todos),,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,AMG GT,C,Gasolina,Janeiro,2018,9 000 km,3 982 cm3,557 cv,,,Cabrio,Cinzento,,Automática,,2,2,,,259 g/km,,,24 Meses,,Nacional,,,,"15,10 l/100km",Usados,212 000        EUR,8089602223,5 Julho 2023,Sim,,9 l/100km,,"11,40 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 400,d Longo 4Matic,Diesel,Julho,2021,28 000 km,2 925 cm3,330 cv,Sim,Sim,Sedan,Preto,,Automática,,4,4,Classe 1,,,,Sim,18 Meses,,,Sim,Sim,Sim,,Usados,185 000        EUR,8089551567,5 Julho 2023,Sim,,,,,,,,Classe S,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,I-Pace,S AWD Aut.,Eléctrico,Março,2021,14 555 km,,400 cv,Sim,Sim,SUV / TT,Branco,,Automática,,5,5,,,,,,24 Meses,,Nacional,Sim,,Sim,,Usados,69 950        EUR,8088781611,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,Z4,M40 i Pack 50 anos M,Gasolina,Julho,2022,4 000 km,2 998 cm3,340 cv,,,Cabrio,Cinzento,,Automática,,2,2,,,,,,36 Meses,,Nacional,,,,,Usados,84 900        EUR,8089861963,5 Julho 2023,Sim,,,,"7,90 l/100km",,,05/07/2026,Série Z,,,,,,,,StandVirtual,Yes
Profissional,BMW,i8,Standard,Híbrido (Gasolina),Novembro,2017,64 800 km,1 499 cm3,362 cv,Sim,Sim,Coupé,Branco,Metalizado,Automática,,2,4,Classe 1,,,,,18 Meses,1,,Sim,Sim,Sim,,Usados,89 750        EUR,8086912069,5 Julho 2023,Sim,,,,,,,,Série i,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,,Gasolina,Fevereiro,2022,5 592 km,1 798 cm3,300 cv,Sim,Sim,Coupé,Branco,Pérola,Manual,6,5,2,Classe 1,Tracção dianteira,,185 €,,36 Meses,1,Nacional,Sim,Sim,Sim,,Usados,80 000        EUR,8089252635,5 Julho 2023,,,,01/01/2027,,,,01/03/2029,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De Avantgarde,Híbrido (Diesel),Setembro,2022,405 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,,,,24 Meses,,Nacional,Sim,Sim,Sim,,Usados,68 990        EUR,8088708923,5 Julho 2023,Sim,Sim,,,,,60 km,,Classe E,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,I-Pace,S AWD Aut.,Eléctrico,Outubro,2021,21 620 km,,400 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,Integral,,,,36 Meses,,Nacional,Sim,,Sim,,Usados,69 000        EUR,8088901955,5 Julho 2023,Sim,Sim,,,,Sim,,,,,,,,Própria,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Agosto,2021,35 000 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Branco,,Automática,9,5,5,Classe 1,Tracção traseira,,,,18 Meses,1,,Sim,Sim,Sim,,Usados,65 000        EUR,8089220984,5 Julho 2023,Sim,,,,,,,,Classe E,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,AMG GT,C,Gasolina,Dezembro,2018,20 000 km,3 982 cm3,557 cv,Sim,Sim,Cabrio,Cinzento,Metalizado,Automática,8,2,2,,Tracção traseira,,,,18 Meses,,,Sim,Sim,Sim,15 l/100km,Usados,169 999        EUR,8089537296,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,45 e xDrive Pack M,Híbrido (Gasolina),Novembro,2019,140 000 km,2 998 cm3,394 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,,5,5,,Integral,,,,18 Meses,,,Sim,Sim,Sim,,Usados,79 999        EUR,8089923446,5 Julho 2023,,Sim,,,,Sim,,,Série X,,,,,,,,StandVirtual,Yes
Profissional,Audi,R8 Spyder,5.2 FSi V10 S tronic,Gasolina,Setembro,2017,77 230 km,5 204 cm3,540 cv,Sim,Sim,Cabrio,Verde,,Automática,,2,2,,,,,,18 Meses,1,,Sim,Sim,Sim,,Usados,184 500        EUR,8086601156,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,e-tron GT,quattro,Eléctrico,Abril,2021,27 322 km,,476 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,4,5,Classe 1,Integral,,,,18 Meses,,Nacional,,,Sim,,Usados,114 990        EUR,8088069623,5 Julho 2023,Sim,,,,,Sim,,,,,452 km,"19,90 kWh/100km",93 kWh,,,,StandVirtual,Yes
Profissional,Audi,e-tron Sportback,55 quattro,Eléctrico,Junho,2021,36 341 km,,408 cv,Sim,Sim,Monovolume,Cinzento,Metalizado,Automática,,5,5,Classe 1,Integral,,,,18 Meses,,Nacional,,,Sim,,Usados,66 990        EUR,8088545729,5 Julho 2023,Sim,,,,,Sim,,,,,436 km,,95 kWh,,,,StandVirtual,Yes
Profissional,Porsche,Taycan,4S,Eléctrico,Abril,2021,44 131 km,,530 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,,4,5,Classe 1,Integral,,,,18 Meses,,Nacional,,,Sim,,Usados,112 990        EUR,8088232064,5 Julho 2023,Sim,,,,,,,,,,,,93 kWh,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 400,d,Diesel,Outubro,2017,71 340 km,2 925 cm3,340 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,,4,5,Classe 1,,,,Sim,18 Meses,,Nacional,,,Sim,"7,50 l/100km",Usados,67 990        EUR,8088433204,5 Julho 2023,Sim,,,,,,,,Classe S,,,,,,,,StandVirtual,Yes
Profissional,BMW,M4,,Gasolina,Abril,2019,38 925 km,2 979 cm3,450 cv,Sim,Sim,Coupé,Preto,Metalizado,Automática,7,2,4,Classe 1,,,,,18 Meses,,Nacional,,,Sim,"11,10 l/100km",Usados,77 990        EUR,8089010757,5 Julho 2023,Sim,,,,,,,,Série 4,,,,,,,,StandVirtual,Yes
Profissional,BMW,530,e Pack M,Híbrido (Gasolina),Abril,2022,10 000 km,1 998 cm3,292 cv,,,Carrinha,Cinzento,,Automática,8,5,5,Classe 1,,,,,36 Meses,1,Nacional,,,Sim,,Usados,61 950        EUR,8088172803,5 Julho 2023,Sim,,,,,,,01/01/0001,Série 5,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne,E-Hybrid Platinum Edition,Híbrido (Gasolina),Maio,2022,20 986 km,2 995 cm3,462 cv,Sim,Sim,Coupé,Preto,Metalizado,Automática,,5,5,Classe 1,,56 g/km,,Sim,36 Meses,1,,Sim,Sim,Sim,,Usados,136 900        EUR,8089237497,5 Julho 2023,Sim,,,,,,,01/01/0001,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera,4 E-Hybrid,Híbrido (Gasolina),Julho,2018,53 800 km,2 894 cm3,462 cv,Sim,Sim,Sedan,Branco,Metalizado,Automática,8,5,4,Classe 1,Integral,56 g/km,,,18 Meses,1,Importado,Sim,Sim,Sim,,Usados,97 950        EUR,8089113549,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX3,Impressive,Eléctrico,Junho,2021,35 807 km,,286 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,,5,,Classe 2,Tracção traseira,,,,18 Meses,,,,,,,Usados,61 950        EUR,8089085956,5 Julho 2023,Sim,,,,,Sim,,,Série X,,453 km,"18,90 kWh/100km",74 kWh,Própria,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 63 AMG,S Coupé 4Matic,Gasolina,Abril,2021,9 800 km,3 982 cm3,510 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,9,5,5,Classe 1,Integral,,,,24 Meses,,Nacional,Sim,Sim,Sim,"16,80 l/100km",Usados,149 900        EUR,8088901728,5 Julho 2023,Sim,,,,,,,,Classe GLC,,,,,,,,StandVirtual,Yes
Profissional,VW,ID.Buzz,,Eléctrico,Janeiro,2023,5 000 km,,204 cv,Sim,Sim,Monovolume,Branco,Metalizado,Automática,,5,5,Classe 2,Tracção dianteira,,,,36 Meses,,Nacional,,Sim,Sim,,Novos,66 000        EUR,8089370764,5 Julho 2023,,Sim,,,,Sim,,,,,411 km,,,Própria,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLE 350,de Coupé 4Matic,Híbrido (Diesel),Novembro,2021,24 750 km,1 950 cm3,320 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,9,5,5,,Integral,20 g/km,,Sim,18 Meses,,,Sim,Sim,Sim,,Usados,112 500        EUR,8089965719,5 Julho 2023,Sim,,,,,,,,Classe GLE,,,,,,,,StandVirtual,Yes
Particular,Audi,RS6 Avant,4.0 TFSI quattro Tiptronic,Gasolina,Fevereiro,2021,35 000 km,3 996 cm3,600 cv,,,Carrinha,Preto,,Automática,,5,,,,,,,,,,Sim,Sim,Sim,"16,20 l/100km",Usados,130 888        EUR,8089102847,3 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,d AMG Line Aut.,Diesel,Março,2021,29 500 km,1 950 cm3,194 cv,Sim,Sim,Cabrio,Cinzento,Metalizado,Automática,9,2,4,Classe 1,Tracção traseira,,,,18 Meses,1,,Sim,,Sim,"5,10 l/100km",Usados,72 900        EUR,8088416296,5 Julho 2023,Sim,,,,,,,,Classe E,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,C 43 AMG,4-Matic,Gasolina,Novembro,2018,35 200 km,2 996 cm3,390 cv,,,Sedan,Cinzento,Mate,Automática,9,5,5,Classe 1,Integral,,,,,1,Nacional,Sim,Sim,Sim,,Usados,63 200        EUR,8087688974,5 Julho 2023,Sim,,,15/11/2022,,,,15/11/2023,Classe C,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De AMG Line 4Matic,Híbrido (Diesel),Novembro,2020,40 700 km,1 950 cm3,306 cv,Sim,Sim,Sedan,Cinzento,,Automática,,4,5,,,,,,18 Meses,1,Importado,,,Sim,,Usados,63 900        EUR,8087496259,5 Julho 2023,,,,17/11/2024,,Sim,,,Classe E,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Março,2022,20 000 km,1 950 cm3,306 cv,,,Carrinha,Azul,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,36 g/km,,,,1,Importado,Sim,Sim,Sim,,Usados,61 500        EUR,8089832230,5 Julho 2023,,,,16/02/2026,,,1 000 km,16/02/2024,Classe E,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,45 e xDrive Pack M,Híbrido (Gasolina),Janeiro,2020,32 000 km,2 998 cm3,394 cv,Sim,Sim,SUV / TT,Azul,,Automática,,5,5,,,,,,36 Meses,,Nacional,Sim,,Sim,,Usados,85 900        EUR,8086611652,5 Julho 2023,,Sim,,,,,,01/01/0001,Série X,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,d AMG Line Aut.,Diesel,Setembro,2021,16 231 km,1 950 cm3,194 cv,Sim,Sim,Cabrio,Cinzento,Metalizado,Automática,,2,4,Classe 1,,,,,18 Meses,,Importado,Sim,Sim,Sim,,Usados,71 950        EUR,8089759753,5 Julho 2023,Sim,,,01/09/2025,,,,,Classe E,,,,,,,,StandVirtual,Yes
Profissional,Ferrari,458,,Gasolina,Março,2013,59 905 km,4 497 cm3,570 cv,Sim,Sim,Coupé,Preto,Mate,Automática,,2,2,,,,,,18 Meses,,Importado,,,,,Usados,225 000        EUR,8089602017,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,420,d Pack M Auto,Diesel,Maio,2021,19 541 km,1 995 cm3,190 cv,Sim,Sim,Cabrio,Cinzento,Metalizado,Automática,8,2,4,Classe 1,Tracção traseira,129 g/km,,Sim,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,65 800        EUR,8089678870,5 Julho 2023,Sim,,,,,,,,Série 4,,,,,,,,StandVirtual,Yes
Profissional,BMW,M8,Competition,Gasolina,Junho,2021,60 006 km,4 395 cm3,625 cv,Sim,Sim,Coupé,Preto,Metalizado,Automática,8,2,4,,Integral,263 g/km,,,18 Meses,1,Importado,Sim,Sim,Sim,,Usados,187 500        EUR,8089966455,5 Julho 2023,,,,,,Sim,,,Série 8,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,45 e xDrive Pack M,Híbrido (Gasolina),Junho,2021,69 900 km,2 998 cm3,394 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,,,,,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,88 600        EUR,8089399938,5 Julho 2023,Sim,Sim,,,,,,,Série X,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera Sport Turismo,4 E-Hybrid,Híbrido (Gasolina),Abril,2018,101 000 km,2 894 cm3,462 cv,Sim,Sim,Carrinha,Cinzento,,Automática,8,5,4,Classe 1,,,,,18 Meses,1,,Sim,Sim,Sim,,Usados,91 000        EUR,8087731332,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 500,4-Matic,Gasolina,Setembro,2014,81 000 km,4 663 cm3,455 cv,,,Coupé,Cinzento,Mate,Automática,7,2,4,Classe 1,Integral,226 g/km,,,18 Meses,,Nacional,Sim,,Sim,"12,20 l/100km",Usados,87 499        EUR,8088069274,5 Julho 2023,Sim,,,,,,,,Classe S,,,,,,,,StandVirtual,Yes
Profissional,Lamborghini,Urus,4.0 V8,Gasolina,Maio,2022,18 000 km,3 996 cm3,650 cv,,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 2,Integral,,,,36 Meses,1,Nacional,,,,,Usados,399 999        EUR,8086735818,5 Julho 2023,Sim,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 400,d 4Matic,Diesel,Janeiro,2021,39 000 km,2 925 cm3,330 cv,,Sim,Sedan,Cinzento,Metalizado,Automática,9,4,5,Classe 1,Integral,178 g/km,,,18 Meses,1,Nacional,,,,,Usados,149 999        EUR,8084796775,5 Julho 2023,Sim,Sim,,,,Sim,,01/09/2023,Classe S,,,,,,,,StandVirtual,Yes
Profissional,Ford,F-150,,Gasolina,Janeiro,2017,65 000 km,3 496 cm3,450 cv,,Sim,SUV / TT,Cinzento,Metalizado,Automática,10,4,5,Classe 2,Integral,,53 €,,18 Meses,,Importado,,,Sim,,Usados,94 999        EUR,8082933435,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,G 350,d,Diesel,Agosto,2017,44 000 km,2 987 cm3,245 cv,,,SUV / TT,Preto,,Automática,7,5,5,Classe 2,Integral,261 g/km,,,18 Meses,,,,,,"11,10 l/100km",Usados,124 999        EUR,8080370797,5 Julho 2023,,,"9,10 l/100km",,"9,90 l/100km",,,,Classe G,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,G 63 AMG,4x4,Gasolina,Julho,2019,53 000 km,3 982 cm3,585 cv,Sim,,SUV / TT,Cinzento,Mate,Automática,9,5,5,Classe 2,Integral,,,,18 Meses,,Nacional,Sim,,Sim,"16,50 l/100km",Usados,229 999        EUR,8088783991,5 Julho 2023,Sim,,,,,,,,Classe G,,,,,,,,StandVirtual,Yes
Profissional,Porsche,991,Turbo PDK,Gasolina,Julho,2015,22 000 km,3 800 cm3,520 cv,Sim,Sim,Coupé,Branco,,Automática,7,2,4,Classe 1,Integral,231 g/km,,,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,149 999        EUR,6008846387,5 Julho 2023,Sim,Sim,,,,Sim,,,911 (Todos),,,,,,,,StandVirtual,Yes
Profissional,Ferrari,FF,,Gasolina,Janeiro,2012,34 000 km,6 262 cm3,660 cv,,,Coupé,Cinzento,,Automática,7,2,4,Classe 1,Integral,360 g/km,,,18 Meses,,Nacional,,,Sim,,Usados,197 500        EUR,8079081832,5 Julho 2023,Sim,,,20/01/2024,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,991,Carrera 4 S PDK,Gasolina,Novembro,2014,83 000 km,3 800 cm3,400 cv,Sim,Sim,Cabrio,Preto,Metalizado,Automática,7,2,4,Classe 1,Integral,214 g/km,,,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,113 990        EUR,8089719161,5 Julho 2023,,,,14/11/2023,,,,,911 (Todos),,,,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne,S,Diesel,Julho,2015,75 000 km,4 134 cm3,385 cv,,Sim,SUV / TT,Branco,,Automática,8,5,5,,Integral,209 g/km,,,18 Meses,,Nacional,Sim,,Sim,10 l/100km,Usados,79 999        EUR,8082190206,5 Julho 2023,Sim,,7 l/100km,,8 l/100km,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jeep,Gladiator,3.0 CRD 80º Aniversário AT8,Diesel,Novembro,2021,37 km,2 987 cm3,264 cv,,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,4,5,Classe 2,Integral,252 g/km,53 €,,18 Meses,1,Nacional,,Sim,Sim,,Novos,80 500        EUR,8085272176,5 Julho 2023,Sim,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,S 500,4-Matic,Gasolina,Outubro,2015,84 000 km,4 663 cm3,455 cv,Sim,,Cabrio,Verde,Metalizado,Automática,,2,4,,,,,,,,,Sim,Sim,Sim,"12,20 l/100km",Usados,119 000        EUR,8088070155,5 Julho 2023,,,,,,,,,Classe S,,,,,,,,StandVirtual,Yes
Profissional,Lamborghini,Urus,4.0 V8,Gasolina,Julho,2019,54 500 km,3 996 cm3,650 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,7,5,5,Classe 2,Integral,,,,18 Meses,1,Importado,Sim,Sim,Sim,,Usados,295 000        EUR,8088954189,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Bentley,Mulsanne,Speed,Gasolina,Junho,2016,26 900 km,6 752 cm3,537 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,4,5,Classe 1,Tracção traseira,,,,18 Meses,1,Importado,Sim,Sim,Sim,"23,40 l/100km",Usados,167 500        EUR,8088143549,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Taycan Sport Turismo,Standard,Eléctrico,Janeiro,2023,4 000 km,,408 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,5,4,Classe 1,Tracção traseira,,,,18 Meses,1,,Sim,Sim,Sim,,Usados,119 950        EUR,8088849613,5 Julho 2023,Sim,,,,,,,,,,358 km,"20,20 kWh/100km",,Própria,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Sport,2.0 Si4 PHEV HSE Dynamic,Híbrido (Gasolina),Julho,2019,54 000 km,1 997 cm3,404 cv,,,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,,Integral,75 g/km,,,18 Meses,1,,Sim,Sim,Sim,,Usados,84 500        EUR,8089944134,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,45 e xDrive Pack M,Híbrido (Gasolina),Janeiro,2020,32 000 km,2 998 cm3,394 cv,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,,5,5,,,,,,18 Meses,,Nacional,,,,,Usados,87 900        EUR,8086624810,5 Julho 2023,,Sim,,,,,,,Série X,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,GLE 53 AMG,Coupe 4Matic+ Speedshift TCT 9G Line Premium,Gasolina,Abril,2023,1 500 km,2 999 cm3,435 cv,,,Coupé,Cinzento,Metalizado,Automática,9,5,,Classe 2,Integral,246 g/km,175 000 €,Sim,,1,Importado,Sim,Sim,Sim,,Usados,175 000        EUR,8089803693,5 Julho 2023,,,,,,,1 500 km,24/04/2026,Classe GLE,,,,,,,Sim,StandVirtual,Yes
Profissional,Land Rover,Range Rover Sport,2.0 Si4 PHEV HSE Dynamic,Híbrido (Gasolina),Abril,2019,129 000 km,1 997 cm3,404 cv,Sim,Sim,SUV / TT,Azul,,Automática,,5,5,Classe 2,Integral,,,,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,74 990        EUR,8089601988,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,718 Cayman,2.5 GTS PDK,Gasolina,Fevereiro,2019,54 016 km,2 497 cm3,365 cv,Sim,Sim,Coupé,Vermelho,,Automática,,2,2,,,,,,18 Meses,1,,,,,,Usados,81 500        EUR,8088268930,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Macan,Standard,Gasolina,Março,2019,98 000 km,1 984 cm3,245 cv,Sim,Sim,SUV / TT,Preto,,Automática,7,5,5,Classe 1,,,,Sim,18 Meses,,Importado,Sim,,Sim,"9,50 l/100km",Usados,68 900        EUR,8089966129,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,e AMG Line,Híbrido (Gasolina),Novembro,2022,9 900 km,1 999 cm3,313 cv,,,Carrinha,Cinzento,Metalizado,Automática,9,5,5,,Tracção traseira,14 g/km,,,18 Meses,,Importado,Sim,Sim,Sim,,Usados,64 500        EUR,8089611505,29 Junho 2023,,,,,,Sim,108 km,,Classe C,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,GLE 350,d Coupé 4Matic,Diesel,Agosto,2018,119 000 km,2 987 cm3,258 cv,,,SUV / TT,Cinzento,Metalizado,Automática,10,5,5,Classe 2,Integral,235 g/km,,Sim,,2,Nacional,Sim,Sim,Sim,"8,80 l/100km",Usados,64 900        EUR,8088646290,2 Julho 2023,,,"7,20 l/100km",,,,,,Classe GLE,,,,,,,,StandVirtual,Yes
Profissional,BMW,M4,Auto,Gasolina,Abril,2016,30 000 km,2 979 cm3,431 cv,Sim,Sim,Cabrio,Branco,Metalizado,Automática,,2,4,,,,,,18 Meses,,Importado,Sim,Sim,Sim,,Usados,75 990        EUR,8084351224,5 Julho 2023,,,,01/04/2024,,,,,Série 4,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX3,Inspiring,Eléctrico,Maio,2021,23 380 km,,286 cv,,,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,,,,24 Meses,,,,,,,Usados,68 490        EUR,8087803185,5 Julho 2023,,,,,,,,,Série X,,450 km,"18,60 kWh/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQS,450+,Eléctrico,Setembro,2022,31 094 km,,333 cv,,Sim,Sedan,Preto,Metalizado,Automática,,4,5,Classe 1,,,,,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,120 000        EUR,8089183607,5 Julho 2023,,,,,,,,,,,768 km,"15,60 kWh/100km",,Própria,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 45 AMG,S 4Matic+ Speedshift DCT 8G Street Style Edition,Gasolina,Junho,2020,33 000 km,1 991 cm3,421 cv,,,Utilitário,Branco,Metalizado,Automática,8,5,5,Classe 1,Integral,,,Sim,18 Meses,,,Sim,Sim,Sim,,Usados,66 990        EUR,8089860670,5 Julho 2023,,,,,,,,,Classe A,,,,,,,,StandVirtual,Yes
Profissional,Dodge,Challenger,6.4 SRT8 392 Hemi,Gasolina,Julho,2012,45 000 km,6 417 cm3,470 cv,Sim,Sim,Coupé,Laranja,Metalizado,Automática,5,2,5,,Tracção traseira,333 g/km,850 €,,18 Meses,3,Importado,,Sim,Sim,"21,40 l/100km",Usados,65 000        EUR,8089921830,5 Julho 2023,,,"13,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Sport,3.0 TDV6 HSE Dynamic,Diesel,Março,2018,84 300 km,2 993 cm3,258 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,7,Classe 2,Integral,,,,18 Meses,1,Nacional,Sim,Sim,Sim,"7,80 l/100km",Usados,84 990        EUR,8088284672,5 Julho 2023,Sim,,,10/03/2024,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,D AMG Line 7L,Diesel,Março,2021,51 423 km,1 950 cm3,194 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,,,,,,,24 Meses,,Nacional,,,,,Usados,61 490        EUR,8087061537,5 Julho 2023,Sim,,,,,,,,Classe E,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX,xDrive 40,Eléctrico,Novembro,2021,4 567 km,,326 cv,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,Classe 1,Integral,,,,36 Meses,,Nacional,Sim,Sim,Sim,,Usados,82 900        EUR,8088264951,5 Julho 2023,,Sim,,,,,,,Série X,,425 km,"19,40 kWh/100km",,,,,StandVirtual,Yes
Profissional,BMW,840 Gran Coupé,d xDrive Pack M,Diesel,Abril,2021,11 801 km,2 993 cm3,320 cv,,,Coupé,Preto,Metalizado,Automática,,4,5,,,,,,24 Meses,,,,,,,Usados,107 490        EUR,8086669660,5 Julho 2023,,,,,,,,,Série 8,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,d AMG Line,Diesel,Janeiro,2023,50 km,1 992 cm3,265 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,,"235,26 €",Sim,36 Meses,,Nacional,,Sim,Sim,"7,10 l/100km",Usados,66 900        EUR,8089235875,5 Julho 2023,Sim,Sim,,,,,,,Classe C,,,,,,,,StandVirtual,Yes
