Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Bateria,Valor Fixo,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Nº de portas,Lotação,Emissões CO2,Garantia de Stand (incl. no preço),Condição,Preco,ID Anuncio,Data Anuncio,Link,Versão,Número de Mudanças,Origem,Tipo de cor,Classe do veículo,Tracção,IUC,Não fumador,2º Chave,Livro de Revisões completo,IVA Discriminado,Registo(s),Consumo Urbano,Consumo Extra Urbano,VIN,Inspecção válida até,Garantia de Fábrica até,ou até,Capacidade da bateria,Autonomia Máxima,Sub-modelo,Autonomia,Consumo Combinado,Consumo,Site,Portugal,Data
Profissional,Renault,Captur,Gasolina,Junho,2014,94 612 km,1 197 cm3,120 cv,Própria,Sim,Sim,SUV / TT,Branco,Automática,5,5,125 g/km,18 Meses,Usados,11 900,8092126960,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-ID8PDJSM.html,,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Fiat,500,Diesel,Maio,2018,98 640 km,1 248 cm3,95 cv,Própria,Sim,Sim,Citadino,Preto,Manual,3,4,89 g/km,18 Meses,Usados,13 750,8092126958,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-3-mj-lounge-s-s-ID8PDJSK.html,1.3 MJ Lounge S&S,6,Nacional,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,208,Gasolina,Março,2016,138 456 km,1 199 cm3,110 cv,,,Sim,Utilitário,Branco,Manual,3,5,99 g/km,18 Meses,Usados,13 490,8087935615,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-allure-ID8Pm9vr.html,1.2 PureTech Allure,5,Nacional,Pérola,Classe 1,Tracção dianteira,"108,32 €",Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,208,Gasolina,Janeiro,2016,110 389 km,1 199 cm3,110 cv,,,Sim,Coupé,Vermelho,Manual,3,5,,18 Meses,Usados,13 890,8090803648,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-gt-line-ID8PybD2.html,1.2 PureTech GT Line,,,,,,,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,308 SW,Diesel,Setembro,2017,120 000 km,1 560 cm3,120 cv,,Sim,Sim,Carrinha,Preto,Manual,5,5,96 g/km,18 Meses,Usados,10 999,8090878058,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-allure-ID8PyuZc.html,1.6 BlueHDi Allure,6,Nacional,,Classe 1,Tracção dianteira,,Sim,Sim,Sim,Sim,1,"4,40 l/100km","3,20 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,208,Gasolina,Novembro,2016,89 526 km,999 cm3,68 cv,,,,Citadino,Cinzento,Manual,5,5,99 g/km,18 Meses,Usados,11 999,8090822258,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-0-vti-active-ID8Pygtc.html,1.0 VTi Active,5,,,,Tracção dianteira,,Sim,Sim,Sim,,,"5,20 l/100km","3,70 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-04-03
Particular,Renault,Mégane Sport Tourer,Diesel,Outubro,2014,185 000 km,1 598 cm3,130 cv,,Sim,,Carrinha,Preto,Manual,5,5,104 g/km,,Usados,8 490,8091867183,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-6-dci-bose-edition-ss-ID8PCEiP.html,1.6 dCi Bose Edition SS,6,Nacional,Metalizado,Classe 1,Tracção dianteira,,Sim,Sim,Sim,,2,"4,80 l/100km","3,70 l/100km",Mostrar VIN,23 Outubro 2025,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Alfa Romeo,MiTo,Diesel,Agosto,2018,35 000 km,1 248 cm3,95 cv,,Sim,Sim,Utilitário,Vermelho,Manual,3,5,,18 Meses,Usados,13 999,8088308687,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-mito-1-3-jtdm-urban-ID8PnIzJ.html,1.3 JTDM Urban,5,Nacional,,Classe 1,Tracção dianteira,,,Sim,,Sim,1,"4,30 l/100km",,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Dacia,Duster,Diesel,Novembro,2016,139 872 km,1 461 cm3,90 cv,,,,SUV / TT,Branco,Manual,5,5,123 g/km,18 Meses,Usados,14 899,8089914786,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-5-dci-tour-ID8Pusoy.html,1.5 dCi Tour,6,,Metalizado,,Tracção dianteira,,Sim,Sim,Sim,,,"5,20 l/100km","4,50 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Ford,Fiesta,Gasolina,Abril,2021,51 000 km,998 cm3,95 cv,,Sim,Sim,Citadino,Cinzento,Manual,5,5,115 g/km,36 Meses,Usados,14 480,8092100386,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-connected-ID8PDCYa.html,1.0 EcoBoost Connected,6,Nacional,,,Tracção dianteira,,Sim,Sim,Sim,,1,5 l/100km,"3,60 l/100km",Mostrar VIN,,20 Abril 2027,150 000 km,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Fiat,Tipo Station Wagon,Diesel,Março,2019,117 883 km,1 248 cm3,95 cv,Própria,Sim,,Carrinha,Cinzento,Manual,5,5,127 g/km,18 Meses,Usados,12 900,8092126927,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-lounge-ID8PDJSf.html,1.3 M-Jet Lounge,5,Nacional,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Renault,Twingo,Gasolina,Dezembro,2014,86 000 km,898 cm3,90 cv,,,,Utilitário,Vermelho,Manual,5,4,99 g/km,18 Meses,Usados,9 500,8092065281,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-twingo-0-9-tce-sport-ID8PDtPX.html,0.9 TCe Sport,5,Nacional,Metalizado,Classe 1,Tracção traseira,,Sim,Sim,Sim,,1,"4,90 l/100km","3,90 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Citroën,C4 Cactus,Gasolina,Abril,2019,77 055 km,1 199 cm3,110 cv,,,Sim,SUV / TT,Preto,Manual,5,5,,18 Meses,Usados,13 399,8092181144,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-pure-tech-e-thp-110-stop-start-feel-ID8PDXYI.html,Pure Tech e-THP 110 Stop&Start Feel,5,Importado,,Classe 1,,,Sim,Sim,,,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,2008,Gasolina,Fevereiro,2015,81 878 km,1 199 cm3,82 cv,,,Sim,Utilitário,Cinzento,Manual,5,5,,18 Meses,Usados,11 690,8092181143,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-style-ID8PDXYH.html,1.2 PureTech Style,5,,Metalizado,Classe 1,,,Sim,Sim,Sim,,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Skoda,Fabia,Gasolina,Abril,2018,127 000 km,999 cm3,75 cv,,Sim,Sim,Utilitário,Branco,Manual,5,5,,18 Meses,Usados,9 950,8092181140,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/skoda-fabia-1-0-active-ID8PDXYE.html,1.0 Active,,Nacional,,Classe 1,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Renault,Twingo,Gasolina,Março,2019,53 000 km,999 cm3,70 cv,,,Sim,Pequeno citadino,Branco,Manual,5,4,,18 Meses,Usados,11 500,8091897170,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-twingo-1-0-sce-limited-ID8PCM6u.html,1.0 SCe Limited,5,,,Classe 1,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Opel,Astra,Diesel,Setembro,2014,79 000 km,1 956 cm3,165 cv,,,,Utilitário,Cinzento,Automática,5,5,158 g/km,18 Meses,Usados,15 000,8090696358,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-2-0-cdti-cosmo-active-select-ID8PxJIy.html,2.0 CDTi Cosmo Active-Select,6,Nacional,,,Tracção dianteira,,Sim,Sim,Sim,,1,8 l/100km,"4,80 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,208,Diesel,Março,2019,138 000 km,1 499 cm3,102 cv,,Sim,Sim,Citadino,Cinzento,Manual,5,5,,18 Meses,Usados,13 750,8091897168,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-active-business-pack-ID8PCM6s.html,1.5 BlueHDi Active Business Pack,5,,Metalizado,Classe 1,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Nissan,Juke,Gasolina,Agosto,2015,133 718 km,1 197 cm3,115 cv,,,Sim,SUV / TT,Branco,Manual,5,5,130 g/km,18 Meses,Usados,12 900,8090915596,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-2-dig-t-n-vision-white-london-ID8PyEKE.html,1.2 DIG-T N-Vision White London,6,Nacional,,Classe 1,Tracção dianteira,130 €,,,,,,"7,20 l/100km",5 l/100km,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Nissan,Qashqai,Diesel,Março,2014,152 590 km,1 461 cm3,110 cv,,,Sim,SUV / TT,Cinzento,Manual,5,5,129 g/km,18 Meses,Usados,13 900,8084903357,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-tekna-premium-17-129g-ID8P9qH3.html,1.5 dCi Tekna Premium 17 129g,6,,Metalizado,Classe 1,Tracção dianteira,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Renault,Kadjar,Gasolina,Maio,2015,91 093 km,1 197 cm3,130 cv,,Sim,Sim,SUV / TT,Bege,Manual,5,5,,18 Meses,Usados,14 550,8091223371,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-kadjar-energy-tce-130-life-ID8PzVOL.html,Energy TCe 130 Life,,Importado,Metalizado,Classe 1,,,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,208,Gasolina,Fevereiro,2019,79 768 km,1 199 cm3,83 cv,,Sim,Sim,Citadino,Azul,Manual,5,5,109 g/km,18 Meses,Usados,11 750,8092096306,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-puretech-82-stop-start-signature-ID8PDBUm.html,PureTech 82 Stop & Start Signature,5,Importado,Metalizado,Classe 1,Tracção dianteira,"111,46 €",Sim,,,,,"5,80 l/100km","4,20 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,208,Gasolina,Fevereiro,2019,78 505 km,1 199 cm3,83 cv,,Sim,Sim,Citadino,Azul,Manual,5,5,109 g/km,18 Meses,Usados,11 750,8092096154,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-puretech-82-stop-start-signature-ID8PDBRU.html,PureTech 82 Stop & Start Signature,5,,Metalizado,Classe 1,Tracção dianteira,"111,46 €",Sim,Sim,Sim,,,"5,80 l/100km","4,20 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Renault,Zoe,Eléctrico,Novembro,2018,70 100 km,,92 cv,Aluguer,Sim,Sim,Pequeno citadino,Branco,Automática,5,5,,18 Meses,Usados,13 500,8089119996,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-life-40-ID8Pr7Dm.html,Life 40,,,,Classe 1,,,,Sim,,Sim,,,,Mostrar VIN,,,,41 kWh,305 km,,,,,StandVirtual,Yes,2024-04-03
Profissional,Ford,Fiesta,Gasolina,Abril,2021,69 794 km,998 cm3,95 cv,,Sim,Sim,Citadino,Branco,Manual,5,5,115 g/km,18 Meses,Usados,14 980,8090787442,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-connected-ID8Py7pE.html,1.0 EcoBoost Connected,6,Nacional,Metalizado,Classe 1,Tracção dianteira,"108,32 €",Sim,Sim,Sim,,,5 l/100km,"3,60 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,VW,Golf,Gasolina,Novembro,2014,90 000 km,1 197 cm3,85 cv,,,,Utilitário,Branco,Manual,5,5,,18 Meses,Usados,14 999,8087927795,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-2-tsi-trendline-ID8Pm7uj.html,1.2 TSi Trendline,,,Metalizado,,,,Sim,Sim,Sim,,1,"5,90 l/100km",,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Fiat,Tipo Station Wagon,Diesel,Agosto,2018,145 000 km,1 598 cm3,120 cv,,,,Carrinha,Cinzento,Manual,5,5,98 g/km,18 Meses,Usados,13 950,8091450561,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-6-m-jet-lounge-jll17-ID8PATW7.html,1.6 M-Jet Lounge JLL17,6,Nacional,,Classe 1,Tracção dianteira,,,Sim,,,,"4,40 l/100km","3,30 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Nissan,Micra,Diesel,Março,2018,93 500 km,1 461 cm3,90 cv,,Sim,Sim,Citadino,Branco,Manual,5,5,92 g/km,18 Meses,Usados,13 990,8090303347,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-5-dci-n-connecta-lifestyle-s-s-ID8Pv5tF.html,1.5 DCi N-Connecta Lifestyle S/S,5,Nacional,Metalizado,Classe 1,Tracção dianteira,,,Sim,,,1,"3,80 l/100km","3,40 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,SEAT,Ibiza,Diesel,Julho,2014,155 000 km,1 199 cm3,75 cv,,Sim,Sim,Utilitário,Branco,Manual,5,5,99 g/km,18 Meses,Usados,10 500,8089918285,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-2-tdi-style-ID8PutiZ.html,1.2 TDi Style,5,Importado,Metalizado,Classe 1,Tracção dianteira,,,Sim,,,2,"4,60 l/100km","3,30 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Hyundai,i20,Diesel,Julho,2015,115 000 km,1 120 cm3,75 cv,,Sim,Sim,Citadino,Preto,Manual,5,5,103 g/km,18 Meses,Usados,9 990,8091532636,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i20-1-1-crdi-comfort-pack-look-jll16-ID8PBfgU.html,1.1 CRDi Comfort+Pack Look+JLL16,6,Nacional,Metalizado,Classe 1,Tracção dianteira,,,Sim,Sim,,1,"4,90 l/100km","3,40 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,SEAT,Ibiza,Gasolina,Maio,2015,83 000 km,1 198 cm3,70 cv,,Sim,Sim,Citadino,Cinzento,Manual,5,5,125 g/km,36 Meses,Usados,10 990,8091621759,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-2-12v-style-ID8PBCsn.html,1.2 12V Style,5,,Metalizado,Classe 1,Tracção dianteira,,,,,,,"7,10 l/100km","4,40 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,VW,Up!,Gasolina,Janeiro,2018,78 480 km,999 cm3,60 cv,,Sim,Sim,Citadino,Preto,Manual,5,4,,18 Meses,Usados,8 900,8087019331,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-up-1-0-bmt-take-ID8Pij9F.html,1.0 BMT Take,5,,Metalizado,,Tracção dianteira,,Sim,Sim,,,,"4,90 l/100km",,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Renault,Zoe,Eléctrico,Novembro,2018,70 100 km,,92 cv,Aluguer,Sim,Sim,Pequeno citadino,Branco,Automática,5,5,,18 Meses,Usados,13 500,8089119996,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-life-40-ID8Pr7Dm.html,Life 40,,,,Classe 1,,,,Sim,,Sim,,,,Mostrar VIN,,,,41 kWh,305 km,,,,,StandVirtual,Yes,2024-04-03
Profissional,Ford,Fiesta,Gasolina,Abril,2021,69 794 km,998 cm3,95 cv,,Sim,Sim,Citadino,Branco,Manual,5,5,115 g/km,18 Meses,Usados,14 980,8090787442,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-connected-ID8Py7pE.html,1.0 EcoBoost Connected,6,Nacional,Metalizado,Classe 1,Tracção dianteira,"108,32 €",Sim,Sim,Sim,,,5 l/100km,"3,60 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,VW,Golf,Gasolina,Novembro,2014,90 000 km,1 197 cm3,85 cv,,,,Utilitário,Branco,Manual,5,5,,18 Meses,Usados,14 999,8087927795,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-2-tsi-trendline-ID8Pm7uj.html,1.2 TSi Trendline,,,Metalizado,,,,Sim,Sim,Sim,,1,"5,90 l/100km",,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Fiat,Tipo Station Wagon,Diesel,Agosto,2018,145 000 km,1 598 cm3,120 cv,,,,Carrinha,Cinzento,Manual,5,5,98 g/km,18 Meses,Usados,13 950,8091450561,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-6-m-jet-lounge-jll17-ID8PATW7.html,1.6 M-Jet Lounge JLL17,6,Nacional,,Classe 1,Tracção dianteira,,,Sim,,,,"4,40 l/100km","3,30 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Nissan,Micra,Diesel,Março,2018,93 500 km,1 461 cm3,90 cv,,Sim,Sim,Citadino,Branco,Manual,5,5,92 g/km,18 Meses,Usados,13 990,8090303347,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-5-dci-n-connecta-lifestyle-s-s-ID8Pv5tF.html,1.5 DCi N-Connecta Lifestyle S/S,5,Nacional,Metalizado,Classe 1,Tracção dianteira,,,Sim,,,1,"3,80 l/100km","3,40 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,SEAT,Ibiza,Diesel,Julho,2014,155 000 km,1 199 cm3,75 cv,,Sim,Sim,Utilitário,Branco,Manual,5,5,99 g/km,18 Meses,Usados,10 500,8089918285,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-2-tdi-style-ID8PutiZ.html,1.2 TDi Style,5,Importado,Metalizado,Classe 1,Tracção dianteira,,,Sim,,,2,"4,60 l/100km","3,30 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Hyundai,i20,Diesel,Julho,2015,115 000 km,1 120 cm3,75 cv,,Sim,Sim,Citadino,Preto,Manual,5,5,103 g/km,18 Meses,Usados,9 990,8091532636,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i20-1-1-crdi-comfort-pack-look-jll16-ID8PBfgU.html,1.1 CRDi Comfort+Pack Look+JLL16,6,Nacional,Metalizado,Classe 1,Tracção dianteira,,,Sim,Sim,,1,"4,90 l/100km","3,40 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,SEAT,Ibiza,Gasolina,Maio,2015,83 000 km,1 198 cm3,70 cv,,Sim,Sim,Citadino,Cinzento,Manual,5,5,125 g/km,36 Meses,Usados,10 990,8091621759,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-2-12v-style-ID8PBCsn.html,1.2 12V Style,5,,Metalizado,Classe 1,Tracção dianteira,,,,,,,"7,10 l/100km","4,40 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,VW,Up!,Gasolina,Janeiro,2018,78 480 km,999 cm3,60 cv,,Sim,Sim,Citadino,Preto,Manual,5,4,,18 Meses,Usados,8 900,8087019331,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-up-1-0-bmt-take-ID8Pij9F.html,1.0 BMT Take,5,,Metalizado,,Tracção dianteira,,Sim,Sim,,,,"4,90 l/100km",,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Smart,ForFour,Eléctrico,Março,2018,45 000 km,,56 cv,Própria,,,Citadino,Preto,Automática,5,,,36 Meses,Usados,13 900,8091281276,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-forfour-eq-passion-edition-nightsky-ID8PAbSI.html,EQ passion edition nightsky,1,,,,Tracção traseira,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Nissan,Micra,Gasolina,Outubro,2019,59 873 km,898 cm3,90 cv,,,,Citadino,Cinzento,Manual,5,,104 g/km,18 Meses,Usados,14 749,8091137827,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-0-9-ig-t-n-connecta-skyline-s-s-ID8PzAz1.html,0.9 IG-T N-Connecta Skyline S/S,5,,,,Tracção dianteira,,Sim,Sim,Sim,,,"5,80 l/100km","3,90 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,VW,Polo,Gasolina,Março,2019,7 853 km,999 cm3,80 cv,,Sim,Sim,Utilitário,Cinzento,Manual,5,5,,18 Meses,Usados,13 400,8092181136,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-trendline-ID8PDXYA.html,1.0 Trendline,5,Nacional,Metalizado,Classe 1,,,,Sim,,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Fiat,500,Gasolina,Março,2022,53 792 km,999 cm3,70 cv,,,Sim,Citadino,Branco,Manual,3,4,106 g/km,36 Meses,Usados,14 990,8092107453,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8PDEO9.html,1.0 Hybrid Dolcevita,6,Nacional,Metalizado,,Tracção dianteira,,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,VW,Passat Variant,Diesel,Outubro,2016,212 708 km,1 598 cm3,120 cv,,Sim,Sim,Carrinha,Cinzento,Manual,5,5,107 g/km,18 Meses,Usados,12 990,8092083407,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-6-tdi-confortline-ID8PDyyj.html,1.6 TDI Confortline,6,Nacional,Metalizado,Classe 1,Tracção dianteira,,,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,B 180,Diesel,Agosto,2014,186 615 km,1 461 cm3,109 cv,,Sim,Sim,Monovolume,Cinzento,Automática,5,5,,18 Meses,Usados,14 950,8091728519,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-cdi-style-aut-ID8PC4ej.html,CDi Style Aut.,6,Importado,,Classe 1,Tracção dianteira,,,Sim,Sim,,2,,,,8 Agosto 2024,,,,,Classe B,,,,StandVirtual,Yes,2024-04-03
Profissional,Citroën,C4 Picasso,Diesel,Dezembro,2014,115 000 km,1 600 cm3,115 cv,,,Sim,Carrinha,Cinzento,Manual,5,5,,18 Meses,Usados,14 990,8092126870,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-picasso-ID8PDJRk.html,,6,Importado,Metalizado,,Tracção dianteira,150 €,Sim,Sim,Sim,,1,,,,24 Dezembro 2024,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Renault,Mégane Sport Tourer,Diesel,Abril,2018,150 000 km,1 461 cm3,110 cv,,Sim,,Carrinha,Cinzento,Manual,5,5,,18 Meses,Usados,14 750,8089314806,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-limited-ID8PrVjs.html,1.5 dCi Limited,,Importado,Metalizado,,,,Sim,Sim,Sim,,,"4,20 l/100km",,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Fiat,Panda,Gasolina,Janeiro,2014,160 000 km,1 242 cm3,69 cv,,Sim,Sim,Citadino,Azul,Manual,5,,120 g/km,18 Meses,Usados,5 950,8092026420,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-2-pop-ID8PDjJa.html,1.2 Pop,5,Nacional,Metalizado,Classe 1,Tracção dianteira,,Sim,Sim,Sim,,1,"6,40 l/100km",4 l/100km,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Fiat,500,Gasolina,Outubro,2021,52 662 km,999 cm3,70 cv,,Sim,Sim,Pequeno citadino,Branco,Manual,3,4,,18 Meses,Usados,12 190,8091013648,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-ID8Pz4g8.html,1.0 Hybrid,6,Importado,,,,,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Smart,Fortwo Cabrio,Eléctrico,Setembro,2018,33 776 km,,82 cv,Própria,Sim,Sim,Cabrio,Preto,Automática,2,2,,24 Meses,Usados,14 490,8090922076,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-cabrio-electric-drive-passion-ID8PyGra.html,Electric Drive Passion,1,Importado,Metalizado,Classe 1,Tracção traseira,,,Sim,Sim,Sim,1,,,Mostrar VIN,24 Setembro 2024,,,17 kWh,155 km,,155 km,,,StandVirtual,Yes,2024-04-03
Profissional,Renault,Clio,Diesel,Maio,2017,132 000 km,1 461 cm3,90 cv,,Sim,Sim,Utilitário,Branco,Manual,5,5,,18 Meses,Usados,13 500,8091922503,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-limited-edition-ID8PCSH5.html,1.5 dCi Limited EDition,5,Nacional,,Classe 1,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Fiat,Panda,Gasolina,Outubro,2021,50 437 km,999 cm3,70 cv,,,,Utilitário,Cinzento,Manual,5,4,,18 Meses,Usados,13 950,8090916714,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-0-hybrid-ID8PyF2G.html,1.0 Hybrid,6,Importado,,,Tracção dianteira,,,,,,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,308 SW,Diesel,Março,2019,141 000 km,1 499 cm3,102 cv,,,Sim,Carrinha,Cinzento,Manual,5,5,,18 Meses,Usados,14 900,8092035663,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-style-ID8PDm8f.html,1.5 BlueHDi Style,,Nacional,Metalizado,Classe 1,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
