Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Nº de portas,Garantia de Stand (incl. no preço),Registo(s),Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Consumo Combinado,Condição,Preco,ID Anuncio,Data Anuncio,Link,Tipo de cor,Número de Mudanças,Lotação,Classe do veículo,Tracção,Autonomia Máxima,Emissões CO2,Garantia de Fábrica até,ou até,Origem,VIN,Valor Fixo,IVA Discriminado,Inspecção válida até,IUC,Bateria,Sub-modelo,Autonomia,Consumo,Capacidade da bateria,Site,Portugal,Data
Profissional,BMW,X3,20 d xDrive Pack M,Diesel,Janeiro,2019,57 651 km,1 995 cm3,190 cv,Sim,SUV / TT,Azul,Automática,5,18 Meses,,Sim,,Sim,7 l/100km,5 l/100km,6 l/100km,Usados,43 950,8091937488,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-pack-m-ID8PCVAM.html,Metalizado,8,5,Classe 1,Integral,,,,,Nacional,Mostrar VIN,Sim,,8 Janeiro 2025,258 €,,Série X,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,X3,20 d xDrive Pack M Auto,Diesel,Outubro,2018,91 346 km,1 995 cm3,190 cv,Sim,SUV / TT,Preto,Automática,5,18 Meses,,Sim,,Sim,,,,Usados,42 850,8090906077,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-pack-m-auto-ID8PyCh7.html,,,5,,,,,,,Nacional,,,,,,,Série X,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,GLC 250,d Coupe 4Matic 9G-TRONIC AMG Line,Diesel,Dezembro,2018,139 000 km,2 143 cm3,204 cv,Sim,SUV / TT,Cinzento,Automática,5,18 Meses,1,Sim,Sim,Sim,"6,90 l/100km",,,Usados,43 990,8092020619,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-coupe-4matic-9g-tronic-amg-line-ID8PDidB.html,Metalizado,,,,,,,,,Nacional,,,,,,,Classe GLC,,,,StandVirtual,Yes,2024-03-12
Profissional,Land Rover,Range Rover Evoque,2.0 TD4 HSE Dynamic Auto,Diesel,Agosto,2018,72 768 km,1 999 cm3,180 cv,Sim,SUV / TT,Azul,Automática,5,18 Meses,,Sim,,Sim,,,,Usados,41 850,8090765641,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-td4-hse-dynamic-auto-ID8Py1K1.html,,,5,,,,,,,Nacional,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Particular,Mercedes-Benz,CLA 180,,Diesel,Novembro,2019,67 000 km,1 461 cm3,116 cv,,Coupé,Cinzento,Automática,5,,,,,,,,,Usados,30 500,8091937398,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-ID8PCVzk.html,Metalizado,,,,,,,,,,,,,,,,Classe CLA,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,X5,40e xDrive,Híbrido Plug-In,Junho,2018,80 000 km,1 997 cm3,313 cv,Sim,SUV / TT,Branco,Automática,5,18 Meses,,Sim,Sim,Sim,,,,Usados,41 750,8091843210,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x5-40e-xdrive-ID8PCy4a.html,,,5,,,,,,,Nacional,,Sim,Sim,,"221,37 €",,Série X,,,,StandVirtual,Yes,2024-03-12
Profissional,Nissan,Qashqai,1.5 e-Power N-Connecta,Híbrido (Gasolina),Abril,2023,7 307 km,1 497 cm3,190 cv,Sim,SUV / TT,Azul,Automática,5,36 Meses,,,,,,,"5,30 l/100km",Usados,37 890,8091877175,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-e-power-n-connecta-ID8PCGTZ.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,320,e Touring Auto,Híbrido Plug-In,Fevereiro,2023,21 655 km,1 998 cm3,204 cv,Sim,Carrinha,Cinzento,Automática,5,36 Meses,,,,,,,"1,40 l/100km",Usados,44 900,8091877184,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-e-touring-auto-ID8PCGU8.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,Série 3,,,,StandVirtual,Yes,2024-03-12
Profissional,Nissan,Qashqai,1.3 DIG-T N-Connecta,Gasolina,Fevereiro,2024,1 100 km,1 332 cm3,140 cv,Sim,SUV / TT,Outra,Manual,5,36 Meses,,,,,,,"6,40 l/100km",Usados,34 690,8092020611,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-n-connecta-ID8PDidt.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Nissan,Qashqai,1.3 DIG-T N-Connecta,Gasolina,Fevereiro,2024,1 050 km,1 332 cm3,140 cv,Sim,SUV / TT,Outra,Manual,5,36 Meses,,,,,,,"6,40 l/100km",Usados,34 690,8092020612,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-n-connecta-ID8PDidu.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,MINI,Cooper,Auto.,Gasolina,Março,2023,7 061 km,1 499 cm3,136 cv,Sim,Cabrio,Azul,Automática,3,24 Meses,,Sim,Sim,Sim,6 l/100km,,,Usados,35 500,8091676616,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-auto-ID8PBQJa.html,Metalizado,,4,Classe 1,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,330,e Line Sport Auto,Híbrido Plug-In,Janeiro,2020,53 769 km,1 998 cm3,293 cv,Sim,Sedan,Cinzento,Automática,4,24 Meses,,Sim,Sim,Sim,,,,Usados,35 990,8089831954,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-330-e-line-sport-auto-ID8Pu6Qy.html,Metalizado,,5,Classe 1,,,,,,,,,,,,,Série 3,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,C 300,de Avantgarde,Híbrido (Diesel),Dezembro,2020,68 966 km,1 993 cm3,313 cv,Sim,Carrinha,Preto,Automática,5,18 Meses,1,Sim,Sim,Sim,,,3 l/100km,Usados,34 900,8091752363,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-avantgarde-ID8PCaqT.html,Metalizado,,5,Classe 1,Tracção dianteira,,,,,Importado,,Sim,Sim,1 Dezembro 2024,,,Classe C,,,,StandVirtual,Yes,2024-03-12
Particular,BMW,740,d Pack M,Diesel,Agosto,2014,180 000 km,2 993 cm3,313 cv,,Sedan,Preto,Automática,4,,2,Sim,Sim,Sim,"6,90 l/100km",,,Usados,34 900,8091442503,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-740-d-pack-m-ID8PARP9.html,Metalizado,8,5,Classe 1,Tracção traseira,,,,,Nacional,,,,,,,Série 7,,,,StandVirtual,Yes,2024-03-12
Profissional,Volvo,V60,2.0 D4 Momentum Geartronic,Diesel,Abril,2020,73 000 km,1 969 cm3,190 cv,Sim,Carrinha,Cinzento,Automática,5,18 Meses,1,Sim,Sim,Sim,"5,50 l/100km",4 l/100km,,Usados,34 980,8090058546,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d4-momentum-geartronic-ID8Pw3Ng.html,Metalizado,8,5,Classe 1,Tracção dianteira,1 000 km,145 g/km,,,Nacional,Mostrar VIN,Sim,,1 Abril 2024,224 €,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,318,d Pack M Auto,Diesel,Maio,2019,51 000 km,1 995 cm3,150 cv,Sim,Sedan,Branco,Automática,4,18 Meses,,Sim,Sim,Sim,,,,Usados,35 500,8091876755,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-318-d-pack-m-auto-ID8PCGNd.html,,8,5,Classe 1,,,,,,,Mostrar VIN,Sim,,,,,Série 3,,,,StandVirtual,Yes,2024-03-12
Profissional,VW,Touran,2.0 TDI Confortline,Diesel,Fevereiro,2024,8 km,1 968 cm3,122 cv,Sim,Monovolume,Prateado,Manual,5,36 Meses,,,,,,,"5,10 l/100km",Usados,39 990,8092020598,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-touran-2-0-tdi-confortline-ID8PDidg.html,,,7,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,VW,Golf,2.0 TDI Life,Diesel,Fevereiro,2024,250 km,1 968 cm3,115 cv,Sim,Utilitário,Preto,Manual,5,36 Meses,,,,,,,"3,50 l/100km",Usados,35 990,8092020594,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tdi-life-ID8PDidc.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,VW,Golf Variant,1.5 eTSI Life DSG,Gasolina,Fevereiro,2024,8 km,1 498 cm3,130 cv,Sim,Carrinha,Cinzento,Automática,5,36 Meses,,,,,,,"5,40 l/100km",Usados,32 990,8092020592,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-5-etsi-life-dsg-ID8PDida.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,X3,20 d xDrive Pack M Auto,Diesel,Julho,2018,67 000 km,1 995 cm3,190 cv,Sim,SUV / TT,Cinzento,Automática,5,18 Meses,1,Sim,Sim,Sim,4 l/100km,3 l/100km,5 l/100km,Usados,41 950,8090703866,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-pack-m-auto-ID8PxLFE.html,Metalizado,8,5,Classe 1,Integral,,132 g/km,,,Nacional,,Sim,,24 Julho 2024,239 €,,Série X,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,A 250,e Style Plus,Híbrido Plug-In,Janeiro,2022,21 000 km,1 332 cm3,218 cv,Sim,Utilitário,Preto,Automática,5,18 Meses,,Sim,Sim,Sim,,,14 l/100km,Usados,35 950,8090293715,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-style-plus-ID8Pv2Yj.html,,8,5,Classe 1,Tracção dianteira,,32 g/km,,,Nacional,,Sim,,,,,Classe A,,,,StandVirtual,Yes,2024-03-12
Profissional,Audi,Q5,2.0 TDI S-line,Diesel,Maio,2018,80 000 km,1 968 cm3,150 cv,Sim,SUV / TT,Preto,Manual,5,18 Meses,1,Sim,Sim,Sim,"5,30 l/100km",,,Usados,36 990,8089999798,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-q5-2-0-tdi-s-line-ID8PuOwI.html,Metalizado,6,5,Classe 1,Tracção dianteira,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,308,1.5 BlueHDi Allure EAT8,Diesel,Julho,2023,15 500 km,1 499 cm3,130 cv,Sim,Carrinha,Cinzento,Automática,5,36 Meses,,,,,,,"4,60 l/100km",Usados,32 490,8091877169,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-allure-eat8-ID8PCGTT.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Tesla,Model 3,Performance Dual Motor AWD,Eléctrico,Novembro,2022,9 317 km,,513 cv,Sim,Utilitário,Preto,Automática,4,18 Meses,,,,,,,,Usados,39 899,8091877158,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-3-performance-dual-motor-awd-ID8PCGTI.html,Metalizado,,5,,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Citroën,C5 Aircross,1.2 Hybrid C-Series e-DSC6,Híbrido (Gasolina),Dezembro,2022,24 472 km,1 199 cm3,136 cv,Sim,SUV / TT,Branco,Automática,5,36 Meses,,,,,,,"1,40 l/100km",Usados,37 990,8091877166,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-2-hybrid-c-series-e-dsc6-ID8PCGTQ.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Audi,A4 Avant,30 TDI Advanced S tronic,Diesel,Fevereiro,2022,72 500 km,1 968 cm3,136 cv,Sim,Carrinha,Cinzento,Automática,5,18 Meses,,,,,"4,90 l/100km","3,70 l/100km","4,80 l/100km",Usados,33 890,8091628928,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-30-tdi-advanced-s-tronic-ID8PBEk0.html,,,5,,,,,,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure Pack EAT8,Diesel,Setembro,2023,9 500 km,1 499 cm3,130 cv,Sim,Carrinha,Cinzento,Automática,5,36 Meses,,,,,,,"4,60 l/100km",Usados,32 990,8091877171,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-pack-eat8-ID8PCGTW.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,5008,1.5 BlueHDi Allure EAT8,Diesel,Maio,2021,131 000 km,1 499 cm3,130 cv,Sim,SUV / TT,Preto,Automática,5,18 Meses,1,Sim,Sim,Sim,"4,50 l/100km","3,80 l/100km",,Usados,32 900,8091249879,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-eat8-ID8PA3Ij.html,Metalizado,8,7,Classe 1,Tracção dianteira,,140 g/km,,,Importado,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Audi,Q5,2.0 TDI quattro Design S-tronic,Diesel,Julho,2018,114 000 km,1 968 cm3,190 cv,Sim,SUV / TT,Cinzento,Automática,5,18 Meses,,Sim,Sim,Sim,"5,40 l/100km","4,80 l/100km",,Usados,39 900,8091384770,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-q5-2-0-tdi-quattro-design-s-tronic-ID8PACNY.html,Metalizado,7,5,Classe 1,Integral,,,,,Importado,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,5008,1.5 BlueHDi Allure EAT8,Diesel,Janeiro,2023,6 624 km,1 499 cm3,130 cv,Sim,SUV / TT,Cinzento,Automática,5,18 Meses,,,,,"4,50 l/100km","3,80 l/100km",,Usados,40 900,8091192802,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-eat8-ID8PzORI.html,,8,,,Tracção dianteira,,140 g/km,,,Nacional,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Audi,Q5,2.0 TDI quattro Design S-tronic,Diesel,Julho,2018,114 000 km,1 968 cm3,190 cv,Sim,SUV / TT,Cinzento,Automática,5,18 Meses,,Sim,Sim,Sim,"5,40 l/100km","4,80 l/100km",,Usados,39 900,8091384770,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-q5-2-0-tdi-quattro-design-s-tronic-ID8PACNY.html,Metalizado,7,5,Classe 1,Integral,,,,,Importado,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,5008,1.5 BlueHDi Allure EAT8,Diesel,Janeiro,2023,6 624 km,1 499 cm3,130 cv,Sim,SUV / TT,Cinzento,Automática,5,18 Meses,,,,,"4,50 l/100km","3,80 l/100km",,Usados,40 900,8091192802,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-eat8-ID8PzORI.html,,8,,,Tracção dianteira,,140 g/km,,,Nacional,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Kia,ProCeed,1.6 CRDi GT Line 7DCT,Diesel,Dezembro,2021,32 409 km,1 598 cm3,136 cv,,Carrinha,Cinzento,Automática,5,18 Meses,,,,,"4,60 l/100km","4,10 l/100km",,Usados,30 900,8091192654,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-proceed-1-6-crdi-gt-line-7dct-ID8PzOPk.html,,7,,,Tracção dianteira,,139 g/km,,,Nacional,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Maio,2020,150 000 km,1 950 cm3,194 cv,Sim,Carrinha,Preto,Automática,5,18 Meses,,,,,,,,Usados,31 000,8091601292,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8PBx8g.html,,9,,,Tracção traseira,,148 g/km,,,,,,,,,,Classe C,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,E 350,BlueTEC Auto,Diesel,Novembro,2015,67 000 km,2 987 cm3,258 cv,Sim,Cabrio,Azul,Automática,2,18 Meses,1,Sim,Sim,Sim,"6,20 l/100km","4,70 l/100km",,Usados,37 900,8090667186,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-350-bluetec-auto-ID8PxC82.html,Metalizado,9,4,,Tracção traseira,,139 g/km,,,Nacional,,Sim,,,,,Classe E,,,,StandVirtual,Yes,2024-03-12
Profissional,Volvo,V60,2.0 D4 Inscription Geartronic,Diesel,Fevereiro,2020,86 500 km,1 969 cm3,190 cv,Sim,Carrinha,Cinzento,Automática,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,34 500,8091876994,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d4-inscription-geartronic-ID8PCGR4.html,Metalizado,,5,Classe 1,Tracção dianteira,,,,,Nacional,,Sim,,27 Fevereiro 2026,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,GLC 200,d,Diesel,Novembro,2019,78 891 km,1 950 cm3,163 cv,Sim,SUV / TT,Cinzento,Automática,5,18 Meses,,,,Sim,,,,Usados,40 750,8091957115,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-200-d-ID8PD1Hl.html,,,5,Classe 1,,,,,,Nacional,,Sim,,,,,Classe GLC,,,,StandVirtual,Yes,2024-03-12
Profissional,VW,Golf,GTI TCR 2.0 TSI OPF DSG,Gasolina,Novembro,2020,89 397 km,1 984 cm3,290 cv,Sim,Utilitário,Cinzento,Automática,5,36 Meses,1,Sim,Sim,,,,,Usados,35 700,8090689036,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-gti-tcr-2-0-tsi-opf-dsg-ID8PxHOs.html,Metalizado,,5,Classe 1,,,,,,Importado,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,320,e Touring Corporate Edition Auto,Híbrido Plug-In,Janeiro,2022,32 000 km,1 998 cm3,204 cv,Sim,Carrinha,Azul,Automática,5,18 Meses,,,,Sim,,,,Usados,39 950,8091578246,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-e-touring-corporate-edition-auto-ID8PBr8y.html,Metalizado,8,5,Classe 1,Tracção traseira,,,,,Nacional,,Sim,,,,,Série 3,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,320,d Touring xDrive Pack M Auto,Diesel,Outubro,2019,120 114 km,1 995 cm3,190 cv,Sim,Carrinha,Preto,Automática,5,18 Meses,,Sim,,Sim,,,,Usados,36 900,8091867537,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-xdrive-pack-m-auto-ID8PCEox.html,,8,5,Classe 1,,,,,,Importado,Mostrar VIN,,,,,,Série 3,,,,StandVirtual,Yes,2024-03-12
Profissional,Volvo,XC 60,2.0 D4 Inscription Geartronic,Diesel,Outubro,2019,64 000 km,1 969 cm3,190 cv,Sim,SUV / TT,Cinzento,Automática,5,18 Meses,1,Sim,Sim,Sim,5 l/100km,4 l/100km,5 l/100km,Usados,37 950,8091833920,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-inscription-geartronic-ID8PCwEk.html,Metalizado,8,5,Classe 1,Tracção dianteira,,133 g/km,,,Nacional,,Sim,,18 Outubro 2025,241 €,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Janeiro,2020,181 158 km,1 461 cm3,116 cv,Sim,Carrinha,Branco,Automática,5,18 Meses,,,Sim,,,,,Usados,31 990,8092020578,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PDicV.html,Metalizado,,5,Classe 1,,,,,,,,Sim,,,,,Classe CLA,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,CLA 180,d 8G-DCT AMG Line,Diesel,Abril,2021,66 000 km,1 950 cm3,116 cv,Sim,Coupé,Cinzento,Automática,4,18 Meses,,,,Sim,,,,Usados,37 950,8091851705,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-8g-dct-amg-line-ID8PCAhb.html,Metalizado,8,5,Classe 1,Tracção dianteira,,,,,Nacional,,Sim,,,,,Classe CLA,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,C 220,d Coupe AMG Line,Diesel,Junho,2017,63 590 km,2 143 cm3,170 cv,Sim,Coupé,Preto,Manual,2,18 Meses,,Sim,,Sim,,,,Usados,34 500,8090700798,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-coupe-amg-line-ID8PxKSa.html,,6,4,Classe 1,,,,,,Importado,Mostrar VIN,,,,,,Classe C,,,,StandVirtual,Yes,2024-03-12
Profissional,DS,DS4,E-Tense Performance Line EAT8,Híbrido (Gasolina),Março,2022,15 000 km,1 598 cm3,225 cv,Sim,SUV / TT,Cinzento,Automática,5,36 Meses,,Sim,Sim,Sim,,,,Usados,34 990,8091936899,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ds-ds4-e-tense-performance-line-eat8-ID8PCVrh.html,Metalizado,8,5,Classe 1,,,,31 Março 2025,,Nacional,Mostrar VIN,Sim,Sim,,148 €,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,E 220,d AMG Line,Diesel,Maio,2017,183 164 km,1 950 cm3,194 cv,Sim,Carrinha,Cinzento,Automática,5,18 Meses,,Sim,Sim,Sim,,,,Usados,31 900,8091555099,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8PBl7d.html,Metalizado,9,5,Classe 1,,,,,,,,Sim,,,,,Classe E,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,GLB 180,d 8G-DCT Progressive,Diesel,Junho,2021,38 000 km,1 950 cm3,116 cv,,SUV / TT,Cinzento,Automática,5,18 Meses,,Sim,Sim,Sim,,,,Usados,44 900,8091936694,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glb-180-d-8g-dct-progressive-ID8PCVnY.html,Metalizado,8,5,Classe 1,Tracção dianteira,,146 g/km,,,Importado,Mostrar VIN,,,,"278,85 €",,Classe GLB,,,,StandVirtual,Yes,2024-03-12
Profissional,Volvo,XC 40,1.5 T5 PHEV R-Design,Híbrido Plug-In,Setembro,2020,72 403 km,1 477 cm3,262 cv,Sim,SUV / TT,Preto,Automática,5,18 Meses,,,,Sim,,,,Usados,37 950,8090798064,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-1-5-t5-phev-r-design-ID8PyaaY.html,,7,5,Classe 1,,,,,,Importado,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-12
Particular,Mercedes-Benz,C 200,d Station 9G-TRONIC,Diesel,Julho,2020,88 147 km,1 597 cm3,160 cv,,Carrinha,Cinzento,Automática,5,,2,Sim,Sim,Sim,5 l/100km,"3,70 l/100km",,Usados,34 500,8091922823,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-station-9g-tronic-ID8PCSMf.html,Metalizado,9,5,Classe 1,Tracção traseira,,135 g/km,13 Julho 2024,,Importado,Mostrar VIN,,,13 Julho 2024,"158,29 €",,Classe C,,,,StandVirtual,Yes,2024-03-12
Profissional,Volvo,XC 40,1.5 T5 PHEV R-Design,Híbrido Plug-In,Novembro,2020,45 272 km,1 477 cm3,262 cv,Sim,SUV / TT,Branco,Automática,5,18 Meses,,,,,,,,Usados,39 950,8090864036,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-1-5-t5-phev-r-design-ID8Pyrl2.html,,7,5,Classe 1,,,,,,Importado,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Mégane E-Tech,EV60 Techno Optimum Charge,Eléctrico,Abril,2022,12 000 km,,218 cv,,Citadino,Azul,Automática,5,18 Meses,,,,,,,,Usados,35 990,8091628913,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-e-tech-ev60-techno-optimum-charge-ID8PBEjL.html,,,,,,,,,,Nacional,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,3008,1.2 PureTech Active Pack,Gasolina,Janeiro,2023,13 898 km,1 199 cm3,130 cv,,Carrinha,Cinzento,Manual,5,18 Meses,,,,,,,,Usados,30 990,8091628893,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-2-puretech-active-pack-ID8PBEjr.html,,,,,,,,,,Nacional,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Volvo,V60,2.0 B4 R-Design Geartronic,Diesel,Maio,2022,21 658 km,1 969 cm3,197 cv,,Carrinha,Preto,Automática,5,18 Meses,,,,,,,,Usados,41 900,8091628910,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-b4-r-design-geartronic-ID8PBEjI.html,,,,,,,,,,Nacional,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,GLB 180,d Progressive,Diesel,Setembro,2021,101 177 km,1 950 cm3,116 cv,Sim,SUV / TT,Preto,Automática,5,18 Meses,,Sim,Sim,Sim,,,,Usados,41 800,8091146733,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glb-180-d-progressive-ID8PzCSF.html,Metalizado,8,7,Classe 1,Tracção dianteira,,146 g/km,,,Nacional,Mostrar VIN,Sim,,,"235,26 €",,Classe GLB,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Abril,2021,95 000 km,1 496 cm3,116 cv,,Sedan,Cinzento,Automática,4,24 Meses,,,Sim,Sim,,,,Usados,32 946,8091214858,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8PzUBs.html,Metalizado,7,,Classe 1,Tracção dianteira,,124 g/km,,,,,,,,,,Série 2,,,,StandVirtual,Yes,2024-03-12
