Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Nº de portas,Garantia de Stand (incl. no preço),Registo(s),Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Consumo Combinado,Condição,Preco,ID Anuncio,Data Anuncio,Link,Tipo de cor,Número de Mudanças,Lotação,Classe do veículo,Tracção,Autonomia Máxima,Emissões CO2,Garantia de Fábrica até,ou até,Origem,VIN,Valor Fixo,IVA Discriminado,Inspecção válida até,IUC,Bateria,Sub-modelo,Autonomia,Consumo,Capacidade da bateria,Site,Portugal,Data
Profissional,Hyundai,Ioniq,,Eléctrico,Abril,2019,50 656 km,,136 cv,Sim,Sedan,Preto,Automática,5,18 Meses,,Sim,,Sim,,,,Usados,19 950,8089879136,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-ioniq-ID8Puj7y.html,,6,5,Classe 1,Tracção dianteira,,,,,Importado,,Sim,,1 Abril 2025,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,MINI,Cabrio,Cooper S,Gasolina,Julho,2015,59 322 km,1 598 cm3,184 cv,Sim,Cabrio,Branco,Manual,3,18 Meses,,Sim,Sim,Sim,,,"5,10 l/100km",Usados,22 900,8089127063,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-s-ID8Pr9tl.html,,6,4,Classe 1,Tracção dianteira,,,,,,,Sim,,1 Julho 2024,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,5008,1.5 BlueHDi Active Pack EAT8,Diesel,Janeiro,2019,162 000 km,1 499 cm3,130 cv,,SUV / TT,Azul,Automática,5,18 Meses,,,Sim,Sim,"4,50 l/100km","3,80 l/100km",,Usados,22 500,8092020663,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-active-pack-eat8-ID8PDiej.html,Metalizado,8,7,,Tracção dianteira,,146 g/km,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Nissan,Qashqai,1.2 DIG-T N-Connecta,Gasolina,Outubro,2018,49 540 km,1 197 cm3,115 cv,Sim,SUV / TT,Branco,Manual,5,18 Meses,1,Sim,Sim,Sim,,,5 l/100km,Usados,18 900,8091816616,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-2-dig-t-n-connecta-ID8PCr9e.html,,6,5,Classe 1,Tracção dianteira,,,,,,,Sim,,10 Outubro 2024,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,MINI,Countryman,Cooper D,Diesel,Março,2019,68 000 km,1 995 cm3,150 cv,Sim,SUV / TT,Cinzento,Manual,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,28 850,8092020660,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-d-ID8PDieg.html,Metalizado,6,5,Classe 1,Tracção dianteira,,,,,Nacional,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Toyota,Corolla Touring Sports,1.8 Hybrid Comfort+P.Sport,Híbrido (Gasolina),Agosto,2019,140 000 km,1 798 cm3,122 cv,Sim,Carrinha,Branco,Automática,5,18 Meses,,,,,,,,Usados,19 500,8091824932,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-corolla-touring-sports-1-8-hybrid-comfort-p-sport-ID8PCtjm.html,,,5,,Tracção dianteira,,,,,Nacional,,,,19 Agosto 2025,,,,,,,StandVirtual,Yes,2024-03-12
Particular,Jaguar,XE,2.0 D Prestige,Diesel,Abril,2016,63 600 km,1 999 cm3,180 cv,,Sedan,Verde,Manual,4,,1,,Sim,Sim,,,,Usados,21 850,8091649495,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/jaguar-xe-2-0-d-prestige-ID8PBJFJ.html,Metalizado,6,5,,Tracção traseira,,160 g/km,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Hyundai,Ioniq,,Eléctrico,Abril,2019,50 656 km,,136 cv,Sim,Sedan,Preto,Automática,5,18 Meses,,Sim,,Sim,,,,Usados,19 950,8089879136,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-ioniq-ID8Puj7y.html,,6,5,Classe 1,Tracção dianteira,,,,,Importado,,Sim,,1 Abril 2025,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,MINI,Cabrio,Cooper S,Gasolina,Julho,2015,59 322 km,1 598 cm3,184 cv,Sim,Cabrio,Branco,Manual,3,18 Meses,,Sim,Sim,Sim,,,"5,10 l/100km",Usados,22 900,8089127063,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-s-ID8Pr9tl.html,,6,4,Classe 1,Tracção dianteira,,,,,,,Sim,,1 Julho 2024,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,5008,1.5 BlueHDi Active Pack EAT8,Diesel,Janeiro,2019,162 000 km,1 499 cm3,130 cv,,SUV / TT,Azul,Automática,5,18 Meses,,,Sim,Sim,"4,50 l/100km","3,80 l/100km",,Usados,22 500,8092020663,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-active-pack-eat8-ID8PDiej.html,Metalizado,8,7,,Tracção dianteira,,146 g/km,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Nissan,Qashqai,1.2 DIG-T N-Connecta,Gasolina,Outubro,2018,49 540 km,1 197 cm3,115 cv,Sim,SUV / TT,Branco,Manual,5,18 Meses,1,Sim,Sim,Sim,,,5 l/100km,Usados,18 900,8091816616,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-2-dig-t-n-connecta-ID8PCr9e.html,,6,5,Classe 1,Tracção dianteira,,,,,,,Sim,,10 Outubro 2024,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,MINI,Countryman,Cooper D,Diesel,Março,2019,68 000 km,1 995 cm3,150 cv,Sim,SUV / TT,Cinzento,Manual,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,28 850,8092020660,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-d-ID8PDieg.html,Metalizado,6,5,Classe 1,Tracção dianteira,,,,,Nacional,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Toyota,Corolla Touring Sports,1.8 Hybrid Comfort+P.Sport,Híbrido (Gasolina),Agosto,2019,140 000 km,1 798 cm3,122 cv,Sim,Carrinha,Branco,Automática,5,18 Meses,,,,,,,,Usados,19 500,8091824932,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-corolla-touring-sports-1-8-hybrid-comfort-p-sport-ID8PCtjm.html,,,5,,Tracção dianteira,,,,,Nacional,,,,19 Agosto 2025,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Nissan,Navara,,Diesel,Julho,2014,224 123 km,2 488 cm3,190 cv,Sim,SUV / TT,Preto,Automática,5,36 Meses,,,,,,,,Usados,19 950,8092020657,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-navara-ID8PDied.html,Metalizado,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Particular,Volvo,V40,,Diesel,Fevereiro,2018,62 000 km,1 969 cm3,120 cv,,Citadino,Preto,Automática,5,,,,,,,,,Usados,17 500,8091683999,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v40-ID8PBSEf.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Particular,BMW,420,d xDrive Pack M Auto,Diesel,Maio,2014,149 380 km,1 995 cm3,184 cv,,Coupé,Preto,Automática,2,,2,Sim,Sim,Sim,"5,80 l/100km",,,Usados,25 990,8091919980,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-d-xdrive-pack-m-auto-ID8PCS2o.html,Metalizado,8,4,Classe 1,Integral,,,,,Importado,,,,,240 €,,Série 4,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,308 SW,1.5 BlueHDi GT Line,Diesel,Novembro,2018,153 649 km,1 499 cm3,130 cv,Sim,Carrinha,Prateado,Manual,5,18 Meses,,,,Sim,,,,Usados,16 900,8091665439,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-gt-line-ID8PBNOT.html,Metalizado,6,5,Classe 1,,,,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,116,d Aut. Sport Line,Diesel,Maio,2016,146 000 km,1 496 cm3,116 cv,Sim,Utilitário,Cinzento,Automática,5,18 Meses,,,Sim,Sim,,,,Usados,17 950,8091886066,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-aut-sport-line-ID8PCJdo.html,Metalizado,8,5,Classe 1,Tracção traseira,,,,,Nacional,Mostrar VIN,,,31 Maio 2024,,,Série 1,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi GT Line,Diesel,Dezembro,2019,137 326 km,1 461 cm3,115 cv,Sim,Carrinha,Preto,Manual,5,18 Meses,,,,Sim,,,,Usados,18 900,8091665426,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-gt-line-ID8PBNOG.html,Metalizado,6,5,Classe 1,,,,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,116,d Corporate Edition,Diesel,Junho,2020,146 000 km,1 496 cm3,116 cv,Sim,Utilitário,Cinzento,Manual,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,19 750,8091886012,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-corporate-edition-ID8PCJcv.html,,6,5,,Tracção dianteira,,,,,Nacional,Mostrar VIN,Sim,,,,,Série 1,,,,StandVirtual,Yes,2024-03-12
Particular,VW,Golf Variant,1.6 TDi Confortline,Diesel,Agosto,2018,99 000 km,1 598 cm3,115 cv,,Carrinha,Cinzento,Manual,5,,,,Sim,Sim,"4,70 l/100km","3,80 l/100km",,Usados,17 490,8091989253,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-confortline-ID8PDa3H.html,,5,5,,,,,,,Nacional,,Sim,,27 Agosto 2024,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,VW,Golf Variant,1.6 TDi Highline,Diesel,Novembro,2017,121 968 km,1 598 cm3,115 cv,Sim,Carrinha,Cinzento,Manual,5,18 Meses,,,,Sim,,,,Usados,16 900,8091665414,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-highline-ID8PBNOu.html,Metalizado,5,5,Classe 1,,,,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,MINI,John Cooper Works,Plus,Gasolina,Maio,2017,110 911 km,1 998 cm3,231 cv,Sim,Citadino,Verde,Manual,3,18 Meses,1,Sim,Sim,Sim,,,,Usados,24 950,8091877220,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-plus-ID8PCGUI.html,,6,4,Classe 1,Tracção dianteira,,,,,,Mostrar VIN,,,30 Maio 2025,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,VW,Golf,2.0 TSi GTi DSG,Gasolina,Abril,2015,99 657 km,1 984 cm3,220 cv,Sim,Utilitário,Branco,Automática,5,18 Meses,,,,,,,,Usados,26 990,8089846163,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-dsg-ID8PuaxJ.html,,6,5,,,,,,,Importado,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,2008,1.2 PureTech Allure EAT6,Gasolina,Fevereiro,2019,49 000 km,1 199 cm3,110 cv,,SUV / TT,Vermelho,Automática,5,18 Meses,,Sim,Sim,Sim,"6,60 l/100km",5 l/100km,,Usados,15 990,8092020653,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-eat6-ID8PDie9.html,Metalizado,6,5,,Tracção dianteira,,154 g/km,,,Nacional,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Cupra,Leon ST,1.4 e-Hybrid VZ DSG,Híbrido Plug-In,Junho,2021,24 400 km,1 395 cm3,245 cv,Sim,Carrinha,Cinzento,Automática,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,29 990,8091938831,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-leon-st-1-4-e-hybrid-vz-dsg-ID8PCVVr.html,Metalizado,6,5,Classe 1,Tracção dianteira,,,29 Junho 2029,160 000 km,Importado,,Sim,Sim,29 Junho 2025,,,,58 km,"15,50 kWh/100km",,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Junho,2018,125 552 km,1 461 cm3,116 cv,Sim,Utilitário,Vermelho,Automática,5,18 Meses,,,,Sim,,,,Usados,26 990,8091173985,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PzJYd.html,,7,5,Classe 1,,,,,,Nacional,,Sim,,,,,Classe A,,,,StandVirtual,Yes,2024-03-12
Profissional,Ford,Transit Custom,270L1 2.0 H1-T.B.Trend,Diesel,Abril,2018,171 625 km,1 997 cm3,130 cv,Sim,Monovolume,Preto,Manual,5,18 Meses,1,,,Sim,,,,Usados,29 990,8089995080,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-transit-custom-270l1-2-0-h1-t-b-trend-ID8PuNhC.html,,,9,,,,,,,Nacional,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Citroën,C4,1.5 BlueHDi Feel Pack,Diesel,Junho,2023,30 900 km,1 499 cm3,110 cv,Sim,Utilitário,Cinzento,Manual,5,36 Meses,,,,,,,"4,40 l/100km",Usados,23 490,8091561039,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-1-5-bluehdi-feel-pack-ID8PBmF1.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Hyundai,Kauai,1.0 T-GDi Premium,Gasolina,Novembro,2022,15 141 km,998 cm3,120 cv,Sim,SUV / TT,Preto,Manual,5,67 Meses,,,,,,,6 l/100km,Usados,22 150,8091140050,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-1-0-t-gdi-premium-ID8PzB8S.html,,,5,,,,,9 Novembro 2029,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,116,d Advantage,Diesel,Fevereiro,2020,62 900 km,1 496 cm3,116 cv,Sim,Utilitário,Preto,Manual,5,36 Meses,,,,,"4,50 l/100km","3,50 l/100km","3,80 l/100km",Usados,28 500,8091422811,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-ID8PAMHx.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,Série 1,,,,StandVirtual,Yes,2024-03-12
Profissional,VW,Polo,1.0 TSI Life,Gasolina,Julho,2022,34 000 km,999 cm3,95 cv,Sim,Utilitário,Azul,Manual,5,36 Meses,,,,,,,"5,20 l/100km",Usados,18 400,8091385023,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-tsi-life-ID8PACS3.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Nissan,Qashqai,1.5 dCi N-Connecta,Diesel,Outubro,2018,109 237 km,1 461 cm3,110 cv,Sim,SUV / TT,Branco,Manual,5,18 Meses,,Sim,Sim,Sim,,,,Usados,19 950,8091624391,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-n-connecta-ID8PBD8P.html,,6,5,Classe 1,,,,,,Nacional,,,Sim,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Clio,1.0 TCe Techno Bi-Fuel,GPL,Março,2021,87 297 km,999 cm3,100 cv,Sim,Utilitário,Cinzento,Manual,5,18 Meses,1,,Sim,Sim,,,,Usados,17 990,8091183084,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-techno-bi-fuel-ID8PzMkY.html,,,5,,,,111 g/km,,,Importado,,,,,111 €,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi Intens EDC,Diesel,Outubro,2020,78 348 km,1 461 cm3,115 cv,Sim,Carrinha,Outra,Automática,5,18 Meses,1,,Sim,Sim,,,,Usados,22 690,8091259344,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-intens-edc-ID8PA6aY.html,Metalizado,7,5,Classe 1,Tracção dianteira,,108 g/km,,,Nacional,,,,20 Outubro 2024,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Captur,1.3 TCe Intens EDC,Gasolina,Setembro,2021,84 693 km,1 332 cm3,140 cv,,SUV / TT,Cinzento,Automática,5,18 Meses,1,,,Sim,,,,Usados,23 990,8091265949,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-3-tce-intens-edc-ID8PA7Tw.html,,,5,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,208,1.2 PureTech Allure,Gasolina,Fevereiro,2022,48 601 km,1 199 cm3,101 cv,Sim,Utilitário,Branco,Manual,5,36 Meses,,,,,,,"5,20 l/100km",Usados,19 490,8091233693,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-allure-ID8PzZwf.html,,,5,,,,,1 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,118,i Corporate Edition Auto,Gasolina,Dezembro,2020,49 800 km,1 499 cm3,140 cv,Sim,Utilitário,Preto,Automática,5,36 Meses,,,,,7 l/100km,"4,30 l/100km","5,30 l/100km",Usados,28 900,8091422805,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-118-i-corporate-edition-auto-ID8PAMHr.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,Série 1,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Clio,1.0 TCe Techno Bi-Fuel,GPL,Março,2021,87 297 km,999 cm3,100 cv,Sim,Utilitário,Cinzento,Manual,5,18 Meses,1,,Sim,Sim,,,,Usados,17 990,8091183084,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-techno-bi-fuel-ID8PzMkY.html,,,5,,,,111 g/km,,,Importado,,,,,111 €,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi Intens EDC,Diesel,Outubro,2020,78 348 km,1 461 cm3,115 cv,Sim,Carrinha,Outra,Automática,5,18 Meses,1,,Sim,Sim,,,,Usados,22 690,8091259344,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-intens-edc-ID8PA6aY.html,Metalizado,7,5,Classe 1,Tracção dianteira,,108 g/km,,,Nacional,,,,20 Outubro 2024,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Captur,1.3 TCe Intens EDC,Gasolina,Setembro,2021,84 693 km,1 332 cm3,140 cv,,SUV / TT,Cinzento,Automática,5,18 Meses,1,,,Sim,,,,Usados,23 990,8091265949,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-3-tce-intens-edc-ID8PA7Tw.html,,,5,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,208,1.2 PureTech Allure,Gasolina,Fevereiro,2022,48 601 km,1 199 cm3,101 cv,Sim,Utilitário,Branco,Manual,5,36 Meses,,,,,,,"5,20 l/100km",Usados,19 490,8091233693,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-allure-ID8PzZwf.html,,,5,,,,,1 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,118,i Corporate Edition Auto,Gasolina,Dezembro,2020,49 800 km,1 499 cm3,140 cv,Sim,Utilitário,Preto,Automática,5,36 Meses,,,,,7 l/100km,"4,30 l/100km","5,30 l/100km",Usados,28 900,8091422805,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-118-i-corporate-edition-auto-ID8PAMHr.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,Série 1,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,308,1.2 PureTech Active Pack,Gasolina,Junho,2023,16 084 km,1 199 cm3,130 cv,Sim,Sedan,Cinzento,Manual,5,36 Meses,,Sim,Sim,Sim,,,,Usados,24 240,8091890969,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-2-puretech-active-pack-ID8PCKut.html,,6,5,,Tracção dianteira,,124 g/km,20 Junho 2026,,Nacional,Mostrar VIN,,Sim,20 Junho 2027,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,i3,s 120Ah,Eléctrico,Janeiro,2020,60 962 km,,184 cv,Sim,Citadino,Azul,Automática,5,18 Meses,,Sim,Sim,Sim,,,,Usados,24 900,8090922996,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-i3-s-120ah-ID8PyGG0.html,Metalizado,,4,Classe 1,Tracção dianteira,350 km,,,,,,Sim,Sim,1 Janeiro 2026,,,Série i,,,,StandVirtual,Yes,2024-03-12
Profissional,Nissan,Qashqai,1.2 DIG-T N-Connecta 18,Gasolina,Junho,2018,38 132 km,1 197 cm3,115 cv,Sim,SUV / TT,Preto,Manual,5,18 Meses,,,Sim,Sim,,,,Usados,21 990,8088592589,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-2-dig-t-n-connecta-18-ID8PoUqN.html,,6,5,Classe 1,,,,,,Importado,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Volvo,V40,2.0 D2 Kinetic,Diesel,Dezembro,2016,93 313 km,1 969 cm3,120 cv,Sim,Utilitário,Azul,Manual,5,18 Meses,,,,Sim,4 l/100km,"3,30 l/100km",,Usados,16 900,8090511558,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d2-kinetic-ID8PvXDU.html,,6,5,,Tracção dianteira,,94 g/km,,,,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,2008,1.5 BlueHDi Allure,Diesel,Janeiro,2022,25 446 km,1 499 cm3,110 cv,Sim,SUV / TT,Cinzento,Manual,5,18 Meses,,Sim,Sim,Sim,,,,Usados,24 950,8091833842,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-allure-ID8PCwD4.html,,6,5,Classe 1,,,,,,Nacional,,,Sim,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Zoe,Intens 50 Flex,Eléctrico,Julho,2020,44 382 km,,136 cv,Sim,Citadino,Branco,Automática,5,18 Meses,,Sim,,Sim,,,,Usados,18 900,8091816287,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-intens-50-flex-ID8PCr3W.html,Metalizado,,5,Classe 1,Tracção dianteira,398 km,,,,,,Sim,,7 Julho 2024,,Própria,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,116,d Advantage Auto,Diesel,Agosto,2018,136 000 km,1 496 cm3,116 cv,,Utilitário,Azul,Automática,5,18 Meses,,,Sim,Sim,,,,Usados,19 980,8090800644,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-auto-ID8PyaQA.html,,,5,,,,,,,Importado,,,,,,,Série 1,,,,StandVirtual,Yes,2024-03-12
Particular,Mazda,MX-5,MZR 1.5 Sky.Evolve,Gasolina,Outubro,2016,29 663 km,1 496 cm3,131 cv,,Cabrio,Vermelho,Manual,2,,,,,,"7,90 l/100km","4,90 l/100km",,Usados,23 500,8091877213,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mazda-mx-5-mzr-1-5-sky-evolve-ID8PCGUB.html,,6,2,,Tracção traseira,,139 g/km,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,3008,1.6 BlueHDi GT Line,Diesel,Maio,2017,169 224 km,1 560 cm3,120 cv,Sim,SUV / TT,Cinzento,Manual,5,18 Meses,,,,Sim,,,,Usados,21 900,8091620075,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-bluehdi-gt-line-ID8PBC1d.html,Metalizado,6,5,Classe 1,,,,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,C 180,d Exclusive,Diesel,Outubro,2016,173 101 km,1 598 cm3,116 cv,Sim,Sedan,Prateado,Manual,4,18 Meses,1,,,Sim,,,,Usados,20 900,8091524233,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-d-exclusive-ID8PBd5n.html,Metalizado,6,5,Classe 1,Tracção traseira,,,,,Importado,,,,,,,Classe C,,,,StandVirtual,Yes,2024-03-12
Particular,Nissan,Leaf,Tekna Two Tone+ProPilot Park,Eléctrico,Abril,2019,109 000 km,,150 cv,,Citadino,Branco,Automática,5,,1,Sim,,Sim,,,,Usados,17 900,8091386887,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-leaf-tekna-two-tone-propilot-park-ID8PADm7.html,Pérola,,5,Classe 1,Tracção dianteira,260 km,,20 Abril 2027,,Nacional,,,,,,Própria,,260 km,13 kWh/100km,40 kWh,StandVirtual,Yes,2024-03-12
Profissional,BMW,318,d Pack M,Diesel,Junho,2015,186 732 km,1 995 cm3,143 cv,Sim,Sedan,Branco,Manual,4,18 Meses,,Sim,,Sim,,,,Usados,23 900,8090155423,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-318-d-pack-m-ID8PwsZN.html,Metalizado,6,5,Classe 1,Tracção traseira,,,,,Importado,,,,,,,Série 3,,,,StandVirtual,Yes,2024-03-12
Profissional,SEAT,Leon,2.0 TDI FR,Diesel,Março,2016,138 175 km,1 968 cm3,150 cv,Sim,Utilitário,Branco,Manual,5,18 Meses,,Sim,,Sim,,,,Usados,18 900,8090155421,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-2-0-tdi-fr-ID8PwsZL.html,Metalizado,6,5,Classe 1,Tracção dianteira,,,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Audi,A3 Limousine,1.6 TDI Sport,Diesel,Novembro,2018,190 441 km,1 598 cm3,116 cv,Sim,Sedan,Branco,Manual,4,18 Meses,,,,Sim,,,,Usados,20 900,8091759815,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-limousine-1-6-tdi-sport-ID8PCcn5.html,Metalizado,6,5,Classe 1,,,,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
