Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Garantia de Stand (incl. no preço),Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Número de Mudanças,Lotação,Classe do veículo,Tracção,Inspecção válida até,Registo(s),Livro de Revisões completo,Não fumador,2º Chave,Emissões CO2,Consumo Extra Urbano,VIN,Valor Fixo,Origem,IVA Discriminado,IUC,Consumo Combinado,Garantia de Fábrica até,Sub-modelo,Autonomia Máxima,Autonomia,Capacidade da bateria,Bateria,Consumo,ou até,Site,Portugal,Data
Particular,Mercedes-Benz,CLA 200,d Shooting Brake AMG Line Aut.,Diesel,Junho,2019,85 000 km,2 143 cm3,136 cv,,Carrinha,Preto,Metalizado,Automática,5,,"4,80 l/100km",Usados,29 500,8092036047,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-amg-line-aut-ID8PDmer.html,7,5,,Tracção dianteira,1 Junho 2025,,Sim,Sim,Sim,106 g/km,"3,60 l/100km",,,Nacional,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Renault,Zoe,Zen 50 Flex,Eléctrico,Setembro,2021,11 834 km,,109 cv,Sim,Citadino,Azul,,Automática,5,18 Meses,,Usados,21 600,8091957897,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-zen-50-flex-ID8PD1TX.html,,5,Classe 1,,,,,Sim,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,VW,Golf Variant,1.6 TDi Confortline,Diesel,Julho,2018,78 000 km,1 598 cm3,115 cv,Sim,Carrinha,Cinzento,,Manual,5,18 Meses,"4,70 l/100km",Usados,16 950,8092126033,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-confortline-ID8PDJDP.html,5,5,Classe 1,Tracção dianteira,,1,Sim,Sim,Sim,104 g/km,,Mostrar VIN,Sim,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Peugeot,208,1.2 PureTech Allure Pack,Gasolina,Agosto,2022,43 990 km,1 199 cm3,101 cv,Sim,Utilitário,Cinzento,,Manual,5,36 Meses,,Usados,19 990,8091148224,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-allure-pack-ID8PzDgI.html,,5,,,,,,,,,,Mostrar VIN,Sim,Nacional,,,5 l/100km,25 Março 2027,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Volvo,V40,2.0 D3 R-Design Geartronic,Diesel,Outubro,2019,158 000 km,1 969 cm3,150 cv,Sim,Citadino,Branco,Metalizado,Automática,5,18 Meses,,Usados,22 750,8090906082,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d3-r-design-geartronic-ID8PyChc.html,6,5,Classe 1,Tracção dianteira,,,Sim,Sim,Sim,,,,,Importado,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,SEAT,Ibiza,1.0 MPI Style,Gasolina,Julho,2022,20 000 km,999 cm3,80 cv,Sim,Utilitário,Preto,Metalizado,Manual,5,24 Meses,,Usados,15 990,8089257035,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-mpi-style-ID8PrHhF.html,,5,Classe 1,,,,,Sim,Sim,,,,Sim,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Volvo,V40 Cross Country,1.6 D2 VOR,Diesel,Abril,2015,77 000 km,1 560 cm3,115 cv,Sim,Utilitário,Azul,,Manual,5,18 Meses,"4,20 l/100km",Usados,16 950,8092126074,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v40-cross-country-1-6-d2-vor-ID8PDJEu.html,6,5,Classe 1,Tracção dianteira,,1,,Sim,Sim,99 g/km,"3,50 l/100km",Mostrar VIN,Sim,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Mercedes-Benz,CLA 180,d AMG Line Aut.,Diesel,Dezembro,2019,95 118 km,1 461 cm3,116 cv,,Sedan,Cinzento,,Automática,4,24 Meses,"8,30 l/100km",Usados,30 000,8091207215,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-amg-line-aut-ID8PzSCb.html,,5,,,,,,,,,"5,40 l/100km",Mostrar VIN,Sim,Nacional,,,"6,50 l/100km",,Classe CLA,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Fiat,500L,1.3 MJ City Cross S&S,Diesel,Julho,2019,73 000 km,1 248 cm3,95 cv,Sim,Monovolume,Cinzento,,Manual,5,36 Meses,"5,10 l/100km",Usados,16 900,8088958972,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500l-1-3-mj-city-cross-s-s-ID8PqrKc.html,,5,Classe 1,,,,Sim,Sim,Sim,,,Mostrar VIN,Sim,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Mitsubishi,ASX,1.0 MPI-T Invite,Gasolina,Fevereiro,2023,17 800 km,999 cm3,90 cv,,SUV / TT,Branco,,Manual,5,46 Meses,,Usados,23 000,8091158943,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-asx-1-0-mpi-t-invite-ID8PzG3B.html,,5,,,,,,,,,,Mostrar VIN,Sim,Nacional,,,"5,80 l/100km",2 Fevereiro 2028,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,BMW,218,d Cabrio Aut. Sport Line,Diesel,Novembro,2016,117 000 km,1 995 cm3,150 cv,Sim,Cabrio,Cinzento,Metalizado,Automática,2,18 Meses,"5,40 l/100km",Usados,24 990,8089716070,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-218-d-cabrio-aut-sport-line-ID8PtCHs.html,6,4,Classe 1,,5 Novembro 2024,1,Sim,Sim,Sim,,,,Sim,Importado,,,,,Série 2,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,VW,Arteon,2.0 TDI R-Line DSG,Diesel,Dezembro,2018,72 000 km,1 968 cm3,150 cv,Sim,Coupé,Cinzento,,Automática,4,18 Meses,"4,50 l/100km",Usados,29 950,8092126194,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-r-line-dsg-ID8PDJGq.html,7,5,Classe 1,Tracção dianteira,,1,Sim,Sim,Sim,127 g/km,"3,50 l/100km",,Sim,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Mercedes-Benz,CLA 220,Shooting Brake (CDI) d 7G-DCT AMG Line,Diesel,Julho,2017,220 000 km,2 143 cm3,177 cv,,Carrinha,Branco,Metalizado,Automática,5,18 Meses,"4,80 l/100km",Usados,26 990,8092027729,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-220-shooting-brake-cdi-d-7g-dct-amg-line-ID8PDk4h.html,7,5,Classe 1,Tracção dianteira,,1,Sim,Sim,Sim,112 g/km,"3,60 l/100km",Mostrar VIN,,Importado,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2024-03-27
Particular,MINI,Cooper,,Gasolina,Março,2020,83 000 km,1 499 cm3,136 cv,,Citadino,Branco,,Manual,3,,,Usados,20 499,8092086781,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-ID8PDzqJ.html,6,,,Tracção dianteira,1 Fevereiro 2025,1,Sim,,Sim,129 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Cupra,Leon ST,1.4 e-Hybrid VZ DSG,Híbrido Plug-In,Junho,2021,24 400 km,1 395 cm3,245 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,5,18 Meses,,Usados,29 990,8091938831,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-leon-st-1-4-e-hybrid-vz-dsg-ID8PCVVr.html,6,5,Classe 1,Tracção dianteira,29 Junho 2025,1,Sim,Sim,Sim,,,,Sim,Importado,Sim,,,29 Junho 2029,,,58 km,,,"15,50 kWh/100km",160 000 km,StandVirtual,Yes,2024-03-27
Profissional,Renault,Captur,1.5 dCi Exclusive XMOD,Diesel,Junho,2019,109 000 km,1 461 cm3,110 cv,Sim,SUV / TT,Preto,,Manual,5,18 Meses,"4,10 l/100km",Usados,16 450,8092126298,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-xmod-ID8PDJI6.html,6,5,Classe 1,,,1,Sim,Sim,Sim,,,,Sim,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Peugeot,508,1.5 BlueHDi Allure Pack EAT8,Diesel,Setembro,2020,130 000 km,1 499 cm3,130 cv,Sim,Carrinha,Branco,Pérola,Automática,5,18 Meses,,Usados,22 990,8092018205,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-1-5-bluehdi-allure-pack-eat8-ID8PDhAF.html,8,5,Classe 1,Tracção dianteira,,1,Sim,Sim,Sim,,,Mostrar VIN,,Importado,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,VW,Passat,1.6 TDI Confortline,Diesel,Março,2017,74 000 km,1 598 cm3,120 cv,Sim,Sedan,Cinzento,Metalizado,Manual,4,18 Meses,"4,70 l/100km",Usados,17 150,8090833787,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-passat-1-6-tdi-confortline-ID8Pyjt9.html,6,5,Classe 1,Tracção dianteira,,,,,Sim,105 g/km,"3,60 l/100km",Mostrar VIN,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,VW,e-Golf,AC/DC,Eléctrico,Janeiro,2020,69 000 km,,136 cv,Sim,Utilitário,Cinzento,,Automática,5,18 Meses,,Usados,21 950,8092126346,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-e-golf-ac-dc-ID8PDJIS.html,7,5,Classe 1,Tracção dianteira,,1,Sim,Sim,Sim,,,,Sim,Nacional,Sim,,,29 Janeiro 2028,,,232 km,,Própria,"15,40 kWh/100km",160 000 km,StandVirtual,Yes,2024-03-27
Profissional,Hyundai,i20,1.0 T-GDI Style Plus,Gasolina,Agosto,2022,30 000 km,998 cm3,100 cv,Sim,Citadino,Cinzento,Metalizado,Manual,5,18 Meses,,Usados,17 500,8091897307,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i20-1-0-t-gdi-style-plus-ID8PCM8H.html,,5,,Tracção dianteira,8 Agosto 2026,,Sim,Sim,Sim,,,,,Nacional,,,,8 Agosto 2029,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,SEAT,Leon,1.6 TDI Reference S/S,Diesel,Maio,2017,146 000 km,1 598 cm3,115 cv,Sim,Utilitário,Preto,Metalizado,Manual,5,18 Meses,"4,70 l/100km",Usados,15 200,8090834330,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-1-6-tdi-reference-s-s-ID8PyjBU.html,5,5,Classe 1,Tracção dianteira,,,,,Sim,126 g/km,"3,80 l/100km",Mostrar VIN,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Renault,Trafic,2.0 dCi L2H1 1.2T115 P9,Diesel,Julho,2014,234 000 km,1 995 cm3,115 cv,Sim,Carrinha,Cinzento,Metalizado,Manual,5,18 Meses,,Usados,18 500,8091014765,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-trafic-2-0-dci-l2h1-1-2t115-p9-ID8Pz4y9.html,,9,,Tracção dianteira,7 Julho 2024,,Sim,Sim,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Particular,Audi,A3 Limousine,1.6 TDI S-line,Diesel,Junho,2017,152 000 km,1 598 cm3,116 cv,,Coupé,Cinzento,,Manual,4,,"4,70 l/100km",Usados,17 490,8091652026,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-limousine-1-6-tdi-s-line-ID8PBKky.html,6,5,,Tracção dianteira,,,Sim,,,110 g/km,"3,80 l/100km",Mostrar VIN,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Particular,Mitsubishi,Eclipse Cross,2.4 PHEV Black Edition,Híbrido Plug-In,Julho,2022,10 500 km,2 360 cm3,188 cv,,SUV / TT,Branco,,Automática,5,,,Usados,29 000,8091989623,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-2-4-phev-black-edition-ID8PDa9F.html,1,5,,Integral,,,,,,46 g/km,,Mostrar VIN,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Peugeot,2008,1.6 BlueHDi Allure,Diesel,Junho,2017,94 000 km,1 560 cm3,100 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,18 Meses,"3,90 l/100km",Usados,15 700,8088893512,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-6-bluehdi-allure-ID8PqaIo.html,,5,Classe 1,,,,,Sim,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Renault,Clio,1.0 TCe Limited,Gasolina,Junho,2021,71 666 km,999 cm3,90 cv,Sim,Utilitário,Cinzento,Metalizado,Manual,5,18 Meses,,Usados,15 900,8091618889,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-limited-ID8PBBI5.html,6,5,Classe 1,,,,Sim,Sim,Sim,,,,Sim,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,BMW,116,d Advantage Auto,Diesel,Agosto,2018,136 000 km,1 496 cm3,116 cv,,Utilitário,Azul,,Automática,5,18 Meses,,Usados,19 980,8090800644,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-auto-ID8PyaQA.html,,5,,,,,,Sim,Sim,,,,,Importado,,,,,Série 1,,,,,,,StandVirtual,Yes,2024-03-27
Particular,Audi,A3 Limousine,1.6 TDI S-line,Diesel,Junho,2017,152 000 km,1 598 cm3,116 cv,,Coupé,Cinzento,,Manual,4,,"4,70 l/100km",Usados,17 490,8091652026,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-limousine-1-6-tdi-s-line-ID8PBKky.html,6,5,,Tracção dianteira,,,Sim,,,110 g/km,"3,80 l/100km",Mostrar VIN,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Particular,Mitsubishi,Eclipse Cross,2.4 PHEV Black Edition,Híbrido Plug-In,Julho,2022,10 500 km,2 360 cm3,188 cv,,SUV / TT,Branco,,Automática,5,,,Usados,29 000,8091989623,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-2-4-phev-black-edition-ID8PDa9F.html,1,5,,Integral,,,,,,46 g/km,,Mostrar VIN,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Peugeot,2008,1.6 BlueHDi Allure,Diesel,Junho,2017,94 000 km,1 560 cm3,100 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,18 Meses,"3,90 l/100km",Usados,15 700,8088893512,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-6-bluehdi-allure-ID8PqaIo.html,,5,Classe 1,,,,,Sim,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Renault,Clio,1.0 TCe Limited,Gasolina,Junho,2021,71 666 km,999 cm3,90 cv,Sim,Utilitário,Cinzento,Metalizado,Manual,5,18 Meses,,Usados,15 900,8091618889,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-limited-ID8PBBI5.html,6,5,Classe 1,,,,Sim,Sim,Sim,,,,Sim,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,BMW,116,d Advantage Auto,Diesel,Agosto,2018,136 000 km,1 496 cm3,116 cv,,Utilitário,Azul,,Automática,5,18 Meses,,Usados,19 980,8090800644,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-auto-ID8PyaQA.html,,5,,,,,,Sim,Sim,,,,,Importado,,,,,Série 1,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Peugeot,2008,,Diesel,Janeiro,2017,89 000 km,1 560 cm3,100 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,18 Meses,"3,90 l/100km",Usados,17 200,8090032028,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-ID8PuVTy.html,5,5,Classe 1,Tracção dianteira,,,Sim,Sim,Sim,97 g/km,"3,30 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,VW,Golf,1.0 TSI Confortline DSG,Gasolina,Setembro,2018,105 600 km,999 cm3,115 cv,Sim,Utilitário,Cinzento,,Automática,5,18 Meses,"5,40 l/100km",Usados,18 950,8090776214,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-0-tsi-confortline-dsg-ID8Py4uy.html,,,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Nissan,Qashqai,1.5 dCi Tekna,Diesel,Março,2017,153 000 km,1 461 cm3,110 cv,,SUV / TT,Cinzento,Metalizado,Manual,5,18 Meses,"4,20 l/100km",Usados,17 650,8091767414,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-tekna-ID8PCelE.html,6,5,Classe 1,Tracção dianteira,,1,Sim,Sim,Sim,99 g/km,"3,60 l/100km",,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Renault,Captur,1.0 TCe Zen,Gasolina,Março,2022,11 500 km,999 cm3,90 cv,Sim,SUV / TT,Branco,,Manual,5,18 Meses,,Usados,20 600,8089990698,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-zen-ID8PuM8V.html,,5,,Tracção dianteira,,,,,,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,BMW,420,d xDrive Pack M Auto,Diesel,Novembro,2014,83 183 km,1 995 cm3,184 cv,Sim,Coupé,Cinzento,Metalizado,Automática,2,18 Meses,,Usados,27 900,8091554543,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-d-xdrive-pack-m-auto-ID8PBkYf.html,8,4,Classe 1,,,,Sim,Sim,Sim,,,,Sim,Importado,,,,,Série 4,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,BMW,120,d Pack M,Diesel,Setembro,2015,229 000 km,1 995 cm3,190 cv,Sim,Utilitário,Branco,,Manual,5,18 Meses,,Usados,20 950,8091393571,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-120-d-pack-m-ID8PAF5W.html,6,5,Classe 1,Tracção traseira,,,,Sim,Sim,,,,,,,,,,Série 1,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,BMW,518,d Luxury Line,Diesel,Julho,2016,122 000 km,1 995 cm3,150 cv,Sim,Sedan,Preto,,Manual,4,36 Meses,"5,30 l/100km",Usados,24 850,8091957947,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-518-d-luxury-line-ID8PD1UL.html,6,5,Classe 1,Tracção traseira,,1,Sim,Sim,Sim,,,,,,,,,,Série 5,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Peugeot,5008,1.6 BlueHDi Allure J18,Diesel,Abril,2018,146 500 km,1 560 cm3,120 cv,Sim,SUV / TT,Branco,Pérola,Manual,5,36 Meses,,Usados,22 950,8091820559,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-bluehdi-allure-j18-ID8PCsaP.html,6,7,Classe 1,Tracção dianteira,,1,Sim,Sim,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Opel,Insignia Sports Tourer,1.5 D Elegance,Diesel,Novembro,2020,99 000 km,1 496 cm3,122 cv,Sim,Carrinha,Prateado,Metalizado,Manual,5,18 Meses,,Usados,18 750,8090414456,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-insignia-sports-tourer-1-5-d-elegance-ID8PvynK.html,6,5,,,,,,,Sim,,,,Sim,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Renault,Mégane,1.5 Blue dCi Intens EDC,Diesel,Junho,2022,52 915 km,1 461 cm3,115 cv,Sim,Utilitário,Cinzento,Metalizado,Automática,5,18 Meses,,Usados,25 250,8091957900,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-intens-edc-ID8PD1U0.html,7,5,Classe 1,Tracção dianteira,,,,Sim,,121 g/km,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,MINI,Cooper,SD,Diesel,Junho,2016,137 200 km,1 995 cm3,170 cv,Sim,Utilitário,Cinzento,,Manual,3,18 Meses,"4,90 l/100km",Usados,20 950,8091792936,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-sd-ID8PCkZi.html,6,,Classe 1,Tracção dianteira,,1,Sim,Sim,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Hyundai,i30,1.6 CRDi STyle,Diesel,Dezembro,2021,59 040 km,1 598 cm3,136 cv,Sim,Carrinha,Vermelho,,Manual,5,57 Meses,,Usados,25 900,8091240460,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i30-1-6-crdi-style-ID8PA1go.html,,5,,,,,,,,,,Mostrar VIN,Sim,Nacional,,,"4,70 l/100km",29 Dezembro 2028,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,VW,T-Roc,1.0 TSI Life,Gasolina,Julho,2022,22 959 km,999 cm3,110 cv,Sim,SUV / TT,Azul,,Manual,5,36 Meses,,Usados,24 190,8090922954,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-t-roc-1-0-tsi-life-ID8PyGFk.html,,5,,,,,,,,,,Mostrar VIN,Sim,Nacional,,,6 l/100km,27 Março 2027,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Mazda,CX-30,1.8 Sky-D Evolve i-Active,Diesel,Setembro,2019,98 670 km,1 759 cm3,116 cv,Sim,SUV / TT,Branco,Metalizado,Manual,5,36 Meses,,Usados,27 500,8074634027,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mazda-cx-30-1-8-sky-d-evolve-i-active-ID8OslaH.html,6,5,,Tracção dianteira,,,,,,135 g/km,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Bose Edition,Diesel,Julho,2018,138 000 km,1 461 cm3,110 cv,Sim,Carrinha,Branco,Metalizado,Manual,5,18 Meses,,Usados,16 350,8091221081,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-bose-edition-ID8PzVdP.html,6,5,,,,,,,Sim,,,,Sim,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Mercedes-Benz,A 180,d Progressive Aut.,Diesel,Setembro,2018,139 000 km,1 461 cm3,116 cv,Sim,Utilitário,Preto,Metalizado,Automática,5,18 Meses,,Usados,23 900,8091013050,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-progressive-aut-ID8Pz46u.html,7,5,,,,,,,Sim,,,,Sim,,,,,,Classe A,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Peugeot,3008,BlueHDi 130 Stop & Start EAT8 Active,Diesel,Maio,2019,147 810 km,1 499 cm3,130 cv,,SUV / TT,Outra,Metalizado,Automática,5,18 Meses,,Usados,23 980,8091933286,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-bluehdi-130-stop-start-eat8-active-ID8PCWw0.html,,5,,,,,,Sim,,,,,,Importado,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Audi,Q5,2.0 TDI Design,Diesel,Dezembro,2017,122 000 km,1 968 cm3,150 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,18 Meses,,Usados,28 900,8091637074,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-q5-2-0-tdi-design-ID8PBGro.html,6,5,,,,,,,Sim,,,,Sim,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Renault,Mégane,1.5 Blue dCi Intens,Diesel,Novembro,2020,78 468 km,1 461 cm3,115 cv,Sim,Utilitário,Branco,,Manual,5,18 Meses,,Usados,20 950,8091609961,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-intens-ID8PBzo5.html,6,5,Classe 1,Tracção dianteira,,,,Sim,,108 g/km,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Renault,Mégane,1.5 Blue dCi Intens EDC,Diesel,Setembro,2021,78 257 km,1 461 cm3,115 cv,Sim,Utilitário,Azul,Metalizado,Automática,5,18 Meses,,Usados,22 950,8091957898,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-intens-edc-ID8PD1TY.html,7,5,Classe 1,Tracção dianteira,,,,Sim,,121 g/km,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Renault,Clio,1.5 Blue dCi RS Line,Diesel,Outubro,2020,43 000 km,1 461 cm3,115 cv,Sim,Citadino,Vermelho,Metalizado,Manual,5,18 Meses,,Usados,18 900,8091920633,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-rs-line-ID8PCScW.html,6,5,,,,,,,Sim,,,,Sim,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Jeep,Compass,1.6 M-Jet Night Eagle,Diesel,Outubro,2020,54 945 km,1 598 cm3,120 cv,Sim,SUV / TT,Vermelho,Mate,Manual,5,18 Meses,"5,20 l/100km",Usados,24 990,8089911258,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-6-m-jet-night-eagle-ID8PurtE.html,6,5,Classe 1,Tracção dianteira,,1,Sim,Sim,Sim,117 g/km,4 l/100km,Mostrar VIN,Sim,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Volvo,V60,2.0 D3 Momentum,Diesel,Janeiro,2020,66 829 km,1 969 cm3,150 cv,Sim,Utilitário,Preto,Metalizado,Manual,5,18 Meses,"5,70 l/100km",Usados,27 990,8092033906,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d3-momentum-ID8PDlFU.html,6,5,Classe 1,Tracção dianteira,2 Janeiro 2026,1,Sim,Sim,Sim,144 g/km,"4,70 l/100km",Mostrar VIN,Sim,Nacional,Sim,"241,49 €",,,,,,,,,,StandVirtual,Yes,2024-03-27
Profissional,Opel,Corsa,1.2 Edition,Gasolina,Julho,2022,21 069 km,1 199 cm3,75 cv,Sim,Utilitário,Vermelho,,Manual,5,36 Meses,,Usados,15 490,8090922934,27 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-edition-ID8PyGF0.html,,5,,,,,,,,,,Mostrar VIN,Sim,Nacional,,,"5,20 l/100km",25 Março 2027,,,,,,,,StandVirtual,Yes,2024-03-27
