Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Inspecção válida até,Origem,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Garantia de Stand (incl. no preço),Livro de Revisões completo,Registo(s),Consumo Combinado,Autonomia Máxima,IUC,Sub-modelo,Garantia de Fábrica até,Autonomia,Bateria,Capacidade da bateria,ou até,Consumo,Site,Portugal,Data
Particular,Mercedes-Benz,C 300,de Avantgarde,Híbrido Plug-In,Abril,2020,50 000 km,1 950 cm3,306 cv,Carrinha,Azul,,Automática,9,5,5,Classe 1,Tracção traseira,35 g/km,,,Sim,Sim,,,Usados,,37 249,8091396349,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-avantgarde-ID8PAFOJ.html,,,,,Sim,,,1 200 km,,Classe C,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Jeep,Compass,1.5 TG e-Hybrid Upland DCT,Gasolina,Abril,2022,4 000 km,1 469 cm3,130 cv,SUV / TT,Azul,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,,Nacional,,Sim,,,Usados,Mostrar VIN,32 000,8090835331,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-5-tg-e-hybrid-upland-dct-ID8PyjS3.html,Sim,,Sim,18 Meses,Sim,1,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Particular,MINI,Clubman,Cooper S Aut.,Gasolina,Março,2020,24 500 km,1 998 cm3,192 cv,Carrinha,Cinzento,,Automática,,5,,,,,,Importado,Sim,Sim,"6,60 l/100km",,Usados,,33 400,8090021535,9 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-s-aut-ID8PuUaj.html,,,,,Sim,2,,,,,2 Março 2025,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Hyundai,Kauai,EV 39kWh Premium,Eléctrico,Maio,2022,20 000 km,,136 cv,SUV / TT,Cinzento,,Automática,,5,5,,,,,Nacional,,Sim,,,Usados,,31 500,8091898798,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-39kwh-premium-ID8PCMvK.html,Sim,,,36 Meses,,,,,,,1 Janeiro 0001,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Tesla,Model 3,Long Range AWD Dual Motor,Eléctrico,Março,2020,72 402 km,,497 cv,Sedan,Cinzento,Metalizado,Automática,,4,5,Classe 1,Integral,,,Importado,Sim,Sim,,,Usados,,41 900,8089601850,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-awd-dual-motor-ID8Pt8Zc.html,Sim,Sim,Sim,24 Meses,Sim,1,,,,,,,Própria,,,,StandVirtual,Yes,2024-03-10
Particular,Mercedes-Benz,C 300,de Avantgarde,Híbrido Plug-In,Abril,2020,50 000 km,1 950 cm3,306 cv,Carrinha,Azul,,Automática,9,5,5,Classe 1,Tracção traseira,35 g/km,,,Sim,Sim,,,Usados,,37 249,8091396349,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-avantgarde-ID8PAFOJ.html,,,,,Sim,,,1 200 km,,Classe C,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Peugeot,3008,1.6 Hybrid Allure e-EAT8,Híbrido Plug-In,Maio,2023,8 000 km,1 598 cm3,225 cv,SUV / TT,Branco,Pérola,Automática,8,5,5,Classe 1,Tracção dianteira,,,,,Sim,,,Usados,,37 500,8091892826,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-hybrid-allure-e-eat8-ID8PCKYq.html,Sim,,Sim,36 Meses,Sim,1,,,,,,56 km,,,,,StandVirtual,Yes,2024-03-10
Profissional,Volvo,XC 40,1.5 T5 PHEV R-Design,Híbrido Plug-In,Setembro,2020,72 403 km,1 477 cm3,262 cv,SUV / TT,Preto,,Automática,7,5,5,Classe 1,,,,Importado,,Sim,,,Usados,Mostrar VIN,37 950,8090798064,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-1-5-t5-phev-r-design-ID8PyaaY.html,,,Sim,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,A 200,,Gasolina,Abril,2023,8 381 km,1 332 cm3,163 cv,Citadino,Preto,,Automática,,5,,,,,,Nacional,,,,,Usados,,40 900,8091762388,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-ID8PCd2A.html,Sim,,,18 Meses,,,,,,Classe A,,,,,,,StandVirtual,Yes,2024-03-10
Particular,BMW,X5,25 d sDrive Comfort 7L,Diesel,Fevereiro,2015,134 418 km,1 995 cm3,231 cv,SUV / TT,Azul,Metalizado,Automática,8,5,7,Classe 1,Tracção traseira,149 g/km,1 Março 2025,Nacional,Sim,Sim,"6,50 l/100km","5,20 l/100km",Usados,Mostrar VIN,31 500,8091920470,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8PCSai.html,,,,,Sim,2,,1 000 km,,Série X,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Volvo,XC 40,1.5 T5 PHEV R-Design,Híbrido Plug-In,Novembro,2020,45 272 km,1 477 cm3,262 cv,SUV / TT,Branco,,Automática,7,5,5,Classe 1,,,,Importado,,,,,Usados,Mostrar VIN,39 950,8090864036,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-1-5-t5-phev-r-design-ID8Pyrl2.html,,,Sim,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,MINI,Clubman,Cooper D Auto,Diesel,Agosto,2020,39 000 km,1 995 cm3,150 cv,Carrinha,Branco,,Automática,8,6,5,Classe 1,Tracção dianteira,129 g/km,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,38 500,8090887275,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-d-auto-ID8PyxnR.html,Sim,Sim,Sim,24 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,A 200,,Gasolina,Maio,2023,12 353 km,1 332 cm3,163 cv,Citadino,Preto,,Automática,,5,,,,,,Nacional,,,,,Usados,,40 900,8091762386,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-ID8PCd2y.html,Sim,,,18 Meses,,,,,,Classe A,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Peugeot,5008,1.5 BlueHDi Active Pack EAT8,Diesel,Março,2023,8 687 km,1 499 cm3,130 cv,SUV / TT,Cinzento,,Automática,,5,,,,,,Nacional,,,,,Usados,,39 990,8091622446,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-active-pack-eat8-ID8PBCDs.html,Sim,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,A 200,,Gasolina,Abril,2023,9 086 km,1 332 cm3,163 cv,Citadino,Preto,,Automática,,5,,,,,,Nacional,,,,,Usados,,40 900,8091762382,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-ID8PCd2u.html,Sim,,,18 Meses,,,,,,Classe A,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Jeep,Renegade,1.3 TG 4Xe Limited,Híbrido Plug-In,Janeiro,2023,8 254 km,1 332 cm3,190 cv,SUV / TT,Branco,,Automática,,5,,,,,,Nacional,,,,,Usados,,36 490,8091762417,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-3-tg-4xe-limited-ID8PCd33.html,Sim,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,GLC 250,d 4-Matic,Diesel,Julho,2018,125 610 km,2 143 cm3,204 cv,SUV / TT,Azul,,Automática,,5,,,,,,Nacional,,,,,Usados,,40 990,8091762405,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-4-matic-ID8PCd2R.html,Sim,,,18 Meses,,,,,,Classe GLC,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,A 200,,Gasolina,Abril,2023,10 683 km,1 332 cm3,163 cv,Citadino,Preto,,Automática,,5,,,,,,Nacional,,,,,Usados,,40 900,8091762381,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-ID8PCd2t.html,Sim,,,18 Meses,,,,,,Classe A,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Jeep,Compass,1.3 TG 4Xe Upland,Híbrido Plug-In,Novembro,2022,9 110 km,1 332 cm3,240 cv,SUV / TT,Azul,,Automática,,5,,,,,,Nacional,,,,,Usados,,37 490,8091762419,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-3-tg-4xe-upland-ID8PCd35.html,Sim,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Citroën,C5 Aircross,1.5 BlueHDi Shine EAT8,Diesel,Outubro,2022,47 576 km,1 499 cm3,130 cv,Citadino,Cinzento,,Automática,,5,,,,,,Nacional,,,,,Usados,,31 990,8091762412,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-5-bluehdi-shine-eat8-ID8PCd2Y.html,Sim,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,A 200,,Gasolina,Abril,2023,11 559 km,1 332 cm3,163 cv,Citadino,Preto,,Automática,,5,,,,,,Nacional,,,,,Usados,,40 900,8091762384,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-ID8PCd2v.html,Sim,,,18 Meses,,,,,,Classe A,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,GLB 180,d Progressive,Diesel,Setembro,2021,101 177 km,1 950 cm3,116 cv,SUV / TT,Preto,Metalizado,Automática,8,5,7,Classe 1,Tracção dianteira,146 g/km,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,41 800,8091146733,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glb-180-d-progressive-ID8PzCSF.html,Sim,,Sim,18 Meses,Sim,,,,"235,26 €",Classe GLB,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Abril,2021,95 000 km,1 496 cm3,116 cv,Sedan,Cinzento,Metalizado,Automática,7,4,,Classe 1,Tracção dianteira,124 g/km,,,Sim,Sim,,,Usados,,32 946,8091214858,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8PzUBs.html,,,,24 Meses,,,,,,Série 2,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,MINI,Clubman,One D Auto,Diesel,Julho,2022,34 000 km,1 496 cm3,116 cv,Carrinha,Azul,,Automática,7,6,5,Classe 1,Tracção dianteira,125 g/km,,,Sim,Sim,,,Usados,Mostrar VIN,31 950,8090653196,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-clubman-one-d-auto-ID8Pxyuo.html,Sim,Sim,Sim,24 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,530,e iPerformance Pack M,Híbrido Plug-In,Dezembro,2019,95 683 km,1 998 cm3,252 cv,Sedan,Cinzento,Metalizado,Automática,8,4,5,Classe 1,Tracção traseira,36 g/km,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,36 980,8091421901,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8PAMsR.html,Sim,,Sim,18 Meses,Sim,,,,"215,14 €",Série 5,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,520,d Auto,Diesel,Outubro,2018,76 696 km,1 995 cm3,190 cv,Carrinha,Azul,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,134 g/km,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,32 980,8091422206,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8PAMxM.html,Sim,,Sim,18 Meses,Sim,,,,"235,26 €",Série 5,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,420,d Cabrio Aut. Luxury Line,Diesel,Maio,2017,53 512 km,1 995 cm3,190 cv,Cabrio,Cinzento,Metalizado,Automática,8,2,4,Classe 1,Tracção traseira,125 g/km,,Importado,Sim,Sim,"5,40 l/100km","4,40 l/100km",Usados,Mostrar VIN,35 980,8091381362,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-d-cabrio-aut-luxury-line-ID8PABW0.html,Sim,,Sim,18 Meses,Sim,,,,"271,56 €",Série 4,,,,,,,StandVirtual,Yes,2024-03-10
Particular,BMW,M550d,xDrive Touring Sport-Aut.,Diesel,Julho,2014,260 808 km,2 993 cm3,381 cv,Carrinha,Azul,Metalizado,Automática,,5,,,,,,,,,"7,20 l/100km",,Usados,,30 500,8091630805,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-m550d-xdrive-touring-sport-aut-ID8PBEOh.html,,,,,,,,,,Série 5,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Jeep,Wrangler,,Diesel,Dezembro,2014,80 649 km,2 777 cm3,200 cv,SUV / TT,Branco,Metalizado,Automática,6,2,2,Classe 1,Integral,213 g/km,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,32 980,8091802690,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/jeep-wrangler-ID8PCnvC.html,Sim,,Sim,18 Meses,,,,,"53,69 €",,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,420,,Diesel,Junho,2017,58 200 km,1 995 cm3,190 cv,Sedan,Cinzento,,Manual,,5,5,Classe 1,,125 g/km,,,,Sim,,,Usados,,30 995,8091622243,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-ID8PBCAb.html,,,Sim,18 Meses,,,"5,70 l/100km",,,Série 4,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,CLA 180,d 7G-DCT AMG Line,Diesel,Outubro,2019,70 000 km,1 461 cm3,116 cv,Sedan,Preto,Metalizado,Automática,7,4,5,,Tracção dianteira,,,,Sim,Sim,"4,20 l/100km","3,60 l/100km",Usados,,33 500,8090292799,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-7g-dct-amg-line-ID8Pv2Jx.html,,,,18 Meses,Sim,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,530,e iPerformance Line Luxury,Híbrido Plug-In,Setembro,2018,31 450 km,1 998 cm3,252 cv,Sedan,Cinzento,Metalizado,Automática,8,4,5,Classe 1,Tracção traseira,33 g/km,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,32 980,8091841988,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-line-luxury-ID8PCxKs.html,Sim,,Sim,18 Meses,Sim,,,,"221,38 €",Série 5,,,,,,,StandVirtual,Yes,2024-03-10
Particular,Mercedes-Benz,200,,Diesel,Setembro,2022,6 200 km,1 950 cm3,150 cv,Carrinha,Cinzento,,Automática,,5,5,,,,,,,,,,Usados,Mostrar VIN,44 500,8091821050,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-200-ID8PCsiK.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Particular,Mercedes-Benz,C 300,de AMG Line,Híbrido Plug-In,Fevereiro,2020,195 000 km,1 950 cm3,306 cv,Carrinha,Preto,,Automática,9,5,5,,,35 g/km,1 Fevereiro 2025,Nacional,,Sim,,,Usados,Mostrar VIN,35 500,8091956679,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8PD1Aj.html,,,,,Sim,1,,,,Classe C,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,VW,Transporter,Transport 2.0 TDi TC.Extra AC,Diesel,Agosto,2021,89 908 km,1 968 cm3,110 cv,SUV / TT,Branco,,Manual,,4,,,,,,Nacional,,,,,Usados,,39 990,8091762365,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-transporter-transport-2-0-tdi-tc-extra-ac-ID8PCd2d.html,Sim,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Opel,Astra,1.5 D Elegance Aut.,Diesel,Março,2023,19 895 km,1 499 cm3,130 cv,Citadino,Cinzento,,Automática,,5,,,,,,Nacional,,,,,Usados,,30 490,8091762369,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-1-5-d-elegance-aut-ID8PCd2h.html,Sim,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Fevereiro,2020,63 805 km,1 461 cm3,109 cv,Carrinha,Preto,,Automática,,5,,,,,,Nacional,,,,,Usados,,34 990,8091762376,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PCd2o.html,Sim,,,18 Meses,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido Plug-In,Março,2021,44 578 km,1 332 cm3,218 cv,Sedan,Preto,,Automática,,5,5,,,,,Importado,,,,,Usados,Mostrar VIN,36 000,8090799622,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PyaA6.html,Sim,Sim,,24 Meses,,,,,,Classe A,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Land Rover,Range Rover Evoque,2.0 D150 AWD R-Dynamic S Auto,Diesel,Dezembro,2019,63 000 km,1 999 cm3,150 cv,SUV / TT,Cinzento,Metalizado,Automática,9,5,5,Classe 1,Integral,180 g/km,,Nacional,Sim,Sim,"6,60 l/100km","5,10 l/100km",Usados,,40 900,8091299239,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-d150-awd-r-dynamic-s-auto-ID8PAgyr.html,Sim,,Sim,18 Meses,Sim,1,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,X2,20 d sDrive Auto Advantage,Diesel,Agosto,2019,49 000 km,1 995 cm3,190 cv,SUV / TT,Amarelo,Metalizado,Automática,8,5,5,Classe 1,,,,Importado,Sim,Sim,,,Usados,,35 950,8089189188,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x2-20-d-sdrive-auto-advantage-ID8PrpDm.html,Sim,,,18 Meses,,1,,,,Série X,,,,,,,StandVirtual,Yes,2024-03-10
Particular,Mercedes-Benz,GLC 220,d 4Matic,Diesel,Agosto,2019,117 000 km,1 950 cm3,194 cv,SUV / TT,Cinzento,Metalizado,Automática,9,5,5,Classe 1,Integral,155 g/km,,Nacional,Sim,Sim,"5,90 l/100km","4,90 l/100km",Usados,Mostrar VIN,43 500,8090740532,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-220-d-4matic-ID8PxWd2.html,,,,,Sim,1,,,,Classe GLC,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Peugeot,508,1.6 Hybrid GT e-EAT8,Híbrido Plug-In,Janeiro,2020,69 092 km,1 598 cm3,225 cv,Citadino,Branco,,Automática,,5,,,,,,Nacional,,,,,Usados,,31 990,8091762370,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-1-6-hybrid-gt-e-eat8-ID8PCd2i.html,Sim,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Citroën,C5 Aircross,1.6 Hybrid Feel Pack e-EAT8,Híbrido Plug-In,Outubro,2021,43 520 km,1 598 cm3,225 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,28 g/km,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,33 950,8090817185,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-6-hybrid-feel-pack-e-eat8-ID8Pyf9n.html,,Sim,Sim,36 Meses,Sim,1,"1,40 l/100km",,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,C 220,d AMG Line,Diesel,Janeiro,2021,44 689 km,1 950 cm3,194 cv,Carrinha,Cinzento,Metalizado,Automática,,5,5,,,,,,,Sim,,,Usados,,43 990,8088008944,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-ID8PmsBa.html,Sim,,Sim,36 Meses,,,,,,Classe C,1 Janeiro 0001,,,,,,StandVirtual,Yes,2024-03-10
Profissional,VW,Golf,2.0 TSi GTi DSG,Gasolina,Outubro,2014,122 113 km,1 984 cm3,220 cv,Utilitário,Branco,Metalizado,Automática,,5,5,,,,,,,Sim,,,Usados,,30 990,8091499448,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-dsg-ID8PB6DC.html,Sim,,Sim,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Land Rover,Range Rover Evoque,2.0 TD4 HSE Dynamic Auto,Diesel,Setembro,2018,56 140 km,1 999 cm3,180 cv,SUV / TT,Branco,Metalizado,Automática,9,5,5,,,134 g/km,,Nacional,Sim,Sim,"6,10 l/100km","4,50 l/100km",Usados,Mostrar VIN,37 900,8089810685,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-td4-hse-dynamic-auto-ID8Pu1jw.html,,,Sim,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,CLA 180,d AMG Line,Diesel,Março,2020,55 060 km,1 461 cm3,116 cv,Sedan,Cinzento,Metalizado,Manual,6,4,5,,,,,,,Sim,,,Usados,,34 990,8087529041,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-amg-line-ID8PkrKN.html,Sim,,Sim,18 Meses,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Jaguar,I-Pace,SE AWD Aut.,Eléctrico,Dezembro,2018,97 863 km,,400 cv,SUV / TT,Branco,Metalizado,Automática,,5,5,,,,,,,Sim,,,Usados,,32 750,8091731571,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/jaguar-i-pace-se-awd-aut-ID8PC51x.html,Sim,,Sim,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Volvo,V60,2.0 D4 Momentum Geartronic,Diesel,Abril,2020,73 000 km,1 969 cm3,190 cv,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,145 g/km,1 Abril 2024,Nacional,Sim,Sim,"5,50 l/100km",4 l/100km,Usados,Mostrar VIN,34 980,8090058546,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d4-momentum-geartronic-ID8Pw3Ng.html,Sim,,Sim,18 Meses,Sim,1,,1 000 km,224 €,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Audi,A1 Sportback,35 TFSI S Line S tronic,Gasolina,Março,2020,90 826 km,1 498 cm3,150 cv,Utilitário,Cinzento,Metalizado,Automática,,5,5,,,145 g/km,,,,Sim,,,Usados,,31 990,8088561252,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a1-sportback-35-tfsi-s-line-s-tronic-ID8PoMhm.html,Sim,,Sim,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Renault,Arkana,1.6 E-Tech R.S.Line,Híbrido (Gasolina),Janeiro,2022,22 733 km,1 598 cm3,145 cv,SUV / TT,Laranja,Metalizado,Automática,,5,5,,,,,,,,,,Usados,,31 990,8089813243,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-arkana-1-6-e-tech-r-s-line-ID8Pu1YL.html,Sim,,Sim,36 Meses,,,,,,,1 Janeiro 0001,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Fiat,500,(RED),Eléctrico,Março,2022,98 km,,118 cv,Pequeno citadino,Preto,Metalizado,Automática,,3,4,,,,,Importado,,Sim,,,Usados,,33 990,8088774021,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-red-ID8PpFD7.html,Sim,,Sim,36 Meses,,,,,,,1 Janeiro 0001,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Abril,2022,18 500 km,1 496 cm3,116 cv,Coupé,Preto,Metalizado,Automática,7,4,5,Classe 2,Tracção dianteira,124 g/km,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,38 400,8090079395,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8Pw9dx.html,,,Sim,18 Meses,Sim,,,,,Série 2,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,Vito Tourer,116 CDi/32 Pro Aut.,Diesel,Junho,2018,33 059 km,2 143 cm3,163 cv,Monovolume,Azul,,Automática,,4,9,,,,,Nacional,Sim,Sim,,,Usados,,39 990,8091839766,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-vito-tourer-116-cdi-32-pro-aut-ID8PCxaC.html,,,Sim,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Outubro,2022,15 600 km,1 950 cm3,116 cv,Utilitário,Branco,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,132 g/km,,Nacional,Sim,Sim,"5,30 l/100km","3,80 l/100km",Usados,Mostrar VIN,37 900,8089839330,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Pu8Lv.html,,,Sim,18 Meses,Sim,,,,,Classe A,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Peugeot,5008,2.0 BlueHDi GT EAT8,Diesel,Julho,2019,88 000 km,1 997 cm3,177 cv,SUV / TT,Cinzento,,Automática,,5,7,Classe 1,,,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,34 990,8090777118,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-2-0-bluehdi-gt-eat8-ID8Py4J8.html,Sim,,Sim,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Renault,Trafic,,Diesel,Outubro,2021,50 000 km,2 000 cm3,110 cv,Monovolume,Cinzento,,Manual,6,5,9,,,,,,Sim,Sim,,,Usados,,39 999,8090921748,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-trafic-ID8PyGlS.html,Sim,,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
