Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,IUC,Inspecção válida até,Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Classe do veículo,Garantia de Stand (incl. no preço),Registo(s),Sub-modelo,Garantia de Fábrica até,ou até,Autonomia Máxima,Autonomia,Capacidade da bateria,Bateria,Consumo Combinado,Consumo,Site,Portugal,Data
Profissional,BMW,225xe Active Tourer,,Híbrido (Gasolina),Junho,2021,48 500 km,1 499 cm3,224 cv,Monovolume,Preto,,Automática,,5,5,,,,,Nacional,,,,,,Usados,Mostrar VIN,38 000,8091216605,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-225xe-active-tourer-ID8PzW3D.html,Sim,,Sim,,36 Meses,,Série 2,7 Março 2027,,,,,,,,StandVirtual,Yes,2024-03-07
Particular,Hyundai,Tucson,1.6 T-GDI PHEV Vanguard+TA,Híbrido Plug-In,Agosto,2022,22 100 km,1 598 cm3,266 cv,SUV / TT,Cinzento,Metalizado,Automática,6,5,5,Integral,31 g/km,,,Nacional,Sim,,Sim,,,Usados,Mostrar VIN,38 990,8091587556,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-t-gdi-phev-vanguard-ta-ID8PBtyI.html,Sim,,,Classe 1,,1,,18 Agosto 2029,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,BMW,116,d Pack 50 anos M Auto,Diesel,Novembro,2022,23 000 km,1 496 cm3,116 cv,Utilitário,Cinzento,,Automática,,5,5,,,,,Nacional,,,,,,Usados,Mostrar VIN,34 900,8091082153,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-50-anos-m-auto-ID8Pzm53.html,Sim,,Sim,,36 Meses,,Série 1,7 Março 2027,,,,,,"4,60 l/100km",,StandVirtual,Yes,2024-03-07
Profissional,Nissan,Juke,1.6 Hybrid N-Design Black,Híbrido (Gasolina),Junho,2023,3 500 km,1 598 cm3,145 cv,SUV / TT,Branco,,Automática,,5,5,,,,,Nacional,,,,,,Usados,Mostrar VIN,31 990,8090868220,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-6-hybrid-n-design-black-ID8Pysqv.html,Sim,,Sim,,36 Meses,,,7 Março 2027,,,,,,5 l/100km,,StandVirtual,Yes,2024-03-07
Profissional,Nissan,Qashqai,1.5 e-Power Tekna,Híbrido (Gasolina),Julho,2023,5 890 km,1 497 cm3,190 cv,SUV / TT,Cinzento,,Automática,,5,5,,,,,Nacional,,,,,,Usados,Mostrar VIN,43 990,8090868112,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-e-power-tekna-ID8PysoM.html,Sim,,Sim,,36 Meses,,,7 Março 2027,,,,,,"5,40 l/100km",,StandVirtual,Yes,2024-03-07
Profissional,Kia,XCeed,1.6 GDi PHEV Drive,Híbrido Plug-In,Agosto,2023,13 000 km,1 580 cm3,141 cv,SUV / TT,Branco,Metalizado,Automática,6,5,5,Tracção dianteira,32 g/km,,,Nacional,Sim,,Sim,,,Usados,Mostrar VIN,32 490,8091601572,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-xceed-1-6-gdi-phev-drive-ID8PBxcM.html,,,,Classe 1,36 Meses,,,15 Agosto 2030,150 000 km,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Janeiro,2022,51 000 km,1 950 cm3,116 cv,Carrinha,Branco,,Automática,,5,,,,,,Nacional,Sim,Sim,Sim,"5,50 l/100km",,Usados,,37 900,8091794130,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PCliy.html,,,Sim,,18 Meses,1,Classe CLA,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Cupra,Formentor,1.4 e-Hybrid DSG VZ,Híbrido Plug-In,Setembro,2021,39 200 km,1 395 cm3,245 cv,SUV / TT,Preto,Metalizado,Automática,,5,,,,,,,,,,,,Usados,,32 490,8091970217,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-4-e-hybrid-dsg-vz-ID8PD56F.html,Sim,Sim,Sim,,36 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,BMW,X2,18 d sDrive Auto Pack M,Diesel,Novembro,2020,111 772 km,1 995 cm3,150 cv,SUV / TT,Preto,,Automática,,5,5,Tracção dianteira,,,20 Novembro 2024,Importado,,,,,,Usados,Mostrar VIN,35 900,8090326083,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x2-18-d-sdrive-auto-pack-m-ID8Pvbon.html,,,Sim,Classe 1,18 Meses,,Série X,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,BMW,116,d Pack M Auto,Diesel,Julho,2022,36 500 km,1 496 cm3,116 cv,Utilitário,Preto,,Automática,,5,5,,,,,Nacional,,,,,,Usados,Mostrar VIN,33 500,8091216611,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8PzW3J.html,Sim,,Sim,,36 Meses,,Série 1,7 Março 2027,,,,,,"4,50 l/100km",,StandVirtual,Yes,2024-03-07
Profissional,Nissan,Qashqai,1.3 DIG-T Acenta,Gasolina,Setembro,2023,1 600 km,1 332 cm3,140 cv,SUV / TT,Branco,,Manual,,5,5,,,,,Nacional,,,,,,Usados,Mostrar VIN,30 250,8090868147,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-ID8Pyspl.html,Sim,,Sim,,36 Meses,,,7 Março 2027,,,,,,"6,30 l/100km",,StandVirtual,Yes,2024-03-07
Profissional,Nissan,Leaf,N-Connecta,Eléctrico,Agosto,2023,1 500 km,,150 cv,Utilitário,Branco,,Automática,,5,5,,,,,Nacional,,,,,,Usados,Mostrar VIN,34 800,8090868135,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-leaf-n-connecta-ID8Pysp9.html,Sim,,Sim,,36 Meses,,,7 Março 2027,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Opel,Astra,,Híbrido Plug-In,Maio,2023,980 km,1 598 cm3,224 cv,Utilitário,Branco,,Automática,,5,5,,,,,Nacional,,,,,,Usados,Mostrar VIN,38 490,8091080747,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-ID8PzlIn.html,Sim,,Sim,,36 Meses,,,7 Março 2027,,,,,,1 l/100km,,StandVirtual,Yes,2024-03-07
Profissional,BMW,530,,Híbrido (Gasolina),Maio,2019,73 600 km,1 998 cm3,252 cv,Sedan,Preto,,Automática,,4,5,,,,,Nacional,,,,,,Usados,Mostrar VIN,34 900,8091216604,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-530-ID8PzW3C.html,Sim,,Sim,,36 Meses,,Série 5,7 Março 2027,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Opel,Mokka-e,Elegance,Eléctrico,Janeiro,2023,1 000 km,,136 cv,SUV / TT,Cinzento,,Automática,8,5,5,,,,,Nacional,,,,,,Usados,,33 500,8090259459,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-elegance-ID8PwU3N.html,,Sim,Sim,Classe 1,18 Meses,1,,,,,,,Própria,,,StandVirtual,Yes,2024-03-07
Profissional,Renault,Mégane,1.8 TCe R.S. Trophy,Gasolina,Janeiro,2020,45 949 km,1 798 cm3,300 cv,Citadino,Branco,,Manual,6,5,,Tracção dianteira,,,28 Janeiro 2024,Importado,,,,,,Usados,Mostrar VIN,41 900,8090326071,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-8-tce-r-s-trophy-ID8Pvbob.html,,,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Peugeot,3008,,Diesel,Março,2023,17 000 km,1 499 cm3,130 cv,SUV / TT,Azul,,Automática,,5,5,,,,,Nacional,,,,,,Usados,Mostrar VIN,37 490,8091081774,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-ID8PzlYV.html,Sim,,Sim,,36 Meses,,,7 Março 2027,,,,,,"5,50 l/100km",,StandVirtual,Yes,2024-03-07
Profissional,Nissan,Leaf,e+ Acenta,Eléctrico,Maio,2023,8 300 km,,218 cv,Utilitário,Preto,,Automática,,5,5,,,,,Nacional,,,,,,Usados,Mostrar VIN,37 490,8090868082,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-leaf-e-acenta-ID8Pysoi.html,Sim,,Sim,,36 Meses,,,7 Março 2027,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,BMW,530,e iPerformance,Híbrido Plug-In,Março,2019,56 700 km,1 998 cm3,252 cv,Sedan,Preto,,Automática,8,4,5,Tracção traseira,32 g/km,,,,,Sim,Sim,,,Usados,Mostrar VIN,34 450,8088787708,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-ID8PpJbS.html,Sim,Sim,Sim,Classe 1,18 Meses,,Série 5,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Audi,A5 Cabrio,,Diesel,Março,2017,79 189 km,1 968 cm3,190 cv,Cabrio,Preto,,Automática,7,3,4,Tracção dianteira,,,23 Março 2024,Importado,,,Sim,,,Usados,Mostrar VIN,41 900,8090326062,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a5-cabrio-ID8Pvbo2.html,,,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack,Diesel,Dezembro,2022,32 029 km,1 499 cm3,130 cv,Monovolume,Cinzento,,Manual,6,5,7,Tracção dianteira,134 g/km,,,Nacional,,,Sim,5 l/100km,4 l/100km,Usados,,36 950,8091867768,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-ID8PCEsg.html,Sim,,,Classe 1,36 Meses,,,,,,,,,"5,10 l/100km",,StandVirtual,Yes,2024-03-07
Profissional,Volvo,XC 90,2.0 T8 PHEV Inscription AWD,Híbrido Plug-In,Março,2016,189 555 km,1 969 cm3,408 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,7,Integral,63 g/km,,,Importado,Sim,Sim,Sim,,,Usados,,39 900,8091128975,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-90-2-0-t8-phev-inscription-awd-ID8Pzygf.html,,,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Peugeot,3008,1.2 PureTech Allure Pack,Gasolina,Março,2023,18 900 km,1 199 cm3,130 cv,SUV / TT,Branco,,Manual,,5,5,,,,,Nacional,,,,,,Usados,Mostrar VIN,31 990,8091508842,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-2-puretech-allure-pack-ID8PB958.html,Sim,,Sim,,36 Meses,,,7 Março 2027,,,,,,"6,10 l/100km",,StandVirtual,Yes,2024-03-07
Profissional,Mitsubishi,Eclipse Cross,2.4 PHEV eMotion,Híbrido Plug-In,Outubro,2022,27 000 km,2 360 cm3,202 cv,SUV / TT,Vermelho,,Automática,1,5,5,Integral,46 g/km,,,Nacional,Sim,,Sim,,,Usados,Mostrar VIN,36 990,8091601678,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-2-4-phev-emotion-ID8PBxeu.html,,,,,36 Meses,,,15 Outubro 2027,100 000 km,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Mercedes-Benz,X 250,d Progressive 4-Matic,Diesel,Abril,2019,98 592 km,2 298 cm3,190 cv,SUV / TT,Cinzento,,Manual,,4,,,,,,Nacional,,,,,,Usados,Mostrar VIN,37 000,8091523475,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-x-250-d-progressive-4-matic-ID8PBcT9.html,Sim,,,,24 Meses,,Classe X,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Abril,2022,42 000 km,1 496 cm3,116 cv,Sedan,Preto,Metalizado,Automática,7,4,5,Tracção dianteira,124 g/km,,,Nacional,Sim,,Sim,,,Usados,Mostrar VIN,35 390,8091893755,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8PCLdp.html,Sim,Sim,Sim,Classe 1,36 Meses,,Série 2,,,,,,,,,StandVirtual,Yes,2024-03-07
Particular,Lexus,NX 300h,Executive+,Híbrido (Gasolina),Abril,2018,72 000 km,2 494 cm3,197 cv,SUV / TT,Branco,Pérola,Automática,7,5,5,Tracção dianteira,161 g/km,,20 Abril 2024,Nacional,Sim,Sim,Sim,"5,10 l/100km",5 l/100km,Usados,Mostrar VIN,32 500,8090412195,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/lexus-nx-300h-executive-ID8PvxNh.html,,,,Classe 1,,2,NX,20 Abril 2028,180 000 km,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Alfa Romeo,Stelvio,2.2 D Super AT8,Diesel,Abril,2018,158 000 km,2 143 cm3,150 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,,,,,,Sim,Sim,Sim,,,Usados,Mostrar VIN,33 500,8087852533,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-2-d-super-at8-ID8PlNUp.html,,,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Mercedes-Benz,A 250,e Progressive,Híbrido Plug-In,Julho,2023,12 981 km,1 332 cm3,218 cv,Utilitário,Branco,,Automática,,5,5,Tracção dianteira,,,,Nacional,,,Sim,,,Usados,Mostrar VIN,37 000,8091861979,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-progressive-ID8PCCVT.html,Sim,Sim,Sim,,24 Meses,,Classe A,,,,,,,"0,80 l/100km",,StandVirtual,Yes,2024-03-07
Profissional,Mercedes-Benz,A 250,e Progressive,Híbrido Plug-In,Julho,2023,10 575 km,1 332 cm3,218 cv,Utilitário,Prateado,,Automática,,5,5,Tracção dianteira,,,,Nacional,,,Sim,,,Usados,Mostrar VIN,37 700,8091861982,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-progressive-ID8PCCVV.html,Sim,Sim,,,24 Meses,,Classe A,,,,,,,"0,80 l/100km",,StandVirtual,Yes,2024-03-07
Profissional,BMW,X6,30 d xDrive,Diesel,Abril,2016,152 000 km,2 993 cm3,258 cv,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,,,,,Sim,Sim,,,Usados,,40 900,8087997471,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x6-30-d-xdrive-ID8PmpC7.html,Sim,,Sim,Classe 2,18 Meses,,Série X,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Setembro,2015,172 000 km,2 143 cm3,204 cv,SUV / TT,Cinzento,Metalizado,Automática,9,5,5,Integral,186 g/km,270 €,,Nacional,Sim,,Sim,7 l/100km,"5,60 l/100km",Usados,,33 500,8091298737,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-amg-line-4-matic-ID8PAgql.html,Sim,,Sim,Classe 1,18 Meses,1,Classe GLC,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Audi,A4 Avant,35 TDI Advanced S tronic,Diesel,Abril,2022,59 000 km,1 968 cm3,163 cv,Carrinha,Preto,,Automática,7,5,5,Tracção dianteira,129 g/km,215 €,,Nacional,Sim,,Sim,"4,30 l/100km","3,60 l/100km",Usados,Mostrar VIN,39 250,8090727948,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-35-tdi-advanced-s-tronic-ID8PxRV4.html,,Sim,Sim,Classe 1,18 Meses,1,,1 Abril 2025,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Renault,Mégane E-Tech,EV60 Iconic Optimum Charge,Eléctrico,Outubro,2022,21 700 km,,218 cv,Utilitário,Cinzento,Pérola,Automática,1,5,5,Tracção dianteira,,,,Importado,Sim,Sim,Sim,,,Usados,Mostrar VIN,35 990,8091587523,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-e-tech-ev60-iconic-optimum-charge-ID8PBtyb.html,,Sim,Sim,Classe 1,36 Meses,1,,20 Outubro 2025,160 000 km,470 km,470 km,60 kWh,Própria,,"16,10 kWh/100km",StandVirtual,Yes,2024-03-07
Profissional,Citroën,e-Spacetourer,,Eléctrico,Junho,2021,14 850 km,,136 cv,Monovolume,Preto,Metalizado,Automática,,5,6,Tracção dianteira,,,6 Junho 2025,,Sim,Sim,Sim,,,Usados,,35 900,8091560990,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-e-spacetourer-ID8PBmEe.html,Sim,Sim,Sim,Classe 1,18 Meses,1,,,,265 km,,50 kWh,Própria,,,StandVirtual,Yes,2024-03-07
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Fevereiro,2020,58 200 km,1 461 cm3,116 cv,Carrinha,Preto,,Automática,,5,5,Tracção traseira,,,2 Fevereiro 2024,Nacional,,,,,,Usados,,33 750,8091543975,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PBidN.html,Sim,,Sim,,18 Meses,,Classe CLA,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Volvo,V90,2.0 D4 Inscription Geartronic,Diesel,Março,2018,85 250 km,1 969 cm3,190 cv,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Tracção dianteira,,,8 Março 2024,Nacional,Sim,Sim,Sim,,,Usados,,31 750,8091767486,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v90-2-0-d4-inscription-geartronic-ID8PCemO.html,Sim,,Sim,Classe 1,18 Meses,1,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Volvo,V60,2.0 T8 AWD TE Momentum Plus,Híbrido Plug-In,Setembro,2019,63 000 km,1 969 cm3,392 cv,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Integral,,,23 Setembro 2025,Nacional,Sim,Sim,Sim,,,Usados,,33 750,8091790481,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-t8-awd-te-momentum-plus-ID8PCklH.html,Sim,Sim,Sim,Classe 1,18 Meses,1,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,BMW,X5,25 d xDrive,Diesel,Setembro,2018,70 000 km,1 995 cm3,231 cv,SUV / TT,Branco,Metalizado,Automática,8,5,5,Integral,188 g/km,272 €,,Importado,Sim,Sim,Sim,,,Usados,Mostrar VIN,39 900,8091969288,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-xdrive-ID8PD4RG.html,,,,Classe 2,18 Meses,1,Série X,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Alfa Romeo,Giulia,2.2 D Veloce Ti Q4 AT8,Diesel,Julho,2017,47 000 km,2 143 cm3,210 cv,Sedan,Cinzento,,Automática,8,4,5,Integral,148 g/km,,1 Julho 2025,Nacional,Sim,Sim,Sim,,,Usados,,31 990,8090757275,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-veloce-ti-q4-at8-ID8PxZz5.html,Sim,,Sim,Classe 1,18 Meses,1,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Peugeot,508,2.0 BlueHDi GT EAT8,Diesel,Janeiro,2020,63 400 km,1 997 cm3,177 cv,Sedan,Preto,Metalizado,Automática,8,5,5,,,,,Nacional,Sim,Sim,,,,Usados,,31 990,8091969286,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-2-0-bluehdi-gt-eat8-ID8PD4RE.html,Sim,,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Mercedes-Benz,A 200,d AMG Line Aut.,Diesel,Junho,2023,16 513 km,1 950 cm3,150 cv,Utilitário,Preto,,Automática,,5,5,,,,,Nacional,,,Sim,,,Usados,Mostrar VIN,40 000,8091833742,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-d-amg-line-aut-ID8PCwBs.html,Sim,Sim,,,24 Meses,,Classe A,,,,,,,"4,90 l/100km",,StandVirtual,Yes,2024-03-07
Profissional,Mitsubishi,Eclipse Cross,2.4 PHEV Black Edition,Híbrido Plug-In,Agosto,2023,7 037 km,2 360 cm3,188 cv,SUV / TT,Cinzento,,Automática,,5,5,,,,,Nacional,,,,,,Usados,Mostrar VIN,43 000,8091793191,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-2-4-phev-black-edition-ID8PCl3p.html,Sim,,,,53 Meses,,,28 Agosto 2028,,,,,,2 l/100km,,StandVirtual,Yes,2024-03-07
Particular,Mercedes-Benz,CLA 180,d Shooting Brake 8G-DCT Progressive,Diesel,Julho,2021,75 000 km,1 950 cm3,116 cv,Carrinha,Preto,Metalizado,Automática,8,5,,Tracção dianteira,116 g/km,,,Importado,Sim,Sim,Sim,,,Usados,Mostrar VIN,32 750,8091867650,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-8g-dct-progressive-ID8PCEqm.html,,,,Classe 1,,,Classe CLA,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Tesla,Model S,100D,Eléctrico,Junho,2017,41 000 km,,525 cv,Sedan,Cinzento,Metalizado,Automática,,5,5,Integral,,,,Nacional,,Sim,Sim,,,Usados,Mostrar VIN,45 000,8091618792,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-s-100d-ID8PBBGv.html,,,Sim,Classe 1,18 Meses,,,,,539 km,539 km,,,,,StandVirtual,Yes,2024-03-07
Profissional,Peugeot,408,1.6 Hybrid Allure Pack e-EAT8,Híbrido Plug-In,Fevereiro,2023,12 900 km,1 598 cm3,225 cv,Utilitário,Azul,,Automática,,5,,,,,,,,,,,,Usados,Mostrar VIN,41 490,8091969210,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-408-1-6-hybrid-allure-pack-e-eat8-ID8PD4Qq.html,Sim,,Sim,,36 Meses,,,7 Março 2027,,,,,,"1,20 l/100km",,StandVirtual,Yes,2024-03-07
Profissional,Hyundai,Santa Fe,2.2 CRDi 4WD Auto Premium,Diesel,Março,2019,78 000 km,2 199 cm3,200 cv,SUV / TT,Branco,Pérola,Automática,,5,5,Integral,,,,Importado,Sim,Sim,Sim,"7,10 l/100km",,Usados,,35 000,8091396763,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-santa-fe-2-2-crdi-4wd-auto-premium-ID8PAFWp.html,,,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Mercedes-Benz,C 220,D Avantgarde,Diesel,Janeiro,2022,28 200 km,1 993 cm3,200 cv,Sedan,Cinzento,,Automática,,4,5,Tracção traseira,,,,Nacional,,,Sim,,,Usados,Mostrar VIN,42 000,8091893361,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8PCL73.html,Sim,Sim,,,24 Meses,,Classe C,,,,,,,"4,50 l/100km",,StandVirtual,Yes,2024-03-07
Profissional,Mercedes-Benz,CLA 250,e Shooting Brake AMG Line,Híbrido Plug-In,Novembro,2020,78 400 km,1 332 cm3,218 cv,Carrinha,Preto,Metalizado,Automática,,5,5,Tracção dianteira,,,11 Novembro 2024,,Sim,Sim,Sim,,,Usados,,36 900,8091843314,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-250-e-shooting-brake-amg-line-ID8PCy5Q.html,Sim,,Sim,Classe 1,18 Meses,,Classe CLA,,,68 km,,,,2 l/100km,,StandVirtual,Yes,2024-03-07
Profissional,Mercedes-Benz,GLA 200,d Style,Diesel,Novembro,2020,43 600 km,1 950 cm3,150 cv,SUV / TT,Preto,,Automática,,5,5,Tracção dianteira,,,,Nacional,,,Sim,,,Usados,Mostrar VIN,41 000,8091893345,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-200-d-style-ID8PCL6N.html,Sim,,Sim,,24 Meses,,Classe GLA,,,,,,,"5,40 l/100km",,StandVirtual,Yes,2024-03-07
Profissional,Mercedes-Benz,A 180 Limousine,d Progressive Aut.,Diesel,Junho,2022,25 600 km,1 950 cm3,116 cv,Utilitário,Cinzento,,Automática,,4,5,Tracção dianteira,,,,Nacional,Sim,,Sim,,,Usados,Mostrar VIN,36 000,8091885513,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-progressive-aut-ID8PCJ4t.html,Sim,Sim,Sim,,24 Meses,,Classe A,,,,,,,5 l/100km,,StandVirtual,Yes,2024-03-07
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Progressive Aut.,Diesel,Julho,2023,18 172 km,1 950 cm3,116 cv,Carrinha,Branco,,Automática,,5,5,Tracção dianteira,,,,Nacional,,,Sim,,,Usados,Mostrar VIN,35 000,8091867962,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-progressive-aut-ID8PCEwo.html,Sim,Sim,Sim,,24 Meses,,Classe CLA,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,BMW,X3,20 d xDrive Pack M Auto,Diesel,Outubro,2018,91 346 km,1 995 cm3,190 cv,SUV / TT,Preto,,Automática,,5,5,,,,,Nacional,Sim,,Sim,,,Usados,,42 850,8090906077,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-pack-m-auto-ID8PyCh7.html,,,Sim,,18 Meses,,Série X,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Land Rover,Range Rover Evoque,2.0 TD4 HSE Dynamic Auto,Diesel,Agosto,2018,72 768 km,1 999 cm3,180 cv,SUV / TT,Azul,,Automática,,5,5,,,,,Nacional,Sim,,Sim,,,Usados,,41 850,8090765641,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-td4-hse-dynamic-auto-ID8Py1K1.html,,,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Opel,Mokka-e,Elegance,Eléctrico,Agosto,2022,400 km,,136 cv,SUV / TT,Preto,,Automática,,5,5,Tracção dianteira,,,,Importado,,,,,,Usados,,34 500,8090259657,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-elegance-ID8PwU6Z.html,,Sim,Sim,Classe 1,18 Meses,1,,,,,,50 kWh,Própria,,,StandVirtual,Yes,2024-03-07
