Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Autonomia,Capacidade da bateria,Bateria,Lotação,Origem,IVA Discriminado,IVA dedutível,Número de Mudanças,Emissões CO2,IUC,Inspecção válida até,Registo(s),Consumo Extra Urbano,Consumo Combinado,Autonomia Máxima,Filtro de partículas,Clássico,Sub-modelo,ou até,Garantia de Fábrica até,Consumo,Site,Portugal
Profissional,Peugeot,308,1.2 PureTech Allure,Gasolina,Fevereiro,2021,56 442 km,1 199 cm3,130 cv,Sim,Sim,Sim,Utilitário,Azul,,Manual,5,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,19 490        EUR,8089470987,3 Agosto 2023,,,,5,,,,,102 g/km,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 220,d Shooting Brake Urban Aut.,Diesel,Janeiro,2016,222 686 km,2 143 cm3,177 cv,Sim,Sim,Sim,Carrinha,Cinzento,,Automática,5,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,24 900        EUR,8089747993,3 Agosto 2023,,,,5,,,,,104 g/km,,,,,,,Sim,,Classe CLA,,,,StandVirtual,Yes
Profissional,Peugeot,2008,,Diesel,Fevereiro,2021,37 518 km,1 499 cm3,110 cv,,,,SUV / TT,Cinzento,Metalizado,Manual,5,,,36 Meses,,,,,Usados,26 450        EUR,8090221540,3 Agosto 2023,,,,,Nacional,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLK 220,CDi 4-Matic BlueEfficiency,Diesel,Abril,2012,220 000 km,2 143 cm3,170 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,Classe 1,Integral,18 Meses,Sim,Sim,Sim,"10,30 l/100km",Usados,21 900        EUR,8088686146,3 Agosto 2023,,,,5,Importado,,,7,,,03/04/2024,1,,,,Sim,,Classe GLK,,,,StandVirtual,Yes
Profissional,SEAT,Leon ST,2.0 TDI FR,Diesel,Fevereiro,2016,150 000 km,1 968 cm3,150 cv,,Sim,Sim,Carrinha,Preto,Metalizado,Manual,5,Classe 1,Tracção dianteira,18 Meses,Sim,,Sim,5 l/100km,Usados,17 800        EUR,8089193665,3 Agosto 2023,,,,5,Importado,,,6,,,05/02/2024,1,,,,Sim,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,BlueTEC Avantgarde+,Diesel,Dezembro,2015,125 000 km,1 598 cm3,136 cv,,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,Classe 1,Tracção traseira,18 Meses,Sim,Sim,Sim,"5,20 l/100km",Usados,20 800        EUR,8089193837,3 Agosto 2023,,,,5,Importado,,,6,,,17/12/2023,1,,,,Sim,,Classe C,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,BlueTEC,Diesel,Abril,2015,168 000 km,1 598 cm3,136 cv,,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,Classe 1,,18 Meses,Sim,Sim,Sim,"5,10 l/100km",Usados,19 900        EUR,8089959713,3 Agosto 2023,,,,5,Importado,,,6,,,16/04/2024,2,,,,Sim,,Classe C,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 180,BlueTEC Aut.,Diesel,Agosto,2016,320 000 km,1 598 cm3,116 cv,,Sim,Sim,Carrinha,Preto,Metalizado,Automática,5,Classe 1,Tracção traseira,36 Meses,Sim,Sim,Sim,"5,20 l/100km",Usados,15 500        EUR,8090087470,3 Agosto 2023,,,,5,Nacional,Sim,,7,,,25/08/2023,1,,,,Sim,,Classe C,,,,StandVirtual,Yes
Profissional,MINI,Cooper,Auto,Gasolina,Agosto,2020,34 691 km,1 499 cm3,136 cv,Sim,Sim,Sim,Utilitário,Cinzento,,Automática,3,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,25 900        EUR,8090221538,3 Agosto 2023,,,,4,,,Sim,,,,,,,"5,10 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi GT Line J18,Diesel,Março,2019,90 000 km,1 461 cm3,115 cv,,Sim,Sim,Carrinha,Azul,Pérola,Manual,5,,Tracção dianteira,18 Meses,Sim,,Sim,"5,50 l/100km",Usados,19 990        EUR,8088546904,3 Agosto 2023,,,,5,Nacional,,,6,,140 €,20/03/2025,1,,,,,,,180 000 km,20/03/2024,,StandVirtual,Yes
Profissional,Hyundai,Bayon,1.0 T-GDi Premium TT,Gasolina,Março,2022,39 940 km,998 cm3,102 cv,Sim,,,SUV / TT,Branco,,Manual,5,,,36 Meses,,,,,Usados,20 450        EUR,8090221536,3 Agosto 2023,,,,5,Nacional,,,,,,,,,"5,50 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Bayon,,Gasolina,Junho,2022,29 759 km,998 cm3,102 cv,Sim,,,SUV / TT,Branco,,Automática,5,,,36 Meses,,,,,Usados,20 450        EUR,8090221535,3 Agosto 2023,,,,5,Nacional,,,,,,,,,"5,50 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,CDi Avantgarde BE,Diesel,Agosto,2013,118 100 km,2 143 cm3,136 cv,Sim,Sim,,Carrinha,Preto,Metalizado,Manual,5,Classe 1,Tracção traseira,18 Meses,Sim,Sim,Sim,6 l/100km,Usados,16 990        EUR,8088492270,3 Agosto 2023,,,,5,,,,6,,,,,,,,,,Classe C,,,,StandVirtual,Yes
Profissional,BMW,116,d Line Sport,Diesel,Agosto,2017,125 000 km,1 496 cm3,116 cv,,Sim,Sim,Utilitário,Preto,Metalizado,Manual,5,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,18 900        EUR,8090158760,3 Agosto 2023,,,,5,,Sim,,6,89 g/km,152 €,,1,,,,Sim,,Série 1,,,,StandVirtual,Yes
Profissional,MINI,Countryman,One D,Diesel,Novembro,2018,139 000 km,1 496 cm3,116 cv,,Sim,Sim,SUV / TT,Cinzento,,Manual,5,,,18 Meses,Sim,Sim,,,Usados,22 900        EUR,8090067087,3 Agosto 2023,,,,5,Nacional,,,,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 70,2.0 D3 Drive V.Ocean Race Start/Stop,Diesel,Outubro,2012,188 717 km,1 984 cm3,163 cv,Sim,,Sim,Carrinha,Cinzento,Metalizado,Manual,5,Classe 1,Tracção dianteira,18 Meses,Sim,,Sim,"6,80 l/100km",Usados,18 750        EUR,8089839806,3 Agosto 2023,,,,5,Nacional,,,6,144 g/km,,15/10/2023,,"4,80 l/100km",,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,,Diesel,Outubro,2020,87 000 km,1 499 cm3,120 cv,,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,4,Classe 1,,36 Meses,Sim,Sim,Sim,,Usados,21 900        EUR,8090194185,3 Agosto 2023,,,,5,,Sim,,,131 g/km,,,1,,,,Sim,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,B 180,d Urban,Diesel,Dezembro,2015,244 000 km,1 461 cm3,109 cv,Sim,Sim,Sim,Monovolume,Preto,Metalizado,Manual,5,,Tracção dianteira,18 Meses,,,,"4,60 l/100km",Usados,16 750        EUR,8090034021,3 Agosto 2023,,,,5,Nacional,,,6,107 g/km,,,,"3,80 l/100km",,,Sim,,Classe B,,,,StandVirtual,Yes
Profissional,Toyota,Corolla,1.8 Hybrid Comfort+P.Sport,Híbrido (Gasolina),Junho,2021,40 856 km,1 798 cm3,122 cv,Sim,Sim,Sim,Utilitário,Cinzento,,Automática,5,,,58 Meses,,,,,Usados,29 750        EUR,8088355627,3 Agosto 2023,,,,,Nacional,,,,85 g/km,,,,,"3,70 l/100km",,,,,,30/06/2028,,StandVirtual,Yes
Profissional,Opel,Corsa,1.2 T Elegance,Gasolina,Maio,2021,42 777 km,1 199 cm3,100 cv,Sim,Sim,Sim,Citadino,Vermelho,,Manual,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,,Usados,18 500        EUR,8090154212,3 Agosto 2023,,,,5,Nacional,,,6,,,,1,,,,,,,,,,StandVirtual,Yes
Particular,Hyundai,Tucson,,Híbrido (Gasolina),Abril,2020,69 000 km,1 598 cm3,230 cv,,,,SUV / TT,Cinzento,Metalizado,Manual,5,,,,Sim,Sim,Sim,,Usados,26 000        EUR,8089584602,3 Agosto 2023,,,,,Nacional,,,,151 g/km,180 €,,,,,,,Sim,,,,,StandVirtual,Yes
Profissional,VW,Golf,1.0 TSI R-Line,Gasolina,Maio,2018,71 192 km,999 cm3,110 cv,Sim,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,5,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,18 900        EUR,8089781433,2 Agosto 2023,,,,5,,,Sim,6,,,01/05/2024,,,"5,10 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Jeep,Renegade,1.6 MJD Limited,Diesel,Maio,2019,78 861 km,1 598 cm3,120 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,Classe 1,,18 Meses,,Sim,,,Usados,21 900        EUR,8089600296,3 Agosto 2023,,,,5,Nacional,,,6,120 g/km,,,,,,,Sim,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,,Diesel,Dezembro,2019,119 527 km,1 598 cm3,160 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,5,Classe 1,,18 Meses,,Sim,,,Usados,29 500        EUR,8089472032,3 Agosto 2023,,,,5,Importado,,,9,112 g/km,,,,,,,Sim,,Classe C,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.5 BlueHDi Feel,Diesel,Julho,2019,54 392 km,1 499 cm3,102 cv,Sim,Sim,Sim,Utilitário,Branco,,Manual,5,Classe 1,,18 Meses,,Sim,,,Usados,17 900        EUR,8089169123,3 Agosto 2023,,,,5,Importado,,,5,95 g/km,,,,,,,Sim,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,GLA 200,CDi Aut.,Diesel,Julho,2014,182 000 km,2 143 cm3,136 cv,,,,SUV / TT,Branco,,Automática,5,,Tracção dianteira,,,Sim,Sim,5 l/100km,Usados,24 000        EUR,8089321579,3 Agosto 2023,,,,5,,,,7,119 g/km,,,,,,,Sim,,Classe GLA,,,,StandVirtual,Yes
Profissional,Volvo,V60,2.4 D6 Summum AWD Phev,Híbrido (Diesel),Dezembro,2013,197 000 km,2 400 cm3,286 cv,Sim,,,Carrinha,Preto,Metalizado,Automática,5,Classe 1,Integral,18 Meses,Sim,Sim,Sim,,Usados,16 990        EUR,8089470680,3 Agosto 2023,,,,5,,,,,48 g/km,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,320,d Touring Aut. Luxury Line,Diesel,Julho,2013,170 000 km,1 995 cm3,184 cv,,,,Carrinha,Preto,Metalizado,Automática,5,,,,,,,"5,60 l/100km",Usados,19 900        EUR,8090024248,3 Agosto 2023,,,,,,,,,,,,,,,,Sim,,Série 3,,,,StandVirtual,Yes
Profissional,Fiat,500L,1.3 MJ City Cross J17,Diesel,Março,2019,60 000 km,1 248 cm3,95 cv,Sim,,Sim,Utilitário,Cinzento,Metalizado,Manual,5,Classe 1,,18 Meses,,,Sim,,Usados,15 900        EUR,8088711980,3 Agosto 2023,,,,5,Nacional,Sim,,,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Passat Variant,1.6 TDI Confortline,Diesel,Dezembro,2017,129 000 km,1 598 cm3,120 cv,,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,"4,70 l/100km",Usados,20 900        EUR,8089075102,3 Agosto 2023,,,,5,Nacional,Sim,Sim,6,107 g/km,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Cactus,1.5 BlueHDi Shine Pack,Diesel,Setembro,2020,20 175 km,1 499 cm3,102 cv,Sim,Sim,Sim,Utilitário,Cinzento,,Manual,5,Classe 1,Tracção dianteira,36 Meses,,,,"5,50 l/100km",Usados,20 450        EUR,8088784126,3 Agosto 2023,,,,5,Nacional,,,6,104 g/km,,,1,"3,90 l/100km","4,50 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i30,1.0 T-GDI Style,Gasolina,Maio,2021,44 386 km,998 cm3,120 cv,Sim,,,Utilitário,Cinzento,,Manual,5,,,57 Meses,,,,,Usados,20 250        EUR,8089924648,3 Agosto 2023,,,,5,Nacional,,,,,,,,,"5,60 l/100km",,,,,,25/05/2028,,StandVirtual,Yes
Profissional,BMW,i3,+EXA,Eléctrico,Novembro,2016,62 375 km,,170 cv,,Sim,Sim,Citadino,Branco,,Automática,5,Classe 1,Tracção traseira,18 Meses,Sim,Sim,,,Usados,18 990        EUR,8090038120,3 Agosto 2023,,,Própria,4,,,,,,,,,,,,,,Série i,,,"0,60 kWh/100km",StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,BlueTEC Avantgarde,Diesel,Janeiro,2014,199 000 km,2 143 cm3,170 cv,,Sim,Sim,Carrinha,Preto,,Manual,5,,,18 Meses,Sim,Sim,,,Usados,18 900        EUR,8089710902,3 Agosto 2023,,,,5,Nacional,,,,109 g/km,,,1,,,,,,Classe C,,,,StandVirtual,Yes
Profissional,Audi,A5 Sportback,2.0 TDI Multitronic,Diesel,Março,2011,189 000 km,1 968 cm3,143 cv,,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,5,,,18 Meses,Sim,Sim,,,Usados,17 900        EUR,8089710905,3 Agosto 2023,,,,4,Nacional,,,,143 g/km,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.6 BlueHDi Allure EAT6 J18,Diesel,Junho,2017,115 000 km,1 560 cm3,120 cv,,Sim,Sim,SUV / TT,Branco,Pérola,Automática,5,Classe 1,,18 Meses,Sim,Sim,Sim,"4,70 l/100km",Usados,23 990        EUR,8090150162,3 Agosto 2023,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180 Limousine,d Progressive Aut.,Diesel,Julho,2019,65 000 km,1 461 cm3,116 cv,,Sim,Sim,Sedan,Preto,,Automática,4,,Tracção dianteira,18 Meses,,Sim,Sim,,Usados,29 900        EUR,8089934556,3 Agosto 2023,,,,5,Nacional,,,,,,,1,,,,,,Classe A,,,,StandVirtual,Yes
Profissional,BMW,318,d Touring Advantage Auto,Diesel,Fevereiro,2016,221 000 km,1 995 cm3,150 cv,Sim,Sim,Sim,Carrinha,Azul,,Automática,5,,,18 Meses,Sim,Sim,Sim,"5,20 l/100km",Usados,17 550        EUR,8089162901,3 Agosto 2023,,,,5,Nacional,,,,109 g/km,,,,,,,Sim,,Série 3,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 160,CDI 7G-DCT Style,Diesel,Janeiro,2015,160 000 km,1 461 cm3,90 cv,Sim,Sim,Sim,Utilitário,Preto,Metalizado,Automática,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,"4,30 l/100km",Usados,15 498        EUR,8090101037,3 Agosto 2023,,,,5,Nacional,,,7,,,31/01/2024,1,,,,Sim,,Classe A,,,,StandVirtual,Yes
Particular,Renault,Captur,0.9 TCE Exclusive,Gasolina,Julho,2018,29 000 km,898 cm3,90 cv,,,,SUV / TT,Azul,Metalizado,Manual,5,,Tracção dianteira,,,,,"6,30 l/100km",Usados,17 500        EUR,8090221352,3 Agosto 2023,,,,5,,,,5,146 g/km,,,,"4,80 l/100km",,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,C 200,(BlueTEC) d Station 7G-TRONIC Avantgarde,Diesel,Junho,2017,185 000 km,1 598 cm3,136 cv,,,,Carrinha,Preto,Metalizado,Automática,5,,,,,,,"5,10 l/100km",Usados,18 500        EUR,8089773625,3 Agosto 2023,,,,,,,,,,,,,,,,Sim,,Classe C,,,,StandVirtual,Yes
Profissional,BMW,i3,120Ah,Eléctrico,Março,2019,99 000 km,,170 cv,Sim,Sim,,Utilitário,Branco,,Automática,5,,,24 Meses,Sim,Sim,Sim,,Usados,23 990        EUR,8089583877,3 Agosto 2023,,,,4,,,,,,,,,,,,,,Série i,,,,StandVirtual,Yes
Particular,Renault,Captur,1.6 E-Tech Plug-In Exclusive,Híbrido (Gasolina),Junho,2021,54 144 km,1 598 cm3,160 cv,,,,SUV / TT,Branco,,Automática,5,,Tracção dianteira,,,,,,Usados,27 900        EUR,8090220890,3 Agosto 2023,,,,5,,,,4,33 g/km,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,ENERGY dCi 110 INTENS,Diesel,Abril,2016,64 400 km,1 461 cm3,110 cv,,Sim,Sim,Carrinha,Preto,Metalizado,Manual,5,Classe 1,Tracção dianteira,18 Meses,Sim,,Sim,"4,20 l/100km",Usados,16 400        EUR,8089989237,3 Agosto 2023,,,,5,Importado,,,6,95 g/km,,,2,"3,40 l/100km",,,Sim,,,,,,StandVirtual,Yes
Profissional,Fiat,500X,1.6 MJ Cross DCT S&S,Diesel,Julho,2019,75 000 km,1 598 cm3,120 cv,Sim,,Sim,SUV / TT,Preto,,Automática,5,Classe 1,,18 Meses,,Sim,Sim,,Usados,18 900        EUR,8088711977,3 Agosto 2023,,,,5,Nacional,,Sim,,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Crossland,1.2 Elegance,Gasolina,Maio,2021,19 000 km,1 199 cm3,83 cv,Sim,Sim,Sim,SUV / TT,Preto,,Manual,5,,,18 Meses,,,Sim,,Usados,20 750        EUR,8088800850,3 Agosto 2023,,,,5,Nacional,Sim,,,135 g/km,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V40,2.0 D2 Kinetic,Diesel,Novembro,2016,114 000 km,1 969 cm3,120 cv,,Sim,Sim,Utilitário,Preto,Metalizado,Manual,5,Classe 1,,18 Meses,,,,4 l/100km,Usados,18 300        EUR,8089188776,3 Agosto 2023,,,,5,Nacional,,,6,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForTwo,Electric Drive Brabus Style,Eléctrico,Fevereiro,2019,29 000 km,,82 cv,,Sim,Sim,Cabrio,Preto,,Automática,2,Classe 1,Tracção traseira,18 Meses,,Sim,,,Usados,17 999        EUR,8085099670,3 Agosto 2023,,,,2,,Sim,Sim,,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 200,d AMG Line Aut.,Diesel,Setembro,2016,105 000 km,2 143 cm3,136 cv,,Sim,Sim,Utilitário,Preto,Metalizado,Automática,5,Classe 1,Tracção dianteira,18 Meses,,,,"5,20 l/100km",Usados,24 600        EUR,8089897926,3 Agosto 2023,,,,5,Importado,,,7,103 g/km,,,,"3,40 l/100km",,,Sim,,Classe A,,,,StandVirtual,Yes
Profissional,Audi,A4 Allroad,2.0 TDI quattro S tronic,Diesel,Março,2019,177 130 km,1 968 cm3,190 cv,,Sim,Sim,Carrinha,Cinzento,,Automática,5,Classe 1,,18 Meses,,,Sim,,Usados,33 500        EUR,8090128833,3 Agosto 2023,,,,5,Nacional,,,,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A4 Avant,40 TDI S line S tronic,Diesel,Março,2019,138 470 km,1 968 cm3,190 cv,Sim,,Sim,Carrinha,Branco,,Automática,5,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,31 900        EUR,8088887122,3 Agosto 2023,,,,5,,,,,,,,1,,,,Sim,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Janeiro,2020,86 500 km,1 950 cm3,306 cv,,,,Carrinha,Cinzento,Metalizado,Automática,5,Classe 1,Tracção traseira,,Sim,Sim,Sim,,Usados,42 900        EUR,8088403651,3 Agosto 2023,,,,5,Importado,,,9,39 g/km,"226,98 €",,1,,,56 km,,,Classe C,,05/10/2024,,StandVirtual,Yes
Profissional,MINI,Cabrio,Cooper Premium Sidewalk Special Edition Auto,Gasolina,Março,2021,45 987 km,1 499 cm3,136 cv,Sim,Sim,Sim,Cabrio,Azul,Metalizado,Automática,2,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,35 800        EUR,8089446209,3 Agosto 2023,,,,4,Nacional,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A4,35 TDI Advanced S tronic,Diesel,Outubro,2020,48 112 km,1 968 cm3,163 cv,Sim,,,Sedan,Preto,,Automática,4,,,36 Meses,,,,,Usados,35 750        EUR,8090039218,3 Agosto 2023,,,,5,Nacional,,,,,,,,,"5,10 l/100km",,,,,,,,StandVirtual,Yes
Particular,Volvo,V90,2.0 T6 Inscription AWD Geartronic,Gasolina,Dezembro,2016,130 000 km,1 969 cm3,320 cv,,,,Carrinha,Azul,Metalizado,Automática,5,Classe 1,Integral,,Sim,Sim,Sim,"9,60 l/100km",Usados,32 250        EUR,8090053443,3 Agosto 2023,,,,5,Nacional,,,8,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,CDI 7G-DCT AMG Line,Diesel,Janeiro,2019,140 000 km,1 461 cm3,109 cv,,Sim,Sim,Utilitário,Preto,Metalizado,Automática,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,"4,30 l/100km",Usados,31 900        EUR,8089620066,3 Agosto 2023,,,,5,Importado,,,7,98 g/km,140 €,,1,"3,40 l/100km",,,Sim,,Classe A,,,,StandVirtual,Yes
Profissional,Tesla,Model S,85,Eléctrico,Dezembro,2014,32 000 km,,367 cv,Sim,Sim,Sim,Sedan,Branco,,Automática,5,Classe 1,Tracção traseira,18 Meses,,Sim,,,Usados,43 000        EUR,8088703525,3 Agosto 2023,,,,7,Importado,,,,,,,1,,"16,90 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 200,d AMG Line Aut.,Diesel,Março,2019,62 000 km,1 950 cm3,150 cv,Sim,Sim,Sim,Utilitário,Preto,Metalizado,Automática,5,,,18 Meses,Sim,Sim,Sim,,Usados,35 500        EUR,8090188478,3 Agosto 2023,,,,5,Nacional,,,,,,,1,,,,,,Classe A,,,,StandVirtual,Yes
Profissional,Renault,Mégane E-Tech,EV60 220hp optimum charge Techno,Eléctrico,Novembro,2022,175 km,,218 cv,Sim,,Sim,SUV / TT,Vermelho,Metalizado,Automática,5,Classe 1,,36 Meses,Sim,,Sim,,Usados,40 900        EUR,8089684013,3 Agosto 2023,,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,VW,Golf,1.4 TSI GTE+ DSG,Híbrido (Gasolina),Março,2021,16 500 km,1 395 cm3,245 cv,Sim,Sim,Sim,Utilitário,Preto,Metalizado,Automática,5,Classe 1,Tracção dianteira,,Sim,Sim,Sim,,Usados,36 500        EUR,8089861008,3 Agosto 2023,,,,5,,Sim,Sim,6,27 g/km,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,I-Pace,,Eléctrico,Dezembro,2018,122 035 km,,400 cv,Sim,,Sim,Utilitário,Vermelho,Metalizado,Automática,5,,,36 Meses,,,Sim,,Usados,42 900        EUR,8090056437,3 Agosto 2023,,,,5,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,,Diesel,Julho,2020,22 869 km,1 461 cm3,109 cv,Sim,Sim,Sim,Carrinha,Cinzento,,Automática,5,,,18 Meses,,,,"7,40 l/100km",Usados,34 990        EUR,8089989394,3 Agosto 2023,,,,,Nacional,,,,107 g/km,,,,"4,40 l/100km","5,50 l/100km",,,,Classe CLA,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Maio,2022,20 728 km,1 499 cm3,130 cv,Sim,,Sim,SUV / TT,Branco,,Manual,5,,,36 Meses,,,,,Usados,32 750        EUR,8089330728,3 Agosto 2023,,,,5,,,,6,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Cupra,Leon,1.4 e-Hybrid VZ DSG,Híbrido (Gasolina),Dezembro,2020,37 000 km,1 395 cm3,245 cv,Sim,Sim,Sim,Utilitário,Cinzento,Metalizado,Automática,5,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,35 950        EUR,8089277225,3 Agosto 2023,,,,5,,,,,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,D Avantgarde+,Diesel,Outubro,2017,95 544 km,1 950 cm3,194 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,5,Classe 1,Tracção traseira,18 Meses,Sim,Sim,Sim,"5,70 l/100km",Usados,33 990        EUR,8089628563,3 Agosto 2023,,,,5,Nacional,,,9,112 g/km,,,1,"4,40 l/100km",,,,,Classe E,,,,StandVirtual,Yes
Profissional,Mitsubishi,L200,2.3 DI-D Strakar CD Intense 4WD,Diesel,Junho,2020,67 000 km,2 268 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,4,,,36 Meses,,,Sim,,Usados,37 515        EUR,8089390475,3 Agosto 2023,,,,3,Nacional,,Sim,6,,,,,,,,,,,,01/01/0001,,StandVirtual,Yes
Profissional,BMW,X4,20 d xDrive XLine Auto,Diesel,Outubro,2014,165 000 km,1 995 cm3,190 cv,,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,5,,Integral,18 Meses,,Sim,Sim,,Usados,31 650        EUR,8089161270,3 Agosto 2023,,,,5,Nacional,,,,,,10/10/2023,2,,,,,,Série X,,,,StandVirtual,Yes
Profissional,SEAT,Leon,1.4 e-Hybrid Xcellence DSG,Híbrido (Gasolina),Março,2021,47 669 km,1 395 cm3,204 cv,,,Sim,Utilitário,Cinzento,Metalizado,Automática,5,,Tracção dianteira,24 Meses,,,Sim,,Usados,31 990        EUR,8089869773,3 Agosto 2023,,,,5,,Sim,Sim,6,25 g/km,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,ID.3,Pro Performance,Eléctrico,Outubro,2022,20 915 km,,204 cv,Sim,Sim,Sim,SUV / TT,Outra,,Automática,5,,,18 Meses,,,,,Usados,34 490        EUR,8090221555,3 Agosto 2023,,,,,Nacional,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 220,d AMG Line,Diesel,Março,2019,69 491 km,2 143 cm3,170 cv,Sim,,,Monovolume,Cinzento,,Automática,5,,,18 Meses,,,,,Usados,37 200        EUR,8090087604,3 Agosto 2023,,,,5,Nacional,,,,,,,,,,,,,Classe GLA,,,,StandVirtual,Yes
Profissional,MINI,Countryman,One D,Diesel,Junho,2021,61 000 km,1 496 cm3,116 cv,Sim,Sim,,Carrinha,Cinzento,Metalizado,Manual,5,,Tracção dianteira,36 Meses,Sim,,Sim,,Usados,31 390        EUR,8090169542,3 Agosto 2023,,,,5,Nacional,Sim,Sim,6,134 g/km,,,,,,,Sim,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,E 220,D Exclusive Line,Diesel,Janeiro,2020,159 km,1 950 cm3,194 cv,,,Sim,Carrinha,Preto,,Automática,5,,,,Sim,Sim,Sim,,Usados,40 000        EUR,8089944771,3 Agosto 2023,,,,5,Importado,Sim,Sim,9,,,,,,,,,,Classe E,,,,StandVirtual,Yes
