Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Garantia de Stand (incl. no preço),Condição,Preco,ID Anuncio,Data Anuncio,Versão,Possibilidade de financiamento,Tipo de cor,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Filtro de partículas,Inspecção válida até,Origem,Não fumador,2º Chave,Consumo Urbano,Registo(s),Consumo Extra Urbano,Valor Fixo,Aceita retoma,IUC,Livro de Revisões completo,Sub-modelo,IVA Discriminado,Autonomia Máxima,Garantia de Fábrica até,ou até,Autonomia,Consumo,Bateria,Consumo Combinado,Capacidade da bateria,Site,Portugal
Profissional,Land Rover,Range Rover Evoque,Diesel,Fevereiro,2018,93 191 km,1 999 cm3,150 cv,SUV / TT,Branco,Automática,18 Meses,Usados,39 750        EUR,8089579594,11 Setembro 2023,2.0 TD4 SE Dynamic Auto,Sim,Metalizado,9,5,5,,Integral,134 g/km,Sim,,,Sim,Sim,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,e-2008,Eléctrico,Maio,2022,65 438 km,,136 cv,SUV / TT,Preto,Automática,36 Meses,Usados,33 900        EUR,8089946158,11 Setembro 2023,Allure,Sim,,,5,5,Classe 1,Tracção dianteira,,,,Nacional,Sim,,,,,Sim,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Evoque,Diesel,Novembro,2017,99 987 km,1 999 cm3,150 cv,SUV / TT,Vermelho,Automática,18 Meses,Usados,39 950        EUR,8089704055,11 Setembro 2023,2.0 TD4 HSE Dynamic Auto,Sim,,9,5,5,,Integral,134 g/km,Sim,,,Sim,,,,,Sim,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,Eléctrico,Setembro,2022,18 600 km,,204 cv,SUV / TT,Verde,Automática,72 Meses,Usados,33 500        EUR,8090584124,11 Setembro 2023,EV 64kWh Premium,,,,5,5,,,,,,Nacional,,,,,,Sim,,,,,,,12/09/2029,,,,,,,StandVirtual,Yes
Particular,MINI,John Cooper Works,Gasolina,Maio,2018,41 000 km,1 998 cm3,232 cv,Utilitário,Cinzento,Automática,,Usados,31 500        EUR,8090584043,11 Setembro 2023,Auto Desportiva,,,8,3,4,,Tracção dianteira,130 g/km,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,Diesel,Janeiro,2021,88 000 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Automática,18 Meses,Usados,32 990        EUR,8090584007,11 Setembro 2023,1.5 BlueHDi Allure Pack EAT8,,Metalizado,8,5,7,Classe 1,Tracção dianteira,147 g/km,,,,Sim,Sim,"4,50 l/100km",,"3,80 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i30 N,Gasolina,Fevereiro,2019,89 720 km,1 998 cm3,275 cv,Utilitário,Branco,Manual,24 Meses,Usados,32 000        EUR,8089784582,11 Setembro 2023,2.0 T-GDi Performance Pack,Sim,Metalizado,,5,5,,,,,01/02/2025,,,,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,Gasolina,Junho,2022,25 426 km,1 332 cm3,140 cv,SUV / TT,Cinzento,Manual,36 Meses,Usados,30 740        EUR,8090584078,11 Setembro 2023,1.3 DIG-T N-GO,,,,5,5,,,,,,Nacional,,,,,,Sim,,,,,,,11/09/2026,,,,,"6,40 l/100km",,StandVirtual,Yes
Profissional,Nissan,Qashqai,Gasolina,Maio,2022,29 800 km,1 332 cm3,140 cv,SUV / TT,Prateado,Manual,36 Meses,Usados,31 740        EUR,8090584071,11 Setembro 2023,1.3 DIG-T N-GO,,,,5,5,,,,,,Nacional,,,,,,Sim,,,,,,,11/09/2026,,,,,"6,40 l/100km",,StandVirtual,Yes
Profissional,Land Rover,Discovery Sport,Diesel,Janeiro,2017,155 549 km,1 999 cm3,150 cv,SUV / TT,Cinzento,Automática,24 Meses,Usados,32 000        EUR,8089628327,11 Setembro 2023,2.0 TD4 HSE Luxury Auto,Sim,Metalizado,,5,5,,,,Sim,01/01/2025,,,,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,Diesel,Junho,2018,134 016 km,1 995 cm3,190 cv,Carrinha,Branco,Automática,24 Meses,Usados,36 500        EUR,8088395742,11 Setembro 2023,d Pack M Auto,Sim,,8,5,5,,,,Sim,01/06/2024,,,,,,,Sim,Sim,,,Série 5,,,22/12/2022,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 200,Diesel,Janeiro,2020,167 605 km,1 950 cm3,150 cv,Carrinha,Preto,Automática,24 Meses,Usados,33 000        EUR,8090103083,11 Setembro 2023,d Shooting Brake Progressive Aut.,Sim,,,5,5,,,,,01/01/2024,,,,,,,Sim,Sim,,,Classe CLA,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,I-Pace,Eléctrico,Outubro,2019,68 000 km,,400 cv,SUV / TT,Cinzento,Automática,18 Meses,Usados,42 950        EUR,8087767919,11 Setembro 2023,S AWD Aut.,Sim,Metalizado,,5,5,Classe 1,Integral,,,,Nacional,Sim,Sim,,1,,Sim,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Agosto,2020,100 000 km,1 950 cm3,194 cv,Coupé,Prateado,Automática,24 Meses,Usados,43 000        EUR,8090437832,11 Setembro 2023,d AMG Line Aut.,,,,2,4,,,,,,Nacional,,,,,,Sim,,,,Classe C,,,,,,,,"5,20 l/100km",,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 220,Diesel,Fevereiro,2020,111 000 km,1 950 cm3,190 cv,Carrinha,Branco,Automática,18 Meses,Usados,38 950        EUR,8090057792,11 Setembro 2023,d Shooting Brake AMG Line Aut.,Sim,,,5,5,Classe 1,,,,01/02/2024,,Sim,Sim,,,,,Sim,244 €,Sim,Classe CLA,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,Diesel,Setembro,2021,38 500 km,1 950 cm3,116 cv,Coupé,Cinzento,Manual,24 Meses,Usados,37 000        EUR,8090437826,11 Setembro 2023,,,,,4,,,,,,,Nacional,,,,,,Sim,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508,Híbrido (Gasolina),Dezembro,2021,72 810 km,1 598 cm3,225 cv,Sedan,Cinzento,Automática,18 Meses,Usados,42 900        EUR,8089848214,11 Setembro 2023,1.6 Hybrid Allure e-EAT8,Sim,Metalizado,8,5,5,Classe 1,Tracção dianteira,29 g/km,,,Nacional,,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,I-Pace,Eléctrico,Outubro,2019,96 000 km,,400 cv,SUV / TT,Cinzento,Automática,18 Meses,Usados,42 950        EUR,8087768520,11 Setembro 2023,S AWD Aut.,Sim,Metalizado,,5,5,Classe 1,Integral,,,,Nacional,Sim,Sim,,1,,Sim,Sim,,Sim,,Sim,,,,,,,15 l/100km,,StandVirtual,Yes
Profissional,Citroën,e-C4,Eléctrico,Junho,2022,50 km,,136 cv,SUV / TT,Cinzento,Automática,36 Meses,Usados,38 999        EUR,8088434653,11 Setembro 2023,Shine Pack,Sim,,,5,,,,,,,Nacional,,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,Gasolina,Julho,2021,8 600 km,1 332 cm3,140 cv,SUV / TT,Azul,Manual,18 Meses,Usados,31 950        EUR,8090482221,11 Setembro 2023,1.3 DIG-T N-Connecta,Sim,,6,5,5,Classe 1,Tracção dianteira,,,,Nacional,Sim,Sim,,,,,Sim,,Sim,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Abarth,695,Gasolina,Dezembro,2010,35 000 km,1 368 cm3,180 cv,Pequeno citadino,Vermelho,Automática,18 Meses,Usados,35 999        EUR,8074060673,11 Setembro 2023,1.4 T-Jet Tributo Ferrari MTA,Sim,,5,3,4,Classe 1,Tracção dianteira,,,,Nacional,Sim,Sim,,,,Sim,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne,Gasolina,Julho,2011,90 000 km,4 806 cm3,400 cv,SUV / TT,Preto,Automática,18 Meses,Usados,38 999        EUR,8089537222,11 Setembro 2023,S,Sim,Metalizado,7,5,5,,Integral,,,,Nacional,Sim,Sim,"14,50 l/100km",,,Sim,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Arteon,Híbrido (Gasolina),Junho,2022,20 000 km,1 395 cm3,218 cv,Sedan,Cinzento,Automática,18 Meses,Usados,43 990        EUR,8090583823,11 Setembro 2023,1.4 TSI eHybrid Elegance,Sim,,,4,5,Classe 1,,,,,Nacional,Sim,Sim,,,,Sim,Sim,,Sim,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Fevereiro,2019,51 000 km,1 461 cm3,109 cv,Utilitário,Branco,Automática,18 Meses,Usados,32 990        EUR,8090583826,11 Setembro 2023,d AMG Line Aut.,Sim,,,5,5,Classe 1,,,Sim,,Nacional,Sim,Sim,,,,Sim,Sim,,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Fevereiro,2019,76 000 km,1 950 cm3,194 cv,Carrinha,Cinzento,Automática,18 Meses,Usados,36 990        EUR,8090583820,11 Setembro 2023,d AMG Line,Sim,,,5,5,Classe 1,,,Sim,,Nacional,Sim,Sim,,,,Sim,Sim,,Sim,Classe C,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,Diesel,Julho,2019,119 000 km,1 598 cm3,160 cv,Carrinha,Branco,Manual,18 Meses,Usados,32 900        EUR,8089449152,11 Setembro 2023,d AMG Line,Sim,,,5,5,,,,Sim,,Nacional,Sim,Sim,,,,,Sim,,Sim,Classe C,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Janeiro,2019,96 000 km,1 950 cm3,194 cv,Carrinha,Cinzento,Automática,18 Meses,Usados,37 990        EUR,8090447727,11 Setembro 2023,d AMG Line,Sim,,,5,5,Classe 1,,,,,Nacional,,Sim,,,,Sim,Sim,,Sim,Classe C,,,,,,,,,,StandVirtual,Yes
Profissional,Cupra,Formentor,Gasolina,Maio,2022,18 535 km,1 498 cm3,150 cv,SUV / TT,Preto,Manual,18 Meses,Usados,32 199        EUR,8089397814,11 Setembro 2023,1.5 TSI,Sim,Metalizado,6,5,5,Classe 1,Tracção dianteira,135 g/km,,,Nacional,Sim,Sim,4 l/100km,1,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,E 250,Diesel,Maio,2016,109 370 km,2 143 cm3,204 cv,Coupé,Cinzento,Automática,,Usados,31 900        EUR,8089287856,9 Setembro 2023,BlueTEC Auto,,,,2,4,Classe 1,,,,09/06/2024,Nacional,Sim,Sim,,,,Sim,,,Sim,Classe E,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,GLC 300,Gasolina,Outubro,2016,107 250 km,1 991 cm3,258 cv,SUV / TT,Cinzento,Automática,,Usados,31 800        EUR,8090517299,9 Setembro 2023,4Matic,,Metalizado,,5,,Classe 1,Integral,163 g/km,,19/01/2024,Importado,Sim,Sim,"8,90 l/100km",,,,,,Sim,Classe GLC,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,F-Pace,Diesel,Junho,2017,92 000 km,1 999 cm3,180 cv,SUV / TT,Cinzento,Automática,18 Meses,Usados,39 950        EUR,8090293007,11 Setembro 2023,2.0 i4D R-Sport AWD Aut.,Sim,Metalizado,8,5,,,Integral,182 g/km,,,,Sim,Sim,,,,Sim,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,e-Niro,Eléctrico,Dezembro,2021,97 000 km,,204 cv,SUV / TT,Cinzento,Automática,18 Meses,Usados,33 990        EUR,8089584806,11 Setembro 2023,EV 64kWh,Sim,,,5,5,Classe 1,,,,,Nacional,Sim,Sim,,,,Sim,Sim,,Sim,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,Híbrido (Gasolina),Março,2020,66 500 km,1 395 cm3,204 cv,Utilitário,Branco,Automática,24 Meses,Usados,32 900        EUR,8087117180,11 Setembro 2023,1.4 GTE Plug-in,Sim,Metalizado,,5,,,Tracção dianteira,,,,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C5 Aircross,Híbrido (Gasolina),Maio,2021,8 500 km,1 598 cm3,225 cv,SUV / TT,Azul,Automática,24 Meses,Usados,42 900        EUR,8086492212,11 Setembro 2023,1.6 Hybrid Shine e-EAT8,Sim,Metalizado,,5,,,,,,,,,,,,,,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 40,Diesel,Fevereiro,2020,16 495 km,1 969 cm3,150 cv,SUV / TT,Preto,Automática,18 Meses,Usados,44 850        EUR,8089792197,11 Setembro 2023,2.0 D3 Inscription Geartronic,Sim,Metalizado,8,5,5,,,157 g/km,,,,,,"5,90 l/100km",,"4,80 l/100km",Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Countryman,Diesel,Junho,2021,8 000 km,1 496 cm3,116 cv,Utilitário,Verde,Manual,36 Meses,Usados,33 300        EUR,8090583687,11 Setembro 2023,One D,,,,5,5,,,,,,Nacional,,,,,,Sim,,,,,,,11/09/2026,,,,,5 l/100km,,StandVirtual,Yes
Profissional,Volvo,XC 40,Gasolina,Abril,2019,79 541 km,1 477 cm3,156 cv,SUV / TT,Cinzento,Manual,24 Meses,Usados,30 490        EUR,8090449034,11 Setembro 2023,1.5 T3 Momentum Tech Edition,,Metalizado,6,5,5,Classe 1,Tracção dianteira,161 g/km,,,Nacional,,Sim,"7,60 l/100km",1,"5,40 l/100km",,,180 €,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i3,Eléctrico,Agosto,2021,9 465 km,,170 cv,Utilitário,Preto,Automática,18 Meses,Usados,41 600        EUR,8088209607,11 Setembro 2023,120Ah,Sim,Metalizado,,5,4,,,,,,Nacional,,Sim,,,,Sim,Sim,,Sim,Série i,Sim,,,,,,Própria,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 250,Diesel,Dezembro,2016,139 800 km,2 143 cm3,204 cv,Coupé,Cinzento,Automática,18 Meses,Usados,32 800        EUR,8089760165,11 Setembro 2023,d,Sim,Metalizado,9,3,4,Classe 1,Tracção traseira,121 g/km,,,Nacional,Sim,Sim,"5,20 l/100km",,"4,30 l/100km",Sim,Sim,,Sim,Classe C,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,Gasolina,Setembro,2020,62 942 km,1 332 cm3,136 cv,Carrinha,Preto,Automática,18 Meses,Usados,38 900        EUR,8088936037,11 Setembro 2023,,Sim,Metalizado,7,5,5,Classe 1,,,,,Importado,Sim,Sim,,,,Sim,Sim,,Sim,Classe CLA,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Tiguan Allspace,Diesel,Fevereiro,2019,97 000 km,1 968 cm3,150 cv,SUV / TT,Preto,Automática,18 Meses,Usados,33 990        EUR,8090493381,11 Setembro 2023,2.0 TDI Confortline DSG,,,,5,7,,,,,,Nacional,,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Fiat,Ducato,Diesel,Junho,2018,119 330 km,2 287 cm3,150 cv,Carrinha,Cinzento,Manual,,Usados,37 000        EUR,8090535568,11 Setembro 2023,,,,,5,3,,Tracção dianteira,,,29/06/2024,Importado,Sim,Sim,,2,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,530,Diesel,Setembro,2018,85 989 km,2 993 cm3,265 cv,Carrinha,Azul,Automática,18 Meses,Usados,36 850        EUR,8090493363,11 Setembro 2023,d Auto,Sim,Metalizado,8,5,5,Classe 1,Tracção traseira,159 g/km,,14/09/2024,Nacional,Sim,Sim,,1,,Sim,Sim,,Sim,Série 5,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,Diesel,Fevereiro,2018,81 319 km,1 950 cm3,194 cv,Carrinha,Azul,Automática,18 Meses,Usados,42 000        EUR,8090449123,11 Setembro 2023,D Avantgarde+,Sim,,9,5,5,,Tracção traseira,,,03/02/2024,Nacional,,Sim,,,,,Sim,,,Classe E,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,Diesel,Novembro,2019,67 100 km,1 995 cm3,190 cv,Carrinha,Preto,Automática,18 Meses,Usados,41 600        EUR,8087618732,11 Setembro 2023,d Line Luxury Auto,Sim,Metalizado,,5,5,Classe 1,,,,,Nacional,,Sim,"5,50 l/100km",,,Sim,Sim,,Sim,Série 5,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X3,Diesel,Novembro,2019,72 640 km,1 995 cm3,150 cv,SUV / TT,Azul,Automática,18 Meses,Usados,44 600        EUR,8089155589,11 Setembro 2023,18 d sDrive xLine Auto,Sim,Metalizado,,5,5,Classe 1,,,,,Nacional,Sim,Sim,,,,Sim,Sim,,Sim,Série X,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Mokka-e,Eléctrico,Abril,2021,46 980 km,,136 cv,SUV / TT,Cinzento,Automática,18 Meses,Usados,31 750        EUR,8088256035,11 Setembro 2023,Elegance,Sim,Metalizado,,5,,Classe 1,,,,,,,Sim,,,,Sim,Sim,,Sim,,,,,,328 km,"15,80 kWh/100km",Própria,,,StandVirtual,Yes
Profissional,Toyota,C-HR,Híbrido (Gasolina),Junho,2021,46 980 km,1 798 cm3,122 cv,SUV / TT,Branco,Automática,36 Meses,Usados,31 500        EUR,8089373761,11 Setembro 2023,1.8 Hybrid Square Collection,Sim,Pérola,,5,5,,,,,,Nacional,,Sim,"3,20 l/100km",,,Sim,Sim,,Sim,,,,15/06/2028,,,,,,,StandVirtual,Yes
Profissional,Lexus,NX 300h,Híbrido (Gasolina),Julho,2019,68 677 km,2 494 cm3,197 cv,SUV / TT,Cinzento,Automática,36 Meses,Usados,43 500        EUR,8089372231,11 Setembro 2023,Executive+ + TAE,Sim,Metalizado,,5,5,,,,,,Nacional,Sim,Sim,"5,10 l/100km",,,Sim,Sim,,Sim,NX,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,Diesel,Maio,2021,35 568 km,1 496 cm3,116 cv,Utilitário,Preto,Automática,36 Meses,Usados,30 700        EUR,8090336454,11 Setembro 2023,d Corporate Edition Auto,,Metalizado,6,5,5,,Tracção dianteira,119 g/km,,,,,,,,,,,,,Série 1,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Maio,2019,81 087 km,1 950 cm3,194 cv,Carrinha,Azul,Automática,18 Meses,Usados,38 900        EUR,8090009592,11 Setembro 2023,d AMG Line,Sim,Metalizado,,5,5,Classe 1,,,Sim,,Nacional,,Sim,,1,,Sim,Sim,,Sim,Classe C,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,Híbrido (Gasolina),Janeiro,2022,27 000 km,1 598 cm3,225 cv,Monovolume,Azul,Automática,36 Meses,Usados,39 950        EUR,8089192872,11 Setembro 2023,1.6 Hybrid GT Pack e-EAT8,Sim,Metalizado,8,5,5,Classe 1,Tracção dianteira,,,,,,,,,,Sim,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,Diesel,Março,2021,77 565 km,1 995 cm3,150 cv,Carrinha,Preto,Automática,18 Meses,Usados,33 490        EUR,8090060021,11 Setembro 2023,d Touring Auto,,Metalizado,8,5,5,,Tracção traseira,133 g/km,,,Nacional,,Sim,,,,Sim,,,Sim,Série 3,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,418 Gran Coupé,Diesel,Fevereiro,2019,28 934 km,1 995 cm3,150 cv,Sedan,Cinzento,Automática,18 Meses,Usados,33 490        EUR,8090059635,11 Setembro 2023,d Pack M Auto,,Metalizado,8,5,5,,Tracção traseira,149 g/km,,,,,Sim,,,,Sim,,,Sim,Série 4,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X2,Diesel,Outubro,2018,56 000 km,1 995 cm3,150 cv,SUV / TT,Preto,Manual,18 Meses,Usados,38 700        EUR,8088346258,11 Setembro 2023,18 d xDrive Pack M,Sim,Metalizado,6,5,5,Classe 1,Integral,,,31/10/2024,,Sim,Sim,,1,,,Sim,,Sim,Série X,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Leaf,Eléctrico,Junho,2021,21 210 km,,218 cv,Utilitário,Outra,Automática,36 Meses,Usados,30 499        EUR,8089386136,11 Setembro 2023,e+ 10o Aniversário,Sim,,,5,,,,,,,Nacional,,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,Outlander,Híbrido (Gasolina),Setembro,2019,59 946 km,2 360 cm3,224 cv,SUV / TT,Cinzento,Automática,18 Meses,Usados,31 990        EUR,8089944385,11 Setembro 2023,2.4 PHEV Instyle,Sim,Metalizado,,5,5,Classe 1,,,,,Nacional,Sim,Sim,,1,,Sim,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,Diesel,Dezembro,2018,120 000 km,1 995 cm3,190 cv,Carrinha,Cinzento,Manual,18 Meses,Usados,31 500        EUR,8090238952,11 Setembro 2023,d Touring xDrive Pack M,Sim,Metalizado,6,5,5,Classe 1,Integral,133 g/km,Sim,30/12/2023,,Sim,Sim,"6,10 l/100km",1,"4,40 l/100km",,Sim,,Sim,Série 3,,800 km,,,,,,,,StandVirtual,Yes
Profissional,Renault,Grand Scénic,Diesel,Dezembro,2019,70 000 km,1 749 cm3,150 cv,Monovolume,Branco,Automática,18 Meses,Usados,31 750        EUR,8090241325,11 Setembro 2023,1.7 Blue dCi Bose Edition EDC,Sim,Pérola,6,5,7,Classe 1,Tracção dianteira,159 g/km,,30/12/2023,,Sim,Sim,"5,70 l/100km",1,"4,30 l/100km",,Sim,160 €,Sim,,,800 km,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,Diesel,Janeiro,2018,60 000 km,1 997 cm3,150 cv,SUV / TT,Branco,Manual,36 Meses,Usados,31 900        EUR,8090241959,11 Setembro 2023,2.0 BlueHDi GT Line Grip Control,Sim,Pérola,6,5,5,Classe 1,Tracção dianteira,121 g/km,,,,,,"5,30 l/100km",,"4,30 l/100km",,Sim,,,,,800 km,,,,,,,,StandVirtual,Yes
Profissional,Ford,S-Max,Diesel,Dezembro,2018,77 000 km,1 997 cm3,210 cv,Monovolume,Cinzento,Automática,18 Meses,Usados,39 500        EUR,8090226516,11 Setembro 2023,2.0 TDCi ST-Line Powershift,Sim,Metalizado,6,5,7,Classe 1,Tracção dianteira,144 g/km,,30/12/2023,,Sim,Sim,"6,30 l/100km",1,"5,10 l/100km",,Sim,240 €,Sim,,,800 km,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 250,Diesel,Abril,2015,67 000 km,2 143 cm3,204 cv,Sedan,Preto,Automática,18 Meses,Usados,31 800        EUR,8084753629,11 Setembro 2023,BlueTEC Avantgarde Aut.,Sim,Metalizado,7,4,5,Classe 1,Tracção traseira,110 g/km,Sim,21/06/2023,Nacional,Sim,Sim,,1,,,Sim,,Sim,Classe C,,,,,,,,,,StandVirtual,Yes
