Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,IVA Discriminado,Número de Mudanças,Emissões CO2,Registo(s),Tipo de cor,Consumo Urbano,Consumo Extra Urbano,VIN,Inspecção válida até,Garantia de Fábrica até,Sub-modelo,Consumo Combinado,IUC,Autonomia,Consumo,Capacidade da bateria,Bateria,ou até,Autonomia Máxima,Site,Portugal,Data
Profissional,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Fevereiro,2018,70 858 km,2 143 cm3,204 cv,Sim,Sim,SUV / TT,Cinzento,Automática,5,5,Classe 1,Integral,24 Meses,Nacional,Sim,,Sim,Usados,44 990,8091628004,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-amg-line-4-matic-ID8PBE56.html,,9,186 g/km,,Metalizado,7 l/100km,"5,60 l/100km",Mostrar VIN,,,Classe GLC,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido Plug-In,Julho,2020,58 700 km,1 332 cm3,218 cv,Sim,Sim,Utilitário,Preto,Automática,5,5,Classe 1,Tracção dianteira,24 Meses,Nacional,Sim,,Sim,Usados,34 990,8091766930,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PCedQ.html,Sim,8,23 g/km,,,,,Mostrar VIN,,,Classe A,,,,,,,,70 km,StandVirtual,Yes,2024-02-27
Profissional,BMW,X4,20 d xDrive XLine Auto,Diesel,Agosto,2019,90 000 km,1 995 cm3,190 cv,,Sim,SUV / TT,Preto,Automática,5,5,Classe 1,Integral,18 Meses,Nacional,Sim,Sim,Sim,Usados,44 750,8091403302,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x4-20-d-xdrive-xline-auto-ID8PAHCS.html,,8,156 g/km,1,Metalizado,,,,,,Série X,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido Plug-In,Janeiro,2019,61 290 km,1 950 cm3,306 cv,Sim,Sim,Sedan,Preto,Automática,4,5,Classe 1,Tracção traseira,24 Meses,Nacional,Sim,,Sim,Usados,39 990,8091749865,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-amg-line-ID8PC9MB.html,,9,33 g/km,,,,,Mostrar VIN,,,Classe E,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido Plug-In,Julho,2023,16 000 km,1 332 cm3,218 cv,Sim,Sim,Utilitário,Cinzento,Automática,5,5,,,36 Meses,Nacional,,,,Usados,42 500,8090700571,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PxKOw.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,,"0,80 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,5008,1.5 BlueHDi Active Pack EAT8,Diesel,Abril,2023,9 000 km,1 499 cm3,130 cv,Sim,Sim,SUV / TT,Cinzento,Automática,5,7,,,36 Meses,Nacional,,,,Usados,38 290,8090789175,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-active-pack-eat8-ID8Py7RB.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,,"5,60 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mitsubishi,Eclipse Cross,,Híbrido (Gasolina),Novembro,2022,29 526 km,2 360 cm3,202 cv,Sim,Sim,SUV / TT,Cinzento,Automática,5,5,,Integral,36 Meses,Nacional,Sim,Sim,Sim,Usados,35 990,8090279719,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-ID8PwZkz.html,Sim,7,46 g/km,,Metalizado,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Land Rover,Range Rover Evoque,1.5 P300e AWD SE Auto,Híbrido Plug-In,Outubro,2020,39 710 km,1 498 cm3,309 cv,Sim,Sim,SUV / TT,Branco,Automática,5,5,,Integral,18 Meses,,Sim,Sim,Sim,Usados,42 990,8091750892,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-1-5-p300e-awd-se-auto-ID8PCa3a.html,Sim,8,33 g/km,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Audi,Q4 e-tron,35 55 kWH,Eléctrico,Outubro,2021,26 690 km,,170 cv,Sim,,SUV / TT,Cinzento,Automática,5,5,,Tracção traseira,18 Meses,,Sim,Sim,Sim,Usados,37 990,8090641223,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-q4-e-tron-35-55-kwh-ID8Pxwnh.html,Sim,1,,,,,,Mostrar VIN,1 Outubro 2025,,,,,313 km,17 kWh/100km,55 kWh,Própria,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,E 200,d T 9G-TRONIC Avantgarde,Diesel,Julho,2018,149 000 km,1 950 cm3,150 cv,,Sim,Carrinha,Azul,Automática,5,,,,18 Meses,,,,,Usados,33 900,8090588094,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-200-d-t-9g-tronic-avantgarde-ID8Pxhym.html,,,,,Metalizado,"5,70 l/100km",,,,,Classe E,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Março,2021,92 681 km,1 461 cm3,116 cv,Sim,Sim,Sedan,Cinzento,Automática,5,,,,36 Meses,Nacional,,,,Usados,31 999,8091017893,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Pz5mB.html,,,,,,,,,,,Classe A,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Tesla,Model Y,Long Range Tração Integral,Eléctrico,Junho,2022,49 325 km,,351 cv,Sim,Sim,SUV / TT,Branco,Automática,5,5,Classe 1,,18 Meses,,,,,Usados,42 990,8091752469,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-y-long-range-trao-integral-ID8PCasB.html,,,,,Metalizado,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,BMW,420,d Cabrio Sport-Aut. Sport Line,Diesel,Janeiro,2014,60 000 km,1 995 cm3,184 cv,,,Cabrio,Preto,Automática,2,4,,Tracção traseira,,,Sim,Sim,Sim,Usados,34 500,8091584525,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-d-cabrio-sport-aut-sport-line-ID8PBsLP.html,,8,131 g/km,,,"5,90 l/100km","4,40 l/100km",Mostrar VIN,,,Série 4,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Volvo,XC 90,2.0 D4 Momentum,Diesel,Fevereiro,2018,163 077 km,1 969 cm3,190 cv,Sim,Sim,SUV / TT,Cinzento,Automática,5,7,Classe 1,,18 Meses,,,,Sim,Usados,43 990,8087580181,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-90-2-0-d4-momentum-ID8PkF3D.html,,8,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Nissan,Qashqai,1.3 DIG-T Acenta,Gasolina,Maio,2023,5 537 km,1 332 cm3,140 cv,,,SUV / TT,Branco,Manual,5,5,,,36 Meses,,,,Sim,Usados,30 500,8090788623,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-ID8Py7IH.html,,,,,,,,,,1 Janeiro 0001,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Cupra,Formentor,1.5 TSI Base DSG,Gasolina,Maio,2022,27 021 km,1 498 cm3,150 cv,Sim,,SUV / TT,Preto,Automática,5,5,,,18 Meses,Nacional,,,,Usados,33 000,8091073228,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-base-dsg-ID8PzjL6.html,Sim,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Land Rover,Discovery Sport,2.0 TD4 HSE Auto,Diesel,Agosto,2016,140 000 km,1 999 cm3,150 cv,Sim,Sim,SUV / TT,Vermelho,Automática,5,5,,Integral,18 Meses,Importado,,Sim,Sim,Usados,33 990,8087254851,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-discovery-sport-2-0-td4-hse-auto-ID8Pjiqn.html,,9,,,Metalizado,"6,30 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Nissan,Townstar,,Eléctrico,Novembro,2022,1 601 km,,120 cv,Sim,,Sedan,Branco,,5,,,,60 Meses,Nacional,,,,Usados,35 460,8091038597,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-townstar-ID8PzaKx.html,,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido Plug-In,Março,2021,44 578 km,1 332 cm3,218 cv,Sim,,Sedan,Preto,Automática,5,5,,,24 Meses,Importado,,,,Usados,36 000,8090799622,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PyaA6.html,Sim,,,,,,,Mostrar VIN,,,Classe A,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,E 300,,Híbrido (Diesel),Julho,2020,61 804 km,1 950 cm3,306 cv,Sim,,Carrinha,Branco,Automática,5,5,,,18 Meses,Nacional,,,,Usados,43 900,8090803536,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-ID8PybBe.html,Sim,,,,,,,Mostrar VIN,,,Classe E,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,E 220,D AMG Line,Diesel,Março,2017,65 000 km,1 950 cm3,194 cv,,Sim,Sedan,Branco,Automática,5,,,,36 Meses,,,,,Usados,37 000,8090746291,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8PxVHW.html,,,,,Metalizado,"5,80 l/100km",,,,,Classe E,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Junho,2020,107 115 km,1 461 cm3,116 cv,,,Utilitário,Preto,Automática,5,5,Classe 1,Tracção dianteira,,,Sim,Sim,Sim,Usados,32 900,8091775547,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PCgsP.html,,7,,,Metalizado,,,,,,Classe A,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,530,,Híbrido (Gasolina),Setembro,2018,60 000 km,1 998 cm3,252 cv,Sim,Sim,Sedan,Cinzento,Automática,4,5,,,36 Meses,Importado,,,,Usados,32 500,8091233699,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-530-ID8PzZwl.html,,,44 g/km,,,,,Mostrar VIN,,27 Fevereiro 2027,Série 5,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,318,d Pack M Auto,Diesel,Junho,2021,54 000 km,1 995 cm3,150 cv,Sim,Sim,Sedan,Branco,Automática,4,5,,Tracção traseira,36 Meses,Nacional,,,,Usados,41 900,8091560973,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-318-d-pack-m-auto-ID8PBmDX.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,Série 3,"5,10 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,320,d Touring Pack M Auto,Diesel,Junho,2021,57 500 km,1 995 cm3,190 cv,Sim,Sim,Carrinha,Cinzento,Automática,5,5,,,36 Meses,Nacional,,,,Usados,44 800,8091560972,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-pack-m-auto-ID8PBmDV.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,Série 3,"4,90 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,116,d Pack M Auto,Diesel,Junho,2022,69 000 km,1 496 cm3,116 cv,Sim,Sim,Utilitário,Preto,Automática,5,5,,,36 Meses,Nacional,,,,Usados,32 800,8091560968,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8PBmDS.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,Série 1,"4,50 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Kia,XCeed,1.6 GDi PHEV Drive,Híbrido Plug-In,Agosto,2023,13 000 km,1 580 cm3,141 cv,,,SUV / TT,Branco,Automática,5,5,Classe 1,Tracção dianteira,36 Meses,Nacional,Sim,,Sim,Usados,32 490,8091601572,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-xceed-1-6-gdi-phev-drive-ID8PBxcM.html,,6,32 g/km,,Metalizado,,,Mostrar VIN,,15 Agosto 2030,,,,,,,,150 000 km,,StandVirtual,Yes,2024-02-27
Profissional,Opel,Vivaro,1.5 CDTi L2H1 Essentia,Diesel,Junho,2020,132 000 km,1 499 cm3,120 cv,Sim,Sim,Carrinha,Branco,Manual,5,9,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Sim,Usados,31 500,8091877232,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-vivaro-1-5-cdti-l2h1-essentia-ID8PCGUU.html,Sim,6,,1,,5 l/100km,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido Plug-In,Janeiro,2020,46 515 km,1 950 cm3,306 cv,,Sim,Carrinha,Cinzento,Automática,5,5,Classe 1,,18 Meses,,,Sim,Sim,Usados,43 500,8089526238,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8PsPjE.html,Sim,,,,Metalizado,,,,,,Classe C,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,E 220,d Coupe 9G-TRONIC AMG Line,Diesel,Setembro,2017,178 000 km,1 950 cm3,194 cv,,Sim,Coupé,Azul,Automática,2,,,,18 Meses,Importado,Sim,,Sim,Usados,33 900,8091877222,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-coupe-9g-tronic-amg-line-ID8PCGUK.html,,9,,,Metalizado,"5,50 l/100km",,Mostrar VIN,,,Classe E,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Audi,A6 Avant,2.0 TDi Business Line S tronic,Diesel,Julho,2018,112 000 km,1 968 cm3,150 cv,,Sim,Carrinha,Azul,Automática,5,5,,,18 Meses,,Sim,Sim,Sim,Usados,31 900,8088537084,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdi-business-line-s-tronic-ID8PoFZy.html,,,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Ford,Kuga,1.5 EcoBoost ST-Line X,Gasolina,Dezembro,2022,11 600 km,1 499 cm3,150 cv,Sim,,SUV / TT,Branco,Manual,5,5,Classe 1,,36 Meses,Nacional,Sim,Sim,Sim,Usados,31 500,8091178637,26 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-kuga-1-5-ecoboost-st-line-x-ID8PzLbf.html,,6,,,Metalizado,,,,,1 Dezembro 2029,,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,Volvo,V90 Cross Country,,Diesel,Julho,2018,116 000 km,1 969 cm3,197 cv,,,Carrinha,Cinzento,Automática,5,5,Classe 1,Integral,,Nacional,Sim,Sim,Sim,Usados,42 250,8091091388,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v90-cross-country-ID8Pzou0.html,,7,,1,Metalizado,,,,1 Novembro 2026,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mitsubishi,Eclipse Cross,,Híbrido (Gasolina),Julho,2022,23 238 km,2 360 cm3,188 cv,,Sim,SUV / TT,Prateado,Automática,5,5,,Integral,18 Meses,Nacional,,,Sim,Usados,35 900,8091838422,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-ID8PCvOV.html,,1,46 g/km,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,Citroën,Jumper,,Diesel,Março,2021,46 000 km,2 179 cm3,164 cv,,,Carrinha,Branco,Manual,4,,,,,,,,,Usados,35 500,8091833759,26 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-jumper-ID8PCwBJ.html,,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Audi,A6 Avant,2.0 TDi Business Line S tronic,Diesel,Julho,2018,112 000 km,1 968 cm3,150 cv,,Sim,Carrinha,Azul,Automática,5,5,,,18 Meses,,Sim,Sim,Sim,Usados,31 900,8088537084,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdi-business-line-s-tronic-ID8PoFZy.html,,,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Fiat,500e,La Prima,Eléctrico,Abril,2022,6 500 km,,118 cv,,Sim,Pequeno citadino,Verde,Automática,3,4,,,18 Meses,Nacional,,,,Usados,32 900,8087779211,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500e-la-prima-ID8PluPN.html,Sim,,,,,,,,,,,,,312 km,"14,40 kWh/100km",,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,X1,25 e xDrive,Híbrido Plug-In,Junho,2021,62 500 km,1 499 cm3,220 cv,Sim,Sim,SUV / TT,Castanho,Automática,5,5,,Integral,36 Meses,Nacional,,,,Usados,37 500,8091560970,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x1-25-e-xdrive-ID8PBmDU.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,Série X,"0,70 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,e-2008,Allure Pack,Eléctrico,Maio,2023,12 500 km,,136 cv,Sim,Sim,SUV / TT,Cinzento,Automática,5,5,,,36 Meses,Nacional,,,,Usados,34 900,8091561038,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-allure-pack-ID8PBmF0.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,116,d Line Sport Auto,Diesel,Junho,2022,53 000 km,1 496 cm3,116 cv,Sim,Sim,Utilitário,Branco,Automática,5,5,,,36 Meses,Nacional,,,,Usados,31 800,8091560966,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-auto-ID8PBmDQ.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,Série 1,"4,60 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Citroën,C5 Aircross,,Híbrido (Gasolina),Outubro,2022,16 519 km,1 598 cm3,225 cv,Sim,Sim,SUV / TT,Azul,Automática,5,5,,,36 Meses,Nacional,,,,Usados,37 990,8091422838,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-ID8PAMHY.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,,"1,40 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mitsubishi,Eclipse Cross,2.4 PHEV eMotion,Híbrido Plug-In,Outubro,2022,27 000 km,2 360 cm3,202 cv,,,SUV / TT,Vermelho,Automática,5,5,,Integral,36 Meses,Nacional,Sim,,Sim,Usados,36 990,8091601678,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-2-4-phev-emotion-ID8PBxeu.html,,1,46 g/km,,,,,Mostrar VIN,,15 Outubro 2027,,,,,,,,100 000 km,,StandVirtual,Yes,2024-02-27
Particular,Mercedes-Benz,CLA 250,e Shooting Brake Style Plus,Híbrido Plug-In,Outubro,2020,50 800 km,1 332 cm3,218 cv,,,Carrinha,Branco,Automática,5,,Classe 1,Tracção dianteira,,Importado,Sim,Sim,Sim,Usados,37 500,8091877214,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-250-e-shooting-brake-style-plus-ID8PCGUC.html,,8,23 g/km,,,,,,,,Classe CLA,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Land Rover,Discovery Sport,,Diesel,Janeiro,2021,41 877 km,1 999 cm3,150 cv,,Sim,SUV / TT,Azul,Manual,5,7,,,18 Meses,,,,Sim,Usados,40 990,8091601018,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-discovery-sport-ID8PBx3Q.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,VW,Tiguan,,Gasolina,Fevereiro,2020,37 497 km,1 498 cm3,130 cv,,Sim,SUV / TT,Cinzento,Manual,5,5,,,18 Meses,,,,Sim,Usados,31 480,8091694938,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-tiguan-ID8PBWuG.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,Tesla,Model 3,Long Range AWD Dual Motor,Eléctrico,Junho,2021,74 072 km,,497 cv,Sim,,Sedan,Vermelho,Automática,4,5,Classe 1,Integral,,Importado,Sim,Sim,Sim,Usados,34 200,8091560621,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-awd-dual-motor-ID8PBmyh.html,,1,,1,Metalizado,,,Mostrar VIN,27 Junho 2025,24 Junho 2029,,,,490 km,"15,50 kWh/100km",82 kWh,Própria,192 000 km,710 km,StandVirtual,Yes,2024-02-27
Profissional,Tesla,Model S,75D,Eléctrico,Outubro,2018,114 000 km,,332 cv,,Sim,Sedan,Preto,Automática,5,5,Classe 1,Integral,48 Meses,Importado,Sim,Sim,Sim,Usados,31 000,8091452267,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-s-75d-ID8PAUmD.html,,1,,1,Metalizado,,,Mostrar VIN,12 Janeiro 2025,10 Outubro 2026,,,,420 km,20 kWh/100km,75 kWh,Própria,,400 km,StandVirtual,Yes,2024-02-27
Profissional,Nissan,Qashqai,1.3 DIG-T N-Connecta,Gasolina,Outubro,2023,300 km,1 332 cm3,140 cv,Sim,Sim,SUV / TT,Outra,Manual,5,5,Classe 1,,36 Meses,Nacional,Sim,Sim,Sim,Usados,33 500,8091142881,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-n-connecta-ID8PzBSx.html,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,A 45 AMG,4Matic Speedshift 7G-DCT,Gasolina,Julho,2014,102 321 km,1 991 cm3,360 cv,,Sim,Utilitário,Azul,Automática,5,5,Classe 1,Integral,18 Meses,Importado,Sim,Sim,Sim,Usados,35 000,8090977383,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-45-amg-4matic-speedshift-7g-dct-ID8PyUPd.html,,7,161 g/km,,Metalizado,"8,80 l/100km","5,80 l/100km",,,,Classe A,,230 €,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,MINI,Clubman,Cooper D Premium Yours Auto,Diesel,Janeiro,2020,30 000 km,1 995 cm3,150 cv,Sim,Sim,Carrinha,Azul,Automática,6,5,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Sim,Usados,31 990,8090112315,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-d-premium-yours-auto-ID8PwhMw.html,,,,1,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line,Diesel,Outubro,2020,49 600 km,1 461 cm3,116 cv,,Sim,Carrinha,Preto,Manual,5,5,,Tracção dianteira,18 Meses,Nacional,,,,Usados,36 900,8088674245,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-ID8PpfFP.html,,,,,Metalizado,,,,,,Classe CLA,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Volvo,V90,2.0 D4 Inscription Geartronic,Diesel,Março,2018,85 250 km,1 969 cm3,190 cv,Sim,Sim,Carrinha,Cinzento,Automática,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Sim,Usados,31 750,8091767486,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v90-2-0-d4-inscription-geartronic-ID8PCemO.html,,9,,1,Metalizado,,,,8 Março 2024,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Alfa Romeo,Giulia,2.2 D Veloce Ti Q4 AT8,Diesel,Julho,2017,47 000 km,2 143 cm3,210 cv,Sim,Sim,Sedan,Cinzento,Automática,4,5,Classe 1,Integral,18 Meses,Nacional,Sim,Sim,Sim,Usados,31 990,8090757275,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-veloce-ti-q4-at8-ID8PxZz5.html,,8,148 g/km,1,,,,,1 Julho 2025,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Cupra,Formentor,2.0 TDI,Diesel,Abril,2023,13 046 km,1 968 cm3,150 cv,Sim,Sim,SUV / TT,Preto,Manual,5,5,,,18 Meses,Nacional,,Sim,,Usados,37 900,8091384153,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-formentor-2-0-tdi-ID8PACE1.html,,6,153 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,BMW,320,d Touring Pack M Shadow Auto,Diesel,Março,2020,150 000 km,1 995 cm3,190 cv,Sim,,Carrinha,Branco,Automática,5,5,Classe 1,Tracção traseira,,Importado,Sim,Sim,Sim,Usados,35 000,8091266098,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-pack-m-shadow-auto-ID8PA7WU.html,,8,141 g/km,1,,"5,40 l/100km","4,90 l/100km",Mostrar VIN,16 Março 2025,28 Novembro 2024,Série 3,,235 €,,,,,,1 100 km,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,308,1.5 BlueHDi Allure EAT8,Diesel,Julho,2023,15 500 km,1 499 cm3,130 cv,Sim,Sim,Carrinha,Cinzento,Automática,5,5,,,36 Meses,Nacional,,,,Usados,33 990,8091877194,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-allure-eat8-ID8PCGUi.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,,"4,60 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
