Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,IVA Discriminado,Número de Mudanças,Emissões CO2,Registo(s),Tipo de cor,Consumo Urbano,Consumo Extra Urbano,VIN,Inspecção válida até,Garantia de Fábrica até,Sub-modelo,Consumo Combinado,IUC,Autonomia,Consumo,Capacidade da bateria,Bateria,ou até,Autonomia Máxima,Site,Portugal,Data
Profissional,Hyundai,Kauai,EV 64kWh Premium,Eléctrico,Setembro,2023,163 km,,204 cv,Sim,,SUV / TT,Cinzento,Automática,5,5,,,78 Meses,Nacional,,,,Usados,39 990,8091682259,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-64kwh-premium-ID8PBScb.html,,,,,,,,Mostrar VIN,,27 Setembro 2030,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,e-2008,GT,Eléctrico,Junho,2023,5 000 km,,136 cv,Sim,Sim,SUV / TT,Branco,Automática,5,5,,,36 Meses,Nacional,,,,Usados,36 900,8090067454,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-gt-ID8Pw66V.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Hyundai,Tucson,1.6 T-GDi Premium,Gasolina,Outubro,2023,55 km,1 598 cm3,150 cv,Sim,,SUV / TT,Cinzento,Manual,5,5,,,80 Meses,Nacional,,,,Usados,33 500,8091682269,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-t-gdi-premium-ID8PBScl.html,,,,,,,,Mostrar VIN,,29 Outubro 2030,,"6,80 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,DS,DS4,1.5 BlueHDi Rivoli EAT8,Diesel,Abril,2022,10 100 km,1 499 cm3,130 cv,Sim,Sim,Sedan,Preto,Automática,5,5,,,18 Meses,Nacional,,,,Usados,37 990,8090979451,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/ds-ds4-1-5-bluehdi-rivoli-eat8-ID8PyWmz.html,,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Hyundai,Kauai,,Eléctrico,Junho,2023,9 500 km,,204 cv,Sim,,SUV / TT,Cinzento,Manual,5,,,,36 Meses,Nacional,,,,Usados,37 290,8091844472,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ID8PCyov.html,,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Land Rover,Range Rover Evoque,2.0 P200 AWD R-Dynamic S Auto,Gasolina,Maio,2019,42 000 km,1 997 cm3,200 cv,Sim,Sim,SUV / TT,Preto,Automática,5,,,Integral,18 Meses,Nacional,Sim,Sim,Sim,Usados,39 800,8091384653,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-p200-awd-r-dynamic-s-auto-ID8PACM5.html,,9,202 g/km,,,"9,70 l/100km","6,50 l/100km",Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Junho,2023,10 000 km,1 950 cm3,116 cv,Sim,Sim,Utilitário,Preto,Automática,5,5,,,24 Meses,Nacional,,,,Usados,43 500,8089852032,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Puc4o.html,,,,,,,,Mostrar VIN,,,Classe A,5 l/100km,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,e-208,Allure Pack,Eléctrico,Dezembro,2022,10 000 km,,136 cv,Sim,Sim,Utilitário,Amarelo,Automática,5,5,,,36 Meses,Nacional,,,,Usados,34 600,8089747552,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-allure-pack-ID8PtKTe.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,5008,1.5 BlueHDi Active Pack EAT8,Diesel,Abril,2023,10 000 km,1 499 cm3,130 cv,Sim,Sim,SUV / TT,Preto,Automática,5,7,,,36 Meses,Nacional,,,,Usados,39 400,8089747570,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-active-pack-eat8-ID8PtKTv.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,,"5,60 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Honda,Civic,2.0 VTEC Turbo Type R GT,Gasolina,Julho,2016,82 000 km,1 996 cm3,310 cv,,,Utilitário,Branco,Manual,5,,,Tracção dianteira,36 Meses,,,,,Usados,34 950,8091297733,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/honda-civic-2-0-vtec-turbo-type-r-gt-ID8PAga9.html,,6,170 g/km,,,"9,40 l/100km","6,30 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,VW,Tiguan,2.0 TDI R-Line DSG 4Motion,Diesel,Setembro,2017,105 000 km,1 968 cm3,240 cv,,,SUV / TT,Branco,Automática,5,5,Classe 1,Integral,,Nacional,Sim,Sim,Sim,Usados,30 900,8091407850,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-tiguan-2-0-tdi-r-line-dsg-4motion-ID8PAIOe.html,,7,176 g/km,1,Metalizado,"7,10 l/100km",,,30 Setembro 2025,,,,260 €,,,,,,850 km,StandVirtual,Yes,2024-02-27
Profissional,BMW,X3,18 d sDrive xLine Auto,Diesel,Maio,2020,108 000 km,1 995 cm3,150 cv,Sim,Sim,SUV / TT,Cinzento,Automática,5,5,Classe 1,,18 Meses,Nacional,Sim,Sim,Sim,Usados,40 950,8089292511,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-18-d-sdrive-xline-auto-ID8PrQwR.html,,,134 g/km,2,,,,,,,Série X,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Nissan,Qashqai,1.5 e-Power Tekna,Híbrido (Gasolina),Janeiro,2023,15 516 km,1 497 cm3,190 cv,Sim,Sim,SUV / TT,Azul,Automática,5,,,,36 Meses,Nacional,,,,Usados,39 499,8091256669,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-e-power-tekna-ID8PA5tP.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,X3,18 d sDrive Advantage Auto,Diesel,Outubro,2021,38 236 km,1 995 cm3,150 cv,,Sim,SUV / TT,Branco,Automática,5,5,,,18 Meses,Nacional,,Sim,Sim,Usados,40 990,8091848793,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-18-d-sdrive-advantage-auto-ID8PCzvd.html,Sim,,,1,,,,,,,Série X,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,C 220,d Aut.,Diesel,Janeiro,2016,142 529 km,2 143 cm3,170 cv,,Sim,Coupé,Cinzento,Automática,3,5,Classe 1,,18 Meses,,Sim,Sim,Sim,Usados,34 980,8087830329,21 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-aut-ID8PlI8h.html,,8,,1,Metalizado,,,Mostrar VIN,,,Classe C,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,Tesla,Model 3,Performance Dual Motor AWD,Eléctrico,Agosto,2020,50 845 km,,513 cv,,,Sedan,Branco,Automática,4,5,,Integral,,Importado,Sim,Sim,Sim,Usados,37 995,8091229947,26 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-3-performance-dual-motor-awd-ID8PzYvP.html,,1,,2,Pérola,,,Mostrar VIN,,,,,,567 km,"16,60 kWh/100km",,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Abril,2022,23 141 km,1 332 cm3,163 cv,,Sim,Utilitário,Branco,Automática,5,,Classe 1,Tracção dianteira,18 Meses,Nacional,,,,Usados,41 500,8090449134,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-aut-ID8PvHp4.html,Sim,7,,,,,,,,,Classe A,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,e-208,Active Pack,Eléctrico,Abril,2023,50 km,,136 cv,Sim,Sim,Utilitário,Branco,Automática,5,5,Classe 1,,36 Meses,Nacional,Sim,,Sim,Novos,32 900,8091216255,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-active-pack-ID8PzUXZ.html,,,,,,,,,,31 Janeiro 2027,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Citroën,e-C4 X,Feel Pack,Eléctrico,Janeiro,2023,507 km,,136 cv,Sim,Sim,Sedan,Vermelho,Automática,4,5,,,18 Meses,Nacional,,,,Usados,32 990,8090979419,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-e-c4-x-feel-pack-ID8PyWm3.html,,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,CLA 180,d Style Plus Aut.,Diesel,Março,2023,21 700 km,1 950 cm3,116 cv,,Sim,Coupé,Branco,Automática,4,5,,Tracção dianteira,24 Meses,Nacional,Sim,Sim,Sim,Usados,39 900,8091499573,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-style-plus-aut-ID8PB6FD.html,Sim,8,131 g/km,,,"5,40 l/100km","3,90 l/100km",Mostrar VIN,3 Março 2027,,Classe CLA,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,CLA 180,d Progressive Aut.,Diesel,Julho,2023,1 500 km,1 950 cm3,116 cv,,Sim,Sedan,Cinzento,Automática,4,,,Tracção dianteira,24 Meses,,Sim,Sim,Sim,Usados,43 900,8091097955,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-progressive-aut-ID8PzqbW.html,Sim,8,131 g/km,,,"5,40 l/100km","3,90 l/100km",Mostrar VIN,19 Julho 2027,19 Julho 2026,Classe CLA,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,Aiways,U5,Prime,Eléctrico,Junho,2022,22 000 km,,204 cv,,,SUV / TT,Outra,Automática,5,5,Classe 1,Tracção dianteira,,Nacional,Sim,,Sim,Usados,31 990,8091875502,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/aiways-u5-prime-ID8PCGt0.html,,,,,Metalizado,,,,,,,,,400 km,17 kWh/100km,64 kWh,Própria,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake AMG Line Aut.,Diesel,Setembro,2019,72 771 km,2 143 cm3,136 cv,Sim,Sim,Carrinha,Branco,Automática,5,5,Classe 1,Tracção dianteira,24 Meses,Nacional,Sim,,Sim,Usados,33 900,8091719512,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-amg-line-aut-ID8PC1T2.html,,7,106 g/km,,,"4,80 l/100km","3,60 l/100km",Mostrar VIN,,,Classe CLA,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,Mercedes-Benz,CLA 200,d Shooting Brake Progressive Aut.,Diesel,Dezembro,2019,22 000 km,1 950 cm3,150 cv,Sim,,Carrinha,Preto,Automática,5,,,,,Nacional,Sim,Sim,Sim,Usados,33 500,8090293788,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-progressive-aut-ID8Pv2Zu.html,,,,1,Metalizado,,,,6 Dezembro 2025,,Classe CLA,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,508 SW,1.5 BlueHDi GT EAT8,Diesel,Março,2023,22 400 km,1 499 cm3,130 cv,Sim,Sim,Carrinha,Branco,Automática,5,,,Tracção dianteira,36 Meses,Nacional,Sim,Sim,Sim,Usados,34 500,8091408313,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-5-bluehdi-gt-eat8-ID8PAIWH.html,Sim,8,125 g/km,,,"4,20 l/100km","3,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Ford,Focus,1.5 TDCi EcoBlue ST-Line Aut.,Diesel,Outubro,2023,40 km,1 499 cm3,120 cv,,Sim,Utilitário,Cinzento,Automática,5,5,,Tracção dianteira,36 Meses,Nacional,Sim,Sim,Sim,Usados,35 490,8091017517,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-focus-1-5-tdci-ecoblue-st-line-aut-ID8Pz5gx.html,,8,123 g/km,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,5008,1.5 BlueHDi Active Pack EAT8,Diesel,Abril,2023,8 000 km,1 499 cm3,130 cv,Sim,Sim,SUV / TT,Cinzento,Automática,5,7,,,36 Meses,Nacional,,,,Usados,38 290,8090700825,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-active-pack-eat8-ID8PxKSB.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,,"5,40 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,A 180 Limousine,d Style Plus Aut.,Diesel,Novembro,2021,43 000 km,1 950 cm3,116 cv,,Sim,Sedan,Cinzento,Automática,4,5,Classe 1,Tracção dianteira,24 Meses,Nacional,Sim,Sim,Sim,Usados,36 500,8091127578,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-style-plus-aut-ID8PzxTI.html,Sim,,130 g/km,,,"5,40 l/100km","3,80 l/100km",,22 Novembro 2025,,Classe A,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack EAT8,Diesel,Fevereiro,2023,4 900 km,1 499 cm3,130 cv,Sim,Sim,SUV / TT,Cinzento,Automática,5,7,,,36 Meses,Nacional,,,,Usados,40 790,8090789170,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-eat8-ID8Py7Rv.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,,"5,60 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,CLA 45 AMG,,Gasolina,Agosto,2017,126 952 km,1 991 cm3,381 cv,Sim,Sim,Sedan,Cinzento,Automática,5,5,Classe 1,,18 Meses,,Sim,Sim,Sim,Usados,37 990,8091629043,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-45-amg-ID8PBElR.html,,,,,Metalizado,,,,,,Classe CLA,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,5008,1.5 BlueHDi Active Pack EAT8,Diesel,Fevereiro,2023,18 900 km,1 499 cm3,130 cv,Sim,Sim,SUV / TT,Cinzento,Automática,5,7,,,36 Meses,Nacional,,,,Usados,38 290,8090700757,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-active-pack-eat8-ID8PxKRw.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,,"5,40 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Abril,2022,23 141 km,1 332 cm3,163 cv,,Sim,Utilitário,Branco,Automática,5,,Classe 1,Tracção dianteira,18 Meses,Nacional,,,,Usados,41 500,8090449134,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-aut-ID8PvHp4.html,Sim,7,,,,,,,,,Classe A,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,320 Gran Turismo,d Pack M Auto,Diesel,Abril,2019,124 229 km,1 995 cm3,190 cv,,Sim,Sedan,Cinzento,Automática,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Sim,Usados,36 000,8088164737,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-gran-turismo-d-pack-m-auto-ID8Pn77X.html,,,,,Metalizado,,,,,,Série 3,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,220,d Pack M Auto,Diesel,Fevereiro,2022,39 840 km,1 995 cm3,190 cv,Sim,Sim,Coupé,Roxo,Automática,2,4,,,36 Meses,Nacional,,,,Usados,44 900,8090700816,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-220-d-pack-m-auto-ID8PxKSs.html,,,,,,,,Mostrar VIN,,27 Fevereiro 2027,Série 2,"4,60 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
Particular,BMW,420,d Pack M Auto,Diesel,Outubro,2018,31 229 km,1 995 cm3,190 cv,Sim,,Cabrio,Preto,Automática,2,,,Tracção traseira,,,Sim,Sim,Sim,Usados,39 900,8091544031,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-d-pack-m-auto-ID8PBieH.html,,8,129 g/km,1,,,,,,,Série 4,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,3008,1.5 BlueHDi Allure Pack EAT8,Diesel,Maio,2021,60 310 km,1 499 cm3,130 cv,,,SUV / TT,Cinzento,Automática,5,5,Classe 1,Tracção dianteira,36 Meses,Nacional,Sim,Sim,Sim,Usados,33 500,8091844057,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-pack-eat8-ID8PCyhP.html,,,,1,Metalizado,"4,10 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Setembro,2020,85 770 km,1 950 cm3,194 cv,Sim,Sim,Carrinha,Cinzento,Automática,5,5,Classe 1,Tracção traseira,24 Meses,Importado,Sim,Sim,Sim,Usados,41 900,8087922970,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8Pm6eu.html,Sim,9,,,Metalizado,,,,20 Setembro 2024,,Classe C,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,C 220,d,Diesel,Janeiro,2020,56 800 km,1 950 cm3,194 cv,Sim,Sim,Carrinha,Prateado,Automática,5,5,,,24 Meses,Nacional,Sim,Sim,Sim,Usados,42 900,8087922911,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-ID8Pm6dx.html,Sim,,,,Metalizado,"5,50 l/100km",,,,,Classe C,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Dezembro,2021,3 600 km,1 950 cm3,116 cv,,Sim,Carrinha,Branco,Automática,5,,,,18 Meses,Nacional,Sim,Sim,Sim,Usados,43 900,8091101363,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8Pzr4T.html,,,,1,Metalizado,"5,50 l/100km",,,,,Classe CLA,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Agosto,2018,106 912 km,2 143 cm3,204 cv,,,SUV / TT,Cinzento,Automática,5,5,Classe 1,Integral,24 Meses,Nacional,Sim,Sim,Sim,Usados,43 490,8091521768,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-amg-line-4-matic-ID8PBcrC.html,,9,186 g/km,,Metalizado,7 l/100km,"5,60 l/100km",Mostrar VIN,,,Classe GLC,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,C 220,d AMG Line,Diesel,Dezembro,2018,78 582 km,1 950 cm3,194 cv,Sim,Sim,Carrinha,Preto,Automática,5,5,,Tracção traseira,24 Meses,Nacional,Sim,Sim,Sim,Usados,37 490,8090810825,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-ID8PyduN.html,Sim,9,143 g/km,,Metalizado,,,Mostrar VIN,,,Classe C,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Março,2021,87 622 km,1 461 cm3,116 cv,Sim,Sim,Sedan,Branco,Automática,5,,,,36 Meses,Nacional,,,,Usados,31 499,8091511721,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PB9Pz.html,,,,,,,,,,,Classe A,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido Plug-In,Outubro,2020,87 824 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Branco,Automática,5,5,,Tracção traseira,24 Meses,Nacional,Sim,Sim,Sim,Usados,43 990,8091442675,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8PARRW.html,Sim,9,33 g/km,,Pérola,,,Mostrar VIN,,,Classe C,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,GLA 180,d AMG Line Aut.,Diesel,Abril,2018,56 700 km,1 461 cm3,109 cv,Sim,Sim,SUV / TT,Branco,Automática,5,5,Classe 1,Tracção dianteira,18 Meses,,Sim,Sim,Sim,Usados,32 500,8089137505,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-d-amg-line-aut-ID8PrcbL.html,,7,,1,,"4,70 l/100km",,,,1 Janeiro 2030,Classe GLA,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,EQA,250 AMG Line,Eléctrico,Abril,2021,79 362 km,,190 cv,Sim,Sim,SUV / TT,Branco,Automática,5,5,,Tracção dianteira,24 Meses,Importado,,Sim,Sim,Usados,43 490,8091381768,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-eqa-250-amg-line-ID8PAC1y.html,,1,,,,,,Mostrar VIN,,,,,,426 km,"17,70 kWh/100km",,Própria,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,E 220,d Avantgarde,Diesel,Setembro,2017,165 000 km,1 950 cm3,194 cv,,Sim,Carrinha,Verde,Automática,5,5,,Tracção dianteira,36 Meses,,,,,Usados,32 900,8091821124,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8PCsjV.html,,9,147 g/km,,Metalizado,"5,80 l/100km","4,30 l/100km",,,,Classe E,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Maio,2020,97 727 km,1 461 cm3,116 cv,Sim,Sim,Carrinha,Dourado,Automática,5,5,,Tracção dianteira,24 Meses,Nacional,Sim,Sim,Sim,Usados,36 490,8091084195,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PzmBZ.html,,7,125 g/km,,Metalizado,,,,,,Classe CLA,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,GLB 200,d 4Matic AMG Line,Diesel,Maio,2020,156 498 km,1 950 cm3,150 cv,Sim,Sim,SUV / TT,Cinzento,Automática,5,7,Classe 1,Integral,18 Meses,Nacional,Sim,Sim,Sim,Usados,39 990,8091608326,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glb-200-d-4matic-amg-line-ID8PByXI.html,,8,159 g/km,,Metalizado,,,Mostrar VIN,,,Classe GLB,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,X5,25 d sDrive Comfort 7L,Diesel,Fevereiro,2017,150 000 km,1 995 cm3,231 cv,Sim,Sim,SUV / TT,Preto,Automática,5,5,,,18 Meses,Nacional,,,Sim,Usados,34 500,8091394815,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8PAFpZ.html,,8,,,Metalizado,,,,,,Série X,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,BMW,X3,20 d xDrive xLine,Diesel,Maio,2019,108 000 km,1 995 cm3,190 cv,,,SUV / TT,Preto,Automática,5,5,Classe 1,Integral,,Importado,Sim,Sim,Sim,Usados,42 500,8091821140,25 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-xline-ID8PCskc.html,,8,157 g/km,1,Metalizado,,,Mostrar VIN,,,Série X,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Cupra,Born,58 kWh,Eléctrico,Maio,2023,7 480 km,,204 cv,,Sim,Utilitário,Preto,Automática,5,5,Classe 1,Tracção traseira,36 Meses,,Sim,Sim,Sim,Usados,33 999,8091621571,26 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-born-58-kwh-ID8PBCpl.html,Sim,1,,1,Metalizado,,,,30 Janeiro 2027,1 Janeiro 2027,,,,424 km,"15,50 kWh/100km",58 kWh,Própria,,,StandVirtual,Yes,2024-02-27
Profissional,Volvo,V60,2.0 T8 AWD TE Momentum Plus,Híbrido Plug-In,Setembro,2019,63 000 km,1 969 cm3,392 cv,Sim,Sim,Carrinha,Cinzento,Automática,5,5,Classe 1,Integral,18 Meses,Nacional,Sim,Sim,Sim,Usados,33 750,8091790481,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-t8-awd-te-momentum-plus-ID8PCklH.html,Sim,9,,1,Metalizado,,,,23 Setembro 2025,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,Mercedes-Benz,E 220,d AMG Line Aut.,Diesel,Janeiro,2018,105 000 km,1 950 cm3,194 cv,,,Coupé,Preto,Automática,2,4,Classe 1,Tracção traseira,,Nacional,Sim,Sim,Sim,Usados,41 750,8090958927,25 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-aut-ID8PyQ1x.html,,9,141 g/km,1,Metalizado,"5,90 l/100km","4,80 l/100km",,,,Classe E,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Janeiro,2023,24 900 km,1 950 cm3,116 cv,Sim,Sim,Utilitário,Branco,Automática,5,5,Classe 1,Tracção dianteira,24 Meses,Nacional,Sim,,Sim,Usados,36 990,8090696330,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PxJI6.html,,8,132 g/km,,,"5,30 l/100km","3,80 l/100km",Mostrar VIN,,,Classe A,,,,,,,,,StandVirtual,Yes,2024-02-27
