Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Registo(s),Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Aceita retoma,Tipo de cor,Inspecção válida até,Filtro de partículas,IUC,Sub-modelo,Autonomia Máxima,Clássico,Capacidade da bateria,Bateria,Autonomia,Consumo,Consumo Combinado,Garantia de Fábrica até,Gancho de Reboque,ou até,Site,Portugal,Data
Particular,Peugeot,5008,1.5 BlueHDi GT Line,Diesel,Setembro,2018,133 500 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Manual,,5,,,,,,,"4,70 l/100km",,Usados,23 750        EUR,8090455413,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-line-ID8PvJ2l.html,,,Sim,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,318,d Touring Advantage Auto,Diesel,Fevereiro,2016,221 000 km,1 995 cm3,150 cv,Carrinha,Azul,Automática,,5,5,,109 g/km,,Sim,Sim,"5,20 l/100km",,Usados,17 550        EUR,8089162901,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-advantage-auto-ID8PriNn.html,Sim,,Sim,,18 Meses,Nacional,Sim,Sim,,,Sim,,Série 3,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Dynamic Sport,Diesel,Junho,2018,128 900 km,1 598 cm3,110 cv,Carrinha,Cinzento,Manual,,5,5,Tracção dianteira,,1,Sim,,,,Usados,15 900        EUR,8087663504,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-dynamic-sport-ID8Pl0Jy.html,,Sim,Sim,,18 Meses,Nacional,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,C 200,Station CDI 7G-TRONIC Avantgarde Edition,Diesel,Janeiro,2016,173 375 km,2 143 cm3,136 cv,Carrinha,Preto,Automática,7,5,5,,,,Sim,Sim,,,Usados,24 890        EUR,8090347506,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-station-cdi-7g-tronic-avantgarde-edition-ID8PvgXU.html,,,Sim,Classe 1,18 Meses,,Sim,Sim,Metalizado,,,,Classe C,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Fevereiro,2019,43 279 km,1 199 cm3,82 cv,Citadino,Cinzento,Manual,5,5,5,,,,,Sim,,,Usados,15 890        EUR,8090347499,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8PvgXN.html,,,Sim,Classe 1,18 Meses,Nacional,,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Particular,Peugeot,508,2.0 BlueHDi GT EAT8,Diesel,Outubro,2018,55 000 km,1 997 cm3,177 cv,Sedan,Azul,Automática,8,5,5,Tracção dianteira,,1,Sim,Sim,6 l/100km,,Usados,30 000        EUR,8087402810,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-2-0-bluehdi-gt-eat8-ID8PjUUO.html,,,,Classe 1,,Nacional,Sim,,,,Sim,,,800 km,,,,,,6 l/100km,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,208,,Diesel,Setembro,2020,114 000 km,1 499 cm3,102 cv,Citadino,Branco,Manual,6,5,5,,,,Sim,Sim,,,Usados,18 990        EUR,8089363345,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-ID8Ps8Vl.html,Sim,,Sim,Classe 1,18 Meses,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Land Rover,Range Rover Evoque,2.0 TD4 HSE Auto,Diesel,Julho,2016,126 000 km,1 999 cm3,150 cv,SUV / TT,Cinzento,Automática,6,5,5,Integral,,,Sim,Sim,,,Usados,28 990        EUR,8089288956,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-td4-hse-auto-ID8PrPAv.html,,,Sim,Classe 1,18 Meses,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Opel,Corsa-e,e-GS,Eléctrico,Maio,2021,23 000 km,,136 cv,Citadino,Vermelho,Automática,,5,,,,,Sim,,,,Usados,23 990        EUR,8090025261,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-e-e-gs-ID8PuW8p.html,Sim,Sim,Sim,,18 Meses,,Sim,Sim,Metalizado,,,,,,,50 kWh,,300 km,15 kWh/100km,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Grand Scénic,ENERGY dCi 110 EDC LIMITED,Diesel,Agosto,2018,170 000 km,1 461 cm3,110 cv,Monovolume,Preto,Automática,,5,,,,,Sim,,"4,20 l/100km",,Usados,17 990        EUR,8090552193,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-energy-dci-110-edc-limited-ID8Px8dj.html,Sim,Sim,Sim,,18 Meses,,Sim,Sim,Metalizado,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure,Diesel,Maio,2018,89 000 km,1 499 cm3,130 cv,Carrinha,Preto,Manual,6,5,5,,,,Sim,Sim,,,Usados,17 500        EUR,8087882960,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-ID8PlWPa.html,Sim,,Sim,Classe 1,18 Meses,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,5008,,Diesel,Março,2019,136 000 km,1 499 cm3,130 cv,Carrinha,Branco,Automática,7,5,7,,,,Sim,Sim,,,Usados,24 500        EUR,8087179247,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-ID8PiYKX.html,Sim,,Sim,Classe 1,36 Meses,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Abarth,500,1.4 T-Jet,Gasolina,Setembro,2011,150 000 km,1 368 cm3,135 cv,Citadino,Bege,Manual,5,3,4,,,1,Sim,Sim,,,Usados,15 500        EUR,8088514864,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/abarth-500-1-4-t-jet-ID8PoAda.html,Sim,,Sim,,36 Meses,,Sim,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Land Rover,Range Rover Evoque,2.0 eD4 SE Dynamic,Diesel,Junho,2016,174 000 km,1 999 cm3,150 cv,SUV / TT,Preto,Manual,6,5,5,,,1,Sim,Sim,,,Usados,28 900        EUR,8087074576,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-ed4-se-dynamic-ID8PixvI.html,Sim,,Sim,,18 Meses,Importado,Sim,Sim,Metalizado,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,5008,BlueHDI 130 EAT8 Active Pack,Diesel,Maio,2019,163 000 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Automática,,5,,,,,Sim,Sim,,,Usados,22 990        EUR,8090552145,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-bluehdi-130-eat8-active-pack-ID8Px8cx.html,Sim,Sim,Sim,,18 Meses,,Sim,Sim,Metalizado,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Audi,TT Coupé,2.0 TDI S-line,Diesel,Maio,2016,144 210 km,1 968 cm3,184 cv,Coupé,Preto,Manual,,3,,,,,Sim,Sim,,,Usados,27 900        EUR,8089583911,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-tt-coup-2-0-tdi-s-line-ID8Pt4jR.html,,,Sim,,18 Meses,Nacional,Sim,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,A 180,,Diesel,Janeiro,2018,133 877 km,1 461 cm3,110 cv,Utilitário,Preto,Manual,6,5,5,,102 g/km,1,Sim,Sim,,,Usados,21 490        EUR,8090596750,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-ID8PxjNY.html,,,Sim,Classe 1,18 Meses,Importado,Sim,Sim,Metalizado,,Sim,,Classe A,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,3008,1.5 BlueHDi Active,Diesel,Maio,2019,150 000 km,1 499 cm3,130 cv,SUV / TT,Preto,Manual,8,5,5,Tracção dianteira,,,Sim,Sim,"4,60 l/100km",,Usados,19 990        EUR,8089852875,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-ID8PuchZ.html,,,Sim,Classe 1,18 Meses,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,3008,1.6 BlueHDi GT Line EAT6,Diesel,Julho,2017,127 000 km,1 560 cm3,120 cv,SUV / TT,Cinzento,Automática,6,5,5,,,,Sim,Sim,,,Usados,24 500        EUR,8089364368,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-bluehdi-gt-line-eat6-ID8Ps9cQ.html,,,Sim,Classe 1,36 Meses,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Grand Scénic,1.5 dCi Intens EDC SS,Diesel,Maio,2018,105 170 km,1 461 cm3,110 cv,Monovolume,Castanho,Automática,7,5,7,Tracção dianteira,104 g/km,1,Sim,,,,Usados,22 690        EUR,8090618792,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-5-dci-intens-edc-ss-ID8Pxpxu.html,Sim,Sim,Sim,Classe 1,18 Meses,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Espace,1.6 dCi Zen,Diesel,Junho,2018,146 967 km,1 598 cm3,130 cv,Monovolume,Preto,Manual,5,5,7,,,,,Sim,,,Usados,24 980        EUR,8090619044,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-espace-1-6-dci-zen-ID8PxpBy.html,,,Sim,,24 Meses,Nacional,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Nissan,Leaf,Acenta Access,Eléctrico,Setembro,2020,26 500 km,,150 cv,Sedan,Preto,Automática,,5,5,,,,,,,,Usados,24 000        EUR,8090618555,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-leaf-acenta-access-ID8PxptF.html,Sim,,,,24 Meses,Importado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,SEAT,Leon ST,2.0 TDI Style,Diesel,Fevereiro,2022,30 700 km,1 968 cm3,115 cv,Carrinha,Branco,Manual,,5,5,,,,,,,,Usados,26 990        EUR,8089522572,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-st-2-0-tdi-style-ID8PsOmv.html,Sim,,,,36 Meses,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Volvo,V60,2.0 D3 Momentum Geartronic,Diesel,Fevereiro,2019,168 912 km,1 969 cm3,150 cv,Carrinha,Preto,Automática,,5,5,,,,,Sim,,,Usados,27 900        EUR,8089993882,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d3-momentum-geartronic-ID8PuMYi.html,Sim,,Sim,,36 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,116,d EDynamics Line Sport,Diesel,Maio,2019,75 000 km,1 496 cm3,116 cv,Utilitário,Preto,Manual,6,5,5,,,1,Sim,Sim,,,Usados,20 900        EUR,8090468835,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-edynamics-line-sport-ID8PvMvP.html,Sim,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,Metalizado,,,,Série 1,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,3008,1.6 BlueHDi Active,Diesel,Outubro,2019,150 000 km,1 560 cm3,120 cv,SUV / TT,Preto,Manual,6,5,5,Tracção dianteira,,,Sim,Sim,"4,70 l/100km",,Usados,19 990        EUR,8089856658,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-bluehdi-active-ID8Pudh0.html,,,Sim,Classe 1,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Setembro,2020,17 934 km,999 cm3,100 cv,Citadino,Cinzento,Manual,5,5,5,,,1,,Sim,,,Usados,16 450        EUR,8090254265,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8PwSI1.html,Sim,,Sim,Classe 1,18 Meses,Nacional,,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,A 180,CDI (BlueEFFICIENCY) Urban,Diesel,Agosto,2016,130 000 km,1 461 cm3,109 cv,Utilitário,Cinzento,Manual,6,5,5,Tracção dianteira,,,,,"4,30 l/100km",,Usados,18 990        EUR,8089413259,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-blueefficiency-urban-ID8PslWp.html,,,Sim,Classe 1,18 Meses,,Sim,Sim,Metalizado,,,,Classe A,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,116,d EfficientDynamics Edition,Diesel,Julho,2017,120 000 km,1 598 cm3,116 cv,Utilitário,Preto,Manual,6,5,5,Tracção dianteira,,,Sim,Sim,"4,40 l/100km",,Usados,17 900        EUR,8089913767,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-efficientdynamics-edition-ID8Pus87.html,,,Sim,Classe 1,18 Meses,,Sim,Sim,,,,,Série 1,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,308,1.6 BlueHDi Allure,Diesel,Março,2018,105 000 km,1 560 cm3,120 cv,Utilitário,Branco,Manual,6,5,5,Tracção dianteira,,,Sim,Sim,"4,40 l/100km",,Usados,16 500        EUR,8089925621,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-bluehdi-allure-ID8Puwdj.html,,,Sim,Classe 1,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,3008,1.5 BlueHDi Allure Pack,Diesel,Janeiro,2020,125 000 km,1 499 cm3,130 cv,SUV / TT,Branco,Manual,,5,,,,,Sim,Sim,"4,40 l/100km",,Usados,22 990        EUR,8090407009,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-pack-ID8PvvrD.html,Sim,,Sim,,18 Meses,,Sim,Sim,Pérola,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Captur,1.0 TCe Exclusive,Gasolina,Março,2020,29 873 km,999 cm3,100 cv,SUV / TT,Vermelho,Manual,5,5,5,,,1,,Sim,,,Usados,19 950        EUR,8088807214,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-exclusive-ID8PpOgu.html,Sim,,Sim,Classe 1,18 Meses,Nacional,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,208,1.2 PureTech Allure,Gasolina,Março,2021,24 890 km,1 199 cm3,101 cv,Citadino,Cinzento,Manual,6,5,5,,,1,,Sim,,,Usados,18 950        EUR,8088901351,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-allure-ID8PqcKP.html,Sim,,Sim,Classe 1,18 Meses,Nacional,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Grand Scénic,1.6 dCi Intens SS,Diesel,Abril,2018,75 540 km,1 598 cm3,130 cv,Monovolume,Castanho,Manual,,5,7,,,1,,,,,Usados,24 900        EUR,8090256140,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-6-dci-intens-ss-ID8PwTcg.html,Sim,,Sim,,18 Meses,Nacional,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,208,1.5 BlueHDi Allure,Diesel,Fevereiro,2023,10 000 km,1 499 cm3,102 cv,Utilitário,Branco,Manual,,5,5,,,,,,,,Usados,25 900        EUR,8089413442,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-allure-ID8PslYm.html,Sim,,,,36 Meses,Nacional,,,,,,,,,,,,,,"4,20 l/100km",20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Grand Scénic,1.7 Blue dCi Limited,Diesel,Julho,2020,98 000 km,1 749 cm3,120 cv,Monovolume,Cinzento,Manual,,5,7,,,,Sim,Sim,,,Usados,24 980        EUR,8090641502,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-7-blue-dci-limited-ID8PxwrM.html,,,,,18 Meses,Importado,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi Business,Diesel,Agosto,2020,85 000 km,1 461 cm3,115 cv,Carrinha,Cinzento,Manual,,5,5,,,,Sim,,,,Usados,18 980        EUR,8090640452,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-business-ID8PxwaQ.html,,,,,18 Meses,Importado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,C 220,d Avantgarde+,Diesel,Agosto,2017,178 500 km,2 143 cm3,170 cv,Carrinha,Preto,Manual,6,5,5,Tracção traseira,,2,Sim,Sim,"5,20 l/100km",,Usados,26 000        EUR,8088720387,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8PprG3.html,Sim,,Sim,Classe 1,18 Meses,Importado,,Sim,Metalizado,15/03/2024,Sim,,Classe C,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Mégane,1.5 dCi Intens,Diesel,Fevereiro,2016,70 250 km,1 461 cm3,110 cv,Utilitário,Branco,Manual,6,5,5,Tracção dianteira,95 g/km,2,Sim,Sim,"4,20 l/100km","3,40 l/100km",Usados,15 250        EUR,8090646676,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-dci-intens-ID8PxvNe.html,,,,Classe 1,18 Meses,Nacional,,,,18/02/2024,,150 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Particular,Citroën,C3,,Gasolina,Novembro,2018,78 768 km,1 199 cm3,68 cv,Citadino,Cinzento,Automática,,5,,,,,,Sim,,,Usados,15 800        EUR,8090642344,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-ID8PxwFm.html,,,,,,Nacional,,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,E 250,BlueTEC Avantgarde Auto.,Diesel,Outubro,2015,198 000 km,2 143 cm3,204 cv,Carrinha,Azul,Automática,7,5,5,Tracção traseira,,1,Sim,Sim,"5,50 l/100km",,Usados,23 900        EUR,8088683927,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-250-bluetec-avantgarde-auto-ID8PpibZ.html,,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,Metalizado,,,,Classe E,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,C 200,(BlueTEC) d Station 7G-TRONIC AMG Line,Diesel,Novembro,2018,160 000 km,1 598 cm3,136 cv,Carrinha,Preto,Automática,7,5,5,,,1,Sim,Sim,"5,10 l/100km",,Usados,24 999        EUR,8090646678,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-bluetec-d-station-7g-tronic-amg-line-ID8PxvNg.html,,Sim,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,Metalizado,13/11/2024,Sim,154 €,Classe C,870 km,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,3008,1.5 BlueHDi GT Line,Diesel,Maio,2018,132 840 km,1 499 cm3,130 cv,SUV / TT,Preto,Manual,6,5,5,Tracção dianteira,,1,Sim,,,,Usados,23 490        EUR,8088417351,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-ID8PoaQn.html,Sim,Sim,Sim,Classe 1,18 Meses,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Nissan,Leaf,Visia 30 kWh,Eléctrico,Julho,2017,72 251 km,,109 cv,Utilitário,Cinzento,Automática,,5,5,Tracção dianteira,,1,Sim,,,,Usados,15 990        EUR,8088209566,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-leaf-visia-30-kwh-ID8PniN0.html,Sim,Sim,Sim,Classe 1,18 Meses,Nacional,Sim,,,,,,,,,30 kWh,Própria,250 km,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Citroën,C4 Grand Picasso,1.6 BlueHDi Live,Diesel,Agosto,2017,143 023 km,1 560 cm3,100 cv,Monovolume,Cinzento,Manual,5,5,7,Tracção dianteira,,1,Sim,,,,Usados,15 990        EUR,8090102353,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-grand-picasso-1-6-bluehdi-live-ID8PwfbP.html,Sim,Sim,Sim,,18 Meses,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,SEAT,Leon ST,1.6 TDI Style S/S,Diesel,Janeiro,2017,35 000 km,1 598 cm3,110 cv,Carrinha,Cinzento,Manual,5,5,5,Tracção dianteira,105 g/km,1,Sim,Sim,"4,70 l/100km","3,80 l/100km",Usados,16 450        EUR,8090194596,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-6-tdi-style-s-s-ID8PwDbC.html,Sim,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,Metalizado,,,"154,12 €",,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Audi,A5 Sportback,35 TDI S tronic,Diesel,Dezembro,2018,74 998 km,1 968 cm3,150 cv,Citadino,Cinzento,Automática,,5,5,,,,,,,,Usados,28 990        EUR,8089107911,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-35-tdi-s-tronic-ID8Pr4ur.html,Sim,,,,18 Meses,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Urban,Diesel,Agosto,2017,130 000 km,1 461 cm3,109 cv,Carrinha,Preto,Manual,,5,5,,101 g/km,1,Sim,Sim,,,Usados,21 900        EUR,8089516619,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-urban-ID8PsMOw.html,,Sim,Sim,,18 Meses,,,Sim,,,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,VW,e-Golf,AC/DC,Eléctrico,Dezembro,2018,97 559 km,,136 cv,Utilitário,Preto,Automática,,5,5,,,1,,Sim,,,Usados,22 750        EUR,8089944332,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-e-golf-ac-dc-ID8PuA56.html,Sim,,Sim,Classe 1,18 Meses,,,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi GT Line EDC,Diesel,Junho,2019,42 979 km,1 461 cm3,115 cv,Carrinha,Branco,Automática,7,5,5,,,1,,Sim,,,Usados,21 950        EUR,8089780602,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-gt-line-edc-ID8PtTui.html,Sim,Sim,Sim,Classe 1,18 Meses,Nacional,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,418 Gran Coupé,d Advantage Auto,Diesel,Setembro,2019,120 000 km,1 995 cm3,150 cv,Sedan,Preto,Automática,8,5,5,Tracção traseira,146 g/km,,,Sim,,,Usados,25 490        EUR,8090619845,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-advantage-auto-ID8PxpOt.html,Sim,Sim,Sim,,36 Meses,Nacional,Sim,Sim,,,,,Série 4,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,208,,Diesel,Dezembro,2020,36 000 km,1 499 cm3,102 cv,Utilitário,Cinzento,Manual,6,5,5,,,,,Sim,,,Usados,20 190        EUR,8090619117,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-ID8PxpCJ.html,Sim,,,Classe 1,18 Meses,Nacional,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Hyundai,Ioniq,1.6 GDI PHEV,Híbrido (Gasolina),Dezembro,2021,41 000 km,1 580 cm3,141 cv,Utilitário,Prateado,Automática,,5,5,Tracção dianteira,,,,Sim,,,Usados,27 100        EUR,8090619723,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-ioniq-1-6-gdi-phev-ID8PxpMw.html,Sim,Sim,Sim,Classe 1,36 Meses,Nacional,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,A 180,d Progressive Aut.,Diesel,Janeiro,2019,50 625 km,1 461 cm3,116 cv,Utilitário,Vermelho,Automática,7,5,5,Tracção dianteira,,1,Sim,,,,Usados,28 690        EUR,8090619611,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-progressive-aut-ID8PxpKH.html,Sim,Sim,Sim,Classe 1,18 Meses,Nacional,Sim,,,,,,Classe A,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Fevereiro,2022,31 075 km,1 199 cm3,75 cv,Utilitário,Cinzento,Manual,,5,5,,,,,,,,Usados,17 990        EUR,8089413299,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PslV3.html,Sim,,,,36 Meses,Nacional,,,,,,,,,,,,,,"5,20 l/100km",20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,116,d Line Sport,Diesel,Outubro,2017,39 000 km,1 496 cm3,116 cv,Utilitário,Branco,Manual,6,3,5,,,1,Sim,Sim,,,Usados,19 990        EUR,8089333803,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-ID8Ps1fR.html,Sim,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,,,Sim,,Série 1,,,,,,,,,,,StandVirtual,Yes,2023-09-20
