Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Registo(s),Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Aceita retoma,Tipo de cor,Inspecção válida até,Filtro de partículas,IUC,Sub-modelo,Autonomia Máxima,Clássico,Capacidade da bateria,Bateria,Autonomia,Consumo,Consumo Combinado,Garantia de Fábrica até,Gancho de Reboque,ou até,Site,Portugal,Data
Profissional,BMW,530,e iPerformance Pack M,Híbrido (Gasolina),Março,2019,75 000 km,1 998 cm3,252 cv,Sedan,Preto,Automática,8,4,5,Tracção traseira,,,Sim,Sim,,,Usados,41 999        EUR,8089028499,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8PqJPB.html,Sim,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,Metalizado,,,,Série 5,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,X3,18 d sDrive Ed. L.Style Auto,Diesel,Agosto,2020,99 824 km,1 995 cm3,150 cv,SUV / TT,Cinzento,Automática,8,5,5,Tracção traseira,,1,,Sim,,,Usados,39 850        EUR,8089685825,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-18-d-sdrive-ed-l-style-auto-ID8PtuPD.html,,Sim,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,Metalizado,,,,Série X,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Audi,A3 Sportback,40 TFSIe Advanced,Híbrido (Gasolina),Dezembro,2020,40 000 km,1 395 cm3,204 cv,Utilitário,Cinzento,Automática,7,5,5,Tracção dianteira,,1,Sim,Sim,,,Usados,32 480        EUR,8089208076,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-40-tfsie-advanced-ID8Pruy0.html,Sim,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Nissan,Qashqai,1.3 DIG-T Acenta Xtronic,Gasolina,Julho,2022,21 500 km,1 332 cm3,158 cv,SUV / TT,Branco,Automática,6,5,5,Tracção dianteira,142 g/km,1,Sim,Sim,,,Usados,31 490        EUR,8090646062,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-xtronic-ID8PxvDk.html,,Sim,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,Pérola,,,,,,,,,,,,01/07/2025,,100 000 km,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Novembro,2020,33 000 km,1 332 cm3,218 cv,Utilitário,Preto,Automática,,5,5,,23 g/km,,Sim,Sim,,,Usados,33 500        EUR,8090521617,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8Px0g9.html,,,,,18 Meses,Importado,,,,,,,Classe A,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Janeiro,2019,69 800 km,1 950 cm3,194 cv,Carrinha,Preto,Automática,,5,5,,,,,,"5,70 l/100km","4,40 l/100km",Usados,39 000        EUR,8090337165,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8Pveh7.html,Sim,,,,24 Meses,Nacional,,,,,,,Classe E,,,,,,,"4,90 l/100km",,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,e-2008,GT,Eléctrico,Junho,2023,100 km,,136 cv,SUV / TT,Vermelho,Automática,,5,5,,,,,,,,Usados,41 500        EUR,8090119171,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-gt-ID8Pwjz5.html,Sim,,,,36 Meses,Nacional,,,,,,,,,,,,,,,20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,2008,1.5 BlueHDi Allure Pack EAT8,Diesel,Janeiro,2023,16 000 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Automática,,5,5,,,,,,,,Usados,35 000        EUR,8090119155,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-allure-pack-eat8-ID8PwjyP.html,Sim,,,,36 Meses,Nacional,,,,,,,,,,,,,,5 l/100km,20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,X5,40e xDrive,Híbrido (Gasolina),Janeiro,2018,77 000 km,1 997 cm3,313 cv,SUV / TT,Preto,Automática,,5,5,,,1,,Sim,,,Usados,41 750        EUR,8090356988,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-40e-xdrive-ID8PvjqQ.html,Sim,Sim,Sim,,18 Meses,Nacional,Sim,Sim,,,,"215,14 €",Série X,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,2008,1.5 BlueHDi Allure Pack EAT8,Diesel,Janeiro,2023,10 000 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Automática,,5,5,,,,,,,,Usados,35 000        EUR,8090119152,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-allure-pack-eat8-ID8PwjyM.html,Sim,,,,36 Meses,Nacional,,,,,,,,,,,,,,5 l/100km,20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack EAT8,Diesel,Maio,2023,10 000 km,1 499 cm3,130 cv,SUV / TT,Azul,Automática,,5,5,,,,,,,,Usados,39 200        EUR,8090119156,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-eat8-ID8PwjyQ.html,Sim,,,,36 Meses,Nacional,,,,,,,,,,,,,,"5,40 l/100km",20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,A 180,d Style Plus Aut.,Diesel,Junho,2023,3 500 km,1 950 cm3,116 cv,Utilitário,Cinzento,Automática,,5,5,,,,,,,,Usados,41 000        EUR,8089923368,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-plus-aut-ID8PuuCY.html,Sim,,,,24 Meses,Nacional,,,,,,,Classe A,,,,,,,5 l/100km,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Novembro,2019,73 000 km,1 950 cm3,306 cv,Carrinha,Cinzento,Automática,9,4,5,Tracção traseira,,1,Sim,Sim,,,Usados,39 990        EUR,8089812912,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8Pu1Tq.html,Sim,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,,,,,Classe C,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Hyundai,Tucson,1.6 CRDi Vanguard DCT,Diesel,Março,2023,11 000 km,1 598 cm3,136 cv,SUV / TT,Preto,Automática,,5,5,,,,,,,,Usados,40 250        EUR,8090031845,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-vanguard-dct-ID8PuVQB.html,Sim,,,,78 Meses,Nacional,,,,,,,,,,,,,,"5,30 l/100km",30/03/2030,,,StandVirtual,Yes,2023-09-20
Profissional,Mazda,3,2.0 Sky-G Homura AT,Gasolina,Dezembro,2022,17 870 km,1 998 cm3,150 cv,Citadino,Vermelho,Automática,6,5,5,Tracção dianteira,,,Sim,Sim,"6,60 l/100km",,Usados,35 950        EUR,8088516428,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-3-2-0-sky-g-homura-at-ID8PoACo.html,,,Sim,Classe 1,72 Meses,Nacional,Sim,Sim,Metalizado,,,,,,,,,,,,29/12/2028,,,StandVirtual,Yes,2023-09-20
Profissional,Audi,e-tron,50 quattro Advanced,Eléctrico,Dezembro,2019,75 800 km,,313 cv,SUV / TT,Cinzento,Automática,,5,5,Integral,,1,Sim,Sim,,,Usados,42 900        EUR,8090645940,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-e-tron-50-quattro-advanced-ID8PxvBm.html,Sim,,Sim,Classe 1,18 Meses,,Sim,Sim,Metalizado,,,,,,,,Própria,277 km,"22,40 kWh/100km",,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,A 200,Progressive Aut.,Gasolina,Julho,2019,58 000 km,1 332 cm3,163 cv,Utilitário,Cinzento,Automática,7,5,5,,,,Sim,Sim,,,Usados,33 990        EUR,8090249666,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-progressive-aut-ID8PwRwQ.html,Sim,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,Metalizado,23/07/2025,Sim,,Classe A,826 km,,,,,,"5,20 l/100km",,,,StandVirtual,Yes,2023-09-20
Profissional,MINI,Countryman,One D,Diesel,Junho,2021,61 000 km,1 496 cm3,116 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção dianteira,134 g/km,,,Sim,,,Usados,30 140        EUR,8090619630,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-one-d-ID8PxpL0.html,Sim,Sim,,,36 Meses,Nacional,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2021,36 610 km,1 950 cm3,116 cv,Utilitário,Branco,Automática,,5,5,,,,,Sim,,,Usados,37 500        EUR,8087537257,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PktTj.html,,,Sim,Classe 1,24 Meses,Nacional,,Sim,,,,,Classe A,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure Pack,Diesel,Agosto,2022,17 500 km,1 499 cm3,130 cv,Carrinha,Cinzento,Manual,6,5,5,,,1,Sim,Sim,,,Usados,31 900        EUR,8089872547,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-pack-ID8Puhph.html,Sim,,Sim,,36 Meses,Nacional,Sim,Sim,Metalizado,,Sim,,,,,,,,,,01/01/0001,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,535,d Pack M Auto,Diesel,Dezembro,2013,200 000 km,2 993 cm3,313 cv,Carrinha,Preto,Automática,8,5,5,,,1,,,,,Usados,32 000        EUR,8083872417,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-535-d-pack-m-auto-ID8P56uZ.html,,,Sim,Classe 1,36 Meses,Importado,,,,,,,Série 5,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,520,d Line Luxury Auto,Diesel,Novembro,2017,94 000 km,1 995 cm3,190 cv,Carrinha,Azul,Automática,8,5,5,,,1,Sim,Sim,,,Usados,31 900        EUR,8090645909,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PxvAR.html,Sim,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,Metalizado,,,,Série 5,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,A 160,Style,Gasolina,Janeiro,2023,7 044 km,1 332 cm3,109 cv,Utilitário,Azul,Manual,,5,5,,,,,,,,Usados,32 500        EUR,8090586743,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8Pxhcz.html,Sim,,,,24 Meses,Nacional,,,,,,,Classe A,,,,,,,"5,90 l/100km",,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,X2,16 d sDrive Auto,Diesel,Junho,2019,49 155 km,1 496 cm3,116 cv,SUV / TT,Cinzento,Automática,,5,5,,,,,,,,Usados,36 950        EUR,8086893828,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-ID8PhMwq.html,Sim,,Sim,,18 Meses,Nacional,,,,,,,Série X,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,E 220,D AMG Line,Diesel,Junho,2017,136 000 km,1 950 cm3,194 cv,Carrinha,Cinzento,Automática,,5,5,,,1,,Sim,,,Usados,34 750        EUR,8090255728,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8PwT5C.html,Sim,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,,,Sim,,Classe E,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,C 250,d,Diesel,Agosto,2017,70 000 km,2 143 cm3,204 cv,Coupé,Preto,Automática,,3,4,,,1,Sim,Sim,,,Usados,37 750        EUR,8090114972,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-ID8Pwitm.html,Sim,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,,,Sim,,Classe C,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Particular,Tesla,Model 3,Standard Range Plus RWD,Eléctrico,Agosto,2021,61 000 km,,325 cv,Sedan,Branco,Automática,1,4,5,Tracção traseira,,2,Sim,Sim,,,Usados,35 000        EUR,8090644706,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-standard-range-plus-rwd-ID8Pxvhs.html,,,,Classe 1,,Importado,Sim,,Pérola,,,,,410 km,,77 kWh,Própria,400 km,13 kWh/100km,,21/09/2029,,160 000 km,StandVirtual,Yes,2023-09-20
Profissional,Cupra,Born,58 kWh,Eléctrico,Março,2023,4 910 km,,204 cv,Utilitário,Cinzento,Automática,,5,5,,,1,Sim,Sim,,,Usados,39 950        EUR,8090645710,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-born-58-kwh-ID8PxvxE.html,Sim,Sim,,Classe 1,36 Meses,Nacional,Sim,Sim,Metalizado,,,,,,,,,,,,01/01/0001,,,StandVirtual,Yes,2023-09-20
Profissional,Mitsubishi,Eclipse Cross,2.4 PHEV eMotion,Híbrido (Gasolina),Fevereiro,2022,40 359 km,2 360 cm3,202 cv,SUV / TT,Azul,Automática,,5,5,,,,,,,,Usados,34 000        EUR,8089628338,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-2-4-phev-emotion-ID8PtfSq.html,Sim,,Sim,,24 Meses,,,Sim,Metalizado,01/02/2026,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Tesla,Model 3,,Eléctrico,Março,2019,83 384 km,,513 cv,Sedan,Cinzento,Automática,,4,5,,,,,,,,Usados,44 000        EUR,8090053529,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-ID8Pw2ul.html,Sim,,Sim,,24 Meses,Importado,,Sim,Metalizado,01/03/2025,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Tesla,Model 3,,Eléctrico,Fevereiro,2019,125 898 km,,480 cv,Sedan,Cinzento,Automática,,4,5,,,,,,,,Usados,35 000        EUR,8088576985,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-ID8PoQn7.html,Sim,,Sim,,24 Meses,Importado,,Sim,Metalizado,01/02/2025,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,5008,1.5 BlueHDi GT Line EAT8,Diesel,Abril,2019,62 000 km,1 499 cm3,130 cv,Monovolume,Cinzento,Automática,8,5,7,,,1,Sim,Sim,,,Usados,32 950        EUR,8090596677,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-line-eat8-ID8PxjMN.html,Sim,,Sim,Classe 2,18 Meses,Nacional,Sim,Sim,Metalizado,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,530,e iPerformance Line Sport,Híbrido (Gasolina),Setembro,2018,89 391 km,1 998 cm3,252 cv,Sedan,Cinzento,Automática,,4,,,44 g/km,,,,,,Usados,36 900        EUR,8090524887,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-line-sport-ID8Px16T.html,Sim,,,,36 Meses,Nacional,,,,,,,Série 5,,,,,,,,20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,Tesla,Model 3,Long-Range Dual Motor AWD,Eléctrico,Junho,2019,50 660 km,,351 cv,Sedan,Preto,Automática,,4,5,,,,,,,,Usados,36 999        EUR,8089931050,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-dual-motor-awd-ID8PuvCS.html,,,Sim,,18 Meses,Importado,,Sim,,01/06/2025,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,318,d Touring Auto,Diesel,Abril,2021,77 000 km,1 995 cm3,150 cv,Carrinha,Preto,Automática,,5,5,,,,,,,,Usados,34 300        EUR,8090256058,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-auto-ID8PwTaV.html,Sim,,,,36 Meses,Nacional,,,,,,,Série 3,,,,,,,"5,10 l/100km",20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,320,e Touring Pack M Auto,Híbrido (Gasolina),Março,2021,98 869 km,1 998 cm3,204 cv,Carrinha,Branco,Automática,,5,5,,,,,,,,Usados,42 490        EUR,8090256080,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-e-touring-pack-m-auto-ID8PwTbi.html,Sim,,,,36 Meses,,,,,,,,Série 3,,,,,,,,20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,318,d Touring Auto,Diesel,Junho,2021,79 500 km,1 995 cm3,150 cv,Carrinha,Preto,Automática,,5,5,,,,,,,,Usados,34 300        EUR,8090256056,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-auto-ID8PwTaU.html,Sim,,,,36 Meses,Nacional,,,,,,,Série 3,,,,,,,"5,10 l/100km",20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,Audi,A3 Sportback,30 TDI S line S tronic,Diesel,Abril,2023,9 900 km,1 968 cm3,116 cv,Utilitário,Azul,Automática,,5,5,,,,,,,,Usados,34 990        EUR,8089923346,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tdi-s-line-s-tronic-ID8PuuCC.html,Sim,,,,36 Meses,Nacional,,,,,,,,,,,,,,"4,70 l/100km",20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,A 180 Limousine,d Progressive Aut.,Diesel,Novembro,2021,37 500 km,1 950 cm3,116 cv,Sedan,Cinzento,Automática,,4,5,,,,,,,,Usados,34 750        EUR,8090355502,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-progressive-aut-ID8Pvj2S.html,Sim,,,,24 Meses,Nacional,,,,,,,,,,,,,,"4,90 l/100km",,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,e-2008,Allure Pack,Eléctrico,Maio,2023,8 000 km,,136 cv,SUV / TT,Cinzento,Automática,,5,5,,,,,,,,Usados,39 500        EUR,8090119166,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-allure-pack-ID8Pwjz0.html,Sim,,,,36 Meses,Nacional,,,,,,,,,,,,,,,20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,Audi,Q5,2.0 TDI quattro S-tronic,Diesel,Novembro,2017,171 358 km,1 968 cm3,190 cv,SUV / TT,Preto,Automática,,5,5,,129 g/km,1,Sim,,,,Usados,33 490        EUR,8089550386,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q5-2-0-tdi-quattro-s-tronic-ID8PsWB8.html,Sim,Sim,Sim,,18 Meses,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,e-208,GT Pack,Eléctrico,Junho,2021,14 900 km,,136 cv,Citadino,Cinzento,Automática,,5,5,Tracção dianteira,,,,,,,Usados,34 950        EUR,8087408885,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-gt-pack-ID8PjVuN.html,,,Sim,,18 Meses,Importado,,Sim,Metalizado,,,,,,,,Própria,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Maio,2021,50 000 km,1 499 cm3,130 cv,Monovolume,Cinzento,Manual,6,5,5,Tracção dianteira,130 g/km,1,Sim,Sim,"4,40 l/100km","3,60 l/100km",Usados,31 990        EUR,8089580691,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8Pt3tW.html,,,Sim,Classe 1,36 Meses,Nacional,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Março,2019,106 289 km,1 461 cm3,116 cv,Utilitário,Branco,Automática,7,5,5,Tracção dianteira,123 g/km,1,,Sim,,,Usados,30 900        EUR,8090340445,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Pvf81.html,Sim,Sim,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,,02/03/2025,,"154,12 €",Classe A,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Particular,Mercedes-Benz,CLS 250,BlueTEC Shooting Brake,Diesel,Janeiro,2016,134 000 km,2 143 cm3,204 cv,Carrinha,Azul,Automática,9,5,5,Tracção traseira,127 g/km,1,Sim,Sim,"5,80 l/100km","4,40 l/100km",Usados,36 500        EUR,8089814893,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cls-250-bluetec-shooting-brake-ID8Pu2pn.html,Sim,,,Classe 1,,Nacional,Sim,,Metalizado,06/01/2024,,,Classe CLS,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,330,e Corporate Edition Auto,Híbrido (Gasolina),Outubro,2019,54 880 km,1 998 cm3,292 cv,Sedan,Preto,Automática,,4,5,,,1,Sim,Sim,,,Usados,34 950        EUR,8090060638,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-e-corporate-edition-auto-ID8Pw4l0.html,,Sim,Sim,Classe 1,18 Meses,Nacional,,Sim,,,Sim,,Série 3,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mitsubishi,Outlander,2.4 PHEV Instyle,Híbrido (Gasolina),Dezembro,2018,90 264 km,2 360 cm3,224 cv,SUV / TT,Cinzento,Automática,,5,5,,,1,,Sim,,,Usados,30 950        EUR,8089349019,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-outlander-2-4-phev-instyle-ID8Ps5dh.html,,Sim,Sim,Classe 1,18 Meses,Nacional,,Sim,Metalizado,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,VW,Arteon,2.0 TDI Elegance DSG,Diesel,Setembro,2019,33 490 km,1 968 cm3,150 cv,Sedan,Cinzento,Automática,,4,5,,,1,Sim,Sim,,,Usados,32 950        EUR,8090524868,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-elegance-dsg-ID8Px16A.html,,,Sim,Classe 1,18 Meses,Nacional,,Sim,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,420 Gran Coupé,d Pack M,Diesel,Dezembro,2017,107 300 km,1 995 cm3,190 cv,Sedan,Branco,Manual,6,5,5,Tracção traseira,,,Sim,Sim,,,Usados,34 990        EUR,8087779512,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-ID8PluUE.html,Sim,,Sim,Classe 1,18 Meses,Importado,Sim,Sim,Metalizado,,,,Série 4,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Tesla,Model 3,Standard RWD Plus,Eléctrico,Julho,2020,130 000 km,,238 cv,Sedan,Branco,Automática,,4,5,,,1,Sim,Sim,,,Usados,30 990        EUR,8090596659,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-standard-rwd-plus-ID8PxjMw.html,Sim,,Sim,Classe 1,36 Meses,,Sim,Sim,,,,,,,,,,,,,01/01/0001,,,StandVirtual,Yes,2023-09-20
Particular,Porsche,Panamera,Diesel,Diesel,Julho,2011,267 000 km,2 967 cm3,250 cv,Sedan,Preto,Automática,,5,,,,2,,Sim,,,Usados,37 250        EUR,8090609893,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-panamera-diesel-ID8PxndX.html,,,,,,Importado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,220,d Pack M Auto,Diesel,Abril,2019,84 500 km,1 995 cm3,190 cv,Coupé,Cinzento,Automática,,2,4,Tracção traseira,,,,,,,Usados,30 990        EUR,8088880250,18 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-220-d-pack-m-auto-ID8Pq7gu.html,Sim,,,,18 Meses,,,,Metalizado,,,,Série 2,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Audi,Q3,35 TFSI Advanced,Gasolina,Março,2021,31 800 km,1 498 cm3,150 cv,SUV / TT,Cinzento,Manual,,5,5,,,,Sim,Sim,,,Usados,34 400        EUR,8090618107,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q3-35-tfsi-advanced-ID8Pxpmr.html,Sim,,,,18 Meses,Nacional,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Citroën,e-C4,Shine Pack,Eléctrico,Junho,2022,12 500 km,,136 cv,SUV / TT,Branco,Automática,1,5,5,Tracção dianteira,,1,Sim,Sim,,,Usados,31 450        EUR,8090618940,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-e-c4-shine-pack-ID8PxpzS.html,,Sim,Sim,Classe 1,18 Meses,Importado,Sim,Sim,,25/06/2026,,,,320 km,,,,,,,25/06/2025,,,StandVirtual,Yes,2023-09-20
Particular,Land Rover,Range Rover Sport,3.0 SDV6 Autobiography,Diesel,Janeiro,2012,230 000 km,2 993 cm3,255 cv,SUV / TT,Preto,Automática,,5,,,,,Sim,Sim,,,Usados,32 000        EUR,8090573897,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-sport-3-0-sdv6-autobiography-ID8PxdRn.html,,,,,,,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,BMW,520,d Auto,Diesel,Setembro,2017,78 600 km,1 995 cm3,190 cv,Sedan,Cinzento,Automática,,5,5,,108 g/km,,,,"4,70 l/100km","3,80 l/100km",Usados,31 900        EUR,8090645352,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8PxvrS.html,Sim,,,,36 Meses,Nacional,,,,,,,Série 5,,,,,,,"4,10 l/100km",20/09/2026,,,StandVirtual,Yes,2023-09-20
Profissional,VW,Arteon,2.0 TDI Elegance DSG,Diesel,Dezembro,2019,79 211 km,1 968 cm3,190 cv,Utilitário,Cinzento,Automática,,4,5,,,,,,,,Usados,30 990        EUR,8089107282,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-elegance-dsg-ID8Pr4ki.html,Sim,,,,18 Meses,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
