Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Lotação,Classe do veículo,Garantia de Stand (incl. no preço),Registo(s),Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Origem,Consumo Urbano,Tracção,Inspecção válida até,Número de Mudanças,Emissões CO2,Consumo Extra Urbano,VIN,Valor Fixo,IVA Discriminado,Livro de Revisões completo,Consumo Combinado,Garantia de Fábrica até,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,ou até,IUC,Sub-modelo,Consumo,Site,Portugal,Data
Profissional,Nissan,Leaf,40 kWh TEKNA,Eléctrico,Outubro,2018,86 552 km,,150 cv,Sim,Utilitário,Cinzento,Metalizado,Automática,5,5,,18 Meses,,Sim,Sim,Usados,20 990,8091561925,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-leaf-40-kwh-tekna-ID8PBmTj.html,,,,,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Renault,Zoe,SL Bose Edition 40,Eléctrico,Janeiro,2019,60 000 km,,109 cv,Sim,Utilitário,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,16 950,8091587944,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-sl-bose-edition-40-ID8PBtEY.html,Nacional,,,,,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mitsubishi,ASX,1.0 MPI-T Invite,Gasolina,Fevereiro,2023,17 800 km,999 cm3,90 cv,,SUV / TT,Branco,,Manual,5,5,,45 Meses,,,,Usados,23 000,8091158943,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-asx-1-0-mpi-t-invite-ID8PzG3B.html,Nacional,,,,,,,Mostrar VIN,Sim,,,"5,80 l/100km",2 Fevereiro 2028,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Jeep,Avenger,1.2 GSE T3 Altitude,Gasolina,Outubro,2023,30 km,1 199 cm3,101 cv,Sim,SUV / TT,Branco,,Manual,5,,,36 Meses,,,,Usados,26 700,8091233901,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/jeep-avenger-1-2-gse-t3-altitude-ID8PzZyB.html,,,Tracção dianteira,,6,126 g/km,,,Sim,Sim,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Audi,A4 Avant,2.0 TDI S tronic,Diesel,Abril,2018,134 000 km,1 968 cm3,150 cv,Sim,Carrinha,Cinzento,,Automática,5,5,,18 Meses,,Sim,Sim,Usados,22 590,8091900611,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-s-tronic-ID8PCMZZ.html,Nacional,"4,90 l/100km",Tracção dianteira,,7,106 g/km,"3,70 l/100km",Mostrar VIN,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,208,1.5 BlueHDi Active Pack,Diesel,Fevereiro,2023,11 000 km,1 499 cm3,102 cv,Sim,Utilitário,Preto,Metalizado,Manual,5,5,,36 Meses,,,Sim,Usados,21 300,8090653647,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-active-pack-ID8PxyBF.html,Nacional,,,,6,,,,Sim,Sim,,,9 Fevereiro 2026,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,208,1.5 BlueHDi Active Pack,Diesel,Fevereiro,2023,11 000 km,1 499 cm3,102 cv,Sim,Utilitário,Preto,Metalizado,Manual,5,5,,36 Meses,,,Sim,Usados,21 300,8090653647,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-active-pack-ID8PxyBF.html,Nacional,,,,6,,,,Sim,Sim,,,9 Fevereiro 2026,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,BMW,116,d Pack M,Diesel,Março,2022,39 423 km,1 496 cm3,116 cv,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,Classe 1,24 Meses,,Sim,Sim,Usados,27 750,8089407266,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-ID8PskmK.html,,,,,6,,,,,,Sim,,,,,,,,,Série 1,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,e-208,Active Pack,Eléctrico,Abril,2023,50 km,,136 cv,Sim,Utilitário,Branco,,Automática,5,5,Classe 1,36 Meses,,,Sim,Novos,29 900,8091216255,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-active-pack-ID8PzUXZ.html,Nacional,,,,,,,,Sim,,Sim,,31 Janeiro 2027,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Kia,XCeed,1.0 T-GDI Dynamic,Gasolina,Junho,2022,9 493 km,998 cm3,120 cv,Sim,SUV / TT,Preto,Metalizado,Manual,5,5,Classe 1,24 Meses,,Sim,Sim,Usados,21 250,8091797184,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-xceed-1-0-t-gdi-dynamic-ID8PCm5O.html,,,Tracção dianteira,,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,5008,1.5 BlueHDi GT Line,Diesel,Agosto,2018,120 900 km,1 499 cm3,130 cv,Sim,SUV / TT,Azul,,Manual,5,7,,18 Meses,,Sim,Sim,Usados,23 900,8091811998,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-line-ID8PCpVK.html,Nacional,"4,70 l/100km",Tracção dianteira,,6,141 g/km,"3,80 l/100km",,Sim,Sim,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Fiat,Tipo Cross,1.0 GSE T3,Gasolina,Outubro,2023,110 km,999 cm3,101 cv,Sim,Utilitário,Cinzento,,Manual,5,,,36 Meses,,Sim,,Novos,22 900,8091225075,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-cross-1-0-gse-t3-ID8PzXgf.html,,"6,60 l/100km",Tracção dianteira,,5,127 g/km,"4,70 l/100km",,Sim,Sim,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Citroën,C3,1.2 PureTech C-Series,Gasolina,Outubro,2022,19 000 km,1 199 cm3,110 cv,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,17 950,8092091525,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-c-series-ID8PDAFf.html,Nacional,,,,6,108 g/km,,Mostrar VIN,Sim,,Sim,5 l/100km,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Jeep,Renegade,1.6 MJD Longitude,Diesel,Novembro,2022,14 200 km,1 598 cm3,130 cv,Sim,SUV / TT,Cinzento,,Manual,5,,,36 Meses,,Sim,,Usados,25 600,8091244144,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-6-mjd-longitude-ID8PA2dO.html,,,Tracção dianteira,,6,131 g/km,,,Sim,Sim,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake Aut.,Diesel,Setembro,2018,104 267 km,2 143 cm3,136 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,1,,Sim,Usados,26 950,8092193065,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-aut-ID8PE14Z.html,,"4,70 l/100km",Tracção dianteira,,7,101 g/km,"3,40 l/100km",Mostrar VIN,Sim,,Sim,,,,,,1 200 km,,154 €,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 180,CDI (BlueEFFICIENCY) AMG Sport,Diesel,Agosto,2018,157 050 km,1 461 cm3,109 cv,Sim,Utilitário,Cinzento,Metalizado,Manual,5,,,18 Meses,,Sim,Sim,Usados,20 950,8090911581,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-blueefficiency-amg-sport-ID8PyDHT.html,,,,30 Agosto 2024,,,,,,,Sim,,,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Particular,Mercedes-Benz,C 200,(BlueTEC) d Station Avantgarde,Diesel,Novembro,2014,210 000 km,1 598 cm3,136 cv,,Carrinha,Azul,Metalizado,Manual,5,5,Classe 1,,2,Sim,Sim,Usados,15 250,8090697583,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-bluetec-d-station-avantgarde-ID8PxK2j.html,,"5,10 l/100km",Tracção traseira,14 Novembro 2024,6,,,,,,Sim,,,,,,1 100 km,,,Classe C,,StandVirtual,Yes,2024-04-07
Particular,VW,T-Roc,2.0 TDI Style,Diesel,Outubro,2022,30 000 km,1 968 cm3,116 cv,,SUV / TT,Cinzento,,Manual,5,5,,,,,,Usados,28 000,8092158083,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-t-roc-2-0-tdi-style-ID8PDRYL.html,,"5,60 l/100km",Tracção dianteira,,6,122 g/km,"3,50 l/100km",Mostrar VIN,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Mercedes-Benz,CLA 200,d Shooting Brake AMG Line Aut.,Diesel,Junho,2019,85 000 km,2 143 cm3,136 cv,,Carrinha,Preto,Metalizado,Automática,5,5,,,,Sim,Sim,Usados,29 500,8092036047,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-amg-line-aut-ID8PDmer.html,Nacional,"4,80 l/100km",Tracção dianteira,1 Junho 2025,7,106 g/km,"3,60 l/100km",,,,Sim,,,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,Audi,A4 Avant,2.0 TDI Sport,Diesel,Julho,2014,227 787 km,1 968 cm3,136 cv,Sim,Carrinha,Preto,Metalizado,Manual,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,18 900,8090035755,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-sport-ID8PuXRF.html,Importado,,Tracção dianteira,1 Julho 2024,6,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Jeep,Compass,1.6 M-Jet Night Eagle,Diesel,Outubro,2020,54 945 km,1 598 cm3,120 cv,Sim,SUV / TT,Vermelho,Mate,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,24 990,8089911258,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-6-m-jet-night-eagle-ID8PurtE.html,Nacional,"5,20 l/100km",Tracção dianteira,,6,117 g/km,4 l/100km,Mostrar VIN,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Fiat,Panda,1.0 Hybrid City Life,Gasolina,Outubro,2023,114 km,999 cm3,70 cv,Sim,Citadino,Branco,,Manual,5,,,36 Meses,,,,Novos,15 700,8091225727,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-0-hybrid-city-life-ID8PzXqL.html,,"4,70 l/100km",Tracção dianteira,,6,111 g/km,"3,50 l/100km",,Sim,Sim,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Nissan,Qashqai,1.5 dCi N-Connecta,Diesel,Junho,2018,69 000 km,1 461 cm3,115 cv,Sim,SUV / TT,Branco,Metalizado,Manual,5,5,,18 Meses,,Sim,Sim,Usados,21 400,8090888159,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-n-connecta-ID8PyxC7.html,Nacional,,,,6,,,,Sim,,Sim,,30 Abril 2024,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,MINI,Cooper,,Gasolina,Março,2020,83 000 km,1 499 cm3,136 cv,,Citadino,Branco,,Manual,3,,,,1,,Sim,Usados,20 499,8092086781,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-ID8PDzqJ.html,,,Tracção dianteira,1 Fevereiro 2025,6,129 g/km,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mitsubishi,Space Star,1.2 Connect Edition,Gasolina,Maio,2023,15 865 km,1 193 cm3,71 cv,Sim,Citadino,Preto,,Manual,5,5,,36 Meses,,Sim,Sim,Usados,15 500,8092127815,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-connect-edition-ID8PDK6z.html,Nacional,,,,5,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,308,1.5 BlueHDi Style,Diesel,Outubro,2020,41 000 km,1 499 cm3,102 cv,Sim,Utilitário,Branco,,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,17 900,8091768167,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-style-ID8PCexN.html,Nacional,,,,6,,,,Sim,Sim,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Audi,A3 Limousine,1.6 TDI S-line,Diesel,Junho,2017,152 000 km,1 598 cm3,116 cv,,Coupé,Cinzento,,Manual,4,5,,,,,,Usados,16 900,8091652026,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-limousine-1-6-tdi-s-line-ID8PBKky.html,,"4,70 l/100km",Tracção dianteira,,6,110 g/km,"3,80 l/100km",Mostrar VIN,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Hyundai,i30,1.6 CRDi Launch Edition 7DCT,Diesel,Setembro,2017,72 500 km,1 582 cm3,110 cv,,Utilitário,Azul,Metalizado,Automática,5,5,,,1,Sim,Sim,Usados,18 500,8089936602,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i30-1-6-crdi-launch-edition-7dct-ID8Puy4q.html,Nacional,"4,40 l/100km",Tracção dianteira,15 Setembro 2025,7,109 g/km,"3,90 l/100km",Mostrar VIN,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Renault,Trafic,ENERGY dCi 125 Grand Spaceclass,Diesel,Abril,2017,164 030 km,1 598 cm3,125 cv,Sim,Monovolume,Branco,Metalizado,Manual,4,9,,18 Meses,,Sim,Sim,Usados,26 900,8092086335,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-trafic-energy-dci-125-grand-spaceclass-ID8PDzjx.html,Importado,,,,6,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Abarth,595C,1.4 T-Jet,Gasolina,Fevereiro,2021,25 486 km,1 368 cm3,165 cv,Sim,Utilitário,Preto,,Manual,2,4,Classe 1,18 Meses,,Sim,Sim,Usados,27 900,8090099028,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/abarth-595c-1-4-t-jet-ID8Pwekc.html,Importado,,,,5,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Citroën,C4 Spacetourer,1.5 BlueHDi Shine,Diesel,Janeiro,2020,135 189 km,1 499 cm3,130 cv,Sim,Monovolume,Prateado,Metalizado,Manual,5,7,Classe 1,18 Meses,,Sim,Sim,Usados,23 900,8089619703,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-spacetourer-1-5-bluehdi-shine-ID8PtdD9.html,Importado,,,,6,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Citroën,C4 Cactus,1.5 BlueHDi Feel,Diesel,Novembro,2019,76 898 km,1 499 cm3,102 cv,Sim,SUV / TT,Branco,,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,17 370,8092152325,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-5-bluehdi-feel-ID8PDQtT.html,Nacional,,,24 Abril 2025,6,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,BMW,420,d xDrive Pack M Auto,Diesel,Novembro,2014,83 183 km,1 995 cm3,184 cv,Sim,Coupé,Cinzento,Metalizado,Automática,2,4,Classe 1,18 Meses,,Sim,Sim,Usados,27 900,8091554543,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-d-xdrive-pack-m-auto-ID8PBkYf.html,Importado,,,,8,,,,Sim,,Sim,,,,,,,,,Série 4,,StandVirtual,Yes,2024-04-07
Profissional,MINI,Paceman,Cooper D,Diesel,Abril,2016,131 000 km,1 598 cm3,112 cv,Sim,SUV / TT,Castanho,Metalizado,Manual,3,,,18 Meses,,,Sim,Usados,15 890,8091695682,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-paceman-cooper-d-ID8PBWGG.html,,"4,70 l/100km",,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 180 Limousine,d Progressive Aut.,Diesel,Outubro,2019,115 177 km,1 461 cm3,116 cv,Sim,Sedan,Cinzento,Metalizado,Automática,4,5,Classe 1,18 Meses,1,Sim,Sim,Usados,27 990,8090064827,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-progressive-aut-ID8Pw5qz.html,Nacional,"4,40 l/100km",Tracção dianteira,10 Outubro 2025,7,124 g/km,"3,80 l/100km",Mostrar VIN,Sim,Sim,Sim,,,,,,,,"156,21 €",Classe A,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line,Diesel,Outubro,2018,68 000 km,1 461 cm3,109 cv,,Carrinha,Cinzento,,Manual,5,5,,18 Meses,,,,Usados,25 990,8087622487,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-ID8PkQ3Z.html,Nacional,"4,60 l/100km",,,,,,,Sim,,,,,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,SEAT,Ibiza,1.0 Style,Gasolina,Abril,2019,39 295 km,999 cm3,80 cv,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,Classe 1,36 Meses,,,,Usados,15 990,8090217147,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-style-ID8PwJ3l.html,,"6,10 l/100km",Tracção dianteira,,5,122 g/km,"4,30 l/100km",Mostrar VIN,Sim,,,,,,,,,,"108,32 €",,,StandVirtual,Yes,2024-04-07
Profissional,Skoda,Rapid Spaceback,1.4 TDI DSG Drive,Diesel,Fevereiro,2018,119 000 km,1 422 cm3,90 cv,Sim,Sedan,Preto,Metalizado,Automática,5,5,Classe 1,18 Meses,1,,Sim,Usados,16 999,8092100507,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/skoda-rapid-spaceback-1-4-tdi-dsg-drive-ID8PDD07.html,,,,,,,,,Sim,Sim,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line,Diesel,Outubro,2018,68 000 km,1 461 cm3,109 cv,,Carrinha,Cinzento,,Manual,5,5,,18 Meses,,,,Usados,25 990,8087622487,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-ID8PkQ3Z.html,Nacional,"4,60 l/100km",,,,,,,Sim,,,,,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,SEAT,Ibiza,1.0 Style,Gasolina,Abril,2019,39 295 km,999 cm3,80 cv,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,Classe 1,36 Meses,,,,Usados,15 990,8090217147,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-style-ID8PwJ3l.html,,"6,10 l/100km",Tracção dianteira,,5,122 g/km,"4,30 l/100km",Mostrar VIN,Sim,,,,,,,,,,"108,32 €",,,StandVirtual,Yes,2024-04-07
Profissional,Skoda,Rapid Spaceback,1.4 TDI DSG Drive,Diesel,Fevereiro,2018,119 000 km,1 422 cm3,90 cv,Sim,Sedan,Preto,Metalizado,Automática,5,5,Classe 1,18 Meses,1,,Sim,Usados,16 999,8092100507,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/skoda-rapid-spaceback-1-4-tdi-dsg-drive-ID8PDD07.html,,,,,,,,,Sim,Sim,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,C 220,d Station 9G-TRONIC Avantgarde,Diesel,Abril,2019,81 041 km,1 950 cm3,194 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,29 990,8089987959,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-station-9g-tronic-avantgarde-ID8PuLqL.html,,"5,20 l/100km",Tracção traseira,29 Abril 2025,9,118 g/km,4 l/100km,Mostrar VIN,Sim,,,,,,,,,,"235,26 €",Classe C,,StandVirtual,Yes,2024-04-07
Profissional,Audi,A3 Sportback,30 TFSI S line S tronic,Gasolina,Abril,2022,22 648 km,999 cm3,110 cv,,Utilitário,Preto,,Automática,5,5,,18 Meses,,,,Usados,29 900,8092092022,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tfsi-s-line-s-tronic-ID8PDANg.html,Nacional,,,,,,,Mostrar VIN,Sim,,,"5,20 l/100km",,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,MINI,One,D,Diesel,Junho,2018,44 950 km,1 496 cm3,95 cv,Sim,Utilitário,Azul,Metalizado,Manual,5,5,Classe 1,24 Meses,,Sim,Sim,Usados,21 900,8088776653,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-one-d-ID8PpGjz.html,,"4,20 l/100km",Tracção dianteira,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Agosto,2019,129 030 km,1 461 cm3,116 cv,Sim,Utilitário,Azul,,Automática,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,26 490,8090949901,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PyNFX.html,Importado,,,,,,,Mostrar VIN,Sim,,Sim,,,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Profissional,SEAT,Leon,1.5 TSI FR,Gasolina,Maio,2021,13 300 km,1 498 cm3,150 cv,Sim,Utilitário,Vermelho,Metalizado,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,26 990,8089602540,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-1-5-tsi-fr-ID8Pt9ak.html,,,,,6,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,SEAT,Leon,2.0 TDI FR DSG S/S,Diesel,Setembro,2014,112 000 km,1 968 cm3,150 cv,Sim,Sedan,Branco,,Automática,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,18 490,8091820996,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-2-0-tdi-fr-dsg-s-s-ID8PCshS.html,,,,,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Land Rover,Range Rover Evoque,2.0 TD4 HSE Dynamic Auto,Diesel,Janeiro,2015,152 000 km,1 999 cm3,150 cv,,SUV / TT,Branco,,Automática,5,,,,,,,Usados,23 200,8091762234,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-td4-hse-dynamic-auto-ID8PCd06.html,,"6,10 l/100km",,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Renault,Mégane Sport Tourer,1.6 E-Tech Plug-In Hybrid Techno,Híbrido Plug-In,Dezembro,2022,22 000 km,1 598 cm3,160 cv,Sim,Carrinha,Cinzento,,Automática,5,5,,18 Meses,,Sim,Sim,Usados,23 990,8092104664,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-6-e-tech-plug-in-hybrid-techno-ID8PDE5a.html,Nacional,,,,,,,Mostrar VIN,Sim,Sim,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 200 Limousine,Progressive Aut.,Gasolina,Dezembro,2019,68 000 km,1 332 cm3,163 cv,Sim,Sedan,Cinzento,,Automática,4,5,Classe 1,18 Meses,,Sim,Sim,Usados,27 990,8092104657,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-limousine-progressive-aut-ID8PDE53.html,Nacional,,,,,,,Mostrar VIN,Sim,,Sim,,,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Particular,Hyundai,Kauai,1.0 T-GDi Premium Pele/Tec Lima+Nav+Vision,Gasolina,Novembro,2019,53 300 km,998 cm3,120 cv,,SUV / TT,Cinzento,Pérola,Manual,5,5,,,,,,Usados,18 500,8092156803,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-1-0-t-gdi-premium-pele-tec-lima-nav-vision-ID8PDRE7.html,,"6,30 l/100km",,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,BMW,X2,sDrive18d Aut.,Diesel,Março,2018,84 000 km,1 995 cm3,150 cv,,SUV / TT,Cinzento,Metalizado,Automática,5,5,Classe 1,,2,Sim,Sim,Usados,26 900,8092128062,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x2-sdrive18d-aut-ID8PDKay.html,Importado,"4,70 l/100km",Tracção dianteira,,8,117 g/km,"4,30 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,,Série X,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,e-2008,GT Line,Eléctrico,Setembro,2020,142 942 km,,136 cv,,SUV / TT,Laranja,Metalizado,Automática,5,5,Classe 1,18 Meses,1,,Sim,Usados,20 890,8091396717,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-gt-line-ID8PAFUF.html,,,Tracção dianteira,23 Setembro 2024,1,,,,,,Sim,,,320 km,,Própria,,,,,"17,80 kWh/100km",StandVirtual,Yes,2024-04-07
Profissional,Renault,Zoe,Intens 50,Eléctrico,Dezembro,2020,25 765 km,,109 cv,Sim,Citadino,Preto,Metalizado,Automática,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,19 900,8091816735,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-intens-50-ID8PCrb9.html,,,Tracção dianteira,12 Dezembro 2024,,,,,Sim,Sim,Sim,,,,,Própria,398 km,,,,,StandVirtual,Yes,2024-04-07
Profissional,MINI,Cooper,Auto,Gasolina,Março,2019,22 252 km,1 499 cm3,136 cv,Sim,Citadino,Vermelho,,Automática,3,4,,18 Meses,1,,,Usados,22 900,8091875194,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-auto-ID8PCGo2.html,Nacional,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
