Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Lotação,Classe do veículo,Garantia de Stand (incl. no preço),Registo(s),Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Origem,Consumo Urbano,Tracção,Inspecção válida até,Número de Mudanças,Emissões CO2,Consumo Extra Urbano,VIN,Valor Fixo,IVA Discriminado,Livro de Revisões completo,Consumo Combinado,Garantia de Fábrica até,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,ou até,IUC,Sub-modelo,Consumo,Site,Portugal,Data
Particular,Jaguar,I-Pace,EV400 AWD R-DYNAMIC SE,Eléctrico,Novembro,2018,55 000 km,,400 cv,,SUV / TT,Preto,Metalizado,Automática,5,5,,,1,,,Usados,39 900,8092033880,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/jaguar-i-pace-ev400-awd-r-dynamic-se-ID8PDlFu.html,,,Integral,,1,,,,,,,,,400 km,,Própria,400 km,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack,Diesel,Janeiro,2022,35 000 km,1 499 cm3,130 cv,Sim,Monovolume,Preto,,Manual,5,7,Classe 1,36 Meses,,Sim,Sim,Usados,33 450,8091987583,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-ID8PD9CL.html,Nacional,,,,6,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Dezembro,2021,3 600 km,1 950 cm3,116 cv,Sim,Carrinha,Branco,Metalizado,Automática,5,,,18 Meses,1,Sim,Sim,Usados,43 900,8091101363,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8Pzr4T.html,Nacional,"5,50 l/100km",,,,,,,,,Sim,,,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,CLA 45 AMG,4-Matic,Gasolina,Outubro,2014,175 000 km,1 991 cm3,360 cv,Sim,Sedan,Preto,,Automática,4,5,Classe 1,18 Meses,,Sim,Sim,Usados,34 500,8091331050,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-45-amg-4-matic-ID8PAoPv.html,,,,,7,,,,Sim,,,,,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,BMW,X5,25 d sDrive Comfort 7L,Diesel,Janeiro,2018,82 000 km,1 995 cm3,231 cv,Sim,SUV / TT,Preto,,Automática,5,7,Classe 2,18 Meses,,Sim,Sim,Usados,44 900,8088991907,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8PqAjp.html,Nacional,"5,90 l/100km",,,,139 g/km,,Mostrar VIN,Sim,,,,,,,,,,,Série X,,StandVirtual,Yes,2024-04-07
Profissional,Mitsubishi,Eclipse Cross,2.4 PHEV Black Edition,Híbrido Plug-In,Agosto,2023,7 037 km,2 360 cm3,188 cv,,SUV / TT,Cinzento,,Automática,5,5,,52 Meses,,,,Usados,43 000,8091793191,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-2-4-phev-black-edition-ID8PCl3p.html,Nacional,,,,,,,Mostrar VIN,Sim,,,2 l/100km,28 Agosto 2028,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Renault,Mégane,1.8 TCe R.S. Trophy,Gasolina,Abril,2019,53 000 km,1 798 cm3,300 cv,Sim,Utilitário,Amarelo,Metalizado,Manual,5,,,36 Meses,,,,Usados,37 490,8092076558,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-8-tce-r-s-trophy-ID8PDvLQ.html,,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mitsubishi,L200,,Diesel,Outubro,2021,4 326 km,2 268 cm3,150 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,,,36 Meses,,,,Usados,41 500,8090991671,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-l200-ID8PyYxF.html,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,BMW,X1,16 d sDrive xLine Auto,Diesel,Abril,2021,63 201 km,1 496 cm3,116 cv,Sim,SUV / TT,Preto,Metalizado,Automática,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,31 000,8091749881,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-xline-auto-ID8PC9MR.html,Nacional,,Tracção dianteira,,7,,,,,Sim,Sim,,,,,,,,,Série X,,StandVirtual,Yes,2024-04-07
Profissional,Honda,Civic,2.0 VTEC Turbo Type R GT,Gasolina,Outubro,2019,53 580 km,1 996 cm3,320 cv,Sim,Utilitário,Branco,Metalizado,Manual,5,4,,36 Meses,,,,Usados,44 900,8087935590,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/honda-civic-2-0-vtec-turbo-type-r-gt-ID8Pm9v2.html,,"9,10 l/100km",,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Peugeot,408,,Híbrido (Gasolina),Julho,2023,13 000 km,1 598 cm3,180 cv,,Sedan,Branco,Pérola,Automática,5,5,Classe 1,,,Sim,Sim,Usados,42 000,8091241745,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-408-ID8PA1B7.html,Nacional,,,,,,,,,,,,1 Julho 2025,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido Plug-In,Maio,2020,75 247 km,1 950 cm3,306 cv,,Carrinha,Cinzento,,Automática,5,,,18 Meses,,,,Usados,42 990,8091561429,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8PBmLj.html,Nacional,,,,,,,,Sim,,,,,,,,,,,Classe C,,StandVirtual,Yes,2024-04-07
Particular,Mercedes-Benz,GLC 350,e 4-Matic,Híbrido Plug-In,Abril,2018,121 368 km,1 991 cm3,320 cv,,SUV / TT,Preto,Metalizado,Automática,5,5,Classe 1,,1,Sim,Sim,Usados,34 000,8091651507,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-350-e-4-matic-ID8PBKcb.html,Nacional,,Integral,,7,59 g/km,,,,,Sim,,,,,,,,,Classe GLC,,StandVirtual,Yes,2024-04-07
Particular,BMW,X2,20 d xDrive Auto Pack M,Diesel,Maio,2019,38 715 km,1 995 cm3,190 cv,,SUV / TT,Dourado,Metalizado,Automática,5,5,Classe 1,,1,Sim,Sim,Usados,33 450,8092156788,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x2-20-d-xdrive-auto-pack-m-ID8PDRDS.html,Nacional,,Integral,31 Maio 2025,8,143 g/km,,,,,Sim,,,,,,,,,Série X,,StandVirtual,Yes,2024-04-07
Particular,Mercedes-Benz,A 250 Limousine,,Híbrido Plug-In,Fevereiro,2021,89 000 km,1 390 cm3,218 cv,,Sedan,Cinzento,Metalizado,Automática,5,,,,,,,Usados,32 250,8091774308,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-limousine-ID8PCg8Q.html,,,,,,,,,,,,,,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Profissional,Skoda,Kodiaq,2.0 TDI Ambition DSG,Diesel,Março,2024,100 km,1 968 cm3,150 cv,Sim,SUV / TT,Preto,,Automática,5,7,,36 Meses,,,Sim,Usados,36 990,8092012473,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/skoda-kodiaq-2-0-tdi-ambition-dsg-ID8PDg6d.html,Nacional,,Tracção dianteira,6 Março 2028,,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Alfa Romeo,Giulia,2.2 D Veloce Ti Q4 AT8,Diesel,Julho,2017,47 000 km,2 143 cm3,210 cv,Sim,Sedan,Cinzento,,Automática,4,5,Classe 1,18 Meses,1,Sim,Sim,Usados,31 990,8090757275,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-veloce-ti-q4-at8-ID8PxZz5.html,Nacional,,Integral,1 Julho 2025,8,148 g/km,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,BMW,520,d Line Luxury Auto,Diesel,Agosto,2019,63 500 km,1 995 cm3,190 cv,Sim,Carrinha,Azul,,Automática,5,5,,18 Meses,1,,,Usados,34 750,8090888220,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PyxD6.html,Nacional,,Tracção traseira,8 Agosto 2025,,,,,Sim,,,,,,,,,,,Série 5,,StandVirtual,Yes,2024-04-07
Profissional,Volvo,V60,2.0 T8 AWD TE Momentum Plus,Híbrido Plug-In,Setembro,2019,63 000 km,1 969 cm3,392 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,33 750,8091790481,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-t8-awd-te-momentum-plus-ID8PCklH.html,Nacional,,Integral,23 Setembro 2025,9,,,,Sim,Sim,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Audi,e-tron,55 quattro Advanced,Eléctrico,Julho,2019,167 000 km,,408 cv,,SUV / TT,Preto,,Automática,5,5,Classe 1,18 Meses,1,Sim,,Usados,36 500,8090003658,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-e-tron-55-quattro-advanced-ID8PuPwY.html,Nacional,,,,,,,Mostrar VIN,,,Sim,,,,,Própria,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,E 350,e AMG,Híbrido Plug-In,Janeiro,2018,114 500 km,1 991 cm3,279 cv,,Sedan,Preto,Metalizado,Automática,4,5,Classe 1,18 Meses,,Sim,Sim,Usados,36 350,8091613119,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-350-e-amg-ID8PBAd1.html,Nacional,,Tracção traseira,12 Janeiro 2026,9,57 g/km,,Mostrar VIN,,,Sim,,,,,,,,"221,37 €",Classe E,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,GLC 220,d Coupe 4Matic 9G-TRONIC AMG Line,Diesel,Novembro,2018,114 000 km,2 143 cm3,170 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,43 900,8091612449,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-220-d-coupe-4matic-9g-tronic-amg-line-ID8PBA2d.html,,,Integral,,,,,,,,Sim,,,,,,,,,Classe GLC,,StandVirtual,Yes,2024-04-07
Profissional,BMW,330,e Touring Pack M Auto,Híbrido Plug-In,Novembro,2020,93 000 km,1 998 cm3,292 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,38 900,8091795117,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-330-e-touring-pack-m-auto-ID8PClyt.html,,,Tracção traseira,,8,31 g/km,,,,,Sim,,,,,,,,,Série 3,,StandVirtual,Yes,2024-04-07
Particular,Audi,e-tron,55 quattro,Eléctrico,Março,2021,47 250 km,,408 cv,,SUV / TT,Cinzento,Metalizado,Automática,5,5,Classe 1,,,,,Usados,43 950,8091889924,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-e-tron-55-quattro-ID8PCKdC.html,,,,,,,,,,,,,,365 km,,,,,,,22 kWh/100km,StandVirtual,Yes,2024-04-07
Profissional,Volvo,XC 90,2.0 D4 Inscription,Diesel,Maio,2018,131 100 km,1 969 cm3,190 cv,Sim,SUV / TT,Cinzento,,Automática,5,7,Classe 1,18 Meses,,,Sim,Usados,40 700,8092127021,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-90-2-0-d4-inscription-ID8PDJTL.html,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,VW,Passat,2.0 TDI Business DSG,Diesel,Fevereiro,2021,40 500 km,1 968 cm3,150 cv,Sim,Sedan,Preto,,Automática,4,5,,18 Meses,,,,Usados,33 200,8086505268,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-passat-2-0-tdi-business-dsg-ID8Pg9qk.html,Nacional,,,,7,134 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Mercedes-Benz,EQA,250,Eléctrico,Abril,2022,36 600 km,,190 cv,,SUV / TT,Preto,,Automática,5,5,Classe 1,,2,Sim,Sim,Usados,36 999,8092130650,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-eqa-250-ID8PDKQi.html,Importado,,Tracção dianteira,,1,,,,Sim,,Sim,,,430 km,66 kWh,Própria,440 km,,,,,StandVirtual,Yes,2024-04-07
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Janeiro,2024,100 km,1 496 cm3,116 cv,Sim,Sedan,Cinzento,,Automática,4,5,Classe 1,36 Meses,,,Sim,Usados,39 900,8091586289,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8PBteh.html,Nacional,,,,,125 g/km,,,,,,,1 Janeiro 0001,,,,,,,Série 2,,StandVirtual,Yes,2024-04-07
Profissional,BMW,530,e iPerformance Pack M,Híbrido Plug-In,Outubro,2019,47 000 km,1 998 cm3,252 cv,Sim,Sedan,Cinzento,Metalizado,Automática,4,5,Classe 1,18 Meses,1,Sim,Sim,Usados,33 500,8092127017,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8PDJTH.html,Nacional,,,,,,,,Sim,,Sim,,,,,,,,,Série 5,,StandVirtual,Yes,2024-04-07
Profissional,BMW,318,d Line Sport Auto,Diesel,Março,2021,31 938 km,1 995 cm3,150 cv,Sim,Sedan,Branco,Pérola,Automática,4,5,Classe 1,18 Meses,,Sim,Sim,Usados,34 900,8090193396,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-318-d-line-sport-auto-ID8PwCSg.html,Importado,,Tracção traseira,,8,120 g/km,,Mostrar VIN,,Sim,Sim,,25 Março 2024,,,,,,"235,26 €",Série 3,,StandVirtual,Yes,2024-04-07
Particular,Tesla,Model 3,Performance Dual Motor AWD,Eléctrico,Março,2021,150 000 km,,513 cv,,Sedan,Azul,Metalizado,Automática,4,,,,,,,Usados,34 900,8092100461,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-3-performance-dual-motor-awd-ID8PDCZn.html,,,,,,,,,,,,,,567 km,,,,,,,"16,60 kWh/100km",StandVirtual,Yes,2024-04-07
Profissional,Peugeot,5008,1.5 BlueHDi Active Pack EAT8,Diesel,Maio,2023,22 000 km,1 499 cm3,130 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,7,Classe 1,18 Meses,1,Sim,Sim,Usados,33 900,8092091246,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-active-pack-eat8-ID8PDAAK.html,Nacional,,Tracção dianteira,8 Maio 2027,8,,,,,Sim,,,8 Março 2026,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,BMW,X3,20 d xDrive xLine,Diesel,Junho,2018,66 000 km,1 995 cm3,190 cv,,SUV / TT,Preto,Metalizado,Automática,5,,,,1,,Sim,Usados,37 900,8092100108,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-xline-ID8PDCTG.html,Nacional,,,6 Junho 2024,,,,,,,Sim,,,,,,,,,Série X,,StandVirtual,Yes,2024-04-07
Particular,Mercedes-Benz,CLA 250,e Shooting Brake AMG Line,Híbrido Plug-In,Novembro,2020,46 000 km,1 332 cm3,218 cv,,Carrinha,Branco,,Automática,5,5,Classe 1,,,,Sim,Usados,38 000,8090308445,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-250-e-shooting-brake-amg-line-ID8Pv6NT.html,,,Tracção dianteira,,8,26 g/km,,,,,,,2 Julho 2025,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,BMW,225xe Active Tourer,Pack M,Híbrido Plug-In,Março,2023,10 000 km,1 499 cm3,245 cv,Sim,Monovolume,Branco,,Automática,5,5,,36 Meses,,,,Usados,44 900,8092200298,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-225xe-active-tourer-pack-m-ID8PE2XE.html,Importado,,,,,,,Mostrar VIN,Sim,,,"0,60 l/100km",7 Abril 2027,,,,,,,Série 2,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,E 220,d Avantgarde 7L,Diesel,Maio,2019,54 480 km,1 950 cm3,194 cv,,Carrinha,Preto,,Automática,5,,,18 Meses,,,,Usados,41 900,8091632635,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-7l-ID8PBFhN.html,Nacional,,,,,,,,Sim,,,,,,,,,,,Classe E,,StandVirtual,Yes,2024-04-07
Profissional,Audi,A4,35 TDI Advanced S tronic,Diesel,Maio,2021,53 000 km,1 968 cm3,163 cv,Sim,Sedan,Preto,,Automática,4,5,,18 Meses,,Sim,Sim,Usados,33 900,8088645614,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-35-tdi-advanced-s-tronic-ID8Pp8e2.html,Nacional,,,,7,123 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Mercedes-Benz,A 200,AMG Line,Gasolina,Janeiro,2021,51 243 km,1 332 cm3,163 cv,,Utilitário,Branco,,Manual,5,5,Classe 1,,,Sim,Sim,Usados,31 000,8092200292,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-ID8PE2Xy.html,Nacional,,Tracção dianteira,5 Janeiro 2025,6,142 g/km,,,,,Sim,,,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Fevereiro,2023,8 300 km,1 332 cm3,163 cv,Sim,Utilitário,Preto,,Automática,5,5,,36 Meses,,,Sim,Usados,40 700,8090584538,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-aut-ID8PxgD0.html,Nacional,,,,,120 g/km,,,,,Sim,,1 Janeiro 0001,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Particular,Volvo,XC 90,2.0 D4 Momentum,Diesel,Abril,2016,100 150 km,1 969 cm3,190 cv,,SUV / TT,Cinzento,Metalizado,Automática,5,7,Classe 1,,,Sim,Sim,Usados,39 950,8092200294,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-90-2-0-d4-momentum-ID8PE2XA.html,Nacional,"5,80 l/100km",Tracção dianteira,15 Abril 2025,8,136 g/km,"4,90 l/100km",,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,5008,1.2 PureTech Active Pack,Gasolina,Março,2023,23 150 km,1 199 cm3,130 cv,Sim,Monovolume,Branco,,Manual,5,7,Classe 1,36 Meses,,,Sim,Usados,30 700,8091841756,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-2-puretech-active-pack-ID8PCxGI.html,Nacional,,,,6,,,,,Sim,,,10 Março 2027,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Maio,2021,38 450 km,1 461 cm3,116 cv,Sim,Utilitário,Branco,,Automática,5,5,,18 Meses,,,Sim,Usados,31 500,8090641078,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PxwkV.html,Nacional,,,,,,,,,,Sim,,,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,3008,,Híbrido Plug-In,Fevereiro,2022,36 500 km,1 598 cm3,225 cv,Sim,SUV / TT,Cinzento,,Automática,5,5,,36 Meses,,,Sim,Usados,36 900,8089790554,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-ID8PtV4O.html,Nacional,,,,,,,,,,,,1 Janeiro 0001,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Maio,2021,40 350 km,1 461 cm3,116 cv,Sim,Utilitário,Branco,,Automática,5,5,,18 Meses,,,Sim,Usados,31 500,8092089488,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PDA8o.html,Nacional,,,,,,,,,,Sim,,,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Profissional,Kia,e-Niro,,Eléctrico,Janeiro,2023,16 000 km,,204 cv,Sim,SUV / TT,Verde,,Automática,5,5,,36 Meses,,,Sim,Usados,41 500,8090308782,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-e-niro-ID8Pv6Tk.html,Nacional,,,,,,,,,,Sim,,1 Janeiro 0001,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,VW,Arteon,,Diesel,Abril,2018,86 000 km,1 968 cm3,240 cv,Sim,Sedan,Cinzento,,Automática,5,5,,18 Meses,,Sim,Sim,Usados,34 950,8091587288,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-arteon-ID8PBtuo.html,Nacional,,Integral,19 Abril 2024,8,,,Mostrar VIN,,Sim,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Tesla,Model 3,Long Range Tração Integral,Eléctrico,Abril,2021,44 000 km,,498 cv,,Sedan,Branco,Pérola,Automática,4,5,,,,Sim,Sim,Usados,36 900,8092100443,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-trao-integral-ID8PDCZ5.html,,,Integral,,1,,,Mostrar VIN,,,,,,629 km,,Própria,,,,,14 kWh/100km,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,508 SW,1.5 BlueHDi Allure EAT8,Diesel,Setembro,2022,9 609 km,1 499 cm3,130 cv,,Carrinha,Azul,,Automática,5,,,18 Meses,,,,Usados,34 990,8091441214,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-5-bluehdi-allure-eat8-ID8PARum.html,Nacional,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Janeiro,2018,106 007 km,2 143 cm3,204 cv,,SUV / TT,Preto,,Automática,5,5,,,1,Sim,Sim,Usados,40 900,8092075889,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-amg-line-4-matic-ID8PDvB3.html,Nacional,7 l/100km,Integral,15 Janeiro 2026,9,186 g/km,"5,60 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,,Classe GLC,,StandVirtual,Yes,2024-04-07
Profissional,MINI,Clubman,Cooper D Auto,Diesel,Agosto,2020,39 000 km,1 995 cm3,150 cv,Sim,Carrinha,Branco,,Automática,6,5,Classe 1,24 Meses,,Sim,Sim,Usados,35 700,8090887275,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-d-auto-ID8PyxnR.html,Nacional,,Tracção dianteira,,8,129 g/km,,Mostrar VIN,Sim,Sim,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Volvo,V90,2.0 D4 Inscription Geartronic,Diesel,Março,2018,85 250 km,1 969 cm3,190 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,31 750,8091767486,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v90-2-0-d4-inscription-geartronic-ID8PCemO.html,Nacional,,Tracção dianteira,8 Março 2024,9,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack,Diesel,Abril,2023,10 000 km,1 499 cm3,130 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,7,Classe 1,18 Meses,1,Sim,Sim,Usados,32 900,8092193871,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-ID8PE1hZ.html,Nacional,,,,6,,,,Sim,Sim,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Abril,2021,95 000 km,1 496 cm3,116 cv,,Sedan,Cinzento,Metalizado,Automática,4,,Classe 1,24 Meses,,Sim,Sim,Usados,32 900,8091214858,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8PzUBs.html,,,Tracção dianteira,,7,124 g/km,,,,,,,,,,,,,,Série 2,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,B 200,,Híbrido (Gasolina),Outubro,2021,19 580 km,1 332 cm3,218 cv,Sim,Utilitário,Vermelho,Metalizado,Automática,5,5,Classe 1,24 Meses,,,Sim,Usados,36 500,8091250770,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-200-ID8PA3VG.html,Nacional,,Tracção dianteira,,8,,,,Sim,,,,,,,,,,,Classe B,,StandVirtual,Yes,2024-04-07
Particular,Mercedes-Benz,X 250,d 4MATIC POWER,Diesel,Abril,2019,98 000 km,2 298 cm3,190 cv,,Carrinha,Preto,,Manual,4,,,,,,,Usados,35 000,8091199683,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-x-250-d-4matic-power-ID8PzQEH.html,,"8,30 l/100km",,,,,,,Sim,,,,,,,,,,,Classe X,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,GLB 200,d Progressive,Diesel,Março,2020,79 000 km,1 950 cm3,150 cv,Sim,SUV / TT,Cinzento,,Automática,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,42 900,8091831337,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glb-200-d-progressive-ID8PCuYF.html,Nacional,,,,8,,,Mostrar VIN,Sim,,,,,,,,,,,Classe GLB,,StandVirtual,Yes,2024-04-07
Profissional,Land Rover,Range Rover Evoque,2.0 D150 AWD S Auto,Diesel,Junho,2019,58 000 km,1 999 cm3,150 cv,Sim,SUV / TT,Cinzento,,Automática,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,42 900,8090325821,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-d150-awd-s-auto-ID8Pvbk9.html,Nacional,"6,10 l/100km",Integral,,9,134 g/km,"4,50 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
