Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Filtro de partículas,Inspecção válida até,Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Sub-modelo,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Tipo de cor,Classe do veículo,Garantia de Stand (incl. no preço),IUC,Registo(s),Garantia de Fábrica até,IVA Discriminado,Consumo Combinado,ou até,Autonomia Máxima,Valor sem ISV,Autonomia,Consumo,Capacidade da bateria,Bateria,Site,Portugal,Data
Profissional,Peugeot,508,1.6 BlueHDi GT Line,Diesel,Abril,2016,121 069 km,1 560 cm3,120 cv,Sedan,Preto,Manual,,4,,,,,,Nacional,,,,,,Usados,21 990        EUR,8090012930,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-1-6-bluehdi-gt-line-ID8PuRWv.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Nissan,Micra,0.9 IG-T Acenta S/S,Gasolina,Janeiro,2020,8 744 km,898 cm3,90 cv,Citadino,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,18 990        EUR,8090593529,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-0-9-ig-t-acenta-s-s-ID8PxiY1.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,216 Active Tourer,d,Diesel,Março,2016,79 927 km,1 496 cm3,116 cv,SUV / TT,Azul,Manual,,5,,,,,,Nacional,,,,,,Usados,19 400        EUR,8090593519,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-active-tourer-d-ID8PxiXR.html,Série 2,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,CLA 180,d Urban Aut.,Diesel,Julho,2018,80 520 km,1 461 cm3,109 cv,Sedan,Branco,Automática,,4,,,,,,Nacional,,,,,,Usados,29 490        EUR,8090593512,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-urban-aut-ID8PxiXK.html,Classe CLA,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,A 180,d Style,Diesel,Junho,2017,96 455 km,1 461 cm3,109 cv,Utilitário,Castanho,Manual,6,5,5,Tracção dianteira,89 g/km,Sim,,Importado,,Sim,Sim,,,Usados,19 990        EUR,8090548351,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-ID8Px7dl.html,Classe A,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,BMW,X1,16 d sDrive xLine Auto,Diesel,Março,2019,92 000 km,1 496 cm3,116 cv,SUV / TT,Azul,Automática,7,5,5,Tracção dianteira,139 g/km,,,Nacional,Sim,Sim,Sim,,,Usados,28 000        EUR,8090687955,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-xline-auto-ID8PxHx1.html,Série X,Sim,,,Metalizado,Classe 1,,,1,02/03/2024,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,208,1.2 PureTech Active,Gasolina,Novembro,2019,44 775 km,1 199 cm3,101 cv,Citadino,Preto,Manual,,5,,,,,,Nacional,,,,,,Usados,17 990        EUR,8090593481,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-ID8PxiXf.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Citroën,C4 Cactus,1.6 BlueHDi Shine,Diesel,Março,2016,91 713 km,1 560 cm3,100 cv,Citadino,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,16 490        EUR,8089773808,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-shine-ID8PtRII.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,SEAT,Ateca,1.6 TDI Style,Diesel,Novembro,2017,59 299 km,1 598 cm3,115 cv,SUV / TT,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,23 990        EUR,8090593445,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-6-tdi-style-ID8PxiVF.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Abril,2019,89 000 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Automática,8,5,5,Tracção dianteira,136 g/km,,,,Sim,Sim,Sim,"4,40 l/100km","3,90 l/100km",Usados,26 990        EUR,8089983518,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-eat8-ID8PuKh8.html,,Sim,,,Metalizado,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Land Rover,Range Rover Evoque,2.0 D150 R-Dynamic,Diesel,Março,2018,119 000 km,1 999 cm3,150 cv,SUV / TT,Branco,Manual,6,5,5,Tracção dianteira,167 g/km,,,,Sim,Sim,Sim,"6,30 l/100km","4,90 l/100km",Usados,28 990        EUR,8089992153,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-d150-r-dynamic-ID8PuMvp.html,,,,,Pérola,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,Hyundai,Kauai,EV 39kWh Executive,Eléctrico,Julho,2020,20 000 km,,136 cv,SUV / TT,Branco,Automática,,5,,,,,,,,,,,,Usados,22 990        EUR,8089468526,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-39kwh-executive-ID8PsAiO.html,,Sim,,Sim,,,,,,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Hyundai,Kauai,1.0 T-GDi Premium,Gasolina,Fevereiro,2020,35 814 km,998 cm3,120 cv,Citadino,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,21 490        EUR,8089764108,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-1-0-t-gdi-premium-ID8PtPcg.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,Peugeot,508 SW,1.6 BlueHDi Active EAT6,Diesel,Maio,2016,140 400 km,1 560 cm3,120 cv,Carrinha,Preto,Automática,6,5,5,Tracção dianteira,108 g/km,,,,,Sim,,"4,70 l/100km","3,80 l/100km",Usados,17 490        EUR,8090730953,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-bluehdi-active-eat6-ID8PxSIx.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Alfa Romeo,Giulietta,1.6 JTDm Sport TCT,Diesel,Março,2019,104 000 km,1 598 cm3,120 cv,Utilitário,Branco,Automática,,5,5,,,,,Nacional,Sim,Sim,Sim,"5,10 l/100km",,Usados,15 480        EUR,8090725994,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulietta-1-6-jtdm-sport-tct-ID8PxRqy.html,,,Sim,Sim,Metalizado,,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure,Diesel,Outubro,2019,47 511 km,1 499 cm3,130 cv,Carrinha,Preto,Manual,,5,,,,,,Nacional,,,,,,Usados,22 990        EUR,8090593293,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-ID8PxiUd.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure,Diesel,Julho,2019,66 731 km,1 499 cm3,130 cv,Carrinha,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,22 990        EUR,8090593271,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-ID8PxiTR.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,SLK 250,CDi BE Aut.,Diesel,Junho,2013,150 288 km,2 143 cm3,204 cv,Cabrio,Cinzento,Automática,7,2,2,Tracção traseira,,Sim,,Importado,Sim,Sim,Sim,"6,20 l/100km",,Usados,28 990        EUR,8086849131,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-slk-250-cdi-be-aut-ID8PhASw.html,Classe SLK,Sim,Sim,Sim,Metalizado,Classe 1,36 Meses,250 €,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Renault,Mégane Coupe,1.6 dCi Bose Edition SS,Diesel,Setembro,2015,158 269 km,1 598 cm3,130 cv,Coupé,Branco,Manual,6,2,5,Tracção dianteira,,,,Importado,Sim,,Sim,,,Usados,16 900        EUR,8090049207,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-coupe-1-6-dci-bose-edition-ss-ID8Pw1mD.html,,,Sim,Sim,Metalizado,Classe 1,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Renault,Talisman,1.5 dCi Zen P.Business,Diesel,Agosto,2018,30 547 km,1 461 cm3,110 cv,Sedan,Cinzento,Manual,6,4,5,,95 g/km,,30/08/2024,Nacional,Sim,Sim,Sim,4 l/100km,"3,40 l/100km",Usados,20 990        EUR,8089628949,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-talisman-1-5-dci-zen-p-business-ID8Ptg2h.html,,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,"156,21 €",1,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure,Diesel,Novembro,2019,55 266 km,1 499 cm3,130 cv,Carrinha,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,22 990        EUR,8090593258,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-ID8PxiTE.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure,Diesel,Novembro,2019,52 911 km,1 499 cm3,130 cv,Carrinha,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,22 990        EUR,8089848227,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-ID8Pub51.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure,Diesel,Setembro,2019,63 056 km,1 499 cm3,130 cv,Carrinha,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,22 990        EUR,8090593225,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-ID8PxiT7.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure,Diesel,Setembro,2019,59 895 km,1 499 cm3,130 cv,Carrinha,Branco,Manual,,5,,,,,,Nacional,,,,,,Usados,22 990        EUR,8090593195,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-ID8PxiSD.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Opel,Crossland X,1.2 T Innovation,Gasolina,Setembro,2019,65 238 km,1 199 cm3,110 cv,Citadino,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,18 990        EUR,8090593190,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-crossland-x-1-2-t-innovation-ID8PxiSy.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Kia,XCeed,1.0 T-GDI Tech,Gasolina,Abril,2022,22 612 km,998 cm3,120 cv,Citadino,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,25 990        EUR,8090593172,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/kia-xceed-1-0-t-gdi-tech-ID8PxiSg.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,VW,Passat Variant,1.6 TDI Highline,Diesel,Novembro,2017,158 478 km,1 598 cm3,120 cv,Carrinha,Preto,Manual,6,5,5,,,,29/11/2023,Nacional,Sim,Sim,Sim,,,Usados,19 500        EUR,8090179748,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-6-tdi-highline-ID8Pwzk8.html,,,Sim,Sim,Metalizado,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,VW,Tiguan,2.0 TDI Confortline,Diesel,Janeiro,2019,200 000 km,1 968 cm3,150 cv,SUV / TT,Cinzento,Manual,6,5,5,,,,,Nacional,Sim,Sim,Sim,"5,60 l/100km",,Usados,19 980        EUR,8090603747,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-tiguan-2-0-tdi-confortline-ID8PxlCP.html,,,Sim,Sim,Metalizado,Classe 1,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Honda,HR-V,1.6 i-DTEC Elegance+Connect Navi,Diesel,Junho,2017,117 586 km,1 597 cm3,120 cv,SUV / TT,Branco,Manual,,5,,,,,,Nacional,,,,,,Usados,19 490        EUR,8090593147,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/honda-hr-v-1-6-i-dtec-elegance-connect-navi-ID8PxiRR.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure Pack EAT8,Diesel,Março,2021,30 192 km,1 499 cm3,130 cv,Carrinha,Branco,Automática,8,5,5,,,,01/03/2025,Nacional,Sim,Sim,Sim,,,Usados,27 500        EUR,8090610496,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-pack-eat8-ID8PxnnG.html,,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Fiat,500L,1.3 MJ Cross S&S,Diesel,Março,2019,68 478 km,1 248 cm3,95 cv,Utilitário,Branco,Manual,5,5,5,,,,20/03/2025,Nacional,Sim,Sim,Sim,,,Usados,17 500        EUR,8089696513,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500l-1-3-mj-cross-s-s-ID8PtxC1.html,,Sim,Sim,Sim,,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,VW,Golf,2.0 TSI GTI DSG Performance,Gasolina,Maio,2018,143 000 km,1 984 cm3,245 cv,Utilitário,Preto,Automática,,5,,,,,,,Sim,Sim,Sim,,,Usados,29 900        EUR,8089287707,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-dsg-performance-ID8PrPgn.html,,,Sim,Sim,Metalizado,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Audi,A3 Sportback,,Diesel,Abril,2014,95 180 km,1 968 cm3,150 cv,Carrinha,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,22 490        EUR,8090593049,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-ID8PxiQh.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,5008,1.5 BlueHDi Allure,Diesel,Março,2018,123 697 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,28 990        EUR,8090592995,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-ID8PxiPp.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Ford,EcoSport,1.0 EcoBoost Titanium Plus,Gasolina,Junho,2020,23 235 km,998 cm3,125 cv,Citadino,Branco,Manual,,5,,,,,,Nacional,,,,,,Usados,21 990        EUR,8090592984,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ford-ecosport-1-0-ecoboost-titanium-plus-ID8PxiPe.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Audi,Q2,1.6 TDI Design,Diesel,Janeiro,2017,280 000 km,1 598 cm3,116 cv,SUV / TT,Preto,Manual,6,5,5,,,,,Nacional,Sim,Sim,Sim,,,Usados,15 980        EUR,8089772486,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-q2-1-6-tdi-design-ID8PtRno.html,,,Sim,Sim,Metalizado,Classe 1,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Honda,HR-V,1.6 i-DTEC Elegance,Diesel,Abril,2016,71 485 km,1 597 cm3,120 cv,SUV / TT,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,20 490        EUR,8090592956,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/honda-hr-v-1-6-i-dtec-elegance-ID8PxiOM.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,208,1.6 BlueHDi Style,Diesel,Outubro,2017,48 069 km,1 560 cm3,75 cv,Citadino,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,17 490        EUR,8090592929,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-style-ID8PxiOl.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,208,1.6 BlueHDi Active,Diesel,Fevereiro,2016,78 008 km,1 560 cm3,75 cv,Citadino,Branco,Manual,,5,,,,,,Nacional,,,,,,Usados,15 490        EUR,8090267884,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-active-ID8PwVfG.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Renault,Captur,Business Blue DCi 115 EDC,Diesel,Janeiro,2021,66 000 km,1 461 cm3,115 cv,SUV / TT,Preto,Automática,6,5,5,Tracção dianteira,124 g/km,Sim,25/01/2025,,Sim,Sim,Sim,,,Usados,24 980        EUR,8089107992,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-business-blue-dci-115-edc-ID8Pr4wK.html,,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,"154,12 €",1,,Sim,,,1 000 km,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Nissan,Qashqai,1.3 DIG-T Acenta,Gasolina,Janeiro,2023,2 520 km,1 332 cm3,140 cv,SUV / TT,Cinzento,Manual,6,5,5,Tracção dianteira,,,,Nacional,,,Sim,,,Usados,30 000        EUR,8090046472,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-ID8Pw0Ev.html,,,,,Metalizado,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Kia,Ceed SW,1.0 T-GDi Drive,Gasolina,Abril,2021,45 339 km,998 cm3,120 cv,Carrinha,Branco,Manual,6,5,5,Tracção dianteira,,,,,,,,,,Usados,22 000        EUR,8088989601,5 Outubro 2023,https://www.standvirtual.com/carros/anuncio/kia-ceed-sw-1-0-t-gdi-drive-ID8PqzId.html,,,Sim,Sim,,Classe 1,36 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,Peugeot,508 RXH,2.0 BlueHDi EAT6,Diesel,Setembro,2015,155 000 km,1 997 cm3,180 cv,Carrinha,Branco,Automática,,5,5,,119 g/km,,14/09/2025,Nacional,Sim,Sim,Sim,,,Usados,17 850        EUR,8090769943,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-rxh-2-0-bluehdi-eat6-ID8Py2Rp.html,,,,,,,,,2,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Nissan,Qashqai,1.5 dCi Tekna Pele,Diesel,Março,2016,121 798 km,1 461 cm3,110 cv,Carrinha,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,19 990        EUR,8090592917,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-tekna-pele-ID8PxiO9.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Smart,ForTwo Coupé,1.0 Passion 71 Aut.,Gasolina,Dezembro,2019,51 324 km,999 cm3,71 cv,Coupé,Preto,Automática,,3,,,,,,Nacional,,,,,,Usados,17 490        EUR,8090012928,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-1-0-passion-71-aut-ID8PuRWu.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,VW,Tiguan,1.6 TDI Confortline,Diesel,Outubro,2017,79 816 km,1 598 cm3,115 cv,SUV / TT,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,27 490        EUR,8090592894,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-tiguan-1-6-tdi-confortline-ID8PxiNM.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,MINI,Countryman,Cooper,Gasolina,Abril,2019,50 000 km,1 499 cm3,136 cv,SUV / TT,Cinzento,Manual,6,5,5,,160 g/km,Sim,30/04/2023,,Sim,Sim,Sim,,,Usados,26 500        EUR,8088088827,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-ID8PmNnB.html,,,Sim,Sim,Pérola,Classe 1,18 Meses,173 €,1,,,5 l/100km,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,Land Rover,Range Rover Evoque,2.2 SD4 Prestige,Diesel,Novembro,2012,177 000 km,2 179 cm3,190 cv,SUV / TT,Preto,Manual,,5,,,,,,,,,Sim,"6,70 l/100km",,Usados,24 900        EUR,8090769981,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-2-sd4-prestige-ID8Py2S1.html,,Sim,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Opel,Zafira,1.6 CDTi Dynamic S/S,Diesel,Março,2017,115 000 km,1 598 cm3,134 cv,Monovolume,Cinzento,Manual,6,5,7,,,,,Nacional,Sim,Sim,Sim,,,Usados,18 990        EUR,8090583832,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-zafira-1-6-cdti-dynamic-s-s-ID8PxgrC.html,,Sim,Sim,Sim,,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,SEAT,Leon,1.0 EcoTSI Style S/S,Gasolina,Novembro,2020,33 000 km,999 cm3,115 cv,Utilitário,Cinzento,Manual,6,5,5,,,,,Nacional,Sim,,Sim,,,Usados,18 990        EUR,8090065563,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-1-0-ecotsi-style-s-s-ID8Pw5Cr.html,,Sim,Sim,Sim,,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Renault,Captur,1.0 TCe Intens,Gasolina,Janeiro,2022,22 000 km,999 cm3,90 cv,SUV / TT,Cinzento,Manual,6,5,5,,,,,Nacional,Sim,,Sim,,,Usados,20 990        EUR,8090057846,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-intens-ID8Pw3BY.html,,Sim,Sim,Sim,,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,420 Gran Coupé,d Line Luxury Auto,Diesel,Julho,2018,93 000 km,1 995 cm3,190 cv,Sedan,Branco,Automática,,5,5,,,,,Nacional,Sim,Sim,Sim,,,Usados,29 990        EUR,8090057831,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-line-luxury-auto-ID8Pw3BJ.html,Série 4,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mazda,6,M6 SW 2.2 SKY-D Excellence Navi,Diesel,Julho,2017,111 000 km,2 191 cm3,175 cv,Carrinha,Branco,Manual,6,5,5,,,,,Nacional,Sim,Sim,Sim,,,Usados,22 990        EUR,8089719643,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mazda-6-m6-sw-2-2-sky-d-excellence-navi-ID8PtDD5.html,,Sim,Sim,Sim,,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,VW,Golf,1.0 TSI Life,Gasolina,Agosto,2022,25 809 km,999 cm3,110 cv,Utilitário,Cinzento,Manual,,5,5,,,,,Nacional,,,,,,Usados,26 800        EUR,8090021696,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-0-tsi-life-ID8PuUcU.html,,Sim,,,,,18 Meses,,,,,"5,20 l/100km",,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Audi,A4 Avant,2.0 TDI,Diesel,Novembro,2016,123 844 km,1 968 cm3,150 cv,Carrinha,Preto,Manual,,5,,,,,,Nacional,,,,,,Usados,23 490        EUR,8090592815,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-ID8PxiMw.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,VW,Tiguan,1.6 TDI Confortline,Diesel,Fevereiro,2017,73 035 km,1 598 cm3,115 cv,SUV / TT,Preto,Manual,,5,,,,,,Nacional,,,,,,Usados,27 490        EUR,8090592805,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-tiguan-1-6-tdi-confortline-ID8PxiMl.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,Mercedes-Benz,E 220,CDI Elegance,Diesel,Janeiro,2010,130 000 km,2 149 cm3,170 cv,Sedan,Preto,Manual,,5,5,,,,,,,,,"9,60 l/100km",,Usados,18 200        EUR,8090114135,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-cdi-elegance-ID8PwifR.html,Classe E,,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Kia,Niro,1.6 GDi PHEV EX,Híbrido (Gasolina),Março,2018,59 000 km,1 580 cm3,141 cv,Citadino,Branco,Automática,,5,,,,,,Nacional,,,,,,Usados,27 490        EUR,8090592792,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/kia-niro-1-6-gdi-phev-ex-ID8PxiM8.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
