Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Inspecção válida até,Registo(s),Origem,Não fumador,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Aceita retoma,Possibilidade de financiamento,Garantia de Stand (incl. no preço),Classe do veículo,Livro de Revisões completo,2º Chave,IVA Discriminado,IVA dedutível,Autonomia Máxima,Consumo Combinado,Autonomia,Capacidade da bateria,Bateria,IUC,Filtro de partículas,Clássico,Sub-modelo,Garantia de Fábrica até,ou até,Consumo,Valor sem ISV,Site,Portugal
Profissional,Jaguar,F-Pace,2.0 i4D R-Sport Aut.,Diesel,Março,2020,76 000 km,1 999 cm3,180 cv,Sim,SUV / TT,Preto,Metalizado,Automática,9,5,5,Tracção traseira,,,1,Nacional,Sim,,,Usados,52 900        EUR,8088307363,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,"271,56 €",,,,,,,,StandVirtual,Yes
Profissional,Audi,Q4 e-tron,40 82 kWH,Eléctrico,Junho,2021,41 000 km,,204 cv,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,Tracção traseira,,,,Nacional,Sim,,,Usados,57 810        EUR,8087695936,11 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,Sim,520 km,,516 km,82 kWh,Própria,,,,,,,"17,30 kWh/100km",,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 45 AMG,4-Matic,Gasolina,Abril,2017,34 507 km,1 991 cm3,381 cv,,SUV / TT,Cinzento,Mate,Automática,7,5,5,Integral,212 g/km,,,,,"11,30 l/100km","6,90 l/100km",Usados,49 950        EUR,8089604078,13 Julho 2023,Sim,Sim,18 Meses,,Sim,Sim,,,,,,,,,,,Classe GLA,,,,,StandVirtual,Yes
Particular,VW,ID.4,Pro Performance 1st Max,Eléctrico,Abril,2021,60 317 km,,204 cv,,SUV / TT,Branco,Metalizado,Automática,,5,5,Tracção traseira,,,2,Importado,Sim,,,Usados,47 499        EUR,8089713693,13 Julho 2023,,,,Classe 1,Sim,Sim,,,520 km,,500 km,82 kWh,Própria,,,,,,,"18,30 kWh/100km",,StandVirtual,Yes
Profissional,Mercedes-Benz,GLB 180,d AMG Line,Diesel,Agosto,2022,18 488 km,1 950 cm3,116 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,7,Tracção dianteira,152 g/km,,,Nacional,,,,Usados,51 490        EUR,8090034223,13 Julho 2023,Sim,Sim,24 Meses,,,,,,,,,,,,,,Classe GLB,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Dezembro,2019,74 900 km,1 950 cm3,306 cv,Sim,Sedan,Preto,Metalizado,Automática,9,4,5,Tracção traseira,33 g/km,,,Nacional,Sim,,,Usados,52 900        EUR,8089682028,13 Julho 2023,Sim,Sim,24 Meses,Classe 1,Sim,Sim,Sim,Sim,,,,,,,,,Classe C,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Abril,2022,9 950 km,1 993 cm3,200 cv,,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Tracção traseira,,,,Nacional,Sim,,,Usados,55 900        EUR,8089234877,13 Julho 2023,Sim,Sim,24 Meses,,Sim,Sim,Sim,,,,,,,,Sim,,Classe C,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne,Platinum Edition,Diesel,Novembro,2016,156 882 km,2 967 cm3,263 cv,Sim,SUV / TT,Preto,,Automática,,5,5,,,,1,Nacional,Sim,,,Usados,57 990        EUR,8088031280,13 Julho 2023,,Sim,18 Meses,,Sim,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De Avantgarde,Híbrido (Diesel),Janeiro,2021,75 512 km,1 950 cm3,306 cv,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,,,,1,,,,,Usados,49 900        EUR,8090034197,13 Julho 2023,,,18 Meses,Classe 1,Sim,,,Sim,,,,,,,Sim,,Classe E,,,,,StandVirtual,Yes
Particular,BMW,M4,Auto,Gasolina,Julho,2015,107 000 km,2 979 cm3,431 cv,,Coupé,Branco,Pérola,Automática,7,2,4,Tracção traseira,,,,,,"11,10 l/100km",,Usados,55 000        EUR,8089900624,13 Julho 2023,,,,,,,,,,,,,,,,,Série 4,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 43 AMG,4-Matic,Gasolina,Março,2018,76 000 km,2 996 cm3,390 cv,,Coupé,Cinzento,Mate,Automática,9,3,4,,,,,,Sim,"12,70 l/100km",,Usados,59 900        EUR,8088158958,13 Julho 2023,Sim,Sim,36 Meses,,,Sim,,,,,,,,,,,Classe C,,,,,StandVirtual,Yes
Profissional,Porsche,Macan,S,Diesel,Setembro,2014,129 000 km,2 967 cm3,258 cv,Sim,SUV / TT,Branco,,Automática,7,5,5,Integral,161 g/km,,,Nacional,Sim,"6,70 l/100km","5,70 l/100km",Usados,48 500        EUR,8089869008,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Porsche,Cayenne,,Diesel,Dezembro,2015,130 000 km,2 967 cm3,263 cv,,SUV / TT,Branco,Metalizado,Automática,,5,5,Integral,,,,,Sim,,,Usados,59 990        EUR,8089933401,13 Julho 2023,,,,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,d AMG Line,Diesel,Novembro,2018,83 455 km,1 950 cm3,194 cv,,Carrinha,Branco,Metalizado,Automática,,5,5,,,,,Nacional,,,,Usados,46 900        EUR,8085676823,13 Julho 2023,Sim,Sim,24 Meses,,,,,,,,,,,,,,Classe E,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,d AMG Line Aut.,Diesel,Maio,2019,32 514 km,1 950 cm3,245 cv,Sim,Coupé,Prateado,Metalizado,Automática,9,2,4,Tracção traseira,153 g/km,,1,Nacional,Sim,"6,10 l/100km","4,70 l/100km",Usados,48 990        EUR,8085464122,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,Classe C,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 35 AMG,4Matic,Gasolina,Fevereiro,2019,33 254 km,1 991 cm3,306 cv,Sim,Utilitário,Preto,Metalizado,Automática,,5,5,,,,1,Nacional,Sim,,,Usados,54 990        EUR,8087716749,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,Classe A,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,D AMG Line,Diesel,Junho,2018,48 214 km,1 950 cm3,194 cv,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,,,,1,Nacional,Sim,,,Usados,46 990        EUR,8086307237,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,Classe E,,,,,StandVirtual,Yes
Profissional,Tesla,Model X,90D,Eléctrico,Junho,2018,97 568 km,,525 cv,Sim,SUV / TT,Preto,Metalizado,Automática,7,5,5,Integral,,,1,Nacional,Sim,,,Usados,58 990        EUR,8089210566,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,Própria,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 90,2.0 D4 Inscription,Diesel,Setembro,2018,67 214 km,1 969 cm3,190 cv,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,7,,,,1,Nacional,Sim,,,Usados,52 990        EUR,8089086885,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,d AMG Line Aut.,Diesel,Fevereiro,2019,54 124 km,1 950 cm3,194 cv,Sim,Cabrio,Cinzento,Metalizado,Automática,,2,4,Tracção traseira,,,1,Nacional,Sim,"5,80 l/100km",,Usados,56 990        EUR,8089075493,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,Classe E,,,,,StandVirtual,Yes
Profissional,BMW,530,e iPerformance Pack M,Híbrido (Gasolina),Fevereiro,2020,67 922 km,1 998 cm3,252 cv,,Sedan,Preto,Metalizado,Automática,8,4,,Tracção traseira,36 g/km,,1,Nacional,,,,Usados,45 490        EUR,8090033959,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,Sim,,,,,,,,,,Série 5,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,,Eléctrico,Dezembro,2021,25 314 km,,498 cv,Sim,Sedan,Cinzento,Metalizado,Automática,,4,5,Integral,,,1,Nacional,Sim,,,Usados,46 990        EUR,8089014199,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,Sim,Sim,,,,,Própria,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Line Luxury Auto,Diesel,Janeiro,2021,23 254 km,1 995 cm3,190 cv,Sim,Carrinha,Prateado,Metalizado,Automática,,5,5,Tracção traseira,,,1,Nacional,Sim,,,Usados,48 990        EUR,8089014219,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,Sim,,,,,,,,,,Série 5,,,,,StandVirtual,Yes
Profissional,VW,Amarok,3.0 TDI CD Highline Plus 4x4,Diesel,Maio,2022,19 065 km,2 967 cm3,258 cv,Sim,SUV / TT,Azul,Metalizado,Automática,8,4,3,Integral,220 g/km,,1,Nacional,Sim,"9,20 l/100km","7,90 l/100km",Usados,46 990        EUR,8089873462,13 Julho 2023,Sim,,18 Meses,Classe 2,Sim,Sim,,,,,,,,,,,,31/12/2025,,,,StandVirtual,Yes
Profissional,BMW,X3,30 e xDrive xLine,Híbrido (Gasolina),Dezembro,2020,36 000 km,1 998 cm3,292 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Integral,,,,Importado,Sim,,,Usados,55 000        EUR,8090033958,13 Julho 2023,Sim,Sim,36 Meses,Classe 1,Sim,Sim,Sim,Sim,,,,,,204 €,Sim,,Série X,,,,,StandVirtual,Yes
Particular,Jeep,Wrangler,,Diesel,Outubro,2011,86 552 km,2 777 cm3,200 cv,,SUV / TT,Vermelho,,Automática,,2,2,,213 g/km,,,,,,,Usados,49 900        EUR,8089868700,13 Julho 2023,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 300,e Coupé 4Matic,Híbrido (Gasolina),Outubro,2020,66 000 km,1 991 cm3,320 cv,,SUV / TT,Cinzento,,Automática,,5,5,Integral,,01/10/2024,,,Sim,,,Usados,57 990        EUR,8090033938,13 Julho 2023,Sim,Sim,18 Meses,,Sim,Sim,,,,,,,,,,,Classe GLC,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,d AMG Line,Diesel,Fevereiro,2020,60 000 km,1 950 cm3,245 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,9,4,5,,,,,Nacional,Sim,,,Usados,47 900        EUR,8087922912,13 Julho 2023,Sim,Sim,24 Meses,Classe 1,Sim,Sim,,,,,,,,,,,Classe C,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Maio,2022,14 004 km,1 332 cm3,163 cv,,Utilitário,Preto,,Automática,,5,,,,,,Nacional,,,,Usados,46 500        EUR,8088431600,13 Julho 2023,Sim,Sim,36 Meses,,,,Sim,,,,,,,,,,Classe A,,,,,StandVirtual,Yes
Profissional,Jaguar,I-Pace,S AWD Aut.,Eléctrico,Outubro,2020,41 000 km,,400 cv,Sim,Utilitário,Preto,,Automática,,5,5,,,,1,Nacional,Sim,,,Usados,54 250        EUR,8089188980,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Sport,2.0 SD4 SE,Diesel,Julho,2017,82 600 km,1 999 cm3,240 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Integral,,,1,Nacional,Sim,"7,90 l/100km",,Usados,56 900        EUR,8088534513,13 Julho 2023,Sim,Sim,18 Meses,Classe 2,Sim,Sim,,,,,,,,"271,56 €",,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLB 200,d Progressive,Diesel,Abril,2022,16 000 km,1 950 cm3,150 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,9,5,7,Tracção dianteira,,,1,Nacional,Sim,,,Usados,55 000        EUR,8089387294,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,Classe GLB,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Velar,2.0 D SE,Diesel,Setembro,2017,106 000 km,1 999 cm3,241 cv,Sim,SUV / TT,Preto,Metalizado,Automática,9,5,5,Integral,,,1,Nacional,Sim,"7,20 l/100km",,Usados,54 500        EUR,8088223209,13 Julho 2023,Sim,Sim,18 Meses,Classe 2,Sim,Sim,,,,,,,,"261,88 €",,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d AMG Line,Diesel,Outubro,2020,44 000 km,1 950 cm3,194 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,5,,,,1,,Sim,,,Usados,46 500        EUR,8087623630,10 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,Classe C,,,,,StandVirtual,Yes
Particular,BMW,340,i xDrive Pack M Auto,Gasolina,Janeiro,2018,70 000 km,2 998 cm3,326 cv,,Sedan,Azul,Pérola,Automática,,4,,,,,,,,"9,70 l/100km",,Usados,53 500        EUR,8089946437,13 Julho 2023,,,,,,,,,,,,,,,Sim,,Série 3,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d AMG Line,Diesel,Fevereiro,2019,70 000 km,1 950 cm3,194 cv,Sim,Coupé,Azul,Metalizado,Automática,9,3,4,Tracção traseira,,,1,Nacional,Sim,"5,50 l/100km",,Usados,46 500        EUR,8089039391,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,Sim,Sim,,,,,,270 €,,,Classe C,,,,,StandVirtual,Yes
Profissional,Volvo,XC 40,2.0 B4 Momentum Plus,Gasolina,Março,2021,52 250 km,1 969 cm3,197 cv,Sim,SUV / TT,Azul,Metalizado,Automática,8,5,5,Tracção dianteira,,29/03/2025,1,Importado,Sim,,,Usados,45 400        EUR,8090033713,13 Julho 2023,Sim,Sim,24 Meses,Classe 1,Sim,Sim,Sim,,,,,,,,Sim,,,,,,,StandVirtual,Yes
Profissional,Ford,Mustang Mach-E,Alargada,Eléctrico,Dezembro,2020,20 500 km,,294 cv,Sim,SUV / TT,Vermelho,,Automática,,5,5,Tracção dianteira,,,,Importado,,,,Usados,49 900        EUR,8088275641,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,Sim,,"17,30 l/100km",540 km,99 kWh,Própria,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model Y,,Eléctrico,Fevereiro,2023,788 km,,351 cv,Sim,Monovolume,Preto,,Automática,,5,5,,,,1,,Sim,,,Usados,57 900        EUR,8089397781,13 Julho 2023,,Sim,36 Meses,Classe 1,,Sim,,Sim,,,,,,,,,,14/02/2031,,,,StandVirtual,Yes
Profissional,BMW,420 Gran Coupé,d Desportiva M Auto,Diesel,Março,2022,17 500 km,1 995 cm3,190 cv,Sim,Sedan,Preto,,Automática,8,5,5,,,,1,,Sim,,,Usados,51 000        EUR,8089931759,13 Julho 2023,Sim,Sim,36 Meses,Classe 1,,Sim,,,,,,,,,Sim,,Série 4,01/01/0001,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 350,BlueTEC Longo,Diesel,Setembro,2014,155 000 km,2 987 cm3,258 cv,,Sedan,Cinzento,Metalizado,Automática,7,4,4,Tracção traseira,148 g/km,,1,Nacional,Sim,"7,10 l/100km","4,80 l/100km",Usados,55 000        EUR,8089667163,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,Sim,,Classe S,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera,S e-Hybrid,Híbrido (Gasolina),Fevereiro,2014,176 000 km,2 995 cm3,416 cv,,Sedan,Cinzento,Metalizado,Automática,8,5,,Integral,,,2,Importado,Sim,,,Usados,46 500        EUR,8089775260,13 Julho 2023,Sim,Sim,18 Meses,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera,S e-Hybrid,Híbrido (Gasolina),Fevereiro,2016,178 000 km,2 995 cm3,416 cv,,Sedan,Cinzento,Metalizado,Automática,,5,4,,,,,Importado,Sim,,,Usados,51 000        EUR,8088262681,13 Julho 2023,Sim,Sim,36 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V60,2.0 T6 AWD TE R-Design,Híbrido (Gasolina),Junho,2023,21 100 km,1 969 cm3,350 cv,,Carrinha,Cinzento,,Automática,8,5,5,Integral,20 g/km,,,Nacional,,,,Usados,55 800        EUR,8089932697,13 Julho 2023,Sim,,24 Meses,Classe 1,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,25 d sDrive Comfort 7L,Diesel,Maio,2017,106 225 km,1 995 cm3,231 cv,,SUV / TT,Cinzento,Metalizado,Automática,8,5,7,Tracção traseira,139 g/km,,,Nacional,,,,Usados,54 850        EUR,8089932792,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,Série X,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLB 180,d AMG Line,Diesel,Agosto,2022,21 400 km,1 950 cm3,116 cv,Sim,SUV / TT,Cinzento,,Automática,,5,7,,,,,Nacional,,,,Usados,55 000        EUR,8089586940,13 Julho 2023,,,24 Meses,,,,,,,"5,50 l/100km",,,,,,,Classe GLB,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Maio,2022,21 600 km,1 993 cm3,200 cv,Sim,Carrinha,Cinzento,,Automática,,5,5,,,,,Nacional,,,,Usados,55 500        EUR,8089586923,13 Julho 2023,,,24 Meses,,,,,,,"4,70 l/100km",,,,,,,Classe C,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,D Avantgarde,Diesel,Junho,2022,30 100 km,1 993 cm3,200 cv,Sim,Sedan,Preto,,Automática,,4,5,,,,,Nacional,,,,Usados,54 000        EUR,8089586935,13 Julho 2023,,,24 Meses,,,,,,,"4,50 l/100km",,,,,,,Classe C,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,D Avantgarde,Diesel,Junho,2022,28 732 km,1 993 cm3,200 cv,Sim,Sedan,Preto,,Automática,,4,5,,,,,Nacional,,,,Usados,53 800        EUR,8089586927,13 Julho 2023,,,24 Meses,,,,,,,"4,50 l/100km",,,,,,,Classe C,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne,S E-Hybrid,Híbrido (Gasolina),Dezembro,2015,129 000 km,2 995 cm3,416 cv,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,Integral,79 g/km,,1,Importado,Sim,,,Usados,52 990        EUR,8083969971,13 Julho 2023,,Sim,18 Meses,Classe 2,Sim,Sim,,,,8 l/100km,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,e-Traveller,50 kWh Business Standard,Eléctrico,Dezembro,2021,51 km,,136 cv,,Carrinha,Cinzento,Metalizado,Automática,,4,9,,,,,,Sim,,,Novos,45 750        EUR,8089237079,13 Julho 2023,,Sim,18 Meses,Classe 1,Sim,Sim,,Sim,,,220 km,50 kWh,Própria,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,d AMG Line Aut.,Diesel,Agosto,2017,70 000 km,1 950 cm3,194 cv,Sim,Cabrio,Preto,Metalizado,Automática,9,2,4,Tracção traseira,151 g/km,,1,Nacional,Sim,"5,80 l/100km","4,40 l/100km",Usados,49 500        EUR,8089932490,13 Julho 2023,Sim,Sim,18 Meses,,Sim,Sim,,,,,,,,,,,Classe E,,,,,StandVirtual,Yes
Profissional,Volvo,S60,2.0 T8 PHEV R-Design AWD,Híbrido (Gasolina),Dezembro,2020,31 275 km,1 969 cm3,392 cv,Sim,Sedan,Cinzento,Metalizado,Automática,8,4,,Integral,40 g/km,01/12/2024,1,Importado,Sim,,,Usados,56 500        EUR,8089680410,13 Julho 2023,Sim,Sim,24 Meses,Classe 1,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Velar,2.0 D R-Dynamic,Diesel,Maio,2018,107 974 km,1 999 cm3,241 cv,,SUV / TT,Branco,Metalizado,Automática,8,5,5,Integral,186 g/km,,,Importado,Sim,"7,20 l/100km","5,10 l/100km",Usados,56 950        EUR,8089867835,13 Julho 2023,Sim,Sim,18 Meses,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Junho,2022,30 000 km,1 993 cm3,200 cv,Sim,Carrinha,Azul,,Automática,,5,5,,,,,Nacional,,,,Usados,55 500        EUR,8089867646,13 Julho 2023,,,24 Meses,,,,,,,"4,70 l/100km",,,,,,,Classe C,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Velar,2.0 D R-Dynamic,Diesel,Fevereiro,2018,80 000 km,1 999 cm3,241 cv,,SUV / TT,Preto,Metalizado,Automática,,5,,,,,,,,"7,20 l/100km",,Usados,56 950        EUR,8089944579,13 Julho 2023,,Sim,36 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,ID.4,Pro Performance Max,Eléctrico,Agosto,2021,11 895 km,,204 cv,Sim,Utilitário,Branco,Metalizado,Automática,,5,5,,,,,,Sim,,,Usados,57 300        EUR,8088788105,13 Julho 2023,Sim,,18 Meses,Classe 1,Sim,Sim,,Sim,,,508 km,77 kWh,Própria,,,,,,160 000 km,"17,70 kWh/100km",,StandVirtual,Yes
Particular,Jeep,Wrangler,,Diesel,Junho,2019,26 500 km,2 800 cm3,200 cv,Sim,Cabrio,Preto,,Automática,,2,2,Integral,231 g/km,19/07/2023,1,Nacional,Sim,,,Usados,59 990        EUR,8089811205,13 Julho 2023,,,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Arteon,2.0 TDI Elegance DSG,Diesel,Março,2023,6 000 km,1 968 cm3,150 cv,,Sedan,Cinzento,,Automática,7,4,5,,,,,Nacional,,,,Usados,49 900        EUR,8089932540,13 Julho 2023,Sim,Sim,36 Meses,Classe 1,,Sim,,,,,,,,,,,,01/03/2026,,,,StandVirtual,Yes
Profissional,BMW,520,d Pack M Auto,Diesel,Março,2020,56 861 km,1 995 cm3,190 cv,,Carrinha,Preto,Metalizado,Automática,8,5,5,,,01/03/2024,,,Sim,,,Usados,46 700        EUR,8089986941,13 Julho 2023,,Sim,18 Meses,Classe 1,,,,,,,,,,,Sim,,Série 5,,,,,StandVirtual,Yes
Profissional,BMW,X4,20 d xDrive Pack M Auto,Diesel,Agosto,2019,59 000 km,1 995 cm3,190 cv,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,,,,,Nacional,Sim,,,Usados,57 900        EUR,8088266317,13 Julho 2023,Sim,,24 Meses,Classe 2,,Sim,,,,,,,,,Sim,,Série X,,,,,StandVirtual,Yes
Profissional,Maserati,Ghibli,3.0 V6,Diesel,Setembro,2017,80 000 km,2 987 cm3,275 cv,,Sedan,Azul,Metalizado,Automática,,4,5,,,,,Nacional,Sim,,,Usados,50 900        EUR,8087830322,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,Sim,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus,2.3 EcoBoost RS,Gasolina,Maio,2016,54 000 km,2 261 cm3,375 cv,Sim,Utilitário,Preto,Metalizado,Manual,,5,5,,,,,Nacional,Sim,,,Usados,47 990        EUR,8089196957,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Clubman,John Cooper Works ALL4,Gasolina,Abril,2021,34 800 km,1 998 cm3,306 cv,,Sedan,Verde,,Automática,,6,5,,,,,Nacional,,,,Usados,46 750        EUR,8089898074,13 Julho 2023,Sim,Sim,18 Meses,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,XJ,3.0 D V6 R-Sport,Diesel,Janeiro,2018,49 800 km,2 993 cm3,300 cv,,Sedan,Cinzento,,Automática,,4,5,,,,,Nacional,,"9,20 l/100km",,Usados,56 500        EUR,8089552636,13 Julho 2023,Sim,Sim,18 Meses,,,,,,,,,,,,Sim,,,,,,,StandVirtual,Yes
Particular,Jaguar,I-Pace,First Edition AWD Aut.,Eléctrico,Maio,2018,96 000 km,,400 cv,,SUV / TT,Preto,,Automática,,5,5,Integral,,10/05/2024,2,Importado,Sim,,,Usados,48 000        EUR,8088636689,11 Julho 2023,,,,,Sim,Sim,Sim,Sim,400 km,,395 km,,,,,,,13/05/2026,,22 kWh/100km,,StandVirtual,Yes
Profissional,Audi,e-tron,55 quattro Advanced,Eléctrico,Maio,2019,199 000 km,,408 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,,1,,,,,Usados,49 990        EUR,8088887749,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M4,Coupe DKG,Gasolina,Julho,2015,123 000 km,2 979 cm3,431 cv,Sim,Coupé,Preto,,Automática,,2,,,,,,Importado,,,,Usados,53 000        EUR,8090033401,13 Julho 2023,Sim,,36 Meses,,,,,,,,,,,,,,Série 4,,,,,StandVirtual,Yes
Profissional,BMW,420,d Pack M Auto,Diesel,Junho,2021,35 000 km,1 995 cm3,190 cv,,Coupé,Branco,Metalizado,Automática,8,2,4,Tracção traseira,,,1,Importado,Sim,,,Usados,52 900        EUR,8089622233,13 Julho 2023,,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,Sim,,Série 4,22/06/2024,,,,StandVirtual,Yes
Profissional,Ford,Mustang,3.7 V6,Gasolina,Julho,2014,140 000 km,3 731 cm3,309 cv,,Coupé,Preto,,Automática,,2,4,Tracção traseira,,,,,Sim,,,Usados,47 000        EUR,8082534097,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,Tonale,1.3 Plug-In Hybrid Edizione Speciale e-AWD,Híbrido (Gasolina),Março,2023,2 000 km,1 332 cm3,280 cv,Sim,SUV / TT,Vermelho,,Automática,,5,5,,,,,Nacional,,,,Usados,57 600        EUR,8089275087,13 Julho 2023,Sim,Sim,36 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,Giulia,2.2 D Sprint AT8,Diesel,Agosto,2022,4 500 km,2 143 cm3,190 cv,,Sedan,Azul,Metalizado,Automática,8,4,5,,,,,Nacional,,,,Usados,55 800        EUR,8087630470,13 Julho 2023,Sim,Sim,36 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
