Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Segmento,Cor,Tipo de Caixa,Nº de portas,Lotação,Emissões CO2,Garantia de Stand (incl. no preço),Origem,Consumo Urbano,Consumo Extra Urbano,Consumo Combinado,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,IVA Discriminado,Possibilidade de financiamento,Tipo de cor,Número de Mudanças,Classe do veículo,Tracção,Registo(s),2º Chave,Inspecção válida até,Não fumador,Livro de Revisões completo,Sub-modelo,Autonomia,Consumo,Capacidade da bateria,Bateria,Autonomia Máxima,IUC,Garantia de Fábrica até,ou até,Site,Portugal,Data
Profissional,SEAT,Arona,1.6 TDI Style,Diesel,Julho,2018,73 000 km,1 598 cm3,95 cv,Sim,SUV / TT,Branco,Manual,5,5,105 g/km,18 Meses,Nacional,"4,60 l/100km","3,70 l/100km",4 l/100km,Usados,Mostrar VIN,15 990,8092088205,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-6-tdi-style-ID8PDzNH.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Hyundai,Tucson,1.7 CRDi Premium DCT,Diesel,Março,2018,141 383 km,1 685 cm3,141 cv,Sim,SUV / TT,Branco,Automática,5,5,129 g/km,18 Meses,Nacional,"5,40 l/100km","4,70 l/100km","4,90 l/100km",Usados,Mostrar VIN,23 490,8092088206,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-7-crdi-premium-dct-ID8PDzNI.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,,Gasolina,Agosto,2022,34 369 km,998 cm3,72 cv,Sim,Citadino,Dourado,Manual,4,,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156867,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-ID8PDRF9.html,,Sim,,,,,,,,,,,,,,,,,18 Fevereiro 2024,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Julho,2022,33 946 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156866,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRF8.html,,Sim,,,,,,,,,,,,,,,,,18 Fevereiro 2024,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Julho,2022,37 802 km,998 cm3,72 cv,Sim,Citadino,Cinzento,Manual,5,,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156865,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRF7.html,,Sim,,,,,,,,,,,,,,,,,18 Fevereiro 2024,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort,Gasolina,Junho,2022,33 648 km,998 cm3,72 cv,Sim,Citadino,Preto,Manual,5,,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156864,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-ID8PDRF6.html,,Sim,,,,,,,,,,,,,,,,,18 Fevereiro 2024,,StandVirtual,Yes,2024-04-01
Profissional,Jeep,Renegade,,Gasolina,Setembro,2016,94 021 km,1 368 cm3,140 cv,Sim,SUV / TT,Cinzento,Automática,5,5,137 g/km,18 Meses,Nacional,"7,50 l/100km",5 l/100km,"5,90 l/100km",Usados,Mostrar VIN,16 250,8092105198,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/jeep-renegade-ID8PDEdM.html,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,34 836 km,998 cm3,72 cv,Sim,Citadino,Azul,Manual,5,,128 g/km,96 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156861,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRF3.html,,Sim,,,,,,,,,,,,,,,,,21 Abril 2032,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Corolla,1.8 Hybrid Exclusive,Híbrido (Gasolina),Maio,2022,38 144 km,1 798 cm3,122 cv,Sim,Sedan,Cinzento,Automática,5,,112 g/km,97 Meses,Nacional,,,,Usados,Mostrar VIN,29 250,8092156863,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-corolla-1-8-hybrid-exclusive-ID8PDRF5.html,,Sim,,,,,,,,,,,,,,,,,18 Maio 2032,,StandVirtual,Yes,2024-04-01
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake Urban,Diesel,Outubro,2015,187 162 km,2 143 cm3,136 cv,,Carrinha,Cinzento,Manual,5,5,111 g/km,18 Meses,,"5,40 l/100km","3,60 l/100km",,Usados,Mostrar VIN,19 990,8092130790,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-urban-ID8PDKSy.html,,,Metalizado,6,Classe 1,Tracção dianteira,2,Sim,13 Julho 2024,Sim,Sim,Classe CLA,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Opel,Corsa,1.2 Edition,Gasolina,Janeiro,2022,8 894 km,1 199 cm3,75 cv,Sim,Citadino,Branco,Manual,5,,,18 Meses,Importado,,,,Usados,Mostrar VIN,15 990,8091673416,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-edition-ID8PBPTy.html,,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Março,2022,21 381 km,998 cm3,72 cv,Sim,Utilitário,Branco,Manual,5,5,,95 Meses,Nacional,,,"5,60 l/100km",Usados,Mostrar VIN,18 500,8091920692,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PCSdS.html,,Sim,,,,,,,,,,,,,,,,,2 Março 2032,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,26 288 km,998 cm3,72 cv,Sim,Citadino,Cinzento,Manual,5,5,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156860,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRF2.html,,Sim,,,,,,,,,,,,,,,,,1 Abril 2027,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,26 288 km,998 cm3,72 cv,Sim,Citadino,Cinzento,Manual,5,5,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156860,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRF2.html,,Sim,,,,,,,,,,,,,,,,,1 Abril 2027,,StandVirtual,Yes,2024-04-01
Profissional,Opel,Astra,1.6 CDTI Innovation S/S,Diesel,Setembro,2016,92 529 km,1 598 cm3,110 cv,Sim,Utilitário,Castanho,Manual,5,5,90 g/km,18 Meses,Nacional,4 l/100km,"3,30 l/100km","3,40 l/100km",Usados,Mostrar VIN,16 200,8091920680,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-1-6-cdti-innovation-s-s-ID8PCSdG.html,,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.5 HDF Comfort Plus,Híbrido (Gasolina),Junho,2022,47 612 km,1 490 cm3,115 cv,Sim,Citadino,Cinzento,Automática,5,5,88 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,24 500,8092156856,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-5-hdf-comfort-plus-ID8PDREY.html,,Sim,,,,,,,,,,,,,,,,,1 Abril 2027,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Janeiro,2023,16 745 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,19 000,8092156857,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDREZ.html,,Sim,,,,,,,,,,,,,,,,,5 Fevereiro 2024,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Janeiro,2023,19 083 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,5,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,19 000,8092156858,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRF0.html,,Sim,,,,,,,,,,,,,,,,,1 Abril 2027,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Aygo X,1.0 Play,Gasolina,Maio,2022,14 801 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,4,108 g/km,97 Meses,Nacional,,,,Usados,Mostrar VIN,17 990,8092156854,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-aygo-x-1-0-play-ID8PDREV.html,,Sim,,,,,,,,,,,,,,,,,29 Maio 2032,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,47 666 km,998 cm3,72 cv,Sim,Utilitário,Dourado,Manual,5,5,,60 Meses,Nacional,,,"5,60 l/100km",Usados,Mostrar VIN,18 500,8091920693,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PCSdT.html,,Sim,,,,,,,,,,,,,,,,,1 Abril 2029,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,2008,1.2 PureTech Style,Gasolina,Agosto,2018,65 158 km,1 199 cm3,82 cv,Sim,SUV / TT,Branco,Manual,5,,114 g/km,18 Meses,Nacional,"5,80 l/100km","4,50 l/100km",5 l/100km,Usados,Mostrar VIN,15 700,8091673419,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-style-ID8PBPTB.html,,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Nissan,Leaf,Acenta,Eléctrico,Novembro,2018,91 491 km,,150 cv,Sim,Utilitário,Cinzento,Automática,5,,,18 Meses,Nacional,,,,Usados,Mostrar VIN,16 990,8091673413,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-leaf-acenta-ID8PBPTw.html,,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi Bose Edition,Diesel,Dezembro,2020,63 735 km,1 461 cm3,115 cv,Sim,Carrinha,Branco,Manual,5,5,,18 Meses,Nacional,,,"4,50 l/100km",Usados,Mostrar VIN,23 490,8091673410,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-bose-edition-ID8PBPTs.html,,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Volvo,V40,2.0 D3 Momentum,Diesel,Dezembro,2018,148 785 km,1 969 cm3,150 cv,Sim,Utilitário,Preto,Manual,5,5,,18 Meses,Nacional,,,,Usados,Mostrar VIN,16 500,8091834011,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d3-momentum-ID8PCwFN.html,Sim,Sim,,6,,,,Sim,10 Dezembro 2024,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Skoda,Scala,1.0 TSI Ambition,Gasolina,Julho,2021,47 257 km,999 cm3,110 cv,Sim,Utilitário,Preto,Manual,5,5,,18 Meses,Nacional,,,"5,30 l/100km",Usados,Mostrar VIN,16 900,8092112219,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/skoda-scala-1-0-tsi-ambition-ID8PDG31.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Skoda,Scala,1.0 TSI Ambition,Gasolina,Junho,2021,63 869 km,999 cm3,110 cv,Sim,Utilitário,Cinzento,Manual,5,5,,18 Meses,Nacional,,,"5,30 l/100km",Usados,Mostrar VIN,16 500,8092112215,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/skoda-scala-1-0-tsi-ambition-ID8PDG2X.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Hyundai,Bayon,1.0 T-GDi Premium,Gasolina,Maio,2022,44 033 km,998 cm3,102 cv,Sim,SUV / TT,Branco,Manual,5,5,,60 Meses,Nacional,,,"5,50 l/100km",Usados,Mostrar VIN,18 850,8092112202,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-bayon-1-0-t-gdi-premium-ID8PDG2K.html,,,,,,,,,,,,,,,,,,,29 Março 2029,,StandVirtual,Yes,2024-04-01
Profissional,Nissan,Juke,1.0 DIG-T N-Connecta,Gasolina,Fevereiro,2023,18 988 km,999 cm3,114 cv,Sim,SUV / TT,Preto,Manual,5,5,,24 Meses,Nacional,,,"5,80 l/100km",Usados,Mostrar VIN,23 990,8092112199,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-n-connecta-ID8PDG2H.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,VW,Passat Variant,1.6 TDI Confortline,Diesel,Julho,2018,85 500 km,1 598 cm3,120 cv,Sim,Carrinha,Preto,Manual,5,5,107 g/km,18 Meses,Nacional,"4,70 l/100km","3,70 l/100km","4,10 l/100km",Usados,Mostrar VIN,20 990,8092112195,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-6-tdi-confortline-ID8PDG2D.html,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Mégane Sport Tourer,,Diesel,Março,2020,161 000 km,1 500 cm3,116 cv,Sim,Carrinha,Cinzento,Manual,5,5,,18 Meses,Importado,,,,Usados,,16 999,8091922627,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-ID8PCSJ5.html,,Sim,,6,Classe 1,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Aygo X,1.0 Play,Gasolina,Janeiro,2023,8 148 km,998 cm3,72 cv,Sim,Utilitário,Cinzento,Manual,5,,108 g/km,105 Meses,Nacional,,,,Usados,Mostrar VIN,18 790,8092156852,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-aygo-x-1-0-play-ID8PDREU.html,,Sim,,,,,,,,,,,,,,,,,12 Janeiro 2033,,StandVirtual,Yes,2024-04-01
Profissional,Jaguar,XE,2.0 D Prestige Aut.,Diesel,Agosto,2018,60 089 km,1 999 cm3,163 cv,Sim,Sedan,Preto,Automática,4,5,123 g/km,18 Meses,Nacional,"5,50 l/100km","4,20 l/100km","4,70 l/100km",Usados,Mostrar VIN,25 490,8092112224,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/jaguar-xe-2-0-d-prestige-aut-ID8PDG36.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,SEAT,Arona,1.0 TSI FR,Gasolina,Julho,2022,36 967 km,999 cm3,110 cv,Sim,SUV / TT,Cinzento,Manual,5,5,,18 Meses,Nacional,,,"5,30 l/100km",Usados,Mostrar VIN,18 750,8092112228,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8PDG3a.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,MINI,Cooper,,Eléctrico,Agosto,2020,36 722 km,,184 cv,Sim,Utilitário,Prateado,Automática,3,4,,36 Meses,Nacional,,,,Usados,Mostrar VIN,19 480,8092112233,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-ID8PDG3f.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,32 106 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156850,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRES.html,,Sim,,,,,,,,,,,,,,,,,25 Janeiro 2024,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Maio,2022,21 353 km,998 cm3,72 cv,Sim,Citadino,Cinzento,Manual,5,,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156849,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRER.html,,Sim,,,,,,,,,,,,,,,,,19 Dezembro 2023,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Aygo X,1.0 Play,Gasolina,Maio,2022,33 217 km,998 cm3,72 cv,Sim,Citadino,Cinzento,Manual,5,,108 g/km,97 Meses,Nacional,,,,Usados,Mostrar VIN,17 500,8092156848,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-aygo-x-1-0-play-ID8PDREQ.html,,Sim,,,,,,,,,,,,,,,,,29 Maio 2032,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,25 378 km,998 cm3,72 cv,Sim,Citadino,Dourado,Manual,5,5,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156847,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDREP.html,,Sim,,,,,,,,,,,,,,,,,1 Abril 2027,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Julho,2022,26 609 km,998 cm3,72 cv,Sim,Citadino,Vermelho,Manual,5,5,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156845,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDREN.html,,Sim,,,,,,,,,,,,,,,,,1 Abril 2027,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.5 HDF Comfort Plus,Híbrido (Gasolina),Abril,2022,32 402 km,1 490 cm3,115 cv,Sim,Citadino,Branco,Automática,5,,88 g/km,60 Meses,Nacional,,,,Usados,Mostrar VIN,23 990,8092156840,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-5-hdf-comfort-plus-ID8PDREI.html,,Sim,,,,,,,,,,,,,,,,,28 Abril 2029,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Aygo X,1.0 Play,Gasolina,Junho,2022,35 838 km,998 cm3,72 cv,Sim,Citadino,Cinzento,Manual,5,,108 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,17 500,8092156841,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-aygo-x-1-0-play-ID8PDREJ.html,,Sim,,,,,,,,,,,,,,,,,13 Julho 2022,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,32 407 km,998 cm3,72 cv,Sim,Citadino,Dourado,Manual,5,,128 g/km,60 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156842,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDREK.html,,Sim,,,,,,,,,,,,,,,,,21 Abril 2029,,StandVirtual,Yes,2024-04-01
Profissional,Audi,A3 Sportback,30 TDI Sport,Diesel,Junho,2019,126 000 km,1 598 cm3,116 cv,Sim,Sedan,Preto,Manual,5,5,,18 Meses,Nacional,,,,Usados,Mostrar VIN,19 990,8090494363,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tdi-sport-ID8PvTaz.html,,Sim,,,Classe 1,,,Sim,,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C4 Cactus,1.5 BlueHDi Feel Business,Diesel,Junho,2019,138 000 km,1 499 cm3,102 cv,,SUV / TT,Azul,Manual,5,5,,18 Meses,,,,,Usados,,15 890,8091794981,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-5-bluehdi-feel-business-ID8PClvh.html,,Sim,,5,Classe 1,Tracção dianteira,,,1 Junho 2025,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C4 Grand Picasso,1.6 BlueHDi Feel,Diesel,Julho,2017,148 692 km,1 560 cm3,120 cv,,Monovolume,Cinzento,Manual,5,7,,18 Meses,,,,,Usados,,15 990,8092065756,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-grand-picasso-1-6-bluehdi-feel-ID8PDtXC.html,,,,,,Tracção dianteira,,,1 Julho 2025,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C4 Grand Picasso,1.6 BlueHDi Feel,Diesel,Julho,2017,148 692 km,1 560 cm3,120 cv,,Monovolume,Cinzento,Manual,5,7,,18 Meses,,,,,Usados,,15 990,8092065756,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-grand-picasso-1-6-bluehdi-feel-ID8PDtXC.html,,,,,,Tracção dianteira,,,1 Julho 2025,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Outubro,2019,78 340 km,1 499 cm3,130 cv,,SUV / TT,Preto,Automática,5,5,,18 Meses,Nacional,,,,Usados,,27 200,8091833801,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-eat8-ID8PCwCp.html,,Sim,,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,Ford,Fiesta,,Gasolina,Janeiro,2021,25 000 km,1 496 cm3,200 cv,,Citadino,Vermelho,Manual,3,,,,Nacional,,,,Usados,,27 500,8090991865,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-fiesta-ID8PyYAN.html,,,Metalizado,,,,,,,,Sim,,,,,,,,23 Janeiro 2028,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,33 321 km,998 cm3,72 cv,Sim,Citadino,Dourado,Manual,5,5,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156839,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDREH.html,,Sim,,,,,,,,,,,,,,,,,1 Abril 2027,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,35 000 km,998 cm3,72 cv,Sim,Citadino,Preto,Manual,5,5,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156838,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDREG.html,,Sim,,,,,,,,,,,,,,,,,1 Abril 2027,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,45 439 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,,,96 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156837,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDREF.html,,Sim,,,,,,,,,,,,,,,,,12 Abril 2032,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,45 208 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,,,96 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156836,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDREE.html,,Sim,,,,,,,,,,,,,,,,,6 Abril 2032,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,27 335 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,,,60 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156834,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDREC.html,,Sim,,,,,,,,,,,,,,,,,14 Abril 2029,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,39 125 km,998 cm3,72 cv,Sim,Citadino,Cinzento,Manual,5,,,96 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156835,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRED.html,,Sim,,,,,,,,,,,,,,,,,6 Abril 2032,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,36 600 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,,,96 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156833,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDREB.html,,Sim,,,,,,,,,,,,,,,,,4 Abril 2032,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,48 459 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,,,96 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156832,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDREA.html,,Sim,,,,,,,,,,,,,,,,,6 Abril 2032,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Fevereiro,2022,25 000 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,5,,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156831,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDREz.html,,Sim,,,,,,,,,,,,,,,,,1 Abril 2027,,StandVirtual,Yes,2024-04-01
