Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Registo(s),Origem,Livro de Revisões completo,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Garantia de Stand (incl. no preço),Possibilidade de financiamento,Tipo de cor,Não fumador,Inspecção válida até,Autonomia,Consumo,Capacidade da bateria,Bateria,IVA Discriminado,IUC,Autonomia Máxima,Sub-modelo,Consumo Combinado,Garantia de Fábrica até,ou até,Site,Portugal,Data
Profissional,Mercedes-Benz,A 160,Style,Gasolina,Março,2023,16 530 km,1 332 cm3,109 cv,Utilitário,Cinzento,Manual,,5,,,,,,Nacional,,,,,Usados,,27 240,8092219347,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8PE7UT.html,Sim,24 Meses,Sim,Metalizado,,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-04-14
Profissional,SEAT,Leon,1.4 e-Hybrid FR DSG,Híbrido Plug-In,Janeiro,2021,20 594 km,1 395 cm3,204 cv,Utilitário,Preto,Automática,6,5,5,Classe 1,Tracção dianteira,25 g/km,1,,Sim,Sim,,,Usados,,26 900,8089853078,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-1-4-e-hybrid-fr-dsg-ID8Puclg.html,Sim,18 Meses,Sim,Metalizado,Sim,,,,,,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Citroën,C4 Grand Picasso,1.6 BlueHDi Shine EAT6,Diesel,Dezembro,2016,144 858 km,1 560 cm3,120 cv,Monovolume,Preto,Automática,6,5,7,Classe 1,Tracção dianteira,,2,Nacional,,Sim,,,Usados,,17 500,8091621726,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-grand-picasso-1-6-bluehdi-shine-eat6-ID8PBCrQ.html,Sim,18 Meses,Sim,Metalizado,Sim,23 Dezembro 2024,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Honda,Civic,1.0 i-VTEC Executive CVT,Gasolina,Maio,2018,57 900 km,988 cm3,129 cv,Sedan,Preto,Automática,1,5,5,Classe 1,Tracção dianteira,114 g/km,1,,Sim,Sim,"5,70 l/100km","4,60 l/100km",Usados,,22 900,8088084191,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/honda-civic-1-0-i-vtec-executive-cvt-ID8PmMaP.html,Sim,18 Meses,Sim,Metalizado,Sim,29 Maio 2024,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi Limited,Diesel,Dezembro,2018,90 765 km,1 461 cm3,115 cv,Carrinha,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,,1,Nacional,Sim,Sim,,,Usados,,16 900,8090280042,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-limited-ID8PwZpM.html,Sim,18 Meses,,Metalizado,Sim,18 Dezembro 2024,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Renault,Mégane,TCe 140 GPF INTENS,Gasolina,Novembro,2019,76 351 km,1 332 cm3,140 cv,Utilitário,Azul,Manual,6,5,5,Classe 1,Tracção dianteira,123 g/km,1,,Sim,Sim,"7,20 l/100km","4,70 l/100km",Usados,,19 800,8090698481,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-tce-140-gpf-intens-ID8PxKgN.html,Sim,18 Meses,Sim,Metalizado,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Mercedes-Benz,A 180,d Progressive,Diesel,Março,2020,75 200 km,1 461 cm3,116 cv,Utilitário,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,124 g/km,1,Nacional,Sim,Sim,,,Usados,Mostrar VIN,24 990,8092224544,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-progressive-ID8PE9gI.html,Sim,18 Meses,Sim,Metalizado,Sim,20 Março 2026,,,,,Sim,"156,21 €",,Classe A,,,,StandVirtual,Yes,2024-04-14
Profissional,SEAT,Ibiza,1.0 TSI FR,Gasolina,Fevereiro,2023,29 978 km,999 cm3,110 cv,Citadino,Preto,Manual,5,5,5,Classe 1,,,,Nacional,Sim,Sim,,,Usados,,22 000,8092224537,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-fr-ID8PE9gB.html,Sim,18 Meses,Sim,Metalizado,Sim,1 Fevereiro 2027,,,,,,,,,,19 Fevereiro 2026,,StandVirtual,Yes,2024-04-14
Profissional,Nissan,Juke,1.0 DIG-T N-Connecta,Gasolina,Julho,2021,52 599 km,999 cm3,114 cv,SUV / TT,Branco,Manual,6,5,5,Classe 1,,,,Nacional,Sim,Sim,,,Usados,,20 000,8092224534,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-n-connecta-ID8PE9gy.html,Sim,18 Meses,Sim,Metalizado,Sim,1 Julho 2025,,,,,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Março,2022,29 108 km,999 cm3,95 cv,SUV / TT,Azul,Manual,5,5,5,Classe 1,Tracção dianteira,,1,Nacional,Sim,Sim,,,Usados,,17 200,8092089894,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8PDAeV.html,Sim,18 Meses,Sim,Metalizado,Sim,,,,,,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,DS,DS3 Crossback,E-TENSE PERFORMANCE LINE,Eléctrico,Dezembro,2022,7 860 km,,136 cv,SUV / TT,Cinzento,Automática,1,5,5,Classe 1,Tracção dianteira,,1,,Sim,Sim,,,Usados,,27 600,8091848837,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ds-ds3-crossback-e-tense-performance-line-ID8PCzvW.html,,24 Meses,Sim,Metalizado,Sim,,320 km,17 kWh/100km,50 kWh,Própria,Sim,,320 km,,,,,StandVirtual,Yes,2024-04-14
Profissional,Renault,Mégane,1.5 Blue dCi Zen EDC,Diesel,Abril,2021,63 818 km,1 461 cm3,115 cv,Utilitário,Cinzento,Automática,7,5,5,Classe 1,Tracção dianteira,,1,,Sim,Sim,,,Usados,,21 500,8091250479,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-zen-edc-ID8PA3RZ.html,Sim,18 Meses,Sim,Metalizado,Sim,,,,,,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,MINI,Cooper,D Auto,Diesel,Janeiro,2016,196 000 km,1 496 cm3,116 cv,Utilitário,Verde,Automática,,5,,,,,,,,Sim,"4,50 l/100km",,Usados,,15 900,8091628820,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-d-auto-ID8PBEig.html,,18 Meses,Sim,Metalizado,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Renault,Zoe,Zen 50,Eléctrico,Novembro,2021,22 535 km,,109 cv,Utilitário,Prateado,Automática,,5,5,Classe 1,Tracção dianteira,,1,,Sim,Sim,,,Usados,,19 900,8092190795,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-zen-50-ID8PE0un.html,Sim,18 Meses,Sim,Metalizado,Sim,,395 km,,50 kWh,Própria,Sim,,395 km,,,,,StandVirtual,Yes,2024-04-14
Profissional,SEAT,Ibiza,1.6 TDI Style,Diesel,Outubro,2019,29 108 km,1 598 cm3,95 cv,Citadino,Preto,Manual,5,5,5,Classe 1,Tracção dianteira,121 g/km,1,Nacional,Sim,Sim,"4,10 l/100km","3,40 l/100km",Usados,,16 600,8092190791,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-6-tdi-style-ID8PE0uj.html,Sim,18 Meses,Sim,Metalizado,Sim,31 Outubro 2025,,,,,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Hyundai,i20,,Gasolina,Agosto,2022,26 172 km,1 197 cm3,84 cv,Utilitário,Prateado,Manual,,5,5,,,,,Nacional,,,,,Usados,Mostrar VIN,17 500,8091775598,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i20-ID8PCgtE.html,Sim,63 Meses,,,,,,,,,,,,,"5,60 l/100km",1 Agosto 2029,,StandVirtual,Yes,2024-04-14
Profissional,Peugeot,308,1.2 PureTech Active Pack,Gasolina,Junho,2023,18 754 km,1 199 cm3,130 cv,Sedan,Preto,Manual,6,5,5,,Tracção dianteira,124 g/km,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,23 900,8091872014,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-2-puretech-active-pack-ID8PCFyK.html,Sim,36 Meses,Sim,,,,,,,,,,,,"5,50 l/100km",,,StandVirtual,Yes,2024-04-14
Profissional,BMW,116,d M Sport,Diesel,Outubro,2015,189 000 km,1 496 cm3,116 cv,Sedan,Azul,Manual,,5,,,,,,,,,,,Usados,,15 900,8091999048,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-m-sport-ID8PDcBG.html,,36 Meses,Sim,Metalizado,,,,,,,,,,Série 1,,,,StandVirtual,Yes,2024-04-14
Profissional,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Agosto,2018,92 280 km,1 499 cm3,130 cv,Carrinha,Branco,Manual,6,5,,,,,1,Nacional,Sim,Sim,"4,40 l/100km",,Usados,,15 850,8091821165,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-style-ID8PCskB.html,,18 Meses,Sim,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,BMW,318,d Touring Advantage,Diesel,Outubro,2016,136 553 km,1 995 cm3,150 cv,Carrinha,Cinzento,Manual,6,5,5,Classe 1,Tracção traseira,150 g/km,1,Nacional,Sim,Sim,"5,20 l/100km","3,80 l/100km",Usados,Mostrar VIN,19 290,8090422298,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-advantage-ID8PvAqe.html,Sim,18 Meses,Sim,Metalizado,,10 Outubro 2024,,,,,Sim,"235,26 €",,Série 3,,,,StandVirtual,Yes,2024-04-14
Profissional,Fiat,500e,Icon,Eléctrico,Março,2022,3 073 km,,118 cv,Citadino,Preto,Automática,,3,4,,,,1,,,Sim,,,Usados,,21 999,8092274183,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500e-icon-ID8PEmbl.html,,18 Meses,Sim,,,,320 km,,,Própria,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,DS,DS3 Crossback,1.2 PureTech Performance Line,Gasolina,Abril,2022,36 846 km,1 199 cm3,102 cv,SUV / TT,Cinzento,Manual,,5,5,,,,,Nacional,,,,,Usados,Mostrar VIN,23 490,8090641203,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ds-ds3-crossback-1-2-puretech-performance-line-ID8PxwmX.html,Sim,18 Meses,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,BMW,i3,120Ah,Eléctrico,Junho,2019,16 000 km,,170 cv,Utilitário,Preto,Automática,1,5,,,Tracção traseira,,,,,,,,Usados,Mostrar VIN,19 900,8092241006,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8PEdye.html,Sim,18 Meses,Sim,Metalizado,,,,,,,,,,Série i,,,,StandVirtual,Yes,2024-04-14
Profissional,SEAT,Leon,1.5 TSI Xcellence S/S,Gasolina,Junho,2019,63 000 km,1 498 cm3,150 cv,Sedan,Cinzento,Manual,,5,5,,,,,Importado,,,,,Usados,Mostrar VIN,17 990,8091708598,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-1-5-tsi-xcellence-s-s-ID8PBZ30.html,Sim,18 Meses,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Renault,Clio,1.0 TCe Techno Bi-Fuel,GPL,Abril,2023,21 926 km,999 cm3,100 cv,Utilitário,Preto,Manual,5,5,5,Classe 1,Tracção dianteira,122 g/km,1,Nacional,Sim,Sim,"5,90 l/100km","3,80 l/100km",Usados,Mostrar VIN,18 990,8092066177,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-techno-bi-fuel-ID8PDu4p.html,Sim,36 Meses,Sim,Metalizado,,,,,,,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,VW,ID.3,Pro Performance Life,Eléctrico,Dezembro,2020,60 000 km,,204 cv,Citadino,Preto,Automática,,5,5,Classe 1,Tracção traseira,,,Importado,,Sim,,,Usados,,22 900,8092257203,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-id-3-pro-performance-life-ID8PEhLt.html,Sim,18 Meses,Sim,,,,420 km,,,,Sim,,,,"15,40 l/100km",,,StandVirtual,Yes,2024-04-14
Profissional,BMW,X3,18 d sDrive Advantage,Diesel,Setembro,2015,149 990 km,1 995 cm3,150 cv,SUV / TT,Preto,Manual,6,5,5,,Tracção dianteira,,,Importado,,,,,Usados,,27 400,8087923163,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-18-d-sdrive-advantage-ID8Pm6hB.html,,18 Meses,,,,1 Outubro 2023,,,,,,,,Série X,,,,StandVirtual,Yes,2024-04-14
Particular,SEAT,Alhambra,2.0 TDi Style Advanced DSG,Diesel,Dezembro,2020,97 000 km,1 968 cm3,184 cv,Monovolume,Cinzento,Automática,6,5,7,,Tracção dianteira,141 g/km,,,,,"6,10 l/100km","4,80 l/100km",Usados,Mostrar VIN,26 500,8092182268,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-alhambra-2-0-tdi-style-advanced-dsg-ID8PDYgQ.html,,,,Metalizado,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Particular,Volvo,V90,D3,Diesel,Maio,2017,207 000 km,1 969 cm3,150 cv,Carrinha,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,119 g/km,2,Importado,Sim,Sim,"5,70 l/100km","4,30 l/100km",Usados,Mostrar VIN,18 900,8091843857,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v90-d3-ID8PCyeB.html,,,,Metalizado,Sim,30 Maio 2025,,,,,,230 €,900 km,,,,,StandVirtual,Yes,2024-04-14
Profissional,Renault,Zoe,(c/ Bateria) Z.E. 50 LIFE,Eléctrico,Agosto,2021,22 000 km,,108 cv,Citadino,Branco,Automática,,5,5,Classe 1,Tracção dianteira,,1,Importado,Sim,Sim,,,Usados,,19 990,8091754597,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-c-bateria-z-e-50-life-ID8PCb0W.html,Sim,18 Meses,Sim,Pérola,Sim,8 Agosto 2025,380 km,"17,30 kWh/100km",52 kWh,,Sim,,380 km,,,9 Agosto 2029,,StandVirtual,Yes,2024-04-14
Particular,Toyota,Corolla Touring Sports,1.8 Hybrid Comfort+P.Sport,Híbrido (Gasolina),Maio,2019,87 280 km,1 798 cm3,122 cv,Carrinha,Cinzento,Automática,1,5,5,Classe 1,Tracção dianteira,112 g/km,1,Nacional,Sim,Sim,,,Usados,Mostrar VIN,27 000,8092268409,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-corolla-touring-sports-1-8-hybrid-comfort-p-sport-ID8PEkGd.html,,,,Pérola,,30 Maio 2025,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Mazda,3,2.0 e-Skyactiv-G Homura,Gasolina,Dezembro,2023,2 452 km,1 998 cm3,150 cv,Utilitário,Branco,Manual,6,5,5,Classe 1,Tracção dianteira,128 g/km,1,Nacional,Sim,Sim,,,Usados,,27 900,8092085483,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mazda-3-2-0-e-skyactiv-g-homura-ID8PDz5N.html,Sim,56 Meses,Sim,Pérola,Sim,,,,,,,,,,,18 Dezembro 2029,150 000 km,StandVirtual,Yes,2024-04-14
Profissional,Renault,Mégane,1.5 Blue dCi Limited,Diesel,Julho,2020,136 237 km,1 461 cm3,115 cv,Utilitário,Branco,Manual,6,5,5,Classe 1,,,1,Importado,,Sim,,,Usados,,18 900,8091395720,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-limited-ID8PAFEA.html,,18 Meses,Sim,Metalizado,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Particular,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Maio,2021,40 920 km,1 199 cm3,102 cv,SUV / TT,Cinzento,Manual,6,5,5,,Tracção dianteira,123 g/km,,Importado,,Sim,"5,50 l/100km",4 l/100km,Usados,Mostrar VIN,18 500,8091877378,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-pack-ID8PCGXg.html,Sim,,,Metalizado,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Fiat,500e,Icon,Eléctrico,Julho,2022,4 035 km,,118 cv,Citadino,Preto,Automática,,3,4,,,,1,,,Sim,,,Usados,,21 799,8092274168,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500e-icon-ID8PEmb6.html,,18 Meses,Sim,,,,320 km,,,Própria,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Particular,Mercedes-Benz,GLA 220,,Diesel,Novembro,2015,184 308 km,2 143 cm3,170 cv,SUV / TT,Cinzento,Automática,,5,5,,,110 g/km,,,,,,,Usados,Mostrar VIN,21 900,8092183441,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-220-ID8PDYzL.html,,,,,,,,,,,,,,Classe GLA,,,,StandVirtual,Yes,2024-04-14
Profissional,Smart,ForFour,Electric Drive Prime,Eléctrico,Janeiro,2019,48 086 km,,82 cv,Citadino,Preto,Automática,,5,4,Classe 1,Tracção dianteira,,1,Importado,,Sim,,,Usados,,19 900,8092256909,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-forfour-electric-drive-prime-ID8PEhGJ.html,,18 Meses,Sim,Metalizado,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Audi,A3 Sportback,e-tron 1.4 TFSI S tronic,Híbrido Plug-In,Maio,2020,39 900 km,1 395 cm3,204 cv,Utilitário,Preto,Automática,,5,5,Classe 1,Tracção dianteira,,3,Importado,,,,,Usados,,27 950,8092092082,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-e-tron-1-4-tfsi-s-tronic-ID8PDAOe.html,,18 Meses,Sim,,,26 Maio 2024,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Opel,Corsa,1.5 D Elegance,Diesel,Maio,2021,62 000 km,1 499 cm3,102 cv,Citadino,Branco,Manual,,5,5,Classe 1,Tracção dianteira,,1,Nacional,Sim,Sim,,,Usados,,17 990,8086893632,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-5-d-elegance-ID8PhMsg.html,Sim,18 Meses,Sim,,,,,,,,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Fevereiro,2022,27 288 km,1 798 cm3,122 cv,SUV / TT,Cinzento,Automática,,5,5,,,111 g/km,,Nacional,,,,,Usados,Mostrar VIN,32 500,8092156875,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hybrid-square-collection-ID8PDRFh.html,Sim,36 Meses,Sim,,,,,,,,,,,,,15 Abril 2027,,StandVirtual,Yes,2024-04-14
Profissional,BMW,M550d,xDrive Auto,Diesel,Abril,2015,163 200 km,2 993 cm3,381 cv,Sedan,Preto,Automática,,4,,,,,1,,Sim,,"7,10 l/100km",,Usados,,41 900,8088532805,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-m550d-xdrive-auto-ID8PoESx.html,Sim,18 Meses,Sim,Metalizado,Sim,,,,,,,,,Série 5,,,,StandVirtual,Yes,2024-04-14
Profissional,Toyota,C-HR,1.8 Hybrid Exclusive,Híbrido (Gasolina),Julho,2022,53 318 km,1 798 cm3,122 cv,Citadino,Branco,Automática,,5,,,,111 g/km,,Nacional,,,,,Usados,Mostrar VIN,33 500,8092156880,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hybrid-exclusive-ID8PDRFm.html,Sim,98 Meses,Sim,,,,,,,,,,,,,7 Julho 2032,,StandVirtual,Yes,2024-04-14
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Julho,2022,39 318 km,1 798 cm3,122 cv,SUV / TT,Branco,Automática,,5,5,,,111 g/km,,Nacional,,,,,Usados,Mostrar VIN,32 500,8092156876,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hybrid-square-collection-ID8PDRFi.html,Sim,36 Meses,Sim,,,,,,,,,,,,,15 Abril 2027,,StandVirtual,Yes,2024-04-14
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Fevereiro,2022,21 808 km,1 798 cm3,122 cv,SUV / TT,Cinzento,Automática,,5,5,,,111 g/km,,Nacional,,,,,Usados,Mostrar VIN,32 500,8092156868,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hybrid-square-collection-ID8PDRFa.html,Sim,36 Meses,Sim,,,,,,,,,,,,,15 Abril 2027,,StandVirtual,Yes,2024-04-14
Profissional,DS,DS7 Crossback,E-Tense Be Chic EAT8,Híbrido (Gasolina),Janeiro,2020,70 040 km,1 598 cm3,300 cv,SUV / TT,Azul,Automática,,5,5,,,,,Nacional,,,,,Usados,Mostrar VIN,34 990,8092098398,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ds-ds7-crossback-e-tense-be-chic-eat8-ID8PDCs6.html,Sim,18 Meses,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Land Rover,Discovery Sport,,Diesel,Maio,2020,41 581 km,1 999 cm3,150 cv,SUV / TT,Cinzento,Manual,,5,5,,,,,Nacional,,,,,Usados,Mostrar VIN,41 900,8092082411,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-discovery-sport-ID8PDyif.html,Sim,18 Meses,,,,,,,,,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,BMW,X1,25 e xDrive,Híbrido Plug-In,Janeiro,2021,35 564 km,1 499 cm3,220 cv,SUV / TT,Preto,Automática,,5,5,,,,,Nacional,,,,,Usados,Mostrar VIN,33 900,8092054307,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x1-25-e-xdrive-ID8PDqYX.html,Sim,18 Meses,,,,,,,,,Sim,,,,"0,70 l/100km",,,StandVirtual,Yes,2024-04-14
Profissional,Land Rover,Range Rover Evoque,2.0 D150 AWD Auto,Diesel,Novembro,2020,39 468 km,1 999 cm3,150 cv,SUV / TT,Preto,Automática,,5,5,,,,,Nacional,,,,,Usados,Mostrar VIN,44 900,8092098399,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-d150-awd-auto-ID8PDCs7.html,Sim,18 Meses,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Nissan,Qashqai,1.5 e-Power N-Connecta,Híbrido (Gasolina),Abril,2023,7 775 km,1 497 cm3,190 cv,SUV / TT,Branco,Automática,,5,5,,,,,Nacional,,,,,Usados,Mostrar VIN,36 900,8092098397,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-e-power-n-connecta-ID8PDCs5.html,Sim,24 Meses,,,,,,,,,,,,,"5,20 l/100km",,,StandVirtual,Yes,2024-04-14
Profissional,Cupra,Formentor,2.0 TSI DSG 4Drive VZ,Gasolina,Janeiro,2021,57 200 km,1 984 cm3,310 cv,SUV / TT,Cinzento,Automática,,5,5,,,,,Nacional,,,,,Usados,Mostrar VIN,39 900,8092098401,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-formentor-2-0-tsi-dsg-4drive-vz-ID8PDCs9.html,Sim,18 Meses,,,,,,,,,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Jaguar,E-Pace,2.0 i4D,Diesel,Setembro,2018,50 600 km,1 999 cm3,150 cv,SUV / TT,Preto,Manual,,5,5,,,124 g/km,,Nacional,,,"5,60 l/100km","4,20 l/100km",Usados,Mostrar VIN,31 950,8092054287,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/jaguar-e-pace-2-0-i4d-ID8PDqYD.html,Sim,18 Meses,,,,,,,,,,,,,"4,70 l/100km",,,StandVirtual,Yes,2024-04-14
Profissional,Peugeot,3008,1.5 BlueHDi Allure Pack EAT8,Diesel,Maio,2022,29 735 km,1 499 cm3,130 cv,SUV / TT,Preto,Automática,,5,5,,,,,Nacional,,,,,Usados,Mostrar VIN,31 990,8092065592,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-pack-eat8-ID8PDtUY.html,Sim,36 Meses,,,,,,,,,,,,,"5,20 l/100km",15 Abril 2027,,StandVirtual,Yes,2024-04-14
Profissional,Land Rover,Discovery Sport,2.0 eD4 R-Dynamic,Diesel,Novembro,2020,33 541 km,1 999 cm3,150 cv,SUV / TT,Cinzento,Manual,,5,7,,,,,Nacional,,,,,Usados,Mostrar VIN,39 990,8092065588,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-discovery-sport-2-0-ed4-r-dynamic-ID8PDtUU.html,Sim,18 Meses,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,BMW,X5,25 d sDrive Comfort 7L,Diesel,Outubro,2015,133 324 km,1 995 cm3,218 cv,SUV / TT,Cinzento,Automática,,5,7,,,149 g/km,,Nacional,,,"6,50 l/100km","5,20 l/100km",Usados,Mostrar VIN,33 900,8092065589,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8PDtUW.html,Sim,18 Meses,,,,,,,,,,,,Série X,"5,60 l/100km",,,StandVirtual,Yes,2024-04-14
Profissional,VW,ID.4,Pure Performance Style,Eléctrico,Junho,2021,29 451 km,,170 cv,Utilitário,Branco,Automática,,5,5,Classe 1,Tracção dianteira,,1,,Sim,Sim,,,Usados,,31 900,8089188612,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-id-4-pure-performance-style-ID8Prpu4.html,Sim,18 Meses,Sim,,Sim,1 Junho 2025,,,,Própria,Sim,,344 km,,,,,StandVirtual,Yes,2024-04-14
Profissional,VW,Tiguan,1.5 TSI Life DSG,Gasolina,Fevereiro,2021,26 301 km,1 498 cm3,150 cv,SUV / TT,Cinzento,Automática,,5,5,,,,,Nacional,,,,,Usados,Mostrar VIN,31 900,8092182440,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-tiguan-1-5-tsi-life-dsg-ID8PDYjC.html,Sim,18 Meses,,,,,,,,,,,,,"6,90 l/100km",,,StandVirtual,Yes,2024-04-14
