Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Filtro de partículas,Garantia de Fábrica até,ou até,Inspecção válida até,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,IVA Discriminado,Aceita retoma,Não fumador,Emissões CO2,Consumo Extra Urbano,Autonomia,Valor Fixo,IUC,Consumo Combinado,Sub-modelo,Autonomia Máxima,Bateria,Consumo,Capacidade da bateria,Gancho de Reboque,Clássico,Site,Portugal,Data
Profissional,Renault,Clio,1.6 T RS EDC,Gasolina,Junho,2015,82 000 km,1 618 cm3,200 cv,Sim,Citadino,Preto,,Automática,,5,5,,,,,,,18 Meses,,Importado,,Sim,,Usados,19 500        EUR,8088654746,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-6-t-rs-edc-ID8PpaBk.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,DS,DS3 Crossback,ver-cb-1-2-puretech-grand-chic-eat8,Gasolina,Outubro,2019,30 000 km,1 199 cm3,155 cv,Sim,SUV / TT,Preto,,Automática,,5,5,,,,,,,18 Meses,,,,Sim,,Usados,26 500        EUR,8087143146,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ds-ds3-crossback-ver-cb-1-2-puretech-grand-chic-eat8-ID8PiPmG.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Nissan,Qashqai,1.5 dCi Acenta Connect,Diesel,Julho,2017,101 230 km,1 461 cm3,110 cv,Sim,SUV / TT,Vermelho,Metalizado,Manual,6,5,5,,,,,,,18 Meses,1,Nacional,,Sim,"4,20 l/100km",Usados,20 490        EUR,8089077526,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-acenta-connect-ID8PqVAm.html,,Sim,,99 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Mégane,1.5 Blue dCi Bose Edition,Diesel,Janeiro,2019,132 579 km,1 461 cm3,115 cv,Sim,Utilitário,Prateado,Metalizado,Manual,6,5,5,,Tracção dianteira,,,,,24 Meses,,Importado,,,"5,10 l/100km",Usados,17 490        EUR,8089896027,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-bose-edition-ID8PunwZ.html,,Sim,,118 g/km,"3,80 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Audi,A1 Sportback,1.0 TFSI Design,Gasolina,Agosto,2018,147 000 km,999 cm3,95 cv,Sim,Utilitário,Preto,,Manual,,5,5,,,,,,,18 Meses,1,,Sim,Sim,,Usados,15 500        EUR,8089196409,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a1-sportback-1-0-tfsi-design-ID8PrrwP.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,SEAT,Leon ST,1.4 e-Hybrid FR DSG,Híbrido (Gasolina),Junho,2021,92 000 km,1 395 cm3,204 cv,Sim,Carrinha,Preto,,Automática,,5,5,,,,,,,18 Meses,1,Nacional,Sim,Sim,,Usados,28 000        EUR,8090118822,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-4-e-hybrid-fr-dsg-ID8Pwjts.html,Sim,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180,d Fleet Pack Urban,Diesel,Fevereiro,2017,69 700 km,1 461 cm3,109 cv,Sim,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,Sim,,,,18 Meses,1,Nacional,,Sim,"4,50 l/100km",Usados,21 900        EUR,8090378796,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-fleet-pack-urban-ID8Pvp6A.html,,Sim,,102 g/km,"3,60 l/100km",,Sim,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,308 SW,1.5 BlueHDi Business Line,Diesel,Novembro,2018,134 240 km,1 499 cm3,102 cv,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,,,,,,,18 Meses,1,Nacional,,Sim,"4,40 l/100km",Usados,16 650        EUR,8089094872,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-business-line-ID8Pr168.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,i3,120Ah,Eléctrico,Abril,2019,69 000 km,,170 cv,Sim,Utilitário,Preto,,Automática,,5,4,,,,,,,18 Meses,,,Sim,Sim,,Usados,24 500        EUR,8089333812,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8Ps1g0.html,,Sim,Sim,,,,,,,Série i,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Agosto,2021,13 137 km,999 cm3,100 cv,Sim,Utilitário,Prateado,,Manual,6,5,5,Classe 1,,,01/01/0001,,,36 Meses,,Importado,,,,Usados,16 500        EUR,8090603875,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8PxlET.html,,Sim,Sim,99 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,MINI,Cooper,,Gasolina,Junho,2015,76 000 km,1 499 cm3,136 cv,Sim,Citadino,Branco,,Manual,6,3,4,,,,,,,18 Meses,,,,Sim,,Usados,16 950        EUR,8087716310,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-ID8Pletg.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,DS,DS3,1.2 PureTech Be Chic,Gasolina,Fevereiro,2018,40 760 km,1 199 cm3,110 cv,Sim,Citadino,Cinzento,Metalizado,Manual,,3,5,,,,,,,18 Meses,,Nacional,,Sim,"5,30 l/100km",Usados,18 990        EUR,8088209575,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ds-ds3-1-2-puretech-be-chic-ID8PniN9.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,308 SW,1.5 BlueHDi GT Line EAT8,Diesel,Janeiro,2020,126 848 km,1 499 cm3,130 cv,Sim,Carrinha,Prateado,Metalizado,Automática,8,5,5,,Tracção dianteira,,,,,24 Meses,,Importado,,,"4,30 l/100km",Usados,19 490        EUR,8089839383,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-gt-line-eat8-ID8Pu8Mn.html,,Sim,,127 g/km,"3,60 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,418 Gran Coupé,d Advantage,Diesel,Junho,2018,99 000 km,1 995 cm3,150 cv,Sim,Sedan,Azul,,Manual,,5,5,Classe 1,,Sim,,,,18 Meses,,Nacional,Sim,Sim,,Usados,25 750        EUR,8090569983,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-advantage-ID8PxcQf.html,,Sim,,,,,Sim,"235,26 €",,Série 4,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Land Rover,Range Rover Evoque,2.0 TD4 HSE Dynamic,Diesel,Setembro,2017,203 000 km,1 999 cm3,150 cv,Sim,SUV / TT,Azul,Metalizado,Manual,6,5,5,,,,,,,18 Meses,,,Sim,Sim,,Usados,29 500        EUR,8090325956,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-td4-hse-dynamic-ID8Pvbmk.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Toyota,RAV4,2.2 D-4D,Diesel,Março,2010,188 365 km,2 231 cm3,150 cv,,Carrinha,Cinzento,,Manual,,5,5,,,,,,,36 Meses,,Nacional,,,,Usados,17 500        EUR,8089544131,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-rav4-2-2-d-4d-ID8PsTYf.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Citroën,C3,1.2 PureTech C-Series,Gasolina,Fevereiro,2022,3 980 km,1 199 cm3,83 cv,Sim,Citadino,Bege,,Manual,5,5,,Classe 1,Tracção dianteira,,,,,36 Meses,,Nacional,,,,Usados,17 200        EUR,8088720100,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-c-series-ID8PprBq.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Nissan,Qashqai,1.5 dCi Tekna Premium,Diesel,Janeiro,2015,167 000 km,1 461 cm3,110 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,,,,18 Meses,,Nacional,,Sim,,Usados,16 900        EUR,8090193425,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-tekna-premium-ID8PwCSJ.html,,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,5008,PureTech 130 EAT8 Stop & Start Active,Gasolina,Setembro,2019,56 000 km,1 199 cm3,130 cv,Sim,Monovolume,Preto,,Automática,8,5,7,,,,,,,18 Meses,,,,Sim,"6,10 l/100km",Usados,29 500        EUR,8088894983,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-puretech-130-eat8-stop-start-active-ID8Pqb67.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180 Limousine,d AMG Line Aut.,Diesel,Agosto,2020,132 000 km,1 461 cm3,116 cv,Sim,Sedan,Preto,Metalizado,Automática,,4,5,,,,,,,18 Meses,,Importado,Sim,Sim,"4,70 l/100km",Usados,29 950        EUR,8089334689,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-amg-line-aut-ID8Ps1u9.html,,Sim,,,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Lounge J17,Diesel,Março,2019,77 000 km,1 248 cm3,95 cv,Sim,Carrinha,Cinzento,,Manual,,5,5,,,,,,,18 Meses,,Nacional,Sim,Sim,,Usados,15 750        EUR,8088242551,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-lounge-j17-ID8Pnrn1.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Opel,Corsa-e,Edition,Eléctrico,Dezembro,2022,2 700 km,,136 cv,Sim,Citadino,Preto,,Automática,,,,,,,,,,18 Meses,,Importado,,,,Usados,27 500        EUR,8089947906,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-e-edition-ID8PuB0K.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,VW,Passat,1.6 TDI Highline DSG,Diesel,Outubro,2018,66 000 km,1 598 cm3,120 cv,Sim,Sedan,Preto,Metalizado,Automática,7,4,5,,Tracção dianteira,,,,,18 Meses,1,Nacional,Sim,Sim,"4,40 l/100km",Usados,20 990        EUR,8090326334,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-1-6-tdi-highline-dsg-ID8Pvbsq.html,,Sim,,104 g/km,"3,60 l/100km",,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,VW,Polo,1.6 TDI Confortline,Diesel,Setembro,2019,72 286 km,1 598 cm3,95 cv,,Utilitário,Preto,Metalizado,Manual,5,5,5,Classe 1,,Sim,,,,18 Meses,1,Nacional,Sim,Sim,,Usados,18 900        EUR,8090481607,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-6-tdi-confortline-ID8PvPQP.html,,Sim,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,SEAT,Arona,1.0 TSI FR,Gasolina,Setembro,2019,36 129 km,999 cm3,115 cv,,SUV / TT,Branco,,Manual,6,5,5,Classe 1,,,01/01/0001,,,36 Meses,1,Nacional,,Sim,,Usados,18 900        EUR,8090325953,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8Pvbmh.html,,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,C 200,(BlueTEC) d AMG Line,Diesel,Fevereiro,2018,144 210 km,1 598 cm3,136 cv,,Sedan,Cinzento,,Manual,6,4,,,Tracção traseira,Sim,,,,18 Meses,1,Importado,Sim,Sim,"4,70 l/100km",Usados,29 900        EUR,8090610724,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-bluetec-d-amg-line-ID8Pxnrm.html,,,Sim,99 g/km,"3,50 l/100km",,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Nissan,Qashqai,1.5 dCi N-Connecta,Diesel,Setembro,2018,84 076 km,1 461 cm3,110 cv,Sim,SUV / TT,Cinzento,,Manual,,5,5,Classe 1,,,,,,18 Meses,,,,,,Usados,21 490        EUR,8088720172,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-n-connecta-ID8PprCA.html,,Sim,,99 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Volvo,V60,2.4 D6 Momentum AWD Phev,Híbrido (Diesel),Março,2015,138 305 km,2 400 cm3,286 cv,,Carrinha,Preto,,Automática,,5,5,,,,,,,18 Meses,,,,,,Usados,23 900        EUR,8090570237,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-4-d6-momentum-awd-phev-ID8PxcUl.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Captur,1.0 TCe Intens,Gasolina,Junho,2021,44 876 km,999 cm3,90 cv,Sim,SUV / TT,Cinzento,,Manual,,5,5,,,,,,,36 Meses,,,,,,Usados,21 380        EUR,8090546229,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-intens-ID8Px6F7.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Abril,2022,12 432 km,999 cm3,95 cv,Sim,SUV / TT,Cinzento,,Manual,,5,5,,,,,,,36 Meses,,,,,,Usados,20 680        EUR,8089341667,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8Ps3iH.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,Dezembro,2020,56 134 km,1 461 cm3,115 cv,Sim,SUV / TT,Laranja,,Manual,6,5,5,,Tracção dianteira,,,,,36 Meses,,,,,,Usados,24 480        EUR,8090154588,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8PwsMk.html,,Sim,,125 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,SEAT,Ibiza,1.0 TSI FR,Gasolina,Abril,2021,51 368 km,999 cm3,95 cv,Sim,Utilitário,Cinzento,,Manual,5,5,5,,Tracção dianteira,,,,,36 Meses,,,,,,Usados,18 280        EUR,8090045886,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-fr-ID8Pw0w4.html,,Sim,,125 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,Mercedes-Benz,CLA 180,CDi AMG Line,Diesel,Junho,2016,164 500 km,1 461 cm3,109 cv,,Sedan,Preto,Metalizado,Manual,6,4,5,Classe 1,Tracção dianteira,,,,02/06/2024,,2,Nacional,,Sim,"4,70 l/100km",Usados,21 400        EUR,8090182349,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-cdi-amg-line-ID8PwA05.html,,,Sim,108 g/km,"3,40 l/100km",,,,,Classe CLA,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Março,2020,83 000 km,1 499 cm3,130 cv,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,,,,18 Meses,,,Sim,Sim,"4,40 l/100km",Usados,28 000        EUR,8089849310,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-eat8-ID8Pubmu.html,,Sim,Sim,136 g/km,"3,90 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Audi,Q2,,Gasolina,Junho,2018,47 000 km,999 cm3,116 cv,,SUV / TT,Branco,,Automática,,5,5,,,,,,01/07/2024,24 Meses,,Nacional,,,"5,90 l/100km",Usados,24 490        EUR,8089183438,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q2-ID8Pro8C.html,,,,117 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Zoe,Intens 50,Eléctrico,Dezembro,2020,21 000 km,,136 cv,Sim,Utilitário,Cinzento,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,,,,,18 Meses,1,,Sim,Sim,,Usados,26 980        EUR,8089945051,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-intens-50-ID8PuAgH.html,Sim,Sim,Sim,,,385 km,Sim,,,,,Própria,"13,90 kWh/100km",50 kWh,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,2008,1.5 BlueHDi Active Pack,Diesel,Novembro,2021,55 000 km,1 499 cm3,110 cv,Sim,SUV / TT,Cinzento,,Manual,6,5,5,Classe 1,Tracção dianteira,,,,,18 Meses,1,Nacional,Sim,Sim,"4,20 l/100km",Usados,22 990        EUR,8088013918,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-active-pack-ID8PmtTo.html,Sim,Sim,Sim,119 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line,Diesel,Julho,2017,80 000 km,1 461 cm3,109 cv,Sim,Carrinha,Branco,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,Sim,,,,18 Meses,1,Nacional,Sim,Sim,"4,40 l/100km",Usados,25 990        EUR,8090569998,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-ID8PxcQu.html,,Sim,,,,,Sim,,,Classe CLA,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Kadjar,1.5 dCi Black Edition,Diesel,Outubro,2019,101 190 km,1 461 cm3,115 cv,Sim,SUV / TT,Azul,,Manual,5,5,5,,,,,,,36 Meses,,Nacional,,Sim,"4,90 l/100km",Usados,24 480        EUR,8087932437,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-5-dci-black-edition-ID8Pm8Hb.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,VW,Touran,1.6 TDI Confortline,Diesel,Maio,2017,224 699 km,1 598 cm3,115 cv,Sim,Monovolume,Cinzento,,Manual,6,5,7,Classe 1,Tracção dianteira,,,,,18 Meses,1,Nacional,Sim,,,Usados,17 390        EUR,8090102352,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-touran-1-6-tdi-confortline-ID8PwfbO.html,Sim,,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,VW,Passat,1.6 TDI Confortline,Diesel,Fevereiro,2018,169 482 km,1 598 cm3,120 cv,Sim,Sedan,Cinzento,,Manual,,4,5,,Tracção dianteira,,,,,18 Meses,1,Nacional,Sim,,,Usados,16 990        EUR,8090082044,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-1-6-tdi-confortline-ID8Pw9Ug.html,Sim,,Sim,105 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,VW,Amarok,2.0 TDi CD Extra AC CM 4Motion,Diesel,Junho,2014,142 105 km,1 968 cm3,140 cv,Sim,SUV / TT,Branco,,Manual,,4,5,,Integral,,,,,18 Meses,,Nacional,,,"9,30 l/100km",Usados,26 490        EUR,8087921564,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-amarok-2-0-tdi-cd-extra-ac-cm-4motion-ID8Pm5RO.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,208,1.2 PureTech GT Pack EAT8,Gasolina,Janeiro,2022,10 000 km,1 199 cm3,131 cv,Sim,Citadino,Branco,Pérola,Automática,8,5,5,Classe 1,Tracção dianteira,,,,,36 Meses,1,,Sim,Sim,"5,40 l/100km",Usados,23 990        EUR,8089236557,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-gt-pack-eat8-ID8PrBXn.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,VW,Golf Variant,1.5 TSI BM Confortline DSG,Gasolina,Agosto,2018,74 300 km,1 498 cm3,130 cv,,Carrinha,Cinzento,Metalizado,Automática,7,5,5,,Tracção dianteira,,,,08/04/2024,,,Nacional,Sim,Sim,"6,10 l/100km",Usados,18 400        EUR,8089903749,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-5-tsi-bm-confortline-dsg-ID8Pupvx.html,,,Sim,137 g/km,"4,20 l/100km",,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,Peugeot,308,1.5 BlueHDi Style,Diesel,Julho,2021,16 000 km,1 499 cm3,131 cv,,Coupé,Preto,,Manual,,5,5,,,,,,,,,,,,,Usados,17 900        EUR,8089857472,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-style-ID8Pudu8.html,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Clio Sport Tourer,0.9 TCe Limited,Gasolina,Setembro,2020,45 932 km,898 cm3,90 cv,Sim,Carrinha,Branco,,Manual,,5,5,Classe 1,Tracção dianteira,,,,,18 Meses,1,Nacional,Sim,Sim,"6,30 l/100km",Usados,15 590        EUR,8089563545,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-0-9-tce-limited-ID8PsZ1n.html,,Sim,Sim,132 g/km,"4,20 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Ford,Focus SW,1.5 TDCi Titanium,Diesel,Junho,2016,94 100 km,1 499 cm3,120 cv,Sim,Carrinha,Azul,Metalizado,Manual,6,5,5,,,,,,,18 Meses,1,Nacional,Sim,Sim,"4,30 l/100km",Usados,15 990        EUR,8089242764,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-5-tdci-titanium-ID8PrDzu.html,,Sim,,99 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Nissan,Leaf,Acenta,Eléctrico,Março,2019,97 745 km,,150 cv,Sim,Utilitário,Branco,,Automática,,5,5,,Tracção dianteira,,,,,18 Meses,1,Nacional,Sim,,,Usados,19 990        EUR,8089709441,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-leaf-acenta-ID8PtAYx.html,Sim,,Sim,,,380 km,Sim,,,,,Própria,,40 kWh,,,StandVirtual,Yes,2023-09-16
Profissional,Skoda,Kodiaq,2.0 TDI Ambition DSG,Diesel,Abril,2018,129 925 km,1 968 cm3,150 cv,,SUV / TT,Cinzento,,Automática,,5,7,,Tracção dianteira,,,,,18 Meses,1,Nacional,Sim,,,Usados,29 490        EUR,8089586232,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/skoda-kodiaq-2-0-tdi-ambition-dsg-ID8Pt4Wi.html,Sim,,Sim,142 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,MINI,Countryman,Cooper SE ALL4 Auto,Híbrido (Gasolina),Julho,2019,103 979 km,1 499 cm3,224 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,6,5,5,Classe 1,Integral,,,,,18 Meses,1,Nacional,Sim,,,Usados,25 990        EUR,8090057420,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-se-all4-auto-ID8Pw3w6.html,Sim,,Sim,40 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Nissan,Leaf,N-Connecta,Eléctrico,Maio,2018,57 100 km,,150 cv,Sim,Utilitário,Preto,Metalizado,Automática,,5,5,,Tracção dianteira,,,,,18 Meses,1,Nacional,,Sim,,Usados,21 250        EUR,8089718103,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-leaf-n-connecta-ID8PtDef.html,,Sim,,,,270 km,,,,,,Própria,"20,60 kWh/100km",40 kWh,,,StandVirtual,Yes,2023-09-16
Profissional,Citroën,C4 Spacetourer,1.5 BlueHDi Feel Business,Diesel,Dezembro,2018,118 886 km,1 499 cm3,130 cv,Sim,Monovolume,Cinzento,Metalizado,Manual,6,5,7,,Tracção dianteira,,,,31/12/2023,24 Meses,,Importado,,,"4,60 l/100km",Usados,19 490        EUR,8090023732,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-spacetourer-1-5-bluehdi-feel-business-ID8PuUJK.html,,Sim,,104 g/km,"3,90 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Captur,1.2 TCe Exclusive XMOD,Gasolina,Junho,2017,102 005 km,1 197 cm3,120 cv,Sim,SUV / TT,Vermelho,Metalizado,Manual,6,5,5,Classe 1,,,,,,18 Meses,,Importado,,,,Usados,15 500        EUR,8090546208,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-2-tce-exclusive-xmod-ID8Px6EM.html,,Sim,Sim,127 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Mégane Sport Tourer,1.3 TCe Limited,Gasolina,Maio,2019,84 693 km,1 332 cm3,140 cv,,Carrinha,Preto,,Manual,6,5,5,,Tracção dianteira,,,,,36 Meses,,,,,"7,20 l/100km",Usados,19 480        EUR,8090546186,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-3-tce-limited-ID8Px6Eq.html,,,,133 g/km,"4,70 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,VW,Passat Variant,1.4 TSI GTE Plug-in,Híbrido (Gasolina),Julho,2018,131 642 km,1 395 cm3,218 cv,Sim,Carrinha,Preto,,Automática,6,5,5,,Tracção dianteira,,24/07/2026,160 000 km,,18 Meses,1,Nacional,Sim,Sim,,Usados,23 500        EUR,8090353111,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-4-tsi-gte-plug-in-ID8Pviqj.html,Sim,Sim,Sim,27 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
