Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,IVA dedutível,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Nº de portas,Lotação,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,Condição,Preco,ID Anuncio,Data Anuncio,Aceita retoma,Tipo de cor,Número de Mudanças,Classe do veículo,IUC,Filtro de partículas,2º Chave,Consumo Urbano,Inspecção válida até,Consumo Extra Urbano,Sub-modelo,Consumo Combinado,Autonomia,Bateria,Autonomia Máxima,Clássico,Garantia de Fábrica até,ou até,Consumo,Capacidade da bateria,Site,Portugal
Profissional,Renault,Espace,1.6 dCi Zen EDC,Diesel,Março,2016,201 901 km,1 598 cm3,160 cv,Sim,,,,Sedan,Castanho,,5,,,,36 Meses,,Nacional,,,Usados,21 500        EUR,8089913681,30 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 Blue dCi RS Line,Diesel,Novembro,2019,151 000 km,1 461 cm3,115 cv,,,Sim,Sim,Citadino,Cinzento,Manual,5,5,Tracção dianteira,111 g/km,18 Meses,,Nacional,Sim,Sim,Usados,16 650        EUR,8089660751,30 Julho 2023,Sim,Metalizado,6,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Dacia,Duster,1.5 dCi Prestige,Diesel,Janeiro,2019,129 000 km,1 461 cm3,110 cv,,,,Sim,SUV / TT,Preto,Manual,5,5,,,18 Meses,,Nacional,,,Usados,18 850        EUR,8088748284,30 Julho 2023,Sim,Metalizado,,,,,,"4,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,d EfficientDynamics,Diesel,Agosto,2018,120 000 km,1 995 cm3,163 cv,Sim,,,Sim,Sedan,Preto,Manual,4,5,,,18 Meses,,Nacional,Sim,Sim,Usados,27 450        EUR,8088036720,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,Série 3,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,BlueTEC Aut.,Diesel,Abril,2018,225 000 km,2 143 cm3,170 cv,Sim,,,Sim,Carrinha,Cinzento,Automática,5,5,,,24 Meses,,,Sim,Sim,Usados,27 950        EUR,8089953664,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,Classe C,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i3,120Ah,Eléctrico,Maio,2019,30 000 km,,170 cv,Sim,,,Sim,SUV / TT,Preto,Automática,5,4,,,18 Meses,,Nacional,Sim,Sim,Usados,28 450        EUR,8089953676,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,Série i,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,Junho,2016,120 000 km,1 461 cm3,90 cv,Sim,,,Sim,SUV / TT,Bege,Manual,5,5,,,18 Meses,,Nacional,,Sim,Usados,16 250        EUR,8089585876,30 Julho 2023,Sim,Metalizado,,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,BlueHDi 110 Active Pack,Diesel,Setembro,2021,49 772 km,1 499 cm3,110 cv,Sim,,,Sim,SUV / TT,Cinzento,Manual,5,5,,,24 Meses,1,Importado,,Sim,Usados,23 900        EUR,8089476020,30 Julho 2023,Sim,,6,Classe 1,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Cactus,1.2 PureTech Shine EAT6,Gasolina,Março,2019,52 990 km,1 199 cm3,110 cv,Sim,,,Sim,Utilitário,Branco,Automática,5,5,Tracção dianteira,119 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,19 900        EUR,8090058657,30 Julho 2023,Sim,,6,Classe 1,,,Sim,"6,40 l/100km",26/03/2025,"4,60 l/100km",,,,,,,,,,,StandVirtual,Yes
Particular,BMW,525,d Auto,Diesel,Setembro,2011,200 250 km,1 995 cm3,218 cv,,,,,Carrinha,Castanho,Automática,5,5,Tracção traseira,129 g/km,,,,,,Usados,16 000        EUR,8090012858,30 Julho 2023,,,8,,,,,"5,90 l/100km",,"4,40 l/100km",Série 5,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi Active,Diesel,Agosto,2018,138 000 km,1 499 cm3,130 cv,,,,Sim,SUV / TT,Cinzento,Manual,5,5,,,18 Meses,,,Sim,Sim,Usados,20 990        EUR,8088008348,30 Julho 2023,Sim,,6,Classe 1,,Sim,Sim,,01/08/2024,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Cooper,,Diesel,Julho,2015,156 000 km,1 496 cm3,116 cv,,,,Sim,Citadino,Branco,Automática,3,5,,,18 Meses,,,,Sim,Usados,15 990        EUR,8090170102,30 Julho 2023,Sim,,7,Classe 1,,,Sim,,01/07/2024,,,,,,,,,,,,StandVirtual,Yes
Profissional,Abarth,595,,Gasolina,Maio,2016,85 378 km,1 368 cm3,140 cv,Sim,,,Sim,Cabrio,Preto,Automática,3,4,,,24 Meses,2,,,Sim,Usados,19 900        EUR,8088090365,30 Julho 2023,Sim,,,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,318,d Auto,Diesel,Maio,2015,85 000 km,1 995 cm3,143 cv,,,,,Sedan,Azul,Automática,4,5,,114 g/km,,,Nacional,Sim,Sim,Usados,22 000        EUR,8089511214,30 Julho 2023,,Metalizado,,Classe 1,,Sim,Sim,"5,50 l/100km",29/05/2024,,Série 3,,,,,Sim,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,1.1 Ti-VCT Business,Gasolina,Agosto,2019,80 000 km,1 084 cm3,85 cv,Sim,,,Sim,Utilitário,Cinzento,Manual,5,5,,,18 Meses,,,,Sim,Usados,15 750        EUR,8087703020,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X1,16 d sDrive Line Sport,Diesel,Setembro,2017,90 000 km,1 496 cm3,116 cv,Sim,,,Sim,SUV / TT,Preto,Manual,5,5,,,18 Meses,,Nacional,Sim,Sim,Usados,27 950        EUR,8088308954,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,Série X,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Micra,1.0 IG-T Tekna,Gasolina,Novembro,2019,40 000 km,999 cm3,100 cv,Sim,,,Sim,Utilitário,Branco,Manual,5,5,,,18 Meses,,Nacional,Sim,Sim,Usados,16 850        EUR,8088678634,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,0.9 TCE Exclusive,Gasolina,Janeiro,2018,45 409 km,898 cm3,90 cv,Sim,,Sim,Sim,Utilitário,Bege,Manual,5,5,,,24 Meses,1,Importado,,Sim,Usados,15 900        EUR,8088836522,30 Julho 2023,Sim,,5,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q2,30 TDI S-line S tronic,Diesel,Junho,2019,130 000 km,1 598 cm3,116 cv,Sim,,,Sim,SUV / TT,Preto,Automática,5,5,,,18 Meses,,,Sim,Sim,Usados,29 950        EUR,8088772482,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra,1.6 CDTI Ecotec Dynamic S/S,Diesel,Outubro,2019,54 518 km,1 598 cm3,110 cv,Sim,Sim,Sim,Sim,Utilitário,Cinzento,Manual,5,5,,125 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,17 990        EUR,8089501913,30 Julho 2023,Sim,Metalizado,6,Classe 1,"156,21 €",,Sim,"5,10 l/100km",28/10/2023,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line,Diesel,Outubro,2016,140 000 km,1 461 cm3,109 cv,Sim,,,Sim,Sedan,Branco,Manual,5,5,,,18 Meses,,Nacional,,Sim,Usados,20 250        EUR,8090016841,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Novembro,2020,80 000 km,999 cm3,100 cv,Sim,,,Sim,Utilitário,Cinzento,Manual,5,5,,,18 Meses,,Nacional,Sim,Sim,Usados,16 950        EUR,8089652527,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V60,2.0 D2 Momentum Geartronic,Diesel,Março,2018,79 000 km,1 969 cm3,120 cv,,,,Sim,Carrinha,Preto,Automática,5,5,,,18 Meses,,,,Sim,Usados,24 990        EUR,8089507847,30 Julho 2023,Sim,,7,Classe 1,,,Sim,,01/03/2024,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,,Diesel,Julho,2019,91 000 km,1 598 cm3,115 cv,,,,Sim,Utilitário,Preto,Manual,5,5,,,18 Meses,,,,Sim,Usados,18 990        EUR,8089507846,30 Julho 2023,Sim,,5,Classe 1,,,Sim,,01/07/2025,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,1.0 Confortline,Gasolina,Dezembro,2020,60 000 km,999 cm3,80 cv,Sim,,,Sim,Utilitário,Cinzento,Manual,5,5,,,18 Meses,,Nacional,Sim,Sim,Usados,16 450        EUR,8089652539,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,1.0 TCe Exclusive,Gasolina,Agosto,2020,28 691 km,999 cm3,100 cv,,,,Sim,SUV / TT,Laranja,Manual,5,5,,,18 Meses,,Nacional,,,Usados,21 850        EUR,8089340880,30 Julho 2023,Sim,Metalizado,,,,,,"6,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,,Diesel,Dezembro,2019,76 000 km,1 499 cm3,130 cv,,,,Sim,SUV / TT,Preto,Manual,5,5,,,18 Meses,,,,Sim,Usados,24 990        EUR,8089941624,30 Julho 2023,Sim,,6,Classe 1,,,Sim,,01/12/2023,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 160,d Urban Aut.,Diesel,Maio,2016,85 730 km,1 461 cm3,90 cv,Sim,,,,Utilitário,Preto,Automática,5,5,,,18 Meses,1,Nacional,,,Usados,21 500        EUR,8088993287,29 Julho 2023,Sim,,,,,,,,,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,d Station Avantgarde,Diesel,Abril,2015,190 000 km,1 598 cm3,160 cv,,,,Sim,Carrinha,Cinzento,Manual,5,5,,,36 Meses,,,,,Usados,18 999        EUR,8090164927,29 Julho 2023,Sim,,6,Classe 1,,Sim,,,,,Classe C,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A1 Sportback,1.4 TDI,Diesel,Agosto,2016,101 100 km,1 422 cm3,90 cv,,,,Sim,Utilitário,Cinzento,Manual,5,5,,,36 Meses,,Nacional,,Sim,Usados,16 750        EUR,8090154673,29 Julho 2023,Sim,,,Classe 1,,,,,,,,,,,,,01/01/0001,,,,StandVirtual,Yes
Profissional,Toyota,C-HR,1.8 HSD Comfort+P.Style,Híbrido (Gasolina),Janeiro,2019,83 423 km,1 798 cm3,122 cv,,,,Sim,SUV / TT,Cinzento,Automática,5,5,,,18 Meses,,,,Sim,Usados,27 700        EUR,8089440879,30 Julho 2023,,Metalizado,6,Classe 1,,,Sim,,01/01/2025,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V60,2.0 D4 Momentum,Diesel,Fevereiro,2017,235 000 km,1 969 cm3,190 cv,Sim,,Sim,Sim,Carrinha,Cinzento,Manual,5,5,,,18 Meses,,Nacional,,Sim,Usados,16 950        EUR,8087166534,30 Julho 2023,Sim,Metalizado,6,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Zafira,,Diesel,Abril,2017,132 000 km,1 598 cm3,134 cv,,,,Sim,Monovolume,Preto,Manual,5,7,,,18 Meses,,,,Sim,Usados,16 990        EUR,8090031771,30 Julho 2023,Sim,,6,Classe 1,,,Sim,,01/04/2025,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,1.5 dCi Zen,Diesel,Março,2019,90 000 km,1 461 cm3,110 cv,Sim,,,Sim,Sedan,Cinzento,Manual,5,5,,,18 Meses,,,,Sim,Usados,18 250        EUR,8089525772,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Insignia Grand Sport,1.6 CDTi Business Edition,Diesel,Dezembro,2018,87 000 km,1 598 cm3,110 cv,,,,Sim,Sedan,Cinzento,Manual,5,5,,,18 Meses,,,,Sim,Usados,17 990        EUR,8089941890,30 Julho 2023,Sim,,6,Classe 1,,,Sim,,01/12/2024,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 Blue dCi Limited,Diesel,Março,2022,28 942 km,1 461 cm3,100 cv,Sim,,,,Sedan,Branco,,5,,,,36 Meses,,Nacional,,,Usados,21 350        EUR,8090072909,30 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,1.5 dCi N-Style,Diesel,Abril,2019,134 000 km,1 461 cm3,115 cv,Sim,,Sim,Sim,SUV / TT,Branco,Manual,5,5,,,18 Meses,1,Nacional,Sim,Sim,Usados,20 700        EUR,8089661989,30 Julho 2023,Sim,Metalizado,6,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,,Diesel,Janeiro,2019,89 000 km,1 499 cm3,120 cv,,,,Sim,Carrinha,Vermelho,Manual,5,5,,,18 Meses,,,,Sim,Usados,16 990        EUR,8090170101,30 Julho 2023,Sim,,6,Classe 1,,,Sim,,01/01/2025,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo,1.3 M-Jet Lounge,Diesel,Junho,2019,53 000 km,1 248 cm3,95 cv,,,,Sim,Utilitário,Cinzento,Manual,5,5,,,18 Meses,,,,Sim,Usados,16 990        EUR,8090170100,30 Julho 2023,Sim,,5,Classe 1,,,Sim,,01/06/2025,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,XE,2.0 D Prestige,Diesel,Outubro,2015,134 000 km,1 999 cm3,180 cv,Sim,,,Sim,Sedan,Verde,Manual,4,5,,,18 Meses,,Nacional,Sim,Sim,Usados,20 850        EUR,8089526373,30 Julho 2023,Sim,Metalizado,6,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,,Diesel,Julho,2019,50 000 km,1 461 cm3,115 cv,,,,Sim,SUV / TT,Preto,Manual,5,5,,,18 Meses,,,,Sim,Usados,23 990        EUR,8090002336,30 Julho 2023,Sim,,6,Classe 1,,,Sim,,01/07/2025,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLS 350,BlueTEC,Diesel,Fevereiro,2015,239 000 km,2 987 cm3,258 cv,Sim,,,Sim,Sedan,Preto,Automática,5,4,Tracção traseira,,18 Meses,1,Nacional,Sim,,Usados,27 900        EUR,8085327358,30 Julho 2023,Sim,Metalizado,9,Classe 1,650 €,,Sim,,,,Classe CLS,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo,1.3 Multijet,Diesel,Março,2021,130 000 km,1 248 cm3,95 cv,,,,Sim,Utilitário,Cinzento,Manual,5,5,,,18 Meses,,,,Sim,Usados,16 990        EUR,8089258913,30 Julho 2023,Sim,,5,Classe 1,,,Sim,,01/03/2025,,,,,,,,,,,,StandVirtual,Yes
Particular,MINI,Countryman,Cooper SE ALL4 Auto,Híbrido (Gasolina),Janeiro,2018,97 000 km,1 499 cm3,224 cv,Sim,,,,Citadino,Cinzento,Automática,5,5,Integral,40 g/km,,1,Nacional,Sim,Sim,Usados,25 150        EUR,8090170096,30 Julho 2023,,Metalizado,6,Classe 1,140 €,,Sim,,29/01/2024,,,,,,,Sim,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Evoque,2.2 SD4 Dynamic,Diesel,Setembro,2012,240 000 km,2 179 cm3,190 cv,Sim,,,Sim,SUV / TT,Prateado,Manual,3,4,,,18 Meses,,,,Sim,Usados,21 900        EUR,8089945493,30 Julho 2023,Sim,,6,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,d Touring ED Advantage,Diesel,Julho,2016,147 000 km,1 995 cm3,163 cv,,,,Sim,Carrinha,Cinzento,Manual,5,5,,,18 Meses,,,,Sim,Usados,19 990        EUR,8089316733,30 Julho 2023,Sim,,6,Classe 1,,,Sim,,01/07/2024,,Série 3,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,d Touring Auto,Diesel,Julho,2016,92 000 km,1 995 cm3,190 cv,,,,Sim,Carrinha,Branco,Automática,5,5,,,18 Meses,,,,Sim,Usados,22 990        EUR,8089232739,30 Julho 2023,Sim,,7,Classe 1,,,Sim,,01/07/2024,,Série 3,,,,,,,,,,StandVirtual,Yes
Profissional,Lexus,IS 300H,Executive,Híbrido (Gasolina),Janeiro,2018,113 375 km,2 494 cm3,223 cv,Sim,,,Sim,Sedan,Azul,Automática,4,5,,,24 Meses,1,Nacional,,Sim,Usados,29 900        EUR,8089714126,30 Julho 2023,Sim,,,Classe 1,,,Sim,,,,IS,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Pack M Auto,Diesel,Janeiro,2013,174 989 km,1 995 cm3,190 cv,Sim,,,Sim,Carrinha,Azul,Automática,5,5,,,24 Meses,1,Nacional,,Sim,Usados,22 900        EUR,8089626303,30 Julho 2023,Sim,,,Classe 1,,,Sim,,,,Série 5,,,,,,,,,,StandVirtual,Yes
Particular,Ford,Focus SW,,Diesel,Setembro,2022,33 000 km,1 499 cm3,120 cv,,,Sim,Sim,Carrinha,Branco,Automática,5,5,,,,1,,Sim,Sim,Usados,27 490        EUR,8089371116,30 Julho 2023,,,,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,1.4 GTE Plug-in,Híbrido (Gasolina),Março,2018,180 235 km,1 395 cm3,204 cv,Sim,,Sim,Sim,Utilitário,Preto,Automática,5,5,,,24 Meses,1,Nacional,,Sim,Usados,26 900        EUR,8089714141,30 Julho 2023,Sim,,,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500C,1.0 Hybrid Dolcevita,Gasolina,Julho,2021,18 750 km,999 cm3,70 cv,,,,Sim,Pequeno citadino,Branco,Manual,2,4,Tracção dianteira,,24 Meses,,,,Sim,Usados,17 990        EUR,8089841825,30 Julho 2023,Sim,Metalizado,,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,XCeed,1.0 T-GDI Tech,Gasolina,Maio,2022,30 737 km,998 cm3,120 cv,,,,Sim,SUV / TT,Azul,Manual,5,5,Tracção dianteira,,36 Meses,,,Sim,Sim,Usados,23 250        EUR,8089842235,30 Julho 2023,Sim,Metalizado,6,Classe 1,,,Sim,,,,,,,,,,01/05/2029,,,,StandVirtual,Yes
Profissional,VW,Golf Variant,,Diesel,Setembro,2016,84 000 km,1 598 cm3,110 cv,,,,Sim,Carrinha,Branco,Manual,5,5,,,18 Meses,,,,Sim,Usados,16 490        EUR,8088546599,30 Julho 2023,Sim,,5,Classe 1,,,Sim,,01/09/2024,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.5 BlueHDi Allure,Diesel,Agosto,2020,110 800 km,1 499 cm3,102 cv,Sim,,,Sim,Citadino,Preto,Manual,5,5,Tracção dianteira,108 g/km,36 Meses,,Importado,,,Usados,18 900        EUR,8090102804,30 Julho 2023,Sim,Metalizado,6,Classe 1,,,Sim,,,,,,,,,,01/01/0001,,,,StandVirtual,Yes
Profissional,BMW,216 Active Tourer,d,Diesel,Abril,2016,143 300 km,1 496 cm3,116 cv,Sim,,,Sim,Monovolume,Vermelho,Manual,5,5,Tracção dianteira,99 g/km,18 Meses,1,,,,Usados,17 990        EUR,8087800206,30 Julho 2023,Sim,Metalizado,6,Classe 1,,Sim,Sim,,,,Série 2,,,,,,,,,,StandVirtual,Yes
Profissional,Skoda,Octavia Break,1.6 TDI Active,Diesel,Junho,2020,50 799 km,1 598 cm3,90 cv,,,,Sim,Carrinha,Preto,Manual,5,5,Tracção dianteira,,24 Meses,,,Sim,Sim,Usados,20 500        EUR,8089841709,30 Julho 2023,Sim,Metalizado,5,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.2 PureTech Allure Pack,Gasolina,Outubro,2020,65 661 km,1 199 cm3,130 cv,,,,Sim,SUV / TT,Cinzento,Manual,5,5,Tracção dianteira,,36 Meses,,,,Sim,Usados,27 250        EUR,8087769491,30 Julho 2023,Sim,Metalizado,,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon ST,,Gasolina,Junho,2017,130 000 km,1 000 cm3,115 cv,,,,Sim,Carrinha,Branco,Manual,5,5,,,18 Meses,,,,Sim,Usados,15 500        EUR,8088546655,30 Julho 2023,Sim,,6,Classe 1,,,Sim,,01/06/2025,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.6 BlueHDi Allure,Diesel,Maio,2017,161 967 km,1 560 cm3,120 cv,Sim,,,Sim,Carrinha,Preto,Manual,5,5,,,18 Meses,,Importado,,Sim,Usados,16 800        EUR,8089851926,30 Julho 2023,Sim,,,,,,,,01/05/2025,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,XE,2.0 D Prestige,Diesel,Julho,2015,98 584 km,1 999 cm3,163 cv,,,,Sim,Sedan,Preto,Manual,4,5,Tracção dianteira,,18 Meses,1,Nacional,,,Usados,20 950        EUR,8089687168,30 Julho 2023,Sim,Metalizado,6,Classe 1,250 €,Sim,Sim,6 l/100km,28/07/2023,4 l/100km,,5 l/100km,,,1 000 km,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 160,Style,Gasolina,Fevereiro,2019,51 206 km,1 332 cm3,109 cv,,,,Sim,Utilitário,Cinzento,Manual,5,5,,,18 Meses,1,Nacional,,Sim,Usados,22 990        EUR,8089817389,30 Julho 2023,Sim,Metalizado,,Classe 1,,,Sim,,,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Clubman,Cooper D Sport Edition Auto,Diesel,Novembro,2021,32 250 km,1 995 cm3,150 cv,Sim,,,,Carrinha,Prateado,Automática,6,5,,,36 Meses,,Nacional,,,Usados,37 500        EUR,8089461876,18 Julho 2023,,,,,,,,,,,,"5,20 l/100km",,,,,29/07/2026,,,,StandVirtual,Yes
Profissional,Audi,Q5,2.0 TDI quattro S-tronic,Diesel,Novembro,2017,171 358 km,1 968 cm3,190 cv,Sim,Sim,Sim,Sim,SUV / TT,Preto,Automática,5,5,,129 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,33 490        EUR,8089550386,29 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,ID.3,Pro Performance,Eléctrico,Maio,2022,5 km,,204 cv,,,Sim,Sim,Utilitário,Branco,Automática,5,,,,36 Meses,,Importado,,,Usados,37 800        EUR,8088417492,29 Julho 2023,Sim,,,,,,,,,,,,,Própria,,,,,,,StandVirtual,Yes
Particular,Jaguar,F-Pace,2.0 i4D R-Sport AWD Aut.,Diesel,Julho,2018,157 000 km,1 999 cm3,180 cv,,,,,SUV / TT,Cinzento,Automática,5,,,,,,,,,Usados,38 000        EUR,8088800727,28 Julho 2023,,,8,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,,Eléctrico,Fevereiro,2019,125 898 km,,480 cv,Sim,,,Sim,Sedan,Cinzento,Automática,4,5,,,24 Meses,,Importado,,,Usados,35 000        EUR,8088576985,30 Julho 2023,Sim,Metalizado,,,,,,,01/02/2025,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.5 BlueHDi Allure EAT8,Diesel,Outubro,2018,59 320 km,1 499 cm3,130 cv,Sim,Sim,,Sim,Monovolume,Branco,Automática,5,7,,,18 Meses,,Nacional,,,Usados,31 990        EUR,8088213945,30 Julho 2023,Sim,,,,,,Sim,"4,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,330,e Corporate Edition Auto,Híbrido (Gasolina),Outubro,2019,74 294 km,1 998 cm3,292 cv,Sim,,Sim,Sim,Sedan,Preto,Automática,4,5,Tracção traseira,30 g/km,18 Meses,,Nacional,,,Usados,32 990        EUR,8089816923,30 Julho 2023,Sim,Metalizado,8,Classe 1,,,Sim,,,,Série 3,,,,66 km,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 90,2.0 D4 R-Design,Diesel,Maio,2017,128 904 km,1 969 cm3,190 cv,Sim,,,Sim,SUV / TT,Cinzento,Automática,5,7,,,24 Meses,,Nacional,,,Usados,42 000        EUR,8090102942,30 Julho 2023,Sim,Metalizado,,Classe 1,,Sim,,,01/05/2025,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Hilux,,Diesel,Junho,2020,79 000 km,2 400 cm3,150 cv,Sim,,,,SUV / TT,Branco,Manual,4,5,,,18 Meses,,Nacional,,,Usados,37 400        EUR,8090102939,30 Julho 2023,,,6,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Pack M Auto,Diesel,Março,2019,73 300 km,1 995 cm3,190 cv,,Sim,,Sim,Carrinha,Preto,Automática,5,5,Tracção traseira,124 g/km,18 Meses,,Nacional,Sim,,Usados,44 900        EUR,8085151091,30 Julho 2023,Sim,Metalizado,8,Classe 1,,,Sim,,,,Série 5,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,,Híbrido (Gasolina),Fevereiro,2022,16 000 km,1 998 cm3,204 cv,,,,Sim,Carrinha,Cinzento,Automática,5,5,,,24 Meses,,Nacional,Sim,,Usados,44 900        EUR,8088861363,30 Julho 2023,Sim,,,,"215,14 €",,Sim,,,,Série 3,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Julho,2021,38 327 km,1 496 cm3,116 cv,,,,Sim,Sedan,Preto,Automática,4,5,,,18 Meses,,Nacional,Sim,,Usados,36 900        EUR,8086180448,30 Julho 2023,Sim,,8,,,Sim,Sim,,,,Série 2,,,,,,,,,,StandVirtual,Yes
Particular,Kia,Niro,,Eléctrico,Novembro,2020,45 000 km,,204 cv,Sim,,,,SUV / TT,Preto,Automática,5,5,,,,2,Importado,Sim,Sim,Usados,32 950        EUR,8090013559,30 Julho 2023,,Metalizado,,Classe 1,,,Sim,,06/11/2024,,,,450 km,Própria,450 km,,06/11/2027,150 000 km,14 kWh/100km,64 kWh,StandVirtual,Yes
Profissional,Tesla,Model 3,Standard RWD Plus,Eléctrico,Março,2020,60 900 km,,238 cv,Sim,,,Sim,Sedan,Branco,Automática,4,5,Tracção traseira,,18 Meses,,Nacional,,,Usados,34 900        EUR,8089640032,30 Julho 2023,,,,,,,Sim,,,,,,,Própria,,,,,,55 kWh,StandVirtual,Yes
Profissional,BMW,520,d Pack M Auto,Diesel,Setembro,2017,141 000 km,1 995 cm3,190 cv,,,,Sim,Carrinha,Branco,Automática,5,,,,36 Meses,2,Importado,Sim,Sim,Usados,35 900        EUR,8090170112,30 Julho 2023,,Metalizado,,,,,Sim,,12/09/2025,,Série 5,,,,,,,,,,StandVirtual,Yes
