Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Potência,Autonomia,Capacidade da bateria,Bateria,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Autonomia Máxima,Condição,Preco,ID Anuncio,Data Anuncio,Link,Cilindrada,Aceita retoma,Possibilidade de financiamento,Tipo de cor,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Não fumador,2º Chave,Valor Fixo,Emissões CO2,Livro de Revisões completo,Consumo Urbano,Consumo Extra Urbano,Registo(s),IVA Discriminado,Inspecção válida até,IUC,Filtro de partículas,Gancho de Reboque,Clássico,Consumo,Consumo Combinado,Sub-modelo,Garantia de Fábrica até,ou até,Site,Portugal,Data
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Outubro,2020,100 000 km,218 cv,,,,Utilitário,Preto,Automática,,5,5,,,Usados,31 500        EUR,8090274415,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PwXX1.html,1 332 cm3,Sim,Sim,Metalizado,,18 Meses,Nacional,Sim,Sim,,,Sim,,,,Sim,01/10/2024,,,,,,,Classe A,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,X3,18 d sDrive Ed. L.Style Auto,Diesel,Agosto,2020,99 824 km,150 cv,,,,SUV / TT,Cinzento,Automática,8,5,5,Tracção traseira,,Usados,39 850        EUR,8089685825,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-18-d-sdrive-ed-l-style-auto-ID8PtuPD.html,1 995 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,,Sim,,,Sim,,,1,Sim,,,,,,,,Série X,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Janeiro,2019,69 800 km,194 cv,,,,Carrinha,Preto,Automática,,5,5,,,Usados,39 000        EUR,8090337165,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8Pveh7.html,1 950 cm3,,,,,24 Meses,Nacional,,,Sim,,,"5,70 l/100km","4,40 l/100km",,,,,,,,,"4,90 l/100km",Classe E,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,420,d Coupe M Sport,Diesel,Janeiro,2018,161 200 km,190 cv,,,,Coupé,Outra,Manual,,2,4,,,Usados,35 900        EUR,8089898101,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-d-coupe-m-sport-ID8Puo3r.html,1 995 cm3,Sim,Sim,,Classe 1,36 Meses,Importado,,Sim,Sim,,,,,,,,,,,,,,Série 4,,,StandVirtual,Yes,2023-09-17
Profissional,MINI,Cabrio,,Gasolina,Fevereiro,2018,99 000 km,231 cv,,,,Cabrio,Preto,Automática,6,2,4,,,Usados,34 750        EUR,8089602007,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-ID8Pt91J.html,1 998 cm3,Sim,Sim,Metalizado,Classe 1,36 Meses,Nacional,Sim,Sim,Sim,,Sim,"7,40 l/100km",,,,,240 €,,,,,7 l/100km,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,318,d Line Sport Auto,Diesel,Março,2021,31 938 km,150 cv,,,,Sedan,Branco,Automática,8,4,5,Tracção traseira,,Usados,40 800        EUR,8090193396,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-line-sport-auto-ID8PwCSg.html,1 995 cm3,Sim,Sim,Pérola,Classe 1,18 Meses,Importado,Sim,Sim,,120 g/km,Sim,,,,Sim,,"235,26 €",,,,,,Série 3,25/03/2024,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,A 160,Style,Gasolina,Janeiro,2023,7 044 km,109 cv,,,,Utilitário,Azul,Manual,,5,5,,,Usados,32 500        EUR,8090586743,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8Pxhcz.html,1 332 cm3,,,,,24 Meses,Nacional,,,Sim,,,,,,,,,,,,,"5,90 l/100km",Classe A,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,e-208,Allure Pack,Eléctrico,Março,2023,6 020 km,136 cv,340 km,,Própria,Citadino,Vermelho,Automática,,5,5,,,Usados,32 500        EUR,8089279918,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-allure-pack-ID8PrNeK.html,,Sim,Sim,,,36 Meses,Nacional,Sim,Sim,,,Sim,,,,,,,,,,"16,90 kWh/100km",,,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Outubro,2017,139 000 km,204 cv,,,,SUV / TT,Cinzento,Automática,,5,5,,,Usados,42 900        EUR,8089710904,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-amg-line-4-matic-ID8PtBm8.html,2 143 cm3,Sim,Sim,Metalizado,,18 Meses,Nacional,Sim,,,129 g/km,Sim,,,1,,,,,,,,,Classe GLC,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,520,d Line Luxury Auto,Diesel,Setembro,2017,99 000 km,190 cv,,,,Carrinha,Azul,Automática,,5,5,,,Usados,32 900        EUR,8089710908,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PtBmc.html,1 995 cm3,Sim,Sim,Metalizado,,18 Meses,Nacional,Sim,,Sim,119 g/km,Sim,,,1,,,,,,,,,Série 5,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Novembro,2020,33 000 km,218 cv,,,,Utilitário,Preto,Automática,,5,5,,,Usados,34 000        EUR,8090521617,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8Px0g9.html,1 332 cm3,,,,,18 Meses,Importado,Sim,Sim,,23 g/km,,,,,,,,,,,,,Classe A,,,StandVirtual,Yes,2023-09-17
Particular,BMW,X4,xDrive35d Aut. M Sport,Diesel,Novembro,2017,168 000 km,313 cv,,,,SUV / TT,Azul,Automática,,5,,,,Usados,33 500        EUR,8090306948,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x4-xdrive35d-aut-m-sport-ID8Pv6pK.html,2 993 cm3,,,Metalizado,,,,,,Sim,,,"6,70 l/100km",,,,,,Sim,,,,,Série X,,,StandVirtual,Yes,2023-09-17
Profissional,Citroën,C5 Aircross,1.6 Hybrid Shine e-EAT8,Híbrido (Gasolina),Março,2023,13 500 km,180 cv,,,,SUV / TT,Azul,Automática,8,5,5,,,Usados,43 000        EUR,8089279912,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-6-hybrid-shine-e-eat8-ID8PrNeE.html,1 598 cm3,Sim,Sim,,,36 Meses,Nacional,Sim,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,MINI,Electric,Cooper SE Premium Resolute Edition,Eléctrico,Abril,2022,14 208 km,184 cv,,,,Utilitário,Verde,Automática,,3,4,,,Usados,36 800        EUR,8090000194,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-premium-resolute-edition-ID8PuOC6.html,,,,,,36 Meses,,,,Sim,,,,,,,,,,,,,,,17/09/2026,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Arkana,1.3 TCe R.S.Line EDC,Gasolina,Julho,2022,18 121 km,140 cv,,,,SUV / TT,Preto,Automática,,5,5,,,Usados,31 500        EUR,8089999725,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-arkana-1-3-tce-r-s-line-edc-ID8PuOux.html,1 332 cm3,,,,,36 Meses,Nacional,,,Sim,,,,,,,,,,,,,"6,10 l/100km",,17/09/2026,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Maio,2021,50 000 km,130 cv,,,,Monovolume,Cinzento,Manual,6,5,5,Tracção dianteira,,Usados,31 990        EUR,8089580691,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8Pt3tW.html,1 499 cm3,Sim,Sim,,Classe 1,36 Meses,Nacional,Sim,Sim,,130 g/km,Sim,"4,40 l/100km","3,60 l/100km",1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,520,d Pack M Auto,Diesel,Agosto,2017,170 000 km,190 cv,,,,Sedan,Branco,Automática,,4,,,,Usados,34 900        EUR,8089944631,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PuA9W.html,1 995 cm3,,,Metalizado,,36 Meses,,,,,,,,,,,,,,,,,,Série 5,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,A 200,Style Aut.,Gasolina,Junho,2022,18 000 km,163 cv,,,,Utilitário,Branco,Automática,7,5,5,Tracção dianteira,,Usados,33 390        EUR,8090034996,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-style-aut-ID8PuXFq.html,1 332 cm3,Sim,Sim,Metalizado,,36 Meses,Nacional,,Sim,Sim,135 g/km,Sim,"6,80 l/100km","4,40 l/100km",,Sim,,,,,,,,Classe A,,,StandVirtual,Yes,2023-09-17
Profissional,Ford,Kuga,1.5 EcoBoost ST-Line,Gasolina,Agosto,2022,24 500 km,150 cv,,,,SUV / TT,Cinzento,Manual,6,5,5,Tracção dianteira,,Usados,33 990        EUR,8090035253,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-kuga-1-5-ecoboost-st-line-ID8PuXJz.html,1 499 cm3,Sim,Sim,Metalizado,,36 Meses,Nacional,,Sim,Sim,149 g/km,Sim,"6,50 l/100km","4,90 l/100km",,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Alfa Romeo,Stelvio,2.0 T Super AT8 Q4,Gasolina,Agosto,2017,62 000 km,280 cv,,,,SUV / TT,Cinzento,Automática,8,5,5,Integral,,Usados,39 500        EUR,8085654590,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-0-t-super-at8-q4-ID8PcA7I.html,1 995 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,161 g/km,Sim,10 l/100km,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Maio,2022,30 000 km,130 cv,,,,SUV / TT,Preto,Manual,6,5,5,Tracção dianteira,,Usados,34 450        EUR,8089580833,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8Pt3vd.html,1 499 cm3,Sim,Sim,,Classe 1,36 Meses,Nacional,Sim,Sim,,130 g/km,Sim,"4,40 l/100km","3,60 l/100km",1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Volvo,V60,2.0 D4 Inscription Geartronic,Diesel,Abril,2019,99 750 km,190 cv,,,,Carrinha,Cinzento,Automática,8,5,5,Tracção dianteira,,Usados,34 750        EUR,8089717694,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d4-inscription-geartronic-ID8PtD7E.html,1 969 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,146 g/km,Sim,"5,40 l/100km","4,20 l/100km",1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,3008,1.5 BlueHDi GT EAT8,Diesel,Março,2023,11 000 km,130 cv,,,,SUV / TT,Preto,Automática,6,5,5,,,Usados,42 990        EUR,8089280025,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-eat8-ID8PrNgt.html,1 499 cm3,Sim,Sim,,,36 Meses,Nacional,Sim,Sim,,,Sim,"4,10 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Julho,2019,49 983 km,130 cv,,,,SUV / TT,Cinzento,Automática,8,5,5,Tracção dianteira,,Usados,30 990        EUR,8090610126,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-eat8-ID8PxnhI.html,1 499 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,,Sim,Sim,,,,"4,40 l/100km","3,90 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Land Rover,Range Rover Evoque,2.2 SD4 Dynamic Auto,Diesel,Maio,2014,92 000 km,190 cv,,,,SUV / TT,Verde,Automática,,5,5,,,Usados,32 500        EUR,8090294106,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-2-sd4-dynamic-auto-ID8Pv34C.html,2 179 cm3,Sim,Sim,Metalizado,,18 Meses,Nacional,Sim,Sim,Sim,159 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,e-208,GT Pack,Eléctrico,Junho,2021,14 900 km,136 cv,,,Própria,Citadino,Cinzento,Automática,,5,5,Tracção dianteira,,Usados,34 950        EUR,8087408885,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-gt-pack-ID8PjVuN.html,,Sim,Sim,Metalizado,,18 Meses,Importado,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Ford,Kuga,1.5 EcoBoost Titanium,Gasolina,Dezembro,2022,25 000 km,120 cv,,,,SUV / TT,Cinzento,Manual,,5,5,,,Usados,30 900        EUR,8090309036,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-kuga-1-5-ecoboost-titanium-ID8Pv6Xq.html,1 499 cm3,Sim,,,,18 Meses,Importado,Sim,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Golf,2.0 TSI GTI DSG Performance,Gasolina,Janeiro,2019,29 924 km,245 cv,,,,Citadino,Branco,Automática,7,5,5,Tracção dianteira,,Usados,33 990        EUR,8090610162,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-dsg-performance-ID8Pxnii.html,1 984 cm3,Sim,Sim,Metalizado,,18 Meses,Importado,Sim,Sim,,,Sim,"8,60 l/100km","5,30 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Tiguan Allspace,2.0 TDI Confortline DSG,Diesel,Julho,2019,95 282 km,150 cv,,,,SUV / TT,Verde,Automática,7,5,7,Tracção dianteira,,Usados,34 500        EUR,8090331374,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-tiguan-allspace-2-0-tdi-confortline-dsg-ID8PvcLI.html,1 968 cm3,Sim,Sim,Metalizado,,18 Meses,Nacional,,Sim,Sim,150 g/km,,"5,40 l/100km","4,70 l/100km",1,Sim,09/07/2025,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Porsche,Cayenne,S Hybrid,Híbrido (Gasolina),Novembro,2010,151 000 km,333 cv,,,,SUV / TT,Cinzento,Automática,8,5,5,Integral,,Usados,31 990        EUR,8090588736,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-s-hybrid-ID8PxhII.html,2 995 cm3,Sim,Sim,Metalizado,,18 Meses,Nacional,Sim,Sim,,,Sim,"8,70 l/100km","7,90 l/100km",,,01/11/2024,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Passat Variant,1.4 TSI GTE Plug-in,Híbrido (Gasolina),Junho,2021,30 995 km,218 cv,,,,Carrinha,Branco,Automática,,5,5,,,Usados,37 590        EUR,8089640063,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-4-tsi-gte-plug-in-ID8PtiWx.html,1 395 cm3,,,,,36 Meses,Nacional,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,GLC 220,d 4Matic,Diesel,Outubro,2017,142 814 km,194 cv,,,,SUV / TT,Cinzento,Automática,9,5,5,Integral,,Usados,37 350        EUR,8088720237,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-220-d-4matic-ID8PprDD.html,1 950 cm3,Sim,Sim,Metalizado,Classe 1,36 Meses,Importado,Sim,Sim,Sim,129 g/km,Sim,"5,90 l/100km",,1,Sim,,250 €,Sim,,,,,Classe GLC,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack EAT8,Diesel,Janeiro,2021,88 000 km,130 cv,,,,SUV / TT,Cinzento,Automática,8,5,7,Tracção dianteira,,Usados,30 990        EUR,8090584007,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-eat8-ID8Pxgur.html,1 499 cm3,,,Metalizado,Classe 1,18 Meses,,Sim,Sim,,147 g/km,,"4,50 l/100km","3,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Cupra,Ateca,2.0 TSI 4Drive DSG Limited Edition,Gasolina,Julho,2021,49 000 km,300 cv,,,,SUV / TT,Cinzento,Automática,7,5,5,Integral,,Usados,42 000        EUR,8090482226,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-ateca-2-0-tsi-4drive-dsg-limited-edition-ID8PvQ0O.html,1 984 cm3,,Sim,,Classe 1,,Nacional,Sim,Sim,,,Sim,"8,90 l/100km",,,,,,Sim,,,,,,01/03/2025,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,CLA 250,e Shooting Brake AMG Line,Híbrido (Gasolina),Abril,2021,46 000 km,218 cv,,,,Carrinha,Preto,Automática,8,5,5,Integral,,Usados,42 899        EUR,8090611402,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-250-e-shooting-brake-amg-line-ID8PxnCi.html,1 332 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Importado,Sim,Sim,,29 g/km,Sim,,,1,Sim,15/04/2025,"138,51 €",,,,,,Classe CLA,,,StandVirtual,Yes,2023-09-17
Profissional,Cupra,Formentor,1.5 TSI Base DSG,Gasolina,Setembro,2022,5 964 km,150 cv,,,,SUV / TT,Preto,Automática,7,5,5,Tracção dianteira,,Usados,35 650        EUR,8089944954,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-base-dsg-ID8PuAf8.html,1 498 cm3,,,Metalizado,,18 Meses,,,,,151 g/km,,"6,50 l/100km",5 l/100km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,E 220,D AMG,Diesel,Dezembro,2016,117 078 km,194 cv,,,,Sedan,Cinzento,Automática,,5,,,,Usados,39 500        EUR,8089257955,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-ID8PrHvw.html,1 950 cm3,,,,,18 Meses,Nacional,,,,112 g/km,,"6,10 l/100km",,,,,,,,,,,Classe E,,,StandVirtual,Yes,2023-09-17
Profissional,MINI,Countryman,Cooper S E ALL4 Auto,Híbrido (Gasolina),Abril,2020,120 000 km,224 cv,,,,SUV / TT,Verde,Automática,6,5,5,Integral,,Usados,31 490        EUR,8090507533,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-s-e-all4-auto-ID8PvVAZ.html,1 499 cm3,Sim,Sim,Metalizado,,18 Meses,Nacional,,Sim,,40 g/km,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Jaguar,XJ,3.0 D V6 LWB Premium Luxury,Diesel,Maio,2010,120 000 km,275 cv,,,,Sedan,Preto,Automática,,4,4,,,Usados,34 700        EUR,8090294464,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xj-3-0-d-v6-lwb-premium-luxury-ID8Pv3ao.html,2 993 cm3,,,Pérola,,,,,,,,,"8,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Setembro,2019,97 495 km,194 cv,,,,Carrinha,Preto,Automática,,5,5,,,Usados,37 500        EUR,8089077183,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8PqVuP.html,1 950 cm3,,Sim,,,18 Meses,Nacional,,,Sim,,,"5,50 l/100km",,,,,,,,,,,Classe C,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Zoe,Limited 50,Eléctrico,Abril,2022,16 419 km,109 cv,395 km,,,Pequeno citadino,Cinzento,Automática,,5,,,,Usados,31 500        EUR,8089077227,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-limited-50-ID8PqVwx.html,,,Sim,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,"17,30 kWh/100km",,,21/04/2025,,StandVirtual,Yes,2023-09-17
Particular,Jaguar,F-Pace,2.0 i4D Portfolio AWD Aut.,Diesel,Agosto,2016,85 800 km,180 cv,,,,SUV / TT,Verde,Automática,8,5,5,Integral,600 km,Usados,33 000        EUR,8090482213,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-2-0-i4d-portfolio-awd-aut-ID8PvQ0B.html,1 999 cm3,,,Metalizado,Classe 1,,Nacional,,Sim,,179 g/km,,,,1,,09/08/2024,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Land Rover,Range Rover Evoque,2.0 D150 AWD SE Auto,Diesel,Outubro,2019,57 000 km,150 cv,,,,SUV / TT,Cinzento,Automática,,5,5,,,Usados,44 990        EUR,8090492039,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-d150-awd-se-auto-ID8PvSz5.html,1 999 cm3,Sim,Sim,,Classe 1,18 Meses,Nacional,,Sim,Sim,,Sim,,,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,VW,ID.4,Pro Performance,Eléctrico,Maio,2021,29 000 km,204 cv,,,,SUV / TT,Branco,Automática,,5,5,,,Usados,44 990        EUR,8089635010,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-id-4-pro-performance-ID8PthC2.html,,Sim,Sim,,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,MINI,Cabrio,One,Gasolina,Junho,2021,42 075 km,102 cv,,,,Cabrio,Cinzento,Manual,,2,,,,Usados,30 900        EUR,8090524363,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-one-ID8Px0Yr.html,1 499 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,X2,16 d sDrive Auto Advantage,Diesel,Junho,2019,59 614 km,116 cv,,,,SUV / TT,Cinzento,Automática,,5,,,,Usados,33 900        EUR,8090524361,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-advantage-ID8Px0Yp.html,1 496 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série X,,,StandVirtual,Yes,2023-09-17
Profissional,Jeep,Compass,1.3 T 80º Aniversário DCT,Gasolina,Junho,2021,29 055 km,150 cv,,,,SUV / TT,Branco,Automática,,5,5,,,Usados,36 600        EUR,8090153781,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-3-t-80-aniversrio-dct-ID8Pwszj.html,1 332 cm3,,,,,36 Meses,Nacional,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,MINI,Cabrio,Cooper Auto,Gasolina,Fevereiro,2022,15 239 km,136 cv,,,,Utilitário,Azul,Automática,,2,4,,,Usados,38 600        EUR,8090464274,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-auto-ID8PvLlg.html,1 499 cm3,,,,,36 Meses,Nacional,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,520,d Pack M Auto,Diesel,Fevereiro,2018,100 250 km,190 cv,,,,Carrinha,Preto,Automática,,5,,,,Usados,37 490        EUR,8090524356,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8Px0Yk.html,1 995 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 5,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,X1,18 d sDrive Auto Advantage,Diesel,Janeiro,2019,78 927 km,150 cv,,,,SUV / TT,Azul,Automática,,5,,,,Usados,33 490        EUR,8090524354,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-18-d-sdrive-auto-advantage-ID8Px0Yi.html,1 995 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série X,,,StandVirtual,Yes,2023-09-17
Profissional,Jeep,Renegade,1.3 TG 4Xe Limited,Híbrido (Gasolina),Junho,2022,6 241 km,190 cv,,,,Utilitário,Cinzento,Automática,,5,5,,,Usados,38 900        EUR,8090464294,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-3-tg-4xe-limited-ID8PvLlA.html,1 332 cm3,,,,,36 Meses,Nacional,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,MINI,Countryman,One D Classic Auto,Diesel,Novembro,2021,61 257 km,116 cv,,,,Citadino,Preto,Automática,,5,,,,Usados,34 990        EUR,8090524349,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-one-d-classic-auto-ID8Px0Yd.html,1 496 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,MINI,Electric,Cooper SE,Eléctrico,Junho,2021,18 421 km,184 cv,,,,Citadino,Cinzento,Automática,,3,,,,Usados,32 990        EUR,8090524348,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-ID8Px0Yc.html,,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,A 180 Limousine,d AMG Line Aut.,Diesel,Junho,2019,119 000 km,116 cv,,,,Sedan,Cinzento,Automática,9,4,5,Tracção dianteira,,Usados,30 990        EUR,8089300486,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-amg-line-aut-ID8PrSAu.html,1 461 cm3,,,Metalizado,Classe 1,18 Meses,,Sim,Sim,,,Sim,"4,70 l/100km",,,,,,,,,,,Classe A,,,StandVirtual,Yes,2023-09-17
Particular,BMW,116,d Pack M Auto,Diesel,Junho,2021,11 500 km,116 cv,,,,Utilitário,Azul,Automática,7,5,5,Tracção dianteira,800 km,Usados,33 900        EUR,8089936573,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8Puy3X.html,1 496 cm3,,,Metalizado,Classe 1,,Nacional,Sim,Sim,,125 g/km,Sim,,,1,,,154 €,,,,,,Série 1,07/07/2024,100 000 km,StandVirtual,Yes,2023-09-17
Profissional,BMW,320,d Line Sport Auto,Diesel,Agosto,2019,91 170 km,190 cv,,,,Sedan,Cinzento,Automática,,4,,,,Usados,34 990        EUR,8090524345,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-line-sport-auto-ID8Px0Y9.html,1 995 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 3,,,StandVirtual,Yes,2023-09-17
