Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Potência,Autonomia,Capacidade da bateria,Bateria,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Autonomia Máxima,Condição,Preco,ID Anuncio,Data Anuncio,Link,Cilindrada,Aceita retoma,Possibilidade de financiamento,Tipo de cor,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Não fumador,2º Chave,Valor Fixo,Emissões CO2,Livro de Revisões completo,Consumo Urbano,Consumo Extra Urbano,Registo(s),IVA Discriminado,Inspecção válida até,IUC,Filtro de partículas,Gancho de Reboque,Clássico,Consumo,Consumo Combinado,Sub-modelo,Garantia de Fábrica até,ou até,Site,Portugal,Data
Particular,VW,Golf,1.4 TSI GTE+ DSG,Híbrido (Gasolina),Março,2021,16 500 km,245 cv,,,,Utilitário,Preto,Automática,6,5,5,Tracção dianteira,,Usados,33 500        EUR,8089861008,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-4-tsi-gte-dsg-ID8Puepa.html,1 395 cm3,Sim,Sim,Metalizado,Classe 1,,,Sim,Sim,Sim,27 g/km,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Jaguar,XE,2.0 D R-Sport Aut.,Diesel,Março,2018,59 587 km,180 cv,,,,Sedan,Branco,Automática,8,4,5,Tracção traseira,,Usados,32 990        EUR,8089603605,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xe-2-0-d-r-sport-aut-ID8Pt9rw.html,1 999 cm3,Sim,Sim,,Classe 1,18 Meses,Nacional,,Sim,Sim,154 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,MINI,Clubman,Cooper SD Auto,Diesel,Março,2021,17 122 km,190 cv,,,,Carrinha,Azul,Automática,8,6,5,,,Usados,37 990        EUR,8088073015,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-sd-auto-ID8PmJgz.html,1 995 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,,Sim,Sim,,,,,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,X3,20 d xDrive,Diesel,Dezembro,2018,81 301 km,190 cv,,,,SUV / TT,Outra,Automática,,5,,,,Usados,41 490        EUR,8090524338,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-ID8Px0Y2.html,1 995 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série X,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,X1,16 d sDrive Auto,Diesel,Fevereiro,2021,53 876 km,116 cv,,,,SUV / TT,Cinzento,Automática,,5,,,,Usados,36 900        EUR,8090524336,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-auto-ID8Px0Y0.html,1 496 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série X,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,X1,16 d sDrive Auto,Diesel,Fevereiro,2021,62 246 km,116 cv,,,,SUV / TT,Cinzento,Automática,,5,,,,Usados,34 900        EUR,8090524333,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-auto-ID8Px0XX.html,1 496 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série X,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,530,e iPerformance,Híbrido (Gasolina),Julho,2017,91 225 km,252 cv,,,,Sedan,Preto,Automática,,4,,,,Usados,32 900        EUR,8090524327,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-ID8Px0XR.html,1 998 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 5,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Arteon,2.0 TDI Elegance DSG,Diesel,Junho,2020,70 000 km,150 cv,,,,Coupé,Preto,Automática,,4,5,,,Usados,33 290        EUR,8090086524,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-elegance-dsg-ID8Pwb4v.html,1 968 cm3,,,,,36 Meses,Nacional,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Golf,2.0 TSI GTI DSG Performance,Gasolina,Setembro,2019,63 000 km,245 cv,,,,Utilitário,Vermelho,Automática,7,5,5,Tracção dianteira,,Usados,34 950        EUR,8089636155,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-dsg-performance-ID8PthUw.html,1 984 cm3,Sim,Sim,Metalizado,,18 Meses,,Sim,Sim,Sim,144 g/km,Sim,"8,20 l/100km","5,20 l/100km",1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Mercedes-Benz,E 220,D AMG,Diesel,Novembro,2017,103 000 km,194 cv,,,,Carrinha,Cinzento,Automática,9,5,5,Tracção traseira,,Usados,32 500        EUR,8090608669,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-ID8PxmUd.html,1 950 cm3,,,,,,Nacional,Sim,Sim,,135 g/km,Sim,"6,10 l/100km","4,50 l/100km",,,,,,,,,,Classe E,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Tiguan Allspace,2.0 TDI Life DSG,Diesel,Janeiro,2022,15 151 km,150 cv,,,,SUV / TT,Azul,Automática,,5,7,,,Usados,42 500        EUR,8090585623,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-tiguan-allspace-2-0-tdi-life-dsg-ID8PxgUw.html,1 968 cm3,,,,,36 Meses,Nacional,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,520,d Line Luxury Auto,Diesel,Novembro,2019,135 280 km,190 cv,,,,Carrinha,Cinzento,Automática,8,5,5,,,Usados,34 990        EUR,8089608724,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PtaM4.html,1 995 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,155 g/km,Sim,,,1,Sim,27/11/2025,"271,56 €",,,,,,Série 5,,,StandVirtual,Yes,2023-09-17
Profissional,MINI,Cabrio,One,Gasolina,Junho,2021,41 806 km,102 cv,,,,Cabrio,Cinzento,Manual,,2,,,,Usados,30 900        EUR,8090524326,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-one-ID8Px0XQ.html,1 499 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,116,d Auto,Diesel,Maio,2021,38 410 km,116 cv,,,,Citadino,Cinzento,Automática,,5,,,,Usados,30 490        EUR,8090524325,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-auto-ID8Px0XP.html,1 496 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 1,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,116,d Pack M Auto,Diesel,Maio,2021,85 168 km,116 cv,,,,Citadino,Preto,Automática,,5,,,,Usados,32 900        EUR,8090524324,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8Px0XO.html,1 496 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 1,,,StandVirtual,Yes,2023-09-17
Particular,Mercedes-Benz,C 220,d Aut.,Diesel,Outubro,2017,79 000 km,170 cv,,,,Coupé,Cinzento,Automática,9,3,4,Tracção traseira,,Usados,38 900        EUR,8090009169,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-aut-ID8PuQVR.html,2 143 cm3,,,Metalizado,Classe 1,,Nacional,,Sim,Sim,106 g/km,Sim,"4,70 l/100km","3,70 l/100km",1,,,,,,,,,Classe C,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,418 Gran Coupé,d Advantage Auto,Diesel,Fevereiro,2020,72 722 km,150 cv,,,,Citadino,Preto,Automática,,5,,,,Usados,36 990        EUR,8090524323,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-advantage-auto-ID8Px0XN.html,1 995 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 4,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,530,e iPerformance Pack M,Híbrido (Gasolina),Abril,2019,43 850 km,252 cv,,,,Sedan,Preto,Automática,,4,,,,Usados,41 990        EUR,8090524311,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8Px0XB.html,1 998 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 5,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,530,e iPerformance Pack M,Híbrido (Gasolina),Março,2019,100 281 km,252 cv,,,,Sedan,Preto,Automática,,4,,,,Usados,38 990        EUR,8090524289,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8Px0Xf.html,1 998 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 5,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack,Diesel,Maio,2021,39 914 km,130 cv,,,,Monovolume,Branco,Manual,6,5,7,Tracção dianteira,,Usados,35 990        EUR,8089580128,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-ID8Pt3kQ.html,1 499 cm3,Sim,Sim,Pérola,Classe 1,36 Meses,Nacional,Sim,Sim,,134 g/km,Sim,"4,60 l/100km","3,70 l/100km",1,Sim,,15 412 €,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,525,d Pack M Auto,Diesel,Setembro,2017,14 228 km,231 cv,,,,Sedan,Preto,Automática,8,4,5,,,Usados,39 990        EUR,8087526999,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-525-d-pack-m-auto-ID8PkrdR.html,1 995 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,,Sim,Sim,,,,,,,,,,,,,,Série 5,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,520,d Line Luxury Auto,Diesel,Outubro,2019,62 524 km,190 cv,,,,Carrinha,Preto,Automática,,5,,,,Usados,44 990        EUR,8090524267,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8Px0VT.html,1 995 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 5,,,StandVirtual,Yes,2023-09-17
Particular,Hyundai,i30 N,2.0 T-GDi Pack Performance,Gasolina,Outubro,2021,26 000 km,280 cv,,,,Utilitário,Vermelho,Manual,6,5,5,Tracção dianteira,,Usados,42 000        EUR,8090144213,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i30-n-2-0-t-gdi-pack-performance-ID8Pwq4Z.html,1 998 cm3,,,Metalizado,Classe 1,,Nacional,,Sim,,182 g/km,Sim,,,1,,31/10/2025,,,,,,,,31/10/2028,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,B 180,d Progressive,Diesel,Outubro,2020,33 024 km,116 cv,,,,Monovolume,Cinzento,Manual,6,5,5,Tracção dianteira,,Usados,32 990        EUR,8086676762,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-progressive-ID8PgS2m.html,1 461 cm3,Sim,Sim,Metalizado,Classe 1,36 Meses,Importado,Sim,Sim,Sim,115 g/km,Sim,,,1,Sim,,145 €,Sim,,,,,Classe B,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,X1,25 e xDrive,Híbrido (Gasolina),Novembro,2021,20 974 km,220 cv,,,,SUV / TT,Preto,Automática,,5,,,,Usados,39 450        EUR,8090524241,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-25-e-xdrive-ID8Px0Vt.html,1 499 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série X,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,X1,16 d sDrive Auto,Diesel,Fevereiro,2020,59 801 km,116 cv,,,,SUV / TT,Preto,Automática,,5,,,,Usados,35 990        EUR,8090524232,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-auto-ID8Px0Vk.html,1 496 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série X,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,E 200,d Avantgarde+,Diesel,Julho,2017,123 254 km,150 cv,,,,Carrinha,Cinzento,Automática,9,5,5,Tracção traseira,,Usados,32 890        EUR,8087789164,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-200-d-avantgarde-ID8Plxqk.html,1 950 cm3,Sim,Sim,Metalizado,Classe 1,36 Meses,Importado,Sim,Sim,Sim,112 g/km,Sim,"4,50 l/100km",,1,Sim,,,Sim,,,,,Classe E,,,StandVirtual,Yes,2023-09-17
Particular,Mercedes-Benz,E 220,D Avantgarde 4-Matic,Diesel,Julho,2017,130 000 km,194 cv,,,,Sedan,Cinzento,Automática,9,4,5,Integral,,Usados,34 500        EUR,8090535413,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-4-matic-ID8Px3QF.html,1 950 cm3,,,Metalizado,,,,Sim,Sim,,135 g/km,,"5,40 l/100km","4,20 l/100km",1,,,,,,,,,Classe E,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,X1,18 d sDrive Auto xLine,Diesel,Fevereiro,2018,57 050 km,150 cv,,,,SUV / TT,Cinzento,Automática,,5,,,,Usados,33 490        EUR,8090524193,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-18-d-sdrive-auto-xline-ID8Px0WH.html,1 995 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série X,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,520,d Line Luxury Auto,Diesel,Março,2018,93 815 km,190 cv,,,,Carrinha,Cinzento,Automática,,5,,,,Usados,34 900        EUR,8090524160,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8Px0Wa.html,1 995 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 5,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Abril,2019,94 226 km,204 cv,,,,SUV / TT,Cinzento,Automática,9,5,5,Integral,,Usados,44 990        EUR,8088329582,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-amg-line-4-matic-ID8PnO0K.html,2 143 cm3,Sim,Sim,Metalizado,,18 Meses,Nacional,,Sim,Sim,,,7 l/100km,,,,,,Sim,,,,,Classe GLC,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Agosto,2020,62 596 km,116 cv,,,,Carrinha,Cinzento,Automática,7,5,5,Tracção dianteira,,Usados,36 490        EUR,8090137449,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PwojT.html,1 461 cm3,Sim,Sim,,Classe 1,18 Meses,,,Sim,Sim,125 g/km,,,,,,,,,,,,,Classe CLA,,,StandVirtual,Yes,2023-09-17
Profissional,Cupra,Formentor,1.5 TSI Base DSG,Gasolina,Abril,2023,8 709 km,150 cv,,,,SUV / TT,Branco,Automática,7,5,5,Tracção dianteira,,Usados,36 980        EUR,8090609481,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-base-dsg-ID8Pxn7j.html,1 498 cm3,,,,,36 Meses,Nacional,,,,151 g/km,,"6,50 l/100km",5 l/100km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,520,d Auto,Diesel,Novembro,2017,92 883 km,190 cv,,,,Carrinha,Azul,Automática,,5,,,,Usados,33 900        EUR,8090524149,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8Px0UZ.html,1 995 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 5,,,StandVirtual,Yes,2023-09-17
Profissional,MINI,Cabrio,One,Gasolina,Abril,2021,8 241 km,102 cv,,,,Cabrio,Cinzento,Manual,,2,,,,Usados,31 900        EUR,8090524146,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-one-ID8Px0UV.html,1 499 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,VW,Golf,1.4 TSI GTE+ DSG,Híbrido (Gasolina),Março,2021,25 000 km,245 cv,,,,Utilitário,Branco,Automática,6,5,5,Tracção dianteira,60 km,Usados,31 900        EUR,8090596549,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-4-tsi-gte-dsg-ID8PxjKJ.html,1 395 cm3,,,Metalizado,Classe 1,,Importado,Sim,Sim,,27 g/km,Sim,,,2,,,,,,,,,,14/03/2024,100 000 km,StandVirtual,Yes,2023-09-17
Profissional,Audi,S3 Limousine,2.0 TFSi quattro S tronic,Gasolina,Dezembro,2016,155 000 km,300 cv,,,,Utilitário,Preto,Automática,,4,5,,,Usados,33 500        EUR,8089444217,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-s3-limousine-2-0-tfsi-quattro-s-tronic-ID8PstYJ.html,1 984 cm3,,Sim,Metalizado,,18 Meses,,Sim,,Sim,,,"8,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Citroën,e-C4,Feel Pack,Eléctrico,Julho,2022,35 000 km,136 cv,350 km,,,SUV / TT,Cinzento,Automática,,5,5,Tracção dianteira,,Usados,34 990        EUR,8090056232,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-e-c4-feel-pack-ID8Pw3bV.html,,Sim,Sim,Metalizado,Classe 1,36 Meses,Nacional,Sim,Sim,,,,"5,90 l/100km",,1,,,,,,,"16,60 kWh/100km",,,,,StandVirtual,Yes,2023-09-17
Particular,Tesla,Model 3,Long Range AWD Dual Motor Performance,Eléctrico,Janeiro,2022,9 500 km,512 cv,550 km,,,Sedan,Branco,Automática,,4,5,Integral,,Usados,43 500        EUR,8090539577,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-awd-dual-motor-performance-ID8Px4WP.html,,,,Pérola,Classe 1,,Importado,Sim,Sim,,,Sim,,,,,,,,,,,,,01/09/2025,,StandVirtual,Yes,2023-09-17
Particular,Mercedes-Benz,CLS 250,Shooting Brake (BlueTEC) d 9G-TRONIC,Diesel,Setembro,2016,188 000 km,204 cv,,,,Carrinha,Preto,Automática,9,5,5,Tracção traseira,1 000 km,Usados,30 500        EUR,8090573719,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cls-250-shooting-brake-bluetec-d-9g-tronic-ID8PxdOw.html,2 143 cm3,,,Metalizado,,,,,,,128 g/km,,"5,70 l/100km","4,40 l/100km",,,,270 €,Sim,,,,,Classe CLS,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,E 220,D AMG Line,Diesel,Outubro,2018,24 000 km,194 cv,,,,Sedan,Cinzento,Automática,9,4,5,Tracção traseira,,Usados,39 900        EUR,8090410941,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8Pvxt3.html,1 950 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,138 g/km,Sim,"5,70 l/100km","4,10 l/100km",1,,,,,,,,,Classe E,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,320,d Line Sport Auto,Diesel,Junho,2019,135 721 km,190 cv,,,,Sedan,Cinzento,Automática,,4,,,,Usados,32 900        EUR,8090524137,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-line-sport-auto-ID8Px0UN.html,1 995 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 3,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Maio,2021,40 395 km,116 cv,,,,Carrinha,Preto,Automática,9,5,5,Tracção dianteira,,Usados,36 890        EUR,8088806038,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PpNXv.html,1 950 cm3,Sim,Sim,Metalizado,Classe 1,36 Meses,Importado,Sim,Sim,Sim,136 g/km,Sim,"5,50 l/100km",,1,,,,Sim,,,,,Classe CLA,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,116,d Auto,Diesel,Agosto,2022,12 537 km,116 cv,,,,Citadino,Preto,Automática,,5,,,,Usados,31 490        EUR,8090524128,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-auto-ID8Px0UE.html,1 496 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 1,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,C 220,d Station 9G-TRONIC Avantgarde,Diesel,Abril,2019,81 041 km,194 cv,,,,Carrinha,Cinzento,Automática,9,5,5,Tracção traseira,,Usados,32 990        EUR,8089987959,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-station-9g-tronic-avantgarde-ID8PuLqL.html,1 950 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,,Sim,Sim,Sim,118 g/km,,"5,20 l/100km",4 l/100km,1,,29/04/2025,"235,26 €",Sim,,,,,Classe C,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,116,d Advantage Auto,Diesel,Julho,2022,16 095 km,116 cv,,,,Citadino,Preto,Automática,,5,,,,Usados,31 490        EUR,8090524121,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-auto-ID8Px0Ux.html,1 496 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 1,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,418 Gran Coupé,d Line Sport Auto,Diesel,Junho,2019,70 190 km,150 cv,,,,Citadino,Cinzento,Automática,,5,,,,Usados,33 900        EUR,8090524117,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-line-sport-auto-ID8Px0Ut.html,1 995 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 4,,,StandVirtual,Yes,2023-09-17
Particular,Mercedes-Benz,A 180 Limousine,d Style Aut.,Diesel,Agosto,2020,46 000 km,116 cv,,,,Sedan,Preto,Automática,7,4,5,Tracção dianteira,,Usados,30 990        EUR,8090258547,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-style-aut-ID8PwTP5.html,1 461 cm3,,,,,,,,,,116 g/km,,"4,20 l/100km","3,60 l/100km",,,,,,,,,,Classe A,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,X1,16 d sDrive Advantage Auto,Diesel,Maio,2022,28 318 km,116 cv,,,,SUV / TT,Preto,Automática,,5,,,,Usados,41 900        EUR,8090524101,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-advantage-auto-ID8Px0Ud.html,1 496 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série X,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,116,i Advantage,Gasolina,Abril,2022,22 150 km,109 cv,,,,Citadino,Preto,Manual,,5,,,,Usados,31 490        EUR,8090524098,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-i-advantage-ID8Px0Ua.html,1 499 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 1,,,StandVirtual,Yes,2023-09-17
Particular,Mercedes-Benz,A 180 Limousine,d AMG Line Aut.,Diesel,Janeiro,2020,50 000 km,116 cv,,,,Sedan,Branco,Automática,,4,,,,Usados,35 900        EUR,8090488902,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-amg-line-aut-ID8PvRKu.html,1 461 cm3,,,,,,,,,,,,"4,70 l/100km",,,,,,,,,,,Classe A,,,StandVirtual,Yes,2023-09-17
Profissional,MINI,Electric,Cooper SE,Eléctrico,Outubro,2021,19 630 km,184 cv,230 km,,,Utilitário,Vermelho,Automática,,3,4,,,Usados,32 500        EUR,8088193501,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-ID8PneBT.html,,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,,Sim,Sim,,,,,1,Sim,,,,,,"15,50 kWh/100km",,,,,StandVirtual,Yes,2023-09-17
Particular,Ford,Mustang,2.3i EcoBoost Aut.,Gasolina,Maio,2015,52 180 km,314 cv,,,,Coupé,Preto,Automática,6,2,4,Tracção traseira,,Usados,45 000        EUR,8089832713,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-mustang-2-3i-ecoboost-aut-ID8Pu72N.html,2 261 cm3,,,Metalizado,Classe 1,,Importado,Sim,Sim,,,,"14,10 l/100km",,2,,27/05/2024,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,530,e iPerformance Line Luxury,Híbrido (Gasolina),Janeiro,2019,89 885 km,252 cv,,,,Sedan,Azul,Automática,,4,,,,Usados,40 900        EUR,8090524022,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-line-luxury-ID8Px0SV.html,1 998 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série 5,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,X1,16 d sDrive Auto,Diesel,Junho,2021,42 173 km,116 cv,,,,SUV / TT,Preto,Automática,,5,,,,Usados,34 900        EUR,8090524018,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-auto-ID8Px0SS.html,1 496 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,Série X,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,3008,1.6 Hybrid4 Allure e-EAT8,Híbrido (Gasolina),Fevereiro,2021,55 800 km,300 cv,,,,SUV / TT,Branco,Automática,,5,,,,Usados,40 250        EUR,8090535281,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-hybrid4-allure-e-eat8-ID8Px3Ox.html,1 598 cm3,,,Metalizado,,36 Meses,Nacional,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Citroën,Grand C4 Spacetourer,,Diesel,Agosto,2021,33 650 km,130 cv,,,,Carrinha,Cinzento,Automática,,5,,,,Usados,33 450        EUR,8090535209,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-grand-c4-spacetourer-ID8Px3Nn.html,1 499 cm3,,,Metalizado,,36 Meses,Nacional,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
