Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Emissões CO2,IUC,Filtro de partículas,Inspecção válida até,Consumo Urbano,Consumo Extra Urbano,Sub-modelo,Valor Fixo,Consumo Combinado,Autonomia,Bateria,IVA Discriminado,IVA dedutível,Autonomia Máxima,Garantia de Fábrica até,ou até,Capacidade da bateria,Consumo,Valor sem ISV,Clássico,Site,Portugal
Profissional,BMW,530,e Pack M,Híbrido (Gasolina),Abril,2022,10 000 km,1 998 cm3,292 cv,,,Carrinha,Cinzento,,Automática,8,5,5,Classe 1,,36 Meses,1,Nacional,,,Sim,Usados,61 950        EUR,8088172803,11 Julho 2023,,,,,,,Série 5,Sim,,,,,,,01/01/0001,,,,,,StandVirtual,Yes
Profissional,Ferrari,California,,Gasolina,Maio,2010,56 765 km,4 297 cm3,460 cv,Sim,,Cabrio,Vermelho,Metalizado,Automática,,2,4,Classe 1,,18 Meses,1,Nacional,,Sim,Sim,Usados,135 000        EUR,8089258838,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5 M,M50 d,Diesel,Fevereiro,2019,106 886 km,2 993 cm3,400 cv,Sim,,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 1,,18 Meses,1,,Sim,Sim,Sim,Usados,90 000        EUR,8089957374,11 Julho 2023,,,Sim,,,,Série X,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De AMG Line 4Matic,Híbrido (Diesel),Novembro,2020,40 700 km,1 950 cm3,306 cv,Sim,Sim,Sedan,Cinzento,,Automática,,4,5,,,18 Meses,1,Importado,,,Sim,Usados,63 900        EUR,8087496259,11 Julho 2023,,,,17/11/2024,,,Classe E,,,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model X,100 kWh Long Range Plus AWD,Eléctrico,Setembro,2020,63 007 km,,560 cv,Sim,,SUV / TT,Branco,Metalizado,Automática,,5,5,Classe 1,Integral,18 Meses,1,Nacional,Sim,Sim,,Usados,69 980        EUR,8090020851,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,S 350,d,Diesel,Maio,2018,51 500 km,2 925 cm3,286 cv,,,Sedan,Cinzento,Metalizado,Automática,9,4,5,Classe 1,Tracção traseira,,1,Nacional,Sim,Sim,Sim,Usados,70 000        EUR,8090019598,11 Julho 2023,168 g/km,"665,04 €",Sim,31/05/2025,"7,50 l/100km","4,90 l/100km",Classe S,,,,,,,700 km,31/05/2024,,,,,,StandVirtual,Yes
Profissional,VW,Golf,2.0 TSI OPF 4Motion DSG R,Gasolina,Abril,2021,30 774 km,1 984 cm3,319 cv,Sim,Sim,Utilitário,Preto,Metalizado,Automática,7,5,5,,Integral,18 Meses,,,,Sim,Sim,Usados,62 500        EUR,8090020388,11 Julho 2023,,,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M5,Standard,Gasolina,Julho,2013,92 000 km,4 395 cm3,560 cv,Sim,Sim,Sedan,Preto,,Automática,,4,5,Classe 1,,18 Meses,,,Sim,Sim,Sim,Usados,66 950        EUR,8089399613,11 Julho 2023,,596 €,,,,,Série 5,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 45 AMG,,Gasolina,Dezembro,2021,6 500 km,2 000 cm3,422 cv,,Sim,Utilitário,Vermelho,Metalizado,Automática,,5,5,Classe 1,,18 Meses,1,,,,Sim,Usados,67 750        EUR,8089171325,11 Julho 2023,,,,,,,Classe A,Sim,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,X5,30 d xDrive Pack M,Diesel,Maio,2019,75 648 km,2 993 cm3,265 cv,,,SUV / TT,Preto,Metalizado,Automática,8,5,,,Integral,,1,Importado,Sim,Sim,,Usados,82 990        EUR,8089929908,9 Julho 2023,207 g/km,,,,,,Série X,Sim,,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,BMW,750,d xDrive Pack M Auto,Diesel,Outubro,2020,23 000 km,2 993 cm3,400 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,,4,5,,Integral,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,118 000        EUR,8087357597,11 Julho 2023,,,,,,,Série 7,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,2.0 T6 PHEV R-Design AWD,Híbrido (Gasolina),Outubro,2020,49 000 km,1 969 cm3,340 cv,Sim,Sim,SUV / TT,Vermelho,,Automática,8,5,5,Classe 1,Integral,48 Meses,,Nacional,,,,Usados,61 300        EUR,8089158343,11 Julho 2023,,,,,,,,,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Audi,A7 Sportback,50 TDI V6 quattro S-line Tiptronic,Diesel,Fevereiro,2020,75 000 km,2 967 cm3,286 cv,Sim,Sim,Sedan,Preto,,Automática,,5,5,Classe 1,Tracção dianteira,18 Meses,,,Sim,Sim,Sim,Usados,69 990        EUR,8089590480,11 Julho 2023,,,,,,,,Sim,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 220,d 4Matic,Diesel,Abril,2022,12 200 km,1 950 cm3,194 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,9,5,5,,Integral,24 Meses,,Nacional,Sim,Sim,Sim,Usados,65 400        EUR,8089053652,11 Julho 2023,,,Sim,,,,Classe GLC,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i8,,Híbrido (Gasolina),Julho,2018,36 000 km,1 500 cm3,365 cv,,Sim,Coupé,Branco,Metalizado,Automática,,2,4,Classe 1,Integral,36 Meses,1,,Sim,Sim,Sim,Usados,89 500        EUR,8063816726,11 Julho 2023,,120 €,Sim,20/07/2022,,,Série i,,,,,,,,26/07/2021,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera Sport Turismo,4 E-Hybrid,Híbrido (Gasolina),Julho,2018,47 606 km,2 894 cm3,462 cv,Sim,Sim,Sedan,Azul,Metalizado,Automática,,5,5,Classe 1,Integral,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,89 000        EUR,8088925272,11 Julho 2023,59 g/km,"559,90 €",,,"2,60 l/100km","2,60 l/100km",,Sim,"2,60 l/100km",,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover,3.0 D350 LWB First Edition,Diesel,Novembro,2022,24 938 km,2 997 cm3,350 cv,Sim,,SUV / TT,Bege,Metalizado,Automática,,5,5,Classe 2,,36 Meses,1,,Sim,Sim,Sim,Usados,220 000        EUR,8089281567,11 Julho 2023,,,Sim,,,,,,,,,,,,01/01/0001,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 45 AMG,S Shooting Brake 4Matic+,Gasolina,Janeiro,2021,48 000 km,1 991 cm3,421 cv,Sim,,Carrinha,Branco,Metalizado,Automática,,5,5,Classe 1,,36 Meses,1,,Sim,Sim,Sim,Usados,85 000        EUR,8087715311,11 Julho 2023,,,,,,,Classe CLA,,,,,,,,01/01/0001,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Sport,2.0 Si4 PHEV HSE Dynamic,Híbrido (Gasolina),Julho,2019,54 000 km,1 997 cm3,404 cv,,,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,,Integral,18 Meses,1,,Sim,Sim,Sim,Usados,84 500        EUR,8089944134,11 Julho 2023,75 g/km,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLE 300,d 4Matic,Diesel,Fevereiro,2020,79 230 km,1 950 cm3,245 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,7,,,18 Meses,,Importado,Sim,,,Usados,85 500        EUR,8089851867,11 Julho 2023,,,,,,,Classe GLE,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i8,,Híbrido (Gasolina),Março,2015,82 283 km,1 499 cm3,362 cv,Sim,Sim,Coupé,Cinzento,Metalizado,Automática,6,2,4,Classe 1,Integral,36 Meses,,Nacional,Sim,,Sim,Usados,68 900        EUR,8089641348,11 Julho 2023,49 g/km,,,,,,Série i,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,GT-R,3.8 V6 Black Edition,Gasolina,Fevereiro,2017,19 000 km,3 799 cm3,570 cv,Sim,Sim,Coupé,Preto,,Automática,,3,4,Classe 1,,36 Meses,1,,,Sim,Sim,Usados,149 990        EUR,8088308256,11 Julho 2023,,,,,"17,10 l/100km",,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,F-Pace,2.0 P400e AWD R-Dynamic Black,Híbrido (Gasolina),Novembro,2022,15 000 km,1 997 cm3,404 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,24 Meses,,Nacional,Sim,,Sim,Usados,88 500        EUR,8088085394,11 Julho 2023,,,,,,,,Sim,,,,,,,01/11/2027,150 000 km,,,,,StandVirtual,Yes
Profissional,Audi,RS Q8,4.0 TFSI quattro Tiptronic,Gasolina,Dezembro,2019,55 000 km,3 996 cm3,600 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,,,,36 Meses,,,Sim,Sim,Sim,Usados,177 990        EUR,8087577249,11 Julho 2023,,,,,"17,20 l/100km",,,Sim,,,,,,,31/12/2024,,,,,,StandVirtual,Yes
Profissional,Audi,e-tron,,Eléctrico,Agosto,2019,53 000 km,,408 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 1,Integral,36 Meses,1,Importado,Sim,Sim,Sim,Usados,61 500        EUR,8088147669,11 Julho 2023,,,,,,,,,,365 km,Própria,Sim,Sim,,,,,"22,50 kWh/100km",,,StandVirtual,Yes
Profissional,Audi,e-tron Sportback,55 quattro S line,Eléctrico,Dezembro,2020,15 000 km,,408 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,,5,5,Classe 1,Integral,18 Meses,,Importado,Sim,Sim,Sim,Usados,80 000        EUR,8085885798,11 Julho 2023,,,,,,,,,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Audi,RS7 Sportback,4.0 TFSI quattro Tiptronic,Gasolina,Março,2014,88 000 km,3 993 cm3,560 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,5,4,Classe 1,Integral,18 Meses,1,Nacional,Sim,Sim,,Usados,76 500        EUR,8082129784,11 Julho 2023,221 g/km,,,,"13,30 l/100km","7,30 l/100km",,,"9,50 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,840,d xDrive Pack M,Diesel,Março,2019,82 936 km,2 993 cm3,320 cv,Sim,Sim,Coupé,Branco,Pérola,Automática,8,2,4,Classe 1,Integral,18 Meses,1,,Sim,Sim,Sim,Usados,86 750        EUR,8088243035,11 Julho 2023,155 g/km,"642,11 €",Sim,,,,Série 8,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 45 AMG,S 4Matic+ Speedshift DCT 8G Street Style Edition,Gasolina,Junho,2020,33 000 km,1 991 cm3,421 cv,,,Utilitário,Branco,Metalizado,Automática,8,5,5,Classe 1,Integral,18 Meses,,,Sim,Sim,Sim,Usados,66 990        EUR,8089860670,11 Julho 2023,,,Sim,,,,Classe A,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 90,2.0 B5 Inscription AWD,Diesel,Abril,2021,36 850 km,1 969 cm3,235 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,7,,,36 Meses,,,,,,Usados,86 900        EUR,8088711188,11 Julho 2023,,,,,"8,20 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Alpine,A110,Légende,Gasolina,Outubro,2022,3 500 km,1 798 cm3,252 cv,,,Coupé,Branco,Metalizado,Automática,7,2,,,Tracção traseira,36 Meses,,,,,,Novos,77 900        EUR,8089956198,11 Julho 2023,153 g/km,,,,"8,70 l/100km","5,10 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,840,d xDrive Pack M,Diesel,Novembro,2019,116 277 km,2 993 cm3,320 cv,Sim,Sim,Cabrio,Cinzento,,Automática,,2,4,,,18 Meses,,Nacional,,,,Usados,92 500        EUR,8089590281,11 Julho 2023,,,,,,,Série 8,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne,E-Hybrid,Híbrido (Gasolina),Agosto,2018,113 348 km,2 995 cm3,462 cv,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,,,18 Meses,1,,,,Sim,Usados,85 900        EUR,8089458241,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,991,Carrera 4 S PDK,Gasolina,Fevereiro,2016,34 000 km,2 981 cm3,420 cv,Sim,Sim,Cabrio,Preto,Metalizado,Automática,7,2,2,,Integral,18 Meses,,Nacional,Sim,Sim,Sim,Usados,139 500        EUR,8089581872,11 Julho 2023,184 g/km,,,,"10,40 l/100km","6,70 l/100km",911 (Todos),Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Maserati,Levante,3.0 V6,Diesel,Dezembro,2016,169 000 km,2 987 cm3,275 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,8,5,5,Classe 1,,18 Meses,,,Sim,Sim,Sim,Usados,68 500        EUR,8085906486,11 Julho 2023,,"765,06 €",,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLE 350,de Coupé 4Matic,Híbrido (Diesel),Novembro,2021,24 750 km,1 950 cm3,320 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,9,5,5,,Integral,18 Meses,,,Sim,Sim,Sim,Usados,112 500        EUR,8089965719,11 Julho 2023,20 g/km,,Sim,,,,Classe GLE,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQE,350 +,Eléctrico,Janeiro,2022,12 600 km,,292 cv,Sim,,Sedan,Cinzento,Metalizado,Automática,,4,5,Classe 1,,18 Meses,1,,,,,Usados,79 500        EUR,8089103213,11 Julho 2023,,,,,,,,Sim,,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLE 350,,Híbrido (Diesel),Setembro,2022,4 428 km,1 950 cm3,320 cv,Sim,,SUV / TT,Preto,,Automática,,5,5,,,36 Meses,1,Nacional,,,,Usados,98 900        EUR,8089155587,11 Julho 2023,,,,,,,Classe GLE,Sim,,,,,Sim,,01/01/0001,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,d AMG Line,Diesel,Janeiro,2023,2 500 km,1 993 cm3,265 cv,Sim,,Carrinha,Preto,,Automática,,5,5,,,36 Meses,1,Nacional,,,,Usados,68 500        EUR,8089491860,11 Julho 2023,,,,,,,Classe C,Sim,,,,,,,01/01/0001,,,,,,StandVirtual,Yes
Profissional,Audi,Q8,3.0 TDI 50 quattro Tiptronic,Diesel,Outubro,2019,63 000 km,2 967 cm3,286 cv,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,99 500        EUR,8088329519,11 Julho 2023,,636 €,Sim,,,,,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Particular,Porsche,Macan,S Diesel PDK,Diesel,Dezembro,2017,125 000 km,2 967 cm3,258 cv,,,SUV / TT,Branco,Metalizado,Automática,7,5,5,,Integral,,,,Sim,Sim,Sim,Usados,63 450        EUR,8089933366,10 Julho 2023,159 g/km,,Sim,,"6,70 l/100km","5,70 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,S 500,4-Matic,Gasolina,Outubro,2015,84 000 km,4 663 cm3,455 cv,Sim,,Cabrio,Verde,Metalizado,Automática,,2,4,,,,,,Sim,Sim,Sim,Usados,119 000        EUR,8088070155,8 Julho 2023,,,,,"12,20 l/100km",,Classe S,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera,4 E-Hybrid,Híbrido (Gasolina),Agosto,2018,33 000 km,2 894 cm3,462 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,5,5,,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,93 500        EUR,8089383358,11 Julho 2023,,,Sim,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX,xDrive 50 Pack Desportivo,Eléctrico,Abril,2022,15 000 km,,523 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,24 Meses,,,,Sim,Sim,Usados,130 246        EUR,8087849564,11 Julho 2023,,,,,,,Série X,Sim,,617 km,,,,,,,,"20,30 kWh/100km",,,StandVirtual,Yes
Profissional,Ford,Mustang Mach-E,Standard,Eléctrico,Novembro,2021,14 091 km,,269 cv,Sim,Sim,SUV / TT,Vermelho,Metalizado,Automática,,5,5,Classe 1,Integral,36 Meses,,Nacional,Sim,,Sim,Usados,62 900        EUR,8087208408,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M3,Competition xDrive,Gasolina,Maio,2022,11 000 km,2 993 cm3,510 cv,,Sim,Sedan,Cinzento,Metalizado,Automática,,5,5,Classe 1,Integral,18 Meses,1,Importado,Sim,Sim,Sim,Usados,117 500        EUR,8088554949,11 Julho 2023,229 g/km,,,,,,Série 3,Sim,,,,,Sim,,,,,,,,StandVirtual,Yes
Particular,Cupra,Formentor,2.5 TSI DSG 4Drive VZ5,Gasolina,Julho,2022,8 800 km,2 480 cm3,390 cv,,,SUV / TT,Cinzento,Mate,Automática,,5,5,Classe 1,Integral,,,Nacional,,,,Usados,75 000        EUR,8088470056,11 Julho 2023,,,,,"12,20 l/100km",,,,,,,,,,19/07/2024,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Velar,2.0 D R-Dynamic,Diesel,Março,2018,81 500 km,1 999 cm3,241 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,18 Meses,,Nacional,Sim,,Sim,Usados,61 500        EUR,8089540604,11 Julho 2023,,,Sim,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,150,,Diesel,Outubro,2015,40 000 km,2 993 cm3,400 cv,,,Citadino,Cinzento,Metalizado,Automática,,3,,,,36 Meses,,,,,,Usados,72 500        EUR,8089441370,11 Julho 2023,,,,,,,Série 1,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,640 Gran Coupé,d xDrive Pack M,Diesel,Setembro,2018,31 900 km,2 993 cm3,313 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,,4,5,,Integral,24 Meses,,,,Sim,Sim,Usados,74 246        EUR,8089141315,11 Julho 2023,158 g/km,,,,"6,80 l/100km",,Série 6,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i4,eDrive40 Desportiva M,Eléctrico,Novembro,2022,9 500 km,,340 cv,Sim,Sim,Sedan,Branco,Metalizado,Automática,,5,5,Classe 1,,36 Meses,,,,Sim,Sim,Usados,68 046        EUR,8089124274,11 Julho 2023,,,,,,,Série i,Sim,,577 km,Própria,,,,,,,"16,50 kWh/100km",,,StandVirtual,Yes
Profissional,BMW,M8,Competition,Gasolina,Setembro,2022,9 872 km,4 395 cm3,625 cv,,,Coupé,Cinzento,Metalizado,Automática,,4,,,,24 Meses,,,,,,Usados,184 750        EUR,8087922990,11 Julho 2023,,,,,,,Série 8,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX3,Inspiring,Eléctrico,Maio,2021,6 500 km,,286 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,,,,18 Meses,,Importado,,,,Usados,64 950        EUR,8089378147,11 Julho 2023,,,,,,,Série X,,,450 km,Própria,,,,,,,"18,60 kWh/100km",,,StandVirtual,Yes
Profissional,Volvo,XC 90,2.0 T8 PHEV Momentum Plus AWD,Híbrido (Gasolina),Janeiro,2020,26 800 km,1 969 cm3,392 cv,Sim,Sim,SUV / TT,Preto,,Automática,8,5,7,Classe 1,Integral,24 Meses,,Nacional,,,,Usados,77 400        EUR,8087917016,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 220,d 4Matic Edition,Diesel,Fevereiro,2021,50 000 km,1 950 cm3,194 cv,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,Classe 1,,36 Meses,,Nacional,,Sim,Sim,Usados,69 900        EUR,8085890610,11 Julho 2023,,,,,,,Classe GLC,Sim,,,,,,,01/01/0001,,,,,,StandVirtual,Yes
Profissional,Ford,Mustang Mach-E,Standard,Eléctrico,Janeiro,2023,1 km,,269 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,,36 Meses,,Nacional,Sim,Sim,Sim,Usados,62 200        EUR,8089657599,11 Julho 2023,,,,,,,,,,440 km,Própria,,Sim,,,,,"17,20 kWh/100km",,,StandVirtual,Yes
Profissional,Porsche,Cayenne Coupé,E-Hybrid,Híbrido (Gasolina),Dezembro,2020,31 500 km,2 995 cm3,462 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 2,Integral,24 Meses,1,Nacional,Sim,Sim,Sim,Usados,114 900        EUR,8088348254,11 Julho 2023,,,Sim,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLE 350,d 4Matic 9G-TRONIC AMG Line,Diesel,Janeiro,2020,86 000 km,2 925 cm3,272 cv,Sim,Sim,SUV / TT,Cinzento,,Automática,9,5,7,Classe 2,Integral,18 Meses,1,,Sim,Sim,Sim,Usados,104 990        EUR,8089851575,11 Julho 2023,188 g/km,,Sim,,"8,40 l/100km","5,90 l/100km",Classe GLE,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Mustang Mach-E,Standard,Eléctrico,Janeiro,2023,1 km,,269 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,36 Meses,,Nacional,Sim,Sim,Sim,Usados,62 200        EUR,8089654585,11 Julho 2023,,,,,,,,,,440 km,Própria,,Sim,,,,,"17,20 kWh/100km",,,StandVirtual,Yes
Profissional,VW,ID.5,Pro Performance,Eléctrico,Julho,2022,8 000 km,,204 cv,Sim,Sim,SUV / TT,Cinzento,,Automática,,5,5,,,18 Meses,,Importado,,,,Usados,61 500        EUR,8088700529,11 Julho 2023,,,Sim,,,,,,,516 km,Própria,,Sim,,,,,"16,90 kWh/100km",,,StandVirtual,Yes
Particular,Mercedes-Benz,C 63 AMG,S,Gasolina,Agosto,2016,75 000 km,3 982 cm3,510 cv,,,Coupé,Azul,Metalizado,Automática,7,3,4,,Tracção traseira,,,,,,,Usados,68 500        EUR,8089011151,11 Julho 2023,,,,,14 l/100km,,Classe C,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Bentley,Continental Cabrio,GTC V8,Gasolina,Agosto,2015,58 100 km,3 993 cm3,507 cv,Sim,Sim,Cabrio,Branco,,Automática,6,2,4,Classe 1,Integral,18 Meses,1,,,,Sim,Usados,127 500        EUR,8090018390,11 Julho 2023,254 g/km,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i4,M50,Eléctrico,Novembro,2022,7 897 km,,544 cv,Sim,Sim,Utilitário,Preto,Metalizado,Automática,,5,5,Classe 1,,24 Meses,1,Nacional,Sim,Sim,Sim,Usados,84 990        EUR,8089372216,11 Julho 2023,,,,,,,Série i,,,513 km,Própria,Sim,,513 km,,,,"18,30 kWh/100km",,,StandVirtual,Yes
Profissional,BMW,M2,Competition Auto,Gasolina,Abril,2019,42 000 km,2 979 cm3,410 cv,Sim,Sim,Coupé,Cinzento,Metalizado,Automática,,2,,,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,66 990        EUR,8088671988,11 Julho 2023,,,,,,,Série 2,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne Coupé,E-Hybrid,Híbrido (Gasolina),Abril,2020,30 000 km,2 995 cm3,462 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,,,,18 Meses,,,Sim,Sim,Sim,Usados,125 000        EUR,8089630192,11 Julho 2023,,,Sim,,,,,,,43 km,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i4,eDrive40 Desportiva M,Eléctrico,Janeiro,2023,1 123 km,,340 cv,Sim,Sim,Coupé,Branco,Metalizado,Automática,10,5,5,Classe 1,Tracção traseira,36 Meses,1,Nacional,Sim,Sim,Sim,Usados,73 750        EUR,8089946536,11 Julho 2023,,,,,,,Série i,,,577 km,Própria,,Sim,577 km,,,,"16,50 kWh/100km",,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQB,350 4Matic AMG Line,Eléctrico,Setembro,2022,5 250 km,,292 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,Integral,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,69 900        EUR,8089467402,11 Julho 2023,,,,,,,,,,419 km,Própria,,Sim,419 km,,,,"18,10 kWh/100km",,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQC,400 4Matic,Eléctrico,Maio,2022,12 500 km,,408 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,10,5,5,,Integral,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,71 990        EUR,8089839086,11 Julho 2023,,,,,,,,,,414 km,Própria,,Sim,420 km,,,,"22,50 kWh/100km",,,StandVirtual,Yes
Profissional,Mercedes-Benz,AMG GT,S Coupe Speedshift 7G-DCT,Gasolina,Novembro,2015,35 000 km,3 982 cm3,510 cv,Sim,Sim,Coupé,Cinzento,Metalizado,Automática,7,3,2,,Tracção traseira,18 Meses,,Importado,,Sim,Sim,Usados,113 900        EUR,8089640064,11 Julho 2023,219 g/km,,,,"12,20 l/100km","7,80 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,C40,Recharge 1st Edition,Eléctrico,Maio,2022,4 000 km,,408 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,,5,5,Classe 1,Integral,24 Meses,1,Importado,Sim,Sim,Sim,Usados,64 200        EUR,8089588932,11 Julho 2023,,,,20/05/2026,,,,Sim,,,Própria,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,e Avantgarde,Híbrido (Gasolina),Abril,2022,8 000 km,1 999 cm3,313 cv,,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,Tracção traseira,18 Meses,,Importado,Sim,Sim,Sim,Usados,61 900        EUR,8088309896,11 Julho 2023,,,,,,,Classe C,,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q4 Sportback e-tron,40 82 kWH,Eléctrico,Janeiro,2023,5 km,,204 cv,Sim,Sim,SUV / TT,Cinzento,,Automática,,,,,,18 Meses,,Nacional,,,,Usados,74 500        EUR,8089141443,11 Julho 2023,,,,,,,,,,,Própria,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Ford,Mustang Mach-E,Premium AWD,Eléctrico,Junho,2022,4 km,,351 cv,Sim,Sim,SUV / TT,Branco,,Automática,,5,,,,36 Meses,,Importado,,,,Usados,74 800        EUR,8088390386,11 Julho 2023,,,,,,,,,,,Própria,,Sim,,,,,,,,StandVirtual,Yes
