Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Emissões CO2,IUC,Filtro de partículas,Inspecção válida até,Consumo Urbano,Consumo Extra Urbano,Sub-modelo,Valor Fixo,Consumo Combinado,Autonomia,Bateria,IVA Discriminado,IVA dedutível,Autonomia Máxima,Garantia de Fábrica até,ou até,Capacidade da bateria,Consumo,Valor sem ISV,Clássico,Site,Portugal
Profissional,SEAT,Leon ST,,Diesel,Maio,2017,150 000 km,1 598 cm3,116 cv,Sim,Sim,Carrinha,Preto,,Manual,,5,5,Classe 1,,18 Meses,,Nacional,Sim,,Sim,Usados,14 990        EUR,8089550851,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,TCe 90 Dynamique,Gasolina,Abril,2018,135 000 km,898 cm3,90 cv,Sim,Sim,Utilitário,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,,,Sim,,,Usados,12 990        EUR,8089215128,11 Julho 2023,,,,,"6,20 l/100km",,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe Limited,Gasolina,Março,2018,110 000 km,898 cm3,90 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,1,,Sim,,Sim,Usados,13 490        EUR,8089166541,11 Julho 2023,,,,,"6,30 l/100km",,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf Variant,1.6 TDi BlueMotion Confortline,Diesel,Maio,2015,154 000 km,1 598 cm3,110 cv,Sim,Sim,Carrinha,Azul,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,Sim,,Sim,Usados,13 750        EUR,8089053996,11 Julho 2023,87 g/km,,Sim,,4 l/100km,,,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,1.4 TDi Trendline,Diesel,Março,2016,155 747 km,1 422 cm3,90 cv,Sim,Sim,Citadino,Prateado,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,1,Importado,Sim,,Sim,Usados,12 900        EUR,8089832609,11 Julho 2023,95 g/km,,,,4 l/100km,"3,10 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Cooper,SD,Diesel,Novembro,2011,164 734 km,1 995 cm3,143 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,6,3,4,Classe 1,Tracção dianteira,18 Meses,1,Importado,Sim,,Sim,Usados,14 900        EUR,8087562046,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.6 BlueHDi Style,Diesel,Junho,2016,117 000 km,1 560 cm3,75 cv,Sim,Sim,Citadino,Cinzento,,Manual,,5,5,Classe 1,,18 Meses,,Nacional,Sim,,Sim,Usados,12 990        EUR,8089602191,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,118,d Line Sport,Diesel,Julho,2010,199 940 km,1 995 cm3,143 cv,,,Utilitário,Cinzento,Metalizado,Manual,6,3,5,Classe 1,Tracção traseira,,1,Importado,,Sim,Sim,Usados,12 000        EUR,8089877331,11 Julho 2023,109 g/km,,Sim,,"5,40 l/100km","3,80 l/100km",Série 1,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Citroën,DS5,2.0 HDi Hybrid4 Sport Chic CMP6,Híbrido (Diesel),Julho,2014,297 000 km,1 997 cm3,200 cv,,,Sedan,Cinzento,Metalizado,Automática,6,5,,,Integral,,,,,,,Usados,10 500        EUR,8090021960,11 Julho 2023,107 g/km,,,,"4,20 l/100km",4 l/100km,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza ST,1.2 TDi Reference DPF,Diesel,Junho,2011,249 000 km,1 199 cm3,75 cv,,,Carrinha,Cinzento,,Manual,5,5,5,,Tracção dianteira,18 Meses,2,Nacional,,,Sim,Usados,5 999        EUR,8089996705,11 Julho 2023,99 g/km,,,,"4,60 l/100km","3,30 l/100km",,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.4 Airdream Seduction,Gasolina,Outubro,2010,125 000 km,1 360 cm3,75 cv,Sim,Sim,Citadino,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,,Nacional,,Sim,Sim,Usados,7 990        EUR,8089946418,11 Julho 2023,139 g/km,,,10/10/2023,8 l/100km,5 l/100km,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Aygo,1.0 X-Play+AC+X-Touch,Gasolina,Junho,2017,69 000 km,998 cm3,69 cv,Sim,Sim,Citadino,Branco,,Manual,5,5,4,Classe 1,Tracção dianteira,18 Meses,,,Sim,Sim,Sim,Usados,11 250        EUR,8086675874,11 Julho 2023,,105 €,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.4 Dynamic Easytronic,Gasolina,Julho,2018,93 078 km,1 398 cm3,90 cv,Sim,Sim,Utilitário,Preto,Metalizado,Automática,,5,5,,,18 Meses,,,,,Sim,Usados,14 990        EUR,8088008945,11 Julho 2023,110 g/km,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Break,1.2 16V Dynamique S,Gasolina,Abril,2011,186 000 km,1 149 cm3,75 cv,Sim,,Carrinha,Cinzento,,Manual,,5,5,,,18 Meses,1,Nacional,,,Sim,Usados,6 250        EUR,8088084174,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,1.6 TDI FR,Diesel,Junho,2013,56 108 km,1 598 cm3,105 cv,Sim,Sim,Utilitário,Preto,Metalizado,Manual,5,5,5,,,18 Meses,,,,,Sim,Usados,13 990        EUR,8084991122,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Scénic,1.5 dCi Dynamique S,Diesel,Janeiro,2010,127 000 km,1 461 cm3,110 cv,Sim,Sim,Monovolume,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,,Usados,8 599        EUR,8089127404,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Janeiro,2019,169 054 km,1 461 cm3,90 cv,Sim,Sim,Utilitário,Azul,Metalizado,Manual,,5,5,,,18 Meses,,,,,Sim,Usados,13 990        EUR,8088774090,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,,Diesel,Julho,2012,146 332 km,1 398 cm3,68 cv,Sim,Sim,Utilitário,Castanho,Metalizado,Automática,,5,5,,,18 Meses,,,,,Sim,Usados,11 990        EUR,8088839504,11 Julho 2023,87 g/km,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Punto,1.3 M-Jet Easy S&S,Diesel,Maio,2015,199 000 km,1 248 cm3,95 cv,,,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,,Nacional,,,,Usados,9 500        EUR,8088784895,11 Julho 2023,,,Sim,,"4,40 l/100km",,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Croma,1.9 M-Jet Pur-O2,Diesel,Abril,2010,326 000 km,1 910 cm3,120 cv,,,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,,Nacional,,,Sim,Usados,6 200        EUR,8087272848,11 Julho 2023,,,,,"7,90 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Limited EDition,Diesel,Novembro,2016,63 000 km,1 461 cm3,90 cv,,Sim,Citadino,Branco,Metalizado,Manual,,5,,,,18 Meses,1,,Sim,Sim,Sim,Usados,10 990        EUR,8089959146,11 Julho 2023,,,Sim,,"3,30 l/100km",,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Skoda,Fabia Break,1.4 TDi Ambiente,Diesel,Março,2010,234 000 km,1 422 cm3,80 cv,,,Carrinha,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,,Nacional,,,Sim,Usados,7 550        EUR,8089146437,11 Julho 2023,,,,,"5,70 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,1.3 MJ Pop S&S,Diesel,Outubro,2018,148 155 km,1 248 cm3,95 cv,Sim,Sim,Pequeno citadino,Preto,Metalizado,Manual,,3,4,,,18 Meses,,,,,Sim,Usados,13 990        EUR,8088544777,11 Julho 2023,89 g/km,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,DS3,1.6 THP Sport Chic,Gasolina,Novembro,2013,60 000 km,1 598 cm3,155 cv,Sim,Sim,Cabrio,Cinzento,Metalizado,Manual,6,3,4,,Tracção dianteira,18 Meses,,,,,Sim,Usados,13 000        EUR,8089643761,11 Julho 2023,139 g/km,,,,"8,20 l/100km","4,70 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo Station Wagon,1.4 Lounge,Gasolina,Junho,2019,50 000 km,1 368 cm3,95 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,12 890        EUR,8089853005,11 Julho 2023,159 g/km,,,,"7,80 l/100km","5,70 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Abril,2019,104 857 km,1 461 cm3,90 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,,5,5,,,18 Meses,,,,,Sim,Usados,14 900        EUR,8088575394,11 Julho 2023,129 g/km,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Micra,1.2 Acenta,Gasolina,Junho,2015,75 802 km,1 198 cm3,80 cv,Sim,Sim,Citadino,Branco,Pérola,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,,Sim,Sim,Usados,9 490        EUR,8089374627,11 Julho 2023,,,,,"6,10 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Yaris,1.0 VVT-i ACtive+AC,Gasolina,Março,2016,102 000 km,998 cm3,69 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,,5,5,,,18 Meses,,Importado,,,,Usados,12 950        EUR,8089056065,3 Julho 2023,99 g/km,,,,"5,20 l/100km",,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,MiTo,1.3 JTDM Super,Diesel,Maio,2017,123 000 km,1 248 cm3,95 cv,Sim,Sim,Utilitário,Preto,,Manual,,3,5,,,18 Meses,,,,,,Usados,12 850        EUR,8088132001,11 Julho 2023,,,,01/05/2025,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Nissan,Qashqai +2,1.6 dCi Tekna Sport,Diesel,Setembro,2012,214 078 km,1 598 cm3,130 cv,,,SUV / TT,Preto,Metalizado,Manual,6,5,7,Classe 1,Integral,,,Nacional,,,Sim,Usados,11 500        EUR,8090000172,9 Julho 2023,145 g/km,,,28/09/2023,"7,10 l/100km","4,60 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.6 BlueHDi Style,Diesel,Maio,2018,91 000 km,1 560 cm3,75 cv,Sim,Sim,Utilitário,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,36 Meses,1,Nacional,Sim,,Sim,Usados,14 950        EUR,8089829497,11 Julho 2023,90 g/km,,,,"4,20 l/100km",3 l/100km,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Ford,Fiesta,1.6 TDCi Titanium ECOnetic II 87g,Diesel,Setembro,2011,139 000 km,1 560 cm3,95 cv,,,Citadino,Branco,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,2,,Sim,Sim,Sim,Usados,8 900        EUR,8089945128,11 Julho 2023,98 g/km,143 €,,,"4,60 l/100km","3,20 l/100km",,Sim,,,,,,,,,,,,,StandVirtual,Yes
Particular,Renault,Mégane,1.5 dCi Dynamique S SS,Diesel,Agosto,2014,120 000 km,1 461 cm3,110 cv,,,Utilitário,Preto,,Manual,6,5,5,Classe 1,Integral,,2,Importado,,,Sim,Usados,9 500        EUR,8089155943,11 Julho 2023,,,Sim,,"3,90 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Dynamique,Diesel,Abril,2010,130 000 km,1 461 cm3,110 cv,Sim,Sim,Carrinha,Cinzento,,Manual,,5,,,,18 Meses,,,,,,Usados,8 480        EUR,8088867018,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mazda,2,1.5 Sky.Excellence Navi,Diesel,Maio,2016,98 000 km,1 499 cm3,105 cv,Sim,Sim,Citadino,Branco,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,2,Importado,Sim,Sim,Sim,Usados,13 250        EUR,8088014199,11 Julho 2023,,,,,"3,80 l/100km",,,,,,,,,,,20 000 km,,,,,StandVirtual,Yes
Profissional,Renault,Scénic,1.5 dCi Sport SS,Diesel,Novembro,2012,212 000 km,1 461 cm3,110 cv,Sim,Sim,Monovolume,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,2,,Sim,Sim,Sim,Usados,9 250        EUR,8087699901,11 Julho 2023,,,Sim,01/08/2023,"4,50 l/100km",,,,,,,,,,,20 000 km,,,,,StandVirtual,Yes
Profissional,Suzuki,SX4,1.6 DDiS GL Outdoor Line,Diesel,Fevereiro,2010,151 043 km,1 560 cm3,90 cv,Sim,Sim,SUV / TT,Cinzento,,Manual,,5,5,,,18 Meses,,Nacional,,,Sim,Usados,8 890        EUR,8088516794,11 Julho 2023,,,,,"5,90 l/100km",,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,Space Star,1.2 Intense,Gasolina,Janeiro,2020,82 000 km,1 193 cm3,80 cv,Sim,Sim,Citadino,Branco,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,,,,,,Usados,10 999        EUR,8088634504,11 Julho 2023,,,,,"5,30 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Aygo,1.0 X-Play Plus,Gasolina,Março,2018,38 700 km,998 cm3,69 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,4,Classe 1,Tracção dianteira,18 Meses,,,Sim,Sim,Sim,Usados,11 980        EUR,8089583901,11 Julho 2023,95 g/km,108 €,,,5 l/100km,"3,60 l/100km",,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,1.6 TDCi Titanium,Diesel,Outubro,2012,172 695 km,1 560 cm3,115 cv,Sim,Sim,Carrinha,Preto,,Manual,6,5,5,Classe 1,,18 Meses,,Nacional,,,,Usados,9 950        EUR,8089958777,11 Julho 2023,109 g/km,,,29/10/2023,5 l/100km,4 l/100km,,Sim,5 l/100km,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe Limited Edition,Gasolina,Junho,2017,33 619 km,898 cm3,90 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,,,Sim,Usados,14 950        EUR,8089833582,11 Julho 2023,,,,27/06/2025,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Confort,Diesel,Outubro,2013,186 046 km,1 461 cm3,90 cv,Sim,Sim,Citadino,Branco,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,,,Sim,Usados,10 750        EUR,8089625240,11 Julho 2023,,,,15/10/2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus,1.0 SCTi Titanium,Gasolina,Março,2013,90 870 km,998 cm3,125 cv,Sim,Sim,Utilitário,Branco,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,,,Sim,Usados,10 950        EUR,8089625239,11 Julho 2023,,,,12/03/2024,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,1.0 Ti-VCT Titanium,Gasolina,Maio,2016,104 430 km,998 cm3,80 cv,Sim,Sim,Citadino,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,,,Sim,Usados,11 750        EUR,8089702347,11 Julho 2023,,,,30/05/2024,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Maio,2018,99 870 km,1 461 cm3,90 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,,,Sim,Usados,14 950        EUR,8089702340,11 Julho 2023,,,,23/05/2024,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,1.2 Lounge,Gasolina,Fevereiro,2016,115 385 km,1 242 cm3,69 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,3,4,Classe 1,Tracção dianteira,18 Meses,1,Nacional,,,Sim,Usados,12 950        EUR,8089702335,11 Julho 2023,,,,18/02/2024,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.3 CDTi Business Edition,Diesel,Julho,2017,128 038 km,1 248 cm3,95 cv,Sim,Sim,Citadino,Branco,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,,,Sim,Usados,12 750        EUR,8089702327,11 Julho 2023,,,,26/07/2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Peugeot,207 SW,1.4 SE 200 Anos,Gasolina,Julho,2010,147 800 km,1 397 cm3,95 cv,,,Carrinha,Preto,Metalizado,Manual,5,5,5,,Tracção dianteira,,1,Nacional,,Sim,Sim,Usados,5 750        EUR,8089943482,11 Julho 2023,137 g/km,,,,"7,70 l/100km","4,90 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.6 BlueHDi Style,Diesel,Setembro,2014,124 000 km,1 560 cm3,120 cv,Sim,Sim,Carrinha,Preto,,Manual,6,5,5,Classe 1,,18 Meses,,,,,,Usados,14 490        EUR,8089958718,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Crossland X,,Gasolina,Dezembro,2017,67 300 km,1 199 cm3,110 cv,Sim,Sim,SUV / TT,Branco,,Manual,5,5,5,Classe 1,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,14 500        EUR,8089839193,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.6 BlueHDi Active,Diesel,Abril,2017,115 519 km,1 560 cm3,75 cv,Sim,Sim,Utilitário,Cinzento,,Manual,5,5,5,Classe 1,,18 Meses,1,,,Sim,Sim,Usados,13 750        EUR,8089944334,11 Julho 2023,,,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,SC 1.0 EcoTSI FR,Gasolina,Junho,2016,86 370 km,999 cm3,95 cv,Sim,Sim,Citadino,Preto,,Manual,,3,5,,,18 Meses,,Nacional,Sim,,Sim,Usados,13 890        EUR,8088579700,11 Julho 2023,,,,,,,,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,1.6 TDI Reference,Diesel,Abril,2019,163 989 km,1 598 cm3,95 cv,Sim,Sim,Utilitário,Branco,,Manual,,5,5,,,18 Meses,,Nacional,Sim,,Sim,Usados,14 490        EUR,8087537601,11 Julho 2023,,,,,,,,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Particular,Fiat,Tipo Station Wagon,1.4 T-Jet Business Line,Gasolina,Julho,2018,145 000 km,1 368 cm3,120 cv,,,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,2,,,,,Usados,14 500        EUR,8089833602,11 Julho 2023,180 g/km,,,,9 l/100km,"6,10 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,1.4 TDCi Trend,Diesel,Junho,2010,192 000 km,1 399 cm3,68 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,1,Nacional,,,Sim,Usados,7 650        EUR,8089158774,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,1.2 TSI Style S/S,Gasolina,Outubro,2014,134 259 km,1 197 cm3,110 cv,Sim,Sim,Utilitário,Vermelho,Metalizado,Manual,6,5,5,,,18 Meses,,,,,,Usados,11 999        EUR,8089252516,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C1,1.0 X Airdream,Gasolina,Setembro,2010,85 000 km,998 cm3,68 cv,Sim,Sim,Citadino,Vermelho,Metalizado,Manual,5,3,4,,,18 Meses,,,,Sim,Sim,Usados,5 550        EUR,8089132590,11 Julho 2023,,,,,"5,40 l/100km",,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Aygo,1.0 X-Play+AC+X-Touch,Gasolina,Fevereiro,2018,94 000 km,998 cm3,69 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,4,Classe 1,Tracção dianteira,36 Meses,,Nacional,,Sim,Sim,Usados,11 990        EUR,8089126788,11 Julho 2023,95 g/km,,,,5 l/100km,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Renault,Mégane Coupe,1.5 dCi Dynamique S SS,Diesel,Julho,2015,202 000 km,1 461 cm3,110 cv,,,Coupé,Branco,Mate,Manual,6,2,2,Classe 1,Tracção dianteira,,,Nacional,,Sim,Sim,Usados,10 500        EUR,8089628414,11 Julho 2023,90 g/km,,Sim,,"3,90 l/100km","3,20 l/100km",,,,,,,,900 km,01/04/2024,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,1.6 TDI Attraction,Diesel,Julho,2013,182 000 km,1 598 cm3,105 cv,,Sim,Utilitário,Preto,Metalizado,Manual,6,5,5,,Tracção dianteira,18 Meses,2,Nacional,,Sim,Sim,Usados,13 490        EUR,8089964860,5 Julho 2023,99 g/km,,,,"4,60 l/100km","3,30 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Limited EDC,Diesel,Novembro,2018,143 068 km,1 461 cm3,110 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,18 Meses,,,,Sim,,Usados,12 995        EUR,8089995936,11 Julho 2023,,,Sim,,"3,50 l/100km",,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,KA,1.2 Titanium,Gasolina,Janeiro,2011,1 km,1 242 cm3,69 cv,Sim,Sim,Citadino,Prateado,Metalizado,Manual,5,3,4,,,18 Meses,,Importado,,,Sim,Usados,5 900        EUR,8089958597,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Particular,Nissan,Leaf,30 kWh (c/ Bateria) Acenta,Eléctrico,Junho,2016,88 000 km,,109 cv,,,Utilitário,Branco,Pérola,Automática,,5,,,,,,,,,,Usados,14 840        EUR,8088885026,11 Julho 2023,,,,,,,,,,,,,,,,,30 kWh,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe Limited Edition,Gasolina,Fevereiro,2016,97 496 km,898 cm3,90 cv,Sim,Sim,Citadino,Vermelho,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,,Nacional,,Sim,Sim,Usados,13 290        EUR,8089114933,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,DS,DS3,1.2 PureTech Be Chic,Gasolina,Novembro,2017,83 000 km,1 199 cm3,82 cv,,,Citadino,Branco,,Manual,,3,,,,,,,,,,Usados,12 900        EUR,8089780884,11 Julho 2023,,,,,"5,30 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Aygo,1.0 Power Pack+AC,Gasolina,Setembro,2012,124 000 km,998 cm3,68 cv,Sim,,Citadino,Cinzento,Metalizado,Manual,5,3,4,Classe 1,,18 Meses,,,,Sim,Sim,Usados,7 250        EUR,8088850006,11 Julho 2023,,,,,"5,30 l/100km",,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.3 CDTi Cosmo,Diesel,Abril,2018,219 000 km,1 248 cm3,95 cv,,,Utilitário,Cinzento,,Manual,5,5,5,,Tracção dianteira,18 Meses,1,Nacional,,,,Usados,8 999        EUR,8090021690,11 Julho 2023,85 g/km,,,,"3,80 l/100km",3 l/100km,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Aygo,1.0 Plus Sport Pack+VSC,Gasolina,Fevereiro,2013,89 000 km,998 cm3,68 cv,Sim,Sim,Citadino,Laranja,Metalizado,Manual,5,5,4,,,18 Meses,,,,Sim,Sim,Usados,8 550        EUR,8089844972,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,ENERGY dCi 110 ECO2 PLAY,Diesel,Janeiro,2017,119 200 km,1 461 cm3,110 cv,Sim,Sim,Carrinha,Preto,,Manual,6,5,5,,Tracção dianteira,18 Meses,,,Sim,Sim,Sim,Usados,14 800        EUR,8089839716,11 Julho 2023,90 g/km,,Sim,,"3,70 l/100km","3,30 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf Variant,1.6 TDi Confortline DSG,Diesel,Maio,2011,160 000 km,1 598 cm3,105 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,11 500        EUR,8087982862,11 Julho 2023,,,,25/05/2024,"4,80 l/100km",,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Particular,MINI,One,Standard,Gasolina,Fevereiro,2015,172 000 km,1 198 cm3,102 cv,,,Utilitário,Cinzento,Metalizado,Manual,6,3,4,,,,,,,Sim,Sim,Usados,14 250        EUR,8089945130,11 Julho 2023,,,,01/02/2024,"5,80 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,1.6 TDI Style,Diesel,Setembro,2014,144 458 km,1 598 cm3,105 cv,Sim,Sim,Citadino,Branco,Metalizado,Manual,5,5,5,,,18 Meses,,,Sim,Sim,Sim,Usados,11 900        EUR,8088170758,11 Julho 2023,,,Sim,,"5,10 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Nissan,Pulsar,1.5 dCi Acenta,Diesel,Junho,2016,53 639 km,1 461 cm3,110 cv,,,Utilitário,Preto,,Manual,6,5,5,Classe 1,Tracção dianteira,,,Nacional,Sim,Sim,Sim,Usados,14 600        EUR,8089857434,11 Julho 2023,94 g/km,,,30/06/2024,"4,10 l/100km","3,30 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
