Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Filtro de partículas,Inspecção válida até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Origem,Aceita retoma,Possibilidade de financiamento,Registo(s),IUC,Consumo Combinado,IVA Discriminado,Autonomia Máxima,Garantia de Fábrica até,Sub-modelo,Autonomia,Capacidade da bateria,ou até,Bateria,Consumo,Gancho de Reboque,Site,Portugal,Data
Profissional,Mercedes-Benz,GLA 250,4Matic 7G-DCT AMG Line,Gasolina,Novembro,2017,76 000 km,1 991 cm3,211 cv,SUV / TT,Verde,,Automática,7,5,,,Integral,166 g/km,,,24 Meses,Sim,Sim,Sim,"8,90 l/100km","6,30 l/100km",Usados,36 990        EUR,8090339102,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-250-4matic-7g-dct-amg-line-ID8PveMm.html,Sim,Importado,Sim,Sim,2,,,Sim,,,Classe GLA,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Volvo,XC 60,2.0 D4 R-Design Geartronic,Diesel,Setembro,2019,189 000 km,1 969 cm3,190 cv,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 1,,,,,18 Meses,Sim,Sim,Sim,,,Usados,33 900        EUR,8090701030,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-r-design-geartronic-ID8PxKWU.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,520,d Line Luxury Auto,Diesel,Novembro,2018,81 000 km,1 995 cm3,190 cv,Carrinha,Cinzento,,Automática,8,5,5,Classe 1,,125 g/km,,,24 Meses,,Sim,Sim,,,Usados,33 990        EUR,8090002637,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PuPfw.html,Sim,,Sim,Sim,1,,,,,,Série 5,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,VW,Arteon,2.0 TDI Elegance DSG,Diesel,Dezembro,2019,79 211 km,1 968 cm3,190 cv,Utilitário,Cinzento,,Automática,,4,5,,,,,,18 Meses,,,,,,Usados,30 990        EUR,8089107282,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-elegance-dsg-ID8Pr4ki.html,Sim,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Alfa Romeo,Stelvio,2.0 T Super AT8 Q4,Gasolina,Agosto,2017,62 000 km,1 995 cm3,280 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Integral,161 g/km,,,18 Meses,Sim,Sim,Sim,10 l/100km,,Usados,39 500        EUR,8085654590,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-0-t-super-at8-q4-ID8PcA7I.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Hyundai,Tucson,1.6 CRDi Vanguard,Diesel,Março,2023,9 550 km,1 598 cm3,116 cv,SUV / TT,Preto,,Manual,,5,5,,,,,,77 Meses,,,,,,Usados,37 900        EUR,8090586705,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-vanguard-ID8PxhbX.html,Sim,Nacional,,,,,"5,30 l/100km",,,02/03/2030,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Novembro,2022,18 000 km,1 950 cm3,116 cv,Utilitário,Cinzento,,Automática,,5,5,,,,,,24 Meses,,,,,,Usados,38 950        EUR,8090586701,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PxhbT.html,Sim,Nacional,,,,,5 l/100km,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Dezembro,2022,21 000 km,1 950 cm3,116 cv,Utilitário,Preto,,Automática,,5,5,,,,,,24 Meses,,,,,,Usados,38 750        EUR,8090586699,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PxhbR.html,Sim,Nacional,,,,,5 l/100km,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Hyundai,Tucson,1.6 CRDi Vanguard,Diesel,Março,2023,3 500 km,1 598 cm3,116 cv,SUV / TT,Preto,,Manual,,5,5,,,,,,77 Meses,,,,,,Usados,37 900        EUR,8090586708,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-vanguard-ID8Pxhc0.html,Sim,Nacional,,,,,"5,30 l/100km",,,15/03/2030,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Dezembro,2022,17 500 km,1 950 cm3,116 cv,Utilitário,Branco,,Automática,,5,5,,,,,,24 Meses,,,,,,Usados,38 750        EUR,8090586704,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PxhbV.html,Sim,Nacional,,,,,5 l/100km,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,116,d Pack 50 anos M Auto,Diesel,Agosto,2022,19 600 km,1 496 cm3,116 cv,Utilitário,Branco,,Automática,,5,5,,,,,,36 Meses,,,,,,Usados,37 900        EUR,8090700871,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-50-anos-m-auto-ID8PxKTl.html,Sim,Nacional,,,,,"4,60 l/100km",,,26/09/2026,Série 1,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Novembro,2022,15 000 km,1 950 cm3,116 cv,Utilitário,Preto,,Automática,,5,5,,,,,,24 Meses,,,,,,Usados,38 750        EUR,8090586702,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PxhbU.html,Sim,Nacional,,,,,5 l/100km,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Volvo,V60,2.0 D4 Inscription Geartronic,Diesel,Abril,2019,99 750 km,1 969 cm3,190 cv,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,146 g/km,,,18 Meses,Sim,Sim,Sim,"5,40 l/100km","4,20 l/100km",Usados,34 750        EUR,8089717694,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d4-inscription-geartronic-ID8PtD7E.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,3008,1.2 PureTech Allure Pack EAT8,Gasolina,Junho,2022,25 000 km,1 199 cm3,130 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,,,18 Meses,,,Sim,,,Usados,32 900        EUR,8090340351,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-2-puretech-allure-pack-eat8-ID8Pvf6w.html,Sim,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,420 Gran Coupé,d Pack M Auto,Diesel,Novembro,2018,65 500 km,1 995 cm3,190 cv,Utilitário,Cinzento,,Automática,,5,5,,,123 g/km,,,36 Meses,,,,"5,30 l/100km","4,30 l/100km",Usados,35 500        EUR,8090700841,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-auto-ID8PxKSR.html,Sim,Nacional,,,,,"4,70 l/100km",,,26/09/2026,Série 4,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,X1,16 d sDrive Auto Line Sport,Diesel,Abril,2019,58 000 km,1 496 cm3,116 cv,SUV / TT,Branco,,Automática,,5,5,,,114 g/km,,,36 Meses,,,,"4,60 l/100km","3,60 l/100km",Usados,33 900        EUR,8090700834,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-auto-line-sport-ID8PxKSK.html,Sim,Nacional,,,,,"3,90 l/100km",,,26/09/2026,Série X,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,520,d Auto,Diesel,Maio,2018,81 000 km,1 995 cm3,190 cv,Carrinha,Branco,,Automática,,5,5,,,121 g/km,,,36 Meses,,,,"5,10 l/100km","4,30 l/100km",Usados,35 500        EUR,8090700826,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8PxKSC.html,Sim,Nacional,,,,,"4,60 l/100km",,,26/09/2026,Série 5,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,5008,,Diesel,Abril,2023,8 000 km,1 499 cm3,130 cv,SUV / TT,Cinzento,,Manual,,5,7,,,,,,36 Meses,,,,,,Usados,40 990        EUR,8090700825,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-ID8PxKSB.html,Sim,Nacional,,,,,"5,10 l/100km",,,26/09/2026,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Audi,A4 Allroad,2.0 TDI quattro,Diesel,Janeiro,2018,106 116 km,1 968 cm3,150 cv,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,Sim,,18 Meses,Sim,Sim,Sim,"6,80 l/100km",,Usados,32 900        EUR,8087791709,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-allroad-2-0-tdi-quattro-ID8Ply5n.html,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,C 220,d Coupe AMG Line,Diesel,Junho,2017,63 590 km,2 143 cm3,170 cv,Coupé,Preto,,Manual,6,2,4,Classe 1,,,,,18 Meses,Sim,,Sim,,,Usados,36 500        EUR,8090700798,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-coupe-amg-line-ID8PxKSa.html,,Importado,Sim,Sim,,,,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Kia,EV6,,Eléctrico,Novembro,2021,38 000 km,,229 cv,SUV / TT,Branco,Metalizado,Automática,,5,5,,,,,,36 Meses,,,Sim,,,Usados,43 911        EUR,8088334338,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-ev6-ID8PnPfs.html,Sim,,Sim,Sim,,,,Sim,,01/01/0001,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,5008,1.5 BlueHDi Active Pack EAT8,Diesel,Fevereiro,2023,13 900 km,1 499 cm3,130 cv,SUV / TT,Cinzento,,Automática,,5,7,,,,,,36 Meses,,,,,,Usados,40 900        EUR,8090700757,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-active-pack-eat8-ID8PxKRw.html,Sim,Nacional,,,,,"5,40 l/100km",,,26/09/2026,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Land Rover,Range Rover Evoque,2.0 D150 R-Dynamic S,Diesel,Outubro,2019,48 659 km,1 999 cm3,150 cv,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,Sim,,18 Meses,,Sim,Sim,,,Usados,43 900        EUR,8089116622,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-d150-r-dynamic-s-ID8Pr6KV.html,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,3008,1.2 PureTech Active Pack,Gasolina,Fevereiro,2023,7 000 km,1 199 cm3,130 cv,SUV / TT,Cinzento,,Manual,,5,5,,,,,,36 Meses,,,,,,Usados,31 790        EUR,8090700733,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-2-puretech-active-pack-ID8PxKR7.html,Sim,Nacional,,,,,"6,10 l/100km",,,26/09/2026,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,3008,1.2 PureTech Active Pack,Gasolina,Fevereiro,2022,7 000 km,1 199 cm3,130 cv,SUV / TT,Cinzento,,Manual,,5,5,,,,,,36 Meses,,,,,,Usados,31 790        EUR,8090700722,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-2-puretech-active-pack-ID8PxKQV.html,Sim,Nacional,,,,,"6,10 l/100km",,,26/09/2026,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Março,2017,92 680 km,1 950 cm3,194 cv,Carrinha,Prateado,Metalizado,Automática,9,5,5,Classe 1,,,Sim,,18 Meses,,Sim,Sim,,,Usados,34 900        EUR,8087876602,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8PlUaC.html,Sim,,Sim,Sim,1,,,,,,Classe E,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,A 250,e,Híbrido (Gasolina),Julho,2023,4 500 km,1 332 cm3,218 cv,Utilitário,Cinzento,,Automática,,4,5,,,,,,36 Meses,,,,,,Usados,43 500        EUR,8090700571,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-ID8PxKOw.html,Sim,Nacional,,,,,"0,80 l/100km",,,26/09/2026,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,C 220,d Coupe 9G-TRONIC AMG Line,Diesel,Novembro,2017,117 000 km,2 143 cm3,170 cv,Coupé,Branco,Metalizado,Automática,,2,4,,,,Sim,,18 Meses,Sim,,Sim,5 l/100km,,Usados,33 750        EUR,8089389590,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-coupe-9g-tronic-amg-line-ID8PsfLE.html,Sim,,Sim,Sim,,,,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,320 Gran Turismo,d Pack M Auto,Diesel,Abril,2019,124 229 km,1 995 cm3,190 cv,Sedan,Cinzento,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,,Sim,,18 Meses,Sim,Sim,Sim,,,Usados,37 500        EUR,8088164737,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-gran-turismo-d-pack-m-auto-ID8Pn77X.html,,Nacional,Sim,Sim,,,,,,,Série 3,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Cupra,Formentor,1.5 TSI Base DSG,Gasolina,Setembro,2022,5 964 km,1 498 cm3,150 cv,SUV / TT,Preto,Metalizado,Automática,7,5,5,,Tracção dianteira,,,,18 Meses,Sim,Sim,Sim,"6,50 l/100km",5 l/100km,Usados,34 850        EUR,8089944954,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-base-dsg-ID8PuAf8.html,,Nacional,Sim,Sim,,,,,,20/09/2025,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,E 220,D AMG,Diesel,Dezembro,2016,117 078 km,1 950 cm3,194 cv,Sedan,Cinzento,,Automática,,5,,,,112 g/km,,,18 Meses,,,,"6,10 l/100km",,Usados,39 500        EUR,8089257955,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-ID8PrHvw.html,,Nacional,,,,,,,,,Classe E,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Dezembro,2017,86 000 km,1 950 cm3,194 cv,Carrinha,Azul,,Automática,,5,5,Classe 1,,109 g/km,,,18 Meses,,Sim,Sim,"5,80 l/100km",,Usados,34 900        EUR,8089341145,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8Ps3ah.html,Sim,Nacional,Sim,Sim,,,,,,,Classe E,,,,,,,StandVirtual,Yes,2023-09-26
Particular,Toyota,RAV4,2.5 HDF Square Collection,Híbrido (Gasolina),Março,2019,63 000 km,2 487 cm3,218 cv,SUV / TT,Branco,,Automática,1,5,,,Tracção dianteira,129 g/km,,,,,,,"4,70 l/100km","4,70 l/100km",Usados,39 500        EUR,8090668821,24 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-rav4-2-5-hdf-square-collection-ID8PxCyp.html,,Nacional,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,GLA 220,d Style,Diesel,Junho,2017,139 000 km,2 143 cm3,170 cv,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,115 g/km,,,18 Meses,Sim,,,,,Usados,30 900        EUR,8089793753,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-220-d-style-ID8PtVUp.html,,,Sim,Sim,1,,,,,,Classe GLA,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,GLC 350,e AMG Line 4-Matic,Híbrido (Gasolina),Maio,2018,98 474 km,1 991 cm3,320 cv,SUV / TT,Cinzento,,Automática,7,5,5,,,59 g/km,,,36 Meses,Sim,Sim,Sim,,,Usados,43 850        EUR,8090618992,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-350-e-amg-line-4-matic-ID8PxpAI.html,,Nacional,Sim,Sim,,,,,,,Classe GLC,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Zoe,Limited 50,Eléctrico,Abril,2022,16 419 km,,109 cv,Pequeno citadino,Cinzento,,Automática,,5,,,,,,,18 Meses,,,,,,Usados,31 500        EUR,8089077227,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-limited-50-ID8PqVwx.html,Sim,Nacional,,Sim,,,,,,21/04/2025,,395 km,,,,"17,30 kWh/100km",,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Setembro,2019,97 495 km,1 950 cm3,194 cv,Carrinha,Preto,,Automática,,5,5,,,,,,18 Meses,,,,"5,50 l/100km",,Usados,37 500        EUR,8089077183,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8PqVuP.html,Sim,Nacional,,Sim,,,,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,MINI,John Cooper Works,,Gasolina,Maio,2019,69 500 km,1 998 cm3,232 cv,Citadino,Azul,,Manual,,3,,,,,,,18 Meses,Sim,Sim,Sim,,,Usados,31 999        EUR,8090325984,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-ID8PvbmM.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,X6 M,,Diesel,Novembro,2012,196 000 km,2 995 cm3,381 cv,SUV / TT,Preto,,Automática,,5,4,Classe 2,,204 g/km,,,18 Meses,,Sim,Sim,,,Usados,37 500        EUR,8090244775,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x6-m-ID8PwQeX.html,Sim,,,Sim,2,,,,,,Série X,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,C 220,d Avantgarde+ Aut.,Diesel,Junho,2018,158 000 km,2 143 cm3,170 cv,Sedan,Branco,,Automática,9,5,5,Classe 1,Integral,,Sim,,18 Meses,,Sim,Sim,"5,30 l/100km",,Usados,32 999        EUR,8087409601,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-aut-ID8PjVGl.html,,,Sim,Sim,,240 €,,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake AMG Line Aut.,Diesel,Outubro,2020,60 000 km,1 950 cm3,150 cv,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,,140 g/km,Sim,,18 Meses,Sim,Sim,Sim,,,Usados,39 990        EUR,8090155118,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-amg-line-aut-ID8PwsUS.html,Sim,,Sim,Sim,1,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,520,d Pack M Auto,Diesel,Agosto,2017,140 000 km,1 995 cm3,190 cv,Carrinha,Azul,Metalizado,Automática,8,5,5,Classe 1,,,Sim,,18 Meses,Sim,Sim,Sim,,,Usados,33 990        EUR,8085322826,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PbbOG.html,Sim,,Sim,Sim,,,,,,,Série 5,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,VW,ID.3,,Eléctrico,Outubro,2020,15 000 km,,204 cv,Citadino,Azul,,Automática,,5,5,Classe 1,,,,,36 Meses,Sim,Sim,Sim,,,Usados,42 500        EUR,8087393334,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-id-3-ID8PjSrY.html,Sim,,,Sim,,,,,,01/01/0001,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Dezembro,2019,105 000 km,1 950 cm3,306 cv,Carrinha,Branco,,Automática,,5,5,Classe 1,,44 g/km,Sim,,18 Meses,Sim,Sim,Sim,,,Usados,42 990        EUR,8088911201,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-amg-line-ID8PqfjH.html,Sim,Importado,Sim,Sim,1,,,,,,Classe E,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack EAT8,Diesel,Agosto,2021,68 999 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Metalizado,Automática,,5,7,Classe 1,,,,,18 Meses,Sim,Sim,Sim,"4,50 l/100km",,Usados,36 999        EUR,8090336537,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-eat8-ID8Pve6Z.html,,,Sim,Sim,,160 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Jaguar,F-Pace,2.0 i4D R-Sport Aut.,Diesel,Março,2018,55 000 km,1 999 cm3,180 cv,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,,,Sim,,18 Meses,Sim,Sim,Sim,,,Usados,39 900        EUR,8088849702,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-2-0-i4d-r-sport-aut-ID8PpZjM.html,Sim,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,420,i Line Sport Auto,Gasolina,Novembro,2019,70 000 km,1 998 cm3,184 cv,Coupé,Cinzento,Metalizado,Automática,,2,4,,,,,,18 Meses,Sim,Sim,Sim,,,Usados,33 889        EUR,8089406668,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-i-line-sport-auto-ID8Pskd6.html,,,Sim,,,,,Sim,,,Série 4,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Kia,e-Niro,,Eléctrico,Julho,2021,12 000 km,,204 cv,SUV / TT,Vermelho,Metalizado,Automática,,5,5,,,,,,36 Meses,,Sim,Sim,,,Usados,41 500        EUR,8087073779,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-e-niro-ID8PixjR.html,Sim,,,Sim,1,,,Sim,,01/01/0001,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,220 Gran Coupé,d Pack M,Diesel,Julho,2020,69 000 km,1 995 cm3,190 cv,Sedan,Azul,Metalizado,Automática,,4,5,Classe 1,,,,,24 Meses,,Sim,Sim,,,Usados,41 900        EUR,8088684889,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-220-gran-coup-d-pack-m-ID8Ppirw.html,Sim,,Sim,Sim,,,,,,,Série 2,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Audi,A3 Sportback,30 TFSI Advanced S tronic,Gasolina,Dezembro,2022,80 km,999 cm3,110 cv,Utilitário,Branco,,Automática,,5,5,Classe 1,,,,,18 Meses,Sim,,Sim,,,Novos,32 990        EUR,8090700169,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tfsi-advanced-s-tronic-ID8PxKI1.html,Sim,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,ML 450,,Diesel,Maio,2010,61 000 km,3 996 cm3,306 cv,SUV / TT,Preto,,Automática,7,5,5,Classe 2,,,,,18 Meses,,,Sim,,,Usados,33 900        EUR,8090633233,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-ml-450-ID8Pxtip.html,Sim,Nacional,Sim,,1,,,,,,Classe M,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,VW,Amarok,3.0 TDI CD Highline 4Motion Aut.,Diesel,Agosto,2019,121 000 km,2 967 cm3,204 cv,SUV / TT,Cinzento,,Automática,,4,3,,,,,,18 Meses,,,,,,Usados,37 990        EUR,8090524575,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-amarok-3-0-tdi-cd-highline-4motion-aut-ID8Px11R.html,Sim,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,C 220,D Avantgarde,Diesel,Fevereiro,2019,49 000 km,1 950 cm3,194 cv,Sedan,Preto,Metalizado,Automática,9,4,5,Classe 1,Tracção traseira,,,,18 Meses,Sim,Sim,Sim,,,Usados,39 300        EUR,8087998949,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8PmpZX.html,,Nacional,Sim,Sim,1,,,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-26
Particular,Jaguar,XJ,3.0 D V6 LWB Premium Luxury,Diesel,Maio,2010,120 000 km,2 993 cm3,275 cv,Sedan,Preto,Pérola,Automática,,4,4,,,,,,,,,,"8,70 l/100km",,Usados,34 700        EUR,8090294464,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xj-3-0-d-v6-lwb-premium-luxury-ID8Pv3ao.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Particular,Mercedes-Benz,CLA 180,,Diesel,Junho,2019,92 500 km,1 461 cm3,116 cv,Citadino,Preto,Metalizado,Automática,7,5,5,,Tracção dianteira,,Sim,,,,,,,,Usados,36 000        EUR,8090438556,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-ID8PvEEs.html,,,,,,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Arkana,1.3 TCe R.S.Line EDC,Gasolina,Janeiro,2022,24 064 km,1 332 cm3,140 cv,Utilitário,Preto,Metalizado,Automática,7,5,5,Classe 1,,,,,36 Meses,Sim,Sim,Sim,,,Usados,31 450        EUR,8089470723,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-arkana-1-3-tce-r-s-line-edc-ID8PsASf.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
