Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Possibilidade de financiamento,Não fumador,Inspecção válida até,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,IUC,IVA Discriminado,Consumo Combinado,Sub-modelo,Garantia de Fábrica até,ou até,Consumo,Site,Portugal,Data
Profissional,Mercedes-Benz,C 200,d Avantgarde Aut.,Diesel,Fevereiro,2020,130 041 km,1 598 cm3,160 cv,Carrinha,Cinzento,,Automática,9,5,,,Tracção traseira,144 g/km,24 Meses,,,Sim,Sim,"5,50 l/100km","4,20 l/100km",Usados,Mostrar VIN,34 500,8091298428,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-avantgarde-aut-ID8PAglm.html,Sim,Sim,Sim,,,,,,,Sim,,Classe C,,,,StandVirtual,Yes,2024-02-29
Profissional,Ford,Ranger,2.2 TDCi CD Limited 4WD,Diesel,Abril,2016,127 956 km,2 198 cm3,160 cv,SUV / TT,Azul,,Manual,6,4,5,,Integral,184 g/km,36 Meses,,Nacional,,,"7,10 l/100km","6,10 l/100km",Usados,Mostrar VIN,31 990,8091739265,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-ranger-2-2-tdci-cd-limited-4wd-ID8PC71D.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,B 180,d Progressive Aut.,Diesel,Janeiro,2023,30 189 km,1 950 cm3,116 cv,Utilitário,Preto,,Automática,8,5,5,,Tracção dianteira,135 g/km,24 Meses,,Nacional,,,"5,40 l/100km",4 l/100km,Usados,Mostrar VIN,39 750,8091737961,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-progressive-aut-ID8PC6GB.html,Sim,Sim,,,,,,,,,,Classe B,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,A 160,AMG Line,Gasolina,Setembro,2022,35 089 km,1 332 cm3,109 cv,Utilitário,Branco,,Manual,6,5,5,,Tracção dianteira,141 g/km,24 Meses,,Nacional,,,,,Usados,Mostrar VIN,30 990,8091737773,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-amg-line-ID8PC6Dz.html,Sim,Sim,,,,,,,,Sim,,Classe A,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,B 180,d Style Plus Aut.,Diesel,Abril,2022,41 033 km,1 950 cm3,116 cv,Utilitário,Azul,,Automática,8,5,5,,Tracção dianteira,135 g/km,24 Meses,,Nacional,,,"5,40 l/100km",4 l/100km,Usados,Mostrar VIN,35 800,8091737577,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-style-plus-aut-ID8PC6Ap.html,Sim,Sim,,,,,,,,Sim,,Classe B,,,,StandVirtual,Yes,2024-02-29
Profissional,Audi,Q5,40 TDI quattro S-line S-tronic,Diesel,Maio,2019,158 664 km,1 968 cm3,190 cv,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 1,Integral,,18 Meses,,Nacional,Sim,Sim,,,Usados,,42 900,8091387079,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-q5-40-tdi-quattro-s-line-s-tronic-ID8PADpd.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Hyundai,Tucson,1.6 T-GDi Premium,Gasolina,Julho,2022,26 000 km,1 598 cm3,150 cv,SUV / TT,Preto,,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,31 990,8091814620,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-t-gdi-premium-ID8PCqD2.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,A 250 Limousine,e Style Plus,Híbrido Plug-In,Abril,2021,91 000 km,1 332 cm3,218 cv,Sedan,Preto,,Automática,,4,5,Classe 1,,,18 Meses,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,32 990,8091814616,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-limousine-e-style-plus-ID8PCqCY.html,Sim,Sim,,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,C 220,d AMG Line,Diesel,Abril,2019,92 000 km,1 950 cm3,194 cv,Carrinha,Preto,,Automática,,5,5,Classe 1,,,18 Meses,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,33 990,8091583913,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-ID8PBsBX.html,Sim,Sim,,,,,,,,,,Classe C,,,,StandVirtual,Yes,2024-02-29
Profissional,Volvo,XC 40,2.0 D3 Momentum Geartronic,Diesel,Novembro,2019,49 000 km,1 969 cm3,150 cv,SUV / TT,Preto,,Automática,,5,5,Classe 1,,,18 Meses,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,32 990,8091454454,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-momentum-geartronic-ID8PAUWU.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Hyundai,Tucson,1.6 T-GDi Premium,Gasolina,Outubro,2023,750 km,1 598 cm3,150 cv,SUV / TT,Cinzento,,Manual,6,5,,,Tracção dianteira,153 g/km,36 Meses,,,,,"7,50 l/100km","5,50 l/100km",Usados,Mostrar VIN,33 200,8091719721,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-t-gdi-premium-ID8PC1Vp.html,Sim,Sim,,,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,C 250,d Aut.,Diesel,Agosto,2016,132 500 km,2 143 cm3,204 cv,Cabrio,Cinzento,,Automática,9,2,4,Classe 1,Tracção traseira,121 g/km,18 Meses,1,Nacional,Sim,Sim,"5,20 l/100km","4,30 l/100km",Usados,Mostrar VIN,37 500,8091738488,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-aut-ID8PC6P6.html,Sim,Sim,Sim,31 Agosto 2024,,,,,,,,Classe C,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,B 180,d AMG Line Aut.,Diesel,Junho,2022,36 797 km,1 950 cm3,116 cv,Utilitário,Branco,,Automática,8,5,5,,Tracção dianteira,135 g/km,24 Meses,,Nacional,,,"5,40 l/100km",4 l/100km,Usados,Mostrar VIN,39 990,8091737686,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-amg-line-aut-ID8PC6Ca.html,Sim,Sim,,,,,,,,Sim,,Classe B,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,B 180,d AMG Line Aut.,Diesel,Junho,2022,38 856 km,1 950 cm3,116 cv,Monovolume,Prateado,,Automática,8,5,5,,Tracção dianteira,135 g/km,24 Meses,,Nacional,,,"5,40 l/100km",4 l/100km,Usados,Mostrar VIN,39 990,8091737714,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-amg-line-aut-ID8PC6CC.html,Sim,Sim,,,,,,,,Sim,,Classe B,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido Plug-In,Janeiro,2023,10 km,1 332 cm3,218 cv,Utilitário,Branco,,Automática,8,5,5,,Tracção dianteira,23 g/km,24 Meses,,Importado,,,,,Usados,Mostrar VIN,44 750,8091738268,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PC6Ly.html,Sim,Sim,,,,,,,,Sim,,Classe A,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,B 180,d AMG Line Aut.,Diesel,Julho,2022,38 010 km,1 950 cm3,116 cv,Utilitário,Preto,,Automática,8,5,5,,Tracção dianteira,135 g/km,24 Meses,,Nacional,,,"5,40 l/100km",4 l/100km,Usados,Mostrar VIN,40 990,8091737740,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-amg-line-aut-ID8PC6D2.html,Sim,Sim,,,,,,,,Sim,,Classe B,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,GLA 220,d AMG Line,Diesel,Abril,2019,85 567 km,2 143 cm3,170 cv,SUV / TT,Preto,,Automática,7,5,5,,Integral,175 g/km,24 Meses,,Nacional,Sim,Sim,"6,80 l/100km","5,50 l/100km",Usados,Mostrar VIN,36 250,8091737352,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-220-d-amg-line-ID8PC6vM.html,Sim,Sim,Sim,,,,,,,Sim,,Classe GLA,,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Austral,1.2 E-Tech Techno Espirit,Híbrido (Gasolina),Janeiro,2023,21 230 km,1 199 cm3,200 cv,SUV / TT,Preto,Metalizado,Automática,,5,5,,,105 g/km,36 Meses,,Nacional,Sim,Sim,,,Usados,,43 500,8091737086,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-austral-1-2-e-tech-techno-espirit-ID8PC6su.html,Sim,Sim,,,,,,,,,,,1 Janeiro 0001,,,StandVirtual,Yes,2024-02-29
Profissional,Hyundai,Tucson,1.6 CRDi Premium,Diesel,Fevereiro,2022,34 953 km,1 598 cm3,116 cv,SUV / TT,Outra,,Manual,,5,,,,,36 Meses,,Nacional,,,,,Usados,,30 790,8090641454,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-premium-ID8Pxwr0.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,GLA 200,AMG Line,Gasolina,Outubro,2020,33 400 km,1 332 cm3,163 cv,SUV / TT,Preto,,Automática,7,5,,Classe 1,Tracção dianteira,154 g/km,18 Meses,1,Nacional,Sim,Sim,"7,20 l/100km","4,90 l/100km",Usados,,43 500,8090525890,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-200-amg-line-ID8Px1n4.html,Sim,Sim,,,,,,,,,,Classe GLA,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Outubro,2019,121 497 km,1 950 cm3,194 cv,Sedan,Cinzento,,Automática,,5,5,Classe 1,Tracção traseira,,18 Meses,,Nacional,,,,,Usados,Mostrar VIN,32 750,8091749581,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8PC9I1.html,,Sim,,4 Outubro 2025,,,,,,,,Classe C,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,B 180,d AMG Line Aut.,Diesel,Junho,2022,38 856 km,1 950 cm3,116 cv,Monovolume,Prateado,,Automática,8,5,5,,Tracção dianteira,135 g/km,24 Meses,,Nacional,,,"5,40 l/100km",4 l/100km,Usados,Mostrar VIN,39 990,8091737714,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-amg-line-aut-ID8PC6CC.html,Sim,Sim,,,,,,,,Sim,,Classe B,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido Plug-In,Janeiro,2023,10 km,1 332 cm3,218 cv,Utilitário,Branco,,Automática,8,5,5,,Tracção dianteira,23 g/km,24 Meses,,Importado,,,,,Usados,Mostrar VIN,44 750,8091738268,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PC6Ly.html,Sim,Sim,,,,,,,,Sim,,Classe A,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,B 180,d AMG Line Aut.,Diesel,Julho,2022,38 010 km,1 950 cm3,116 cv,Utilitário,Preto,,Automática,8,5,5,,Tracção dianteira,135 g/km,24 Meses,,Nacional,,,"5,40 l/100km",4 l/100km,Usados,Mostrar VIN,40 990,8091737740,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-amg-line-aut-ID8PC6D2.html,Sim,Sim,,,,,,,,Sim,,Classe B,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,GLA 220,d AMG Line,Diesel,Abril,2019,85 567 km,2 143 cm3,170 cv,SUV / TT,Preto,,Automática,7,5,5,,Integral,175 g/km,24 Meses,,Nacional,Sim,Sim,"6,80 l/100km","5,50 l/100km",Usados,Mostrar VIN,36 250,8091737352,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-220-d-amg-line-ID8PC6vM.html,Sim,Sim,Sim,,,,,,,Sim,,Classe GLA,,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Austral,1.2 E-Tech Techno Espirit,Híbrido (Gasolina),Janeiro,2023,21 230 km,1 199 cm3,200 cv,SUV / TT,Preto,Metalizado,Automática,,5,5,,,105 g/km,36 Meses,,Nacional,Sim,Sim,,,Usados,,43 500,8091737086,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-austral-1-2-e-tech-techno-espirit-ID8PC6su.html,Sim,Sim,,,,,,,,,,,1 Janeiro 0001,,,StandVirtual,Yes,2024-02-29
Profissional,Mitsubishi,ASX,1.6 PHEV Intense,Híbrido Plug-In,Março,2023,15 500 km,1 598 cm3,160 cv,SUV / TT,Branco,,Automática,4,5,5,Classe 1,Tracção dianteira,30 g/km,36 Meses,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,34 990,8091613410,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-asx-1-6-phev-intense-ID8PBAhI.html,,,,,,,,,,,,,15 Março 2028,100 000 km,,StandVirtual,Yes,2024-02-29
Profissional,Porsche,Cayenne,,Híbrido (Gasolina),Junho,2016,160 900 km,2 995 cm3,416 cv,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,,18 Meses,,Importado,Sim,Sim,,,Usados,,44 950,8091613211,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-ID8PBAew.html,Sim,Sim,Sim,1 Junho 2024,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Honda,Jazz Crosstar Hybrid,1.5 i-MMD Executive TT,Híbrido (Gasolina),Maio,2023,14 000 km,1 498 cm3,109 cv,Utilitário,Branco,,Automática,1,5,5,,Tracção dianteira,102 g/km,36 Meses,,,,,"2,50 l/100km","4,30 l/100km",Usados,Mostrar VIN,35 000,8091599186,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/honda-jazz-crosstar-hybrid-1-5-i-mmd-executive-tt-ID8PBvAi.html,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Polestar,2,Long Range,Eléctrico,Dezembro,2022,4 200 km,,231 cv,Sedan,Azul,Metalizado,Automática,1,5,5,Classe 1,Tracção dianteira,,24 Meses,,Nacional,,Sim,,,Usados,Mostrar VIN,44 500,8091414670,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/polestar-2-long-range-ID8PAKAe.html,Sim,Sim,,,551 km,78 kWh,Própria,,,Sim,,,25 Dezembro 2025,,,StandVirtual,Yes,2024-02-29
Profissional,Polestar,2,Long Range,Eléctrico,Setembro,2022,6 800 km,,231 cv,Sedan,Prateado,Metalizado,Automática,1,5,5,Classe 1,Tracção dianteira,,24 Meses,,Nacional,,Sim,,,Usados,Mostrar VIN,43 900,8091414646,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/polestar-2-long-range-ID8PAKzQ.html,Sim,Sim,,,542 km,78 kWh,Própria,,,Sim,,,28 Setembro 2025,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,C 200,d Avantgarde Aut.,Diesel,Fevereiro,2020,94 785 km,1 598 cm3,160 cv,Carrinha,Preto,,Automática,9,5,,,Tracção traseira,144 g/km,24 Meses,,,Sim,Sim,"5,50 l/100km","4,20 l/100km",Usados,Mostrar VIN,34 000,8091298361,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-avantgarde-aut-ID8PAgkh.html,Sim,Sim,Sim,,,,,,,Sim,,Classe C,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,C 200,d Avantgarde Aut.,Diesel,Fevereiro,2020,148 068 km,1 598 cm3,160 cv,Carrinha,Prateado,,Automática,9,5,,,Tracção traseira,144 g/km,24 Meses,,,Sim,Sim,"5,50 l/100km","4,20 l/100km",Usados,Mostrar VIN,34 500,8091298583,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-avantgarde-aut-ID8PAgnR.html,Sim,Sim,Sim,,,,,,,Sim,,Classe C,,,,StandVirtual,Yes,2024-02-29
Profissional,Polestar,2,Long Range,Eléctrico,Maio,2022,16 400 km,,231 cv,Sedan,Branco,Metalizado,Automática,1,5,5,Classe 1,Tracção dianteira,,24 Meses,,Nacional,,Sim,,,Usados,Mostrar VIN,40 900,8091297459,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/polestar-2-long-range-ID8PAg5J.html,Sim,Sim,,,542 km,,Própria,,,Sim,,,29 Maio 2025,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack EAT8,Diesel,Janeiro,2022,54 018 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,7,,Tracção dianteira,140 g/km,18 Meses,,Nacional,,Sim,,,Usados,,39 900,8091304856,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-eat8-ID8PAi12.html,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,C 200,d Avantgarde Aut.,Diesel,Maio,2019,89 128 km,1 598 cm3,160 cv,Carrinha,Azul,,Automática,9,5,,,Tracção traseira,144 g/km,24 Meses,,,Sim,Sim,"5,50 l/100km","4,20 l/100km",Usados,Mostrar VIN,30 500,8091297548,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-avantgarde-aut-ID8PAg7a.html,Sim,Sim,Sim,,,,,,,Sim,,Classe C,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,C 200,d Avantgarde Aut.,Diesel,Fevereiro,2020,107 581 km,1 598 cm3,160 cv,Carrinha,Cinzento,,Automática,9,5,,,Tracção traseira,144 g/km,24 Meses,,,Sim,Sim,"5,50 l/100km","4,20 l/100km",Usados,Mostrar VIN,34 000,8091297632,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-avantgarde-aut-ID8PAg8v.html,Sim,Sim,Sim,,,,,,,Sim,,Classe C,,,,StandVirtual,Yes,2024-02-29
Profissional,Tesla,Model 3,,Eléctrico,Março,2019,67 700 km,,455 cv,Sedan,Vermelho,Metalizado,Automática,,4,5,Classe 1,,,36 Meses,,Importado,Sim,Sim,,,Usados,,37 950,8091215468,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-3-ID8PzULi.html,Sim,Sim,Sim,1 Março 2025,,,,560 km,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Abril,2021,95 000 km,1 496 cm3,116 cv,Sedan,Cinzento,Metalizado,Automática,7,4,,Classe 1,Tracção dianteira,124 g/km,24 Meses,,,,Sim,,,Usados,,32 946,8091214858,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8PzUBs.html,,,Sim,,,,,,,,,Série 2,,,,StandVirtual,Yes,2024-02-29
Profissional,DS,DS7 Crossback,E-Tense Performance Line EAT8,Híbrido (Gasolina),Março,2021,37 000 km,1 598 cm3,225 cv,SUV / TT,Branco,Pérola,Automática,8,5,5,Classe 1,Integral,40 g/km,18 Meses,1,,Sim,Sim,,,Usados,,38 500,8091130512,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/ds-ds7-crossback-e-tense-performance-line-eat8-ID8PzyF2.html,,Sim,Sim,,57 km,,,,150 €,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,CLA 200,Shooting Brake AMG Line Aut.,Gasolina,Maio,2021,49 002 km,1 332 cm3,163 cv,Carrinha,Preto,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,,Sim,,,Usados,,39 900,8091071251,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-shooting-brake-amg-line-aut-ID8Pzjfd.html,,Sim,,,,,,,,,,Classe CLA,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,5008,1.5 BlueHDi Allure EAT8,Diesel,Março,2021,137 415 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,7,,Tracção dianteira,142 g/km,18 Meses,,,Sim,Sim,,,Usados,,31 950,8091861630,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-eat8-ID8PCCRg.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,BMW,518,d Line Luxury Auto,Diesel,Junho,2019,93 000 km,1 995 cm3,150 cv,Carrinha,Cinzento,,Automática,8,5,5,,Tracção traseira,156 g/km,18 Meses,,Nacional,,Sim,,,Usados,Mostrar VIN,31 450,8090257433,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-518-d-line-luxury-auto-ID8PwTx7.html,,,Sim,,,,,,,,,Série 5,,,,StandVirtual,Yes,2024-02-29
Profissional,MINI,Clubman,One D Auto,Diesel,Julho,2022,34 000 km,1 496 cm3,116 cv,Carrinha,Azul,,Automática,7,6,5,Classe 1,Tracção dianteira,125 g/km,24 Meses,,,,Sim,,,Usados,Mostrar VIN,31 950,8090653196,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-clubman-one-d-auto-ID8Pxyuo.html,Sim,Sim,Sim,,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,BMW,530,e iPerformance,Híbrido Plug-In,Março,2019,68 100 km,1 998 cm3,252 cv,Sedan,Preto,,Automática,8,4,5,,Tracção traseira,32 g/km,18 Meses,1,,,Sim,,,Usados,Mostrar VIN,33 500,8090534548,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-ID8Px3CI.html,Sim,Sim,,,,,,,,,,Série 5,,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,C5 Aircross,1.5 BlueHDi C-Series EAT8,Diesel,Abril,2023,500 km,1 499 cm3,130 cv,SUV / TT,Preto,,Automática,,5,5,,,130 g/km,36 Meses,,,,,,,Usados,Mostrar VIN,37 490,8089816141,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-5-bluehdi-c-series-eat8-ID8Pu2Jw.html,Sim,Sim,,,,,,,,,"6,50 l/100km",,,,,StandVirtual,Yes,2024-02-29
Profissional,Porsche,Macan,S Diesel PDK,Diesel,Julho,2014,224 000 km,2 967 cm3,258 cv,SUV / TT,Cinzento,Metalizado,Automática,7,5,5,,Integral,159 g/km,18 Meses,,,Sim,Sim,"6,70 l/100km","5,70 l/100km",Usados,,43 750,8090258856,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/porsche-macan-s-diesel-pdk-ID8PwTU4.html,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,3008,1.6 Hybrid GT Line e-EAT8,Híbrido (Gasolina),Novembro,2021,2 000 km,1 598 cm3,225 cv,SUV / TT,Azul,Metalizado,Automática,8,5,5,Classe 1,,,18 Meses,1,,Sim,Sim,,,Usados,,36 990,8091525961,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-hybrid-gt-line-e-eat8-ID8PBdxf.html,,Sim,,,56 km,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,Vito Tourer,116 CDi/32 Compacto Pro Aut.,Diesel,Maio,2022,67 980 km,2 143 cm3,163 cv,Monovolume,Preto,Metalizado,Automática,,4,9,Classe 1,,,18 Meses,,Nacional,,Sim,,,Usados,,39 900,8091892805,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-vito-tourer-116-cdi-32-compacto-pro-aut-ID8PCKY5.html,Sim,Sim,Sim,,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,C 220,,Diesel,Junho,2019,70 000 km,1 950 cm3,194 cv,Coupé,Preto,Metalizado,Automática,9,2,4,Classe 1,,,18 Meses,,Nacional,Sim,Sim,,,Usados,,38 990,8091571932,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-ID8PBpuI.html,Sim,Sim,Sim,,,,,,,,"4,80 l/100km",Classe C,,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,C5 X,1.2 PureTech Feel Pack EAT8,Gasolina,Janeiro,2023,400 km,1 199 cm3,130 cv,Sedan,Cinzento,,Automática,,5,5,,,135 g/km,36 Meses,,,,,,,Usados,Mostrar VIN,31 980,8089816143,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c5-x-1-2-puretech-feel-pack-eat8-ID8Pu2Jx.html,Sim,Sim,,,,,,,,,6 l/100km,,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,3008,1.5 BlueHDi Allure Pack EAT8,Diesel,Maio,2021,45 470 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,"4,10 l/100km",,Usados,Mostrar VIN,32 950,8088366915,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-pack-eat8-ID8PnXIT.html,,Sim,Sim,,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Volvo,XC 60,2.0 D4 Momentum Geartronic,Diesel,Abril,2019,131 595 km,1 969 cm3,190 cv,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,24 Meses,,Nacional,Sim,Sim,"5,60 l/100km",,Usados,Mostrar VIN,37 500,8089183795,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-momentum-geartronic-ID8Proen.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
