Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Garantia de Fábrica até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Versão,Origem,Registo(s),Tracção,Emissões CO2,IUC,Inspecção válida até,Consumo Urbano,Consumo Extra Urbano,Consumo Combinado,Filtro de partículas,Sub-modelo,IVA Discriminado,IVA dedutível,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,Valor sem ISV,ou até,Consumo,Clássico,Site,Portugal
Profissional,BMW,116,Diesel,Junho,2019,137 182 km,1 496 cm3,116 cv,,Sim,Sim,Carrinha,Branco,Metalizado,Manual,6,5,5,,,18 Meses,,Sim,Sim,Usados,19 500        EUR,8089851894,12 Julho 2023,d Advantage,Importado,,Tracção dianteira,100 g/km,,,"4,40 l/100km","3,40 l/100km",,Sim,Série 1,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,Diesel,Dezembro,2019,42 200 km,1 461 cm3,90 cv,Sim,Sim,,Carrinha,Branco,,Manual,5,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,16 500        EUR,8089965508,12 Julho 2023,,Nacional,1,Tracção dianteira,,,,,,,Sim,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,Diesel,Abril,2019,52 416 km,1 461 cm3,90 cv,Sim,Sim,Sim,Carrinha,Branco,,Manual,5,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,16 000        EUR,8089965509,12 Julho 2023,1.5 dCi Limited,Nacional,1,Tracção dianteira,,,12/04/2025,,,,Sim,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Clubman,Gasolina,Dezembro,2019,29 874 km,1 499 cm3,102 cv,Sim,Sim,Sim,Carrinha,Verde,,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,24 900        EUR,8088770387,12 Julho 2023,,,1,Tracção dianteira,,,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500X,Diesel,Abril,2019,75 077 km,1 248 cm3,95 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,36 Meses,,Sim,Sim,Usados,18 800        EUR,8088682908,12 Julho 2023,1.3 MJ City Cross,Nacional,1,Tracção dianteira,,,,,,,Sim,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Grand Scénic,Diesel,Setembro,2017,101 217 km,1 461 cm3,110 cv,Sim,Sim,Sim,Monovolume,Prateado,Metalizado,Automática,6,5,7,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,21 500        EUR,8086996981,12 Julho 2023,1.5 dCi Intens EDC SS,,1,Tracção dianteira,,,04/09/2023,"4,20 l/100km",,,,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,Diesel,Novembro,2019,81 575 km,1 598 cm3,115 cv,Sim,Sim,,Utilitário,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,Sim,,Sim,Usados,21 900        EUR,8089601910,12 Julho 2023,1.6 TDI Confortline,,1,Tracção dianteira,,,,,,,Sim,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Jeep,Wrangler,Diesel,Janeiro,2012,103 263 km,2 777 cm3,177 cv,,Sim,,SUV / TT,Preto,Metalizado,Automática,,2,2,Classe 2,,18 Meses,,Sim,,Usados,29 980        EUR,8089057475,12 Julho 2023,,Nacional,1,Integral,255 g/km,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Cabrio,Diesel,Agosto,2016,46 901 km,1 496 cm3,116 cv,Sim,Sim,Sim,Cabrio,Cinzento,Metalizado,Manual,6,2,4,Classe 1,,18 Meses,,,Sim,Usados,23 490        EUR,8089624379,12 Julho 2023,Cooper D,Nacional,,Tracção dianteira,119 g/km,,,"4,80 l/100km","3,90 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Kadjar,Diesel,Dezembro,2019,35 631 km,1 461 cm3,115 cv,Sim,Sim,,SUV / TT,Vermelho,,Automática,,5,5,,,24 Meses,,,,Usados,26 900        EUR,8090027001,12 Julho 2023,1.5 Blue dCi Black Edition EDC,Nacional,,,1 g/km,,,,,,Sim,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 160,Gasolina,Fevereiro,2019,76 709 km,1 332 cm3,109 cv,,Sim,,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,,Usados,23 880        EUR,8089859831,12 Julho 2023,Style Plus,,1,Tracção dianteira,106 g/km,,,,,,,Classe A,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A1 Sportback,Gasolina,Junho,2022,10 238 km,999 cm3,95 cv,Sim,Sim,Sim,Citadino,Preto,Metalizado,Automática,7,5,5,,08/06/2025,18 Meses,Sim,Sim,Sim,Usados,22 990        EUR,8089822815,12 Julho 2023,25 TFSI S tronic,Nacional,1,Tracção dianteira,139 g/km,,,"5,80 l/100km","4,20 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,Diesel,Abril,2017,85 450 km,1 560 cm3,120 cv,,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,16 990        EUR,8089473262,12 Julho 2023,1.6 BlueHDi Allure,Nacional,1,Tracção dianteira,94 g/km,,27/04/2025,"4,40 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,CLA 200,Diesel,Julho,2016,88 600 km,2 143 cm3,136 cv,,,,Coupé,Cinzento,Metalizado,Automática,6,5,5,,,,,Sim,Sim,Usados,26 900        EUR,8089849420,12 Julho 2023,,Nacional,2,Tracção traseira,105 g/km,,06/07/2024,,,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,Gasolina,Abril,2018,88 582 km,999 cm3,116 cv,Sim,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,19 600        EUR,8090032035,12 Julho 2023,1.0 TFSI Sport,,,,,,,,,"5,10 l/100km",,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 250,Diesel,Fevereiro,2010,270 000 km,2 143 cm3,204 cv,Sim,Sim,Sim,Sedan,Cinzento,Metalizado,Manual,6,3,4,Classe 1,,18 Meses,Sim,,Sim,Usados,16 950        EUR,8088741625,12 Julho 2023,CDi Avantgarde BlueEfficiency,Nacional,,Tracção traseira,,,,"6,30 l/100km",,,,Classe E,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Arona,Gasolina,Novembro,2019,40 000 km,999 cm3,95 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,Sim,,Sim,Usados,16 950        EUR,8089389625,12 Julho 2023,1.0 TSI Xcellence,Nacional,1,Tracção dianteira,,,,"5,70 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Freemont,Diesel,Janeiro,2014,135 000 km,1 956 cm3,170 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,7,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,17 950        EUR,8088333447,12 Julho 2023,2.0 M-Jet BlackCode,Nacional,,Tracção dianteira,,,10/01/2024,"8,30 l/100km",,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,Diesel,Janeiro,2017,89 000 km,1 560 cm3,100 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,17 700        EUR,8090032028,12 Julho 2023,1.6 BlueHDi Allure,,,Tracção dianteira,97 g/km,,,"3,90 l/100km","3,30 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Corolla,Gasolina,Agosto,2019,87 086 km,1 197 cm3,116 cv,Sim,Sim,Sim,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,18 900        EUR,8090032026,12 Julho 2023,1.2T Comfort+P.Sport,,,,,,,,,"4,10 l/100km",,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Evoque,Diesel,Julho,2017,100 068 km,1 999 cm3,150 cv,Sim,,Sim,Monovolume,Cinzento,,Manual,,5,,,,18 Meses,,,,Usados,29 999        EUR,8089812213,12 Julho 2023,,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Zoe,Eléctrico,Setembro,2019,65 000 km,,136 cv,Sim,Sim,Sim,Citadino,Branco,,Automática,,5,5,,,18 Meses,,,Sim,Usados,21 900        EUR,8089989337,12 Julho 2023,Intens 50,Importado,,Tracção dianteira,,,,,,,,,,Sim,,50 kWh,Própria,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,Gasolina,Dezembro,2018,32 000 km,1 598 cm3,224 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,21 990        EUR,8089970078,12 Julho 2023,1.6 PureTech GT,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,420 Gran Coupé,Diesel,Março,2016,191 000 km,1 995 cm3,190 cv,,Sim,Sim,Citadino,Azul,Metalizado,Automática,8,5,,,,18 Meses,,Sim,Sim,Usados,27 500        EUR,8089862569,12 Julho 2023,d Aut. M Sport,,,Tracção traseira,,,,,,,Sim,Série 4,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,C 220,Diesel,Abril,2015,198 000 km,2 143 cm3,170 cv,,,,Carrinha,Cinzento,Metalizado,Automática,7,5,5,Classe 1,,,,Sim,Sim,Usados,24 300        EUR,8089711575,12 Julho 2023,(BlueTEC) d Station 7G-TRONIC AMG Line,Importado,,Tracção traseira,124 g/km,,,6 l/100km,4 l/100km,,Sim,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,Diesel,Dezembro,2018,117 134 km,1 461 cm3,90 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,,,Sim,Usados,17 950        EUR,8089624508,12 Julho 2023,1.5 dCi Exclusive,Nacional,1,Tracção dianteira,,,20/12/2024,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,Diesel,Março,2016,149 653 km,1 496 cm3,116 cv,,Sim,Sim,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,,,Sim,Usados,16 750        EUR,8089624520,12 Julho 2023,d Advantage,Nacional,1,Tracção traseira,,,28/03/2024,,,,,Série 1,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A4,Diesel,Dezembro,2016,221 576 km,1 968 cm3,150 cv,,Sim,Sim,Sedan,Cinzento,Metalizado,Manual,6,4,5,Classe 1,,18 Meses,,,Sim,Usados,19 950        EUR,8089624440,12 Julho 2023,2.0 TDI Advance,Nacional,1,Tracção dianteira,,,29/12/2024,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf Variant,Diesel,Maio,2017,178 950 km,1 598 cm3,115 cv,,Sim,Sim,Carrinha,Preto,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,,,Sim,Usados,16 750        EUR,8089624527,12 Julho 2023,1.6 TDi Confortline,Nacional,1,Tracção dianteira,,,24/05/2025,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Março,2016,159 000 km,1 461 cm3,109 cv,Sim,Sim,Sim,Utilitário,Branco,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,19 500        EUR,8090032018,12 Julho 2023,d Style,,1,,,,,,,,,Classe A,,,,,,,,,,,StandVirtual,Yes
Profissional,Mazda,CX-30,Gasolina,Junho,2020,20 318 km,1 998 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Vermelho,Metalizado,Automática,,5,5,,07/06/2025,18 Meses,Sim,Sim,Sim,Usados,26 900        EUR,8090032017,12 Julho 2023,2.0 Sky-G Evolve AT i-Active +Sport+Safety+Sound,Nacional,,,,,,,,"4,10 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,One,Diesel,Janeiro,2019,24 900 km,1 496 cm3,95 cv,,Sim,Sim,Citadino,Branco,,Manual,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,22 250        EUR,8089863052,12 Julho 2023,D,Nacional,1,,,,,"4,30 l/100km",,,Sim,,,,,,,,,,,,StandVirtual,Yes
Particular,Dacia,Sandero,Gasolina,Janeiro,2021,9 179 km,999 cm3,91 cv,Sim,,,Citadino,Azul,Metalizado,Manual,6,5,5,,29/01/2026,,Sim,Sim,,Usados,16 500        EUR,8089945212,12 Julho 2023,1.0 TCe Comfort,Nacional,,Tracção dianteira,119 g/km,,,,,,,,,,,,,,,80 000 km,,,StandVirtual,Yes
Profissional,SEAT,Ateca,Diesel,Outubro,2018,59 000 km,1 598 cm3,115 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,23 980        EUR,8089119265,12 Julho 2023,1.6 TDI Style,Nacional,1,Tracção dianteira,,154 €,,"5,20 l/100km",,,,,Sim,,,,,900 km,,,,,StandVirtual,Yes
Profissional,MINI,Cooper,Gasolina,Fevereiro,2020,68 000 km,1 499 cm3,136 cv,Sim,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,6,3,4,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,25 900        EUR,8089904047,12 Julho 2023,Standard,,1,Tracção dianteira,125 g/km,"180,34 €",,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Nissan,Leaf,Eléctrico,Novembro,2018,101 848 km,,150 cv,,,,Utilitário,Branco,Metalizado,Automática,,5,5,Classe 1,,,Sim,Sim,Sim,Usados,21 800        EUR,8090029602,12 Julho 2023,Tekna Two Tone,Nacional,1,Tracção dianteira,,,,,,,,,,,270 km,,Própria,,,,,,StandVirtual,Yes
Profissional,BMW,216 Gran Tourer,Diesel,Agosto,2016,152 000 km,1 496 cm3,116 cv,Sim,Sim,Sim,Monovolume,Azul,Metalizado,Manual,,5,,,,36 Meses,,,,Usados,15 950        EUR,8089997203,8 Julho 2023,d,,,,,,,,,,,Série 2,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,C 180,Diesel,Março,2017,106 000 km,1 598 cm3,116 cv,,,,Carrinha,Cinzento,Metalizado,Automática,,5,,,,,,,,Usados,20 500        EUR,8089814545,12 Julho 2023,(BlueTEC) d Station 7G-TRONIC Exclusive,,,,,,,"5,10 l/100km",,,Sim,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i20,Gasolina,Fevereiro,2022,24 287 km,998 cm3,100 cv,Sim,,Sim,Citadino,Branco,,Manual,,5,,,,36 Meses,,,,Usados,18 999        EUR,8089795063,12 Julho 2023,1.0 T-GDI Style,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Puma,Gasolina,Junho,2022,10 000 km,998 cm3,125 cv,Sim,Sim,Sim,SUV / TT,Azul,Metalizado,Manual,6,5,5,Classe 1,01/01/0001,36 Meses,Sim,Sim,Sim,Usados,24 450        EUR,8089286150,12 Julho 2023,1.0 EcoBoost MHEV ST-Line X,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,Diesel,Fevereiro,2020,42 392 km,1 496 cm3,116 cv,Sim,,Sim,Citadino,Preto,,Manual,,5,,,,24 Meses,,,,Usados,27 499        EUR,8089795060,12 Julho 2023,d Advantage,Nacional,,,,,,,,,,Série 1,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,Diesel,Dezembro,2018,90 000 km,1 598 cm3,115 cv,Sim,Sim,Sim,Utilitário,Prateado,Metalizado,Manual,5,5,5,,,18 Meses,,,Sim,Usados,18 900        EUR,8089580208,12 Julho 2023,1.6 TDI Style S/S,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,Diesel,Março,2016,130 000 km,1 560 cm3,120 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Automática,6,5,5,,,18 Meses,Sim,Sim,Sim,Usados,15 900        EUR,8088415299,12 Julho 2023,1.6 BlueHDi Allure J17 EAT6,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Outubro,2015,108 000 km,2 143 cm3,170 cv,Sim,Sim,,Carrinha,Azul,Metalizado,Automática,7,5,5,,,18 Meses,,,Sim,Usados,26 900        EUR,8089861689,12 Julho 2023,d Avantgarde Aut.,Nacional,,,,,,,,,,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,Diesel,Janeiro,2019,88 308 km,1 496 cm3,116 cv,Sim,,Sim,Utilitário,Preto,,Manual,,5,,,,18 Meses,,,,Usados,22 699        EUR,8089795056,12 Julho 2023,d Line Sport,Nacional,,,,,,,,,,Série 1,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q2,Gasolina,Maio,2021,50 000 km,999 cm3,110 cv,Sim,,,SUV / TT,Preto,,Manual,,5,5,,,36 Meses,,,,Usados,27 990        EUR,8089969850,12 Julho 2023,30 TFSI Advanced,Nacional,,,,,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,216 Active Tourer,Diesel,Abril,2019,46 938 km,1 496 cm3,116 cv,Sim,,Sim,Monovolume,Azul,,Manual,,5,,,,18 Meses,,,,Usados,23 499        EUR,8089795054,12 Julho 2023,d Line Sport,Nacional,,,,,,,,,,Série 2,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320 Gran Turismo,Diesel,Abril,2018,194 000 km,1 995 cm3,190 cv,Sim,,Sim,Sedan,Preto,Metalizado,Automática,8,5,5,Classe 1,,18 Meses,Sim,,Sim,Usados,26 950        EUR,8089923291,12 Julho 2023,d Pack M Auto,Nacional,1,Tracção traseira,160 g/km,,30/04/2024,,,,Sim,Série 3,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,Gasolina,Fevereiro,2018,80 000 km,999 cm3,75 cv,,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,15 280        EUR,8089677192,12 Julho 2023,1.0 Confortline,Nacional,1,Tracção dianteira,108 g/km,,,"5,80 l/100km","4,20 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,Ceed,Gasolina,Outubro,2020,7 000 km,998 cm3,120 cv,Sim,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,48 Meses,Sim,Sim,Sim,Usados,20 980        EUR,8089390613,12 Julho 2023,1.0 T-GDI GT Line,Nacional,1,Tracção dianteira,,,,"6,50 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X3,Diesel,Janeiro,2011,218 277 km,1 995 cm3,184 cv,Sim,Sim,,SUV / TT,Preto,Metalizado,Automática,8,5,5,,,18 Meses,,,Sim,Usados,18 490        EUR,8089757710,12 Julho 2023,20 d xDrive Auto,Nacional,,Integral,147 g/km,,,"6,10 l/100km","5,30 l/100km",,,Série X,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,Diesel,Maio,2019,57 000 km,1 461 cm3,90 cv,Sim,,Sim,SUV / TT,Cinzento,,Manual,,5,,,,18 Meses,,,,Usados,18 900        EUR,8088035786,12 Julho 2023,1.5 dCi Exclusive,,,,,,,"4,60 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,Space Star,Gasolina,Fevereiro,2022,16 510 km,1 193 cm3,71 cv,Sim,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,48 Meses,,,,Usados,15 500        EUR,8088655689,12 Julho 2023,1.2 Intense,,,Tracção dianteira,,,,"5,30 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Nissan,Qashqai,Gasolina,Fevereiro,2018,100 000 km,1 197 cm3,115 cv,Sim,,,SUV / TT,Preto,Metalizado,Manual,6,5,5,Classe 1,,,,,,Usados,18 500        EUR,8089446424,12 Julho 2023,1.2 DIG-T 360,,,Tracção dianteira,,,,"6,80 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,i3,Eléctrico,Março,2020,27 500 km,,170 cv,,,,Citadino,Cinzento,Metalizado,Automática,7,5,5,Classe 1,,,Sim,Sim,Sim,Usados,30 000        EUR,8089811360,12 Julho 2023,(120 Ah),Importado,1,Tracção traseira,,,03/05/2024,,,,,Série i,,,300 km,120 kWh,Própria,300 km,,,,,StandVirtual,Yes
Profissional,Ford,Tourneo Courier,Gasolina,Fevereiro,2019,99 000 km,998 cm3,100 cv,Sim,Sim,Sim,Utilitário,Azul,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,,,Sim,Usados,18 000        EUR,8090032005,12 Julho 2023,1.0 EcoBoost Titanium,Nacional,1,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Discovery Sport,Diesel,Maio,2016,114 000 km,1 999 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Branco,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,25 500        EUR,8090032003,12 Julho 2023,2.0 eD4 SE,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Corolla Touring Sports,Gasolina,Maio,2019,82 871 km,1 197 cm3,116 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,19 900        EUR,8090032000,12 Julho 2023,1.2T Comfort+P.Sport,,,,,,,,,"5,10 l/100km",,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,Diesel,Fevereiro,2019,92 000 km,1 499 cm3,102 cv,,,Sim,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,,24 Meses,,,Sim,Usados,16 750        EUR,8089969686,12 Julho 2023,1.5 BlueHDi Business Line,Importado,,Tracção dianteira,119 g/km,,,"4,40 l/100km","3,40 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,Diesel,Março,2016,132 000 km,1 968 cm3,184 cv,,Sim,Sim,Utilitário,Branco,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,20 700        EUR,8090031997,12 Julho 2023,2.0 TDI FR S/S,,,Tracção dianteira,118 g/km,,,"5,30 l/100km","4,10 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q3,Diesel,Julho,2015,142 000 km,1 968 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Manual,6,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,22 950        EUR,8089963221,12 Julho 2023,2.0 TDI Design,Nacional,1,Tracção dianteira,117 g/km,,,"5,10 l/100km","4,10 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,Diesel,Julho,2018,196 608 km,1 461 cm3,109 cv,Sim,Sim,Sim,Sedan,Branco,,Manual,6,4,5,Classe 1,,18 Meses,Sim,,,Usados,21 990        EUR,8087608039,12 Julho 2023,d AMG Line,,,Tracção dianteira,,,,"4,70 l/100km",,,,Classe CLA,,,,,,,,,,Sim,StandVirtual,Yes
Profissional,Nissan,Qashqai,Diesel,Maio,2018,137 675 km,1 598 cm3,130 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,Sim,,Sim,Usados,21 900        EUR,8089197642,12 Julho 2023,1.6 dCi N-Connecta 18,,,Tracção dianteira,,,,"5,10 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra,Diesel,Maio,2021,36 551 km,1 496 cm3,122 cv,Sim,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,Sim,,Sim,Usados,22 900        EUR,8088643572,12 Julho 2023,1.5 D GS Line S/S,,,Tracção dianteira,,,,"4,30 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,Diesel,Julho,2019,75 000 km,1 598 cm3,116 cv,Sim,,,Utilitário,Preto,,Manual,,5,5,,,18 Meses,,,,Usados,22 490        EUR,8089969499,12 Julho 2023,30 TDI,Nacional,,,,,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,Diesel,Janeiro,2020,129 342 km,1 499 cm3,130 cv,Sim,Sim,Sim,SUV / TT,Preto,,Manual,6,5,7,Classe 1,,18 Meses,Sim,,Sim,Usados,25 900        EUR,8089859496,12 Julho 2023,1.5 BlueHDi Style,,,Tracção dianteira,139 g/km,,,"4,60 l/100km","3,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Particular,Hyundai,i20,Gasolina,Julho,2021,15 700 km,998 cm3,100 cv,,,,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,01/07/2028,,Sim,Sim,Sim,Usados,17 300        EUR,8090031986,12 Julho 2023,1.0 T-GDI Style,Nacional,1,Tracção dianteira,123 g/km,,,6 l/100km,"4,30 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,Diesel,Março,2019,115 000 km,1 499 cm3,130 cv,Sim,Sim,Sim,Monovolume,Cinzento,Metalizado,Manual,6,5,7,,,18 Meses,Sim,Sim,Sim,Usados,23 990        EUR,8089944350,12 Julho 2023,1.5 BlueHDi Allure,,,,,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,F-Pace,Diesel,Janeiro,2016,134 000 km,1 999 cm3,180 cv,,Sim,,SUV / TT,Preto,,Automática,,5,5,,,18 Meses,,,,Usados,37 900        EUR,8088742798,12 Julho 2023,2.0 i4D R-Sport AWD Aut.,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,418 Gran Coupé,Diesel,Junho,2021,29 879 km,1 995 cm3,150 cv,,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,36 950        EUR,8088643638,12 Julho 2023,d Corporate Edition Auto,Nacional,1,,,,,,,,,Série 4,Sim,Sim,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,E 220,Diesel,Fevereiro,2020,94 000 km,1 950 cm3,194 cv,Sim,,,Sedan,Preto,Metalizado,Automática,9,4,5,Classe 1,01/06/2024,,Sim,Sim,Sim,Usados,39 900        EUR,8089911303,6 Julho 2023,D Avantgarde,Nacional,1,Tracção traseira,138 g/km,,01/02/2024,"5,70 l/100km","4,10 l/100km",,,Classe E,,,,,,,,,,,StandVirtual,Yes
