Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Garantia de Fábrica até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Versão,Origem,Registo(s),Tracção,Emissões CO2,IUC,Inspecção válida até,Consumo Urbano,Consumo Extra Urbano,Consumo Combinado,Filtro de partículas,Sub-modelo,IVA Discriminado,IVA dedutível,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,Valor sem ISV,ou até,Consumo,Clássico,Site,Portugal
Profissional,Porsche,Macan,Diesel,Dezembro,2014,164 169 km,2 967 cm3,258 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,7,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,52 900        EUR,8084876295,12 Julho 2023,S,Importado,1,Integral,161 g/km,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Dezembro,2021,27 390 km,1 993 cm3,200 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,9,5,5,,,24 Meses,Sim,,Sim,Usados,59 990        EUR,8089824563,12 Julho 2023,d 4Matic All-Terrain,Nacional,1,Integral,130 g/km,,,"5,90 l/100km","3,70 l/100km",,Sim,Classe C,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQA,Eléctrico,Janeiro,2022,13 989 km,,190 cv,,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,,,18 Meses,,,Sim,Usados,53 500        EUR,8089252139,12 Julho 2023,250 Progressive,Importado,,,,,21/01/2026,,,,,,,Sim,355 km,69 kWh,Própria,,,,,,StandVirtual,Yes
Profissional,Tesla,Model Y,Eléctrico,Outubro,2022,8 100 km,,351 cv,,Sim,Sim,SUV / TT,Branco,,Automática,,5,5,,,36 Meses,,,,Usados,54 400        EUR,8089657864,12 Julho 2023,Long-Range RWD,Importado,,,,,,,,,,,,,,,Própria,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,Híbrido (Diesel),Setembro,2022,405 km,1 950 cm3,306 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Automática,9,5,5,Classe 1,,24 Meses,Sim,Sim,Sim,Usados,68 990        EUR,8088708923,12 Julho 2023,De Avantgarde,Nacional,,Tracção traseira,,,,,,,,Classe E,Sim,,,,,60 km,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,EQE,Eléctrico,Março,2023,12 511 km,,292 cv,,,,Sedan,Branco,,Automática,,5,,,,,,,,Usados,71 800        EUR,8089855959,5 Julho 2023,,,,,,,,,,,,,,Sim,615 km,,,,,,16 kWh/100km,,StandVirtual,Yes
Profissional,Jaguar,F-Pace,Híbrido (Gasolina),Março,2021,39 900 km,1 997 cm3,404 cv,Sim,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,,,,18 Meses,Sim,Sim,Sim,Usados,69 990        EUR,8089997223,8 Julho 2023,2.0 P400e AWD R-Dynamic Black,,,,,,,,,,,,Sim,Sim,46 km,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,Híbrido (Gasolina),Junho,2021,69 900 km,2 998 cm3,394 cv,Sim,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,,18 Meses,Sim,Sim,Sim,Usados,88 600        EUR,8089399938,12 Julho 2023,45 e xDrive Pack M,Nacional,,,,,,,,,,Série X,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 400,Diesel,Novembro,2021,31 900 km,2 925 cm3,330 cv,Sim,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,4,,,,24 Meses,,,,Usados,145 000        EUR,8086307056,13 Julho 2023,d Longo 4Matic,Nacional,,,,,,"8,70 l/100km",,,,Classe S,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,620 Gran Turismo,Diesel,Junho,2021,37 000 km,1 995 cm3,190 cv,Sim,,,Utilitário,Cinzento,,Automática,,5,,,13/07/2026,36 Meses,,,,Usados,63 900        EUR,8089552426,13 Julho 2023,d Pack M,Nacional,,,,,,,,"5,40 l/100km",,Série 6,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Ioniq 5,Eléctrico,Janeiro,2023,22 km,,228 cv,Sim,,,SUV / TT,Preto,,Automática,,5,5,,31/01/2030,78 Meses,,,,Usados,63 790        EUR,8089067074,13 Julho 2023,77kWh Vanguard,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Cupra,Formentor,Gasolina,Abril,2023,7 000 km,2 480 cm3,390 cv,Sim,,,SUV / TT,Azul,,Automática,,5,5,,10/07/2026,36 Meses,,,,Usados,88 694        EUR,8089971506,12 Julho 2023,2.5 TSI DSG 4Drive VZ5,Nacional,,,,,,"12,30 l/100km","7,50 l/100km","10,10 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,McLaren,MP4-12C,Gasolina,Setembro,2012,13 000 km,3 799 cm3,600 cv,,Sim,Sim,Coupé,Verde,Mate,Automática,,2,2,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,160 000        EUR,8089862427,12 Julho 2023,,Nacional,1,,,,01/09/2024,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Mustang,Gasolina,Dezembro,2010,46 000 km,5 400 cm3,550 cv,,Sim,,Cabrio,Branco,,Manual,,2,,,,18 Meses,,,,Usados,89 900        EUR,8083580712,12 Julho 2023,Shelby GT500 Cabrio 5.4 V8,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Dodge,RAM,GPL,Setembro,2011,137 000 km,5 700 cm3,395 cv,,Sim,,SUV / TT,Cinzento,Mate,Automática,,4,5,,,18 Meses,,,,Usados,64 900        EUR,8084310658,12 Julho 2023,1500 5.7 V8 Hemi Sport OFFROAD,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,G 63 AMG,Gasolina,Janeiro,2014,127 300 km,5 461 cm3,544 cv,,Sim,,SUV / TT,Branco,,Automática,,5,5,,,18 Meses,,,,Usados,199 900        EUR,8087527191,12 Julho 2023,Brabus Widestar,,,,,,,,,,,Classe G,,,,,,,,,,,StandVirtual,Yes
Particular,Audi,A6 Avant,Híbrido (Diesel),Março,2022,50 519 km,1 968 cm3,204 cv,,,,Carrinha,Cinzento,Metalizado,Automática,,5,5,Classe 1,29/03/2027,,Sim,Sim,Sim,Usados,60 800        EUR,8089440576,12 Julho 2023,,Nacional,1,Tracção dianteira,,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ferrari,F12 Berlinetta,Gasolina,Agosto,2014,14 000 km,6 262 cm3,740 cv,Sim,Sim,Sim,Coupé,Vermelho,Metalizado,Automática,7,2,2,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,289 999        EUR,8089464100,12 Julho 2023,Hele,Nacional,,Tracção traseira,,,,,,,,,,,,,,,,,,Sim,StandVirtual,Yes
Profissional,Porsche,Panamera,Híbrido (Gasolina),Janeiro,2021,17 900 km,2 894 cm3,560 cv,Sim,Sim,Sim,Utilitário,Cinzento,,Automática,,5,5,,,18 Meses,,,,Usados,139 990        EUR,8087419712,12 Julho 2023,4S E-Hybrid,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i4,Eléctrico,Março,2022,24 000 km,,544 cv,,Sim,Sim,Sedan,Azul,,Automática,,5,5,,,36 Meses,Sim,,Sim,Usados,77 250        EUR,8089664410,12 Julho 2023,M50,Nacional,1,,,,,,,,,Série i,,,513 km,,Própria,,,,"18,30 kWh/100km",,StandVirtual,Yes
Particular,Bentley,Flying Spur,Gasolina,Julho,2015,50 500 km,5 998 cm3,635 cv,,Sim,,Sedan,Castanho,,Automática,8,4,,Classe 1,,,,Sim,Sim,Usados,149 800        EUR,8088755742,12 Julho 2023,W12 S,Importado,,,,,,"22,20 l/100km",,,Sim,,,,,,,,,,,,StandVirtual,Yes
Particular,Land Rover,Range Rover,Diesel,Fevereiro,2017,212 300 km,2 993 cm3,258 cv,,Sim,,SUV / TT,Preto,Metalizado,Automática,,5,5,,,,,Sim,Sim,Usados,78 500        EUR,8088913470,12 Julho 2023,3.0 TdV6 Vogue,Importado,2,Integral,182 g/km,,,"7,80 l/100km",,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera Sport Turismo,Híbrido (Gasolina),Dezembro,2018,80 000 km,2 894 cm3,462 cv,,Sim,Sim,Carrinha,Preto,Metalizado,Automática,8,5,5,Classe 1,31/08/2025,36 Meses,Sim,Sim,Sim,Usados,92 500        EUR,8089936693,12 Julho 2023,4 E-Hybrid,Nacional,1,Integral,,,,,,,,,,,54 km,,,,,,,,StandVirtual,Yes
Particular,Jeep,Wrangler Unlimited,Híbrido (Gasolina),Fevereiro,2022,16 350 km,1 995 cm3,380 cv,,,,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,,28/02/2026,,Sim,Sim,Sim,Usados,76 500        EUR,8090032027,12 Julho 2023,2.0 TG 4xe Rubicon,Nacional,1,Integral,94 g/km,,,,,,,,,,,,,44 km,,,,,StandVirtual,Yes
Profissional,Ford,Mustang Mach-E,Eléctrico,Fevereiro,2022,7 km,,269 cv,,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,,,36 Meses,,,,Usados,72 500        EUR,8085934881,12 Julho 2023,Standard AWD,Importado,,,,,,,,,,,,Sim,,,Própria,,,,,,StandVirtual,Yes
Profissional,Dodge,Challenger,Gasolina,Julho,2011,46 500 km,6 424 cm3,477 cv,,Sim,,Coupé,Azul,Metalizado,Manual,,2,5,,,18 Meses,,,,Usados,74 900        EUR,8051666239,12 Julho 2023,6.4 SRT-8 392 Hemi Inaugural Edition,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jeep,Wrangler Unlimited,Diesel,Março,2011,173 500 km,2 777 cm3,200 cv,,Sim,,SUV / TT,Verde,Mate,Manual,6,4,5,,,18 Meses,,,,Usados,64 900        EUR,8089765726,12 Julho 2023,2.8 CRD MTX Sahara Adventure Edition,Nacional,,Integral,194 g/km,,,"8,60 l/100km","6,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model X,Eléctrico,Junho,2018,125 000 km,,525 cv,,Sim,Sim,SUV / TT,Cinzento,,Automática,,5,5,,,18 Meses,,,Sim,Usados,69 900        EUR,8089236367,12 Julho 2023,100D,Importado,,Integral,,,06/06/2024,,,,,,Sim,Sim,,,Própria,,,,,,StandVirtual,Yes
Profissional,BMW,X5,Híbrido (Gasolina),Maio,2020,44 207 km,2 998 cm3,394 cv,Sim,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 2,,18 Meses,Sim,Sim,Sim,Usados,79 500        EUR,8089090166,12 Julho 2023,45 e xDrive Pack M,Nacional,,Integral,,,,,,,,Série X,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model X,Eléctrico,Novembro,2018,50 670 km,,306 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,69 990        EUR,8087380559,12 Julho 2023,75D,,,Integral,,,,,,,,,Sim,Sim,380 km,75 kWh,Própria,380 km,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 300,Híbrido (Diesel),Abril,2021,44 900 km,1 950 cm3,320 cv,,,,SUV / TT,Branco,Pérola,Automática,9,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,67 500        EUR,8089848618,12 Julho 2023,de 4Matic,,1,Integral,46 g/km,100 €,28/03/2025,,,,Sim,Classe GLC,,,,,,890 km,,,,,StandVirtual,Yes
Particular,Porsche,718 Cayman,Gasolina,Maio,2018,55 000 km,2 497 cm3,350 cv,,,,Coupé,Preto,,Automática,,2,2,,,,,,,Usados,70 000        EUR,8089785727,12 Julho 2023,2.5 S PDK,,,,,,,"12,30 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 300,Híbrido (Gasolina),Janeiro,2023,7 480 km,1 999 cm3,313 cv,Sim,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,,01/01/0001,36 Meses,,,,Usados,84 500        EUR,8089862673,12 Julho 2023,e 4Matic,Nacional,1,,,,,,,,,Classe GLC,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX,Eléctrico,Agosto,2022,22 000 km,,326 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Automática,,5,5,,,36 Meses,,,Sim,Usados,78 900        EUR,8089126975,12 Julho 2023,xDrive 40,Nacional,,,,,,,,,,Série X,Sim,,436 km,,Própria,,,,,,StandVirtual,Yes
Profissional,Audi,A7 Sportback,Diesel,Julho,2020,55 000 km,1 968 cm3,204 cv,Sim,Sim,Sim,Sedan,Azul,,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,61 750        EUR,8089491475,12 Julho 2023,40 TDI S tronic,Nacional,1,,,"235,26 €",,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,AMG GT,Gasolina,Dezembro,2018,20 000 km,3 982 cm3,557 cv,Sim,Sim,Sim,Cabrio,Cinzento,Metalizado,Automática,8,2,2,,,18 Meses,Sim,Sim,Sim,Usados,169 999        EUR,8089537296,12 Julho 2023,C,,,Tracção traseira,,,,15 l/100km,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,Híbrido (Gasolina),Julho,2020,124 000 km,2 998 cm3,394 cv,Sim,Sim,Sim,SUV / TT,Branco,,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,68 750        EUR,8089440727,12 Julho 2023,45 e xDrive Pack M,Nacional,1,,,"559,90 €",,,,,,Série X,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQC,Eléctrico,Maio,2021,43 215 km,,408 cv,Sim,,,SUV / TT,Cinzento,,Automática,,5,5,,,24 Meses,,,,Usados,69 000        EUR,8089636660,12 Julho 2023,400 4Matic,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQB,Eléctrico,Fevereiro,2022,24 620 km,,292 cv,Sim,,,SUV / TT,Vermelho,,Automática,,5,5,,,24 Meses,,,,Usados,66 000        EUR,8089557087,12 Julho 2023,350 4Matic AMG Line,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M850i,Gasolina,Novembro,2018,34 000 km,4 395 cm3,530 cv,Sim,Sim,Sim,Coupé,Azul,,Automática,,2,4,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,99 500        EUR,8088030690,12 Julho 2023,xDrive,Nacional,,,,,,,,,,Série 8,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,730,Diesel,Abril,2019,138 000 km,2 993 cm3,286 cv,,,,Sedan,Cinzento,Metalizado,Automática,8,4,5,Classe 1,,,Sim,Sim,Sim,Usados,67 900        EUR,8090008937,11 Julho 2023,d Pack M Auto,Nacional,,Integral,155 g/km,,,,,,Sim,Série 7,,,,,,,,,,,StandVirtual,Yes
Particular,Porsche,Panamera,Híbrido (Gasolina),Agosto,2018,80 500 km,2 894 cm3,462 cv,,,,Sedan,Cinzento,Metalizado,Automática,,5,4,,,,,,,Usados,95 500        EUR,8089967767,12 Julho 2023,4 E-Hybrid,,,,,,,,,,,,,,56 km,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera,Híbrido (Gasolina),Agosto,2018,33 000 km,2 894 cm3,462 cv,,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,5,5,,,18 Meses,Sim,Sim,Sim,Usados,93 500        EUR,8089383358,12 Julho 2023,4 E-Hybrid,Nacional,,,,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQE,Eléctrico,Janeiro,2023,3 900 km,,292 cv,,Sim,Sim,Sedan,Preto,Metalizado,Automática,,4,5,Classe 1,01/01/2026,36 Meses,Sim,Sim,Sim,Usados,76 800        EUR,8089947682,10 Julho 2023,350,Nacional,1,Tracção traseira,,,,,,,,,Sim,Sim,615 km,,Própria,626 km,,,"15,90 kWh/100km",,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Agosto,2022,7 000 km,1 993 cm3,200 cv,Sim,,,Carrinha,Prateado,,Automática,,5,5,,,24 Meses,,,,Usados,67 700        EUR,8089720483,12 Julho 2023,d 4Matic All-Terrain,Nacional,,,,,,,,5 l/100km,,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQC,Eléctrico,Agosto,2022,9 000 km,,408 cv,Sim,,,SUV / TT,Preto,,Automática,,5,5,,,24 Meses,,,,Usados,75 000        EUR,8089822382,12 Julho 2023,400 4Matic,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Taycan,Eléctrico,Janeiro,2023,3 882 km,,408 cv,,Sim,Sim,Sedan,Azul,Metalizado,Automática,,4,5,Classe 1,,36 Meses,Sim,,Sim,Usados,105 000        EUR,8090031887,12 Julho 2023,,Nacional,,Tracção traseira,,,07/01/2027,,,,,,,,400 km,93 kWh,Própria,,,,21 kWh/100km,,StandVirtual,Yes
Profissional,Volvo,V90,Híbrido (Gasolina),Fevereiro,2021,42 500 km,1 969 cm3,392 cv,,Sim,Sim,Carrinha,Cinzento,,Automática,8,5,,Classe 1,,48 Meses,,,,Usados,66 400        EUR,8088359334,12 Julho 2023,2.0 T8 Inscription AWD Geartronic,Nacional,,Integral,,,,,,,,,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 400,Diesel,Julho,2021,28 000 km,2 925 cm3,330 cv,Sim,Sim,Sim,Sedan,Preto,,Automática,,4,4,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,185 000        EUR,8089551567,12 Julho 2023,d Longo 4Matic,,,,,,,,,,Sim,Classe S,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,Diesel,Agosto,2022,8 767 km,1 993 cm3,265 cv,Sim,,,Sedan,Cinzento,,Automática,,4,5,,,24 Meses,,,,Usados,61 800        EUR,8089989173,12 Julho 2023,d AMG Line,Nacional,,,,,,,,"5,10 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i8,Híbrido (Gasolina),Setembro,2015,59 000 km,1 499 cm3,362 cv,,,Sim,Coupé,Azul,Metalizado,Automática,,2,,,,18 Meses,Sim,Sim,Sim,Usados,79 990        EUR,8090031883,12 Julho 2023,Standard,Importado,1,,,,,,,,,Série i,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,I-Pace,Eléctrico,Março,2021,14 555 km,,400 cv,Sim,Sim,Sim,SUV / TT,Branco,,Automática,,5,5,,,24 Meses,Sim,,Sim,Usados,69 950        EUR,8088781611,12 Julho 2023,S AWD Aut.,Nacional,,,,,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,991,Gasolina,Novembro,2018,63 042 km,3 800 cm3,580 cv,,Sim,Sim,Cabrio,Cinzento,Metalizado,Automática,7,2,4,,,18 Meses,Sim,Sim,Sim,Usados,179 911        EUR,8090031882,12 Julho 2023,Turbo S Cabriolet,Importado,2,Integral,216 g/km,,20/11/2023,"12,10 l/100km","7,60 l/100km",,,911 (Todos),,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX,Eléctrico,Maio,2022,22 000 km,,326 cv,Sim,,,SUV / TT,Cinzento,,Automática,,5,5,,12/07/2026,36 Meses,,,,Usados,78 500        EUR,8089923586,12 Julho 2023,xDrive 40 Pack Desportivo,Nacional,,,,,,,,,,Série X,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQC,Eléctrico,Maio,2023,2 000 km,,408 cv,Sim,,,SUV / TT,Cinzento,,Automática,,5,5,,,24 Meses,,,,Usados,75 000        EUR,8089661840,12 Julho 2023,400 4Matic,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,Híbrido (Diesel),Agosto,2021,35 000 km,1 950 cm3,306 cv,Sim,Sim,Sim,Carrinha,Branco,,Automática,9,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,64 500        EUR,8089220984,12 Julho 2023,De AMG Line,,1,Tracção traseira,,,,,,,,Classe E,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i8,Híbrido (Gasolina),Novembro,2017,64 800 km,1 499 cm3,362 cv,Sim,Sim,Sim,Coupé,Branco,Metalizado,Automática,,2,4,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,89 750        EUR,8086912069,12 Julho 2023,Standard,,1,,,,,,,,,Série i,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,Gasolina,Fevereiro,2022,5 592 km,1 798 cm3,300 cv,,Sim,Sim,Coupé,Branco,Pérola,Manual,6,5,2,Classe 1,01/03/2029,36 Meses,Sim,Sim,Sim,Usados,80 000        EUR,8089252635,12 Julho 2023,,Nacional,1,Tracção dianteira,,185 €,01/01/2027,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,I-Pace,Eléctrico,Outubro,2021,21 620 km,,400 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,,36 Meses,Sim,,Sim,Usados,69 000        EUR,8088901955,12 Julho 2023,S AWD Aut.,Nacional,,Integral,,,,,,,,,Sim,Sim,,,Própria,,,,,,StandVirtual,Yes
Profissional,Audi,R8 Spyder,Gasolina,Setembro,2017,77 230 km,5 204 cm3,540 cv,,Sim,Sim,Cabrio,Verde,,Automática,,2,2,,,18 Meses,Sim,Sim,Sim,Usados,184 500        EUR,8086601156,12 Julho 2023,5.2 FSi V10 S tronic,,1,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne,Diesel,Julho,2015,75 000 km,4 134 cm3,385 cv,Sim,,Sim,SUV / TT,Branco,,Automática,8,5,5,,,18 Meses,Sim,,Sim,Usados,79 999        EUR,8082190206,12 Julho 2023,S,Nacional,,Integral,209 g/km,,,10 l/100km,7 l/100km,8 l/100km,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jeep,Gladiator,Diesel,Novembro,2021,37 km,2 987 cm3,264 cv,Sim,,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,4,5,Classe 2,,18 Meses,,Sim,Sim,Novos,80 500        EUR,8085272176,12 Julho 2023,3.0 CRD 80º Aniversário AT8,Nacional,1,Integral,252 g/km,53 €,,,,,,,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 500,Gasolina,Setembro,2014,81 000 km,4 663 cm3,455 cv,Sim,,,Coupé,Cinzento,Mate,Automática,7,2,4,Classe 1,,18 Meses,Sim,,Sim,Usados,87 499        EUR,8088069274,12 Julho 2023,4-Matic,Nacional,,Integral,226 g/km,,,"12,20 l/100km",,,,Classe S,,,,,,,,,,,StandVirtual,Yes
Profissional,Lamborghini,Urus,Gasolina,Maio,2022,18 000 km,3 996 cm3,650 cv,Sim,,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 2,,36 Meses,,,,Usados,399 999        EUR,8086735818,12 Julho 2023,4.0 V8,Nacional,1,Integral,,,,,,,,,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Ford,F-150,Gasolina,Janeiro,2017,65 000 km,3 496 cm3,450 cv,Sim,,Sim,SUV / TT,Cinzento,Metalizado,Automática,10,4,5,Classe 2,,18 Meses,,,Sim,Usados,94 999        EUR,8082933435,12 Julho 2023,,Importado,,Integral,,53 €,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 400,Diesel,Janeiro,2021,39 000 km,2 925 cm3,330 cv,Sim,,Sim,Sedan,Cinzento,Metalizado,Automática,9,4,5,Classe 1,01/09/2023,18 Meses,,,,Usados,149 999        EUR,8084796775,12 Julho 2023,d 4Matic,Nacional,1,Integral,178 g/km,,,,,,,Classe S,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,G 63 AMG,Gasolina,Julho,2019,53 000 km,3 982 cm3,585 cv,Sim,Sim,,SUV / TT,Cinzento,Mate,Automática,9,5,5,Classe 2,,18 Meses,Sim,,Sim,Usados,229 999        EUR,8088783991,12 Julho 2023,4x4,Nacional,,Integral,,,,"16,50 l/100km",,,,Classe G,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,G 350,Diesel,Agosto,2017,44 000 km,2 987 cm3,245 cv,,,,SUV / TT,Preto,,Automática,7,5,5,Classe 2,,18 Meses,,,,Usados,124 999        EUR,8080370797,12 Julho 2023,d,,,Integral,261 g/km,,,"11,10 l/100km","9,10 l/100km","9,90 l/100km",,Classe G,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,991,Gasolina,Julho,2015,22 000 km,3 800 cm3,520 cv,Sim,Sim,Sim,Coupé,Branco,,Automática,7,2,4,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,149 999        EUR,6008846387,12 Julho 2023,Turbo PDK,Nacional,1,Integral,231 g/km,,,,,,,911 (Todos),Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Ferrari,FF,Gasolina,Janeiro,2012,34 000 km,6 262 cm3,660 cv,Sim,,,Coupé,Cinzento,,Automática,7,2,4,Classe 1,,18 Meses,,,Sim,Usados,197 500        EUR,8079081832,12 Julho 2023,,Nacional,,Integral,360 g/km,,20/01/2024,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M4,Gasolina,Maio,2017,57 000 km,2 979 cm3,450 cv,,Sim,Sim,Cabrio,Branco,Pérola,Automática,,2,,,,18 Meses,Sim,,,Usados,72 990        EUR,8089785896,12 Julho 2023,Cabrio DKG Competition,,,,,,,"11,90 l/100km",,,Sim,Série 4,,,,,,,,,,,StandVirtual,Yes
Particular,Porsche,718 Boxster,Gasolina,Abril,2019,19 000 km,1 988 cm3,300 cv,,,,Cabrio,Cinzento,Metalizado,Automática,7,2,,,,,,Sim,,Usados,75 000        EUR,8090031725,12 Julho 2023,T PDK,,,Tracção traseira,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Ranger,Diesel,Janeiro,2023,1 940 km,1 995 cm3,213 cv,Sim,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,10,4,5,,02/01/2028,36 Meses,Sim,Sim,Sim,Usados,63 500        EUR,8090031114,12 Julho 2023,2.0 TDCi CD Raptor 4WD,Nacional,1,Integral,233 g/km,,02/01/2027,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,530,Híbrido (Gasolina),Abril,2022,10 000 km,1 998 cm3,292 cv,Sim,,,Carrinha,Cinzento,,Automática,8,5,5,Classe 1,01/01/0001,36 Meses,,,Sim,Usados,61 950        EUR,8088172803,12 Julho 2023,e Pack M,Nacional,1,,,,,,,,,Série 5,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 300,Híbrido (Diesel),Abril,2021,85 000 km,1 950 cm3,320 cv,Sim,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,9,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,63 500        EUR,8089555620,10 Julho 2023,de Coupé 4Matic,,1,Integral,46 g/km,,,,,,Sim,Classe GLC,,,,,,,,,,,StandVirtual,Yes
