Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Inspecção válida até,Garantia de Stand (incl. no preço),Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,IVA dedutível,Tracção,Emissões CO2,Registo(s),Origem,Livro de Revisões completo,Consumo Urbano,Consumo Extra Urbano,IVA Discriminado,Tipo de cor,Valor Fixo,Garantia de Fábrica até,Filtro de partículas,ou até,Autonomia Máxima,IUC,Sub-modelo,Consumo Combinado,Autonomia,Consumo,Bateria,Capacidade da bateria,Site,Portugal
Profissional,Mercedes-Benz,GLS 400,d 4-Matic,Diesel,Junho,2021,32 000 km,2 925 cm3,330 cv,,,SUV / TT,Azul,Automática,,5,7,,,24 Meses,,,Usados,129 000        EUR,8089159417,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe GLS,"9,10 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLE 350,d Coupe 4Matic 9G-TRONIC AMG Line,Diesel,Fevereiro,2017,145 000 km,2 987 cm3,258 cv,Sim,Sim,SUV / TT,Cinzento,Automática,,5,,,,18 Meses,,Sim,Usados,63 500        EUR,8089431143,4 Julho 2023,,,,1,Nacional,Sim,"8,80 l/100km",,,Metalizado,Sim,,Sim,,,,Classe GLE,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLS 220,d AMG Line,Diesel,Maio,2022,24 300 km,1 950 cm3,194 cv,,,Sedan,Cinzento,Automática,,4,5,,,24 Meses,,,Usados,69 900        EUR,8089624980,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe CLS,"5,70 l/100km",,,,,StandVirtual,Yes
Profissional,BMW,420 Gran Coupé,d Desportiva M Auto,Diesel,Agosto,2022,1 776 km,1 995 cm3,190 cv,,,Utilitário,Azul,Automática,,5,5,,,36 Meses,,,Usados,63 900        EUR,8089591978,4 Julho 2023,,,,,Nacional,,,,,,Sim,04/07/2026,,,,,Série 4,"4,80 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 220,d 4Matic,Diesel,Abril,2023,10 000 km,1 950 cm3,194 cv,,,SUV / TT,Prateado,Automática,,5,5,,,24 Meses,,,Usados,72 000        EUR,8089462210,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe GLC,"5,10 l/100km",,,,,StandVirtual,Yes
Profissional,Porsche,991,Carrera 4 S PDK,Gasolina,Março,2016,72 800 km,2 981 cm3,420 cv,Sim,Sim,Coupé,Azul,Automática,7,2,4,,,18 Meses,Sim,Sim,Usados,119 900        EUR,8089794020,4 Julho 2023,,Integral,184 g/km,1,Nacional,Sim,"10,40 l/100km","6,70 l/100km",,Metalizado,Sim,,,,,,911 (Todos),,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQE,SUV 43 AMG Matic,Eléctrico,Março,2023,5 000 km,,476 cv,,,SUV / TT,Cinzento,Automática,,5,5,,,24 Meses,,,Usados,103 500        EUR,8089462237,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M6,Gran Coupé,Gasolina,Fevereiro,2014,76 000 km,4 395 cm3,560 cv,,,Coupé,Cinzento,Automática,,4,,,,18 Meses,,,Usados,67 500        EUR,8088647389,4 Julho 2023,,,,,,,"14,30 l/100km",,,,Sim,,,,,,Série 6,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQC,,Eléctrico,Maio,2023,100 km,,408 cv,,,SUV / TT,Cinzento,Automática,,5,5,,,36 Meses,,,Usados,78 500        EUR,8089591743,4 Julho 2023,,,,,Nacional,,,,,,Sim,04/07/2026,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M4,Competition xDrive,Gasolina,Setembro,2021,15 000 km,2 993 cm3,510 cv,,,Cabrio,Azul,Automática,,2,4,,,36 Meses,,,Usados,124 900        EUR,8089957800,4 Julho 2023,,,,,Nacional,,,,,,Sim,04/07/2026,,,,,Série 4,"10,20 l/100km",,,,,StandVirtual,Yes
Particular,Porsche,911,,Gasolina,Setembro,2014,102 000 km,2 981 cm3,350 cv,Sim,,Coupé,Preto,Manual,7,2,4,Classe 1,22/01/2024,,Sim,Sim,Usados,89 990        EUR,8087579878,4 Julho 2023,,Tracção traseira,,2,Importado,Sim,,,,Metalizado,,,,,,,911 (Todos),,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 220,d Coupé 4Matic,Diesel,Maio,2023,1 000 km,1 950 cm3,194 cv,,,SUV / TT,Prateado,Automática,,5,5,,,36 Meses,,,Usados,66 000        EUR,8089591748,4 Julho 2023,,,,,Nacional,,,,,,Sim,04/07/2026,,,,,,"5,90 l/100km",,,,,StandVirtual,Yes
Profissional,Porsche,Taycan,4S,Eléctrico,Maio,2021,23 000 km,,530 cv,Sim,Sim,Sedan,Preto,Automática,,4,5,Classe 1,,36 Meses,Sim,Sim,Usados,116 900        EUR,8089050621,4 Julho 2023,,Integral,,1,Importado,,,,Sim,,,,,,400 km,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,45 e xDrive Pack M,Híbrido (Gasolina),Junho,2021,69 900 km,2 998 cm3,394 cv,Sim,Sim,SUV / TT,Preto,Automática,,5,5,,,18 Meses,Sim,Sim,Usados,88 600        EUR,8089399938,4 Julho 2023,,,,,Nacional,Sim,,,Sim,Metalizado,Sim,,,,,,Série X,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLE 400,d Coupé 4Matic,Diesel,Junho,2021,33 045 km,2 925 cm3,330 cv,Sim,Sim,SUV / TT,Preto,Automática,,5,5,,,24 Meses,Sim,Sim,Usados,128 900        EUR,8087028512,4 Julho 2023,,Integral,,,Nacional,Sim,"8,50 l/100km",,,Metalizado,Sim,,Sim,,,,Classe GLE,,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,Stelvio,2.2 D Sprint AT8,Diesel,Setembro,2022,1 000 km,2 143 cm3,190 cv,Sim,Sim,SUV / TT,Branco,Automática,,5,5,Classe 1,,36 Meses,,Sim,Usados,63 500        EUR,8087845761,4 Julho 2023,,Tracção traseira,,,Nacional,Sim,"6,10 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 400,d,Diesel,Março,2020,43 500 km,2 925 cm3,340 cv,Sim,Sim,Sedan,Cinzento,Automática,9,4,5,,,24 Meses,Sim,Sim,Usados,104 900        EUR,8085489578,4 Julho 2023,,Tracção traseira,169 g/km,,Nacional,Sim,,,Sim,Metalizado,Sim,,,,,,Classe S,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQE,350,Eléctrico,Outubro,2022,9 500 km,,292 cv,Sim,Sim,Sedan,Preto,Automática,10,4,5,Classe 1,,18 Meses,Sim,Sim,Usados,73 500        EUR,8089868510,4 Julho 2023,Sim,Tracção traseira,,,Nacional,Sim,,,Sim,Metalizado,Sim,,,,600 km,,,,550 km,16 kWh/100km,Própria,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLS 220,d AMG Line,Diesel,Dezembro,2021,35 551 km,1 950 cm3,194 cv,Sim,Sim,Coupé,Cinzento,Automática,9,4,5,Classe 1,27/12/2025,30 Meses,Sim,Sim,Usados,63 900        EUR,8089942822,30 Junho 2023,,Tracção traseira,146 g/km,1,Nacional,Sim,"5,70 l/100km","4,20 l/100km",,Metalizado,,28/12/2025,,200 000 km,,230 €,Classe CLS,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQC,400 4Matic,Eléctrico,Maio,2022,12 500 km,,408 cv,Sim,Sim,SUV / TT,Cinzento,Automática,10,5,5,,,18 Meses,Sim,Sim,Usados,71 990        EUR,8089839086,4 Julho 2023,Sim,Integral,,1,Nacional,Sim,,,,Metalizado,,,,,420 km,,,,414 km,"22,50 kWh/100km",Própria,,StandVirtual,Yes
Profissional,Audi,e-tron GT,quattro,Eléctrico,Abril,2021,27 322 km,,476 cv,Sim,Sim,Sedan,Cinzento,Automática,,4,5,Classe 1,,18 Meses,,Sim,Usados,114 990        EUR,8088069623,4 Julho 2023,Sim,Integral,,,Nacional,,,,,Metalizado,Sim,,,,,,,,452 km,"19,90 kWh/100km",,93 kWh,StandVirtual,Yes
Profissional,Audi,e-tron Sportback,55 quattro,Eléctrico,Junho,2021,36 341 km,,408 cv,Sim,Sim,Monovolume,Cinzento,Automática,,5,5,Classe 1,,18 Meses,,Sim,Usados,66 990        EUR,8088545729,4 Julho 2023,Sim,Integral,,,Nacional,,,,,Metalizado,Sim,,,,,,,,436 km,,,95 kWh,StandVirtual,Yes
Profissional,Porsche,Panamera,4 E-Hybrid,Híbrido (Gasolina),Abril,2019,53 784 km,2 894 cm3,462 cv,Sim,Sim,Sedan,Cinzento,Automática,8,5,4,Classe 1,,18 Meses,,Sim,Usados,104 990        EUR,8089851615,4 Julho 2023,,Integral,45 g/km,,Nacional,,,,,Metalizado,Sim,,,,56 km,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Taycan,4S,Eléctrico,Abril,2021,44 131 km,,530 cv,Sim,Sim,Sedan,Preto,Automática,,4,5,Classe 1,,18 Meses,,Sim,Usados,112 990        EUR,8088232064,4 Julho 2023,,Integral,,,Nacional,,,,,Metalizado,Sim,,,,,,,,,,,93 kWh,StandVirtual,Yes
Profissional,Mercedes-Benz,S 400,d,Diesel,Outubro,2017,71 340 km,2 925 cm3,340 cv,Sim,Sim,Sedan,Preto,Automática,,4,5,Classe 1,,18 Meses,,Sim,Usados,67 990        EUR,8088433204,4 Julho 2023,,,,,Nacional,,"7,50 l/100km",,,Metalizado,Sim,,Sim,,,,Classe S,,,,,,StandVirtual,Yes
Profissional,BMW,530,e Pack M,Híbrido (Gasolina),Abril,2022,10 000 km,1 998 cm3,292 cv,,,Carrinha,Cinzento,Automática,8,5,5,Classe 1,,36 Meses,,Sim,Usados,61 950        EUR,8088172803,4 Julho 2023,,,,1,Nacional,,,,,,Sim,01/01/0001,,,,,Série 5,,,,,,StandVirtual,Yes
Profissional,Ferrari,California,,Gasolina,Maio,2010,56 765 km,4 297 cm3,460 cv,Sim,,Cabrio,Vermelho,Automática,,2,4,Classe 1,,18 Meses,Sim,Sim,Usados,135 000        EUR,8089258838,4 Julho 2023,,,,1,Nacional,Sim,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5 M,M50 d,Diesel,Fevereiro,2019,106 886 km,2 993 cm3,400 cv,Sim,,SUV / TT,Preto,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,90 000        EUR,8089957374,4 Julho 2023,,,,1,,Sim,,,,Metalizado,,,Sim,,,,Série X,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,S 400,d 9G-TRONIC,Diesel,Junho,2019,78 000 km,2 925 cm3,340 cv,,,Sedan,Preto,Automática,,4,,,,,,,Usados,87 000        EUR,8089816035,4 Julho 2023,,,,,,,"7,50 l/100km",,,Metalizado,,,Sim,,,,Classe S,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 220,d 4Matic,Diesel,Fevereiro,2022,17 230 km,1 950 cm3,194 cv,Sim,Sim,SUV / TT,Cinzento,Automática,,5,5,,,24 Meses,,,Usados,69 990        EUR,8086729944,4 Julho 2023,,,,,Nacional,,"5,90 l/100km",,,Metalizado,Sim,,Sim,,,,Classe GLC,,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,Stelvio,2.9 T Quadrifoglio AT8 Q4,Gasolina,Março,2019,14 516 km,2 891 cm3,510 cv,Sim,Sim,SUV / TT,Vermelho,Automática,8,5,5,Classe 1,01/04/2024,18 Meses,Sim,Sim,Usados,79 990        EUR,8088771566,4 Julho 2023,,Tracção traseira,,1,Nacional,Sim,"12,30 l/100km",,,Metalizado,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M5,Standard,Gasolina,Julho,2013,92 000 km,4 395 cm3,560 cv,Sim,Sim,Sedan,Preto,Automática,,4,5,Classe 1,,18 Meses,Sim,Sim,Usados,66 950        EUR,8089399613,4 Julho 2023,,,,,,Sim,,,,,,,,,,596 €,Série 5,,,,,,StandVirtual,Yes
Profissional,BMW,750,d xDrive Pack M Auto,Diesel,Outubro,2020,23 000 km,2 993 cm3,400 cv,Sim,Sim,Sedan,Preto,Automática,,4,5,,,18 Meses,Sim,Sim,Usados,118 000        EUR,8087357597,4 Julho 2023,,Integral,,1,Nacional,Sim,,,,Metalizado,Sim,,,,,,Série 7,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,2.0 T6 PHEV R-Design AWD,Híbrido (Gasolina),Outubro,2020,49 000 km,1 969 cm3,340 cv,Sim,Sim,SUV / TT,Vermelho,Automática,8,5,5,Classe 1,,48 Meses,,,Usados,61 300        EUR,8089158343,4 Julho 2023,Sim,Integral,,,Nacional,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQC,400 4Matic,Eléctrico,Dezembro,2020,54 175 km,,408 cv,Sim,Sim,SUV / TT,Cinzento,Automática,,5,5,,,18 Meses,Sim,Sim,Usados,64 899        EUR,8088253250,4 Julho 2023,,,,,Nacional,Sim,,,,,,,,,,,,,414 km,,,,StandVirtual,Yes
Profissional,Audi,A7 Sportback,50 TDI V6 quattro S-line Tiptronic,Diesel,Fevereiro,2020,75 000 km,2 967 cm3,286 cv,Sim,Sim,Sedan,Preto,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,69 990        EUR,8089590480,4 Julho 2023,Sim,Tracção dianteira,,,,Sim,,,Sim,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 220,d 4Matic,Diesel,Abril,2022,12 200 km,1 950 cm3,194 cv,Sim,Sim,SUV / TT,Branco,Automática,9,5,5,,,24 Meses,Sim,Sim,Usados,65 400        EUR,8089053652,4 Julho 2023,,Integral,,,Nacional,Sim,,,,Metalizado,,,Sim,,,,Classe GLC,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Sport,2.0 Si4 PHEV HSE Dynamic,Híbrido (Gasolina),Julho,2019,54 000 km,1 997 cm3,404 cv,,,SUV / TT,Cinzento,Automática,8,5,5,,,18 Meses,Sim,Sim,Usados,84 500        EUR,8089944134,4 Julho 2023,,Integral,75 g/km,1,,Sim,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX3,Impressive,Eléctrico,Junho,2021,35 807 km,,286 cv,Sim,Sim,SUV / TT,Branco,Automática,,5,,Classe 2,,18 Meses,,,Usados,61 950        EUR,8089085956,4 Julho 2023,Sim,Tracção traseira,,,,,,,,Metalizado,Sim,,,,,,Série X,,453 km,"18,90 kWh/100km",Própria,74 kWh,StandVirtual,Yes
Profissional,Mercedes-Benz,GLE 300,d 4Matic,Diesel,Fevereiro,2020,79 230 km,1 950 cm3,245 cv,Sim,Sim,SUV / TT,Cinzento,Automática,,5,7,,,18 Meses,,,Usados,85 500        EUR,8089851867,4 Julho 2023,,,,,Importado,Sim,,,,Metalizado,,,,,,,Classe GLE,,,,,,StandVirtual,Yes
Profissional,BMW,840,d xDrive Pack M,Diesel,Março,2019,82 936 km,2 993 cm3,320 cv,Sim,Sim,Coupé,Branco,Automática,8,2,4,Classe 1,,18 Meses,Sim,Sim,Usados,86 750        EUR,8088243035,4 Julho 2023,,Integral,155 g/km,1,,Sim,,,,Pérola,Sim,,Sim,,,"642,11 €",Série 8,,,,,,StandVirtual,Yes
Profissional,Alpine,A110,Légende,Gasolina,Outubro,2022,3 500 km,1 798 cm3,252 cv,,,Coupé,Branco,Automática,7,2,,,,36 Meses,,,Novos,77 900        EUR,8089956198,4 Julho 2023,,Tracção traseira,153 g/km,,,,"8,70 l/100km","5,10 l/100km",,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i8,,Híbrido (Gasolina),Julho,2018,36 000 km,1 500 cm3,365 cv,,Sim,Coupé,Branco,Automática,,2,4,Classe 1,20/07/2022,36 Meses,Sim,Sim,Usados,89 500        EUR,8063816726,4 Julho 2023,,Integral,,1,,Sim,,,,Metalizado,,26/07/2021,Sim,,,120 €,Série i,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLE 350,d 4-Matic,Diesel,Novembro,2018,170 000 km,2 987 cm3,258 cv,,,SUV / TT,Preto,Automática,,5,,,,36 Meses,,,Usados,72 500        EUR,8089519082,4 Julho 2023,,,,,,,"7,20 l/100km",,,Metalizado,,,Sim,,,,Classe GLE,,,,,,StandVirtual,Yes
Profissional,Porsche,Macan,GTS PDK,Gasolina,Junho,2016,93 900 km,2 997 cm3,360 cv,,Sim,SUV / TT,Cinzento,Automática,7,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,68 900        EUR,8089924214,4 Julho 2023,,Integral,215 g/km,,Importado,,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,840,d xDrive Pack M,Diesel,Novembro,2019,116 277 km,2 993 cm3,320 cv,Sim,Sim,Cabrio,Cinzento,Automática,,2,4,,,18 Meses,,,Usados,92 500        EUR,8089590281,4 Julho 2023,,,,,Nacional,,,,,,,,,,,,Série 8,,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne,E-Hybrid,Híbrido (Gasolina),Agosto,2018,113 348 km,2 995 cm3,462 cv,Sim,Sim,SUV / TT,Preto,Automática,,5,5,,,18 Meses,,Sim,Usados,85 900        EUR,8089458241,4 Julho 2023,,,,1,,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Explorer,3.0 EcoBoost PHEV ST-Line,Híbrido (Gasolina),Janeiro,2023,9 500 km,2 956 cm3,457 cv,Sim,Sim,SUV / TT,Branco,Automática,,5,4,,,36 Meses,,Sim,Usados,87 900        EUR,8088706150,4 Julho 2023,,Tracção dianteira,,,Nacional,Sim,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,GT-R,3.8 V6 Black Edition,Gasolina,Fevereiro,2017,19 000 km,3 799 cm3,570 cv,Sim,Sim,Coupé,Preto,Automática,,3,4,Classe 1,,36 Meses,Sim,Sim,Usados,149 990        EUR,8088308256,4 Julho 2023,,,,1,,,"17,10 l/100km",,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,F-Pace,2.0 P400e AWD R-Dynamic Black,Híbrido (Gasolina),Novembro,2022,15 000 km,1 997 cm3,404 cv,Sim,Sim,SUV / TT,Cinzento,Automática,,5,5,,,24 Meses,,Sim,Usados,88 500        EUR,8088085394,4 Julho 2023,,,,,Nacional,Sim,,,,Metalizado,Sim,01/11/2027,,150 000 km,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 45 AMG,S 4Matic+ Speedshift DCT 8G Street Style Edition,Gasolina,Junho,2020,33 000 km,1 991 cm3,421 cv,,,Utilitário,Branco,Automática,8,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,66 990        EUR,8089860670,4 Julho 2023,,Integral,,,,Sim,,,,Metalizado,,,Sim,,,,Classe A,,,,,,StandVirtual,Yes
Profissional,Porsche,991,Carrera 4 S PDK,Gasolina,Fevereiro,2016,34 000 km,2 981 cm3,420 cv,Sim,Sim,Cabrio,Preto,Automática,7,2,2,,,18 Meses,Sim,Sim,Usados,139 500        EUR,8089581872,4 Julho 2023,,Integral,184 g/km,,Nacional,Sim,"10,40 l/100km","6,70 l/100km",,Metalizado,,,,,,,911 (Todos),,,,,,StandVirtual,Yes
