Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,Condição,Preco,ID Anuncio,Data Anuncio,Link,Aceita retoma,Tipo de cor,Inspecção válida até,2º Chave,Consumo Urbano,Consumo Extra Urbano,IUC,Filtro de partículas,Autonomia Máxima,Gancho de Reboque,Sub-modelo,Autonomia,Capacidade da bateria,Bateria,Garantia de Fábrica até,Consumo Combinado,Clássico,Consumo,ou até,Site,Portugal,Data
Profissional,Audi,Q3,2.0 TDI S-line S tronic,Diesel,Novembro,2019,53 100 km,1 968 cm3,150 cv,Sim,,,SUV / TT,Preto,Automática,,5,5,,,,18 Meses,,Nacional,,,Usados,38 400        EUR,8090604110,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q3-2-0-tdi-s-line-s-tronic-ID8PxlIG.html,,,,,"5,40 l/100km","4,30 l/100km",,,,,,,,,,"4,70 l/100km",,,,StandVirtual,Yes,2023-09-14
Profissional,SEAT,Tarraco,2.0 TDI Xcellence,Diesel,Agosto,2019,23 000 km,1 968 cm3,150 cv,Sim,,Sim,SUV / TT,Cinzento,Manual,6,5,7,Classe 1,,,18 Meses,,Nacional,Sim,,Usados,33 990        EUR,8090411558,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-tarraco-2-0-tdi-xcellence-ID8PvxD0.html,Sim,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,MINI,Countryman,Cooper S E ALL4 Auto,Híbrido (Gasolina),Abril,2020,120 000 km,1 499 cm3,224 cv,,,Sim,SUV / TT,Verde,Automática,6,5,5,,Integral,40 g/km,18 Meses,,Nacional,Sim,,Usados,31 490        EUR,8090507533,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-s-e-all4-auto-ID8PvVAZ.html,Sim,Metalizado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Particular,Jaguar,XJ,3.0 D V6 LWB Premium Luxury,Diesel,Maio,2010,120 000 km,2 993 cm3,275 cv,,,,Sedan,Preto,Automática,,4,4,,,,,,,,,Usados,34 700        EUR,8090294464,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xj-3-0-d-v6-lwb-premium-luxury-ID8Pv3ao.html,,Pérola,,,"8,70 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Ford,Kuga,1.5 EcoBoost ST-Line,Gasolina,Setembro,2022,4 400 km,1 499 cm3,150 cv,Sim,,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,,36 Meses,1,Nacional,Sim,,Usados,34 990        EUR,8090467836,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-kuga-1-5-ecoboost-st-line-ID8PvMgI.html,Sim,Metalizado,,Sim,"6,50 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Particular,MINI,John Cooper Works,Plus Auto Desportiva,Gasolina,Julho,2021,27 000 km,1 998 cm3,231 cv,,,,Coupé,Cinzento,Automática,8,3,5,Classe 1,Tracção dianteira,150 g/km,,,Nacional,,Sim,Usados,41 500        EUR,8090046396,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-plus-auto-desportiva-ID8Pw0Di.html,,Metalizado,,,,,,,,,,,,,27/07/2026,,,,100 000 km,StandVirtual,Yes,2023-09-14
Profissional,VW,Golf,1.4 TSI e-Hybrid DSG,Híbrido (Gasolina),Novembro,2021,21 000 km,1 395 cm3,204 cv,Sim,Sim,Sim,Utilitário,Branco,Automática,6,5,5,,,,36 Meses,,Importado,,,Usados,37 900        EUR,8087875143,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-4-tsi-e-hybrid-dsg-ID8PlTN5.html,Sim,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Particular,Jaguar,F-Pace,2.0 i4D Portfolio AWD Aut.,Diesel,Agosto,2016,85 800 km,1 999 cm3,180 cv,,,,SUV / TT,Verde,Automática,8,5,5,Classe 1,Integral,179 g/km,,1,Nacional,,,Usados,33 000        EUR,8090482213,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-2-0-i4d-portfolio-awd-aut-ID8PvQ0B.html,,Metalizado,09/08/2024,Sim,,,,,600 km,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,530,e iPerformance,Híbrido (Gasolina),Outubro,2017,58 915 km,1 998 cm3,252 cv,,Sim,Sim,Sedan,Cinzento,Automática,8,4,5,Classe 1,Tracção traseira,32 g/km,18 Meses,,Nacional,,,Usados,31 500        EUR,8089791918,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-ID8PtVqO.html,Sim,Metalizado,,Sim,,,,,,,Série 5,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,C 160,AMG Line,Gasolina,Outubro,2019,47 543 km,1 595 cm3,129 cv,Sim,Sim,Sim,Sedan,Cinzento,Manual,6,4,5,Classe 1,Tracção traseira,153 g/km,36 Meses,1,Importado,Sim,Sim,Usados,32 890        EUR,8088035560,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-160-amg-line-ID8Pmzvs.html,Sim,Metalizado,,Sim,"7,50 l/100km",,"173,41 €",,,,Classe C,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,B 180,d Progressive,Diesel,Outubro,2020,33 024 km,1 461 cm3,116 cv,Sim,Sim,Sim,Monovolume,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,115 g/km,36 Meses,1,Importado,Sim,Sim,Usados,32 990        EUR,8086676762,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-progressive-ID8PgS2m.html,Sim,Metalizado,,Sim,,,145 €,Sim,,,Classe B,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Jeep,Compass,1.3 T 80º Aniversário DCT,Gasolina,Junho,2021,29 055 km,1 332 cm3,150 cv,,,,SUV / TT,Branco,Automática,,5,5,,,,36 Meses,,Nacional,Sim,,Usados,36 600        EUR,8090153781,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-3-t-80-aniversrio-dct-ID8Pwszj.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,MINI,Cabrio,Cooper Auto,Gasolina,Fevereiro,2022,15 239 km,1 499 cm3,136 cv,,,,Utilitário,Azul,Automática,,2,4,,,,36 Meses,,Nacional,,,Usados,38 600        EUR,8090464274,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-auto-ID8PvLlg.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Jeep,Renegade,1.3 TG 4Xe Limited,Híbrido (Gasolina),Junho,2022,6 241 km,1 332 cm3,190 cv,,,,Utilitário,Cinzento,Automática,,5,5,,,,36 Meses,,Nacional,,,Usados,38 900        EUR,8090464294,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-3-tg-4xe-limited-ID8PvLlA.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,520,d Pack M Auto,Diesel,Dezembro,2019,89 999 km,1 995 cm3,190 cv,Sim,,Sim,Carrinha,Azul,Automática,8,5,5,Classe 1,Tracção traseira,,18 Meses,1,Nacional,Sim,Sim,Usados,38 999        EUR,8088771941,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PpF5z.html,Sim,Metalizado,,Sim,,,,Sim,,,Série 5,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Alfa Romeo,Stelvio,2.2 D Super AT8,Diesel,Junho,2019,84 553 km,2 143 cm3,190 cv,,Sim,,SUV / TT,Preto,Automática,,5,5,Classe 1,Tracção traseira,160 g/km,18 Meses,1,Nacional,,Sim,Usados,32 980        EUR,8090535672,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-2-d-super-at8-ID8Px3UQ.html,Sim,Metalizado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Porsche,Cayenne,S Hybrid,Híbrido (Gasolina),Dezembro,2010,212 450 km,2 995 cm3,333 cv,,,Sim,SUV / TT,Cinzento,Automática,8,5,5,,,193 g/km,18 Meses,2,Importado,Sim,,Usados,30 950        EUR,8089436793,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-s-hybrid-ID8Pss2Z.html,Sim,Metalizado,,Sim,"8,70 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Particular,MINI,Cabrio,John Cooper Works Auto Desportiva,Gasolina,Setembro,2017,28 000 km,1 998 cm3,231 cv,Sim,,,Cabrio,Vermelho,Automática,,2,4,,,,,,,,Sim,Usados,31 500        EUR,8086458157,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-john-cooper-works-auto-desportiva-ID8PfXat.html,,,,Sim,"7,40 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Junho,2021,16 358 km,1 332 cm3,218 cv,,Sim,Sim,Utilitário,Preto,Automática,,5,5,,,24 g/km,18 Meses,,Importado,,,Usados,38 000        EUR,8090244040,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PwQ36.html,Sim,,,Sim,,,,,,,Classe A,77 km,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Maio,2022,14 004 km,1 332 cm3,163 cv,,,Sim,Utilitário,Preto,Automática,8,5,,Classe 1,Tracção dianteira,,36 Meses,,Nacional,,,Usados,39 800        EUR,8088431600,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-aut-ID8Poeyc.html,Sim,,,,,,,,,,Classe A,,,,,,,,,StandVirtual,Yes,2023-09-14
Particular,BMW,116,d Pack M Auto,Diesel,Fevereiro,2023,12 800 km,1 496 cm3,116 cv,Sim,,,Utilitário,Preto,Automática,,5,,,,,,,,,,Usados,36 000        EUR,8090350909,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8PvhQN.html,,Pérola,,,,,,,,,Série 1,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Audi,A5 Sportback,2.0 TDI Multitronic S-line,Diesel,Março,2017,60 000 km,1 968 cm3,190 cv,,,Sim,Sedan,Azul,Automática,8,5,4,Classe 1,Tracção dianteira,126 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,33 950        EUR,8090257152,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-multitronic-s-line-ID8PwTsA.html,Sim,Metalizado,,Sim,"5,40 l/100km","4,10 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,MINI,John Cooper Works,Auto Desportiva,Gasolina,Agosto,2020,43 000 km,1 998 cm3,231 cv,,,Sim,Citadino,Preto,Automática,,3,4,Classe 1,,,18 Meses,1,,Sim,,Usados,39 950        EUR,8088175923,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-auto-desportiva-ID8Pna2n.html,Sim,Metalizado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Particular,Fiat,Ducato,,Diesel,Junho,2018,119 330 km,2 287 cm3,150 cv,,,,Carrinha,Cinzento,Manual,,5,3,,Tracção dianteira,,,2,Importado,Sim,Sim,Usados,37 000        EUR,8090535568,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-ducato-ID8Px3Ta.html,,,29/06/2024,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,X5,40e xDrive,Híbrido (Gasolina),Julho,2018,65 000 km,1 997 cm3,313 cv,Sim,Sim,Sim,SUV / TT,Preto,Automática,8,5,5,,,,18 Meses,1,,,Sim,Usados,43 750        EUR,8090378555,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-40e-xdrive-ID8Pvp2H.html,Sim,Metalizado,,Sim,,,,,,,Série X,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Opel,Mokka-e,Elegance,Eléctrico,Agosto,2022,10 km,,136 cv,,,Sim,SUV / TT,Preto,Automática,,5,,Classe 1,Tracção dianteira,,36 Meses,,Importado,,,Usados,39 500        EUR,8090259657,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-elegance-ID8PwU6Z.html,Sim,,,,,,,,,,,,,Própria,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Opel,Mokka-e,Edition,Eléctrico,Novembro,2022,5 km,,136 cv,,,Sim,SUV / TT,Cinzento,Automática,,5,5,Classe 1,,,36 Meses,,Importado,,,Usados,38 500        EUR,8090259724,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-edition-ID8PwU84.html,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,308 SW,1.6 Hybrid Active Pack e-EAT8,Híbrido (Gasolina),Outubro,2022,8 063 km,1 598 cm3,180 cv,,Sim,Sim,Carrinha,Verde,Automática,8,5,5,Classe 1,Tracção dianteira,23 g/km,21 Meses,1,Nacional,Sim,Sim,Usados,34 950        EUR,8090308708,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-hybrid-active-pack-e-eat8-ID8Pv6S8.html,Sim,Metalizado,,Sim,,,,,,,,,,,11/10/2025,,,,,StandVirtual,Yes,2023-09-14
Profissional,VW,Arteon,2.0 TDI Elegance DSG,Diesel,Junho,2020,70 000 km,1 968 cm3,150 cv,Sim,,,Coupé,Preto,Automática,,4,5,,,,36 Meses,,Nacional,,,Usados,33 290        EUR,8090086524,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-elegance-dsg-ID8Pwb4v.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,116,d Pack M Auto,Diesel,Junho,2021,42 885 km,1 496 cm3,116 cv,,,Sim,Utilitário,Preto,Automática,7,5,5,Classe 1,Tracção dianteira,121 g/km,18 Meses,,Nacional,,,Usados,34 750        EUR,8090218991,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8PwJx5.html,Sim,Metalizado,,Sim,,,,,,,Série 1,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,A 180 Limousine,d Progressive Aut.,Diesel,Maio,2020,37 039 km,1 461 cm3,116 cv,Sim,,Sim,Utilitário,Cinzento,Automática,7,4,5,,Tracção dianteira,124 g/km,18 Meses,,,,,Usados,30 450        EUR,8089046366,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-progressive-aut-ID8PqOtM.html,Sim,Metalizado,,,"4,40 l/100km","3,80 l/100km",,,,,Classe A,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,VW,Golf,1.4 TSI GTE+ DSG,Híbrido (Gasolina),Novembro,2020,40 950 km,1 395 cm3,245 cv,,Sim,Sim,Utilitário,Cinzento,Automática,,5,5,,,,24 Meses,,Importado,Sim,Sim,Usados,31 450        EUR,8088796199,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-4-tsi-gte-dsg-ID8PpLoP.html,Sim,,01/11/2024,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,VW,Arteon,2.0 TDI Elegance DSG,Diesel,Agosto,2019,81 000 km,1 968 cm3,150 cv,Sim,,Sim,Sedan,Cinzento,Automática,7,4,5,Classe 1,Tracção dianteira,146 g/km,18 Meses,,Nacional,,,Usados,32 900        EUR,8085399090,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-elegance-dsg-ID8PbwEK.html,Sim,Metalizado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,520,d Auto,Diesel,Abril,2018,127 000 km,1 995 cm3,184 cv,Sim,,Sim,Carrinha,Preto,Automática,,5,,,,,36 Meses,,,,,Usados,30 950        EUR,8090604004,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8PxlGY.html,Sim,Metalizado,,,,,,,,,Série 5,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,525,d Pack M Auto,Diesel,Setembro,2017,14 228 km,1 995 cm3,231 cv,Sim,,Sim,Sedan,Preto,Automática,8,4,5,Classe 1,,,18 Meses,,Nacional,,,Usados,39 990        EUR,8087526999,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-525-d-pack-m-auto-ID8PkrdR.html,Sim,Metalizado,,Sim,,,,,,,Série 5,,,,,,,,,StandVirtual,Yes,2023-09-14
Particular,VW,Taigo,1.0 TSI Style DSG,Gasolina,Novembro,2022,1 900 km,999 cm3,110 cv,,,,SUV / TT,Verde,Automática,,5,,,,,,,,,,Usados,33 500        EUR,8090492777,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-taigo-1-0-tsi-style-dsg-ID8PvSKZ.html,,,,,6 l/100km,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,CLS 250,CDi BlueEfficiency Shooting Brake,Diesel,Abril,2013,100 000 km,2 143 cm3,204 cv,Sim,,Sim,Carrinha,Cinzento,Automática,7,5,5,Classe 1,Tracção traseira,139 g/km,18 Meses,,Nacional,Sim,Sim,Usados,32 900        EUR,8089657758,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cls-250-cdi-blueefficiency-shooting-brake-ID8PtnvV.html,Sim,Metalizado,12/04/2024,Sim,"6,30 l/100km","4,70 l/100km",,,,,Classe CLS,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,E 200,d Avantgarde+,Diesel,Julho,2017,123 254 km,1 950 cm3,150 cv,Sim,Sim,Sim,Carrinha,Cinzento,Automática,9,5,5,Classe 1,Tracção traseira,112 g/km,36 Meses,1,Importado,Sim,Sim,Usados,32 890        EUR,8087789164,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-200-d-avantgarde-ID8Plxqk.html,Sim,Metalizado,,Sim,"4,50 l/100km",,,Sim,,,Classe E,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,5008,1.5 BlueHDi Allure EAT8,Diesel,Outubro,2018,59 320 km,1 499 cm3,130 cv,Sim,,Sim,Monovolume,Branco,Automática,,5,7,,,,18 Meses,,Nacional,,,Usados,30 990        EUR,8088213945,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-eat8-ID8PnjWD.html,Sim,,,Sim,"4,50 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Novembro,2019,39 000 km,1 950 cm3,306 cv,Sim,,Sim,Carrinha,Azul,Automática,9,5,5,Classe 1,Tracção traseira,,18 Meses,,Importado,Sim,Sim,Usados,42 500        EUR,8090466270,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-amg-line-ID8PvLRs.html,Sim,Metalizado,,Sim,,,,,50 km,,Classe E,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,CLA 180,d Progressive Aut.,Diesel,Outubro,2019,28 153 km,1 461 cm3,116 cv,Sim,Sim,Sim,Sedan,Azul,Automática,7,4,5,Classe 1,Tracção dianteira,122 g/km,36 Meses,1,Importado,Sim,Sim,Usados,33 890        EUR,8088047621,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-progressive-aut-ID8PmCEZ.html,Sim,Metalizado,,Sim,,,145 €,Sim,,,Classe CLA,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Abril,2019,94 226 km,2 143 cm3,204 cv,Sim,,Sim,SUV / TT,Cinzento,Automática,9,5,5,,Integral,,18 Meses,,Nacional,,,Usados,44 990        EUR,8088329582,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-amg-line-4-matic-ID8PnO0K.html,Sim,Metalizado,,Sim,7 l/100km,,,Sim,,,Classe GLC,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Agosto,2020,62 596 km,1 461 cm3,116 cv,Sim,,Sim,Carrinha,Cinzento,Automática,7,5,5,Classe 1,Tracção dianteira,125 g/km,18 Meses,,,,,Usados,36 490        EUR,8090137449,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PwojT.html,Sim,,,Sim,,,,,,,Classe CLA,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Cupra,Formentor,1.4 e-Hybrid DSG VZ,Híbrido (Gasolina),Setembro,2021,20 118 km,1 395 cm3,245 cv,,,Sim,SUV / TT,Cinzento,Automática,6,5,5,,Tracção dianteira,33 g/km,18 Meses,,,,Sim,Usados,40 500        EUR,8090452936,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-4-e-hybrid-dsg-vz-ID8PvIoo.html,Sim,Metalizado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Citroën,e-C4,Feel Pack,Eléctrico,Julho,2022,35 000 km,,136 cv,,,Sim,SUV / TT,Cinzento,Automática,,5,5,Classe 1,Tracção dianteira,,36 Meses,1,Nacional,,Sim,Usados,34 990        EUR,8090056232,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-e-c4-feel-pack-ID8Pw3bV.html,Sim,Metalizado,,Sim,"5,90 l/100km",,,,,,,350 km,,,,,,"16,60 kWh/100km",,StandVirtual,Yes,2023-09-14
Profissional,Opel,Mokka-e,Elegance,Eléctrico,Janeiro,2023,4 km,,136 cv,,,Sim,SUV / TT,Cinzento,Automática,,5,,Classe 1,,,36 Meses,,Nacional,,,Usados,39 800        EUR,8090259459,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-elegance-ID8PwU3N.html,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,420 Gran Coupé,d Pack M,Diesel,Janeiro,2018,85 832 km,1 995 cm3,190 cv,Sim,,,Citadino,Preto,Manual,,5,,,,,18 Meses,,Nacional,,,Usados,36 900        EUR,8090603978,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-ID8PxlGy.html,,,,,,,,,,,Série 4,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,GLC 220,d 4Matic,Diesel,Outubro,2017,142 814 km,1 950 cm3,194 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Automática,9,5,5,Classe 1,Integral,129 g/km,36 Meses,1,Importado,Sim,Sim,Usados,37 350        EUR,8088720237,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-220-d-4matic-ID8PprDD.html,Sim,Metalizado,,Sim,"5,90 l/100km",,250 €,Sim,,,Classe GLC,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Maio,2021,40 395 km,1 950 cm3,116 cv,Sim,,Sim,Carrinha,Preto,Automática,9,5,5,Classe 1,Tracção dianteira,136 g/km,36 Meses,1,Importado,Sim,Sim,Usados,36 890        EUR,8088806038,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PpNXv.html,Sim,Metalizado,,Sim,"5,50 l/100km",,,Sim,,,Classe CLA,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,VW,Tiguan Allspace,2.0 TDI Confortline DSG,Diesel,Julho,2019,95 282 km,1 968 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Verde,Automática,7,5,7,,Tracção dianteira,150 g/km,18 Meses,1,Nacional,,,Usados,34 500        EUR,8090331374,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-tiguan-allspace-2-0-tdi-confortline-dsg-ID8PvcLI.html,Sim,Metalizado,09/07/2025,Sim,"5,40 l/100km","4,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,E 220,D AMG Line,Diesel,Outubro,2018,24 000 km,1 950 cm3,194 cv,Sim,,Sim,Sedan,Cinzento,Automática,9,4,5,Classe 1,Tracção traseira,138 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,39 900        EUR,8090410941,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8Pvxt3.html,Sim,Metalizado,,Sim,"5,70 l/100km","4,10 l/100km",,,,,Classe E,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Audi,Q3,2.0 TDI quattro S-line S tronic,Diesel,Abril,2018,139 000 km,1 968 cm3,150 cv,,,Sim,SUV / TT,Branco,Automática,,5,5,,,133 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,31 900        EUR,8089793754,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q3-2-0-tdi-quattro-s-line-s-tronic-ID8PtVUq.html,Sim,Metalizado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Audi,Q3 Sportback,35 TFSI S line S tronic,Gasolina,Abril,2022,37 000 km,1 498 cm3,150 cv,Sim,,,SUV / TT,Cinzento,Automática,,5,5,,,,36 Meses,,Nacional,,,Usados,39 990        EUR,8090586324,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q3-sportback-35-tfsi-s-line-s-tronic-ID8Pxh5O.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,X1,25 e xDrive Pack M,Híbrido (Gasolina),Setembro,2020,77 000 km,1 499 cm3,220 cv,,Sim,Sim,SUV / TT,Cinzento,Automática,,5,5,Classe 1,Integral,,18 Meses,1,Nacional,Sim,Sim,Usados,40 900        EUR,8089914755,8 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-25-e-xdrive-pack-m-ID8Puso3.html,Sim,Metalizado,,Sim,,,,,,,Série X,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,418 Gran Coupé,d Line Sport,Diesel,Janeiro,2018,60 124 km,1 995 cm3,150 cv,Sim,,,Citadino,Azul,Manual,,5,,,,,18 Meses,,Nacional,,,Usados,31 900        EUR,8090603971,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-line-sport-ID8PxlGr.html,,,,,,,,,,,Série 4,,,,,,,,,StandVirtual,Yes,2023-09-14
