Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,Condição,Preco,ID Anuncio,Data Anuncio,Link,Aceita retoma,Tipo de cor,Inspecção válida até,2º Chave,Consumo Urbano,Consumo Extra Urbano,IUC,Filtro de partículas,Autonomia Máxima,Gancho de Reboque,Sub-modelo,Autonomia,Capacidade da bateria,Bateria,Garantia de Fábrica até,Consumo Combinado,Clássico,Consumo,ou até,Site,Portugal,Data
Particular,Mercedes-Benz,Viano,2.2 CDI Avantgarde,Diesel,Março,2013,460 000 km,2 143 cm3,163 cv,,,,Monovolume,Preto,Manual,6,5,8,Classe 1,Tracção dianteira,193 g/km,,,Nacional,,Sim,Usados,30 000        EUR,8090422441,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-viano-2-2-cdi-avantgarde-ID8PvAsx.html,,Metalizado,12/03/2024,Sim,"8,80 l/100km","6,40 l/100km",400 €,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,308 SW,1.5 BlueHDi Style J17,Diesel,Maio,2019,84 000 km,1 499 cm3,102 cv,,,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,,,18 Meses,1,Nacional,Sim,Sim,Usados,19 950        EUR,8088830098,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-style-j17-ID8PpUdA.html,Sim,Metalizado,17/05/2025,Sim,"4,40 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,208,1.2 PureTech GT Pack EAT8,Gasolina,Março,2022,15 417 km,1 199 cm3,131 cv,,Sim,Sim,Citadino,Cinzento,Automática,,5,5,Classe 1,,,36 Meses,,,Sim,Sim,Usados,28 480        EUR,8090054982,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-gt-pack-eat8-ID8Pw2RM.html,Sim,Metalizado,,Sim,,,,Sim,,,,,,,31/12/2025,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mitsubishi,ASX,1.6 DI-D Tokyo Edition,Diesel,Março,2016,149 950 km,1 560 cm3,114 cv,,,,SUV / TT,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,119 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,15 250        EUR,8090584492,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-asx-1-6-di-d-tokyo-edition-ID8PxgCg.html,,Metalizado,24/03/2024,Sim,"5,20 l/100km","4,20 l/100km",150 €,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Skoda,Kamiq,1.0 TSI Ambition,Gasolina,Fevereiro,2022,18 863 km,999 cm3,95 cv,Sim,,Sim,SUV / TT,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,,,Usados,24 950        EUR,8089077088,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/skoda-kamiq-1-0-tsi-ambition-ID8PqVti.html,Sim,Metalizado,,,"5,40 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Novembro,2021,32 000 km,1 199 cm3,75 cv,,,Sim,Citadino,Cinzento,Manual,5,5,5,,,,36 Meses,,Nacional,,Sim,Usados,17 950        EUR,8088747450,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PpyIy.html,Sim,Metalizado,,Sim,"4,80 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,208,1.2 PureTech Style,Gasolina,Abril,2019,34 955 km,1 199 cm3,82 cv,,,Sim,Utilitário,Branco,Manual,5,5,5,Classe 1,Tracção dianteira,104 g/km,36 Meses,1,Nacional,,Sim,Usados,15 450        EUR,8090063797,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-style-ID8Pw59X.html,Sim,,,Sim,"5,50 l/100km","3,90 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Fevereiro,2020,58 000 km,1 499 cm3,130 cv,,,Sim,Monovolume,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,130 g/km,36 Meses,1,Nacional,Sim,Sim,Usados,28 950        EUR,8090063873,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8Pw5bb.html,Sim,,,Sim,"4,40 l/100km","3,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,208,1.2 PureTech GT,Gasolina,Outubro,2021,68 062 km,1 199 cm3,101 cv,Sim,,Sim,Citadino,Preto,Manual,,5,,,,,36 Meses,,Nacional,,,Usados,20 999        EUR,8090120852,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-gt-ID8Pwk0c.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,2008,1.2 PureTech Allure EAT6,Gasolina,Dezembro,2017,91 937 km,1 199 cm3,110 cv,Sim,,Sim,SUV / TT,Cinzento,Automática,6,5,5,Classe 1,,,18 Meses,1,,,,Usados,15 900        EUR,8090604243,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-eat6-ID8PxlKP.html,Sim,Metalizado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Nissan,Micra,1.0 IG-T Kiiro,Gasolina,Abril,2022,18 794 km,999 cm3,92 cv,Sim,,Sim,Citadino,Cinzento,Manual,,5,,,,,36 Meses,,Nacional,,,Usados,18 299        EUR,8090150087,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-kiiro-ID8PwrBJ.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,220,d Pack M Auto,Diesel,Março,2014,128 493 km,1 995 cm3,184 cv,Sim,,Sim,Coupé,Branco,Automática,8,2,4,Classe 1,Tracção traseira,,18 Meses,,Importado,Sim,Sim,Usados,29 990        EUR,8085304557,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-220-d-pack-m-auto-ID8Pb741.html,Sim,Metalizado,,Sim,,,,Sim,,,Série 2,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,A 160,AMG Line,Gasolina,Janeiro,2021,78 484 km,1 332 cm3,109 cv,Sim,,Sim,Utilitário,Branco,Manual,,5,,,,,36 Meses,,Nacional,,,Usados,29 799        EUR,8090150029,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-amg-line-ID8PwrAN.html,,,,,,,,,,,Classe A,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,3008,1.5 BlueHDi Crossway EAT8,Diesel,Julho,2018,126 312 km,1 499 cm3,130 cv,Sim,,Sim,SUV / TT,Preto,Automática,8,5,5,Classe 1,Tracção dianteira,,18 Meses,1,,Sim,Sim,Usados,22 950        EUR,8089143946,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-crossway-eat8-ID8PrdRE.html,Sim,Metalizado,,Sim,,,"154,12 €",Sim,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Ford,Puma,1.0 EcoBoost MHEV Titanium,Gasolina,Julho,2021,65 955 km,998 cm3,125 cv,Sim,,Sim,SUV / TT,Cinzento,Manual,,5,,,,,36 Meses,,Nacional,,,Usados,21 499        EUR,8090120746,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-titanium-ID8PwjYu.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Ford,Puma,1.0 EcoBoost MHEV ST-Line,Gasolina,Junho,2021,59 125 km,998 cm3,125 cv,Sim,,Sim,SUV / TT,Cinzento,Manual,,5,,,,,36 Meses,,Nacional,,,Usados,23 299        EUR,8090120718,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-st-line-ID8PwjY2.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,308,1.2 PureTech Allure,Gasolina,Junho,2015,144 749 km,1 199 cm3,130 cv,,,Sim,Utilitário,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,107 g/km,18 Meses,,,,Sim,Usados,15 390        EUR,8088654290,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-2-puretech-allure-ID8PpatY.html,Sim,Metalizado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Nissan,Qashqai,1.6 dCi Tekna Premium 360,Diesel,Abril,2014,161 412 km,1 598 cm3,130 cv,Sim,,Sim,SUV / TT,Cinzento,Manual,,5,5,,,,18 Meses,,Importado,,Sim,Usados,18 500        EUR,8090536245,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-6-dci-tekna-premium-360-ID8Px445.html,Sim,Metalizado,,Sim,,,,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,208,1.2 PureTech Allure EAT8,Gasolina,Março,2020,71 200 km,1 199 cm3,101 cv,Sim,,Sim,Citadino,Cinzento,Automática,8,5,5,Classe 1,Tracção dianteira,121 g/km,18 Meses,1,,Sim,Sim,Usados,19 990        EUR,8090536242,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-allure-eat8-ID8Px442.html,Sim,Metalizado,,,"5,10 l/100km","3,90 l/100km",109 €,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,320 Gran Turismo,d xDrive Line Sport,Diesel,Setembro,2017,115 000 km,1 995 cm3,190 cv,,,Sim,Sedan,Branco,Manual,6,5,5,Classe 1,Tracção traseira,125 g/km,18 Meses,1,,Sim,Sim,Usados,27 999        EUR,8084872231,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-gran-turismo-d-xdrive-line-sport-ID8P9iB1.html,Sim,Pérola,28/09/2023,Sim,"5,90 l/100km",,230 €,Sim,,,Série 3,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,A 180 Limousine,d Progressive Aut.,Diesel,Outubro,2020,98 300 km,1 461 cm3,116 cv,Sim,,Sim,Sedan,Cinzento,Automática,7,4,5,Classe 1,Tracção dianteira,124 g/km,18 Meses,1,,Sim,Sim,Usados,28 900        EUR,8090536226,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-progressive-aut-ID8Px43M.html,Sim,Metalizado,,Sim,"4,40 l/100km","3,80 l/100km",155 €,,,,Classe A,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Ford,Focus SW,1.0 EcoBoost MHEV ST-Line,Gasolina,Julho,2021,55 513 km,998 cm3,125 cv,Sim,,Sim,Carrinha,Cinzento,Manual,,5,,,,,36 Meses,,Nacional,,,Usados,23 999        EUR,8090120693,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-0-ecoboost-mhev-st-line-ID8PwjXD.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Audi,Q2,30 TFSI,Gasolina,Julho,2020,88 325 km,999 cm3,116 cv,Sim,,Sim,SUV / TT,Azul,Manual,,5,,,,,36 Meses,,Nacional,,,Usados,23 499        EUR,8090120658,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q2-30-tfsi-ID8PwjX4.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Volvo,V40,2.0 D3 R-Design,Diesel,Outubro,2015,97 000 km,1 969 cm3,150 cv,,,Sim,Utilitário,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,99 g/km,18 Meses,1,,Sim,Sim,Usados,18 750        EUR,8085287393,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d3-r-design-ID8Pb2Bb.html,Sim,Metalizado,20/10/2023,Sim,,,236 €,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Abril,2021,40 052 km,999 cm3,95 cv,Sim,,Sim,SUV / TT,Branco,Manual,,5,5,,,,18 Meses,,,,,Usados,17 649        EUR,8090307681,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8Pv6Bz.html,Sim,Metalizado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Renault,Kadjar,1.5 dCi Intens,Diesel,Dezembro,2020,52 852 km,1 461 cm3,115 cv,Sim,,Sim,SUV / TT,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,Usados,24 490        EUR,8090155151,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-5-dci-intens-ID8PwsWp.html,Sim,Metalizado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,316,d Touring Advantage,Diesel,Setembro,2018,132 540 km,1 995 cm3,116 cv,Sim,Sim,,Carrinha,Cinzento,Manual,6,5,5,Classe 1,Tracção traseira,,18 Meses,1,Nacional,Sim,,Usados,19 900        EUR,8089657897,10 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-316-d-touring-advantage-ID8Ptnzb.html,Sim,Metalizado,,Sim,"5,30 l/100km",,,Sim,,,Série 3,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,SEAT,Leon,1.5 TSI FR S/S,Gasolina,Fevereiro,2019,51 000 km,1 498 cm3,150 cv,,,Sim,Utilitário,Branco,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,,Sim,Usados,22 990        EUR,8090589025,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-1-5-tsi-fr-s-s-ID8PxhNn.html,Sim,Metalizado,01/02/2024,Sim,"6,50 l/100km","4,30 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Dacia,Sandero,1.5 dCi Comfort,Diesel,Setembro,2019,64 000 km,1 461 cm3,90 cv,,,Sim,Utilitário,Vermelho,Manual,,5,5,Classe 1,Tracção dianteira,90 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,15 750        EUR,8085952634,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-5-dci-comfort-ID8PdPES.html,Sim,Metalizado,20/09/2023,Sim,"3,70 l/100km",,130 €,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Citroën,C4 Grand Picasso,,Diesel,Março,2015,93 400 km,1 560 cm3,120 cv,,,Sim,Monovolume,Cinzento,Automática,6,5,7,Classe 1,Tracção dianteira,82 g/km,18 Meses,1,Importado,Sim,Sim,Usados,16 999        EUR,8086293435,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-grand-picasso-ID8PfgjF.html,Sim,Metalizado,27/03/2024,Sim,,,130 €,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Mercedes-Benz,E 250,CDi Avantgarde BE Auto.,Diesel,Janeiro,2010,139 000 km,2 143 cm3,204 cv,Sim,,Sim,Sedan,Branco,Automática,,4,5,Classe 1,,,18 Meses,1,Nacional,Sim,Sim,Usados,19 000        EUR,8090604236,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-250-cdi-avantgarde-be-auto-ID8PxlKI.html,Sim,,,Sim,"5,80 l/100km",,,,,,Classe E,,,,,,,,,StandVirtual,Yes,2023-09-14
Particular,Audi,A7 Sportback,,Diesel,Abril,2012,175 000 km,2 967 cm3,245 cv,,,,Utilitário,Castanho,Automática,,5,4,Classe 1,Integral,,,,,,,Usados,28 000        EUR,8090468774,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a7-sportback-ID8PvMwQ.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Particular,VW,Golf,2.0 GTI DSG,Gasolina,Dezembro,2010,195 000 km,1 984 cm3,210 cv,,,Sim,Utilitário,Cinzento,Automática,6,5,5,Classe 1,Tracção dianteira,173 g/km,,2,Importado,Sim,Sim,Usados,16 790        EUR,8090417254,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-gti-dsg-ID8Pvz6S.html,,Metalizado,,Sim,10 l/100km,,,,700 km,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Nissan,Qashqai,1.2 DIG-T Tekna 19 Pele,Gasolina,Novembro,2017,95 000 km,1 197 cm3,115 cv,Sim,,Sim,SUV / TT,Preto,Manual,6,5,5,,,,18 Meses,1,Importado,Sim,Sim,Usados,18 500        EUR,8088438756,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-2-dig-t-tekna-19-pele-ID8PogpC.html,Sim,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,116,d Pack M Shadow,Diesel,Março,2018,121 175 km,1 496 cm3,116 cv,Sim,,,Utilitário,Cinzento,Manual,,5,5,,,111 g/km,36 Meses,,Nacional,,,Usados,22 900        EUR,8090604233,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-shadow-ID8PxlKF.html,,,,,"4,70 l/100km","3,60 l/100km",,,,,Série 1,,,,14/09/2026,4 l/100km,,,,StandVirtual,Yes,2023-09-14
Profissional,Opel,Astra,1.6 CDTI Dynamic Sport,Diesel,Março,2017,77 000 km,1 598 cm3,136 cv,,,Sim,Utilitário,Vermelho,Manual,6,5,,Classe 1,Tracção dianteira,,18 Meses,1,,Sim,Sim,Usados,15 999        EUR,8088191548,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-1-6-cdti-dynamic-sport-ID8Pne6o.html,Sim,,15/03/2025,Sim,"4,60 l/100km",,130 €,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,116,d Corporate Edition Auto,Diesel,Dezembro,2020,35 663 km,1 496 cm3,116 cv,Sim,,,Utilitário,Cinzento,Automática,,5,5,,,,36 Meses,,Nacional,,,Usados,29 900        EUR,8090604232,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-corporate-edition-auto-ID8PxlKE.html,,,,,"4,50 l/100km","3,50 l/100km",,,,,Série 1,,,,14/09/2026,"3,80 l/100km",,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,225xe Active Tourer,Line Sport,Híbrido (Gasolina),Dezembro,2019,54 000 km,1 499 cm3,224 cv,Sim,,,Monovolume,Branco,Automática,,5,,,,,24 Meses,,Nacional,,,Usados,27 900        EUR,8090604230,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-225xe-active-tourer-line-sport-ID8PxlKC.html,,,,,,,,,,,Série 2,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,420,d Line Sport Auto,Diesel,Janeiro,2017,99 500 km,1 995 cm3,190 cv,Sim,,,Coupé,Preto,Automática,,2,,,,106 g/km,24 Meses,,Nacional,,,Usados,27 900        EUR,8090604228,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-d-line-sport-auto-ID8PxlKA.html,,,,,,,,,,,Série 4,,,,,"4,20 l/100km",,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,330,e iPerformance,Híbrido (Gasolina),Abril,2017,58 000 km,1 998 cm3,252 cv,Sim,,,Sedan,Prateado,Automática,,4,,,,44 g/km,36 Meses,,Nacional,,,Usados,29 900        EUR,8090604227,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-e-iperformance-ID8PxlKz.html,,,,,,,,,,,Série 3,,,,14/09/2026,,,,,StandVirtual,Yes,2023-09-14
Profissional,Ford,S-Max,2.0 TDCi Titanium,Diesel,Outubro,2015,119 000 km,1 997 cm3,180 cv,,,,Monovolume,Preto,Manual,6,5,7,Classe 1,Tracção dianteira,,18 Meses,1,,Sim,Sim,Usados,22 500        EUR,8086248330,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-s-max-2-0-tdci-titanium-ID8Pf4Aa.html,,Metalizado,15/10/2023,Sim,"5,60 l/100km",,250 €,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Volvo,V90,2.0 D4 Momentum Plus Geartronic,Diesel,Agosto,2018,96 500 km,1 969 cm3,190 cv,Sim,,Sim,Carrinha,Azul,Automática,8,5,5,Classe 1,Tracção dianteira,154 g/km,18 Meses,1,Nacional,Sim,,Usados,29 990        EUR,8090508766,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v90-2-0-d4-momentum-plus-geartronic-ID8PvVUS.html,Sim,Metalizado,,Sim,"5,60 l/100km","4,40 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,BMW,218 Gran Tourer,d 7L Line Luxury Auto,Diesel,Abril,2018,86 500 km,1 995 cm3,150 cv,Sim,,Sim,Monovolume,Azul,Automática,8,5,7,Classe 1,Tracção dianteira,133 g/km,18 Meses,1,Nacional,Sim,,Usados,25 990        EUR,8090511506,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-218-gran-tourer-d-7l-line-luxury-auto-ID8PvXD4.html,Sim,Metalizado,,Sim,,,,,,,Série 2,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,2008,1.2 PureTech Allure Pack,Gasolina,Agosto,2021,21 800 km,1 199 cm3,102 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,126 g/km,18 Meses,1,Nacional,Sim,,Usados,23 900        EUR,8090569520,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-pack-ID8PxcIM.html,Sim,Metalizado,01/08/2025,Sim,"5,30 l/100km",4 l/100km,108 €,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,3008,1.5 BlueHDi Active,Diesel,Novembro,2019,80 000 km,1 499 cm3,130 cv,,,Sim,Monovolume,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,136 g/km,36 Meses,1,Nacional,Sim,Sim,Usados,26 990        EUR,8089580769,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-ID8Pt3wb.html,Sim,,,Sim,"4,60 l/100km","3,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Junho,2021,56 300 km,1 199 cm3,75 cv,,,Sim,Utilitário,Branco,Manual,5,5,5,,Tracção dianteira,,36 Meses,,Nacional,,Sim,Usados,17 490        EUR,8090056752,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8Pw3kk.html,Sim,Metalizado,,Sim,"4,80 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Renault,Captur,0.9 TCE Exclusive,Gasolina,Junho,2016,49 900 km,898 cm3,90 cv,,,Sim,SUV / TT,Preto,Manual,5,5,5,Classe 1,Tracção dianteira,146 g/km,36 Meses,,Nacional,Sim,Sim,Usados,15 950        EUR,8090064284,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-exclusive-ID8Pw5hO.html,Sim,,,Sim,"6,30 l/100km","4,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,Abril,2021,44 000 km,1 461 cm3,95 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,,36 Meses,1,Nacional,,Sim,Usados,24 950        EUR,8088488399,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8Potkj.html,Sim,Metalizado,,Sim,"6,40 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Dacia,Duster,1.5 Blue dCi Prestige,Diesel,Maio,2021,52 800 km,1 461 cm3,115 cv,,,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,127 g/km,36 Meses,1,Nacional,,Sim,Usados,22 950        EUR,8090056258,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-5-blue-dci-prestige-ID8Pw3cm.html,Sim,,,Sim,"4,70 l/100km","3,90 l/100km",,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Citroën,C3,1.2 PureTech C-Series,Gasolina,Junho,2021,40 000 km,1 199 cm3,83 cv,Sim,,Sim,Utilitário,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,,36 Meses,1,Nacional,,Sim,Usados,16 690        EUR,8088743982,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-c-series-ID8PpxOC.html,Sim,Metalizado,,Sim,"6,40 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,SEAT,Leon,SC 2.0 TSI Cupra DSG S/S,Gasolina,Agosto,2016,112 250 km,1 984 cm3,290 cv,Sim,,Sim,Utilitário,Cinzento,Automática,6,3,5,Classe 1,Tracção dianteira,,18 Meses,,,Sim,Sim,Usados,25 500        EUR,8088851808,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-sc-2-0-tsi-cupra-dsg-s-s-ID8PpZRK.html,Sim,Metalizado,06/01/2024,Sim,"8,30 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Outubro,2019,17 819 km,999 cm3,115 cv,Sim,,Sim,SUV / TT,Cinzento,Manual,,5,5,,,,18 Meses,,,,,Usados,16 489        EUR,8090260001,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8PwUcx.html,Sim,Metalizado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,Opel,Grandland X,1.5 CDTI Innovation,Diesel,Novembro,2018,79 661 km,1 499 cm3,130 cv,Sim,Sim,Sim,SUV / TT,Azul,Manual,,5,5,Classe 1,,,18 Meses,,Nacional,Sim,Sim,Usados,21 800        EUR,8088772430,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-grandland-x-1-5-cdti-innovation-ID8PpFds.html,Sim,,,Sim,"4,70 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
Profissional,MINI,One,,Gasolina,Maio,2021,25 000 km,1 499 cm3,102 cv,Sim,Sim,,Citadino,Cinzento,Manual,6,5,5,Classe 1,,,18 Meses,1,Nacional,,Sim,Usados,25 900        EUR,8090308985,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-one-ID8Pv6VB.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-14
