Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,IVA Discriminado,IVA dedutível,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Sub-modelo,Valor Fixo,Aceita retoma,Não fumador,Tracção,Filtro de partículas,Livro de Revisões completo,Consumo Urbano,Consumo Extra Urbano,Garantia de Fábrica até,ou até,Autonomia Máxima,Inspecção válida até,IUC,Consumo Combinado,Autonomia,Consumo
Particular,Mercedes-Benz,CLA 250,e Shooting Brake AMG Line,Híbrido (Gasolina),Novembro,2020,37 000 km,1 332 cm3,218 cv,,,,Carrinha,Branco,Metalizado,Automática,8,5,5,Classe 1,,,,,Sim,Usados,38 000        EUR,8089289600,1 Junho 2023,Classe CLA,,,Sim,,,Sim,,,,,,30/11/2024,,,,
Particular,Porsche,Panamera Sport Turismo,4 E-Hybrid,Híbrido (Gasolina),Março,2018,116 000 km,2 894 cm3,462 cv,,,,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,59 g/km,,1,Importado,Sim,Usados,92 500        EUR,8089628109,31 Maio 2023,,Sim,,Sim,Integral,,Sim,,,03/06/2023,,,03/03/2024,,,,
Profissional,Toyota,C-HR,1.8 Hybrid Exclusive,Híbrido (Gasolina),Janeiro,2021,46 918 km,1 798 cm3,122 cv,,,Sim,SUV / TT,Cinzento,,Automática,,5,,,86 g/km,55 Meses,,Nacional,,Usados,30 750        EUR,8089176012,1 Junho 2023,,Sim,Sim,,,,,,,08/01/2028,,,,,"3,80 l/100km",,
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Outubro,2020,28 500 km,1 332 cm3,218 cv,Sim,Sim,Sim,Utilitário,Preto,Metalizado,Automática,9,5,5,Classe 1,,18 Meses,1,Nacional,Sim,Usados,40 990        EUR,8089440190,1 Junho 2023,Classe A,Sim,Sim,Sim,Tracção dianteira,,Sim,,,,,,,,,,
Profissional,BMW,330,e Touring Pack M Auto,Híbrido (Gasolina),Setembro,2020,58 000 km,1 998 cm3,292 cv,,Sim,Sim,Carrinha,Cinzento,,Automática,,5,5,,,18 Meses,,,Sim,Usados,49 900        EUR,8088931311,31 Maio 2023,Série 3,Sim,,,,,,,,,,,,,,,
Profissional,VW,Golf,1.4 TSI GTE DSG,Híbrido (Gasolina),Julho,2021,35 000 km,1 395 cm3,245 cv,,Sim,Sim,Utilitário,Branco,Metalizado,Automática,,5,5,Classe 1,,18 Meses,1,Importado,Sim,Usados,37 990        EUR,8088896135,31 Maio 2023,,Sim,Sim,Sim,,,,,,,,,,,,,
Profissional,Mercedes-Benz,C 350,e,Híbrido (Gasolina),Dezembro,2016,192 395 km,1 991 cm3,279 cv,,,Sim,Carrinha,Preto,Metalizado,Automática,7,5,5,Classe 1,,18 Meses,1,Importado,Sim,Usados,24 990        EUR,8088886754,31 Maio 2023,Classe C,,Sim,Sim,,,Sim,,,,,,,,,,
Profissional,Volvo,V60,2.4 D6 Momentum AWD Phev,Híbrido (Diesel),Janeiro,2015,154 529 km,2 400 cm3,286 cv,,,,Carrinha,Vermelho,Metalizado,Automática,,5,5,Classe 1,48 g/km,18 Meses,1,,,Usados,20 980        EUR,8088781565,31 Maio 2023,,,Sim,Sim,Integral,,,,,,,,,,,,
Profissional,Fiat,500,,Híbrido (Gasolina),Junho,2022,8 500 km,999 cm3,69 cv,,,Sim,Utilitário,Azul,Metalizado,Manual,5,2,4,Classe 1,,24 Meses,,Nacional,Sim,Usados,16 400        EUR,8089651830,31 Maio 2023,,,Sim,Sim,,,Sim,,,,,,,,,,
Profissional,DS,DS7 Crossback,,Híbrido (Gasolina),Fevereiro,2023,1 009 km,1 598 cm3,300 cv,,,Sim,SUV / TT,Preto,,Automática,,5,5,,31 g/km,36 Meses,,,,Usados,69 500        EUR,8089651320,31 Maio 2023,,Sim,,,,,,,,,,,,,"1,80 l/100km",,
Profissional,Fiat,500,,Híbrido (Gasolina),Abril,2022,32 332 km,999 cm3,70 cv,,,Sim,Citadino,Azul,Metalizado,Manual,6,3,4,Classe 1,,18 Meses,,,Sim,Usados,17 900        EUR,8089328241,31 Maio 2023,,,,Sim,,,,,,,,,01/04/2026,,,,
Profissional,Mercedes-Benz,E 300,BlueTEC Hybrid Avantgarde,Híbrido (Diesel),Junho,2015,180 399 km,2 143 cm3,231 cv,,,Sim,Carrinha,Cinzento,Metalizado,Automática,6,5,5,Classe 1,,18 Meses,,,Sim,Usados,25 700        EUR,8085201069,31 Maio 2023,Classe E,,,Sim,,Sim,,,,,,,01/06/2023,,,,
Profissional,Toyota,C-HR,1.8 HSD Exclusive+P.Luxury,Híbrido (Gasolina),Julho,2017,119 000 km,1 798 cm3,122 cv,,,Sim,SUV / TT,Branco,Metalizado,Automática,,5,5,Classe 1,87 g/km,18 Meses,,Nacional,Sim,Usados,23 850        EUR,8089591258,31 Maio 2023,,,,Sim,Tracção dianteira,,Sim,"3,40 l/100km",4 l/100km,,,,,215 €,,,
Profissional,Honda,CR-Z,1.5 IMA i-VTEC GT,Híbrido (Gasolina),Julho,2011,169 000 km,1 497 cm3,124 cv,,,Sim,Coupé,Branco,Metalizado,Manual,6,2,4,,,18 Meses,,Nacional,,Usados,9 950        EUR,8088266229,31 Maio 2023,,Sim,Sim,,,,,"6,10 l/100km",,,,,,,,,
Profissional,Hyundai,Ioniq,1.6 GDI HEV,Híbrido (Gasolina),Agosto,2020,33 170 km,1 580 cm3,141 cv,,,,Sedan,Branco,,Automática,,5,5,Classe 1,,18 Meses,1,Importado,Sim,Usados,25 500        EUR,8087703567,31 Maio 2023,,Sim,Sim,Sim,,,Sim,,,,,,,,,,
Profissional,DS,DS7 Crossback,E-Tense Performance Line EAT8,Híbrido (Gasolina),Março,2022,16 313 km,1 598 cm3,225 cv,,,Sim,SUV / TT,Preto,,Automática,,5,5,,,36 Meses,,,,Usados,44 900        EUR,8089203523,31 Maio 2023,,Sim,,,,,,,,,,,,,"1,40 l/100km",,
Profissional,Peugeot,508 SW,1.6 Hybrid GT Line e-EAT8,Híbrido (Gasolina),Fevereiro,2022,33 800 km,1 598 cm3,225 cv,,Sim,,Carrinha,Cinzento,Metalizado,Automática,,5,5,,,24 Meses,,Nacional,Sim,Usados,42 900        EUR,8089537315,31 Maio 2023,,,Sim,,,,Sim,,,,,,,,,,
Profissional,BMW,330,e Touring Auto,Híbrido (Gasolina),Novembro,2019,47 510 km,1 998 cm3,292 cv,,Sim,Sim,Sedan,Preto,,Automática,,5,5,,1 g/km,18 Meses,,Nacional,,Usados,37 450        EUR,8089651150,31 Maio 2023,Série 3,Sim,Sim,,,Sim,,,,,,,,,,,
Profissional,Toyota,Yaris,1.5 HSD Active,Híbrido (Gasolina),Março,2020,57 000 km,1 497 cm3,101 cv,,,Sim,Citadino,Cinzento,,Automática,,5,5,,,18 Meses,,Nacional,Sim,Usados,19 900        EUR,8089436930,31 Maio 2023,,Sim,Sim,,,,Sim,"3,10 l/100km",,,,,,,,,
Profissional,Hyundai,i30 SW,,Híbrido (Diesel),Fevereiro,2022,28 641 km,1 598 cm3,136 cv,,,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,137 g/km,18 Meses,,Nacional,Sim,Usados,31 450        EUR,8089651085,31 Maio 2023,,,Sim,,Tracção dianteira,,,,,,,,,,,,
Profissional,Jeep,Compass,1.3 TG 4Xe Limited,Híbrido (Gasolina),Outubro,2022,2 000 km,1 332 cm3,190 cv,,,Sim,SUV / TT,Cinzento,,Automática,6,5,5,Classe 2,,36 Meses,,Nacional,Sim,Usados,44 250        EUR,8089121120,31 Maio 2023,,Sim,Sim,,,,,,,01/01/0001,,,,,,,
Profissional,Alfa Romeo,Tonale,1.3 Plug-In Hybrid Edizione Speciale e-AWD,Híbrido (Gasolina),Fevereiro,2023,3 500 km,1 332 cm3,280 cv,,,,SUV / TT,Vermelho,,Automática,,5,5,Classe 2,,36 Meses,,Nacional,Sim,Usados,55 750        EUR,8089210558,31 Maio 2023,,Sim,Sim,,,,,,,,,,,,,,
Profissional,Alfa Romeo,Tonale,1.5 Hybrid Edizione Speciale,Híbrido (Gasolina),Junho,2022,16 500 km,1 469 cm3,130 cv,,,Sim,SUV / TT,Azul,,Automática,,5,5,Classe 2,,36 Meses,,Nacional,Sim,Usados,41 500        EUR,8089121147,31 Maio 2023,,Sim,Sim,,,,,,,,,,,,,,
Profissional,Alfa Romeo,Tonale,1.5 Hybrid Edizione Speciale,Híbrido (Gasolina),Junho,2022,18 000 km,1 469 cm3,130 cv,,,Sim,SUV / TT,Verde,,Automática,,5,5,Classe 2,,36 Meses,,Nacional,Sim,Usados,41 000        EUR,8089121150,31 Maio 2023,,Sim,Sim,,,,,,,,,,,,,,
Particular,BMW,330,e Pack 50 anos M Auto,Híbrido (Gasolina),Outubro,2019,40 000 km,1 998 cm3,292 cv,,,,Sedan,Cinzento,Metalizado,Automática,,4,5,,31 g/km,,,,,Usados,41 500        EUR,8089580466,31 Maio 2023,Série 3,,,,Tracção traseira,,,,,03/10/2024,,,,,,,
Profissional,Mercedes-Benz,GLC 300,de Coupé 4Matic,Híbrido (Diesel),Novembro,2020,95 000 km,1 950 cm3,320 cv,,,Sim,SUV / TT,Preto,,Automática,,5,5,,,36 Meses,,Importado,Sim,Usados,67 250        EUR,8089643841,31 Maio 2023,Classe GLC,,Sim,Sim,,,,,,,,,,,,,
Profissional,Toyota,Prius,1.8 Exclusive,Híbrido (Gasolina),Abril,2018,72 000 km,1 798 cm3,122 cv,Sim,Sim,Sim,Utilitário,Vermelho,,Automática,,5,5,,,18 Meses,,Nacional,Sim,Usados,23 900        EUR,8089505741,31 Maio 2023,,Sim,Sim,,,,Sim,,,,,,,,,,
Profissional,Mercedes-Benz,E 300,Bluetec Hybrid Avantgarde,Híbrido (Diesel),Julho,2013,116 078 km,2 143 cm3,231 cv,,,Sim,Utilitário,Cinzento,,Automática,6,4,5,,,18 Meses,,Nacional,Sim,Usados,25 750        EUR,8089643815,31 Maio 2023,Classe E,,Sim,,,,,,,,,,,,,,
Profissional,Mercedes-Benz,A 250,,Híbrido (Gasolina),Outubro,2020,21 856 km,1 332 cm3,218 cv,,,Sim,Sedan,Preto,,Automática,8,5,5,Classe 1,21 g/km,18 Meses,,,Sim,Usados,33 950        EUR,8089640721,31 Maio 2023,Classe A,,Sim,,,,Sim,,,,,,01/10/2024,,,,
Profissional,BMW,320,,Híbrido (Gasolina),Fevereiro,2022,16 000 km,1 998 cm3,204 cv,,,Sim,Carrinha,Cinzento,,Automática,,5,5,,,24 Meses,,Nacional,Sim,Usados,45 500        EUR,8089640716,31 Maio 2023,Série 3,,Sim,,,,Sim,,,,,,,"215,14 €",,,
Profissional,BMW,330,e Auto,Híbrido (Gasolina),Março,2020,31 000 km,1 998 cm3,292 cv,,Sim,Sim,Sedan,Preto,,Automática,8,4,5,Classe 1,37 g/km,18 Meses,1,Nacional,Sim,Usados,39 950        EUR,8089640530,31 Maio 2023,Série 3,Sim,Sim,Sim,Tracção traseira,,Sim,,,,,,,"215,14 €",,,
Profissional,Lexus,RC 300h,Executive+,Híbrido (Gasolina),Novembro,2016,101 000 km,2 494 cm3,223 cv,,,Sim,Coupé,Cinzento,,Automática,,2,4,,,18 Meses,1,Nacional,Sim,Usados,33 600        EUR,8089640444,31 Maio 2023,RC,,Sim,Sim,,,Sim,,,,,,,,,,
Profissional,Mercedes-Benz,E 350,e Exclusive,Híbrido (Gasolina),Dezembro,2016,159 200 km,1 991 cm3,279 cv,,,Sim,Sedan,Branco,,Automática,,4,5,,,18 Meses,1,Importado,Sim,Usados,28 900        EUR,8089640429,31 Maio 2023,Classe E,Sim,Sim,Sim,Tracção traseira,,,,,,,,01/12/2024,,,,
Profissional,Lexus,LC 500h,F Sport+,Híbrido (Gasolina),Março,2019,33 000 km,3 456 cm3,359 cv,,,Sim,Coupé,Branco,,Automática,,2,4,Classe 1,,18 Meses,,Nacional,Sim,Usados,81 000        EUR,8089640427,31 Maio 2023,LC,Sim,Sim,,,,Sim,,,,,,,,,,
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Junho,2020,18 000 km,1 332 cm3,218 cv,,,Sim,Utilitário,Prateado,,Automática,8,5,5,Classe 1,33 g/km,18 Meses,1,Nacional,Sim,Usados,39 950        EUR,8089643693,31 Maio 2023,Classe A,Sim,Sim,Sim,Tracção dianteira,,Sim,,,,,,,,,,
Profissional,Mercedes-Benz,GLC 300,de 4Matic,Híbrido (Diesel),Maio,2022,31 000 km,1 950 cm3,320 cv,,,Sim,SUV / TT,Cinzento,,Automática,,5,5,,,24 Meses,,Nacional,Sim,Usados,72 900        EUR,8089643591,31 Maio 2023,Classe GLC,,Sim,,,,Sim,,,,,,,,,,
Particular,Mercedes-Benz,C 350,e,Híbrido (Gasolina),Maio,2016,215 000 km,1 991 cm3,279 cv,,,,Sedan,Branco,,Automática,7,4,5,Classe 1,,,,,,Usados,20 000        EUR,8089559100,1 Junho 2023,Classe C,,,Sim,Tracção traseira,,Sim,,,,,,,,5 l/100km,,
Profissional,Mercedes-Benz,GLC 350,e Exclusive 4-Matic,Híbrido (Gasolina),Janeiro,2018,117 677 km,1 991 cm3,320 cv,,,Sim,SUV / TT,Azul,Metalizado,Automática,,5,5,,,18 Meses,1,Nacional,Sim,Usados,41 990        EUR,8088752076,1 Junho 2023,Classe GLC,Sim,Sim,Sim,Integral,,Sim,,,,,,,,,,
Particular,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Fevereiro,2019,90 265 km,1 950 cm3,306 cv,,,,Sedan,Preto,Metalizado,Automática,9,4,5,Classe 1,33 g/km,,1,Nacional,Sim,Usados,45 850        EUR,8089589558,30 Maio 2023,Classe E,,,,Tracção traseira,,Sim,,,,,,27/02/2025,,,,
Profissional,Toyota,Corolla,1.8 Hybrid Exclusive,Híbrido (Gasolina),Fevereiro,2020,19 853 km,1 798 cm3,122 cv,Sim,Sim,Sim,Utilitário,Azul,Metalizado,Automática,,5,5,Classe 1,,18 Meses,,,Sim,Usados,27 980        EUR,8088803684,29 Maio 2023,,,Sim,Sim,,Sim,Sim,,,,,,,,,,
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Junho,2020,18 000 km,1 332 cm3,218 cv,,,Sim,Utilitário,Prateado,,Automática,8,5,5,Classe 1,33 g/km,18 Meses,1,Nacional,Sim,Usados,39 950        EUR,8089643693,31 Maio 2023,Classe A,Sim,Sim,Sim,Tracção dianteira,,Sim,,,,,,,,,,
Profissional,Mercedes-Benz,GLC 300,de 4Matic,Híbrido (Diesel),Maio,2022,31 000 km,1 950 cm3,320 cv,,,Sim,SUV / TT,Cinzento,,Automática,,5,5,,,24 Meses,,Nacional,Sim,Usados,72 900        EUR,8089643591,31 Maio 2023,Classe GLC,,Sim,,,,Sim,,,,,,,,,,
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Novembro,2020,58 853 km,1 950 cm3,306 cv,,,Sim,Carrinha,Branco,,Automática,,5,5,Classe 1,,18 Meses,1,Importado,Sim,Usados,46 500        EUR,8089643396,31 Maio 2023,Classe C,Sim,Sim,Sim,,,Sim,,,,,,,,,,
Profissional,DS,DS4,E-Tense Performance Line EAT8,Híbrido (Gasolina),Março,2023,2 300 km,1 598 cm3,225 cv,Sim,,Sim,Utilitário,Cinzento,,Automática,8,5,5,Classe 1,,36 Meses,1,Nacional,Sim,Usados,42 500        EUR,8089643304,31 Maio 2023,,Sim,Sim,Sim,Tracção dianteira,,Sim,,,21/03/2026,,,,,,,
Profissional,SEAT,Leon ST,1.4 e-Hybrid FR DSG,Híbrido (Gasolina),Julho,2021,51 000 km,1 395 cm3,204 cv,,,Sim,Carrinha,Cinzento,,Automática,4,5,5,,,18 Meses,1,Nacional,Sim,Usados,35 250        EUR,8089643085,31 Maio 2023,,,Sim,Sim,,,Sim,,,,,,,,,,
Profissional,Kia,Niro,1.6 GDi HEV Tech,Híbrido (Gasolina),Janeiro,2022,1 000 km,1 580 cm3,141 cv,,,Sim,Utilitário,Cinzento,,Automática,,5,5,,105 g/km,36 Meses,,Nacional,Sim,Usados,35 200        EUR,8089642947,31 Maio 2023,,Sim,Sim,,,,Sim,,,01/01/0001,,,,,,,
Profissional,Honda,CR-Z,1.5 IMA i-VTEC S,Híbrido (Gasolina),Dezembro,2010,134 690 km,1 497 cm3,124 cv,,,,Coupé,Preto,,Manual,,2,4,,,18 Meses,,Nacional,Sim,Usados,11 000        EUR,8089642842,31 Maio 2023,,,,,,,,,,,,,29/12/2023,,,,
Profissional,BMW,745,e iPerformance Pack M Auto,Híbrido (Gasolina),Setembro,2019,41 000 km,2 998 cm3,394 cv,,,Sim,Sedan,Vermelho,,Automática,8,4,5,Classe 1,48 g/km,18 Meses,1,Nacional,Sim,Usados,69 950        EUR,8089642799,31 Maio 2023,Série 7,Sim,Sim,Sim,Tracção traseira,,Sim,,,,,,,"559,60 €",,,
Profissional,Volvo,V60,,Híbrido (Diesel),Maio,2016,194 500 km,2 400 cm3,286 cv,,,,Carrinha,Preto,,Automática,6,5,5,Classe 1,,18 Meses,,Nacional,Sim,Usados,19 900        EUR,8089642496,31 Maio 2023,,Sim,Sim,Sim,,,,,,,,,,,,,
Profissional,Mercedes-Benz,E 300,,Híbrido (Diesel),Janeiro,2014,175 917 km,2 143 cm3,204 cv,,,Sim,Carrinha,Cinzento,,Automática,,5,5,,,18 Meses,,Nacional,,Usados,24 500        EUR,8089642149,31 Maio 2023,Classe E,Sim,Sim,Sim,,,,,,,,,01/01/2024,,,,
Profissional,BMW,X2,25 e xDrive X Pack M,Híbrido (Gasolina),Abril,2021,17 000 km,1 499 cm3,220 cv,,,Sim,SUV / TT,Azul,,Automática,,5,5,Classe 1,,18 Meses,,,,Usados,49 900        EUR,8089642154,31 Maio 2023,Série X,,Sim,,,,,,,,,,,,,,
Profissional,Kia,Niro,,Híbrido (Gasolina),Julho,2018,21 344 km,1 600 cm3,141 cv,,,Sim,Utilitário,Azul,,Automática,,5,5,Classe 1,,36 Meses,,Nacional,Sim,Usados,26 000        EUR,8089642072,31 Maio 2023,,Sim,Sim,,,,,,,01/01/0001,,,,,,,
Profissional,Mercedes-Benz,E 300,Bluetec Hybrid Avantgarde,Híbrido (Diesel),Dezembro,2014,270 400 km,2 143 cm3,231 cv,,,Sim,Sedan,Prateado,,Automática,,4,5,Classe 1,,18 Meses,2,Nacional,Sim,Usados,19 900        EUR,8089642059,31 Maio 2023,Classe E,Sim,Sim,Sim,,,,,,,,,,,,,
Profissional,Lexus,CT 200h,Executive+,Híbrido (Gasolina),Dezembro,2019,49 170 km,1 798 cm3,136 cv,,,,Sedan,Preto,,Automática,,5,5,,,18 Meses,,Importado,Sim,Usados,27 000        EUR,8089641909,31 Maio 2023,CT,,Sim,Sim,,,,,,,,,,,,,
Profissional,BMW,520,e Pack M,Híbrido (Gasolina),Março,2022,9 800 km,1 998 cm3,204 cv,,,Sim,Carrinha,Preto,,Automática,8,4,5,Classe 1,,24 Meses,1,Nacional,Sim,Usados,55 500        EUR,8089641907,31 Maio 2023,Série 5,,Sim,,Tracção traseira,,Sim,,,,,,,,,,
Profissional,Hyundai,Ioniq,1.6 GDI HEV Hybrid Tech,Híbrido (Gasolina),Abril,2019,132 000 km,1 580 cm3,141 cv,Sim,,Sim,Utilitário,Cinzento,,Automática,6,5,5,Classe 1,,24 Meses,1,Nacional,Sim,Usados,19 900        EUR,8089641791,31 Maio 2023,,,Sim,Sim,Integral,,Sim,,,01/04/2025,180 000 km,,01/04/2025,,,,
Profissional,Peugeot,3008,1.6 Hybrid4 Allure Pack e-EAT8,Híbrido (Gasolina),Abril,2021,27 880 km,1 598 cm3,300 cv,,,Sim,SUV / TT,Branco,,Automática,,5,5,,,18 Meses,,Nacional,,Usados,39 990        EUR,8089641607,31 Maio 2023,,Sim,,,,,,,,,,,,,,,
Profissional,Lexus,NX 300h,Executive Plus,Híbrido (Gasolina),Junho,2018,58 172 km,2 494 cm3,197 cv,,,Sim,SUV / TT,Preto,,Automática,,5,5,,,18 Meses,,Nacional,,Usados,38 990        EUR,8089641569,31 Maio 2023,NX,Sim,,,,,,,,,,,,,,,
Profissional,Citroën,C5 X,1.6 Hybrid Feel Pack e-EAT8,Híbrido (Gasolina),Janeiro,2022,10 774 km,1 598 cm3,225 cv,,,Sim,Sedan,Azul,,Automática,,5,5,,,18 Meses,,Nacional,,Usados,39 990        EUR,8089641557,31 Maio 2023,,Sim,,,,,,,,,,,,,,,
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Dezembro,2020,20 973 km,1 332 cm3,218 cv,,Sim,Sim,Utilitário,Preto,,Automática,,5,5,,,24 Meses,,Importado,Sim,Usados,36 000        EUR,8089641506,31 Maio 2023,Classe A,,Sim,,,,,,,,,,23/12/2024,,,,
Profissional,Mercedes-Benz,A 250 Limousine,e AMG Line,Híbrido (Gasolina),Março,2021,9 000 km,1 332 cm3,218 cv,,,Sim,Sedan,Preto,,Automática,8,4,5,Classe 1,,36 Meses,,Importado,Sim,Usados,42 240        EUR,8089641301,31 Maio 2023,Classe A,,Sim,Sim,,,Sim,,,,,,01/03/2025,,,,
Profissional,Porsche,Panamera,4 E-Hybrid,Híbrido (Gasolina),Março,2019,145 000 km,2 894 cm3,462 cv,,,Sim,Coupé,Cinzento,,Automática,8,5,4,Classe 1,77 g/km,36 Meses,,Importado,Sim,Usados,94 000        EUR,8089641260,31 Maio 2023,,Sim,Sim,Sim,,,Sim,,,,,,01/03/2025,,,,
Profissional,BMW,320,e Pack M Auto,Híbrido (Gasolina),Fevereiro,2022,39 440 km,1 998 cm3,204 cv,,,Sim,Sedan,Preto,,Automática,,4,5,,,36 Meses,,Nacional,Sim,Usados,50 500        EUR,8089640224,31 Maio 2023,Série 3,,Sim,,,,,,,01/01/0001,,,,,,,
Particular,BMW,330,e iPerformance,Híbrido (Gasolina),Fevereiro,2018,95 000 km,1 998 cm3,252 cv,,,,Sedan,Preto,,Automática,,4,,Classe 1,,,,,,Usados,25 800        EUR,8088882172,31 Maio 2023,Série 3,,,,,Sim,,,,,,,,,,,
Profissional,Mitsubishi,Eclipse Cross,,Híbrido (Gasolina),Fevereiro,2022,32 279 km,2 360 cm3,188 cv,,,Sim,SUV / TT,Cinzento,,Automática,,5,5,,,48 Meses,,Nacional,,Usados,38 990        EUR,8089640843,31 Maio 2023,,Sim,,,,,,,,,,,,,,,
Profissional,Mercedes-Benz,E 300,Bluetec Hybrid Avantgarde,Híbrido (Diesel),Dezembro,2013,204 800 km,2 143 cm3,231 cv,,,Sim,Carrinha,Cinzento,,Automática,7,5,5,Classe 1,,18 Meses,1,,Sim,Usados,18 998        EUR,8089640827,31 Maio 2023,Classe E,Sim,Sim,Sim,Tracção traseira,,Sim,,,,,,29/12/2023,,,,
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Janeiro,2020,42 270 km,1 950 cm3,306 cv,,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,5,Classe 1,,18 Meses,,,Sim,Usados,47 500        EUR,8089526238,31 Maio 2023,Classe C,,,Sim,,,,,,,,,,,,,
Profissional,Jeep,Wrangler Unlimited,2.0 TG 4xe Rubicon,Híbrido (Gasolina),Abril,2023,50 km,1 995 cm3,380 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Automática,,5,5,Classe 2,,48 Meses,1,Nacional,Sim,Usados,87 900        EUR,8089640138,31 Maio 2023,,Sim,,Sim,,,,,,09/02/2027,,,,,,,
Profissional,Porsche,Panamera,4 E-Hybrid,Híbrido (Gasolina),Fevereiro,2022,50 000 km,2 894 cm3,462 cv,,,Sim,Sedan,Cinzento,,Automática,,5,5,Classe 1,,36 Meses,,Nacional,Sim,Usados,137 500        EUR,8089640110,31 Maio 2023,,,Sim,,,,,,,01/01/0001,,,,,,,
Profissional,Mercedes-Benz,C 300,BlueTEC Hybrid AMG Line,Híbrido (Diesel),Agosto,2016,141 266 km,2 143 cm3,231 cv,,,Sim,Carrinha,Preto,,Automática,,5,5,,,18 Meses,1,Importado,Sim,Usados,27 900        EUR,8089640086,31 Maio 2023,Classe C,Sim,Sim,Sim,Tracção traseira,,,,,,,,19/08/2024,,,,
Profissional,Mercedes-Benz,GLA 250,e Progressive,Híbrido (Gasolina),Outubro,2020,83 945 km,1 332 cm3,218 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Automática,8,5,5,Classe 1,31 g/km,18 Meses,1,,Sim,Usados,41 000        EUR,8089640070,31 Maio 2023,Classe GLA,Sim,Sim,Sim,Tracção dianteira,,Sim,,,,,71 km,,145 €,,,
Profissional,Hyundai,Santa Fe,1.6 T-GDI PHEV Vanguard+Luxury Pack,Híbrido (Gasolina),Abril,2022,51 028 km,1 598 cm3,265 cv,,,,SUV / TT,Preto,,Automática,,5,7,,,36 Meses,,Nacional,Sim,Usados,54 950        EUR,8089640053,31 Maio 2023,,Sim,Sim,Sim,,,Sim,,,,,,,,,,
Profissional,Mercedes-Benz,E 300,Bluetec Hybrid Elegance 107g,Híbrido (Diesel),Janeiro,2013,219 277 km,2 143 cm3,231 cv,,,,Sedan,Cinzento,Metalizado,Automática,8,4,5,Classe 1,107 g/km,18 Meses,2,Importado,Sim,Usados,17 500        EUR,8088684626,1 Junho 2023,Classe E,Sim,,Sim,Tracção traseira,,Sim,"4,10 l/100km",,,,50 km,01/12/2023,,,,
Profissional,Peugeot,3008,1.6 Hybrid Allure Pack e-EAT8,Híbrido (Gasolina),Junho,2021,16 000 km,1 598 cm3,225 cv,,Sim,Sim,SUV / TT,Azul,,Automática,8,5,5,Classe 1,,36 Meses,,Importado,Sim,Usados,38 950        EUR,8088857355,1 Junho 2023,,Sim,Sim,Sim,Tracção dianteira,Sim,Sim,,,30/06/2023,,,,140 €,3 l/100km,,
Particular,BMW,330,e iPerformance,Híbrido (Gasolina),Fevereiro,2018,95 000 km,1 998 cm3,252 cv,,,,Sedan,Preto,,Automática,,4,,Classe 1,,,,,,Usados,25 800        EUR,8088882172,31 Maio 2023,Série 3,,,,,Sim,,,,,,,,,,,
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Junho,2021,53 500 km,1 798 cm3,122 cv,,,Sim,SUV / TT,Branco,,Automática,,5,,,86 g/km,61 Meses,,Nacional,,Usados,33 000        EUR,8088520777,1 Junho 2023,,Sim,Sim,,,,,,,15/07/2028,,,,,"3,80 l/100km",,
Profissional,Hyundai,Santa Fe,1.6 T-GDI PHEV Vanguard+Luxury Pack,Híbrido (Gasolina),Abril,2022,51 028 km,1 598 cm3,265 cv,,,,SUV / TT,Preto,,Automática,,5,7,,,36 Meses,,Nacional,Sim,Usados,54 950        EUR,8089640053,31 Maio 2023,,Sim,Sim,Sim,,,Sim,,,,,,,,,,
Profissional,VW,Golf,1.4 TSI GTE+ DSG,Híbrido (Gasolina),Novembro,2020,52 000 km,1 395 cm3,245 cv,,Sim,Sim,Sedan,Cinzento,,Automática,6,5,5,,38 g/km,18 Meses,,Nacional,Sim,Usados,36 900        EUR,8089639972,31 Maio 2023,,Sim,Sim,,,,,,,,,,,,,,
Profissional,Hyundai,Ioniq,1.6 GDI HEV Hybrid Tech,Híbrido (Gasolina),Abril,2019,70 363 km,1 580 cm3,141 cv,,,Sim,Sedan,Branco,,Automática,,5,5,,,18 Meses,,Nacional,,Usados,23 700        EUR,8089639949,31 Maio 2023,,,Sim,Sim,,,,,,,,,,,,,
