Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Filtro de partículas,Inspecção válida até,Garantia de Stand (incl. no preço),Registo(s),Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Versão,Valor Fixo,Tipo de cor,Tracção,Emissões CO2,Origem,Consumo Urbano,Consumo Extra Urbano,IUC,Sub-modelo,IVA Discriminado,IVA dedutível,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,Consumo Combinado,Garantia de Fábrica até,ou até,Consumo,Clássico,Site,Portugal
Profissional,Volvo,V90,Híbrido (Gasolina),Dezembro,2019,64 211 km,1 969 cm3,392 cv,Sim,,Carrinha,Preto,Automática,,5,5,,,,18 Meses,1,,,,Usados,47 750        EUR,8088772476,6 Julho 2023,2.0 T8 R-Design AWD Geartronic,Sim,,,,Nacional,,,,,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M135i,Gasolina,Novembro,2020,43 500 km,1 998 cm3,306 cv,,Sim,Coupé,Preto,Automática,8,5,5,,,,36 Meses,,,,,Usados,52 490        EUR,8088711815,6 Julho 2023,xDrive,Sim,Metalizado,,,Importado,,,,Série 1,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,330,Híbrido (Gasolina),Novembro,2019,39 500 km,1 998 cm3,292 cv,Sim,Sim,Sedan,Prateado,Automática,,4,5,Classe 1,,,24 Meses,,,Sim,Sim,Usados,47 746        EUR,8088521260,6 Julho 2023,e Auto,Sim,Metalizado,Tracção traseira,,,,,,Série 3,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Outubro,2020,44 000 km,1 950 cm3,194 cv,Sim,Sim,Carrinha,Cinzento,Automática,,5,5,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,46 500        EUR,8087623630,6 Julho 2023,d AMG Line,Sim,Metalizado,,,,,,,Classe C,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 250,Híbrido (Gasolina),Outubro,2022,1 996 km,1 332 cm3,218 cv,Sim,Sim,Carrinha,Cinzento,Automática,9,5,5,,,,18 Meses,1,,,Sim,Usados,46 950        EUR,8089331659,6 Julho 2023,e Shooting Brake Style Plus,Sim,Metalizado,Tracção traseira,,Nacional,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,330,Híbrido (Gasolina),Fevereiro,2022,22 300 km,1 998 cm3,292 cv,Sim,Sim,Sedan,Branco,Automática,,5,5,Classe 1,,,24 Meses,,,Sim,Sim,Usados,54 146        EUR,8088415436,6 Julho 2023,e Touring Line Sport Auto,Sim,,,,,,,,Série 3,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,530,Híbrido (Gasolina),Março,2021,39 040 km,1 998 cm3,292 cv,Sim,Sim,Carrinha,Cinzento,Automática,8,5,5,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,52 500        EUR,8089988814,6 Julho 2023,e Pack M,Sim,Metalizado,Tracção traseira,37 g/km,,,,"215,14 €",Série 5,Sim,Sim,,,,63 km,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 300,Híbrido (Diesel),Março,2016,150 000 km,2 143 cm3,231 cv,Sim,Sim,Sedan,Preto,Automática,7,4,5,Classe 1,,09/03/2024,18 Meses,,,Sim,Sim,Usados,46 900        EUR,8085358388,6 Julho 2023,BlueTEC Hybrid,Sim,Metalizado,Tracção traseira,115 g/km,Nacional,,,255 €,Classe S,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,CLA 250,Híbrido (Gasolina),Maio,2022,11 800 km,1 332 cm3,218 cv,,,Carrinha,Branco,Automática,9,5,5,,,,,1,Sim,Sim,Sim,Usados,59 900        EUR,8087699266,6 Julho 2023,e Shooting Brake AMG Line,,Metalizado,Tracção dianteira,,Nacional,3 l/100km,,,Classe CLA,,,,,,,,31/03/2026,160 000 km,,,StandVirtual,Yes
Particular,Tesla,Model X,Eléctrico,Dezembro,2017,110 000 km,,525 cv,,,SUV / TT,Preto,Automática,,5,,,,,,,,,,Usados,59 990        EUR,8089839121,6 Julho 2023,100D,,Metalizado,,,,,,,,,,,100 kWh,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model S,Eléctrico,Dezembro,2018,37 151 km,,525 cv,Sim,Sim,Sedan,Cinzento,Automática,,4,5,,,,18 Meses,1,,,Sim,Usados,59 850        EUR,8088548407,6 Julho 2023,,Sim,Metalizado,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 350,Híbrido (Gasolina),Junho,2018,34 104 km,1 991 cm3,320 cv,Sim,Sim,SUV / TT,Cinzento,Automática,7,5,5,,Sim,,18 Meses,,,,,Usados,53 900        EUR,8089790824,6 Julho 2023,e Coupé AMG Line 4-Matic,Sim,Metalizado,Integral,64 g/km,,,,,Classe GLC,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Junho,2022,24 143 km,1 993 cm3,200 cv,Sim,Sim,Carrinha,Cinzento,Automática,9,5,5,,Sim,,24 Meses,,Sim,Sim,Sim,Usados,55 900        EUR,8089235599,6 Julho 2023,d Avantgarde,,Metalizado,Tracção traseira,,Nacional,,,,Classe C,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,F-Pace,Diesel,Março,2020,76 000 km,1 999 cm3,180 cv,Sim,Sim,SUV / TT,Preto,Automática,9,5,5,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,52 900        EUR,8088307363,6 Julho 2023,2.0 i4D R-Sport Aut.,Sim,Metalizado,Tracção traseira,,Nacional,,,"271,56 €",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLB 200,Diesel,Abril,2022,16 000 km,1 950 cm3,150 cv,Sim,Sim,SUV / TT,Cinzento,Automática,9,5,7,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,55 000        EUR,8089387294,6 Julho 2023,d Progressive,Sim,Metalizado,Tracção dianteira,,Nacional,,,,Classe GLB,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,F-Pace,Diesel,Janeiro,2019,127 703 km,1 999 cm3,180 cv,Sim,Sim,SUV / TT,Branco,Automática,8,5,5,,Sim,,18 Meses,1,Sim,Sim,Sim,Usados,48 500        EUR,8088686081,6 Julho 2023,2.0 i4D R-Sport AWD Aut.,Sim,,Integral,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X3,Diesel,Janeiro,2019,44 000 km,1 995 cm3,190 cv,Sim,Sim,SUV / TT,Branco,Automática,8,5,5,,,,24 Meses,,,Sim,Sim,Usados,54 146        EUR,8089955198,6 Julho 2023,20 d xDrive Line Luxury,Sim,,Integral,157 g/km,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane E-Tech,Eléctrico,Julho,2022,5 000 km,,218 cv,Sim,Sim,SUV / TT,Branco,Automática,,5,5,,,,18 Meses,,,,,Usados,51 950        EUR,8088245081,6 Julho 2023,EV60 Iconic Optimum Charge,,,,,Importado,,,,,,Sim,450 km,,Própria,,,,,"16,10 kWh/100km",,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,Híbrido (Diesel),Dezembro,2019,46 000 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Cinzento,Automática,9,5,5,Classe 1,,,18 Meses,,Sim,Sim,Sim,Usados,49 900        EUR,8089988741,6 Julho 2023,De AMG Line,,Metalizado,Tracção traseira,36 g/km,Importado,,,,Classe E,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Particular,BMW,M135i,Gasolina,Agosto,2021,22 000 km,1 998 cm3,306 cv,,,Coupé,Cinzento,Automática,8,5,5,Classe 1,,24/08/2025,,,Sim,Sim,Sim,Usados,48 500        EUR,8088636649,6 Julho 2023,xDrive,,Metalizado,Integral,172 g/km,Importado,,,,Série 1,,,,,,,,24/08/2024,,,,StandVirtual,Yes
Particular,Audi,A6,Diesel,Julho,2021,22 500 km,1 968 cm3,163 cv,,,Sedan,Preto,Automática,,4,5,Classe 1,,05/07/2025,,,Sim,Sim,Sim,Usados,48 890        EUR,8088652742,6 Julho 2023,,,Metalizado,Tracção dianteira,145 g/km,Importado,,,,,,,,,,,,13/06/2026,100 000 km,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 250,Híbrido (Gasolina),Outubro,2020,40 693 km,1 332 cm3,218 cv,Sim,,SUV / TT,Branco,Automática,,5,5,Classe 1,,,18 Meses,1,Sim,Sim,,Usados,47 980        EUR,8089870640,6 Julho 2023,e AMG Line,,,Tracção dianteira,31 g/km,,,,,Classe GLA,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera,Diesel,Março,2013,196 273 km,2 967 cm3,250 cv,Sim,,Sedan,Preto,Automática,,5,4,Classe 1,Sim,,18 Meses,1,Sim,Sim,Sim,Usados,48 000        EUR,8088887625,6 Julho 2023,Platinum Edition,,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,330,Diesel,Julho,2019,49 000 km,2 993 cm3,265 cv,Sim,Sim,Sedan,Preto,Automática,,4,5,Classe 1,,,18 Meses,,Sim,,Sim,Usados,48 990        EUR,8089988732,6 Julho 2023,d Pack M Auto,Sim,,,,Nacional,,,,Série 3,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLB 200,Diesel,Novembro,2021,26 000 km,1 950 cm3,150 cv,Sim,Sim,SUV / TT,Preto,Automática,8,5,7,,,,36 Meses,1,Sim,Sim,Sim,Usados,59 900        EUR,8088215892,6 Julho 2023,d AMG Line,,,Tracção dianteira,,Nacional,,,,Classe GLB,,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model Y,Eléctrico,Outubro,2022,63 km,,351 cv,,Sim,SUV / TT,Branco,Automática,,5,5,Classe 1,,,36 Meses,1,,Sim,Sim,Usados,54 500        EUR,8089528615,6 Julho 2023,,Sim,Metalizado,Integral,,,,,,,,Sim,,,,,,16/10/2030,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQE,Eléctrico,Abril,2022,8 661 km,,292 cv,,Sim,Sedan,Branco,Automática,,4,5,Classe 1,,,36 Meses,1,,Sim,Sim,Usados,73 900        EUR,8089012272,6 Julho 2023,350 +,Sim,,,,,,,,,,Sim,,,,,,01/04/2032,,,,StandVirtual,Yes
Profissional,BMW,840,Diesel,Dezembro,2018,181 254 km,2 993 cm3,320 cv,Sim,Sim,Coupé,Preto,Automática,,2,4,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,72 990        EUR,8088440586,3 Julho 2023,d xDrive Pack M,,Metalizado,Tracção traseira,,Nacional,,,"641,11 €",Série 8,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M4,Gasolina,Fevereiro,2015,115 000 km,2 979 cm3,431 cv,Sim,,Cabrio,Preto,Automática,8,2,4,Classe 1,,,36 Meses,1,,Sim,,Usados,60 950        EUR,8067665193,4 Julho 2023,Auto,,Metalizado,Tracção traseira,,Nacional,"11,10 l/100km",,,Série 4,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne,Gasolina,Março,2019,95 000 km,2 995 cm3,340 cv,Sim,Sim,SUV / TT,Cinzento,Automática,8,5,5,,Sim,,18 Meses,,Sim,Sim,Sim,Usados,95 000        EUR,8089555843,6 Julho 2023,Platinum Edition,Sim,Metalizado,Integral,265 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Porsche,Panamera,Híbrido (Gasolina),Agosto,2017,37 000 km,2 894 cm3,462 cv,,,Sedan,Cinzento,Automática,8,5,4,Classe 1,,22/08/2023,,1,Sim,Sim,Sim,Usados,89 000        EUR,8089903720,6 Julho 2023,4 E-Hybrid,,Metalizado,Integral,45 g/km,Nacional,,,540 €,,,,,,,700 km,,,89 000 km,,,StandVirtual,Yes
Profissional,Lexus,ES 300h,Híbrido (Gasolina),Abril,2022,69 907 km,2 487 cm3,218 cv,,Sim,Sedan,Cinzento,Manual,,4,,,,,70 Meses,,,,,Usados,62 000        EUR,8089609739,6 Julho 2023,,Sim,,,125 g/km,Nacional,,,,ES,,,,,,,"4,50 l/100km",11/05/2029,,,,StandVirtual,Yes
Particular,Land Rover,Range Rover Velar,Gasolina,Julho,2018,74 750 km,2 995 cm3,380 cv,,,SUV / TT,Preto,Automática,,5,,,,,,,,,,Usados,78 500        EUR,8089096961,6 Julho 2023,3.0 R-Dynamic HSE,,Metalizado,,,,"12,70 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera Sport Turismo,Híbrido (Gasolina),Dezembro,2018,80 000 km,2 894 cm3,462 cv,Sim,Sim,Carrinha,Preto,Automática,8,5,5,Classe 1,,,36 Meses,1,Sim,Sim,Sim,Usados,92 500        EUR,8089936693,6 Julho 2023,4 E-Hybrid,,Metalizado,Integral,,Nacional,,,,,,,54 km,,,,,31/08/2025,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 300,Híbrido (Gasolina),Dezembro,2021,31 000 km,1 991 cm3,320 cv,,Sim,SUV / TT,Preto,Automática,9,5,5,Classe 1,Sim,,60 Meses,1,Sim,Sim,Sim,Usados,65 850        EUR,8085680258,6 Julho 2023,e 4Matic,,Metalizado,Integral,49 g/km,Importado,,,,Classe GLC,Sim,Sim,,,,,,01/12/2026,,,,StandVirtual,Yes
Profissional,Bentley,Continental,Gasolina,Agosto,2016,8 500 km,3 993 cm3,528 cv,Sim,Sim,Coupé,Cinzento,Automática,7,2,4,Classe 1,,,18 Meses,1,Sim,,Sim,Usados,169 000        EUR,8087499255,6 Julho 2023,GT V8 S,Sim,Metalizado,Integral,250 g/km,Importado,,,"927,17 €",,,,,,,,,14/08/2023,100 000 km,,,StandVirtual,Yes
Profissional,Mercedes-Benz,SLS 63 AMG,Gasolina,Julho,2010,19 000 km,6 208 cm3,571 cv,Sim,Sim,Coupé,Preto,Automática,7,2,2,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,271 950        EUR,8086184461,6 Julho 2023,Standard,Sim,Metalizado,Tracção traseira,,Nacional,"19,90 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q7,Diesel,Março,2019,81 834 km,2 967 cm3,272 cv,,Sim,SUV / TT,Cinzento,Automática,,5,,,,,18 Meses,,,,,Usados,67 999        EUR,8089989296,6 Julho 2023,3.0 TDi quattro S-line Tiptronic,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Grand Scénic,Diesel,Maio,2019,127 000 km,1 749 cm3,120 cv,,Sim,Monovolume,Azul,Automática,7,5,7,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,249 904        EUR,8089989294,6 Julho 2023,,,Metalizado,Tracção dianteira,,,"5,80 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,718 Boxster,Gasolina,Setembro,2016,45 000 km,1 988 cm3,300 cv,,,Cabrio,Preto,Automática,7,2,2,Classe 1,,,18 Meses,,Sim,Sim,Sim,Usados,63 990        EUR,8087803855,6 Julho 2023,2.0 PDK,,Metalizado,Tracção traseira,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Diesel,Julho,2022,20 900 km,1 993 cm3,200 cv,,,Carrinha,Branco,Automática,,5,5,,,,24 Meses,,,,,Usados,67 700        EUR,8089159525,6 Julho 2023,d 4Matic All-Terrain,Sim,,,,Nacional,,,,Classe C,,,,,,,5 l/100km,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,AMG GT,Gasolina,Março,2016,48 000 km,3 982 cm3,510 cv,,,Coupé,Preto,Automática,,3,2,,,,,,,,,Usados,110 000        EUR,8088725789,6 Julho 2023,S,Sim,,Tracção traseira,,,"12,20 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,TT RS Coupé,Gasolina,Outubro,2016,111 000 km,2 480 cm3,400 cv,Sim,Sim,Coupé,Branco,Automática,,3,4,,,11/10/2024,18 Meses,,,,,Usados,69 000        EUR,8089236344,6 Julho 2023,2.5 TFSi quattro S tronic,,,,,Importado,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,Híbrido (Diesel),Agosto,2022,15 321 km,1 950 cm3,306 cv,,,Carrinha,Prateado,Automática,,5,5,,,,24 Meses,,,,,Usados,70 000        EUR,8089159515,6 Julho 2023,De Avantgarde,Sim,,,,Nacional,,,,Classe E,,,,,,,"1,40 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQE,Eléctrico,Abril,2022,32 216 km,,292 cv,,,Sedan,Prateado,Automática,,4,5,,,,24 Meses,,,,,Usados,80 000        EUR,8089159520,6 Julho 2023,350 +,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQE,Eléctrico,Outubro,2022,2 000 km,,292 cv,Sim,Sim,SUV / TT,Preto,Automática,,4,5,,,,36 Meses,1,Sim,Sim,,Usados,83 900        EUR,8089168368,6 Julho 2023,350,,,,,Nacional,,,,,,Sim,550 km,,Própria,,,,,16 kWh/100km,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,Diesel,Janeiro,2023,4 400 km,1 993 cm3,265 cv,Sim,Sim,Carrinha,Cinzento,Automática,,5,5,,,,36 Meses,1,,,,Usados,66 500        EUR,8089877341,6 Julho 2023,d AMG Line,Sim,,,,Nacional,,,,Classe C,,,,,,,,01/01/0001,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,Híbrido (Diesel),Julho,2022,14 300 km,1 950 cm3,306 cv,,,Carrinha,Preto,Automática,,5,5,,,,24 Meses,,,,,Usados,70 800        EUR,8089159483,6 Julho 2023,De AMG Line,Sim,,,,Nacional,,,,Classe E,,,,,,,"1,40 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,Híbrido (Diesel),Julho,2022,6 600 km,1 950 cm3,306 cv,,,Sedan,Cinzento,Automática,,4,5,,,,24 Meses,,,,,Usados,67 000        EUR,8089159499,6 Julho 2023,De AMG Line,Sim,,,,Nacional,,,,Classe E,,,,,,,"1,30 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 300,Híbrido (Diesel),Novembro,2021,39 000 km,1 950 cm3,320 cv,,,SUV / TT,Preto,Automática,,5,5,,,,24 Meses,,,,,Usados,68 000        EUR,8089159389,6 Julho 2023,de 4Matic,Sim,,,,Nacional,,,,Classe GLC,,,,,,,"1,70 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,Diesel,Dezembro,2021,38 000 km,1 992 cm3,265 cv,,,Carrinha,Vermelho,Automática,,5,5,,,,24 Meses,,,,,Usados,62 000        EUR,8089159413,6 Julho 2023,,Sim,,,,Nacional,,,,Classe C,,,,,,,"5,20 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLS 400,Diesel,Junho,2021,32 000 km,2 925 cm3,330 cv,,,SUV / TT,Azul,Automática,,5,7,,,,24 Meses,,,,,Usados,129 000        EUR,8089159417,6 Julho 2023,d 4-Matic,Sim,,,,Nacional,,,,Classe GLS,,,,,,,"9,10 l/100km",,,,,StandVirtual,Yes
Profissional,Audi,A7 Sportback,Diesel,Julho,2020,55 000 km,1 968 cm3,204 cv,Sim,Sim,Sedan,Azul,Automática,,5,5,Classe 1,Sim,,18 Meses,1,Sim,Sim,Sim,Usados,61 750        EUR,8089491475,6 Julho 2023,40 TDI S tronic,Sim,,,,Nacional,,,"235,26 €",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne,Diesel,Outubro,2014,124 100 km,4 134 cm3,385 cv,,Sim,SUV / TT,Preto,Automática,,5,,,,,18 Meses,,,,,Usados,73 999        EUR,8089841708,6 Julho 2023,S,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQB,Eléctrico,Fevereiro,2022,24 620 km,,292 cv,,,SUV / TT,Vermelho,Automática,,5,5,,,,24 Meses,,,,,Usados,66 000        EUR,8089557087,6 Julho 2023,350 4Matic AMG Line,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M4,Gasolina,Abril,2018,102 740 km,2 979 cm3,450 cv,Sim,Sim,Coupé,Cinzento,Automática,,2,4,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,72 990        EUR,8088799820,6 Julho 2023,,Sim,,,,Importado,,,,Série 4,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLS 220,Diesel,Maio,2022,24 300 km,1 950 cm3,194 cv,,,Sedan,Cinzento,Automática,,4,5,,,,24 Meses,,,,,Usados,69 900        EUR,8089624980,6 Julho 2023,d AMG Line,Sim,,,,Nacional,,,,Classe CLS,,,,,,,"5,70 l/100km",,,,,StandVirtual,Yes
Profissional,BMW,520,Híbrido (Gasolina),Dezembro,2022,15 000 km,1 998 cm3,204 cv,,,Carrinha,Cinzento,Automática,,5,5,,,,36 Meses,,,,,Usados,62 500        EUR,8089491394,6 Julho 2023,e Pack M,Sim,,,,Nacional,,,,Série 5,,,,,,,"1,50 l/100km",06/07/2026,,,,StandVirtual,Yes
Profissional,Porsche,Panamera Sport Turismo,Gasolina,Fevereiro,2018,88 078 km,2 894 cm3,440 cv,,Sim,Sedan,Azul,Automática,,5,,,,,18 Meses,,,,,Usados,94 999        EUR,8089841702,6 Julho 2023,4 S,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX,Eléctrico,Junho,2022,14 271 km,,523 cv,,,SUV / TT,Azul,Automática,,5,5,,,,36 Meses,,,,,Usados,119 900        EUR,8089491391,6 Julho 2023,xDrive 50 Pack Desportivo,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,420,Diesel,Fevereiro,2022,24 000 km,1 995 cm3,190 cv,,,Cabrio,Azul,Automática,,2,4,,,,36 Meses,,,,,Usados,66 500        EUR,8089491406,6 Julho 2023,d Desportiva M Auto,Sim,,,,Nacional,,,,Série 4,,,,,,,"4,90 l/100km",06/07/2026,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQC,Eléctrico,Agosto,2022,9 000 km,,408 cv,,,SUV / TT,Preto,Automática,,5,5,,,,24 Meses,,,,,Usados,75 000        EUR,8089822382,6 Julho 2023,400 4Matic,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Audi,RS6 Avant,Gasolina,Fevereiro,2021,35 000 km,3 996 cm3,600 cv,,,Carrinha,Preto,Automática,,5,,,,,,,Sim,Sim,Sim,Usados,128 888        EUR,8089102847,3 Julho 2023,4.0 TFSI quattro Tiptronic,Sim,,,,,"16,20 l/100km",,1 033 €,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Macan,Gasolina,Junho,2016,93 900 km,2 997 cm3,360 cv,,Sim,SUV / TT,Cinzento,Automática,7,5,5,Classe 1,,,18 Meses,,,Sim,Sim,Usados,68 900        EUR,8089924214,6 Julho 2023,GTS PDK,,Metalizado,Integral,215 g/km,Importado,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 90,Híbrido (Gasolina),Setembro,2019,54 495 km,1 969 cm3,392 cv,Sim,Sim,SUV / TT,Azul,Automática,8,5,7,,,,18 Meses,,,,Sim,Usados,66 990        EUR,8089397822,6 Julho 2023,2.0 T8 PHEV Momentum Plus AWD,Sim,Metalizado,Integral,,Nacional,,,,,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,e-tron Sportback,Eléctrico,Junho,2021,36 341 km,,408 cv,Sim,Sim,Monovolume,Cinzento,Automática,,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,66 990        EUR,8088545729,6 Julho 2023,55 quattro,Sim,Metalizado,Integral,,Nacional,,,,,,Sim,436 km,95 kWh,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Macan,Diesel,Janeiro,2018,120 000 km,2 967 cm3,258 cv,Sim,,SUV / TT,Branco,Automática,,5,5,Classe 1,Sim,,18 Meses,1,Sim,Sim,Sim,Usados,69 900        EUR,8088191646,6 Julho 2023,S,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera Sport Turismo,Híbrido (Gasolina),Maio,2018,60 000 km,2 894 cm3,462 cv,Sim,,Carrinha,Branco,Automática,,5,5,Classe 1,Sim,,18 Meses,,Sim,Sim,Sim,Usados,99 990        EUR,8088514846,6 Julho 2023,4 E-Hybrid,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X6,Diesel,Julho,2020,50 000 km,2 993 cm3,265 cv,Sim,Sim,SUV / TT,Cinzento,Automática,,5,5,,Sim,,18 Meses,1,Sim,Sim,Sim,Usados,109 900        EUR,8089309107,6 Julho 2023,30 d xDrive Pack M,Sim,Metalizado,,176 g/km,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 53 AMG,Gasolina,Julho,2019,69 000 km,2 999 cm3,435 cv,Sim,Sim,Carrinha,Azul,Automática,9,5,5,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,69 999        EUR,8086183035,6 Julho 2023,4-Matic+,Sim,Metalizado,Integral,,Nacional,"11,50 l/100km",,,Classe E,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,Diesel,Agosto,2022,8 767 km,1 993 cm3,265 cv,,,Sedan,Cinzento,Automática,,4,5,,,,24 Meses,,,,,Usados,61 800        EUR,8089989173,6 Julho 2023,d AMG Line,Sim,,,,Nacional,,,,,,,,,,,"5,10 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 220,Diesel,Setembro,2022,4 819 km,1 993 cm3,197 cv,Sim,Sim,SUV / TT,Cinzento,Automática,,5,5,,,,36 Meses,,,,,Usados,84 500        EUR,8088712273,6 Julho 2023,d 4Matic AMG Advanced,,,,,Nacional,,,,Classe GLC,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,I-Pace,Eléctrico,Março,2021,14 555 km,,400 cv,Sim,Sim,SUV / TT,Branco,Automática,,5,5,,,,24 Meses,,Sim,,Sim,Usados,69 950        EUR,8088781611,6 Julho 2023,S AWD Aut.,Sim,,,,Nacional,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q7,Híbrido (Diesel),Outubro,2017,84 000 km,2 967 cm3,374 cv,Sim,Sim,SUV / TT,Cinzento,Automática,,5,5,Classe 2,,,18 Meses,,Sim,Sim,Sim,Usados,67 450        EUR,8086933058,6 Julho 2023,3.0 TDi E-tron quattro Tiptronic,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Aston Martin,DB11 Coupé,Gasolina,Março,2019,39 000 km,5 204 cm3,608 cv,Sim,Sim,Coupé,Branco,Automática,,2,4,,,,18 Meses,,Sim,Sim,Sim,Usados,195 000        EUR,8088798499,6 Julho 2023,V12 Auto,Sim,Metalizado,,,Nacional,"16,60 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
