Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,IVA Discriminado,Aceita retoma,Possibilidade de financiamento,Tipo de cor,Inspecção válida até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Autonomia,Capacidade da bateria,Valor Fixo,Autonomia Máxima,Origem,Sub-modelo,Classe do veículo,Registo(s),Garantia de Fábrica até,ou até,Consumo Combinado,Filtro de partículas,IUC,Gancho de Reboque,Consumo,Bateria,Clássico,Site,Portugal,Data
Particular,BMW,116,d Line Urban,Diesel,Junho,2019,138 000 km,1 496 cm3,116 cv,Utilitário,Preto,Manual,,5,,,,,,Usados,18 750        EUR,8090716286,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-urban-ID8PxOTY.html,,,,Metalizado,,,,,,,,,,,Série 1,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,5008,1.6 BlueHDi GT Line,Diesel,Março,2018,151 000 km,1 560 cm3,120 cv,Monovolume,Cinzento,Manual,6,5,7,Tracção dianteira,,,,Usados,24 900        EUR,8089562078,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-bluehdi-gt-line-ID8PsYDI.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,,,Importado,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Mégane Grand Coupe,1.5 Blue dCi Executive,Diesel,Maio,2019,81 294 km,1 461 cm3,115 cv,Sedan,Preto,Manual,,4,,,,,,Usados,20 999        EUR,8090713314,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-grand-coupe-1-5-blue-dci-executive-ID8PxO82.html,,,Sim,,,18 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Mégane,1.5 dCi GT Line,Diesel,Fevereiro,2018,77 571 km,1 461 cm3,110 cv,Utilitário,Branco,Manual,,5,,,,,,Usados,19 999        EUR,8090713285,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-dci-gt-line-ID8PxO7z.html,,,Sim,,,18 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Setembro,2019,40 476 km,1 461 cm3,90 cv,Citadino,Branco,Manual,,5,,,,,,Usados,16 999        EUR,8090713244,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-limited-ID8PxO6U.html,,,Sim,,,18 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Mégane Grand Coupe,1.5 Blue dCi Executive,Diesel,Dezembro,2020,45 122 km,1 461 cm3,115 cv,Sedan,Preto,Manual,,4,,,,,,Usados,22 999        EUR,8090713225,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-grand-coupe-1-5-blue-dci-executive-ID8PxO6B.html,,,Sim,,,36 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Fiat,500X,1.3 MJ Lounge J18 S&S,Diesel,Julho,2018,67 259 km,1 248 cm3,95 cv,SUV / TT,Preto,Manual,5,5,5,Tracção dianteira,,,,Usados,16 990        EUR,8090601725,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500x-1-3-mj-lounge-j18-s-s-ID8Pxl6d.html,,Sim,Sim,,,18 Meses,,,Sim,,,,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi Limited,Diesel,Fevereiro,2020,78 321 km,1 461 cm3,115 cv,Carrinha,Cinzento,Manual,,5,,,,,,Usados,21 499        EUR,8090713210,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-limited-ID8PxO6m.html,,,Sim,,,18 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Skoda,Scala,1.0 TSI Ambition,Gasolina,Abril,2021,37 000 km,999 cm3,116 cv,Utilitário,Preto,Manual,6,5,5,Tracção dianteira,,,,Usados,17 500        EUR,8090601699,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/skoda-scala-1-0-tsi-ambition-ID8Pxl5N.html,,Sim,Sim,,,18 Meses,,,Sim,,,,,Nacional,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,3008,BlueHDi 130 Stop & Start Allure Pack,Diesel,Agosto,2019,105 471 km,1 499 cm3,131 cv,SUV / TT,Branco,Manual,6,5,5,Tracção dianteira,106 g/km,,,Usados,24 750        EUR,8090710579,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-bluehdi-130-stop-start-allure-pack-ID8PxNpW.html,,,Sim,Pérola,,18 Meses,Sim,Sim,Sim,,,Sim,,,,Classe 1,1,,,,Sim,"154,12 €",1,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Kadjar,1.5 dCi Intens,Diesel,Junho,2019,189 952 km,1 461 cm3,115 cv,SUV / TT,Azul,Manual,,5,,,,"4,90 l/100km",,Usados,16 890        EUR,8089805272,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-5-dci-intens-ID8PtZUc.html,Sim,Sim,Sim,Metalizado,,18 Meses,Sim,,Sim,,,Sim,,Nacional,,,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,X1,16 d sDrive Advantage,Diesel,Janeiro,2019,129 895 km,1 496 cm3,116 cv,SUV / TT,Branco,Manual,,5,,,,,,Usados,22 490        EUR,8090080840,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-advantage-ID8Pw9AQ.html,,Sim,Sim,Metalizado,,18 Meses,Sim,,Sim,,,,,Nacional,Série X,,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,e-2008,Active Pack,Eléctrico,Novembro,2020,22 495 km,,136 cv,SUV / TT,Preto,Automática,,5,5,,,,,Usados,27 490        EUR,8089129925,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-active-pack-ID8Pradw.html,Sim,Sim,Sim,Metalizado,,18 Meses,,,Sim,320 km,,Sim,320 km,Importado,,Classe 1,1,,,,,,,"17,80 kWh/100km",,,StandVirtual,Yes,2023-10-12
Profissional,Opel,Ampera-e,Plus,Eléctrico,Outubro,2019,33 671 km,,204 cv,Citadino,Preto,Automática,,5,,,,,,Usados,27 890        EUR,8089197281,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-ampera-e-plus-ID8PrrJT.html,Sim,Sim,Sim,Metalizado,,18 Meses,,,,480 km,60 kWh,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Particular,Mercedes-Benz,CLA 200,d Shooting Brake Aut.,Diesel,Maio,2017,139 000 km,2 143 cm3,136 cv,Carrinha,Preto,Automática,,5,,,,"4,70 l/100km",,Usados,22 900        EUR,8090743223,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-aut-ID8PxWUr.html,,,,,,,,,,,,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Audi,A6 Avant,2.0 TDi quattro Advance S tronic,Diesel,Outubro,2015,218 000 km,1 968 cm3,190 cv,Carrinha,Preto,Automática,,5,,,,"4,90 l/100km",,Usados,23 990        EUR,8090762300,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdi-quattro-advance-s-tronic-ID8Py0S8.html,,,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,,,,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,2008,1.2 PureTech Active,Gasolina,Junho,2021,69 088 km,1 199 cm3,102 cv,Cabrio,Preto,Manual,6,5,5,,122 g/km,,,Usados,20 500        EUR,8090777782,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-ID8Py4TQ.html,,Sim,Sim,,,18 Meses,,,Sim,,,Sim,,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Citroën,C4 Cactus,1.2 PureTech Feel,Gasolina,Fevereiro,2017,56 000 km,1 199 cm3,82 cv,SUV / TT,Branco,Manual,,5,5,,,,,Usados,16 250        EUR,8090000621,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-feel-ID8PuOIZ.html,,Sim,Sim,,,18 Meses,Sim,Sim,Sim,,,,,Nacional,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Nissan,Qashqai,1.5 dCi N-Connecta 18,Diesel,Junho,2018,94 000 km,1 461 cm3,110 cv,SUV / TT,Branco,Manual,6,5,5,Tracção dianteira,99 g/km,"4,20 l/100km","3,60 l/100km",Usados,20 000        EUR,8090700344,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-n-connecta-18-ID8PxKKQ.html,Sim,Sim,,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,,,Classe 1,1,,,,,154 €,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,A 180,d Business Solutions Aut.,Diesel,Janeiro,2020,117 300 km,1 461 cm3,116 cv,Utilitário,Preto,Automática,7,5,5,Tracção dianteira,117 g/km,"4,50 l/100km","3,90 l/100km",Usados,25 900        EUR,8090795474,11 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-business-solutions-aut-ID8Py9wc.html,,Sim,Sim,Metalizado,19/01/2024,18 Meses,Sim,Sim,Sim,,,Sim,,Importado,Classe A,Classe 1,1,,,,,159 €,,,,,StandVirtual,Yes,2023-10-12
Profissional,Smart,ForFour,twinamic Brabus Style,Gasolina,Março,2019,76 444 km,898 cm3,90 cv,Pequeno citadino,Vermelho,Automática,,5,4,,,6 l/100km,,Usados,16 490        EUR,8089711564,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/smart-forfour-twinamic-brabus-style-ID8PtBvM.html,Sim,Sim,Sim,Metalizado,,18 Meses,,,,,,Sim,,,,,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,420 Gran Coupé,d Pack M,Diesel,Outubro,2015,189 950 km,1 995 cm3,190 cv,Sedan,Branco,Manual,6,5,5,,,,,Usados,23 890        EUR,8089441135,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-ID8Pstb1.html,,Sim,Sim,,,18 Meses,,,,,,Sim,,Importado,Série 4,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Opel,Corsa,1.2 Edition,Gasolina,Fevereiro,2023,4 km,1 199 cm3,75 cv,Citadino,Cinzento,Manual,5,5,,Tracção dianteira,,,,Usados,18 200        EUR,8089170416,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-edition-ID8PrkKA.html,,Sim,Sim,,,36 Meses,,,,,,,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,Julho,2018,71 439 km,1 461 cm3,95 cv,SUV / TT,Branco,Manual,5,5,5,Tracção dianteira,94 g/km,,,Usados,16 950        EUR,8090713806,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8PxOfY.html,,,Sim,,,18 Meses,Sim,Sim,Sim,,,Sim,,Importado,,Classe 1,1,,,,,"154,12 €",,,,,StandVirtual,Yes,2023-10-12
Profissional,Citroën,C3 Aircross,1.2 PureTech C-Series,Gasolina,Abril,2022,9 881 km,1 199 cm3,110 cv,SUV / TT,Cinzento,Manual,,5,5,,110 g/km,"5,90 l/100km","4,20 l/100km",Usados,20 250        EUR,8089161085,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-2-puretech-c-series-ID8Prik5.html,,,,,,36 Meses,,,,,,,,Nacional,,,1,,,"4,80 l/100km",,,,,,,StandVirtual,Yes,2023-10-12
Profissional,MINI,Clubman,One D,Diesel,Junho,2018,82 439 km,1 496 cm3,116 cv,Carrinha,Cinzento,Manual,,6,,,,,,Usados,20 499        EUR,8088711634,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-one-d-ID8PppoS.html,,,Sim,,,18 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,A 180,,Diesel,Janeiro,2019,122 000 km,1 461 cm3,116 cv,Utilitário,Branco,Automática,,5,5,Tracção dianteira,122 g/km,,,Usados,25 600        EUR,8090306718,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-ID8Pv6m2.html,,Sim,Sim,,,18 Meses,,Sim,Sim,,,,,Nacional,Classe A,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Hyundai,i30,1.0 T-GDI Style,Gasolina,Julho,2021,54 386 km,998 cm3,120 cv,Utilitário,Cinzento,Manual,,5,,,,,,Usados,19 999        EUR,8090713113,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i30-1-0-t-gdi-style-ID8PxO4N.html,,,Sim,,,36 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Particular,Fiat,500L,1.3 MJ,Diesel,Julho,2018,63 800 km,1 248 cm3,95 cv,Monovolume,Branco,Manual,5,5,5,Tracção dianteira,99 g/km,"5,30 l/100km","3,80 l/100km",Usados,15 899        EUR,8090743099,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500l-1-3-mj-ID8PxWSr.html,,,,,,,Sim,,Sim,,,,,Nacional,,Classe 1,,,,,,"113,34 €",,,,,StandVirtual,Yes,2023-10-12
Profissional,Ford,Puma,1.0 EcoBoost MHEV ST-Line,Gasolina,Julho,2021,57 848 km,998 cm3,125 cv,Monovolume,Cinzento,Manual,,5,,,,,,Usados,21 999        EUR,8090713097,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-st-line-ID8PxO4x.html,,,Sim,,,36 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Ford,Puma,1.0 EcoBoost MHEV ST-Line,Gasolina,Julho,2021,47 457 km,998 cm3,125 cv,Monovolume,Cinzento,Manual,,5,,,,,,Usados,21 999        EUR,8090713080,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-st-line-ID8PxO4g.html,,,Sim,,,36 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Nissan,Leaf,N-Connecta Full Led,Eléctrico,Outubro,2022,10 931 km,,150 cv,Utilitário,Cinzento,Automática,,5,5,,,,,Usados,28 500        EUR,8090762297,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-leaf-n-connecta-full-led-ID8Py0S5.html,,Sim,Sim,Metalizado,,18 Meses,,Sim,Sim,,,Sim,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Ford,Focus,1.0 EcoBoost MHEV ST-Line,Gasolina,Outubro,2021,50 950 km,998 cm3,125 cv,Utilitário,Cinzento,Manual,,5,,,,,,Usados,22 499        EUR,8090713053,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-1-0-ecoboost-mhev-st-line-ID8PxO3P.html,,,Sim,,,36 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,116,d Line Sport Auto,Diesel,Fevereiro,2019,62 299 km,1 496 cm3,116 cv,Utilitário,Branco,Automática,,5,,,,,,Usados,24 499        EUR,8088711576,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-auto-ID8PppnV.html,,,Sim,,,18 Meses,,,,,,Sim,,Nacional,Série 1,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Particular,Volvo,XC 90,D4 Geartronic Inscription,Diesel,Outubro,2015,300 000 km,1 969 cm3,190 cv,SUV / TT,Preto,Automática,8,5,7,Tracção traseira,,"5,80 l/100km",,Usados,27 000        EUR,8089686347,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-90-d4-geartronic-inscription-ID8PtuY3.html,,Sim,Sim,,,,,,,,,,,,,Classe 1,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Nissan,Qashqai,1.3 DIG-T Acenta,Gasolina,Junho,2022,9 500 km,1 332 cm3,140 cv,SUV / TT,Prateado,Manual,,5,5,,,,,Usados,29 990        EUR,8089607226,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-ID8PtanU.html,,,,,,36 Meses,,,,,,Sim,,Nacional,,,,12/10/2026,,"6,30 l/100km",,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Nissan,Qashqai,1.3 DIG-T Acenta,Gasolina,Junho,2022,9 500 km,1 332 cm3,140 cv,SUV / TT,Cinzento,Manual,,5,5,,,,,Usados,29 990        EUR,8089607234,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-ID8Ptao2.html,,,,,,36 Meses,,,,,,Sim,,Nacional,,,,12/10/2026,,"6,30 l/100km",,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Nissan,Qashqai,1.3 DIG-T Acenta,Gasolina,Junho,2022,9 500 km,1 332 cm3,140 cv,SUV / TT,Prateado,Manual,,5,5,,,,,Usados,29 990        EUR,8089607218,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-ID8PtanM.html,,,,,,36 Meses,,,,,,Sim,,Nacional,,,,12/10/2026,,"6,30 l/100km",,,,,,,StandVirtual,Yes,2023-10-12
Particular,BMW,X1,16 d sDrive xLine Auto,Diesel,Março,2019,92 000 km,1 496 cm3,116 cv,SUV / TT,Azul,Automática,7,5,5,Tracção dianteira,139 g/km,,,Usados,28 000        EUR,8090687955,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-xline-auto-ID8PxHx1.html,,,,Metalizado,,,Sim,Sim,Sim,,,Sim,,Nacional,Série X,Classe 1,1,02/03/2024,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Lexus,CT 200h,F Sport,Híbrido (Gasolina),Maio,2018,57 300 km,1 798 cm3,136 cv,Utilitário,Vermelho,Automática,,5,,,,,,Usados,24 999        EUR,8090539705,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/lexus-ct-200h-f-sport-ID8Px4XT.html,,,Sim,,,18 Meses,,,,,,Sim,,Nacional,CT,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Audi,A6 Avant,2.0 TDie S-line,Diesel,Março,2010,198 000 km,1 968 cm3,136 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção dianteira,139 g/km,7 l/100km,"4,30 l/100km",Usados,15 900        EUR,8090777497,9 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdie-s-line-ID8Py4Pf.html,,Sim,Sim,,,18 Meses,Sim,Sim,Sim,,,,,Nacional,,Classe 1,1,,198 000 km,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Dacia,Duster,1.0 TCe ECO-G SL Extreme Bi-Fuel,GPL,Abril,2022,45 000 km,999 cm3,101 cv,SUV / TT,Branco,Manual,,5,5,,,,,Usados,19 850        EUR,8088171370,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-0-tce-eco-g-sl-extreme-bi-fuel-ID8Pn8QV.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure EAT8,Diesel,Agosto,2018,129 526 km,1 499 cm3,130 cv,Carrinha,Branco,Automática,,5,5,Tracção dianteira,,,,Usados,18 990        EUR,8090302652,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-eat8-ID8Pv5is.html,,Sim,Sim,,,18 Meses,Sim,Sim,Sim,,,Sim,,Nacional,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Smart,ForFour,Electric Drive Passion,Eléctrico,Dezembro,2019,31 081 km,,82 cv,Citadino,Branco,Automática,,5,,,,,,Usados,17 499        EUR,8089126668,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/smart-forfour-electric-drive-passion-ID8Pr9mY.html,,,Sim,,,18 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,2008,1.6 BlueHDi Style,Diesel,Dezembro,2018,135 000 km,1 560 cm3,75 cv,SUV / TT,Cinzento,Manual,,5,5,,,,,Usados,16 450        EUR,8090258014,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-6-bluehdi-style-ID8PwTGu.html,,Sim,Sim,,,24 Meses,,Sim,,,,,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Ford,Focus SW,1.0 EcoBoost MHEV ST-Line,Gasolina,Julho,2021,42 116 km,998 cm3,125 cv,Carrinha,Preto,Manual,,5,,,,,,Usados,22 999        EUR,8090509042,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-0-ecoboost-mhev-st-line-ID8PvVZk.html,,,Sim,,,36 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,225xe Active Tourer,Advantage,Híbrido (Gasolina),Janeiro,2020,78 000 km,1 499 cm3,224 cv,Monovolume,Azul,Automática,6,5,5,,,,,Usados,24 990        EUR,8089054194,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-225xe-active-tourer-advantage-ID8PqQv2.html,Sim,Sim,Sim,Metalizado,,36 Meses,Sim,Sim,Sim,,,,,,Série 2,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Alfa Romeo,Giulia,2.2 D,Diesel,Agosto,2018,48 000 km,2 143 cm3,150 cv,Sedan,Preto,Manual,,4,5,,,,,Usados,26 750        EUR,8089936509,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-ID8Puy2W.html,,Sim,Sim,,,18 Meses,Sim,Sim,Sim,,,Sim,,Nacional,,Classe 1,1,,,,Sim,"235,26 €",,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Abril,2019,89 000 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Automática,8,5,5,Tracção dianteira,136 g/km,"4,40 l/100km","3,90 l/100km",Usados,26 990        EUR,8089983518,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-eat8-ID8PuKh8.html,,,,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Land Rover,Range Rover Evoque,2.0 D150 R-Dynamic,Diesel,Março,2018,119 000 km,1 999 cm3,150 cv,SUV / TT,Branco,Manual,6,5,5,Tracção dianteira,167 g/km,"6,30 l/100km","4,90 l/100km",Usados,28 990        EUR,8089992153,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-d150-r-dynamic-ID8PuMvp.html,,,,Pérola,,18 Meses,Sim,Sim,Sim,,,,,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,X1,16 d sDrive Pack M,Diesel,Maio,2017,109 150 km,1 496 cm3,116 cv,SUV / TT,Preto,Manual,,5,,,,,,Usados,24 999        EUR,8090712734,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-pack-m-ID8PxNYG.html,,,Sim,,,18 Meses,,,,,,Sim,,Nacional,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,MINI,One,D,Diesel,Maio,2018,97 361 km,1 496 cm3,95 cv,Utilitário,Vermelho,Manual,6,3,4,,,,,Usados,18 990        EUR,8088270506,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-one-d-ID8PnyDU.html,,Sim,Sim,,,36 Meses,Sim,Sim,Sim,,,,,,,Classe 1,1,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,216 Active Tourer,d Advantage,Diesel,Outubro,2018,54 944 km,1 496 cm3,116 cv,Monovolume,Azul,Manual,,5,,,,,,Usados,21 499        EUR,8088210523,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-active-tourer-d-advantage-ID8Pnj2r.html,,,Sim,,,18 Meses,,,,,,Sim,,Nacional,Série 2,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,MINI,One,Sport Edition,Gasolina,Dezembro,2021,16 611 km,1 499 cm3,102 cv,Citadino,Cinzento,Manual,,3,4,,,,,Usados,25 990        EUR,8090340890,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-one-sport-edition-ID8Pvffc.html,,Sim,Sim,Metalizado,,36 Meses,Sim,Sim,Sim,,,,,,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,MINI,Cooper,Sport Edition,Gasolina,Dezembro,2021,13 000 km,1 499 cm3,136 cv,Citadino,Cinzento,Manual,6,3,4,,,,,Usados,26 999        EUR,8090622430,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-sport-edition-ID8Pxqua.html,,Sim,Sim,Metalizado,,36 Meses,Sim,Sim,Sim,,,,,,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,i3,120Ah,Eléctrico,Maio,2019,54 000 km,,170 cv,SUV / TT,Azul,Automática,,5,4,,,,,Usados,25 900        EUR,8089281964,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8PrNLK.html,Sim,Sim,Sim,Metalizado,,18 Meses,,,Sim,,,Sim,,Nacional,Série i,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,A 180,CDi BE Urban,Diesel,Outubro,2016,125 000 km,1 461 cm3,109 cv,Utilitário,Cinzento,Manual,6,5,5,Tracção dianteira,102 g/km,"4,50 l/100km","3,30 l/100km",Usados,18 300        EUR,8090304665,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-be-urban-ID8Pv5OW.html,,,,Metalizado,28/10/2024,18 Meses,Sim,Sim,Sim,,,,,Importado,Classe A,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
